job_type	n_rows	recommended_tools	input_table
template_structure_manifest	2715	PANDORA/template pMHC if available	/home/seungho/personal/THCA_data_analysis/project/results/cross_neo_v2_sota_sprint_2026_05_09/canonical_registry.tsv
