subset	n_rows	n_pos	tcr_same_hla_exact_n	tcr_global_or_same_hla_exact_n	self_exact_n	MHCflurry__n	MHCflurry__AUROC	Structure_LR__n	Structure_LR__AUROC	BigMHC_IM__n	BigMHC_IM__AUROC	Wave8_TCR_only__n	Wave8_TCR_only__AUROC	Wave8_TCR_motif_only__n	Wave8_TCR_motif_only__AUROC	Wave8_SelfSim_full__n	Wave8_SelfSim_full__AUROC	Wave8_SelfSim_no_exact__n	Wave8_SelfSim_no_exact__AUROC	Wave8_TCR_SelfSim_full__n	Wave8_TCR_SelfSim_full__AUROC	Wave8_TCR_SelfSim_no_exact__n	Wave8_TCR_SelfSim_no_exact__AUROC
no_overlap_all	106	33	13	13	1	106	0.668327106683271	103	0.653169014084507	106	0.6259858862598588	106	0.6436280614362806	106	0.7218762972187629	106	0.6249481112494811	106	0.6087588210875882	106	0.7353673723536738	106	0.7320464923204648
no_overlap_no_same_hla_tcr_exact	93	22	0	0	1	93	0.6177976952624841	90	0.6777087646652864	93	0.5761843790012804	93	0.4900768245838668	93	0.6120358514724712	93	0.6357234314980793	93	0.6594110115236875	93	0.632842509603073	93	0.634122919334187
no_overlap_no_global_or_same_hla_tcr_exact	93	22	0	0	1	93	0.6177976952624841	90	0.6777087646652864	93	0.5761843790012804	93	0.4900768245838668	93	0.6120358514724712	93	0.6357234314980793	93	0.6594110115236875	93	0.632842509603073	93	0.634122919334187
no_overlap_no_self_exact	105	33	13	13	0	105	0.6721380471380471	102	0.6540178571428572	105	0.6266835016835017	105	0.6439393939393939	105	0.7199074074074073	105	0.633627946127946	105	0.6125841750841751	105	0.7455808080808081	105	0.7333754208754208
no_overlap_no_tcr_or_self_exact	92	22	0	0	0	92	0.6214285714285714	89	0.6785714285714285	92	0.5766233766233766	92	0.49090909090909096	92	0.6094155844155844	92	0.6448051948051949	92	0.662987012987013	92	0.6418831168831169	92	0.6366883116883117
no_overlap_no_tcr_ge_0p499_or_self_exact	92	22	0	0	0	92	0.6214285714285714	89	0.6785714285714285	92	0.5766233766233766	92	0.49090909090909096	92	0.6094155844155844	92	0.6448051948051949	92	0.662987012987013	92	0.6418831168831169	92	0.6366883116883117
