ModelID	RAI_8_score	THYROID_NONOVERLAP_score	TDS_like_score	TF_collapse_score	STAT3_AP1_DNMT_score	DM1_like_score	PatientID	CellLineName	StrippedCellLineName	DepmapModelType	OncotreeLineage	OncotreePrimaryDisease	OncotreeSubtype	OncotreeCode	PatientSubtypeFeatures	RRID	Age	AgeCategory	Sex	PatientRace	PrimaryOrMetastasis	SampleCollectionSite	SourceType	SourceDetail	CatalogNumber	ModelType	TissueOrigin	ModelDerivationMaterial	ModelTreatment	PatientTreatmentStatus	PatientTreatmentType	PatientTreatmentDetails	Stage	StagingSystem	PatientTumorGrade	PatientTreatmentResponse	GrowthPattern	OnboardedMedia	FormulationID	SerumFreeMedia	PlateCoating	EngineeredModel	EngineeredModelDetails	CulturedResistanceDrug	PublicComments	CCLEName	HCMIID	PediatricModelType	ModelAvailableInDbgap	ModelSubtypeFeatures	WTSIMasterCellID	SangerModelID	COSMICID	ModelIDAlias	is_thyroid	is_thyroid_model	cancer_type	lineage_silenced_score
ACH-001691	0.154058582577916	0.2266283404600685	0.32000760651770754	0.10275892183092339	-0.3867357636387351	-0.154058582577916	PT-km3C7x	UPCI-SCC-029A	UPCISCC029A	OCSC	Head and Neck	Head and Neck Squamous Cell Carcinoma	Oral Cavity Squamous Cell Carcinoma	OCSC		CVCL_1855	84.0	Adult	Male		Primary	upper_aerodigestive_tract	DSMZ			Cell Line											Adherent	MF-006-005	MEM + 20% FBS + 2mM Glutamine + 100uM NEAA	False						UPCISCC029A_UPPER_AERODIGESTIVE_TRACT		False	HMB-MDS						False	False	Head and Neck	-0.3532292948616282
ACH-001692	1.181335507199529	1.1863742232162342	0.17207890038169463	0.43348726078606464	-0.10101257664159781	-1.181335507199529	PT-pvMW8r	UPCI-SCC-040	UPCISCC040	OCSC	Head and Neck	Head and Neck Squamous Cell Carcinoma	Oral Cavity Squamous Cell Carcinoma	OCSC		CVCL_2222	50.0	Adult	Male		Primary	upper_aerodigestive_tract	DSMZ			Cell Line											Adherent	MF-006-002	MEM + 10% FBS + 2mM Glutamine + 100uM NEAA	False						UPCISCC040_UPPER_AERODIGESTIVE_TRACT		False	HMB-MDS						False	False	Head and Neck	-2.708595011200046
ACH-001693	0.006248098405360822	-0.08739553748777232	0.26689314049496504	0.4220645637440429	-0.35171301606155525	-0.006248098405360822	PT-jDjx83	UPCI-SCC-072	UPCISCC072	OCSC	Head and Neck	Head and Neck Squamous Cell Carcinoma	Oral Cavity Squamous Cell Carcinoma	OCSC		CVCL_2223	61.0	Adult	Female		Primary	upper_aerodigestive_tract	DSMZ		ACC 677	Cell Line											Adherent	MF-006-005	MEM + 20% FBS + 2mM Glutamine + 100uM NEAA	False						UPCISCC072_UPPER_AERODIGESTIVE_TRACT		False	HMB-MDS						False	False	Head and Neck	-0.014325793195166204
ACH-001694	1.0691493775668934	1.0666262313842885	-0.1911362273448693	-0.2055064063849306	-0.3027812765237053	-1.0691493775668934	PT-GgnlK1	UPCI-SCC-074	UPCISCC074	OCSC	Head and Neck	Head and Neck Squamous Cell Carcinoma	Oral Cavity Squamous Cell Carcinoma	OCSC		CVCL_2224	51.0	Adult	Female		Primary	upper_aerodigestive_tract	DSMZ			Cell Line											Adherent	MF-006-002	MEM + 10% FBS + 2mM Glutamine + 100uM NEAA	False						UPCISCC074_UPPER_AERODIGESTIVE_TRACT		False	HMB-MDS						False	False	Head and Neck	-2.4513719029493304
ACH-001695	0.7906406590005539	0.8311048992474857	0.2210130310781074	0.23356619570243448	-0.30449841954828744	-0.7906406590005539	PT-Rb8OWd	UPCI-SCC-099	UPCISCC099	OCSC	Head and Neck	Head and Neck Squamous Cell Carcinoma	Oral Cavity Squamous Cell Carcinoma	OCSC		CVCL_2225	52.0	Adult	Male		Primary	upper_aerodigestive_tract	DSMZ		ACC-665	Cell Line											Adherent	MF-006-002	MEM + 10% FBS + 2mM Glutamine + 100uM NEAA	False						UPCISCC099_UPPER_AERODIGESTIVE_TRACT		False	HMB-MDS						False	False	Head and Neck	-1.8128002854138463
ACH-001696	-0.15626314532787863	-0.1400019650805546	-0.3362038125779868	-0.6284085294903348	-0.7532707718009549	0.15626314532787863	PT-YWwuRp	UPCI-SCC-111	UPCISCC111	OCSC	Head and Neck	Head and Neck Squamous Cell Carcinoma	Oral Cavity Squamous Cell Carcinoma	OCSC		CVCL_2226	69.0	Adult	Female		Primary	upper_aerodigestive_tract	DSMZ		ACC 666	Cell Line											Adherent	MF-006-005	MEM + 20% FBS + 2mM Glutamine + 100uM NEAA	False						UPCISCC111_UPPER_AERODIGESTIVE_TRACT		False	HMB-MDS						False	False	Head and Neck	0.35828397037932413
ACH-001697	1.143869982507773	0.8241841560323093	0.6346547221693613	0.9176847661089947	-0.24130739628374595	-1.143869982507773	PT-rleiVd	UPCI-SCC-114	UPCISCC114	OCSC	Head and Neck	Head and Neck Squamous Cell Carcinoma	Oral Cavity Squamous Cell Carcinoma	OCSC		CVCL_2227	71.0	Adult	Male		Primary	upper_aerodigestive_tract	DSMZ		ACC-662	Cell Line											Adherent	MF-006-002	MEM + 10% FBS + 2mM Glutamine + 100uM NEAA	False						UPCISCC114_UPPER_AERODIGESTIVE_TRACT		False	HMB-MDS						False	False	Head and Neck	-2.6226931377241116
ACH-001698	-0.2186602213240982	-0.1942427521781928	-0.2790302844459002	-0.31071323627607217	-1.0454279807886364	0.2186602213240982	PT-sxiEGA	UPCI-SCC-116	UPCISCC116	OCSC	Head and Neck	Head and Neck Squamous Cell Carcinoma	Oral Cavity Squamous Cell Carcinoma	OCSC		CVCL_2228	57.0	Adult	Male		Primary	upper_aerodigestive_tract	DSMZ		ACC 663	Cell Line											Adherent	MF-006-002	MEM + 10% FBS + 2mM Glutamine + 100uM NEAA	False						UPCISCC116_UPPER_AERODIGESTIVE_TRACT		False	HMB-MDS						False	False	Head and Neck	0.5013495158800104
ACH-001699	0.31338043524584375	0.3556106680691572	0.13132718010108327	0.37146010886849057	-0.1537035164843416	-0.31338043524584375	PT-uhmv08	UPCI-SCC-131	UPCISCC131	OCSC	Head and Neck	Head and Neck Squamous Cell Carcinoma	Oral Cavity Squamous Cell Carcinoma	OCSC		CVCL_2229	73.0	Adult	Male		Primary	upper_aerodigestive_tract	DSMZ		668	Cell Line											Adherent	MF-006-002	MEM + 10% FBS + 2mM Glutamine + 100uM NEAA	False						UPCISCC131_UPPER_AERODIGESTIVE_TRACT		False	HMB-MDS						False	False	Head and Neck	-0.7185263444140468
ACH-001700	-0.36753653648873713	-0.36299917231646717	0.19412511436969807	0.0798821245002275	0.04488101981537435	0.36753653648873713	PT-XOtBvB	UPCI-SCC-172	UPCISCC172	OPHSC	Head and Neck	Head and Neck Squamous Cell Carcinoma	Oropharynx Squamous Cell Carcinoma	OPHSC		CVCL_2231	68.0	Adult	Male		Primary	upper_aerodigestive_tract	DSMZ		ACC-661	Cell Line											Adherent	MF-006-002	MEM + 10% FBS + 2mM Glutamine + 100uM NEAA	False						UPCISCC172_UPPER_AERODIGESTIVE_TRACT		False	HMB-MDS						False	False	Head and Neck	0.842696780973836
ACH-001701	0.013073660268707064	0.03404451877067782	-0.24765415351788425	-0.46652333521167594	0.010194575527814055	-0.013073660268707064	PT-CvPqts	UPCI-SCC-200	UPCISCC200	OCSC	Head and Neck	Head and Neck Squamous Cell Carcinoma	Oral Cavity Squamous Cell Carcinoma	OCSC		CVCL_2232	74.0	Adult	Male		Primary	upper_aerodigestive_tract	DSMZ		672	Cell Line											Adherent	MF-006-005	MEM + 20% FBS + 2mM Glutamine + 100uM NEAA	False						UPCISCC200_UPPER_AERODIGESTIVE_TRACT		False	HMB-MDS						False	False	Head and Neck	-0.029975608763246248
ACH-001702	-0.3386355460702837	-0.3425093285614995	0.23168963294541875	1.3923531615345184	0.09599908473791682	0.3386355460702837	PT-vslXtO	VA-ES-BJ	VAESBJ	EPIS	Soft Tissue	Epithelioid Sarcoma	Epithelioid Sarcoma	EPIS		CVCL_1785	41.0	Adult	Male		Metastatic	bone_marrow	ATCC		CRL-2138	Cell Line											Adherent	MF-002-002	DMEM + 10% FBS + 100uM NEAA	False						VAESBJ_SOFT_TISSUE		False	HMB-MDS		1004.0	SIDM01179	688121.0		False	False	Soft Tissue	0.7764318816382221
ACH-001703	-0.11466862563487004	-0.14082564274534087	-0.289546085974254	-0.376603631255321	-0.9426760282504516	0.11466862563487004	PT-jXERAO	VAL	VAL	DLBCLNOS	Lymphoid	Mature B-Cell Neoplasms	Diffuse Large B-Cell Lymphoma, NOS	DLBCLNOS		CVCL_1819	50.0	Adult	Female		Metastatic	bone_marrow	DSMZ		ACC 586	Cell Line											Suspension	MF-001-001	RPMI + 10% FBS	False						VAL_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE		False	HMB-MDS		2221.0	SIDM00416	1331048.0		False	False	Lymphoid	0.2629150359427193
ACH-001704	-0.3448186910853895	-0.3365213076115284	-0.36504388352256856	-0.6046650356164459	-0.017587944069979464	0.3448186910853895	PT-KL4Kmo	VMRC-MELG	VMRCMELG	MEL	Skin	Melanoma	Melanoma	MEL		CVCL_1789		Unknown	Male		Primary	Colon	JCRB		JCRB0074	Cell Line											Adherent	MF-015-004	EMEM + 10% FBS + 100uM NEAA	False						VMRCMELG_SKIN		False	HMB-MDS		158.0	SIDM00319	930301.0		False	False	Skin	0.7906087481078873
ACH-001705	-0.2923660620017343	-0.2987248163924781	-0.28765276701607867	-0.2615169796582957	-0.2596387965145895	0.2923660620017343	PT-vA9Pcv	VP267	VP267	IDC	Breast	Invasive Breast Carcinoma	Breast Invasive Ductal Carcinoma	IDC		CVCL_2755	48.0	Adult	Female		Recurrent	breast	Sigma-Aldrich		5092805	Cell Line				Post-treatment	Hormone therapy	Tamoxifen			3		Adherent	MF-017-001	MEBM + 2% FBS + 2mM Glutamine + MEGM SingleQuot + 10ng/ml EGF	False						VP267_BREAST		False	HMB-MDS	ER-, PR-					False	False	Breast	0.6703440742752075
ACH-001707	-0.3307739905171445	-0.34353666935008137	-0.3920206628186191	-0.3359696684359781	-1.0799242339598425	0.3307739905171445	PT-XqTlID	WA-OSEL	WAOSEL	CLLSLL	Lymphoid	Mature B-Cell Neoplasms	Chronic Lymphocytic Leukemia/Small Lymphocytic Lymphoma	CLLSLL		CVCL_Y549		Unknown	Male		Primary	haematopoietic_and_lymphoid_tissue	DSMZ		ACC 767	Cell Line							1	Rai			Adherent	MF-001-001	RPMI + 10% FBS	False						WAOSEL_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE		False	HMB-MDS						False	False	Lymphoid	0.7584067143409284
ACH-001708	-0.1343937922633354	-0.1326259188265135	-0.2989251107009791	-0.12351401527552569	-0.8645695598219137	0.1343937922633354	PT-W7OD6X	WSU-FSCCL	WSUFSCCL	FL	Lymphoid	Mature B-Cell Neoplasms	Follicular Lymphoma	FL		CVCL_1903	37.0	Adult	Male		Primary	haematopoietic_and_lymphoid_tissue	DSMZ		ACC-612	Cell Line											Suspension	MF-001-001	RPMI + 10% FBS	False						WSUFSCCL_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE		False	HMB-MDS						False	False	Lymphoid	0.3081413815484702
ACH-001709	-0.2654024181439066	-0.3052162191522649	-0.349531353866593	0.13837875733600058	-0.756108789926748	0.2654024181439066	PT-scpPOF	WSU-NHL	WSUNHL	DLBCLNOS	Lymphoid	Mature B-Cell Neoplasms	Diffuse Large B-Cell Lymphoma, NOS	DLBCLNOS		CVCL_1793	48.0	Adult	Female		Primary	pleural_effusion	DSMZ			Cell Line											Mixed	MF-001-001	RPMI + 10% FBS	False						WSUNHL_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE		False	HMB-MDS		601.0	SIDM00412	909785.0		False	False	Lymphoid	0.6085211706276059
ACH-001711	0.22963993346795486	0.13073104959222845	0.2767996641161406	-0.6848129941926591	0.2997161224845571	-0.22963993346795486	PT-lzKK9W	PFSK-1	PFSK1	PNET	CNS/Brain	Embryonal Tumor	Primitive Neuroectodermal Tumor	PNET		CVCL_1642	1.0	Pediatric	Male		Primary	central_nervous_system	ATCC		CRL-2060	Cell Line											Adherent	MF-001-001	RPMI + 10% FBS	False						PFSK1_CENTRAL_NERVOUS_SYSTEM		True	HMB-MDS		1682.0	SIDM01132	683667.0		False	False	CNS/Brain	-0.5265240690497218
ACH-001712	-0.3364879589775685	-0.3170074629558395	-0.24686672838120374	0.00880132978500528	-0.35689246610505443	0.3364879589775685	PT-O6FqYe	Hs 860.T	HS860T	OS	Bone	Osteosarcoma	Osteosarcoma	OS		CVCL_0957	22.0	Adult	Male		Primary	bone	Dana-Farber Cancer Institute	Kim Stegmaier		Cell Line											Adherent	MF-002-001	DMEM + 10% FBS	False						HS860T_BONE		True	In Progress						False	False	Bone	0.7715078413042143
ACH-001715	-0.19694529797971805	-0.21505629383080951	-0.28832405601409117	-0.20413349167967898	0.21434694683971417	0.19694529797971805	PT-fcGStb	CAL-72	CAL72	OS	Bone	Osteosarcoma	Osteosarcoma	OS		CVCL_1113	10.0	Pediatric	Male		Primary	bone	DSMZ		ACC 439	Cell Line											Adherent	MF-002-005	DMEM + 10% FBS + 2mM Glutamine + 1X Insulin-Transferrin-Selenium	False						CAL72_BONE		True	HMB-MDS		550.0	SIDM00930	906827.0		False	False	Bone	0.45156100729737175
ACH-001716	-0.19453537165618684	-0.14893064719935714	-0.20552387405259173	-0.4216725481359864	-0.05244678751817996	0.19453537165618684	PT-v9NPqN	GOTO	GOTO	NBL	Peripheral Nervous System	Neuroblastoma	Neuroblastoma	NBL		CVCL_1234	1.0	Pediatric	Male	unknown	Primary	Adrenal Gland	JCRB		JCRB0612	Cell Line				Unknown							Adherent	MF-041-001	RPMI:EMEM (1:1) + 10% FBS	False						GOTO_AUTONOMIC_GANGLIA		True	HMB-MDS		1009.0	SIDM00544	906875.0		False	False	Peripheral Nervous System	0.44603546914373543
ACH-001719	-0.17152857170415392	-0.2391896447933263	0.4650691416160956	1.3709977246025964	0.16612010986692508	0.17152857170415392	PT-l7kiMr	OCI-C4P	OCIC4P	CCOV	Ovary/Fallopian Tube	Ovarian Epithelial Tumor	Clear Cell Ovarian Cancer	CCOV		CVCL_DH05		Unknown	Female		Primary	ovary	University of Miami	Tan Ince	TCELL-0643	Cell Line											Adherent	MF-035-001	OCMI-L	False						OCIC4P_OVARY		False	HMB-MDS						False	False	Ovary/Fallopian Tube	0.39328491420487627
ACH-001735	-0.32177081429021154	-0.31034503606627584	-0.3601519975124204	0.21589386406270328	-0.7469493568449056	0.32177081429021154	PT-IjgcRg	SEMK2	SEMK2	BALL	Lymphoid	B-Cell Acute Lymphoblastic Leukemia	B-Cell Acute Lymphoblastic Leukemia		KMT2A-AFF1, CDKN2A His83Tyr, TP53 Arg248Gln	CVCL_S906	5.0	Pediatric	Female		Primary	haematopoietic_and_lymphoid_tissue	Dana-Farber Cancer Institute	Yana Pikman		Cell Line											Suspension	MF-001-001	RPMI + 10% FBS	False						SEMK2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE		True	HMB-MDS	KMT2A::AFF1					False	False	Lymphoid	0.7377640111760715
ACH-001736	-0.1745217514310477	-0.1433295786023544	-0.3221885109652317	0.007496862089657219	-0.6368315723686945	0.1745217514310477	PT-PmkoYV	HB11;19	HB1119	BALL	Lymphoid	B-Cell Acute Lymphoblastic Leukemia	B-Cell Acute Lymphoblastic Leukemia		KMT2A::MLLT1	CVCL_8227		Pediatric	Unknown		Primary	haematopoietic_and_lymphoid_tissue	Stanford Medicine	Michael Cleary		Cell Line											Suspension	MF-001-001	RPMI + 10% FBS	False						HB1119_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE		True	HMB-MDS	ETV6::RUNX1					False	False	Lymphoid	0.40014775006012687
ACH-001737	-0.20113279284457627	-0.22938816344335625	-0.27643843128916956	0.3761607966349248	0.440552036926558	0.20113279284457627	PT-KaownI	CCRF-HSB-2-DM	CCRFHSB2DM	TALL	Lymphoid	T-Lymphoblastic Leukemia/Lymphoma	T-Cell Acute Lymphoblastic Leukemia		TAL1-TRB			Pediatric	Male		Primary	haematopoietic_and_lymphoid_tissue	Dana-Farber Cancer Institute	Kim Stegmaier		Cell Line											Suspension	MF-001-001	RPMI + 10% FBS	False					Originally thought to be CTV1-DM. Upon DSMZ investigation CTV1 is a contaminated cell line. This cell line has been updated to CCRF-HSB-2.	CTV1DM_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE		True	HMB-MDS	TAL1					False	False	Lymphoid	0.46116219817943427
ACH-001740	-0.20227814442580264	-0.1669652613630053	-0.12134831088035081	-0.5733763095803461	-0.40300764197946937	0.20227814442580264	PT-vvfjiZ	RH28	RH28	ARMS	Soft Tissue	Rhabdomyosarcoma	Alveolar Rhabdomyosarcoma	ARMS		CVCL_8752	17.0	Pediatric	Male		Metastatic	lymph_node	University Hospital Zurich	Beat Schaefer		Cell Line											Adherent	MF-002-001	DMEM + 10% FBS	False						RH28_SOFT_TISSUE		True	In Progress						False	False	Soft Tissue	0.46378828836302155
ACH-001743	-0.14232042533326142	0.14285080741322626	-0.12148947899329898	-0.3203218634331453	-0.29944941372731954	0.14232042533326142	PT-PIWzVv	RC2	RC2	ARMS	Soft Tissue	Rhabdomyosarcoma	Alveolar Rhabdomyosarcoma	ARMS		CVCL_L510	3.0	Pediatric	Male		Metastatic	soft_tissue	University Hospital Zurich	Beat Schaefer		Cell Line											Adherent	MF-002-001	DMEM + 10% FBS	False						RC2_SOFT_TISSUE		True	In Progress	PAX3::FKHR					False	False	Soft Tissue	0.32631576017162
ACH-001745	-0.2932814881033349	-0.0012443185281888758	-0.39117044925981204	-0.6797273478684369	-0.04762869090505089	0.2932814881033349	PT-s7RWi4	RhJT	RHJT	ARMS	Soft Tissue	Rhabdomyosarcoma	Alveolar Rhabdomyosarcoma	ARMS		CVCL_VU81		Pediatric	Male			soft_tissue	University Hospital Zurich	Beat Schaefer		Cell Line											Adherent	MF-002-001	DMEM + 10% FBS	False						RHJT_SOFT_TISSUE		True	In Progress						False	False	Soft Tissue	0.6724429856825141
ACH-001750	-0.12306795536133479	-0.14247118349575336	0.10564952872703265	0.43639238280024584	-0.07851345105422596	0.12306795536133479	PT-Hk36HO	TTC442	TTC442	ERMS	Soft Tissue	Rhabdomyosarcoma	Embryonal Rhabdomyosarcoma	ERMS		CVCL_B255	10.0	Pediatric	Male			soft_tissue	University Hospital Zurich	Beat Schaefer		Cell Line											Adherent	MF-001-017	RPMI + 15% FBS	False						TTC442_SOFT_TISSUE		True	HMB-MDS						False	False	Soft Tissue	0.28217322504808084
ACH-001751	-0.17210553339502055	0.16331412074842458	-0.28873648421436804	-0.4711886999407138	-0.6570682730021528	0.17210553339502055	PT-dYlXmf	Rh36	RH36	ERMS	Soft Tissue	Rhabdomyosarcoma	Embryonal Rhabdomyosarcoma	ERMS		CVCL_M599	15.0	Pediatric	Male			soft_tissue	University Hospital Zurich	Beat Schaefer		Cell Line											Adherent	MF-002-001	DMEM + 10% FBS	False						RH36_SOFT_TISSUE		True	HMB-MDS						False	False	Soft Tissue	0.39460778611383934
ACH-001756	-0.3524091400537746	0.3550944169476304	-0.47372092353358486	-0.4295958545170181	-0.42467862745138046	0.3524091400537746	PT-TG4t9c	RD/pcDNA #1	RDPCDNA1	ERMS	Soft Tissue	Rhabdomyosarcoma	Embryonal Rhabdomyosarcoma	ERMS			7.0	Pediatric	Female		Primary	soft_tissue	Dana-Farber Cancer Institute	A. Thomas Look		Cell Line											Adherent	MF-002-001	DMEM + 10% FBS	False						RDPCDNA1_ENGINEERED		True							False	False	Soft Tissue	0.8080123155815128
ACH-001758	-0.3802836238443411	0.34120447333610987	-0.49868177045351153	-0.436039317455514	-0.4010461356700075	0.3802836238443411	PT-TG4t9c	RD/P3F #7	RDP3F7	ERMS	Soft Tissue	Rhabdomyosarcoma	Embryonal Rhabdomyosarcoma	ERMS			7.0	Pediatric	Female		Primary	soft_tissue	The Hospital for Sick Children (SickKids)			Cell Line											Adherent	MF-002-007	DMEM + 10% FBS + G408	False						RDP3F7_ENGINEERED		True							False	False	Soft Tissue	0.8719236153560254
ACH-001759	-0.36822671388887374	0.5546253034123748	-0.4983722778885963	-0.4254478507282803	-0.4130355024731481	0.36822671388887374	PT-TG4t9c	RD/P3F #9	RDP3F9	ERMS	Soft Tissue	Rhabdomyosarcoma	Embryonal Rhabdomyosarcoma	ERMS			7.0	Pediatric	Female		Primary	soft_tissue	The Hospital for Sick Children (SickKids)			Cell Line											Adherent	MF-002-007	DMEM + 10% FBS + G408	False						RDP3F9_ENGINEERED		True							False	False	Soft Tissue	0.8442792366364824
ACH-001760	-0.3723080193642083	0.46125960019967077	-0.49498379611503235	-0.3828226329492686	-0.2904052649036347	0.3723080193642083	PT-TG4t9c	RD/P3F #14	RDP3F14	ERMS	Soft Tissue	Rhabdomyosarcoma	Embryonal Rhabdomyosarcoma	ERMS			7.0	Pediatric	Female	caucasian	Primary	soft_tissue	The Hospital for Sick Children (SickKids)			Cell Line											Adherent	MF-002-007	DMEM + 10% FBS + G408	False						RDP3F14_ENGINEERED		True							False	False	Soft Tissue	0.8536369538830254
ACH-001765	-0.17316646534916727	0.056103098284976845	-0.1871466996840918	-0.2688091642226363	-0.30038654538083776	0.17316646534916727	PT-BN67ox	Rh4	RH4	ARMS	Soft Tissue	Rhabdomyosarcoma	Alveolar Rhabdomyosarcoma	ARMS		CVCL_5916	7.0	Pediatric	Female		Metastatic	liver	The Research Institute at Nationwide Children's Hospital	Peter Houghton		Cell Line											Adherent	MF-002-001	DMEM + 10% FBS	False						RH4_SOFT_TISSUE		True	HMB-MDS						False	False	Soft Tissue	0.39704031690692176
ACH-001786	-0.1913966888879727	-0.17249417390398594	-0.2566303420682595	-0.24447731390575056	0.13107466222741784	0.1913966888879727	PT-LbUj3S	SNU-1544	SNU1544	COAD	Bowel	Colorectal Adenocarcinoma	Colon Adenocarcinoma	COAD		CVCL_5027	38.0	Adult	Female		Primary	large_intestine	KCLB		1544	Cell Line											Adherent	MF-001-005	RPMI + 10% FBS + 2mM Glutamine + 25mM HEPES + 25mM Sodium bicarbonate	False						SNU1544_LARGE_INTESTINE		False	HMB-MDS						False	False	Bowel	0.43883902034835653
ACH-001791	0.06680091928321366	0.08299132177803237	0.14054207234716318	0.26333554878608156	0.16342989790608758	-0.06680091928321366	PT-lRwItD	LPS6	LPS6	LIPO	Soft Tissue	Liposarcoma	Liposarcoma	LIPO		CVCL_A1VR		Unknown	Unknown			soft_tissue	Dana-Farber Cancer Institute	Peter Sicinska		Cell Line											Adherent	MF-007-002	DMEM:F12 + 10% FBS + 2mM Glutamine	False						LPS6_SOFT_TISSUE		False	In Progress						False	False	Soft Tissue	-0.15316278534877648
ACH-001793	-0.07552377722889342	-0.1408127932264424	0.22724867316608263	0.617038519235928	-0.045292525451930445	0.07552377722889342	PT-TTxLCZ	LPS27	LPS27	LIPO	Soft Tissue	Liposarcoma	Liposarcoma	LIPO		CVCL_A1VQ		Unknown	Unknown			soft_tissue	Dana-Farber Cancer Institute			Cell Line											Adherent	MF-007-002	DMEM:F12 + 10% FBS + 2mM Glutamine	False						LPS27_SOFT_TISSUE		False	In Progress						False	False	Soft Tissue	0.17316276788640825
ACH-001794	-0.25834491549205857	-0.3214373073263712	-0.07803970424981412	-0.1838958755703136	0.5018006803490157	0.25834491549205857	PT-jDDO2a	93T449	93T449	WDLS	Soft Tissue	Liposarcoma	Well-Differentiated Liposarcoma	WDLS		CVCL_U614	68.0	Adult	Female	caucasian	Primary	soft_tissue	ATCC		CRL-3043	Cell Line											Adherent	MF-001-001	RPMI + 10% FBS	False						93T449_SOFT_TISSUE		False	HMB-MDS						False	False	Soft Tissue	0.5923395555336495
ACH-001795	-0.23836726635897335	-0.28393384389934856	0.4111697394577083	1.5740610759024456	0.5229757594482918	0.23836726635897335	PT-jDDO2a	94T778	94T778	WDLS	Soft Tissue	Liposarcoma	Well-Differentiated Liposarcoma	WDLS		CVCL_U613	69.0	Adult	Female			soft_tissue	Laboratory of Solid Tumors Genetics, University Hospital of Nice-Côte d'Azur University	Florence Pedeutour		Cell Line											Adherent	MF-001-001	RPMI + 10% FBS	False						94T778_SOFT_TISSUE		False	HMB-MDS						False	False	Soft Tissue	0.546534311851729
ACH-001796	-0.1952878424407571	-0.18464609210491892	-0.18987841133977992	-0.4499761623971625	0.21135490099977525	0.1952878424407571	PT-7RM5sK	95T1000	95T1000	WDLS	Soft Tissue	Liposarcoma	Well-Differentiated Liposarcoma	WDLS		CVCL_WU67	48.0	Adult	Male			soft_tissue	Laboratory of Solid Tumors Genetics, University Hospital of Nice-Côte d'Azur University	Florence Pedeutour		Cell Line											Adherent	MF-001-001	RPMI + 10% FBS	False						95T1000_SOFT_TISSUE		False	HMB-MDS						False	False	Soft Tissue	0.4477607526053258
ACH-001799	0.1763216146891391	0.1578091976673058	0.3141680253697588	0.22851347305661218	-0.0774954039069979	-0.1763216146891391	PT-VjYY7b	LPS141	LPS141	DDLS	Soft Tissue	Liposarcoma	Dedifferentiated Liposarcoma	DDLS		CVCL_M823		Unknown	Male			soft_tissue	Brigham and Women's Hospital	Adrian Marino-Enriquez		Cell Line											Adherent	MF-001-018	RPMI + 15% FBS + 2mM Glutamine	False						LPS141_SOFT_TISSUE		False	HMB-MDS					ACH-001117	False	False	Soft Tissue	-0.40427452066170255
ACH-001802	-0.2686626879625773	-0.23491820459819626	-0.18290736385951648	-0.2504470790013133	-0.458993354237857	0.2686626879625773	PT-JmLeEs	LPS853	LPS853	DDLS	Soft Tissue	Liposarcoma	Dedifferentiated Liposarcoma	DDLS		CVCL_V415		Unknown	Unknown			soft_tissue	Brigham and Women's Hospital	Adrian Marino-Enriquez		Cell Line											Adherent	MF-004-003	F12 + 15% FBS + 2mM Glutamine	False						LPS853_SOFT_TISSUE		False	In Progress						False	False	Soft Tissue	0.6159963971929631
ACH-001804	-0.2657587014955546	-0.2952926048869019	0.011032018334325853	-0.13752505434067286	-0.006763090367037213	0.2657587014955546	PT-0lPf2W	LPS510	LPS510	DDLS	Soft Tissue	Liposarcoma	Dedifferentiated Liposarcoma	DDLS		CVCL_V414		Unknown	Unknown			soft_tissue	Brigham and Women's Hospital	Adrian Marino-Enriquez		Cell Line											Suspension	MF-004-003	F12 + 15% FBS + 2mM Glutamine	False						LPS510_SOFT_TISSUE		False	HMB-MDS						False	False	Soft Tissue	0.6093380658305064
ACH-001807	-0.186071201916851	-0.16284818801770662	-0.1912810431380204	-0.2993322713060719	-0.08625094348952315	0.186071201916851	PT-cIt896	LPS067	LPS067	DDLS	Soft Tissue	Liposarcoma	Dedifferentiated Liposarcoma	DDLS		CVCL_A1UY		Unknown	Male		Primary	soft_tissue	Brigham and Women's Hospital	Adrian Marino-Enriquez		Cell Line											Adherent	MF-004-003	F12 + 15% FBS + 2mM Glutamine	False						LPS067_SOFT_TISSUE		False	In Progress						False	False	Soft Tissue	0.42662861326731827
ACH-001813	-0.24254749467753517	-0.19260667035151668	0.12396620526888026	0.6270378369645264	-0.38648700373170514	0.24254749467753517	PT-0lpZdv	C242	C242	OS	Bone	Osteosarcoma	Osteosarcoma	OS				Unknown	Unknown		Primary	bone	Montefiore Einstein	Richard Gorlick		Cell Line											Adherent	MF-015-008	EMEM + 20% FBS + 1mM Sodium pyruvate + 100uM NEAA	False						C242_BONE		True							False	False	Bone	0.5561188418183046
