candidate_id	barneo_score	patient_gated_score	barneo_rank_global	barneo_rank_within_patient	confidence_score	confidence_bin	abstain	abstention_reason_primary	abstention_reason_all	disease_gate	presentation_gate	antigen_gate	immune_context_gate	model_confidence_gate
CNV0_00837	0.9817240855671006	0.36178426853353196	933	NA	0.7198893093898648	high	True	High leakage risk invalidates clean benchmark claim	High leakage risk invalidates clean benchmark claim; HLA allele underrepresented in benchmark; High disagreement across predictors	0.8	1.0	0.8	0.8	0.7197642493118377
CNV0_00626	0.9764167562619035	0.3609978906472073	934	NA	0.9175551032377112	high	True	High leakage risk invalidates clean benchmark claim	High leakage risk invalidates clean benchmark claim; High disagreement across predictors	0.8	1.0	0.8	0.8	0.722103549174657
CNV0_00310	0.9790564807107446	0.3609000701581163	935	NA	0.9184714335409769	high	True	High leakage risk invalidates clean benchmark claim	High leakage risk invalidates clean benchmark claim; High disagreement across predictors	0.8	1.0	0.8	0.8	0.7199614766002694
CNV0_00812	0.974745303827586	0.3608767533764984	936	NA	0.9168846810796047	high	True	High leakage risk invalidates clean benchmark claim	High leakage risk invalidates clean benchmark claim; High disagreement across predictors	0.8	1.0	0.8	0.8	0.7230990558977298
CNV0_00814	0.903202531014259	0.3607225084148985	937	NA	0.8917719586404791	high	True	High leakage risk invalidates clean benchmark claim	High leakage risk invalidates clean benchmark claim; High disagreement across predictors	0.8	1.0	0.8	0.8	0.7800422663305469
CNV0_00750	0.8939972013336313	0.3606422297124672	938	NA	0.8886731698982451	high	True	High leakage risk invalidates clean benchmark claim	High leakage risk invalidates clean benchmark claim; High disagreement across predictors	0.8	1.0	0.8	0.8	0.7878988366589915
CNV0_00150	0.9724693715857595	0.3605929844504937	939	NA	0.9159135154285343	high	True	High leakage risk invalidates clean benchmark claim	High leakage risk invalidates clean benchmark claim; High disagreement across predictors	0.8	1.0	0.8	0.8	0.7242214442254663
CNV0_00852	0.9810896814985577	0.36041279847043706	940	NA	0.9189741720699138	high	True	High leakage risk invalidates clean benchmark claim	High leakage risk invalidates clean benchmark claim; High disagreement across predictors	0.8	1.0	0.8	0.8	0.7174993889828277
CNV0_00633	0.9789539169631247	0.36041081649185314	941	NA	0.9181898515885305	high	True	High leakage risk invalidates clean benchmark claim	High leakage risk invalidates clean benchmark claim; High disagreement across predictors	0.8	1.0	0.8	0.8	0.7190607890352474
CNV0_00047	0.8678153395005712	0.3603808325213568	942	NA	0.8800687674282008	high	True	High leakage risk invalidates clean benchmark claim	High leakage risk invalidates clean benchmark claim; High disagreement across predictors	0.8	1.0	0.8	0.8	0.8110813228115468
CNV0_00013	0.8748545737670653	0.360247623246687	943	NA	0.8822344725261411	high	True	High leakage risk invalidates clean benchmark claim	High leakage risk invalidates clean benchmark claim; High disagreement across predictors	0.8	1.0	0.8	0.8	0.8042578278170207
CNV0_00888	0.9750577599233005	0.35990567762409054	944	NA	0.9165123157011732	high	True	High leakage risk invalidates clean benchmark claim	High leakage risk invalidates clean benchmark claim; High disagreement across predictors	0.8	1.0	0.8	0.8	0.7209221909734312
CNV0_00658	0.9495414091863511	0.3597692837958093	945	NA	0.9072513924870931	high	True	High leakage risk invalidates clean benchmark claim	High leakage risk invalidates clean benchmark claim; High disagreement across predictors	0.8	1.0	0.8	0.8	0.7400144697383991
CNV0_00020	0.9345371379133051	0.3597045248487647	946	NA	0.9019354957525729	high	True	High leakage risk invalidates clean benchmark claim	High leakage risk invalidates clean benchmark claim; High disagreement across predictors	0.8	1.0	0.8	0.8	0.7517602796010203
CNV0_00771	0.9788082523312477	0.35969906604670904	947	NA	0.9177814296898872	high	True	High leakage risk invalidates clean benchmark claim	High leakage risk invalidates clean benchmark claim; High disagreement across predictors	0.8	1.0	0.8	0.8	0.7177475636308042
CNV0_00255	0.857086140675649	0.358963596859977	948	NA	0.8758986351344669	high	True	High leakage risk invalidates clean benchmark claim	High leakage risk invalidates clean benchmark claim; High disagreement across predictors	0.8	1.0	0.8	0.8	0.8180050310514391
CNV0_00260	0.943499838019712	0.3588826382619645	949	NA	0.9046543155725824	high	True	High leakage risk invalidates clean benchmark claim	High leakage risk invalidates clean benchmark claim; High disagreement across predictors	0.8	1.0	0.8	0.8	0.7429176186469625
CNV0_00604	0.9768396796013891	0.3579000403948115	950	NA	0.9161610666640385	high	True	High leakage risk invalidates clean benchmark claim	High leakage risk invalidates clean benchmark claim; High disagreement across predictors	0.8	1.0	0.8	0.8	0.7155969715330983
CNV0_00025	0.8704738535148084	0.357852805796995	951	NA	0.8794936048353208	high	True	High leakage risk invalidates clean benchmark claim	High leakage risk invalidates clean benchmark claim; High disagreement across predictors	0.8	1.0	0.8	0.8	0.8029319416087041
CNV0_01116	0.8308080532111356	0.3578137264249034	952	NA	0.867238170318138	high	True	High leakage risk invalidates clean benchmark claim	High leakage risk invalidates clean benchmark claim	0.8	1.0	0.8	0.8	0.8411749642080533
CNV0_02406	0.8593104779307936	0.35775122611612487	953	NA	0.8759037675072989	high	True	High disagreement across predictors	High disagreement across predictors	0.8	1.0	0.8	0.8	0.8131320185814495
CNV0_00619	0.9700891465424597	0.35762108721394736	954	NA	0.9135527674853754	high	True	High leakage risk invalidates clean benchmark claim	High leakage risk invalidates clean benchmark claim; High disagreement across predictors	0.8	1.0	0.8	0.8	0.7200149475480904
CNV0_00003	0.8617480229091781	0.3575967003551991	955	NA	0.8765818529183826	high	True	High leakage risk invalidates clean benchmark claim	High leakage risk invalidates clean benchmark claim; High disagreement across predictors	0.8	1.0	0.8	0.8	0.8104817612733386
CNV0_00216	0.9752398602250295	0.35751763683002497	956	NA	0.9153831778183088	high	True	High leakage risk invalidates clean benchmark claim	High leakage risk invalidates clean benchmark claim; High disagreement across predictors	0.8	1.0	0.8	0.8	0.7160050187781704
CNV0_00152	0.973921959793093	0.3574929430808946	957	NA	0.9148881747502684	high	True	High leakage risk invalidates clean benchmark claim	High leakage risk invalidates clean benchmark claim; High disagreement across predictors	0.8	1.0	0.8	0.8	0.7169243874562687
CNV0_02473	0.8835717229899365	0.3572014142194492	958	NA	0.8833618388224385	high	True	High leakage risk invalidates clean benchmark claim	High leakage risk invalidates clean benchmark claim; High disagreement across predictors	0.8	1.0	0.8	0.8	0.7895895647118935
CNV0_00328	0.9721669272249815	0.3571555599062684	959	NA	0.914077014666189	high	True	High leakage risk invalidates clean benchmark claim	High leakage risk invalidates clean benchmark claim; High disagreement across predictors	0.8	1.0	0.8	0.8	0.7175408187697965
CNV0_00306	0.978435595525589	0.35678695861327936	960	NA	0.9161915443032309	high	True	High leakage risk invalidates clean benchmark claim	High leakage risk invalidates clean benchmark claim; High disagreement across predictors	0.8	1.0	0.8	0.8	0.7122078670566278
CNV0_00129	0.9783659810436018	0.35609965035113617	961	NA	0.9158229047639788	high	True	High leakage risk invalidates clean benchmark claim	High leakage risk invalidates clean benchmark claim; High disagreement across predictors	0.8	1.0	0.8	0.8	0.7108864607599912
CNV0_00727	0.9702809496607212	0.355987002612232	962	NA	0.9128003446445825	high	True	High leakage risk invalidates clean benchmark claim	High leakage risk invalidates clean benchmark claim; High disagreement across predictors	0.8	1.0	0.8	0.8	0.7165832893247435
CNV0_00040	0.8505981854354072	0.35579494766282294	963	NA	0.8720711515298698	high	True	High leakage risk invalidates clean benchmark claim	High leakage risk invalidates clean benchmark claim; High disagreement across predictors	0.8	1.0	0.8	0.8	0.8169685981615831
CNV0_00667	0.8701530683840606	0.3555224906672853	964	NA	0.8780835314088875	high	True	High leakage risk invalidates clean benchmark claim	High leakage risk invalidates clean benchmark claim; High disagreement across predictors	0.8	1.0	0.8	0.8	0.7979973751906166
CNV0_00686	0.8449972954746313	0.35480877427766894	965	NA	0.8697745791542029	high	True	High leakage risk invalidates clean benchmark claim	High leakage risk invalidates clean benchmark claim; High disagreement across predictors	0.8	1.0	0.8	0.8	0.8201042665726224
CNV0_00346	0.9815532318671659	0.3545475376294921	966	NA	0.7162266934465892	high	True	High leakage risk invalidates clean benchmark claim	High leakage risk invalidates clean benchmark claim; HLA allele underrepresented in benchmark; High disagreement across predictors	0.8	1.0	0.8	0.8	0.7054896636785917
CNV0_00784	0.9750651258557946	0.3542298748118373	967	NA	0.9136727459745904	high	True	High leakage risk invalidates clean benchmark claim	High leakage risk invalidates clean benchmark claim; High disagreement across predictors	0.8	1.0	0.8	0.8	0.7095477070156135
CNV0_00381	0.9707849115852832	0.3533722896123557	968	NA	0.9116693868552106	high	True	High leakage risk invalidates clean benchmark claim	High leakage risk invalidates clean benchmark claim; High disagreement across predictors	0.8	1.0	0.8	0.8	0.7109507419332195
CNV0_00002	0.8436190541569062	0.35331848441981895	969	NA	0.8684889324593785	high	True	High leakage risk invalidates clean benchmark claim	High leakage risk invalidates clean benchmark claim	0.8	1.0	0.8	0.8	0.8179938106923205
CNV0_00218	0.9653920328339323	0.3530007155008694	970	NA	0.9095082460827217	high	True	High leakage risk invalidates clean benchmark claim	High leakage risk invalidates clean benchmark claim; High disagreement across predictors	0.8	1.0	0.8	0.8	0.7141705120962358
CNV0_00605	0.9662625895799135	0.35285744103711103	971	NA	0.909753793005154	high	True	High leakage risk invalidates clean benchmark claim	High leakage risk invalidates clean benchmark claim; High disagreement across predictors	0.8	1.0	0.8	0.8	0.7132374749448064
CNV0_00039	0.89281589233928	0.3525501932548249	972	NA	0.8838585356471897	high	True	High leakage risk invalidates clean benchmark claim	High leakage risk invalidates clean benchmark claim; High disagreement across predictors	0.8	1.0	0.8	0.8	0.7712391794423432
CNV0_00874	0.9769061992870428	0.35250206892622993	973	NA	0.9134874346836699	high	True	High leakage risk invalidates clean benchmark claim	High leakage risk invalidates clean benchmark claim; High disagreement across predictors	0.8	1.0	0.8	0.8	0.7047561003031855
CNV0_00377	0.9741353047610003	0.351584799221069	974	NA	0.7120048287386784	high	True	High leakage risk invalidates clean benchmark claim	High leakage risk invalidates clean benchmark claim; HLA allele underrepresented in benchmark; High disagreement across predictors	0.8	1.0	0.8	0.8	0.7049216444805133
CNV0_00863	0.980178608405158	0.35157727386096704	975	NA	0.9142383461089936	high	True	High leakage risk invalidates clean benchmark claim	High leakage risk invalidates clean benchmark claim; High disagreement across predictors	0.8	1.0	0.8	0.8	0.7005604459446266
CNV0_00062	0.8286498909915145	0.35141411811809736	976	NA	0.862827913025229	high	True	High leakage risk invalidates clean benchmark claim	High leakage risk invalidates clean benchmark claim; High disagreement across predictors	0.8	1.0	0.8	0.8	0.8282818919195841
CNV0_00616	0.9252472642601269	0.3514056979579167	977	NA	0.6943335184905408	medium	True	High leakage risk invalidates clean benchmark claim	High leakage risk invalidates clean benchmark claim; HLA allele underrepresented in benchmark; High disagreement across predictors	0.8	1.0	0.8	0.8	0.7417900925898835
CNV0_00649	0.9638945534458611	0.35098191224105807	978	NA	0.9079393435582983	high	True	High leakage risk invalidates clean benchmark claim	High leakage risk invalidates clean benchmark claim; High disagreement across predictors	0.8	1.0	0.8	0.8	0.7111893566522984
CNV0_00057	0.8850523566791682	0.3507977707222991	979	NA	0.8803130799849459	high	True	High leakage risk invalidates clean benchmark claim	High leakage risk invalidates clean benchmark claim; High disagreement across predictors	0.8	1.0	0.8	0.8	0.7741371352456137
CNV0_01131	0.7896386654630707	0.35049444487524617	980	NA	0.8510331373617976	high	True	High leakage risk invalidates clean benchmark claim	High leakage risk invalidates clean benchmark claim	0.8	1.0	0.8	0.8	0.866927485428435
CNV0_00611	0.9766718566840471	0.3504502408416695	981	NA	0.9123750218670563	high	True	High leakage risk invalidates clean benchmark claim	High leakage risk invalidates clean benchmark claim; High disagreement across predictors	0.8	1.0	0.8	0.8	0.7008220027633215
CNV0_00738	0.9585557171523948	0.35035778459286093	982	NA	0.905675329551803	high	True	High leakage risk invalidates clean benchmark claim	High leakage risk invalidates clean benchmark claim; High disagreement across predictors	0.8	1.0	0.8	0.8	0.7138787404719427
CNV0_00728	0.9772742071597624	0.35000950518065116	983	NA	0.912378118024491	high	True	High leakage risk invalidates clean benchmark claim	High leakage risk invalidates clean benchmark claim; High disagreement across predictors	0.8	1.0	0.8	0.8	0.6995092163464864
CNV0_01092	0.9010378170921648	0.3499808539530981	984	NA	0.8852288643593631	high	True	High leakage risk invalidates clean benchmark claim	High leakage risk invalidates clean benchmark claim; High disagreement across predictors	0.8	1.0	0.8	0.8	0.7586322598346894
CNV0_01126	0.8519550581136613	0.3499563543894469	985	NA	0.86914586903675	high	True	High leakage risk invalidates clean benchmark claim	High leakage risk invalidates clean benchmark claim; High disagreement across predictors	0.8	1.0	0.8	0.8	0.8022823482969448
CNV0_00169	0.9798408756423175	0.34989784850815586	986	NA	0.9132760574541761	high	True	High leakage risk invalidates clean benchmark claim	High leakage risk invalidates clean benchmark claim; High disagreement across predictors	0.8	1.0	0.8	0.8	0.6974543034036059
CNV0_00068	0.8450711131652963	0.3498646670242417	987	NA	0.86694056941895	high	True	High leakage risk invalidates clean benchmark claim	High leakage risk invalidates clean benchmark claim; High disagreement across predictors	0.8	1.0	0.8	0.8	0.8086058287121481
CNV0_01122	0.8655527026375985	0.349195428000036	988	NA	0.6730443944969611	medium	True	High leakage risk invalidates clean benchmark claim	High leakage risk invalidates clean benchmark claim; HLA allele underrepresented in benchmark; High disagreement across predictors; High disagreement between internal anchor and public pretrained predictors	0.8	1.0	0.8	0.8	0.7879616321851273
CNV0_01149	0.8981931860024449	0.34916079468354666	989	NA	0.8838191699854157	high	True	High leakage risk invalidates clean benchmark claim	High leakage risk invalidates clean benchmark claim; High disagreement across predictors	0.8	1.0	0.8	0.8	0.7592516707362836
CNV0_00900	0.9778518352981251	0.3490320009168105	990	NA	0.9121044038058348	high	True	High leakage risk invalidates clean benchmark claim	High leakage risk invalidates clean benchmark claim; High disagreement across predictors	0.8	1.0	0.8	0.8	0.6971435775674638
CNV0_02480	0.8669184056098782	0.34884354869052275	991	NA	0.8732870098544816	high	True	High disagreement across predictors	High disagreement across predictors	0.8	1.0	0.8	0.8	0.7859275470761946
CNV0_00733	0.9832478852910779	0.34882742948976253	992	NA	0.9140141626227567	high	True	High leakage risk invalidates clean benchmark claim	High leakage risk invalidates clean benchmark claim; High disagreement across predictors	0.8	1.0	0.8	0.8	0.6929113028506552
CNV0_00902	0.9767596259027103	0.348675525821707	993	NA	0.9115203729748913	high	True	High leakage risk invalidates clean benchmark claim	High leakage risk invalidates clean benchmark claim; High disagreement across predictors	0.8	1.0	0.8	0.8	0.6972103149136029
CNV0_00671	0.8661807606524812	0.34844102230111945	994	NA	0.8728217191639607	high	True	High leakage risk invalidates clean benchmark claim	High leakage risk invalidates clean benchmark claim; High disagreement across predictors	0.8	1.0	0.8	0.8	0.7856892032203837
CNV0_01438	0.8113525227165251	0.3479421945632754	995	NA	0.8556394891990924	high	True	High leakage risk invalidates clean benchmark claim	High leakage risk invalidates clean benchmark claim; High disagreement across predictors	0.8	1.0	0.8	0.8	0.8375824068200137
CNV0_00699	0.9332138098373794	0.3479009889273467	996	NA	0.8952982597223984	high	True	High leakage risk invalidates clean benchmark claim	High leakage risk invalidates clean benchmark claim; High disagreement across predictors	0.8	1.0	0.8	0.8	0.7281226572473587
CNV0_00694	0.9835843348654928	0.3477368333559008	997	NA	0.7135985495784474	high	True	High leakage risk invalidates clean benchmark claim	High leakage risk invalidates clean benchmark claim; HLA allele underrepresented in benchmark; High disagreement across predictors	0.8	1.0	0.8	0.8	0.6905086616097054
CNV0_00630	0.9752797502761373	0.3474566284377834	998	NA	0.9103606753575124	high	True	High leakage risk invalidates clean benchmark claim	High leakage risk invalidates clean benchmark claim; High disagreement across predictors	0.8	1.0	0.8	0.8	0.6958272508225478
CNV0_01019	0.8678390110438512	0.34739764728166533	999	NA	0.8727713919644391	high	True	High leakage risk invalidates clean benchmark claim	High leakage risk invalidates clean benchmark claim; High disagreement across predictors	0.8	1.0	0.8	0.8	0.7818397435612836
CNV0_00753	0.9642680102052843	0.34734414427853433	1000	NA	0.9062338097594012	high	True	High leakage risk invalidates clean benchmark claim	High leakage risk invalidates clean benchmark claim; High disagreement across predictors	0.8	1.0	0.8	0.8	0.7035456165859795
CNV0_00494	0.9616471745743557	0.3472539883574471	1001	NA	0.9052259269670271	high	True	High leakage risk invalidates clean benchmark claim	High leakage risk invalidates clean benchmark claim; High disagreement across predictors	0.8	1.0	0.8	0.8	0.7052799238045254
CNV0_00071	0.9529279411134212	0.346947853560916	1002	NA	0.9018868020231525	high	True	High leakage risk invalidates clean benchmark claim	High leakage risk invalidates clean benchmark claim; High disagreement across predictors	0.8	1.0	0.8	0.8	0.7111057376430833
CNV0_00347	0.9734237767417859	0.3466985394507941	1003	NA	0.7092912971025469	high	True	High leakage risk invalidates clean benchmark claim	High leakage risk invalidates clean benchmark claim; HLA allele underrepresented in benchmark; High disagreement across predictors	0.8	1.0	0.8	0.8	0.6956328795782583
CNV0_00086	0.8828150692504716	0.3465088221623293	1004	NA	0.877200839924124	high	True	High leakage risk invalidates clean benchmark claim	High leakage risk invalidates clean benchmark claim; High disagreement across predictors	0.8	1.0	0.8	0.8	0.7666102073454585
CNV0_02451	0.9004233836851683	0.34650087738085156	1005	NA	0.883133225010255	high	True	High leakage risk invalidates clean benchmark claim	High leakage risk invalidates clean benchmark claim; High disagreement across predictors	0.8	1.0	0.8	0.8	0.7516014559336496
CNV0_00228	0.9550357263111294	0.3464815242734492	1006	NA	0.9024153070766356	high	True	High leakage risk invalidates clean benchmark claim	High leakage risk invalidates clean benchmark claim; High disagreement across predictors	0.8	1.0	0.8	0.8	0.7085826304220575
CNV0_01070	0.8735530118741816	0.34607317551438754	1007	NA	0.8738952418853003	high	True	High leakage risk invalidates clean benchmark claim	High leakage risk invalidates clean benchmark claim; High disagreement across predictors	0.8	1.0	0.8	0.8	0.7737643414180018
CNV0_00804	0.9781104318700182	0.34600959979082024	1008	NA	0.9106917445732374	high	True	High leakage risk invalidates clean benchmark claim	High leakage risk invalidates clean benchmark claim; High disagreement across predictors	0.8	1.0	0.8	0.8	0.6909240281789093
CNV0_00187	0.9614223710714545	0.34587151564097157	1009	NA	0.9044413911650016	high	True	High leakage risk invalidates clean benchmark claim	High leakage risk invalidates clean benchmark claim; High disagreement across predictors	0.8	1.0	0.8	0.8	0.7026363483028064
CNV0_01424	0.7836880293826017	0.34570623677746115	1010	NA	0.8464226382202966	high	True	High leakage risk invalidates clean benchmark claim	High leakage risk invalidates clean benchmark claim	0.8	1.0	0.8	0.8	0.8615768882394628
CNV0_01056	0.9063652204147428	0.34563114187998845	1011	NA	0.8847008733849244	high	True	High leakage risk invalidates clean benchmark claim	High leakage risk invalidates clean benchmark claim; High disagreement across predictors	0.8	1.0	0.8	0.8	0.7448000086272639
CNV0_00537	0.8944950750984884	0.3452059989451416	1012	NA	0.8804111339147591	high	True	High leakage risk invalidates clean benchmark claim	High leakage risk invalidates clean benchmark claim; High disagreement across predictors	0.8	1.0	0.8	0.8	0.7537553704423621
CNV0_01044	0.8204924373401872	0.3451330742476784	1013	NA	0.8566621412251405	high	True	High leakage risk invalidates clean benchmark claim	High leakage risk invalidates clean benchmark claim; High disagreement across predictors	0.8	1.0	0.8	0.8	0.8215652027521503
CNV0_00160	0.9177799025853479	0.34479373195682705	1014	NA	0.8882176052526607	high	True	High leakage risk invalidates clean benchmark claim	High leakage risk invalidates clean benchmark claim; High disagreement across predictors	0.8	1.0	0.8	0.8	0.7337546353228772
CNV0_00496	0.8536003273164319	0.34469347566652303	1015	NA	0.8666536765413397	high	True	High leakage risk invalidates clean benchmark claim	High leakage risk invalidates clean benchmark claim; High disagreement across predictors	0.8	1.0	0.8	0.8	0.7886939860692085
CNV0_00668	0.8963520829595382	0.3443200578213706	1016	NA	0.8805594821213512	high	True	High leakage risk invalidates clean benchmark claim	High leakage risk invalidates clean benchmark claim; High disagreement across predictors	0.8	1.0	0.8	0.8	0.7502633459744203
CNV0_01046	0.8526064728777376	0.34399132235321017	1017	NA	0.8659347771868913	high	True	High leakage risk invalidates clean benchmark claim	High leakage risk invalidates clean benchmark claim; High disagreement across predictors	0.8	1.0	0.8	0.8	0.7880048684165419
CNV0_00688	0.9622277910563808	0.3437811570043929	1018	NA	0.903676589261555	high	True	High leakage risk invalidates clean benchmark claim	High leakage risk invalidates clean benchmark claim; High disagreement across predictors	0.8	1.0	0.8	0.8	0.6978052167221824
CNV0_00564	0.9027030438850099	0.34358519106095514	1019	NA	0.8823353956063407	high	True	High leakage risk invalidates clean benchmark claim	High leakage risk invalidates clean benchmark claim; High disagreement across predictors	0.8	1.0	0.8	0.8	0.743394885878341
CNV0_00026	0.8228048637425243	0.34348350138721334	1020	NA	0.8563778257754942	high	True	High leakage risk invalidates clean benchmark claim	High leakage risk invalidates clean benchmark claim; High disagreement across predictors	0.8	1.0	0.8	0.8	0.8153406028684236
CNV0_00650	0.9723546482030929	0.34339326609435705	1021	NA	0.9072347044529057	high	True	High leakage risk invalidates clean benchmark claim	High leakage risk invalidates clean benchmark claim; High disagreement across predictors	0.8	1.0	0.8	0.8	0.6897585917648186
CNV0_00723	0.9691653641980661	0.34333382652526145	1022	NA	0.9060181079498866	high	True	High leakage risk invalidates clean benchmark claim	High leakage risk invalidates clean benchmark claim; High disagreement across predictors	0.8	1.0	0.8	0.8	0.6919086305638007
CNV0_00899	0.9792914262320604	0.3426457297944622	1023	NA	0.909455735301167	high	True	High leakage risk invalidates clean benchmark claim	High leakage risk invalidates clean benchmark claim; High disagreement across predictors	0.8	1.0	0.8	0.8	0.6833818034941346
CNV0_00480	0.9554724857240824	0.34261594028895515	1024	NA	0.9005990948275095	high	True	High leakage risk invalidates clean benchmark claim	High leakage risk invalidates clean benchmark claim; High disagreement across predictors	0.8	1.0	0.8	0.8	0.7003569107170566
CNV0_00472	0.8961739069969191	0.34223063805329884	1025	NA	0.8793603544509614	high	True	High leakage risk invalidates clean benchmark claim	High leakage risk invalidates clean benchmark claim; High disagreement across predictors	0.8	1.0	0.8	0.8	0.745858822410623
CNV0_00059	0.8299534433938416	0.34211066536849755	1026	NA	0.8577461936935731	high	True	High leakage risk invalidates clean benchmark claim	High leakage risk invalidates clean benchmark claim; High disagreement across predictors	0.8	1.0	0.8	0.8	0.805087199307841
CNV0_01110	0.7883000356730593	0.3415348383691122	1027	NA	0.84511525462053	high	True	High leakage risk invalidates clean benchmark claim	High leakage risk invalidates clean benchmark claim	0.8	1.0	0.8	0.8	0.8462009400013901
CNV0_00704	0.9610496455389335	0.34141300710978717	1028	NA	0.9020392803477426	high	True	High leakage risk invalidates clean benchmark claim	High leakage risk invalidates clean benchmark claim; High disagreement across predictors	0.8	1.0	0.8	0.8	0.6938479012053171
CNV0_01082	0.8279862559807423	0.3412878316043894	1029	NA	0.8566571934611684	high	True	High leakage risk invalidates clean benchmark claim	High leakage risk invalidates clean benchmark claim; High disagreement across predictors	0.8	1.0	0.8	0.8	0.8050590106870404
CNV0_01013	0.820091900790152	0.34114024288117023	1030	NA	0.8541648355023557	high	True	High leakage risk invalidates clean benchmark claim	High leakage risk invalidates clean benchmark claim; High disagreement across predictors	0.8	1.0	0.8	0.8	0.8124571602710877
CNV0_01132	0.920411586522189	0.3410422748184991	1031	NA	0.6871503751635294	medium	True	High leakage risk invalidates clean benchmark claim	High leakage risk invalidates clean benchmark claim; HLA allele underrepresented in benchmark; High disagreement across predictors	0.8	1.0	0.8	0.8	0.7236960103053014
CNV0_00056	0.8310087736264231	0.34102375758163855	1032	NA	0.857432380962456	high	True	High leakage risk invalidates clean benchmark claim	High leakage risk invalidates clean benchmark claim; High disagreement across predictors	0.8	1.0	0.8	0.8	0.8015102218716927
CNV0_01430	0.8151495822388956	0.34087321907373724	1033	NA	0.8525181094042442	high	True	High leakage risk invalidates clean benchmark claim	High leakage risk invalidates clean benchmark claim; High disagreement across predictors	0.8	1.0	0.8	0.8	0.8167433566914062
CNV0_02549	0.8363573660981384	0.3398742416950619	1034	NA	0.8584215623655893	high	True	High leakage risk invalidates clean benchmark claim	High leakage risk invalidates clean benchmark claim; High disagreement across predictors	0.8	1.0	0.8	0.8	0.7937000440464528
CNV0_00035	0.8292425771993737	0.3386839770916241	1035	NA	0.8555100270384701	high	True	High leakage risk invalidates clean benchmark claim	High leakage risk invalidates clean benchmark claim; High disagreement across predictors	0.8	1.0	0.8	0.8	0.7977064383152586
CNV0_02508	0.831773237524331	0.3382283455518807	1036	NA	0.8560276647509728	high	True	High disagreement across predictors	High disagreement across predictors	0.8	1.0	0.8	0.8	0.7942095364503634
CNV0_01077	0.7955918369240698	0.33813782480914956	1037	NA	0.8451019731342391	high	True	High leakage risk invalidates clean benchmark claim	High leakage risk invalidates clean benchmark claim; High disagreement across predictors	0.8	1.0	0.8	0.8	0.8301058513040026
CNV0_01085	0.7825090025535402	0.337498335769142	1038	NA	0.8409770291690584	high	True	High leakage risk invalidates clean benchmark claim	High leakage risk invalidates clean benchmark claim; High disagreement across predictors	0.8	1.0	0.8	0.8	0.8423883110584451
CNV0_00822	0.9608192267026819	0.33703343358471666	1039	NA	0.8997284817775886	high	True	High leakage risk invalidates clean benchmark claim	High leakage risk invalidates clean benchmark claim; High disagreement across predictors	0.8	1.0	0.8	0.8	0.6851116283644536
CNV0_00063	0.8130103540540775	0.33611281367134715	1040	NA	0.8490197718378505	high	True	High leakage risk invalidates clean benchmark claim	High leakage risk invalidates clean benchmark claim; High disagreement across predictors	0.8	1.0	0.8	0.8	0.8074563084324318
CNV0_02408	0.8276164162631222	0.33549890877861654	1041	NA	0.8531283439860184	high	True	High disagreement across predictors	High disagreement across predictors	0.8	1.0	0.8	0.8	0.791757260165205
CNV0_01072	0.7795650566397769	0.3346309573825831	1042	NA	0.8383571718158651	high	True	High leakage risk invalidates clean benchmark claim	High leakage risk invalidates clean benchmark claim; High disagreement across predictors	0.8	1.0	0.8	0.8	0.8383855626559508
CNV0_00051	0.808979641146438	0.3342513290046615	1043	NA	0.8466851117332863	high	True	High leakage risk invalidates clean benchmark claim	High leakage risk invalidates clean benchmark claim; High disagreement across predictors	0.8	1.0	0.8	0.8	0.8069852364109815
CNV0_00055	0.8229961311364621	0.33417709338552026	1044	NA	0.8509141855454179	high	True	High leakage risk invalidates clean benchmark claim	High leakage risk invalidates clean benchmark claim; High disagreement across predictors	0.8	1.0	0.8	0.8	0.7930652536814549
CNV0_00060	0.7971245018426962	0.3338023875436359	1045	NA	0.8428902325157754	high	True	High leakage risk invalidates clean benchmark claim	High leakage risk invalidates clean benchmark claim; High disagreement across predictors	0.8	1.0	0.8	0.8	0.8178870260091697
CNV0_01023	0.8336600280739092	0.3337296347830392	1046	NA	0.8539810932497722	high	True	High leakage risk invalidates clean benchmark claim	High leakage risk invalidates clean benchmark claim; High disagreement across predictors	0.8	1.0	0.8	0.8	0.7818723112364885
CNV0_00074	0.9622447837943809	0.3329369417884642	1047	NA	0.8981800687193229	high	True	High leakage risk invalidates clean benchmark claim	High leakage risk invalidates clean benchmark claim; High disagreement across predictors	0.8	1.0	0.8	0.8	0.6757817505296528
CNV0_01059	0.8323515981240985	0.33245491481128797	1048	NA	0.8528209391225827	high	True	High leakage risk invalidates clean benchmark claim	High leakage risk invalidates clean benchmark claim; High disagreement across predictors	0.8	1.0	0.8	0.8	0.7801102406173144
CNV0_00123	0.9661522280456796	0.33208573056215523	1049	NA	0.8992156994340745	high	True	High leakage risk invalidates clean benchmark claim	High leakage risk invalidates clean benchmark claim; High disagreement across predictors	0.8	1.0	0.8	0.8	0.6713278960358029
CNV0_00011	0.8423548264889892	0.33199706448773064	1050	NA	0.855741302613326	high	True	High leakage risk invalidates clean benchmark claim	High leakage risk invalidates clean benchmark claim; High disagreement across predictors	0.8	1.0	0.8	0.8	0.7697845921775279
