candidate_id	exact_peptide_train_overlap	exact_peptide_hla_train_overlap	near_peptide_train_overlap	source_protein_window_train_overlap	study_train_overlap	patient_train_overlap	public_tool_training_overlap_any	public_tool_training_overlap_detail	leakage_risk_level
CNV0_00695	True	True	True	False	True	False	False	no_inhouse_master_overlap	high
CNV0_00696	True	True	True	False	True	False	False	no_inhouse_master_overlap	high
CNV0_00697	True	True	True	False	True	False	False	no_inhouse_master_overlap	high
CNV0_00698	True	True	True	False	True	False	False	no_inhouse_master_overlap	high
CNV0_00699	True	True	True	False	True	False	False	no_inhouse_master_overlap	high
CNV0_00700	True	True	True	False	True	False	False	no_inhouse_master_overlap	high
CNV0_00701	True	True	True	False	True	False	False	no_inhouse_master_overlap	high
CNV0_00702	True	True	True	False	True	False	False	no_inhouse_master_overlap	high
CNV0_00703	True	True	True	False	True	False	False	no_inhouse_master_overlap	high
CNV0_00704	True	True	True	False	True	False	False	no_inhouse_master_overlap	high
CNV0_00705	True	True	True	False	True	False	False	no_inhouse_master_overlap	high
CNV0_00706	True	True	True	False	True	False	False	no_inhouse_master_overlap	high
CNV0_00707	True	True	True	False	True	False	False	no_inhouse_master_overlap	high
CNV0_00708	True	True	True	False	True	False	False	no_inhouse_master_overlap	high
CNV0_00709	True	True	True	False	True	False	False	no_inhouse_master_overlap	high
CNV0_00710	True	True	True	False	True	False	False	no_inhouse_master_overlap	high
CNV0_00711	True	True	True	False	True	False	False	no_inhouse_master_overlap	high
CNV0_00712	True	True	True	False	True	False	False	no_inhouse_master_overlap	high
CNV0_00713	True	True	True	False	True	False	False	no_inhouse_master_overlap	high
CNV0_00714	True	True	True	False	True	False	False	no_inhouse_master_overlap	high
CNV0_00715	True	True	True	False	True	False	False	no_inhouse_master_overlap	high
CNV0_00716	True	True	True	False	True	False	False	no_inhouse_master_overlap	high
CNV0_00717	True	True	True	False	True	False	False	no_inhouse_master_overlap	high
CNV0_00718	True	True	True	False	True	False	False	no_inhouse_master_overlap	high
CNV0_00719	True	True	True	False	True	False	False	no_inhouse_master_overlap	high
CNV0_00720	True	True	True	False	True	False	False	no_inhouse_master_overlap	high
CNV0_00721	True	True	True	False	True	False	False	no_inhouse_master_overlap	high
CNV0_00722	True	True	True	False	True	False	False	no_inhouse_master_overlap	high
CNV0_00723	True	True	True	False	True	False	False	no_inhouse_master_overlap	high
CNV0_00724	True	True	True	False	True	False	False	no_inhouse_master_overlap	high
CNV0_00725	True	True	True	False	True	False	False	no_inhouse_master_overlap	high
CNV0_00726	True	True	True	False	True	False	False	no_inhouse_master_overlap	high
CNV0_00727	True	True	True	False	True	False	False	no_inhouse_master_overlap	high
CNV0_00728	True	True	True	False	True	False	False	no_inhouse_master_overlap	high
CNV0_00729	True	True	True	False	True	False	False	no_inhouse_master_overlap	high
CNV0_00730	True	True	True	False	True	False	False	no_inhouse_master_overlap	high
CNV0_00731	True	True	True	False	True	False	False	no_inhouse_master_overlap	high
CNV0_00732	True	True	True	False	True	False	False	no_inhouse_master_overlap	high
CNV0_00733	True	True	True	False	True	False	False	no_inhouse_master_overlap	high
CNV0_00734	True	True	True	False	True	False	False	no_inhouse_master_overlap	high
CNV0_00735	True	True	True	False	True	False	False	no_inhouse_master_overlap	high
CNV0_00736	True	True	True	False	True	False	False	no_inhouse_master_overlap	high
CNV0_00737	True	True	True	False	True	False	False	no_inhouse_master_overlap	high
CNV0_00738	True	True	True	False	True	False	False	no_inhouse_master_overlap	high
CNV0_00739	True	True	True	False	True	False	False	no_inhouse_master_overlap	high
CNV0_00740	True	True	True	False	True	False	False	no_inhouse_master_overlap	high
CNV0_00741	True	True	True	False	True	False	False	no_inhouse_master_overlap	high
CNV0_00742	True	True	True	False	True	False	False	no_inhouse_master_overlap	high
CNV0_00743	True	True	True	False	True	False	False	no_inhouse_master_overlap	high
CNV0_00744	True	True	True	False	True	False	False	no_inhouse_master_overlap	high
CNV0_00745	True	True	True	False	True	False	False	no_inhouse_master_overlap	high
CNV0_00746	True	True	True	False	True	False	False	no_inhouse_master_overlap	high
CNV0_00747	True	True	True	False	True	False	False	no_inhouse_master_overlap	high
CNV0_00748	True	True	True	False	True	False	False	no_inhouse_master_overlap	high
CNV0_00749	True	True	True	False	True	False	False	no_inhouse_master_overlap	high
CNV0_00750	True	True	True	False	True	False	False	no_inhouse_master_overlap	high
CNV0_00751	True	True	True	False	True	False	False	no_inhouse_master_overlap	high
CNV0_00752	True	True	True	False	True	False	False	no_inhouse_master_overlap	high
CNV0_00753	True	True	True	False	True	False	False	no_inhouse_master_overlap	high
CNV0_00754	True	True	True	False	True	False	False	no_inhouse_master_overlap	high
CNV0_00755	True	True	True	False	True	False	False	no_inhouse_master_overlap	high
CNV0_00756	True	True	True	False	True	False	False	no_inhouse_master_overlap	high
CNV0_00757	True	True	True	False	True	False	False	no_inhouse_master_overlap	high
CNV0_00758	True	True	True	False	True	False	False	no_inhouse_master_overlap	high
CNV0_00759	True	True	True	False	True	False	False	no_inhouse_master_overlap	high
CNV0_00760	True	True	True	False	True	False	False	no_inhouse_master_overlap	high
CNV0_00761	True	True	True	False	True	False	False	no_inhouse_master_overlap	high
CNV0_00762	True	True	True	False	True	False	False	no_inhouse_master_overlap	high
CNV0_00763	True	True	True	False	True	False	False	no_inhouse_master_overlap	high
CNV0_00764	True	True	True	False	True	False	False	no_inhouse_master_overlap	high
CNV0_00765	True	True	True	False	True	False	False	no_inhouse_master_overlap	high
CNV0_00766	True	True	True	False	True	False	False	no_inhouse_master_overlap	high
CNV0_00767	True	True	True	False	True	False	False	no_inhouse_master_overlap	high
CNV0_00768	True	True	True	False	True	False	False	no_inhouse_master_overlap	high
CNV0_00769	True	True	True	False	True	False	False	no_inhouse_master_overlap	high
CNV0_00770	True	True	True	False	True	False	False	no_inhouse_master_overlap	high
CNV0_00771	True	True	True	False	True	False	False	no_inhouse_master_overlap	high
CNV0_00772	True	True	True	False	True	False	False	no_inhouse_master_overlap	high
CNV0_00773	True	True	True	False	True	False	False	no_inhouse_master_overlap	high
CNV0_00774	True	True	True	False	True	False	False	no_inhouse_master_overlap	high
CNV0_00775	True	True	True	False	True	False	False	no_inhouse_master_overlap	high
CNV0_00776	True	True	True	False	True	False	False	no_inhouse_master_overlap	high
CNV0_00777	True	True	True	False	True	False	False	no_inhouse_master_overlap	high
CNV0_00778	True	True	True	False	True	False	False	no_inhouse_master_overlap	high
CNV0_00779	True	True	True	False	True	False	False	no_inhouse_master_overlap	high
CNV0_00780	True	True	True	False	True	False	False	no_inhouse_master_overlap	high
CNV0_00781	True	True	True	False	True	False	False	no_inhouse_master_overlap	high
CNV0_00782	True	True	True	False	True	False	False	no_inhouse_master_overlap	high
CNV0_00783	True	True	True	False	True	False	False	no_inhouse_master_overlap	high
CNV0_00784	True	True	True	False	True	False	False	no_inhouse_master_overlap	high
CNV0_00785	True	True	True	False	True	False	False	no_inhouse_master_overlap	high
CNV0_00786	True	True	True	False	True	False	False	no_inhouse_master_overlap	high
CNV0_00787	True	True	True	False	True	False	False	no_inhouse_master_overlap	high
CNV0_00788	True	True	True	False	True	False	False	no_inhouse_master_overlap	high
CNV0_00789	True	True	True	False	True	False	False	no_inhouse_master_overlap	high
CNV0_00790	True	True	True	False	True	False	False	no_inhouse_master_overlap	high
CNV0_00791	True	True	True	False	True	False	False	no_inhouse_master_overlap	high
CNV0_00792	True	True	True	False	True	False	False	no_inhouse_master_overlap	high
CNV0_00793	True	True	True	False	True	False	False	no_inhouse_master_overlap	high
CNV0_00794	True	True	True	False	True	False	False	no_inhouse_master_overlap	high
CNV0_00795	True	True	True	False	True	False	False	no_inhouse_master_overlap	high
CNV0_00796	True	True	True	False	True	False	False	no_inhouse_master_overlap	high
CNV0_00797	True	True	True	False	True	False	False	no_inhouse_master_overlap	high
CNV0_00798	True	True	True	False	True	False	False	no_inhouse_master_overlap	high
CNV0_00799	True	True	True	False	True	False	False	no_inhouse_master_overlap	high
CNV0_00800	True	True	True	False	True	False	False	no_inhouse_master_overlap	high
CNV0_00801	True	True	True	False	True	False	False	no_inhouse_master_overlap	high
CNV0_00802	True	True	True	False	True	False	False	no_inhouse_master_overlap	high
CNV0_00803	True	True	True	False	True	False	False	no_inhouse_master_overlap	high
CNV0_00804	True	True	True	False	True	False	False	no_inhouse_master_overlap	high
CNV0_00805	True	True	True	False	True	False	False	no_inhouse_master_overlap	high
CNV0_00806	True	True	True	False	True	False	False	no_inhouse_master_overlap	high
CNV0_00807	True	True	True	False	True	False	False	no_inhouse_master_overlap	high
CNV0_00808	True	True	True	False	True	False	False	no_inhouse_master_overlap	high
CNV0_00809	True	True	True	False	True	False	False	no_inhouse_master_overlap	high
CNV0_00810	True	True	True	False	True	False	False	no_inhouse_master_overlap	high
CNV0_00811	True	True	True	False	True	False	False	no_inhouse_master_overlap	high
CNV0_00812	True	True	True	False	True	False	False	no_inhouse_master_overlap	high
CNV0_00813	True	True	True	False	True	False	False	no_inhouse_master_overlap	high
CNV0_00814	True	True	True	False	True	False	False	no_inhouse_master_overlap	high
CNV0_00815	True	True	True	False	True	False	False	no_inhouse_master_overlap	high
CNV0_00816	True	True	True	False	True	False	False	no_inhouse_master_overlap	high
CNV0_00817	True	True	True	False	True	False	False	no_inhouse_master_overlap	high
CNV0_00818	True	True	True	False	True	False	False	no_inhouse_master_overlap	high
CNV0_00819	True	True	True	False	True	False	False	no_inhouse_master_overlap	high
CNV0_00820	True	True	True	False	True	False	False	no_inhouse_master_overlap	high
CNV0_00821	True	True	True	False	True	False	False	no_inhouse_master_overlap	high
CNV0_00822	True	True	True	False	True	False	False	no_inhouse_master_overlap	high
CNV0_00823	True	True	True	False	True	False	False	no_inhouse_master_overlap	high
CNV0_00824	True	True	True	False	True	False	False	no_inhouse_master_overlap	high
CNV0_00825	True	True	True	False	True	False	False	no_inhouse_master_overlap	high
CNV0_00826	True	True	True	False	True	False	False	no_inhouse_master_overlap	high
CNV0_00827	True	True	True	False	True	False	False	no_inhouse_master_overlap	high
CNV0_00828	True	True	True	False	True	False	False	no_inhouse_master_overlap	high
CNV0_00829	True	True	True	False	True	False	False	no_inhouse_master_overlap	high
CNV0_00830	True	True	True	False	True	False	False	no_inhouse_master_overlap	high
CNV0_00831	True	True	True	False	True	False	False	no_inhouse_master_overlap	high
CNV0_00832	True	True	True	False	True	False	False	no_inhouse_master_overlap	high
CNV0_00833	True	True	True	False	True	False	False	no_inhouse_master_overlap	high
CNV0_00834	True	True	True	False	True	False	False	no_inhouse_master_overlap	high
CNV0_00835	True	True	True	False	True	False	False	no_inhouse_master_overlap	high
CNV0_00836	True	True	True	False	True	False	False	no_inhouse_master_overlap	high
CNV0_00837	True	True	True	False	True	False	False	no_inhouse_master_overlap	high
CNV0_00838	True	True	True	False	True	False	False	no_inhouse_master_overlap	high
CNV0_00839	True	True	True	False	True	False	False	no_inhouse_master_overlap	high
CNV0_00840	True	True	True	False	True	False	False	no_inhouse_master_overlap	high
CNV0_00841	True	True	True	False	True	False	False	no_inhouse_master_overlap	high
CNV0_00842	True	True	True	False	True	False	False	no_inhouse_master_overlap	high
CNV0_00843	True	True	True	False	True	False	False	no_inhouse_master_overlap	high
CNV0_00844	True	True	True	False	True	False	False	no_inhouse_master_overlap	high
CNV0_00845	True	True	True	False	True	False	False	no_inhouse_master_overlap	high
CNV0_00846	True	True	True	False	True	False	False	no_inhouse_master_overlap	high
CNV0_00847	True	True	True	False	True	False	False	no_inhouse_master_overlap	high
CNV0_00848	True	True	True	False	True	False	False	no_inhouse_master_overlap	high
CNV0_00849	True	True	True	False	True	False	False	no_inhouse_master_overlap	high
CNV0_00850	True	True	True	False	True	False	False	no_inhouse_master_overlap	high
CNV0_00851	True	True	True	False	True	False	False	no_inhouse_master_overlap	high
CNV0_00852	True	True	True	False	True	False	False	no_inhouse_master_overlap	high
CNV0_00853	True	True	True	False	True	False	False	no_inhouse_master_overlap	high
CNV0_00854	True	True	True	False	True	False	False	no_inhouse_master_overlap	high
CNV0_00855	True	True	True	False	True	False	False	no_inhouse_master_overlap	high
CNV0_00856	True	True	True	False	True	False	False	no_inhouse_master_overlap	high
CNV0_00857	True	True	True	False	True	False	False	no_inhouse_master_overlap	high
CNV0_00858	True	True	True	False	True	False	False	no_inhouse_master_overlap	high
CNV0_00859	True	True	True	False	True	False	False	no_inhouse_master_overlap	high
CNV0_00860	True	True	True	False	True	False	False	no_inhouse_master_overlap	high
CNV0_00861	True	True	True	False	True	False	False	no_inhouse_master_overlap	high
CNV0_00862	True	True	True	False	True	False	False	no_inhouse_master_overlap	high
CNV0_00863	True	True	True	False	True	False	False	no_inhouse_master_overlap	high
CNV0_00864	True	True	True	False	True	False	False	no_inhouse_master_overlap	high
CNV0_00865	True	True	True	False	True	False	False	no_inhouse_master_overlap	high
CNV0_00866	True	True	True	False	True	False	False	no_inhouse_master_overlap	high
CNV0_00867	True	True	True	False	True	False	False	no_inhouse_master_overlap	high
CNV0_00868	True	True	True	False	True	False	False	no_inhouse_master_overlap	high
CNV0_00869	True	True	True	False	True	False	False	no_inhouse_master_overlap	high
CNV0_00870	True	True	True	False	True	False	False	no_inhouse_master_overlap	high
CNV0_00871	True	True	True	False	True	False	False	no_inhouse_master_overlap	high
CNV0_00872	True	True	True	False	True	False	False	no_inhouse_master_overlap	high
CNV0_00873	True	True	True	False	True	False	False	no_inhouse_master_overlap	high
CNV0_00874	True	True	True	False	True	False	False	no_inhouse_master_overlap	high
CNV0_00875	True	True	True	False	True	False	False	no_inhouse_master_overlap	high
CNV0_00876	True	True	True	False	True	False	False	no_inhouse_master_overlap	high
CNV0_00877	True	True	True	False	True	False	False	no_inhouse_master_overlap	high
CNV0_00878	True	True	True	False	True	False	False	no_inhouse_master_overlap	high
CNV0_00879	True	True	True	False	True	False	False	no_inhouse_master_overlap	high
CNV0_00880	True	True	True	False	True	False	False	no_inhouse_master_overlap	high
CNV0_00881	True	True	True	False	True	False	False	no_inhouse_master_overlap	high
CNV0_00882	True	True	True	False	True	False	False	no_inhouse_master_overlap	high
CNV0_00883	True	True	True	False	True	False	False	no_inhouse_master_overlap	high
CNV0_00884	True	True	True	False	True	False	False	no_inhouse_master_overlap	high
CNV0_00885	True	True	True	False	True	False	False	no_inhouse_master_overlap	high
CNV0_00886	True	True	True	False	True	False	False	no_inhouse_master_overlap	high
CNV0_00887	True	True	True	False	True	False	False	no_inhouse_master_overlap	high
CNV0_00888	True	True	True	False	True	False	False	no_inhouse_master_overlap	high
CNV0_00889	True	True	True	False	True	False	False	no_inhouse_master_overlap	high
CNV0_00890	True	True	True	False	True	False	False	no_inhouse_master_overlap	high
CNV0_00891	True	True	True	False	True	False	False	no_inhouse_master_overlap	high
CNV0_00892	True	True	True	False	True	False	False	no_inhouse_master_overlap	high
CNV0_00893	True	True	True	False	True	False	False	no_inhouse_master_overlap	high
CNV0_00894	True	True	True	False	True	False	False	no_inhouse_master_overlap	high
CNV0_00895	True	True	True	False	True	False	False	no_inhouse_master_overlap	high
CNV0_00896	True	True	True	False	True	False	False	no_inhouse_master_overlap	high
CNV0_00897	True	True	True	False	True	False	False	no_inhouse_master_overlap	high
CNV0_00898	True	True	True	False	True	False	False	no_inhouse_master_overlap	high
CNV0_00899	True	True	True	False	True	False	False	no_inhouse_master_overlap	high
CNV0_00900	True	True	True	False	True	False	False	no_inhouse_master_overlap	high
CNV0_00901	True	True	True	False	True	False	False	no_inhouse_master_overlap	high
CNV0_00902	True	True	True	False	True	False	False	no_inhouse_master_overlap	high
CNV0_00903	True	True	True	False	True	False	False	no_inhouse_master_overlap	high
CNV0_00904	True	True	True	False	True	False	False	no_inhouse_master_overlap	high
CNV0_00905	True	True	True	False	True	False	False	no_inhouse_master_overlap	high
CNV0_00906	True	True	True	False	True	False	False	no_inhouse_master_overlap	high
CNV0_00907	True	True	True	False	True	False	False	no_inhouse_master_overlap	high
CNV0_00908	True	True	True	False	True	False	False	no_inhouse_master_overlap	high
CNV0_00909	True	True	True	False	True	False	False	no_inhouse_master_overlap	high
CNV0_00910	True	True	True	False	True	False	False	no_inhouse_master_overlap	high
CNV0_00911	True	True	True	False	True	False	False	no_inhouse_master_overlap	high
CNV0_00912	True	True	True	False	True	False	False	no_inhouse_master_overlap	high
CNV0_00913	True	True	True	False	True	False	False	no_inhouse_master_overlap	high
CNV0_00914	True	True	True	False	True	False	False	no_inhouse_master_overlap	high
CNV0_00915	True	True	True	False	True	False	False	no_inhouse_master_overlap	high
CNV0_00916	True	True	True	False	True	False	False	no_inhouse_master_overlap	high
CNV0_00917	True	True	True	False	True	False	False	no_inhouse_master_overlap	high
CNV0_00918	True	True	True	False	True	False	False	no_inhouse_master_overlap	high
CNV0_00919	True	True	True	False	True	False	False	no_inhouse_master_overlap	high
CNV0_00920	True	True	True	False	True	False	False	no_inhouse_master_overlap	high
CNV0_00921	True	True	True	False	True	False	False	no_inhouse_master_overlap	high
CNV0_00922	True	True	True	False	True	False	False	no_inhouse_master_overlap	high
CNV0_00923	True	True	True	False	True	False	False	no_inhouse_master_overlap	high
CNV0_00924	True	True	True	False	True	False	False	no_inhouse_master_overlap	high
CNV0_00925	True	True	True	False	True	False	False	no_inhouse_master_overlap	high
CNV0_00926	True	True	True	False	True	False	False	no_inhouse_master_overlap	high
CNV0_00927	True	True	True	False	True	False	False	no_inhouse_master_overlap	high
CNV0_00928	True	True	True	False	True	False	False	no_inhouse_master_overlap	high
CNV0_00929	True	True	True	False	True	False	False	no_inhouse_master_overlap	high
CNV0_00930	True	True	True	False	True	False	False	no_inhouse_master_overlap	high
CNV0_00931	True	True	True	False	True	False	False	no_inhouse_master_overlap	high
CNV0_00932	True	True	True	False	True	False	False	no_inhouse_master_overlap	high
CNV0_00933	True	True	True	False	True	False	False	no_inhouse_master_overlap	high
CNV0_00934	True	True	True	False	True	False	False	no_inhouse_master_overlap	high
CNV0_00935	True	True	True	False	True	False	False	no_inhouse_master_overlap	high
CNV0_00936	True	True	True	False	True	False	False	no_inhouse_master_overlap	high
CNV0_00937	True	True	True	False	True	False	False	no_inhouse_master_overlap	high
CNV0_00938	True	True	True	False	True	False	False	no_inhouse_master_overlap	high
CNV0_00939	True	True	True	False	True	False	False	no_inhouse_master_overlap	high
CNV0_00940	True	True	True	False	True	False	False	no_inhouse_master_overlap	high
CNV0_00941	True	True	True	False	True	False	False	no_inhouse_master_overlap	high
CNV0_00942	True	True	True	False	True	False	False	no_inhouse_master_overlap	high
CNV0_00943	True	True	True	False	True	False	False	no_inhouse_master_overlap	high
CNV0_00944	True	True	True	False	True	False	False	no_inhouse_master_overlap	high
CNV0_00945	True	True	True	False	True	False	False	no_inhouse_master_overlap	high
CNV0_00946	True	True	True	False	True	False	False	no_inhouse_master_overlap	high
CNV0_00947	True	True	True	False	True	False	False	no_inhouse_master_overlap	high
CNV0_00948	True	True	True	False	True	False	False	no_inhouse_master_overlap	high
CNV0_00949	True	True	True	False	True	False	False	no_inhouse_master_overlap	high
CNV0_00950	True	True	True	False	True	False	False	no_inhouse_master_overlap	high
CNV0_00951	True	True	True	False	True	False	False	no_inhouse_master_overlap	high
CNV0_00952	True	True	True	False	True	False	False	no_inhouse_master_overlap	high
CNV0_00953	True	True	True	False	True	False	False	no_inhouse_master_overlap	high
CNV0_00954	True	True	True	False	True	False	False	no_inhouse_master_overlap	high
CNV0_00955	True	True	True	False	True	False	False	no_inhouse_master_overlap	high
CNV0_00956	True	True	True	False	True	False	False	no_inhouse_master_overlap	high
CNV0_00957	True	True	True	False	True	False	False	no_inhouse_master_overlap	high
CNV0_00958	True	True	True	False	True	False	False	no_inhouse_master_overlap	high
CNV0_00959	True	True	True	False	True	False	False	no_inhouse_master_overlap	high
CNV0_00960	True	True	True	False	True	False	False	no_inhouse_master_overlap	high
CNV0_00961	True	True	True	False	True	False	False	no_inhouse_master_overlap	high
CNV0_00962	True	True	True	False	True	False	False	no_inhouse_master_overlap	high
CNV0_00963	True	True	True	False	True	False	False	no_inhouse_master_overlap	high
CNV0_00964	True	True	True	False	True	False	False	no_inhouse_master_overlap	high
CNV0_00965	True	True	True	False	True	False	False	no_inhouse_master_overlap	high
CNV0_00966	True	True	True	False	True	False	False	no_inhouse_master_overlap	high
CNV0_00967	True	True	True	False	True	False	False	no_inhouse_master_overlap	high
CNV0_00968	True	True	True	False	True	False	False	no_inhouse_master_overlap	high
CNV0_00969	True	True	True	False	True	False	False	no_inhouse_master_overlap	high
CNV0_00970	True	True	True	False	True	False	False	no_inhouse_master_overlap	high
CNV0_00971	True	True	True	False	True	False	False	no_inhouse_master_overlap	high
CNV0_00972	True	True	True	False	True	False	False	no_inhouse_master_overlap	high
CNV0_00973	True	True	True	False	True	False	False	no_inhouse_master_overlap	high
CNV0_00974	True	True	True	False	True	False	False	no_inhouse_master_overlap	high
CNV0_00975	True	True	True	False	True	False	False	no_inhouse_master_overlap	high
CNV0_00976	True	True	True	False	True	False	False	no_inhouse_master_overlap	high
CNV0_00977	True	True	True	False	True	False	False	no_inhouse_master_overlap	high
CNV0_00978	True	True	True	False	True	False	False	no_inhouse_master_overlap	high
CNV0_00979	True	True	True	False	True	False	False	no_inhouse_master_overlap	high
CNV0_00980	True	True	True	False	True	False	False	no_inhouse_master_overlap	high
CNV0_00981	True	True	True	False	True	False	False	no_inhouse_master_overlap	high
CNV0_00982	True	True	True	False	True	False	False	no_inhouse_master_overlap	high
CNV0_00983	True	True	True	False	True	False	False	no_inhouse_master_overlap	high
CNV0_00984	True	True	True	False	True	False	False	no_inhouse_master_overlap	high
CNV0_00985	True	True	True	False	True	False	False	no_inhouse_master_overlap	high
CNV0_00986	True	True	True	False	True	False	False	no_inhouse_master_overlap	high
CNV0_00987	True	True	True	False	True	False	False	no_inhouse_master_overlap	high
CNV0_00988	True	True	True	False	True	False	False	no_inhouse_master_overlap	high
CNV0_00989	True	True	True	False	True	False	False	no_inhouse_master_overlap	high
CNV0_00990	True	True	True	False	True	False	False	no_inhouse_master_overlap	high
CNV0_00991	True	True	True	False	True	False	False	no_inhouse_master_overlap	high
CNV0_00992	True	True	True	False	True	False	False	no_inhouse_master_overlap	high
CNV0_00993	True	True	True	False	True	False	False	no_inhouse_master_overlap	high
CNV0_00994	True	True	True	False	True	False	False	no_inhouse_master_overlap	high
CNV0_00995	True	True	True	False	True	False	False	no_inhouse_master_overlap	high
CNV0_00996	True	True	True	False	True	False	False	no_inhouse_master_overlap	high
CNV0_00997	True	True	True	False	True	False	False	no_inhouse_master_overlap	high
CNV0_00998	True	True	True	False	True	False	False	no_inhouse_master_overlap	high
CNV0_00999	True	True	True	False	True	False	False	no_inhouse_master_overlap	high
CNV0_01000	True	True	True	False	True	False	False	no_inhouse_master_overlap	high
CNV0_01001	True	True	True	False	True	False	False	no_inhouse_master_overlap	high
CNV0_01002	True	True	True	False	True	False	False	no_inhouse_master_overlap	high
CNV0_01003	True	True	True	False	True	False	False	no_inhouse_master_overlap	high
CNV0_01004	True	True	True	False	True	False	False	no_inhouse_master_overlap	high
CNV0_01005	True	True	True	False	True	False	False	no_inhouse_master_overlap	high
CNV0_01006	True	True	True	False	True	False	False	no_inhouse_master_overlap	high
CNV0_01007	True	True	True	False	True	False	False	no_inhouse_master_overlap	high
CNV0_01008	True	True	True	False	True	False	False	no_inhouse_master_overlap	high
CNV0_01009	True	True	True	False	True	False	False	no_inhouse_master_overlap	high
CNV0_01010	True	True	True	False	True	False	False	no_inhouse_master_overlap	high
CNV0_01011	True	True	True	False	True	False	False	no_inhouse_master_overlap	high
CNV0_01012	True	True	True	False	True	False	False	no_inhouse_master_overlap	high
CNV0_01013	True	True	True	False	True	False	False	no_inhouse_master_overlap	high
CNV0_01014	True	True	True	False	True	False	False	no_inhouse_master_overlap	high
CNV0_01015	True	True	True	False	True	False	False	no_inhouse_master_overlap	high
CNV0_01016	True	True	True	False	True	False	False	no_inhouse_master_overlap	high
CNV0_01017	True	True	True	False	True	False	False	no_inhouse_master_overlap	high
CNV0_01018	True	True	True	False	True	False	False	no_inhouse_master_overlap	high
CNV0_01019	True	True	True	False	True	False	False	no_inhouse_master_overlap	high
CNV0_01020	True	True	True	False	True	False	False	no_inhouse_master_overlap	high
CNV0_01021	True	True	True	False	True	False	False	no_inhouse_master_overlap	high
CNV0_01022	True	True	True	False	True	False	False	no_inhouse_master_overlap	high
CNV0_01023	True	True	True	False	True	False	False	no_inhouse_master_overlap	high
CNV0_01024	True	True	True	False	True	False	False	no_inhouse_master_overlap	high
CNV0_01025	True	True	True	False	True	False	False	no_inhouse_master_overlap	high
CNV0_01026	True	True	True	False	True	False	False	no_inhouse_master_overlap	high
CNV0_01027	True	True	True	False	True	False	False	no_inhouse_master_overlap	high
CNV0_01028	True	True	True	False	True	False	False	no_inhouse_master_overlap	high
CNV0_01029	True	True	True	False	True	False	False	no_inhouse_master_overlap	high
CNV0_01030	True	True	True	False	True	False	False	no_inhouse_master_overlap	high
CNV0_01031	True	True	True	False	True	False	False	no_inhouse_master_overlap	high
CNV0_01032	True	True	True	False	True	False	False	no_inhouse_master_overlap	high
CNV0_01033	True	True	True	False	True	False	False	no_inhouse_master_overlap	high
CNV0_01034	True	True	True	False	True	False	False	no_inhouse_master_overlap	high
CNV0_01035	True	True	True	False	True	False	False	no_inhouse_master_overlap	high
CNV0_01036	True	True	True	False	True	False	False	no_inhouse_master_overlap	high
CNV0_01037	True	True	True	False	True	False	False	no_inhouse_master_overlap	high
CNV0_01038	True	True	True	False	True	False	False	no_inhouse_master_overlap	high
CNV0_01039	True	True	True	False	True	False	False	no_inhouse_master_overlap	high
CNV0_01040	True	True	True	False	True	False	False	no_inhouse_master_overlap	high
CNV0_01041	True	True	True	False	True	False	False	no_inhouse_master_overlap	high
CNV0_01042	True	True	True	False	True	False	False	no_inhouse_master_overlap	high
CNV0_01043	True	True	True	False	True	False	False	no_inhouse_master_overlap	high
CNV0_01044	True	True	True	False	True	False	False	no_inhouse_master_overlap	high
CNV0_01045	True	True	True	False	True	False	False	no_inhouse_master_overlap	high
CNV0_01046	True	True	True	False	True	False	False	no_inhouse_master_overlap	high
CNV0_01047	True	True	True	False	True	False	False	no_inhouse_master_overlap	high
CNV0_01048	True	True	True	False	True	False	False	no_inhouse_master_overlap	high
CNV0_01049	True	True	True	False	True	False	False	no_inhouse_master_overlap	high
CNV0_01050	True	True	True	False	True	False	False	no_inhouse_master_overlap	high
CNV0_01051	True	True	True	False	True	False	False	no_inhouse_master_overlap	high
CNV0_01052	True	True	True	False	True	False	False	no_inhouse_master_overlap	high
CNV0_01053	True	True	True	False	True	False	False	no_inhouse_master_overlap	high
CNV0_01054	True	True	True	False	True	False	False	no_inhouse_master_overlap	high
CNV0_01055	True	True	True	False	True	False	False	no_inhouse_master_overlap	high
CNV0_01056	True	True	True	False	True	False	False	no_inhouse_master_overlap	high
CNV0_01057	True	True	True	False	True	False	False	no_inhouse_master_overlap	high
CNV0_01058	True	True	True	False	True	False	False	no_inhouse_master_overlap	high
CNV0_01059	True	True	True	False	True	False	False	no_inhouse_master_overlap	high
CNV0_01060	True	True	True	False	True	False	False	no_inhouse_master_overlap	high
CNV0_01061	True	True	True	False	True	False	False	no_inhouse_master_overlap	high
CNV0_01062	True	True	True	False	True	False	False	no_inhouse_master_overlap	high
CNV0_01063	True	True	True	False	True	False	False	no_inhouse_master_overlap	high
CNV0_01064	True	True	True	False	True	False	False	no_inhouse_master_overlap	high
CNV0_01065	True	True	True	False	True	False	False	no_inhouse_master_overlap	high
CNV0_01066	True	True	True	False	True	False	False	no_inhouse_master_overlap	high
CNV0_01067	True	True	True	False	True	False	False	no_inhouse_master_overlap	high
CNV0_01068	True	True	True	False	True	False	False	no_inhouse_master_overlap	high
CNV0_01069	True	True	True	False	True	False	False	no_inhouse_master_overlap	high
