atlas_group	n_candidates	n_pos	mean_priority_score	mean_barneo_ng_score	n_high_leakage	mean_source_prev	mean_hla_prev	mean_top_nn_similarity
T1_survivors	3	3.0	0.7230712807572514	0.7200000000000001	0	0.6482412060301508	0.3483483483483483	0.5555555555555555
blocked_high_GA	72	72.0	0.2630429443398218	0.1344825909015308	69	NA	NA	NA
