candidate_id	method_name	method_role	method_family	score_for_fusion	candidate_method_weight	candidate_method_contribution	context_adjustment_reasons
CNV0_00050	source_balanced_rf_train_prior_calibrated	internal_candidate	classical_biophysical	0.918032786885246	0.3712798509442358	0.34084707627667554	method source-shift collapse
CNV0_00050	pu_weighted_rf_train_prior_calibrated	internal_candidate	classical_biophysical	0.9245283018867924	0.3635600935313962	0.33612159590638513	method source-shift collapse
CNV0_00050	source_balanced_plus_pu_rf_train_prior_calibrated	internal_candidate	classical_biophysical	0.9218241042345277	0.3621251703673725	0.33381571079467887	method source-shift collapse
CNV0_00050	D_positive_class_reweighting	internal_candidate	classical_biophysical	0.9316239316239316	0.19349256381712177	0.1802623030433015	method source-shift collapse; method HLA-heldout collapse; method calibration risk
CNV0_00050	sourceheld_counterfactual_rf	internal_candidate	internal_baseline	0.606936416184971	0.29040860047523903	0.17625955520173464	method source-shift collapse; method calibration risk
CNV0_00050	sourceheld_prespecified_late_fusion_w0.5	internal_candidate	ensemble_or_fusion	0.7288135593220338	0.18326598584365156	0.13356673544537315	method source-shift collapse; method HLA-heldout collapse; method calibration risk
CNV0_00050	hard_decoy_sequence_only_source_stress	internal_candidate	classical_biophysical	0.6175514626218852	0.0854804494940821	0.052788576610646586	method source-shift collapse; method HLA-heldout collapse; method Korean-HLA collapse; method calibration risk
CNV0_00055	source_balanced_rf_train_prior_calibrated	internal_candidate	classical_biophysical	0.918032786885246	0.3712798509442358	0.34084707627667554	method source-shift collapse
CNV0_00055	pu_weighted_rf_train_prior_calibrated	internal_candidate	classical_biophysical	0.9245283018867924	0.3635600935313962	0.33612159590638513	method source-shift collapse
CNV0_00055	source_balanced_plus_pu_rf_train_prior_calibrated	internal_candidate	classical_biophysical	0.9218241042345277	0.3621251703673725	0.33381571079467887	method source-shift collapse
CNV0_00055	D_positive_class_reweighting	internal_candidate	classical_biophysical	0.9316239316239316	0.19349256381712177	0.1802623030433015	method source-shift collapse; method HLA-heldout collapse; method calibration risk
CNV0_00055	sourceheld_counterfactual_rf	internal_candidate	internal_baseline	0.3187183811129849	0.29040860047523903	0.0925585590047558	method source-shift collapse; method calibration risk
CNV0_00055	sourceheld_prespecified_late_fusion_w0.5	internal_candidate	ensemble_or_fusion	0.4651360544217687	0.18326598584365156	0.0852436175650318	method source-shift collapse; method HLA-heldout collapse; method calibration risk
CNV0_00055	hard_decoy_sequence_only_source_stress	internal_candidate	classical_biophysical	0.6175514626218852	0.0854804494940821	0.052788576610646586	method source-shift collapse; method HLA-heldout collapse; method Korean-HLA collapse; method calibration risk
CNV0_00062	source_balanced_rf_train_prior_calibrated	internal_candidate	classical_biophysical	0.918032786885246	0.3712798509442358	0.34084707627667554	method source-shift collapse
CNV0_00062	pu_weighted_rf_train_prior_calibrated	internal_candidate	classical_biophysical	0.927710843373494	0.3635600935313962	0.3372786409869579	method source-shift collapse
CNV0_00062	source_balanced_plus_pu_rf_train_prior_calibrated	internal_candidate	classical_biophysical	0.9218241042345277	0.3621251703673725	0.33381571079467887	method source-shift collapse
CNV0_00062	D_positive_class_reweighting	internal_candidate	classical_biophysical	0.9305555555555556	0.19349256381712177	0.18005558021871054	method source-shift collapse; method HLA-heldout collapse; method calibration risk
CNV0_00062	sourceheld_counterfactual_rf	internal_candidate	internal_baseline	0.6039603960396039	0.29040860047523903	0.17539529335633247	method source-shift collapse; method calibration risk
CNV0_00062	sourceheld_prespecified_late_fusion_w0.5	internal_candidate	ensemble_or_fusion	0.5284974093264247	0.18326598584365156	0.09685559873602308	method source-shift collapse; method HLA-heldout collapse; method calibration risk
CNV0_00062	hard_decoy_sequence_only_source_stress	internal_candidate	classical_biophysical	0.6030534351145038	0.0854804494940821	0.05154927870253806	method source-shift collapse; method HLA-heldout collapse; method Korean-HLA collapse; method calibration risk
CNV0_00073	source_balanced_rf_train_prior_calibrated	internal_candidate	classical_biophysical	0.918032786885246	0.3712798509442358	0.34084707627667554	method source-shift collapse
CNV0_00073	pu_weighted_rf_train_prior_calibrated	internal_candidate	classical_biophysical	0.927710843373494	0.3635600935313962	0.3372786409869579	method source-shift collapse
CNV0_00073	source_balanced_plus_pu_rf_train_prior_calibrated	internal_candidate	classical_biophysical	0.9218241042345277	0.3621251703673725	0.33381571079467887	method source-shift collapse
CNV0_00073	sourceheld_counterfactual_rf	internal_candidate	internal_baseline	0.6486486486486486	0.29040860047523903	0.1883731462542091	method source-shift collapse; method calibration risk
CNV0_00073	D_positive_class_reweighting	internal_candidate	classical_biophysical	0.8876404494382022	0.19349256381712177	0.17175182630958	method source-shift collapse; method HLA-heldout collapse; method calibration risk
CNV0_00073	hard_decoy_sequence_only_source_stress	internal_candidate	classical_biophysical	0.6175514626218852	0.1899565544312935	0.11730794802365906	method source-shift collapse; method HLA-heldout collapse; method calibration risk
CNV0_00073	pu_weighted_rf	internal_candidate	classical_biophysical	0.5641025641025642	0.1790235384017433	0.10098763704713726	method source-shift collapse; method HLA-heldout collapse; method calibration risk
CNV0_00076	source_balanced_rf_train_prior_calibrated	internal_candidate	classical_biophysical	0.918032786885246	0.3712798509442358	0.34084707627667554	method source-shift collapse
CNV0_00076	pu_weighted_rf_train_prior_calibrated	internal_candidate	classical_biophysical	0.9245283018867924	0.3635600935313962	0.33612159590638513	method source-shift collapse
CNV0_00076	source_balanced_plus_pu_rf_train_prior_calibrated	internal_candidate	classical_biophysical	0.9218241042345277	0.3621251703673725	0.33381571079467887	method source-shift collapse
CNV0_00076	D_positive_class_reweighting	internal_candidate	classical_biophysical	0.9316239316239316	0.19349256381712177	0.1802623030433015	method source-shift collapse; method HLA-heldout collapse; method calibration risk
CNV0_00076	sourceheld_counterfactual_rf	internal_candidate	internal_baseline	0.6111111111111112	0.29040860047523903	0.1774719225126461	method source-shift collapse; method calibration risk
CNV0_00076	hard_decoy_sequence_only_source_stress	internal_candidate	classical_biophysical	0.6175514626218852	0.1899565544312935	0.11730794802365906	method source-shift collapse; method HLA-heldout collapse; method calibration risk
CNV0_00076	pu_weighted_rf	internal_candidate	classical_biophysical	0.5058365758754862	0.1790235384017433	0.09055665366625144	method source-shift collapse; method HLA-heldout collapse; method calibration risk
CNV0_00078	source_balanced_rf_train_prior_calibrated	internal_candidate	classical_biophysical	0.918032786885246	0.3712798509442358	0.34084707627667554	method source-shift collapse
CNV0_00078	pu_weighted_rf_train_prior_calibrated	internal_candidate	classical_biophysical	0.927710843373494	0.3635600935313962	0.3372786409869579	method source-shift collapse
CNV0_00078	source_balanced_plus_pu_rf_train_prior_calibrated	internal_candidate	classical_biophysical	0.9218241042345277	0.3621251703673725	0.33381571079467887	method source-shift collapse
CNV0_00078	sourceheld_counterfactual_rf	internal_candidate	internal_baseline	0.6039603960396039	0.29040860047523903	0.17539529335633247	method source-shift collapse; method calibration risk
CNV0_00078	D_positive_class_reweighting	internal_candidate	classical_biophysical	0.8928571428571429	0.10642091009941698	0.0950186697316223	method source-shift collapse; method HLA-heldout collapse; candidate underrepresented HLA; method calibration risk
CNV0_00078	G_abstention_extreme_ood	internal_candidate	classical_biophysical	0.9863945578231292	0.09257063806761683	0.09131117360411184	method source-shift collapse; method HLA-heldout collapse; candidate underrepresented HLA; method calibration risk
CNV0_00078	hard_decoy_sequence_only_source_stress	internal_candidate	classical_biophysical	0.6175514626218852	0.10447610493721145	0.06451937141301249	method source-shift collapse; method HLA-heldout collapse; candidate underrepresented HLA; method calibration risk
CNV0_00089	source_balanced_rf_train_prior_calibrated	internal_candidate	classical_biophysical	0.918032786885246	0.3712798509442358	0.34084707627667554	method source-shift collapse
CNV0_00089	pu_weighted_rf_train_prior_calibrated	internal_candidate	classical_biophysical	0.927710843373494	0.3635600935313962	0.3372786409869579	method source-shift collapse
CNV0_00089	source_balanced_plus_pu_rf_train_prior_calibrated	internal_candidate	classical_biophysical	0.9218241042345277	0.3621251703673725	0.33381571079467887	method source-shift collapse
CNV0_00089	sourceheld_counterfactual_rf	internal_candidate	internal_baseline	0.562162162162162	0.29040860047523903	0.16325672675364783	method source-shift collapse; method calibration risk
CNV0_00089	D_positive_class_reweighting	internal_candidate	classical_biophysical	0.8108108108108109	0.10642091009941698	0.0862872244049327	method source-shift collapse; method HLA-heldout collapse; candidate underrepresented HLA; method calibration risk
CNV0_00089	hard_decoy_sequence_only_source_stress	internal_candidate	classical_biophysical	0.6175514626218852	0.10447610493721145	0.06451937141301249	method source-shift collapse; method HLA-heldout collapse; candidate underrepresented HLA; method calibration risk
CNV0_00089	pu_weighted_rf	internal_candidate	classical_biophysical	0.5641025641025642	0.09846294612095882	0.0555432003759255	method source-shift collapse; method HLA-heldout collapse; candidate underrepresented HLA; method calibration risk
CNV0_00099	source_balanced_rf_train_prior_calibrated	internal_candidate	classical_biophysical	0.918032786885246	0.3712798509442358	0.34084707627667554	method source-shift collapse
CNV0_00099	pu_weighted_rf_train_prior_calibrated	internal_candidate	classical_biophysical	0.927710843373494	0.3635600935313962	0.3372786409869579	method source-shift collapse
CNV0_00099	source_balanced_plus_pu_rf_train_prior_calibrated	internal_candidate	classical_biophysical	0.9218241042345277	0.3621251703673725	0.33381571079467887	method source-shift collapse
CNV0_00099	sourceheld_counterfactual_rf	internal_candidate	internal_baseline	0.5729166666666667	0.29040860047523903	0.16637992735560572	method source-shift collapse; method calibration risk
CNV0_00099	D_positive_class_reweighting	internal_candidate	classical_biophysical	0.8876404494382022	0.10642091009941698	0.094463504470269	method source-shift collapse; method HLA-heldout collapse; candidate underrepresented HLA; method calibration risk
CNV0_00099	hard_decoy_sequence_only_source_stress	internal_candidate	classical_biophysical	0.6175514626218852	0.10447610493721145	0.06451937141301249	method source-shift collapse; method HLA-heldout collapse; candidate underrepresented HLA; method calibration risk
CNV0_00099	sourceheld_prespecified_late_fusion_w0.5	internal_candidate	ensemble_or_fusion	0.5555555555555556	0.10079629221400838	0.055997940118893544	method source-shift collapse; method HLA-heldout collapse; candidate underrepresented HLA; method calibration risk
CNV0_00114	source_balanced_rf_train_prior_calibrated	internal_candidate	classical_biophysical	0.918032786885246	0.3712798509442358	0.34084707627667554	method source-shift collapse
CNV0_00114	pu_weighted_rf_train_prior_calibrated	internal_candidate	classical_biophysical	0.9245283018867924	0.3635600935313962	0.33612159590638513	method source-shift collapse
CNV0_00114	source_balanced_plus_pu_rf_train_prior_calibrated	internal_candidate	classical_biophysical	0.9218241042345277	0.3621251703673725	0.33381571079467887	method source-shift collapse
CNV0_00114	sourceheld_counterfactual_rf	internal_candidate	internal_baseline	0.4117647058823529	0.29040860047523903	0.11958001196039254	method source-shift collapse; method calibration risk
CNV0_00114	D_positive_class_reweighting	internal_candidate	classical_biophysical	0.9316239316239316	0.10642091009941698	0.09914426667381582	method source-shift collapse; method HLA-heldout collapse; candidate underrepresented HLA; method calibration risk
CNV0_00114	hard_decoy_sequence_only_source_stress	internal_candidate	classical_biophysical	0.6175514626218852	0.10447610493721145	0.06451937141301249	method source-shift collapse; method HLA-heldout collapse; candidate underrepresented HLA; method calibration risk
CNV0_00114	pu_weighted_rf	internal_candidate	classical_biophysical	0.5	0.09846294612095882	0.04923147306047941	method source-shift collapse; method HLA-heldout collapse; candidate underrepresented HLA; method calibration risk
CNV0_00134	source_balanced_rf_train_prior_calibrated	internal_candidate	classical_biophysical	0.918032786885246	0.3712798509442358	0.34084707627667554	method source-shift collapse
CNV0_00134	pu_weighted_rf_train_prior_calibrated	internal_candidate	classical_biophysical	0.9245283018867924	0.3635600935313962	0.33612159590638513	method source-shift collapse
CNV0_00134	source_balanced_plus_pu_rf_train_prior_calibrated	internal_candidate	classical_biophysical	0.9218241042345277	0.3621251703673725	0.33381571079467887	method source-shift collapse
CNV0_00134	D_positive_class_reweighting	internal_candidate	classical_biophysical	0.8876404494382022	0.19349256381712177	0.17175182630958	method source-shift collapse; method HLA-heldout collapse; method calibration risk
CNV0_00134	sourceheld_counterfactual_rf	internal_candidate	internal_baseline	0.5895953757225434	0.29040860047523903	0.17122356791025656	method source-shift collapse; method calibration risk
CNV0_00134	hard_decoy_sequence_only_source_stress	internal_candidate	classical_biophysical	0.6175514626218852	0.1899565544312935	0.11730794802365906	method source-shift collapse; method HLA-heldout collapse; method calibration risk
CNV0_00134	pu_weighted_rf	internal_candidate	classical_biophysical	0.5058365758754862	0.1790235384017433	0.09055665366625144	method source-shift collapse; method HLA-heldout collapse; method calibration risk
CNV0_00154	source_balanced_rf_train_prior_calibrated	internal_candidate	classical_biophysical	0.918032786885246	0.3712798509442358	0.34084707627667554	method source-shift collapse
CNV0_00154	pu_weighted_rf_train_prior_calibrated	internal_candidate	classical_biophysical	0.9245283018867924	0.3635600935313962	0.33612159590638513	method source-shift collapse
CNV0_00154	source_balanced_plus_pu_rf_train_prior_calibrated	internal_candidate	classical_biophysical	0.9218241042345277	0.3621251703673725	0.33381571079467887	method source-shift collapse
CNV0_00154	sourceheld_counterfactual_rf	internal_candidate	internal_baseline	0.375	0.29040860047523903	0.10890322517821463	method source-shift collapse; method calibration risk
CNV0_00154	D_positive_class_reweighting	internal_candidate	classical_biophysical	0.9316239316239316	0.10642091009941698	0.09914426667381582	method source-shift collapse; method HLA-heldout collapse; candidate underrepresented HLA; method calibration risk
CNV0_00154	hard_decoy_sequence_only_source_stress	internal_candidate	classical_biophysical	0.6175514626218852	0.10447610493721145	0.06451937141301249	method source-shift collapse; method HLA-heldout collapse; candidate underrepresented HLA; method calibration risk
CNV0_00154	sourceheld_prespecified_late_fusion_w0.5	internal_candidate	ensemble_or_fusion	0.5284974093264247	0.10079629221400838	0.0532705793048127	method source-shift collapse; method HLA-heldout collapse; candidate underrepresented HLA; method calibration risk
CNV0_00155	source_balanced_rf_train_prior_calibrated	internal_candidate	classical_biophysical	0.918032786885246	0.3712798509442358	0.34084707627667554	method source-shift collapse
CNV0_00155	pu_weighted_rf_train_prior_calibrated	internal_candidate	classical_biophysical	0.9245283018867924	0.3635600935313962	0.33612159590638513	method source-shift collapse
CNV0_00155	source_balanced_plus_pu_rf_train_prior_calibrated	internal_candidate	classical_biophysical	0.9218241042345277	0.3621251703673725	0.33381571079467887	method source-shift collapse
CNV0_00155	sourceheld_counterfactual_rf	internal_candidate	internal_baseline	0.4049586776859504	0.29040860047523903	0.11760348283708026	method source-shift collapse; method calibration risk
CNV0_00155	D_positive_class_reweighting	internal_candidate	classical_biophysical	0.8928571428571429	0.10642091009941698	0.0950186697316223	method source-shift collapse; method HLA-heldout collapse; candidate underrepresented HLA; method calibration risk
CNV0_00155	G_abstention_extreme_ood	internal_candidate	classical_biophysical	0.9863945578231292	0.09257063806761683	0.09131117360411184	method source-shift collapse; method HLA-heldout collapse; candidate underrepresented HLA; method calibration risk
CNV0_00155	hard_decoy_sequence_only_source_stress	internal_candidate	classical_biophysical	0.6175514626218852	0.10447610493721145	0.06451937141301249	method source-shift collapse; method HLA-heldout collapse; candidate underrepresented HLA; method calibration risk
CNV0_00166	source_balanced_rf_train_prior_calibrated	internal_candidate	classical_biophysical	0.918032786885246	0.3712798509442358	0.34084707627667554	method source-shift collapse
CNV0_00166	pu_weighted_rf_train_prior_calibrated	internal_candidate	classical_biophysical	0.927710843373494	0.3635600935313962	0.3372786409869579	method source-shift collapse
CNV0_00166	source_balanced_plus_pu_rf_train_prior_calibrated	internal_candidate	classical_biophysical	0.9218241042345277	0.3621251703673725	0.33381571079467887	method source-shift collapse
CNV0_00166	sourceheld_counterfactual_rf	internal_candidate	internal_baseline	0.632	0.29040860047523903	0.18353823550035106	method source-shift collapse; method calibration risk
CNV0_00166	D_positive_class_reweighting	internal_candidate	classical_biophysical	0.9316239316239316	0.10642091009941698	0.09914426667381582	method source-shift collapse; method HLA-heldout collapse; candidate underrepresented HLA; method calibration risk
CNV0_00166	hard_decoy_sequence_only_source_stress	internal_candidate	classical_biophysical	0.5714285714285714	0.10447610493721145	0.05970063139269225	method source-shift collapse; method HLA-heldout collapse; candidate underrepresented HLA; method calibration risk
CNV0_00166	pu_weighted_rf	internal_candidate	classical_biophysical	0.5641025641025642	0.09846294612095882	0.0555432003759255	method source-shift collapse; method HLA-heldout collapse; candidate underrepresented HLA; method calibration risk
CNV0_00181	source_balanced_rf_train_prior_calibrated	internal_candidate	classical_biophysical	0.918032786885246	0.3712798509442358	0.34084707627667554	method source-shift collapse
CNV0_00181	source_balanced_plus_pu_rf_train_prior_calibrated	internal_candidate	classical_biophysical	0.9405204460966544	0.3621251703673725	0.34058612677674815	method source-shift collapse
CNV0_00181	pu_weighted_rf_train_prior_calibrated	internal_candidate	classical_biophysical	0.927710843373494	0.3635600935313962	0.3372786409869579	method source-shift collapse
CNV0_00181	sourceheld_counterfactual_rf	internal_candidate	internal_baseline	0.5671641791044776	0.29040860047523903	0.16470935549341914	method source-shift collapse; method calibration risk
CNV0_00181	D_positive_class_reweighting	internal_candidate	classical_biophysical	0.8108108108108109	0.10642091009941698	0.0862872244049327	method source-shift collapse; method HLA-heldout collapse; candidate underrepresented HLA; method calibration risk
CNV0_00181	hard_decoy_sequence_only_source_stress	internal_candidate	classical_biophysical	0.6175514626218852	0.10447610493721145	0.06451937141301249	method source-shift collapse; method HLA-heldout collapse; candidate underrepresented HLA; method calibration risk
CNV0_00181	sourceheld_prespecified_late_fusion_w0.5	internal_candidate	ensemble_or_fusion	0.5571428571428572	0.10079629221400838	0.056157934233518954	method source-shift collapse; method HLA-heldout collapse; candidate underrepresented HLA; method calibration risk
CNV0_00191	source_balanced_rf_train_prior_calibrated	internal_candidate	classical_biophysical	0.918032786885246	0.3712798509442358	0.34084707627667554	method source-shift collapse
CNV0_00191	pu_weighted_rf_train_prior_calibrated	internal_candidate	classical_biophysical	0.9245283018867924	0.3635600935313962	0.33612159590638513	method source-shift collapse
CNV0_00191	source_balanced_plus_pu_rf_train_prior_calibrated	internal_candidate	classical_biophysical	0.9218241042345277	0.3621251703673725	0.33381571079467887	method source-shift collapse
CNV0_00191	sourceheld_counterfactual_rf	internal_candidate	internal_baseline	0.6039603960396039	0.29040860047523903	0.17539529335633247	method source-shift collapse; method calibration risk
CNV0_00191	D_positive_class_reweighting	internal_candidate	classical_biophysical	0.8928571428571429	0.10642091009941698	0.0950186697316223	method source-shift collapse; method HLA-heldout collapse; candidate underrepresented HLA; method calibration risk
CNV0_00191	G_abstention_extreme_ood	internal_candidate	classical_biophysical	0.9863945578231292	0.09257063806761683	0.09131117360411184	method source-shift collapse; method HLA-heldout collapse; candidate underrepresented HLA; method calibration risk
CNV0_00191	hard_decoy_sequence_only_source_stress	internal_candidate	classical_biophysical	0.6175514626218852	0.10447610493721145	0.06451937141301249	method source-shift collapse; method HLA-heldout collapse; candidate underrepresented HLA; method calibration risk
CNV0_00230	source_balanced_rf_train_prior_calibrated	internal_candidate	classical_biophysical	0.918032786885246	0.3712798509442358	0.34084707627667554	method source-shift collapse
CNV0_00230	source_balanced_plus_pu_rf_train_prior_calibrated	internal_candidate	classical_biophysical	0.9405204460966544	0.3621251703673725	0.34058612677674815	method source-shift collapse
CNV0_00230	pu_weighted_rf_train_prior_calibrated	internal_candidate	classical_biophysical	0.927710843373494	0.3635600935313962	0.3372786409869579	method source-shift collapse
CNV0_00230	D_positive_class_reweighting	internal_candidate	classical_biophysical	0.8108108108108109	0.19349256381712177	0.15688586255442305	method source-shift collapse; method HLA-heldout collapse; method calibration risk
CNV0_00230	sourceheld_counterfactual_rf	internal_candidate	internal_baseline	0.375	0.29040860047523903	0.10890322517821463	method source-shift collapse; method calibration risk
CNV0_00230	sourceheld_prespecified_late_fusion_w0.5	internal_candidate	ensemble_or_fusion	0.5284974093264247	0.18326598584365156	0.09685559873602308	method source-shift collapse; method HLA-heldout collapse; method calibration risk
CNV0_00230	hard_decoy_sequence_only_source_stress	internal_candidate	classical_biophysical	0.6175514626218852	0.0854804494940821	0.052788576610646586	method source-shift collapse; method HLA-heldout collapse; method Korean-HLA collapse; method calibration risk
CNV0_00236	source_balanced_rf_train_prior_calibrated	internal_candidate	classical_biophysical	0.9375	0.3712798509442358	0.3480748602602211	method source-shift collapse
CNV0_00236	pu_weighted_rf_train_prior_calibrated	internal_candidate	classical_biophysical	0.9245283018867924	0.3635600935313962	0.33612159590638513	method source-shift collapse
CNV0_00236	source_balanced_plus_pu_rf_train_prior_calibrated	internal_candidate	classical_biophysical	0.9218241042345277	0.3621251703673725	0.33381571079467887	method source-shift collapse
CNV0_00236	sourceheld_counterfactual_rf	internal_candidate	internal_baseline	0.6470588235294118	0.29040860047523903	0.18791144736633114	method source-shift collapse; method calibration risk
CNV0_00236	D_positive_class_reweighting	internal_candidate	classical_biophysical	0.9316239316239316	0.10642091009941698	0.09914426667381582	method source-shift collapse; method HLA-heldout collapse; candidate underrepresented HLA; method calibration risk
CNV0_00236	hard_decoy_sequence_only_source_stress	internal_candidate	classical_biophysical	0.6175514626218852	0.10447610493721145	0.06451937141301249	method source-shift collapse; method HLA-heldout collapse; candidate underrepresented HLA; method calibration risk
CNV0_00236	pu_weighted_rf	internal_candidate	classical_biophysical	0.5058365758754862	0.09846294612095882	0.049806159516438304	method source-shift collapse; method HLA-heldout collapse; candidate underrepresented HLA; method calibration risk
CNV0_00247	source_balanced_rf_train_prior_calibrated	internal_candidate	classical_biophysical	0.918032786885246	0.3712798509442358	0.34084707627667554	method source-shift collapse
CNV0_00247	pu_weighted_rf_train_prior_calibrated	internal_candidate	classical_biophysical	0.9245283018867924	0.3635600935313962	0.33612159590638513	method source-shift collapse
CNV0_00247	source_balanced_plus_pu_rf_train_prior_calibrated	internal_candidate	classical_biophysical	0.9218241042345277	0.3621251703673725	0.33381571079467887	method source-shift collapse
CNV0_00247	sourceheld_counterfactual_rf	internal_candidate	internal_baseline	0.5671641791044776	0.29040860047523903	0.16470935549341914	method source-shift collapse; method calibration risk
CNV0_00247	D_positive_class_reweighting	internal_candidate	classical_biophysical	0.9316239316239316	0.10642091009941698	0.09914426667381582	method source-shift collapse; method HLA-heldout collapse; candidate underrepresented HLA; method calibration risk
CNV0_00247	hard_decoy_sequence_only_source_stress	internal_candidate	classical_biophysical	0.6175514626218852	0.10447610493721145	0.06451937141301249	method source-shift collapse; method HLA-heldout collapse; candidate underrepresented HLA; method calibration risk
CNV0_00247	F_topk_diversification_hla_cluster	internal_candidate	classical_biophysical	0.6083650190114068	0.07949977214244479	0.048364880390840935	method source-shift collapse; method HLA-heldout collapse; candidate underrepresented HLA; method calibration risk
CNV0_00250	source_balanced_rf_train_prior_calibrated	internal_candidate	classical_biophysical	0.918032786885246	0.3712798509442358	0.34084707627667554	method source-shift collapse
CNV0_00250	pu_weighted_rf_train_prior_calibrated	internal_candidate	classical_biophysical	0.927710843373494	0.3635600935313962	0.3372786409869579	method source-shift collapse
CNV0_00250	source_balanced_plus_pu_rf_train_prior_calibrated	internal_candidate	classical_biophysical	0.9218241042345277	0.3621251703673725	0.33381571079467887	method source-shift collapse
CNV0_00250	sourceheld_counterfactual_rf	internal_candidate	internal_baseline	0.562162162162162	0.29040860047523903	0.16325672675364783	method source-shift collapse; method calibration risk
CNV0_00250	D_positive_class_reweighting	internal_candidate	classical_biophysical	0.8108108108108109	0.19349256381712177	0.15688586255442305	method source-shift collapse; method HLA-heldout collapse; method calibration risk
CNV0_00250	hard_decoy_sequence_only_source_stress	internal_candidate	classical_biophysical	0.6175514626218852	0.1899565544312935	0.11730794802365906	method source-shift collapse; method HLA-heldout collapse; method calibration risk
CNV0_00250	pu_weighted_rf	internal_candidate	classical_biophysical	0.5641025641025642	0.1790235384017433	0.10098763704713726	method source-shift collapse; method HLA-heldout collapse; method calibration risk
CNV0_00258	source_balanced_rf_train_prior_calibrated	internal_candidate	classical_biophysical	0.918032786885246	0.3712798509442358	0.34084707627667554	method source-shift collapse
CNV0_00258	pu_weighted_rf_train_prior_calibrated	internal_candidate	classical_biophysical	0.927710843373494	0.3635600935313962	0.3372786409869579	method source-shift collapse
CNV0_00258	source_balanced_plus_pu_rf_train_prior_calibrated	internal_candidate	classical_biophysical	0.9218241042345277	0.3621251703673725	0.33381571079467887	method source-shift collapse
CNV0_00258	sourceheld_counterfactual_rf	internal_candidate	internal_baseline	0.6600000000000001	0.29040860047523903	0.1916696763136578	method source-shift collapse; method calibration risk
CNV0_00258	D_positive_class_reweighting	internal_candidate	classical_biophysical	0.9305555555555556	0.10642091009941698	0.0990305691202908	method source-shift collapse; method HLA-heldout collapse; candidate underrepresented HLA; method calibration risk
CNV0_00258	sourceheld_prespecified_late_fusion_w0.5	internal_candidate	ensemble_or_fusion	0.4617368873602751	0.10079629221400838	0.046541366224352954	method source-shift collapse; method HLA-heldout collapse; candidate underrepresented HLA; method calibration risk
CNV0_00258	hard_decoy_sequence_only_source_stress	internal_candidate	classical_biophysical	0.6175514626218852	0.04701424722174515	0.029033717135855622	method source-shift collapse; method HLA-heldout collapse; candidate underrepresented HLA; method Korean-HLA collapse; method calibration risk
CNV0_00267	source_balanced_rf_train_prior_calibrated	internal_candidate	classical_biophysical	0.9142857142857144	0.3712798509442358	0.33945586372044423	method source-shift collapse
CNV0_00267	pu_weighted_rf_train_prior_calibrated	internal_candidate	classical_biophysical	0.927710843373494	0.3635600935313962	0.3372786409869579	method source-shift collapse
