score	n	apparent_auprc	apparent_auroc	top10_precision	top20_precision	top10_high_leakage_fraction
barneo_score	2715	0.9771627802406195	0.9796984335241731	1.0	1.0	1.0
barneo_bma_score	2715	0.9026077069759596	0.9212002138111394	1.0	1.0	1.0
patient_gated_score	2715	0.9766304966435051	0.9794598839058524	1.0	1.0	1.0
patient_gated_bma_score	2715	0.8959204014785861	0.9187285747102064	1.0	0.9	1.0
barneo_x_discovery_score	2715	0.9401806671360253	0.9452202829021769	1.0	0.95	0.2
barneo_x_claim_safe_score	2715	0.8212413043236372	0.904113545200735	0.9	0.85	0.0
