split_contract	split_group	method_name	method_role	method_family	method_disposition	uses_public_pretraining	clean_comparator_allowed	n_total	n_pos	prevalence	AUPRC	anchor_AUPRC	delta_AUPRC_vs_anchor	top10_precision	anchor_top10_precision	delta_top10_precision_vs_anchor	calibration_ece	anchor_calibration_ece	delta_ECE_vs_anchor	anchor_comparison_status	metric_note
exact_peptide_hla_holdout	no_exact_phla_train_overlap	MHCflurry	caveated_public_comparator	deep_immunogenicity	caveated_public_not_clean_claim	True	False	225	83	0.3688888888888889	0.5961083597248521	0.550865136667684	0.0452432230571681	1.0	0.8	0.19999999999999996	0.0371587245861029	0.0700692787186252	-0.0329105541325223	win	NA
exact_peptide_hla_holdout	no_exact_phla_train_overlap	VQC	bounded_fallback	qk_fallback	bounded_fallback_not_headline	False	True	136	62	0.4558823529411764	0.5827459229108123	0.550865136667684	0.03188078624312829	0.9	0.8	0.09999999999999998	0.0707045076421587	0.0700692787186252	0.0006352289235335012	win	NA
exact_peptide_hla_holdout	no_exact_phla_train_overlap	Wave8_TCR_SelfSim_no_exact	internal_candidate	tcr_aware	clean_internal_candidate	False	True	225	83	0.3688888888888889	0.5739019818887943	0.550865136667684	0.02303684522111027	1.0	0.8	0.19999999999999996	0.0736609025312608	0.0700692787186252	0.0035916238126356	win	NA
exact_peptide_hla_holdout	no_exact_phla_train_overlap	Wave8_TCR_only	internal_candidate	tcr_aware	clean_internal_candidate	False	True	136	62	0.4558823529411764	0.568809469297723	0.550865136667684	0.017944332630039028	0.8	0.8	0.0	0.0916905704545625	0.0700692787186252	0.021621291735937298	win	NA
exact_peptide_hla_holdout	no_exact_phla_train_overlap	Wave8_TCR_motif_only	internal_candidate	tcr_aware	clean_internal_candidate	False	True	225	83	0.3688888888888889	0.5679241124627262	0.550865136667684	0.01705897579504223	0.8	0.8	0.0	0.0376711974537579	0.0700692787186252	-0.0323980812648673	win	NA
exact_peptide_hla_holdout	no_exact_phla_train_overlap	W7A_QK_only	bounded_fallback	qk_fallback	bounded_fallback_not_headline	False	True	136	62	0.4558823529411764	0.5561561571313067	0.550865136667684	0.005291020463622731	0.6	0.8	-0.20000000000000007	0.1952952430952012	0.0700692787186252	0.125225964376576	tie	NA
exact_peptide_hla_holdout	no_exact_phla_train_overlap	Wave8_TCR_SelfSim_full	internal_candidate	tcr_aware	clean_internal_candidate	False	True	225	83	0.3688888888888889	0.5434020630656806	0.550865136667684	-0.007463073602003378	0.8	0.8	0.0	0.0538360109264056	0.0700692787186252	-0.016233267792219598	tie	NA
exact_peptide_hla_holdout	no_exact_phla_train_overlap	Stack_mean_E1	internal_candidate	ensemble_or_fusion	clean_internal_candidate	False	True	136	62	0.4558823529411764	0.5346257292899194	0.550865136667684	-0.016239407377764636	0.6	0.8	-0.20000000000000007	0.0937587861800715	0.0700692787186252	0.023689507461446296	loss	NA
exact_peptide_hla_holdout	no_exact_phla_train_overlap	rule_gated_C_QK_structure	bounded_fallback	qk_fallback	bounded_fallback_not_headline	False	True	437	104	0.2379862700228833	0.5313417518018263	0.550865136667684	-0.019523384865857696	0.9	0.8	0.09999999999999998	0.0401390310878718	0.0700692787186252	-0.0299302476307534	loss	NA
exact_peptide_hla_holdout	no_exact_phla_train_overlap	W7A_full	internal_candidate	classical_biophysical	clean_internal_candidate	False	True	136	62	0.4558823529411764	0.5205970300518898	0.550865136667684	-0.030268106615794155	0.7	0.8	-0.10000000000000009	0.2026365342855401	0.0700692787186252	0.1325672555669149	loss	NA
