method_name	method_family	method_role	uses_public_pretraining	training_overlap_audited	clean_comparator_allowed	mean_AUPRC	mean_top10_precision	mean_ECE	source_collapse_rate	utility_score	posterior_alpha	public_overlap_penalty	bounded_fallback_penalty	uncertainty_only_penalty	calibration_penalty	abstention_penalty	posterior_weight_global	context_label	context_multiplier	contextual_alpha	context_adjustment_reasons	contextual_weight	selected_rank
Stack_mean_E1	ensemble_or_fusion	internal_candidate	False	True	True	0.6547226088365166	0.7927083333333333	0.2193157684849198	0.0	0.6031887790475666	5.825510232380533	0.0	0.0	0.0	0.1193157684849197	0.0730811495825032	0.0133258488900168	source:TESLA_mmc7_validation	1.0	5.825510232380533		0.015999044115609425	4
RF_biophys	internal_baseline	internal_candidate	False	True	True	0.5706072727927642	0.7770833333333333	0.2498321400557297	0.0	0.5891051248154683	5.712840998523746	0.0	0.0	0.0	0.1498321400557297	0.0730811495825032	0.0130681181290984	source:TESLA_mmc7_validation	1.0	5.712840998523746		0.01568961198502504	5
Stack_LR_inmaster_E3a	ensemble_or_fusion	internal_candidate	False	True	True	0.6557758318401355	0.7958333333333333	0.2344317982906944	0.0	0.5867650415428808	5.694120332343046	0.0	0.0	0.0	0.1344317982906944	0.0730811495825032	0.0130252946237413	source:TESLA_mmc7_validation	1.0	5.694120332343046		0.015638197988284665	6
v0_C_counterfactual_RF	internal_baseline	internal_candidate	False	True	True	0.4387272197550305	0.5032679738562091	0.1708675757249617	0.0	0.5820808964892761	5.656647171914209	0.0	0.0	0.0	0.0708675757249616	0.0	0.0129395748063542	source:TESLA_mmc7_validation	1.0	5.656647171914209		0.01553528258294904	7
anchor_lr	internal_baseline	anchor	False	True	True	0.526168165769229	0.6032679738562092	0.1775082996033321	0.0	0.6823254143640347	6.458603314912278	0.0	0.0	0.0	0.077508299603332	0.0	0.0147740486896223	hla:HLA-A*02:01	1.1408563486233188	7.368338595057284	HLA-heldout utility=0.644; Korean-HLA observed split utility bonus	0.017047799648765568	1
Wave8_TCR_SelfSim_no_exact	tcr_aware	internal_candidate	False	True	True	0.5640159289183905	0.821875	0.1485123384602096	0.0	0.6070509355675456	5.856407484540365	0.0	0.0	0.0	0.0485123384602095	0.067861634209605	0.0133965263237479	hla:HLA-A*02:01	1.2521007996155382	7.332812494267414	HLA-heldout utility=0.821; Korean-HLA observed split utility bonus	0.016965604478069447	2
Stack_LR_inmaster_E3a	ensemble_or_fusion	internal_candidate	False	True	True	0.6557758318401355	0.7958333333333333	0.2344317982906944	0.0	0.5867650415428808	5.694120332343046	0.0	0.0	0.0	0.1344317982906944	0.0730811495825032	0.0130252946237413	hla:HLA-A*02:01	1.2836712663643077	7.309378657849551	HLA-heldout utility=0.871; Korean-HLA observed split utility bonus	0.016911386645501104	3
Stack_median_E2	ensemble_or_fusion	internal_candidate	False	True	True	0.6129595859237941	0.7770833333333333	0.212227512713173	0.0	0.5804891117677747	5.643912894142198	0.0	0.0	0.0	0.112227512713173	0.0730811495825032	0.0129104451585561	hla:HLA-A*02:01	1.2609029675820875	7.116426516998706	HLA-heldout utility=0.835; Korean-HLA observed split utility bonus	0.0164649617972684	4
Stack_mean_E1	ensemble_or_fusion	internal_candidate	False	True	True	0.6547226088365166	0.7927083333333333	0.2193157684849198	0.0	0.6031887790475666	5.825510232380533	0.0	0.0	0.0	0.1193157684849197	0.0730811495825032	0.0133258488900168	hla:HLA-A*02:01	1.221387769020661	7.1152069461342915	HLA-heldout utility=0.772; Korean-HLA observed split utility bonus	0.01646214013001115	5
source_balanced_rf_train_prior_calibrated	classical_biophysical	internal_candidate	False	True	True	0.8018477297085784	0.7886734693877551	0.1185004547209218	0.5	0.7154761639668954	6.723809311735163	0.0	0.0	0.0	0.0185004547209217	0.0916178623791538	0.0153807071448326	hla:HLA-A*02:01	1.0314745217504198	6.935437994163046	HLA-heldout utility=0.825; source-prior coupling penalty; Korean-HLA observed split utility bonus	0.01604621664376825	6
RF_biophys	internal_baseline	internal_candidate	False	True	True	0.5706072727927642	0.7770833333333333	0.2498321400557297	0.0	0.5891051248154683	5.712840998523746	0.0	0.0	0.0	0.1498321400557297	0.0730811495825032	0.0130681181290984	hla:HLA-A*02:01	1.173496671894252	6.703999898828652	HLA-heldout utility=0.696; Korean-HLA observed split utility bonus	0.015510748542044569	7
Structure_LR	structure_proxy	anchor	False	True	True	0.6623858274802117	0.7899999999999999	0.1573594162403874	0.0	0.8087866417968184	7.470293134374547	0.0	0.0	0.0	0.0573594162403874	0.0656612717524479	0.0170882881501911	hla:HLA-A*11:01	0.9785050650127909	7.309719669115771	HLA-heldout utility=0.720; source-prior coupling penalty; Korean-HLA observed split utility bonus	0.01711405854340674	1
anchor_lr	internal_baseline	anchor	False	True	True	0.526168165769229	0.6032679738562092	0.1775082996033321	0.0	0.6823254143640347	6.458603314912278	0.0	0.0	0.0	0.077508299603332	0.0	0.0147740486896223	hla:HLA-A*11:01	1.0756580795431554	6.947248838249598	HLA-heldout utility=0.541; Korean-HLA observed split utility bonus	0.016265414915398586	2
source_balanced_rf_train_prior_calibrated	classical_biophysical	internal_candidate	False	True	True	0.8018477297085784	0.7886734693877551	0.1185004547209218	0.5	0.7154761639668954	6.723809311735163	0.0	0.0	0.0	0.0185004547209217	0.0916178623791538	0.0153807071448326	hla:HLA-A*11:01	1.0265166702244044	6.902102345906224	HLA-heldout utility=0.816; source-prior coupling penalty; Korean-HLA observed split utility bonus	0.016159714594733973	3
mean_pLDDT_peptide	structure_proxy	internal_candidate	False	True	True	0.399944586155548	0.4209150326797385	0.1736954738324421	0.0	0.5466421859286203	5.373137487428963	0.0	0.0	0.0	0.0736954738324421	0.0	0.0122910466837346	hla:HLA-A*11:01	1.2461052631578948	6.695494902756217	HLA-heldout utility=0.811; Korean-HLA observed split utility bonus	0.015675989905193245	4
ESMFold_3D_CV_score	structure_proxy	internal_candidate	False	True	True	0.5028430277971025	0.4326797385620915	0.2231688809614381	0.0	0.5550711311915889	5.440569049532711	0.0	0.0	0.0	0.1231688809614381	0.0	0.0124452963152978	hla:HLA-A*11:01	1.227625	6.678978579432594	HLA-heldout utility=0.782; Korean-HLA observed split utility bonus	0.01563732066244833	5
kNN	classical_biophysical	internal_candidate	False	True	True	0.61054647575326	0.7958333333333333	0.2317392558323434	0.0	0.5819538917190391	5.655631133752313	0.0	0.0	0.0	0.1317392558323434	0.0730811495825032	0.0129372506200646	hla:HLA-A*11:01	1.175514737611577	6.648277748220717	HLA-heldout utility=0.699; Korean-HLA observed split utility bonus	0.015565441596427336	6
Stack_mean_E1	ensemble_or_fusion	internal_candidate	False	True	True	0.6547226088365166	0.7927083333333333	0.2193157684849198	0.0	0.6031887790475666	5.825510232380533	0.0	0.0	0.0	0.1193157684849197	0.0730811495825032	0.0133258488900168	hla:HLA-A*11:01	1.1405923177624497	6.644532218099779	HLA-heldout utility=0.644; Korean-HLA observed split utility bonus	0.015556672283147558	7
Structure_LR	structure_proxy	anchor	False	True	True	0.6623858274802117	0.7899999999999999	0.1573594162403874	0.0	0.8087866417968184	7.470293134374547	0.0	0.0	0.0	0.0573594162403874	0.0656612717524479	0.0170882881501911	hla:HLA-A*24:02	1.0194357857991698	7.61548415159126	HLA-heldout utility=0.799; source-prior coupling penalty; Korean-HLA observed split utility bonus	0.01902477328397982	1
Stack_LR_inmaster_E3a	ensemble_or_fusion	internal_candidate	False	True	True	0.6557758318401355	0.7958333333333333	0.2344317982906944	0.0	0.5867650415428808	5.694120332343046	0.0	0.0	0.0	0.1344317982906944	0.0730811495825032	0.0130252946237413	hla:HLA-A*24:02	1.2936607568232927	7.366260018581804	HLA-heldout utility=0.887; Korean-HLA observed split utility bonus	0.018402169056458632	2
Stack_mean_E1	ensemble_or_fusion	internal_candidate	False	True	True	0.6547226088365166	0.7927083333333333	0.2193157684849198	0.0	0.6031887790475666	5.825510232380533	0.0	0.0	0.0	0.1193157684849197	0.0730811495825032	0.0133258488900168	hla:HLA-A*24:02	1.2602592243093522	7.341653006666085	HLA-heldout utility=0.834; Korean-HLA observed split utility bonus	0.018340696559953608	3
Wave8_TCR_SelfSim_no_exact	tcr_aware	internal_candidate	False	True	True	0.5640159289183905	0.821875	0.1485123384602096	0.0	0.6070509355675456	5.856407484540365	0.0	0.0	0.0	0.0485123384602095	0.067861634209605	0.0133965263237479	hla:HLA-A*24:02	1.2366510840512834	7.242332664402892	HLA-heldout utility=0.796; Korean-HLA observed split utility bonus	0.018092577470420777	4
source_balanced_rf_train_prior_calibrated	classical_biophysical	internal_candidate	False	True	True	0.8018477297085784	0.7886734693877551	0.1185004547209218	0.5	0.7154761639668954	6.723809311735163	0.0	0.0	0.0	0.0185004547209217	0.0916178623791538	0.0153807071448326	hla:HLA-A*24:02	1.0652225111765803	7.1623530397190045	HLA-heldout utility=0.890; source-prior coupling penalty; Korean-HLA observed split utility bonus	0.01789277477939544	5
pu_weighted_rf_train_prior_calibrated	classical_biophysical	internal_candidate	False	True	True	0.7856412585510668	0.7786734693877552	0.1299403753005572	0.5	0.6883002471536757	6.506401977229405	0.0	0.0	0.0	0.0299403753005571	0.0916178623791538	0.0148833880823578	hla:HLA-A*24:02	1.1006654599403418	7.1613719248239525	HLA-heldout utility=0.957; source-prior coupling penalty; Korean-HLA observed split utility bonus	0.01789032378769585	6
Stack_median_E2	ensemble_or_fusion	internal_candidate	False	True	True	0.6129595859237941	0.7770833333333333	0.212227512713173	0.0	0.5804891117677747	5.643912894142198	0.0	0.0	0.0	0.112227512713173	0.0730811495825032	0.0129104451585561	hla:HLA-A*24:02	1.257942958271237	7.0997204822824145	HLA-heldout utility=0.830; Korean-HLA observed split utility bonus	0.01773630800962638	7
source_balanced_rf_train_prior_calibrated	classical_biophysical	internal_candidate	False	True	True	0.8018477297085784	0.7886734693877551	0.1185004547209218	0.5	0.7154761639668954	6.723809311735163	0.0	0.0	0.0	0.0185004547209217	0.0916178623791538	0.0153807071448326	hla:HLA-B*15:01	1.0519193226082724	7.072904936547647	HLA-heldout utility=0.865; source-prior coupling penalty; Korean-HLA observed split utility bonus	0.01796597595694662	1
source_balanced_plus_pu_rf_train_prior_calibrated	classical_biophysical	internal_candidate	False	True	True	0.7835661250612553	0.7801020408163266	0.1274281647560251	0.5	0.6905140313291454	6.524112250633163	0.0	0.0	0.0	0.027428164756025	0.0916178623791538	0.0149239003152378	hla:HLA-B*15:01	1.0619822116950601	6.928491157274243	HLA-heldout utility=0.885; source-prior coupling penalty; Korean-HLA observed split utility bonus	0.017599148675998575	2
hard_decoy_sequence_only_source_stress	classical_biophysical	internal_candidate	False	True	True	0.6815679940633383	0.7286734693877551	0.2342326116775485	0.0	0.5816241395188945	5.652993116151156	0.0	0.0	0.0	0.1342326116775485	0.0916178623791538	0.0129312161574133	hla:HLA-B*15:01	1.168352977947504	6.604691341571943	HLA-heldout utility=0.688; Korean-HLA observed split utility bonus	0.016776660638062244	3
pu_weighted_rf_train_prior_calibrated	classical_biophysical	internal_candidate	False	True	True	0.7856412585510668	0.7786734693877552	0.1299403753005572	0.5	0.6883002471536757	6.506401977229405	0.0	0.0	0.0	0.0299403753005571	0.0916178623791538	0.0148833880823578	hla:HLA-B*15:01	1.008321437715764	6.560544596036644	HLA-heldout utility=0.778; source-prior coupling penalty; Korean-HLA observed split utility bonus	0.01666452292718107	4
anchor_lr	internal_baseline	anchor	False	True	True	0.526168165769229	0.6032679738562092	0.1775082996033321	0.0	0.6823254143640347	6.458603314912278	0.0	0.0	0.0	0.077508299603332	0.0	0.0147740486896223	hla:HLA-B*15:01	1.0	6.458603314912278		0.016405580579993993	5
Structure_LR	structure_proxy	anchor	False	True	True	0.6623858274802117	0.7899999999999999	0.1573594162403874	0.0	0.8087866417968184	7.470293134374547	0.0	0.0	0.0	0.0573594162403874	0.0656612717524479	0.0170882881501911	hla:HLA-B*15:01	0.8256217207730865	6.167636272281687	HLA-heldout utility=0.425; source-prior coupling penalty; Korean-HLA observed split utility bonus	0.01566649148731397	6
Wave8_TCR_SelfSim_no_exact	tcr_aware	internal_candidate	False	True	True	0.5640159289183905	0.821875	0.1485123384602096	0.0	0.6070509355675456	5.856407484540365	0.0	0.0	0.0	0.0485123384602095	0.067861634209605	0.0133965263237479	hla:HLA-B*15:01	1.00275	5.872512605122851	HLA-heldout utility=0.425; Korean-HLA observed split utility bonus	0.0149168440997033	7
hard_decoy_sequence_only_source_stress	classical_biophysical	internal_candidate	False	True	True	0.6815679940633383	0.7286734693877551	0.2342326116775485	0.0	0.5816241395188945	5.652993116151156	0.0	0.0	0.0	0.1342326116775485	0.0916178623791538	0.0129312161574133	hla:HLA-B*40:01	1.3417480678139175	7.58489259096119	HLA-heldout utility=0.963; Korean-HLA observed split utility bonus	0.017817971355645095	1
source_balanced_rf_train_prior_calibrated	classical_biophysical	internal_candidate	False	True	True	0.8018477297085784	0.7886734693877551	0.1185004547209218	0.5	0.7154761639668954	6.723809311735163	0.0	0.0	0.0	0.0185004547209217	0.0916178623791538	0.0153807071448326	hla:HLA-B*40:01	1.116702995047834	7.508497996545172	HLA-heldout utility=0.990; source-prior coupling penalty; Korean-HLA observed split utility bonus	0.017638509790605553	2
source_balanced_plus_pu_rf_train_prior_calibrated	classical_biophysical	internal_candidate	False	True	True	0.7835661250612553	0.7801020408163266	0.1274281647560251	0.5	0.6905140313291454	6.524112250633163	0.0	0.0	0.0	0.027428164756025	0.0916178623791538	0.0149239003152378	hla:HLA-B*40:01	1.1159186504950558	7.28037853840482	HLA-heldout utility=0.990; source-prior coupling penalty; Korean-HLA observed split utility bonus	0.01710262534371782	3
pu_weighted_rf_train_prior_calibrated	classical_biophysical	internal_candidate	False	True	True	0.7856412585510668	0.7786734693877552	0.1299403753005572	0.5	0.6883002471536757	6.506401977229405	0.0	0.0	0.0	0.0299403753005571	0.0916178623791538	0.0148833880823578	hla:HLA-B*40:01	1.1178057574852902	7.272893590660705	HLA-heldout utility=0.990; source-prior coupling penalty; Korean-HLA observed split utility bonus	0.017085042156757196	4
anchor_lr	internal_baseline	anchor	False	True	True	0.526168165769229	0.6032679738562092	0.1775082996033321	0.0	0.6823254143640347	6.458603314912278	0.0	0.0	0.0	0.077508299603332	0.0	0.0147740486896223	hla:HLA-B*40:01	1.0	6.458603314912278		0.015172160644663538	5
decoy_focal_positive_pattern	classical_biophysical	internal_candidate	False	True	True	0.6449232670520787	0.6875992063492063	0.2667324431132048	0.1666666666666666	0.4787916431909522	4.830333145527618	0.0	0.0	0.0	0.1667324431132048	0.0854322474708876	0.0110493822889463	hla:HLA-B*40:01	1.3285523467661813	6.417350436153187	HLA-heldout utility=0.942; Korean-HLA observed split utility bonus	0.01507525187459825	6
anchor_rf	internal_baseline	anchor	False	True	True	0.6145059707030316	0.7098214285714285	0.2820268271796063	0.3333333333333333	0.4958018807970833	4.966415046376667	0.0	0.0	0.0	0.1820268271796063	0.0854322474708876	0.0113606695024338	hla:HLA-B*40:01	1.2912547009912307	6.412906775707453	HLA-heldout utility=0.883; Korean-HLA observed split utility bonus	0.01506481309598843	7
anchor_lr	internal_baseline	anchor	False	True	True	0.526168165769229	0.6032679738562092	0.1775082996033321	0.0	0.6823254143640347	6.458603314912278	0.0	0.0	0.0	0.077508299603332	0.0	0.0147740486896223	hla:HLA-C*01:02	1.0	6.458603314912278		0.016459410701253546	1
Structure_LR	structure_proxy	anchor	False	True	True	0.6623858274802117	0.7899999999999999	0.1573594162403874	0.0	0.8087866417968184	7.470293134374547	0.0	0.0	0.0	0.0573594162403874	0.0656612717524479	0.0170882881501911	hla:HLA-C*01:02	0.823357487681961	6.150721787366429	source-prior coupling penalty	0.015674790828795058	2
Wave8_TCR_SelfSim_no_exact	tcr_aware	internal_candidate	False	True	True	0.5640159289183905	0.821875	0.1485123384602096	0.0	0.6070509355675456	5.856407484540365	0.0	0.0	0.0	0.0485123384602095	0.067861634209605	0.0133965263237479	hla:HLA-C*01:02	1.0	5.856407484540365		0.014924746314637884	3
Stack_mean_E1	ensemble_or_fusion	internal_candidate	False	True	True	0.6547226088365166	0.7927083333333333	0.2193157684849198	0.0	0.6031887790475666	5.825510232380533	0.0	0.0	0.0	0.1193157684849197	0.0730811495825032	0.0133258488900168	hla:HLA-C*01:02	1.0	5.825510232380533		0.014846006293298492	4
RF_biophys	internal_baseline	internal_candidate	False	True	True	0.5706072727927642	0.7770833333333333	0.2498321400557297	0.0	0.5891051248154683	5.712840998523746	0.0	0.0	0.0	0.1498321400557297	0.0730811495825032	0.0130681181290984	hla:HLA-C*01:02	1.0	5.712840998523746		0.01455887467938397	5
Stack_LR_inmaster_E3a	ensemble_or_fusion	internal_candidate	False	True	True	0.6557758318401355	0.7958333333333333	0.2344317982906944	0.0	0.5867650415428808	5.694120332343046	0.0	0.0	0.0	0.1344317982906944	0.0730811495825032	0.0130252946237413	hla:HLA-C*01:02	1.0	5.694120332343046		0.014511166046689691	6
v0_C_counterfactual_RF	internal_baseline	internal_candidate	False	True	True	0.4387272197550305	0.5032679738562091	0.1708675757249617	0.0	0.5820808964892761	5.656647171914209	0.0	0.0	0.0	0.0708675757249616	0.0	0.0129395748063542	hla:HLA-C*01:02	1.0	5.656647171914209		0.014415667669146034	7
hard_decoy_sequence_only_source_stress	classical_biophysical	internal_candidate	False	True	True	0.6815679940633383	0.7286734693877551	0.2342326116775485	0.0	0.5816241395188945	5.652993116151156	0.0	0.0	0.0	0.1342326116775485	0.0916178623791538	0.0129312161574133	hla:HLA-C*03:03	1.2501363312651779	7.067012074892511	HLA-heldout utility=0.818; Korean-HLA observed split utility bonus	0.017153895784337698	1
source_balanced_rf_train_prior_calibrated	classical_biophysical	internal_candidate	False	True	True	0.8018477297085784	0.7886734693877551	0.1185004547209218	0.5	0.7154761639668954	6.723809311735163	0.0	0.0	0.0	0.0185004547209217	0.0916178623791538	0.0153807071448326	hla:HLA-C*03:03	1.0349704558105373	6.958943988149676	HLA-heldout utility=0.832; source-prior coupling penalty; Korean-HLA observed split utility bonus	0.01689158001666193	2
pu_weighted_rf_train_prior_calibrated	classical_biophysical	internal_candidate	False	True	True	0.7856412585510668	0.7786734693877552	0.1299403753005572	0.5	0.6883002471536757	6.506401977229405	0.0	0.0	0.0	0.0299403753005571	0.0916178623791538	0.0148833880823578	hla:HLA-C*03:03	1.035679838944422	6.738549351884619	HLA-heldout utility=0.831; source-prior coupling penalty; Korean-HLA observed split utility bonus	0.016356611831826146	3
source_balanced_plus_pu_rf_train_prior_calibrated	classical_biophysical	internal_candidate	False	True	True	0.7835661250612553	0.7801020408163266	0.1274281647560251	0.5	0.6905140313291454	6.524112250633163	0.0	0.0	0.0	0.027428164756025	0.0916178623791538	0.0149239003152378	hla:HLA-C*03:03	1.0257703888135092	6.692241159994958	HLA-heldout utility=0.815; source-prior coupling penalty; Korean-HLA observed split utility bonus	0.016244207057471993	4
anchor_lr	internal_baseline	anchor	False	True	True	0.526168165769229	0.6032679738562092	0.1775082996033321	0.0	0.6823254143640347	6.458603314912278	0.0	0.0	0.0	0.077508299603332	0.0	0.0147740486896223	hla:HLA-C*03:03	1.0	6.458603314912278		0.015677093374439764	5
Structure_LR	structure_proxy	anchor	False	True	True	0.6623858274802117	0.7899999999999999	0.1573594162403874	0.0	0.8087866417968184	7.470293134374547	0.0	0.0	0.0	0.0573594162403874	0.0656612717524479	0.0170882881501911	hla:HLA-C*03:03	0.8256217207730865	6.167636272281687	HLA-heldout utility=0.425; source-prior coupling penalty; Korean-HLA observed split utility bonus	0.014970823415782871	6
anchor_rf_retrained_cf	internal_baseline	anchor	False	True	True	0.6338654497872817	0.7443877551020408	0.2757104258121499	0.5	0.4876180422490748	4.900944337992598	0.0	0.0	0.0	0.1757104258121498	0.0916178623791538	0.0112109053218133	hla:HLA-C*03:03	1.2424792558093027	6.08932167383186	HLA-heldout utility=0.806; Korean-HLA observed split utility bonus	0.014780728868615846	7
anchor_lr	internal_baseline	anchor	False	True	True	0.526168165769229	0.6032679738562092	0.1775082996033321	0.0	0.6823254143640347	6.458603314912278	0.0	0.0	0.0	0.077508299603332	0.0	0.0147740486896223	hla:HLA-C*07:02	1.0	6.458603314912278		0.017096596972760596	1
Structure_LR	structure_proxy	anchor	False	True	True	0.6623858274802117	0.7899999999999999	0.1573594162403874	0.0	0.8087866417968184	7.470293134374547	0.0	0.0	0.0	0.0573594162403874	0.0656612717524479	0.0170882881501911	hla:HLA-C*07:02	0.823357487681961	6.150721787366429	source-prior coupling penalty	0.016281602439862774	2
Wave8_TCR_SelfSim_no_exact	tcr_aware	internal_candidate	False	True	True	0.5640159289183905	0.821875	0.1485123384602096	0.0	0.6070509355675456	5.856407484540365	0.0	0.0	0.0	0.0485123384602095	0.067861634209605	0.0133965263237479	hla:HLA-C*07:02	1.0	5.856407484540365		0.015502521766628304	3
Stack_mean_E1	ensemble_or_fusion	internal_candidate	False	True	True	0.6547226088365166	0.7927083333333333	0.2193157684849198	0.0	0.6031887790475666	5.825510232380533	0.0	0.0	0.0	0.1193157684849197	0.0730811495825032	0.0133258488900168	hla:HLA-C*07:02	1.0	5.825510232380533		0.015420733515827584	4
RF_biophys	internal_baseline	internal_candidate	False	True	True	0.5706072727927642	0.7770833333333333	0.2498321400557297	0.0	0.5891051248154683	5.712840998523746	0.0	0.0	0.0	0.1498321400557297	0.0730811495825032	0.0130681181290984	hla:HLA-C*07:02	1.0	5.712840998523746		0.015122486296025178	5
Stack_LR_inmaster_E3a	ensemble_or_fusion	internal_candidate	False	True	True	0.6557758318401355	0.7958333333333333	0.2344317982906944	0.0	0.5867650415428808	5.694120332343046	0.0	0.0	0.0	0.1344317982906944	0.0730811495825032	0.0130252946237413	hla:HLA-C*07:02	1.0	5.694120332343046		0.015072930739018907	6
v0_C_counterfactual_RF	internal_baseline	internal_candidate	False	True	True	0.4387272197550305	0.5032679738562091	0.1708675757249617	0.0	0.5820808964892761	5.656647171914209	0.0	0.0	0.0	0.0708675757249616	0.0	0.0129395748063542	hla:HLA-C*07:02	1.0	5.656647171914209		0.01497373537279039	7
