method_name	method_role	method_family	uses_public_pretraining	clean_comparator_allowed	overall_mean_AUPRC	source_heldout_median_AUPRC	source_heldout_min_AUPRC	source_heldout_median_delta_AUPRC	source_heldout_loss_rate_vs_anchor	study_heldout_median_AUPRC	hla_stress_median_AUPRC	hla_stress_min_AUPRC	hla_stress_median_delta_AUPRC	korean_hla_median_AUPRC	korean_hla_median_delta_AUPRC	low_prevalence_AUPRC	low_prevalence_median_delta_AUPRC	mean_top10_precision	mean_ECE	mean_AUPRC	median_AUPRC	reviewer_safe_score	n_split_rows	stress_flags	recommended_use	stress_safe_score
Stack_median_E2	internal_candidate	ensemble_or_fusion	False	True	0.5395408502384662	0.6085650464522606	0.4801729194058401	0.0074587474264671	0.3333333333333333	0.6085650464522606	0.7783882783882784	0.2088876036244457	-0.058992315641751704	0.734713210804963	0.1874175329670477	0.948051948051948	0.1387258611857542	0.7674958540630182	0.22685117537384608	0.6129595859237941	0.6085650464522606	0.7671535013191434	32	hla_shift_collapse; calibration_risk	candidate/support method; require HLA-specific gating	0.48876875773001277
MHCflurry	caveated_public_comparator	deep_immunogenicity	True	False	0.5444044766262264	0.5509679555599183	0.5141641862123371	0.0362673720458134	0.3333333333333333	0.5509679555599183	0.6388891049003913	0.2308641975308641	-0.04120152334438045	0.6489785637962512	0.1016828859583359	0.9292929292929294	0.1199668424267356	0.8000000000000002	0.17737138339459707	0.600867866897983	0.5865530588521137	0.6690284940705679	32	public_overlap_unresolved; calibration_risk	field comparator only; public overlap audit required	0.4867229593774038
RF_biophys	internal_candidate	internal_baseline	False	True	0.6019232838616885	0.8299152602565358	0.4168074256285534	0.152408607011357	0.3333333333333333	0.8299152602565358	0.598786016118563	0.1741071428571428	-0.16296897546897546	0.5894432659821273	0.042147588144212	0.9617346938775508	0.152408607011357	0.7749585406301824	0.24761053265518998	0.5706072727927642	0.4933862433862434	0.7210407254538579	32	hla_shift_collapse; calibration_risk	candidate/support method; require HLA-specific gating	0.4628698243410494
MultiTask_A_only	internal_candidate	classical_biophysical	False	True	0.6863300275279725	0.9055555555555556	0.4591108805846967	0.0962294686893617	0.3333333333333333	0.9055555555555556	0.5802325464886029	0.3220255183413078	-0.1504144004144004	0.6959186212013222	0.1486229433634069	0.9055555555555556	0.0962294686893617	0.7941798941798941	0.2415369451502011	0.5977420282156533	0.5055555555555555	0.7513417184055982	30	hla_shift_collapse; calibration_risk	candidate/support method; require HLA-specific gating	0.4556198415303584
MultiTask_AC	internal_candidate	classical_biophysical	False	True	0.6507418958076681	0.8932368768002426	0.4399722854131332	0.1073405798004728	0.3333333333333333	0.8932368768002426	0.5709533475050463	0.306060606060606	-0.14437383604050275	0.6730365035347255	0.1257408256968103	0.9166666666666666	0.1073405798004728	0.7703703703703705	0.24804774601589163	0.5871865189717569	0.5049603174603174	0.735888906477295	30	hla_shift_collapse; calibration_risk	candidate/support method; require HLA-specific gating	0.4508079042213735
MultiTask_full	internal_candidate	classical_biophysical	False	True	0.6338191447945472	0.9004029891455054	0.4109084220316377	0.1073405798004728	0.3333333333333333	0.9004029891455054	0.5694400456679556	0.2479745744451627	-0.1596736596736597	0.6681875063592964	0.1208918285213811	0.9166666666666666	0.1073405798004728	0.7640211640211642	0.2588456207393387	0.5772751480756398	0.5160714285714285	0.7243526552304771	30	hla_shift_collapse; calibration_risk	candidate/support method; require HLA-specific gating	0.4131739546179515
MultiTask_AD	internal_candidate	classical_biophysical	False	True	0.6436117926728063	0.8741395109939035	0.4290623557490777	0.0874993099592029	0.3333333333333333	0.8741395109939035	0.5589363635058658	0.3333333333333333	-0.1619183285849953	0.6590557224060438	0.1117600445681286	0.8968253968253967	0.0874993099592029	0.7671957671957673	0.24856680149714092	0.5797043746351314	0.4961640211640212	0.7278205336991197	30	hla_shift_collapse; calibration_risk	candidate/support method; require HLA-specific gating	0.4048347135761863
MultiTask_AB	internal_candidate	classical_biophysical	False	True	0.6628772997661977	0.9011588072360736	0.434705957167148	0.1073405798004728	0.3333333333333333	0.9011588072360736	0.5754309930830017	0.2776315789473684	-0.1619183285849953	0.6707291174195854	0.1234334395816701	0.9166666666666666	0.1073405798004728	0.7544973544973546	0.2722607955152128	0.5835678346621742	0.5166666666666667	0.7259235231017716	30	hla_shift_collapse; calibration_risk	candidate/support method; require HLA-specific gating	0.39908497880203625
VQC	bounded_fallback	qk_fallback	False	True	0.4954371016351485	0.5575745910632186	0.457351993579432	0.0302224598252101	0.3333333333333333	0.5575745910632186	0.5433862433862434	0.1681082922501686	-0.1181683995828732	0.5613264241410513	0.014030746303136	0.8395485466914039	0.0302224598252101	0.7630182421227197	0.20977373724403145	0.5579112980450861	0.5575745910632186	0.6956181062204816	32	bounded_fallback; hla_shift_collapse; calibration_risk	bounded fallback/fusion component; never headline	0.39789842921878704
GP_quantum	bounded_fallback	qk_fallback	False	True	0.5062588503236364	0.5204929514623023	0.49268830960554	-0.0619544109230892	1.0	0.5204929514623023	0.6885964912280702	0.1709351503759398	-0.0416427974698651	0.5549574393109465	0.0076617614730313	0.7473716759431045	-0.0619544109230892	0.760033167495854	0.25212205882189936	0.5946414016568287	0.5659008438250187	0.7242393697357615	32	bounded_fallback; source_shift_collapse; low_prevalence_collapse; calibration_risk	bounded fallback/fusion component; never headline	0.3685201025209079
prespecified_lr_qk_quantum_only_w0.5	bounded_fallback	qk_fallback	False	True	0.4835633837668512	0.6348379999939004	0.5126818671911657	-0.0271753351962489	0.5	0.6348379999939004	0.5928589587654701	0.1857882874940356	-0.0801935470709361	0.5527317253419172	0.0054360475040019	0.7569941327966351	-0.0523319540695587	0.6260162601626016	0.21234913987207418	0.5698246252535977	0.5527045699592192	0.6718092888851057	17	bounded_fallback; hla_shift_collapse; low_prevalence_collapse; calibration_risk	bounded fallback/fusion component; never headline	0.35209126674584657
ESM2_Bayesian	uncertainty_only	bayesian_uncertainty	False	True	0.5668400064450175	0.9127833419827616	0.3430761525404446	0.1282853213334498	0.3333333333333333	0.9127833419827616	0.5608073660143571	0.2001488095238095	-0.1746067492449071	0.6088926713754298	0.0615969935375145	0.9376114081996436	0.1282853213334498	0.7546875	0.22941160203116542	0.5378305627750056	0.5549480653620475	0.6231592194674231	30	hla_shift_collapse; calibration_risk	uncertainty/OOD support only	0.34742618952480053
prespecified_equal_weight_C_QK_no_anchor	bounded_fallback	qk_fallback	False	True	0.4999651593777752	0.5604578011995068	0.5327382102443419	-0.10155553399064249	0.5	0.5604578011995068	0.6140155908227812	0.1036134225228139	-0.0330839002267573	0.50344381050767	-0.0438518673302452	0.5881773921546718	-0.221148694711522	0.5869918699186992	0.18039553535746397	0.5481642876965633	0.5275275530878093	0.6500546638555277	17	bounded_fallback; source_shift_collapse; low_prevalence_collapse; calibration_risk	bounded fallback/fusion component; never headline	0.3350196942806638
rule_gated_C_QK_structure	bounded_fallback	qk_fallback	False	True	0.5313417518018263	0.5724383746501576	0.5680591780884285	-0.08957496053999174	0.5	0.5724383746501576	0.5865075032055709	0.1139149739149739	-0.06482993197278905	0.5064427542436984	-0.0408529235942167	0.5680591780884285	-0.2412669087777652	0.5869918699186992	0.17459317785926062	0.5519147906953146	0.5497004649451274	0.6532321273534715	17	bounded_fallback; source_shift_collapse; hla_shift_collapse; low_prevalence_collapse; calibration_risk	bounded fallback/fusion component; never headline	0.32423405698143004
MHCnuggets_2	caveated_public_comparator	deep_immunogenicity	True	False	0.5363970821798515	0.6054671680098876	0.4406540683616334	0.0043608689840941	0.3333333333333333	0.6054671680098876	0.6547989325253493	0.1854031385281385	-0.15255907287157283	0.6164175417616049	0.0691218639236896	0.8909090909090909	0.081583004042897	0.7836700336700336	0.1951775329143179	0.5800491446642597	0.6054671680098876	0.6394232313486411	32	public_overlap_unresolved; hla_shift_collapse; calibration_risk	field comparator only; public overlap audit required	0.2960474945468444
Wave8_TCR_SelfSim_no_exact	internal_candidate	tcr_aware	False	True	0.5405467743747571	0.5083721741374267	0.4659765670762248	-0.04872401643788	0.6666666666666666	0.5083721741374267	0.5582130788018536	0.1926098458707154	-0.22132606718769476	0.6517869726538877	0.1044912948159725	0.9676989676989676	0.1583728808327738	0.8132352941176472	0.17133255253470675	0.5640159289183905	0.5582130788018536	0.7335396950723696	32	hla_shift_collapse; calibration_risk	candidate/support method; require HLA-specific gating	0.29215705891208804
Wave8_TCR_motif_only	internal_candidate	tcr_aware	False	True	0.5380495438990032	0.5394572158563865	0.5315686001579615	0.0247566323422816	0.3333333333333333	0.5394572158563865	0.5402046783625731	0.1468691802025135	-0.2544917760926533	0.6251719197823086	0.0778762419443933	0.8809132996632997	0.0715872127971058	0.763235294117647	0.16474914840682744	0.5201255818036871	0.5402046783625731	0.6825603639715837	32	hla_shift_collapse; calibration_risk	candidate/support method; require HLA-specific gating	0.28807607181438466
Structure_LR	anchor	structure_proxy	False	True	0.5692695458531903	0.6011062990257935	0.5147005835141049	NA	NA	0.6011062990257935	0.786734693877551	0.3333784271284271	NA	0.5472956778379152	NA	0.8093260868661938	NA	0.7765625	0.16589880100371268	0.6623858274802117	0.6055242272347535	0.8446498858561731	30	calibration_risk	honest local anchor	0.2787510848524604
sourceheld_counterfactual_rf	internal_candidate	internal_baseline	False	True	0.7203112563490297	0.17471218136815153	0.0109732995762407	-0.3040196270341281	0.25	0.17471218136815153	0.8766666666666667	0.0344827586206896	-0.00988143169500365	0.5433643923652993	-0.0039312854726158	0.0352927590127221	-0.7740333278534717	0.7448350206224222	0.25587738450383524	0.6960135224342753	0.8766666666666667	0.8415008439128107	70	source_shift_collapse; source_low_floor; low_prevalence_collapse; calibration_risk	high-value internal candidate but abstain or downweight under source shift	0.27172240067984366
DeepImmuno	caveated_public_comparator	deep_immunogenicity	True	False	0.5637124397359685	0.6778017825267513	0.4503677393943143	0.0766954835009577	0.3333333333333333	0.6778017825267513	0.6258781065350802	0.1729514312847646	-0.15932539682539687	0.6078042514290714	0.0605085735911561	0.948051948051948	0.1387258611857542	0.7719734660033167	0.2591703605937636	0.5550511054984465	0.4814010729409104	0.6052822697891685	32	public_overlap_unresolved; hla_shift_collapse; calibration_risk	field comparator only; public overlap audit required	0.2634819958709658
TENT	internal_candidate	classical_biophysical	False	True	0.6028986598472791	0.8105334801287751	0.4245858092897968	0.0962294686893617	0.3333333333333333	0.8105334801287751	0.5123637338076993	0.2635416666666667	-0.266346773521229	0.5846847809901131	0.0373891031521979	0.9055555555555556	0.0962294686893617	0.7338624338624339	0.2604256633876001	0.5351319324833842	0.5029761904761905	0.6753963021215434	30	hla_shift_collapse; calibration_risk	candidate/support method; require HLA-specific gating	0.24485333390207598
Wave8_SelfSim_no_exact	internal_candidate	tcr_aware	False	True	0.4706165702986158	0.4438208350077318	0.419994353212838	-0.0947062303012668	0.6666666666666666	0.4438208350077318	0.5908467857951908	0.1499682034976152	-0.16959153999595175	0.5873198096053889	0.0400241317674736	0.9095238095238096	0.1001977226576158	0.7540630182421225	0.1801277575566021	0.5251991143609056	0.5060506133332515	0.6833031685334955	32	source_shift_collapse; hla_shift_collapse; calibration_risk	high-value internal candidate but abstain or downweight under source shift	0.23887764067967482
v0_fixed_late_fusion_C_QK_quantum	bounded_fallback	qk_fallback	False	True	0.4535921607944434	0.5659922608027437	0.4543860966914004	-0.09602107438740565	1.0	0.5659922608027437	0.45393288912134716	0.0721248535096465	-0.07765000827346025	0.4681086194036191	-0.0791870584342961	0.6775984249140868	-0.1317276619521069	0.567479674796748	0.19170558839342353	0.4987288707365597	0.4539891287429219	0.5894398221199036	17	bounded_fallback; source_shift_collapse; hla_shift_collapse; korean_hla_collapse; low_prevalence_collapse; calibration_risk	bounded fallback/fusion component; never headline	0.22406315106561422
TSCAPE_TITANiAN	caveated_public_comparator	deep_immunogenicity	True	False	0.4957332437349081	0.5125224421655843	0.4788423492964105	-0.0358582342176943	0.6666666666666666	0.5125224421655843	0.5767965367965368	0.2317927170868347	-0.13531203210949444	0.5591616461648846	0.0118659683269694	0.948051948051948	0.1387258611857542	0.7451077943615257	0.22194731194266135	0.5597997370914287	0.5125224421655843	0.6114104698389022	32	public_overlap_unresolved; hla_shift_collapse; calibration_risk	field comparator only; public overlap audit required	0.21829289156905216
prespecified_C_0.5_QK_quantum_0.5	bounded_fallback	qk_fallback	False	True	0.4559743563435869	0.5654031708294562	0.4520783025242426	-0.096610164360693	1.0	0.5654031708294562	0.46167272146532834	0.0845593461265103	-0.09178929898180466	0.4804323771888691	-0.0668633006490461	0.67872803913467	-0.1305980477315238	0.5699186991869919	0.1878441432240465	0.4988849562031652	0.4540263294339148	0.5909871867795894	17	bounded_fallback; source_shift_collapse; hla_shift_collapse; korean_hla_collapse; low_prevalence_collapse; calibration_risk	bounded fallback/fusion component; never headline	0.2147435802130452
prespecified_rf_qk_quantum_only_w0.5	bounded_fallback	qk_fallback	False	True	0.444882157262809	0.5548636854829887	0.4457024984831857	-0.10714964970716054	1.0	0.5548636854829887	0.48831711774130115	0.0709858962032875	-0.07742119242699741	0.4627461176367023	-0.0845495602012129	0.6640248724827917	-0.145301214383402	0.5821138211382114	0.1983159988355816	0.5019037265468916	0.4667239225384496	0.5975591959881961	17	bounded_fallback; source_shift_collapse; hla_shift_collapse; korean_hla_collapse; low_prevalence_collapse; calibration_risk	bounded fallback/fusion component; never headline	0.2146723550184565
Wave8_TCR_only	internal_candidate	tcr_aware	False	True	0.5594058021535382	0.5625007510425544	0.555988455988456	-0.0386055479832391	0.6666666666666666	0.5625007510425544	0.5809523809523809	0.1584033613445378	-0.23420899061378941	0.6393190643358296	0.0920233864979144	0.555988455988456	-0.2533376308777377	0.7525704809286898	0.20293566430582924	0.4996462215008605	0.5625007510425544	0.6560625163039255	32	hla_shift_collapse; low_prevalence_collapse; calibration_risk	candidate/support method; require HLA-specific gating	0.18031231340106776
anchor_lr	anchor	internal_baseline	False	True	0.4593487844371471	0.585363400076123	0.4769059908645841	-0.07664993511402625	1.0	0.585363400076123	0.5385017479508147	0.09734392303433	-0.24411702528967893	0.4934892301301579	-0.0538064477077573	0.693820809287662	-0.1155052775785318	0.6065040650406505	0.17030218460149057	0.526168165769229	0.4982942652735618	0.6690709305801377	17	source_shift_collapse; hla_shift_collapse; korean_hla_collapse; low_prevalence_collapse; calibration_risk	honest local anchor	0.17800178557494187
TransPHLA	caveated_public_comparator	deep_immunogenicity	True	False	0.4602644218991634	0.4631400492560124	0.4594898040401584	-0.1041312816713886	1.0	0.4631400492560124	0.5952787911958526	0.1764880952380952	-0.1047654505987839	0.5950410177392327	0.0477453399013174	0.7051948051948052	-0.1041312816713886	0.7351851851851853	0.20912463179724666	0.5350093380889892	0.4631400492560124	0.5843753822932973	32	public_overlap_unresolved; source_shift_collapse; hla_shift_collapse; low_prevalence_collapse; calibration_risk	field comparator only; public overlap audit required	0.16635401822587814
Stack_LR_OOF_E3b	internal_candidate	ensemble_or_fusion	False	True	0.3650150053825667	0.6087076646323166	0.3118597737090779	-0.05330567055783265	0.5	0.6087076646323166	0.5	0.0769230769230769	-0.1153734240905293	0.7154669338852357	0.1681712560473205	0.9055555555555554	0.0962294686893616	0.4783783783783784	0.30138267725974416	0.5346310665904996	0.4381758676413836	0.6228424842451526	17	source_shift_collapse; hla_shift_collapse; calibration_risk	high-value internal candidate but abstain or downweight under source shift	0.15278071233704654
sourceheld_prespecified_late_fusion_w0.5	internal_candidate	ensemble_or_fusion	False	True	0.6246588202890396	0.20397118377190426	0.0238576408517052	-0.2614808639542311	0.25	0.20397118377190426	0.7308053265324361	0.0232558139534883	-0.07260457273566655	0.5001924269323509	-0.0471032509055643	0.0457603316924423	-0.7635657551737515	0.7314491938507686	0.2574763490878467	0.600567101061887	0.6489207639004645	0.7431939452470955	70	source_shift_collapse; source_low_floor; hla_shift_collapse; low_prevalence_collapse; calibration_risk	high-value internal candidate but abstain or downweight under source shift	0.1516321594693511
Wave8_SelfSim_full	internal_candidate	tcr_aware	False	True	0.4356410317253513	0.4253298145754519	0.4097690689802341	-0.0893707689386529	1.0	0.4253298145754519	0.5642955309100965	0.133215769245181	-0.198941798941799	0.4888982654875322	-0.058397412350383	0.7573696145124716	-0.0519564723537221	0.7436152570480928	0.1934822693298944	0.4793055304135335	0.4791697976909055	0.6331729539313498	32	source_shift_collapse; hla_shift_collapse; korean_hla_collapse; low_prevalence_collapse; calibration_risk	high-value internal candidate but abstain or downweight under source shift	0.15137811672100346
NetMHCstabpan	caveated_public_comparator	deep_immunogenicity	True	False	0.4348329109728769	0.4566157222901111	0.4180350458861532	-0.0966655376279516	0.6666666666666666	0.4566157222901111	0.5774505613721456	0.1851880145997793	-0.1441197691197691	0.5851906845782824	0.0378950067403671	0.8274170274170274	0.0180909405508336	0.7510779436152569	0.20211238176334714	0.5351922012486295	0.4566157222901111	0.5884971382078585	32	public_overlap_unresolved; source_shift_collapse; hla_shift_collapse; calibration_risk	field comparator only; public overlap audit required	0.1455994496967907
D_positive_class_reweighting	internal_candidate	classical_biophysical	False	True	0.7983795435638199	0.1440806915890061	0.0189185049019607	-0.3887389020951233	0.25	0.1440806915890061	0.8482142857142857	0.0714285714285714	-0.0818404037384175	0.6544017284920364	0.1071060506541211	0.0600456157082299	-0.7492804711579639	0.7259373828271465	0.200228177024804	0.6611072491150088	0.8104411764705881	0.8079835730463278	70	source_shift_collapse; source_low_floor; hla_shift_collapse; low_prevalence_collapse; calibration_risk	high-value internal candidate but abstain or downweight under source shift	0.13717609018798305
elastic_net_lr	internal_candidate	classical_biophysical	False	True	0.3755882188914395	0.4993831814910249	0.3797274711095113	-0.1626301536991244	1.0	0.4993831814910249	0.48350743662039025	0.0945999885955408	-0.14559122186779114	0.4209357577436088	-0.1263599200943064	0.6190388918725385	-0.1902871949936553	0.5308943089430895	0.16497344007501819	0.4827540835334972	0.4144426007465745	0.5930593588792117	17	source_shift_collapse; hla_shift_collapse; korean_hla_collapse; low_prevalence_collapse; calibration_risk	high-value internal candidate but abstain or downweight under source shift	0.11986454323727797
nested_learned_gate_C_QK_structure	bounded_fallback	qk_fallback	False	True	0.4322964112871433	0.5032198446287384	0.4515938547712151	-0.1587934905614109	1.0	0.5032198446287384	0.48965919552927434	0.1330350111282314	-0.1107212230644976	0.4307274610463976	-0.1165682167915176	0.5548458344862617	-0.2544802523799321	0.4991869918699188	0.1854860512991357	0.4944848041881513	0.4510116784704374	0.572829193525308	17	bounded_fallback; source_shift_collapse; hla_shift_collapse; korean_hla_collapse; low_prevalence_collapse; calibration_risk	bounded fallback/fusion component; never headline	0.11782842860026382
Wave8_TCR_SelfSim_full	internal_candidate	tcr_aware	False	True	0.5365877882622012	0.5431712484214699	0.4840385691532086	-0.0539842065243135	1.0	0.5431712484214699	0.4966422466422466	0.143032059314954	-0.3240910324243659	0.65069090772786	0.1033952298899447	0.7553418803418802	-0.0539842065243135	0.7808823529411765	0.18199286866629902	0.4843528280615256	0.532984807360311	0.647618191169275	32	source_shift_collapse; hla_shift_collapse; low_prevalence_collapse; calibration_risk	high-value internal candidate but abstain or downweight under source shift	0.08755008355429664
hard_decoy_nested_meta_C_QK_aux	bounded_fallback	qk_fallback	False	True	0.3962278712799431	0.526690577531479	0.3862047842720547	-0.13532275765867036	1.0	0.526690577531479	0.5022842317594929	0.0833670976502216	-0.1550068670752278	0.4876632392792293	-0.0596324385586859	0.6671763707909032	-0.1421497160752906	0.5089430894308943	0.1741892998222065	0.465127826424441	0.4466531741792101	0.5479418671865071	17	bounded_fallback; source_shift_collapse; hla_shift_collapse; korean_hla_collapse; low_prevalence_collapse; calibration_risk	bounded fallback/fusion component; never headline	0.08342294263040245
anchor_rf_retrained_cf	anchor	internal_baseline	False	True	0.5447970582816675	0.1835492604628449	0.0193743808682918	-0.2868142781511238	0.25	0.1835492604628449	0.8068342151675485	0.0277777777777777	-0.1602127645574855	0.417110274297698	-0.1301854035402172	0.0371024847009147	-0.7722236021652791	0.7298743907011622	0.2707983147513114	0.6338654497872817	0.7435897435897436	0.7951719582264749	70	source_shift_collapse; source_low_floor; hla_shift_collapse; korean_hla_collapse; low_prevalence_collapse; calibration_risk	honest local anchor	0.0773466007665542
source_prespecified_rf_qk_compact_w0.5	bounded_fallback	qk_fallback	False	True	0.6255296834629016	0.18873385646423865	0.0267134162878377	-0.2913619790842447	0.25	0.18873385646423865	0.7226643867367297	0.032258064516129	-0.08448305597239905	0.5032764176380783	-0.0440192601998369	0.0476756566460127	-0.7616504302201811	0.7251499812523435	0.25180073510914724	0.5814672387086828	0.6802197802197802	0.7042044438627366	70	bounded_fallback; source_shift_collapse; source_low_floor; hla_shift_collapse; low_prevalence_collapse; calibration_risk	bounded fallback/fusion component; never headline	0.07655867369694558
nested_rf_qk_quantum_only_train_selected	bounded_fallback	qk_fallback	False	True	0.4130048998652035	0.5097135510048795	0.3978959561901647	-0.1522997841852698	1.0	0.5097135510048795	0.477726741628002	0.0793534005875203	-0.1579738822669032	0.4291779748669309	-0.1181177029709843	0.6215311458195942	-0.1877949410465995	0.5308943089430895	0.17227192603985433	0.4679665324103141	0.4397847471161593	0.5531251927374481	17	bounded_fallback; source_shift_collapse; hla_shift_collapse; korean_hla_collapse; low_prevalence_collapse; calibration_risk	bounded fallback/fusion component; never headline	0.07057960024542076
hard_decoy_sequence_only_source_stress	internal_candidate	classical_biophysical	False	True	0.5932758411092947	0.22715093112628065	0.0591593923462576	-0.2197960744764004	0.25	0.22715093112628065	0.9374756901533956	0.0970360520094562	-0.3005170602434677	0.4279361368507801	-0.1193595409871351	0.0707820157399945	-0.7385440711261992	0.7015279340082489	0.23501113172524113	0.6815679940633383	0.8196428571428571	0.8238794267731345	70	source_shift_collapse; source_low_floor; hla_shift_collapse; korean_hla_collapse; low_prevalence_collapse; calibration_risk	high-value internal candidate but abstain or downweight under source shift	0.06855516032802533
NetMHCpan_4.1	caveated_public_comparator	deep_immunogenicity	True	False	0.4168241714571027	0.4384986978113825	0.3887201406130849	-0.1259804429010199	1.0	0.4384986978113825	0.5784721823442863	0.1453431372549019	-0.16068431160342925	0.589968355515248	0.0426726776773327	0.7074074074074075	-0.1019186794587863	0.7191176470588235	0.1990389732983941	0.5004061865943354	0.4238026523740809	0.5495304633651816	32	public_overlap_unresolved; source_shift_collapse; hla_shift_collapse; low_prevalence_collapse; calibration_risk	field comparator only; public overlap audit required	0.06382673556233837
