target	mode	n	pooled_rho	sample_centered_rho	sample_centered_p	median_sample_rho	samples_rho_gt_0_2	class
null_random_matched_229	raw_smoothed	15489	0.5827937963582314	0.5293034896508475	0.0	0.42830333037042867	4	random_matched
null_random_matched_230	raw_smoothed	15489	0.6170795649170085	0.5971742947408452	0.0	0.4990537743887733	4	random_matched
null_random_matched_231	raw_smoothed	15489	0.36697389044842266	0.4283669776267922	0.0	0.3029081580990901	3	random_matched
null_random_matched_232	raw_smoothed	15489	0.48582883041284963	0.5507548253512307	0.0	0.42832148721930097	4	random_matched
null_random_matched_233	raw_smoothed	15489	0.5079917767450142	0.5342019647077394	0.0	0.46993830638366585	4	random_matched
null_random_matched_234	raw_smoothed	15489	0.5606971432281231	0.5683282220558363	0.0	0.5003260936309284	4	random_matched
null_random_matched_235	raw_smoothed	15489	0.4121771186010369	0.3515275743836654	0.0	0.21019951437608556	3	random_matched
null_random_matched_236	raw_smoothed	15489	0.5827117390652153	0.5475250766248692	0.0	0.40313100557468484	4	random_matched
null_random_matched_237	raw_smoothed	15489	0.685363213186065	0.6397439454327988	0.0	0.5481564213230392	4	random_matched
null_random_matched_238	raw_smoothed	15489	0.6560737690241977	0.617277199950146	0.0	0.49853861491451534	4	random_matched
null_random_matched_239	raw_smoothed	15489	0.6266696320996787	0.47865820484722205	0.0	0.3753082833634936	4	random_matched
null_random_matched_240	raw_smoothed	15489	0.5880368626559771	0.5771364569198687	0.0	0.47741141388671876	4	random_matched
null_random_matched_241	raw_smoothed	15489	0.564215255346571	0.5397545615556747	0.0	0.43203199008642873	4	random_matched
null_random_matched_242	raw_smoothed	15489	0.5354918435203314	0.5804318354041691	0.0	0.48591520932042054	4	random_matched
null_random_matched_243	raw_smoothed	15489	0.5408739472633226	0.49376616388435274	0.0	0.38321641709466514	3	random_matched
null_random_matched_244	raw_smoothed	15489	0.6523067580504436	0.6325739777409062	0.0	0.5609130456643987	4	random_matched
null_random_matched_245	raw_smoothed	15489	0.6378341562247091	0.5651829570124755	0.0	0.4949779667987108	4	random_matched
null_random_matched_246	raw_smoothed	15489	0.6384897013174622	0.5905193396083467	0.0	0.49751278528278603	4	random_matched
null_random_matched_247	raw_smoothed	15489	0.4599943887030692	0.42176335297144424	0.0	0.298435569568962	3	random_matched
null_random_matched_248	raw_smoothed	15489	0.6165743065556523	0.5855076541910761	0.0	0.48877673038507985	4	random_matched
null_random_matched_249	raw_smoothed	15489	0.39523549298277133	0.3917101112616819	0.0	0.3262271196299224	3	random_matched
null_random_matched_250	raw_smoothed	15489	0.5099756525322244	0.5012983481984287	0.0	0.398906390380089	4	random_matched
actual_DM1_low_RAI	coord_qc_residual_target	15489	0.21620787097528518	0.23226681932443433	8.685218277064731e-189	0.19468203920934166	2	actual_dm1
loo_drop_DIO1	coord_qc_residual_target	15489	0.22149593975711754	0.23620496720027526	2.3277323750638984e-195	0.1984848789019915	2	panel_loo
loo_drop_FOXE1	coord_qc_residual_target	15489	0.21350504906912252	0.23068955660826088	3.438814213689137e-186	0.19025335439956975	2	panel_loo
loo_drop_NKX2-1	coord_qc_residual_target	15489	0.21205036903537056	0.22696977352331568	3.8450519143675006e-180	0.18743817720548617	2	panel_loo
loo_drop_PAX8	coord_qc_residual_target	15489	0.2163603902729354	0.23058033341358172	5.194731968950009e-186	0.19423840764503192	2	panel_loo
loo_drop_SLC5A5	coord_qc_residual_target	15489	0.2220805267221095	0.2379581446959526	2.5213454349185365e-198	0.19875274983369307	2	panel_loo
loo_drop_TG	coord_qc_residual_target	15489	0.20498660188571302	0.22114902146451837	6.788870104757332e-171	0.1922652878686476	2	panel_loo
loo_drop_TPO	coord_qc_residual_target	15489	0.20596446225535267	0.22421545135195137	9.850848007831785e-176	0.1903534875548049	2	panel_loo
loo_drop_TSHR	coord_qc_residual_target	15489	0.2042841582256913	0.2195894783188955	1.838148650220495e-168	0.18469541779758372	2	panel_loo
null_random_matched_001	coord_qc_residual_target	15489	0.17478976539406785	0.18925982699535016	7.244947548818035e-125	0.19093735647697407	1	random_matched
null_random_matched_002	coord_qc_residual_target	15489	0.1360366983207319	0.14782181216750126	2.1687511277971827e-76	0.1562568050086866	0	random_matched
null_random_matched_003	coord_qc_residual_target	15489	0.19472969877318705	0.18474633923216358	5.664309579936605e-119	0.20270600552763549	2	random_matched
null_random_matched_004	coord_qc_residual_target	15489	0.13285489737831666	0.14099597314027962	1.341896808602398e-69	0.14890358861277875	0	random_matched
null_random_matched_005	coord_qc_residual_target	15489	0.0730714599030497	0.08263186555772803	6.993450362728441e-25	0.08814468541277758	0	random_matched
null_random_matched_006	coord_qc_residual_target	15489	0.1076371531400483	0.1177798848125409	5.701582165443654e-49	0.1299322188942893	0	random_matched
null_random_matched_007	coord_qc_residual_target	15489	0.11649263503294148	0.11491756966571381	1.0895163157641685e-46	0.11719642628194261	0	random_matched
null_random_matched_008	coord_qc_residual_target	15489	0.20880256360090063	0.21755771323764184	2.542040474602689e-165	0.20102718070396203	2	random_matched
null_random_matched_009	coord_qc_residual_target	15489	0.11826983866118412	0.12713691467580704	7.919409498830803e-57	0.11585280999083142	1	random_matched
null_random_matched_010	coord_qc_residual_target	15489	0.17913058584349606	0.18329843694407735	4.0875629286535216e-117	0.17901211624124647	1	random_matched
null_random_matched_011	coord_qc_residual_target	15489	0.18954701908521104	0.18958724986578349	2.670607011071808e-125	0.19004704032282088	2	random_matched
null_random_matched_012	coord_qc_residual_target	15489	0.1309379250873658	0.14648190795397448	4.961790827483997e-75	0.16689925257902938	1	random_matched
null_random_matched_013	coord_qc_residual_target	15489	0.14037774705080472	0.15602055543411936	5.460940962552171e-85	0.16019662481096825	1	random_matched
null_random_matched_014	coord_qc_residual_target	15489	0.13652118682589537	0.1467008012134322	2.981493329289894e-75	0.13939844267177173	0	random_matched
null_random_matched_015	coord_qc_residual_target	15489	0.12297551354489167	0.13300636180560776	4.528230869683415e-62	0.14070362929148938	0	random_matched
null_random_matched_016	coord_qc_residual_target	15489	0.1143215373021044	0.11917574866598567	4.1953004309532156e-50	0.13545594665295807	0	random_matched
null_random_matched_017	coord_qc_residual_target	15489	0.14749150283056836	0.15230500925602222	4.944051198739539e-81	0.14811999329934689	1	random_matched
null_random_matched_018	coord_qc_residual_target	15489	0.15731146001945506	0.15790012015184396	4.985521846210125e-87	0.15980339385124626	0	random_matched
null_random_matched_019	coord_qc_residual_target	15489	0.10782063944503924	0.1076350967541584	3.839279820242911e-41	0.10530932656089174	0	random_matched
null_random_matched_020	coord_qc_residual_target	15489	0.16457094657173232	0.1872524801345733	3.1603434351717114e-122	0.2110497089336711	2	random_matched
null_random_matched_021	coord_qc_residual_target	15489	0.08479459901340992	0.09787635782373712	2.7650221640048592e-34	0.07031298417805588	1	random_matched
null_random_matched_022	coord_qc_residual_target	15489	0.12798969275939714	0.13083769507794984	4.1816844420233996e-60	0.12447151451066646	0	random_matched
null_random_matched_023	coord_qc_residual_target	15489	0.012421822268995663	0.01796107207406382	0.025394922702196048	0.013787360140373394	0	random_matched
null_random_matched_024	coord_qc_residual_target	15489	0.15282080541659654	0.16390140054552488	1.033475325961821e-93	0.16612178060569216	0	random_matched
null_random_matched_025	coord_qc_residual_target	15489	0.15964531579492222	0.17475694940392675	1.8109205978149832e-106	0.18819830417317568	0	random_matched
null_random_matched_026	coord_qc_residual_target	15489	0.11260984947612063	0.12171671857142684	3.348925795256243e-52	0.12118141489817483	0	random_matched
null_random_matched_027	coord_qc_residual_target	15489	0.15612188946091846	0.15706740697780677	4.022128574895091e-86	0.16917356018949797	0	random_matched
null_random_matched_028	coord_qc_residual_target	15489	0.11331645518411901	0.12603260762264737	7.210552166726807e-56	0.13213047258797794	0	random_matched
null_random_matched_029	coord_qc_residual_target	15489	0.0732962541703454	0.07290376201575663	1.040983367642907e-19	0.07215958052896099	0	random_matched
null_random_matched_030	coord_qc_residual_target	15489	0.13180652027793435	0.1385173641914843	3.248338612924404e-67	0.14008354385005484	0	random_matched
null_random_matched_031	coord_qc_residual_target	15489	0.19063098694004837	0.19818665889016396	5.687596610328101e-137	0.19723104303422723	1	random_matched
null_random_matched_032	coord_qc_residual_target	15489	0.08559335415467756	0.09019002954517447	2.4068556616696666e-29	0.09470333587789914	0	random_matched
null_random_matched_033	coord_qc_residual_target	15489	0.06717430445031211	0.07360457734919763	4.636898780581988e-20	0.07857482471713101	0	random_matched
null_random_matched_034	coord_qc_residual_target	15489	0.0892632665733541	0.09602614025405007	4.6540105609574095e-33	0.07613016228060299	0	random_matched
null_random_matched_035	coord_qc_residual_target	15489	0.1452879120351511	0.1536091028855803	2.0731859194617588e-82	0.15342623356372026	1	random_matched
null_random_matched_036	coord_qc_residual_target	15489	0.1643481721473392	0.17137706338163083	2.099622888836237e-102	0.17040901331972677	1	random_matched
null_random_matched_037	coord_qc_residual_target	15489	0.04581987630397456	0.047867152969452355	2.5187835934612193e-09	0.0681283423739919	0	random_matched
null_random_matched_038	coord_qc_residual_target	15489	0.1035638088409563	0.11122962708047031	7.804828218284824e-44	0.1254112329067649	0	random_matched
null_random_matched_039	coord_qc_residual_target	15489	0.08374762544662959	0.08155401385772806	2.814905112219168e-24	0.0788929417415205	0	random_matched
null_random_matched_040	coord_qc_residual_target	15489	0.1442707229858476	0.15016802103244772	8.410565435004093e-79	0.15570361052902315	0	random_matched
null_random_matched_041	coord_qc_residual_target	15489	0.12831959847328675	0.1339091021034648	6.729677444107243e-63	0.12394910240805257	0	random_matched
null_random_matched_042	coord_qc_residual_target	15489	0.15113311485951414	0.1616744894209935	3.3483404591371237e-91	0.1628995189954319	1	random_matched
null_random_matched_043	coord_qc_residual_target	15489	0.10780824039910422	0.11896202507345058	6.268407208706533e-50	0.11669502761431133	0	random_matched
null_random_matched_044	coord_qc_residual_target	15489	0.12593922939429197	0.133983768042407	5.744568741355055e-63	0.1127824738644059	1	random_matched
null_random_matched_045	coord_qc_residual_target	15489	0.15272226536856653	0.1500710436137084	1.0599344104902044e-78	0.1347901083484136	1	random_matched
null_random_matched_046	coord_qc_residual_target	15489	0.121364504029012	0.13513171872183047	4.9830716040746956e-64	0.14221552377908497	0	random_matched
null_random_matched_047	coord_qc_residual_target	15489	0.11251200039927418	0.11685603346362437	3.151678575813838e-48	0.10331929336141965	0	random_matched
null_random_matched_048	coord_qc_residual_target	15489	0.09722498216180361	0.10701687709748933	1.0919336632075944e-40	0.11799528544320922	0	random_matched
null_random_matched_049	coord_qc_residual_target	15489	0.09021611213790404	0.09009276635743245	2.762890335468838e-29	0.09460998729119688	0	random_matched
null_random_matched_050	coord_qc_residual_target	15489	0.18473035418761766	0.19568360113277092	1.620632533946509e-133	0.1965658220974718	2	random_matched
null_random_matched_051	coord_qc_residual_target	15489	0.1205372549842302	0.13387438312014308	7.24340569068549e-63	0.12044136334667291	0	random_matched
null_random_matched_052	coord_qc_residual_target	15489	0.15313013179991403	0.16094488023186132	2.1853769904364335e-90	0.15933165987459125	1	random_matched
null_random_matched_053	coord_qc_residual_target	15489	0.11290492229564793	0.12088841290276506	1.6357945385142835e-51	0.1174817882918571	0	random_matched
null_random_matched_054	coord_qc_residual_target	15489	0.12940045573711506	0.14350464853912215	4.680819446021191e-72	0.15360538179645433	0	random_matched
null_random_matched_055	coord_qc_residual_target	15489	0.1254118264433648	0.13095682647608167	3.267734090426025e-60	0.1277301124126497	0	random_matched
null_random_matched_056	coord_qc_residual_target	15489	0.07999481356903035	0.09034899613215484	1.9203843227642282e-29	0.09964833476514173	0	random_matched
null_random_matched_057	coord_qc_residual_target	15489	0.1239425776706302	0.1354239829854373	2.6649335778290034e-64	0.14730766473195628	0	random_matched
null_random_matched_058	coord_qc_residual_target	15489	0.09652695750353715	0.10733505993988234	6.381040418470614e-41	0.08321739414957294	0	random_matched
null_random_matched_059	coord_qc_residual_target	15489	0.11599642089198337	0.11796987375418085	4.0045429627865004e-49	0.1131774311233924	0	random_matched
null_random_matched_060	coord_qc_residual_target	15489	0.05098130569583352	0.05146757653708715	1.4636372155598916e-10	0.04491882831469022	0	random_matched
null_random_matched_061	coord_qc_residual_target	15489	0.13027975401861439	0.14337336335223616	6.310099643417174e-72	0.13898510582566925	0	random_matched
null_random_matched_062	coord_qc_residual_target	15489	0.11358608488736048	0.11647849418857273	6.31357452987552e-48	0.11617498992237425	0	random_matched
null_random_matched_063	coord_qc_residual_target	15489	0.12695676021223967	0.13217745722399324	2.576746583317143e-61	0.12532570233474125	0	random_matched
null_random_matched_064	coord_qc_residual_target	15489	0.13094216414494117	0.13581082005783826	1.1614239120255541e-64	0.1301402669856418	0	random_matched
null_random_matched_065	coord_qc_residual_target	15489	0.10695910190469367	0.11214295109420772	1.56350356387189e-44	0.1114864018959909	0	random_matched
null_random_matched_066	coord_qc_residual_target	15489	0.13470049111692706	0.1441451502209588	1.0857255546207978e-72	0.15087960313932913	0	random_matched
null_random_matched_067	coord_qc_residual_target	15489	0.16630612758588165	0.18777934536816543	6.453728123890941e-123	0.1780892668042497	2	random_matched
null_random_matched_068	coord_qc_residual_target	15489	0.07524713494337669	0.07829630151799225	1.6956608598714233e-22	0.07461120520470294	0	random_matched
null_random_matched_069	coord_qc_residual_target	15489	0.11693653079917843	0.1417569926610583	2.4377775205855054e-70	0.16660868303492665	1	random_matched
null_random_matched_070	coord_qc_residual_target	15489	0.1642954967228306	0.17875800158568303	2.177730961681896e-111	0.15817430004554772	1	random_matched
null_random_matched_071	coord_qc_residual_target	15489	0.1311868101511344	0.13628323787434418	4.198163287036333e-65	0.12442088496544007	0	random_matched
null_random_matched_072	coord_qc_residual_target	15489	0.128493958955146	0.13066882322296888	5.929296118529854e-60	0.12474109285990792	0	random_matched
null_random_matched_073	coord_qc_residual_target	15489	0.1467050251190372	0.15357431475928388	2.2570546030581534e-82	0.14179831905931103	1	random_matched
null_random_matched_074	coord_qc_residual_target	15489	0.17898153453863822	0.18933739943226505	5.720334587725472e-125	0.19079544247888647	2	random_matched
null_random_matched_075	coord_qc_residual_target	15489	0.11014144300903933	0.1144525986744956	2.5259170448756802e-46	0.11849385011446997	0	random_matched
null_random_matched_076	coord_qc_residual_target	15489	0.06355943333685232	0.06379404865470721	1.9118953483476604e-15	0.07160298446221344	0	random_matched
null_random_matched_077	coord_qc_residual_target	15489	0.15408841257192765	0.16949113335732785	3.576804704274718e-100	0.16855505252488484	1	random_matched
null_random_matched_078	coord_qc_residual_target	15489	0.14376142603884287	0.14386568544544984	2.055751820621226e-72	0.1375619724986563	1	random_matched
null_random_matched_079	coord_qc_residual_target	15489	0.15659806869270826	0.1623932433439394	5.2296758471617335e-92	0.17378526787598997	0	random_matched
null_random_matched_080	coord_qc_residual_target	15489	0.15960382455254976	0.17351682946643737	5.739415076405896e-105	0.1754522269478373	0	random_matched
null_random_matched_081	coord_qc_residual_target	15489	0.12560074104507418	0.13499582904103719	6.66301507085154e-64	0.13808754773268195	0	random_matched
null_random_matched_082	coord_qc_residual_target	15489	0.08858963636453851	0.09325391259694224	2.8904212654957606e-31	0.08556896089716293	0	random_matched
null_random_matched_083	coord_qc_residual_target	15489	0.07990357891821012	0.08292558197558167	4.770013108452986e-25	0.0987123655922515	0	random_matched
null_random_matched_084	coord_qc_residual_target	15489	0.11744668898650329	0.12426600001722442	2.3699719391545344e-54	0.12155383517288657	0	random_matched
null_random_matched_085	coord_qc_residual_target	15489	0.15511790771118436	0.15742736810715643	1.633457258810847e-86	0.1384125803488184	1	random_matched
null_random_matched_086	coord_qc_residual_target	15489	0.1487541394840706	0.16222717281120166	8.03746602049705e-92	0.15413750138258692	1	random_matched
null_random_matched_087	coord_qc_residual_target	15489	0.17880069808462673	0.19213161822383593	1.0743323204522986e-128	0.187784522188381	1	random_matched
null_random_matched_088	coord_qc_residual_target	15489	0.17569599907040323	0.1903424999444583	2.653314679252347e-126	0.16894153519472202	1	random_matched
null_random_matched_089	coord_qc_residual_target	15489	0.06794452510196934	0.06928296287796612	6.014316628679531e-18	0.08723170608183886	0	random_matched
null_random_matched_090	coord_qc_residual_target	15489	0.09983753953399661	0.1118383330468177	2.6769058144673955e-44	0.1063561333365006	0	random_matched
null_random_matched_091	coord_qc_residual_target	15489	0.16620881524788625	0.1774746127425573	8.49164545216522e-110	0.18443506810861307	2	random_matched
null_random_matched_092	coord_qc_residual_target	15489	0.19349459068574235	0.19177522719838314	3.2334624991154227e-128	0.2035882062014012	2	random_matched
null_random_matched_093	coord_qc_residual_target	15489	0.13690952728247868	0.14437534563284876	6.411057017186418e-73	0.12922720426408363	1	random_matched
null_random_matched_094	coord_qc_residual_target	15489	0.1685983511720671	0.17804667817349923	1.6646334833834377e-110	0.16892634826241676	1	random_matched
null_random_matched_095	coord_qc_residual_target	15489	0.13028851637207003	0.13436541694710988	2.554456904043287e-63	0.14646809929539506	0	random_matched
null_random_matched_096	coord_qc_residual_target	15489	0.215781839033332	0.22553088513981107	7.859706078216452e-178	0.1970927689613182	2	random_matched
null_random_matched_097	coord_qc_residual_target	15489	0.03706312477909706	0.048748784928878804	1.2779876214402749e-09	0.059013851294488454	0	random_matched
null_random_matched_098	coord_qc_residual_target	15489	0.05648656943763287	0.06365030578389012	2.2093921504418873e-15	0.059773022760886085	0	random_matched
null_random_matched_099	coord_qc_residual_target	15489	0.12282078776577822	0.12924599643504545	1.1034603148834252e-58	0.13080227618775828	0	random_matched
null_random_matched_100	coord_qc_residual_target	15489	0.15430060176911853	0.15067446221732936	2.5068726927542708e-79	0.15649631940561132	1	random_matched
null_random_matched_101	coord_qc_residual_target	15489	0.1182550819402436	0.1353862452465143	2.8894630740021223e-64	0.12762026310423835	0	random_matched
null_random_matched_102	coord_qc_residual_target	15489	0.15048874151340208	0.14488174084189875	2.0058259732239647e-73	0.1379174943060964	1	random_matched
null_random_matched_103	coord_qc_residual_target	15489	0.12042453467151983	0.12774483827798006	2.3278151758211047e-57	0.12004079946817413	0	random_matched
null_random_matched_104	coord_qc_residual_target	15489	0.13679900997325373	0.13920660627106266	7.130637432234506e-68	0.1370964498244619	0	random_matched
null_random_matched_105	coord_qc_residual_target	15489	0.1939159302995082	0.20063516320865946	2.13612341694854e-140	0.20389170536035445	2	random_matched
null_random_matched_106	coord_qc_residual_target	15489	0.15798178559386972	0.16622487563570162	2.272149172726812e-96	0.17529423498529076	0	random_matched
null_random_matched_107	coord_qc_residual_target	15489	0.10577598484546995	0.11383025676476265	7.741881214092214e-46	0.1135920981382077	1	random_matched
null_random_matched_108	coord_qc_residual_target	15489	0.15535356766568265	0.1607338054149421	3.7540189035554185e-90	0.16089725323510373	0	random_matched
null_random_matched_109	coord_qc_residual_target	15489	0.14413439914232995	0.15653509159791576	1.5186950007660378e-85	0.1559604422493961	0	random_matched
null_random_matched_110	coord_qc_residual_target	15489	0.05644300978984074	0.06595287187511331	2.0964008987891882e-16	0.062184649331268105	0	random_matched
null_random_matched_111	coord_qc_residual_target	15489	0.17747744643550617	0.17656488176089016	1.1204657350302127e-108	0.19462536174915296	2	random_matched
null_random_matched_112	coord_qc_residual_target	15489	0.1452900949877874	0.15692335701155638	5.765062990671685e-86	0.17082468708417697	0	random_matched
null_random_matched_113	coord_qc_residual_target	15489	0.18469288741126427	0.20022245986600087	8.131204928022098e-140	0.18282035075760844	1	random_matched
null_random_matched_114	coord_qc_residual_target	15489	0.1739897977464051	0.18202253675239452	1.7223118805847246e-115	0.17427903516267798	1	random_matched
null_random_matched_115	coord_qc_residual_target	15489	0.17028666267575393	0.17586185338077792	8.148036913350455e-108	0.15612795978627336	1	random_matched
null_random_matched_116	coord_qc_residual_target	15489	0.10614262698296963	0.12202527479417097	1.8496107606185312e-52	0.12816086678956928	0	random_matched
null_random_matched_117	coord_qc_residual_target	15489	0.1181707202193019	0.13097696894098843	3.1342080200531056e-60	0.1234589022790278	0	random_matched
null_random_matched_118	coord_qc_residual_target	15489	0.09809627654736425	0.10388017549429553	1.998293738555701e-38	0.09877746090708922	0	random_matched
null_random_matched_119	coord_qc_residual_target	15489	0.1299186691956336	0.13904605748188192	1.0158404242627186e-67	0.15148138205179199	0	random_matched
null_random_matched_120	coord_qc_residual_target	15489	0.017211420829277707	0.016139931897610434	0.04457310947438083	0.0165909687227012	0	random_matched
null_random_matched_121	coord_qc_residual_target	15489	0.08134744333536913	0.08821257522586431	3.862242369027605e-28	0.07806581073942892	0	random_matched
null_random_matched_122	coord_qc_residual_target	15489	0.1700242359324563	0.1820967560860417	1.3865541853081006e-115	0.19351444808064844	2	random_matched
null_random_matched_123	coord_qc_residual_target	15489	0.04666665468201356	0.04221510293568695	1.47389211562369e-07	0.060238060653639514	0	random_matched
null_random_matched_124	coord_qc_residual_target	15489	0.20801798781687442	0.22350954343223148	1.2995327848238028e-174	0.21563783594262265	3	random_matched
null_random_matched_125	coord_qc_residual_target	15489	0.1468433310837682	0.16103148298799236	1.7499514591587255e-90	0.17364668000115224	0	random_matched
null_random_matched_126	coord_qc_residual_target	15489	0.11019124078632192	0.1276588995863367	2.768700567060943e-57	0.12870518595306132	0	random_matched
null_random_matched_127	coord_qc_residual_target	15489	0.10917051357109825	0.11013266607197368	5.288893741418552e-43	0.124311070087092	0	random_matched
null_random_matched_128	coord_qc_residual_target	15489	0.1326407964300288	0.1271194808290487	8.201695586387283e-57	0.1366573859432248	0	random_matched
null_random_matched_129	coord_qc_residual_target	15489	0.13802703937468366	0.14769228956618313	2.938873939606823e-76	0.14880004879112457	0	random_matched
null_random_matched_130	coord_qc_residual_target	15489	0.18998954223535758	0.1981929007624365	5.575123629071797e-137	0.19974531824852038	2	random_matched
null_random_matched_131	coord_qc_residual_target	15489	0.10928037284820565	0.11733971383786759	1.2898115501360087e-48	0.10865620661504347	0	random_matched
null_random_matched_132	coord_qc_residual_target	15489	0.14542362630573	0.15566851241704668	1.307493381924086e-84	0.15807548351279777	1	random_matched
null_random_matched_133	coord_qc_residual_target	15489	0.030012346601129176	0.031935199581035335	7.032536502799508e-05	0.031217631441443815	0	random_matched
null_random_matched_134	coord_qc_residual_target	15489	0.11651249885595519	0.13116709925257855	2.1132822045008898e-60	0.13347917992205363	0	random_matched
null_random_matched_135	coord_qc_residual_target	15489	0.08152543481641626	0.0831565804225246	3.5271038407782454e-25	0.08715689504263337	0	random_matched
null_random_matched_136	coord_qc_residual_target	15489	0.15004126844188423	0.16388848542192946	1.0689664231297107e-93	0.15486355883856828	1	random_matched
null_random_matched_137	coord_qc_residual_target	15489	0.10820157352034097	0.113483071242688	1.442241278666966e-45	0.1216197822931043	0	random_matched
null_random_matched_138	coord_qc_residual_target	15489	0.15624069999056633	0.16611955728979214	3.004440893694146e-96	0.16142829706971173	1	random_matched
null_random_matched_139	coord_qc_residual_target	15489	0.1294338094671964	0.13861263583162728	2.6353330852678603e-67	0.1467503641586536	0	random_matched
null_random_matched_140	coord_qc_residual_target	15489	0.06203808039989301	0.06203234249855946	1.1007413099172391e-14	0.0533634629436089	0	random_matched
null_random_matched_141	coord_qc_residual_target	15489	0.1003766833340459	0.11406291616087891	5.096988569150067e-46	0.10682276477917617	0	random_matched
null_random_matched_142	coord_qc_residual_target	15489	0.1548156936084996	0.16923516203478864	7.150594691040674e-100	0.172141488556694	0	random_matched
null_random_matched_143	coord_qc_residual_target	15489	0.0669040062777902	0.07869526393206572	1.0357026031241566e-22	0.09665522122859918	0	random_matched
null_random_matched_144	coord_qc_residual_target	15489	0.17130437939274804	0.17225297310192667	1.8920533290403745e-103	0.17423529644076474	1	random_matched
null_random_matched_145	coord_qc_residual_target	15489	0.2237461870925597	0.21402089170607308	6.255785049972236e-160	0.21265800389490924	3	random_matched
null_random_matched_146	coord_qc_residual_target	15489	0.09275481164717664	0.0928208045588891	5.449324291542211e-31	0.09732080806493601	0	random_matched
null_random_matched_147	coord_qc_residual_target	15489	0.17954966966730862	0.18250262549609242	4.228796637296251e-116	0.18110719865086325	1	random_matched
null_random_matched_148	coord_qc_residual_target	15489	0.15026191384328827	0.15942119336831723	1.067713769899747e-88	0.1409345022355414	1	random_matched
null_random_matched_149	coord_qc_residual_target	15489	0.1270889236644219	0.132479127457488	1.370276138735356e-61	0.1278934393962738	0	random_matched
null_random_matched_150	coord_qc_residual_target	15489	0.1527505754301113	0.15342403731707036	3.2573069308364865e-82	0.1411833993605009	0	random_matched
null_random_matched_151	coord_qc_residual_target	15489	0.0879760149595008	0.09554766123281927	9.573798214329361e-33	0.09996318477210328	0	random_matched
null_random_matched_152	coord_qc_residual_target	15489	0.1548107782925235	0.15580512735794538	9.319723311142409e-85	0.15382736129834199	0	random_matched
null_random_matched_153	coord_qc_residual_target	15489	0.14154816971046835	0.1489738873475955	1.435701126213898e-77	0.14745603767225898	0	random_matched
null_random_matched_154	coord_qc_residual_target	15489	0.04963010607269508	0.05535528230876289	5.425987086506228e-12	0.04588081372807249	0	random_matched
null_random_matched_155	coord_qc_residual_target	15489	0.13378826029266216	0.1435211175199046	4.5085955977762423e-72	0.1493764259871295	0	random_matched
null_random_matched_156	coord_qc_residual_target	15489	0.1490995049677418	0.1476340809114256	3.368611410127308e-76	0.1541365012886384	1	random_matched
null_random_matched_157	coord_qc_residual_target	15489	0.14728517135217825	0.15446292630011763	2.5594993076679427e-83	0.16222579417261468	0	random_matched
null_random_matched_158	coord_qc_residual_target	15489	0.09365624151596226	0.10850478253136742	8.733210877939641e-42	0.1031081105078068	0	random_matched
null_random_matched_159	coord_qc_residual_target	15489	0.12411918562048467	0.13329408634901177	2.4698589966926014e-62	0.1394278132804203	0	random_matched
null_random_matched_160	coord_qc_residual_target	15489	0.1532826898009668	0.15885358272968633	4.501123563689533e-88	0.1340148472565408	1	random_matched
null_random_matched_161	coord_qc_residual_target	15489	0.11247280509376371	0.11354214227448639	1.2975559254647827e-45	0.10246200493961444	0	random_matched
null_random_matched_162	coord_qc_residual_target	15489	0.16773675853628967	0.17810320701339483	1.4166365084297268e-110	0.16582439499170193	1	random_matched
null_random_matched_163	coord_qc_residual_target	15489	0.13913591775663225	0.14449655094562056	4.856372926240282e-73	0.13372856116487844	1	random_matched
null_random_matched_164	coord_qc_residual_target	15489	0.16110731585793375	0.16362062245070297	2.151912172342388e-93	0.16635505159300432	0	random_matched
null_random_matched_165	coord_qc_residual_target	15489	0.1947013429521751	0.2148540650356328	3.427689777336828e-161	0.21124602208352652	3	random_matched
null_random_matched_166	coord_qc_residual_target	15489	0.11229659725345212	0.12453937406233395	1.3850417532591825e-54	0.1324683462752414	0	random_matched
null_random_matched_167	coord_qc_residual_target	15489	0.14104492442231806	0.1502861801533138	6.343648810643134e-79	0.15538568183093387	0	random_matched
null_random_matched_168	coord_qc_residual_target	15489	0.17978979665647077	0.1903050483814323	2.975895107428207e-126	0.18734150672886574	1	random_matched
null_random_matched_169	coord_qc_residual_target	15489	0.22772652601737672	0.23097490791133607	1.1692676497476587e-186	0.24890726217437087	3	random_matched
null_random_matched_170	coord_qc_residual_target	15489	0.1382658526247212	0.14449900108252187	4.82917218820029e-73	0.1496946931531022	0	random_matched
null_random_matched_171	coord_qc_residual_target	15489	0.03721199100192658	0.03678006797260706	4.6801766951870125e-06	0.03538824659978754	0	random_matched
null_random_matched_172	coord_qc_residual_target	15489	0.18761985474002105	0.19900776003912024	4.086200997972038e-138	0.19591483424753103	2	random_matched
null_random_matched_173	coord_qc_residual_target	15489	0.06842005959998218	0.07001881355508174	2.681087814377879e-18	0.063279841893505	0	random_matched
null_random_matched_174	coord_qc_residual_target	15489	0.08946117499004416	0.10209019628138312	3.6414596671771253e-37	0.12008372505936571	0	random_matched
null_random_matched_175	coord_qc_residual_target	15489	0.05470239295465692	0.06134527631232348	2.15046759972219e-14	0.08078027186236744	0	random_matched
null_random_matched_176	coord_qc_residual_target	15489	0.11687944180140174	0.1186073810165732	1.2185273697246595e-49	0.12522390669904532	0	random_matched
