gene	total_counts	detected_spots	n_spots	detect_frac	mean_count	log1p_mean_count
RNF223	3.0	3	15489	0.0001936858415649816	0.0001936858415649816	0.0001936670868840086
C1orf159	872.0	812	15489	0.05242430111692169	0.05629801794822132	0.054770359435317766
AL390719.3	0.0	0	15489	0.0	0.0	0.0
LINC01342	5.0	5	15489	0.000322809735941636	0.000322809735941636	0.0003227576440890299
AL390719.2	571.0	527	15489	0.034024146168248434	0.03686487184453483	0.036201613952993865
TTLL10-AS1	0.0	0	15489	0.0	0.0	0.0
TTLL10	22.0	22	15489	0.0014203628381431984	0.0014203628381431984	0.0014193550769920048
TNFRSF18	1386.0	1235	15489	0.07973400477758409	0.0894828588030215	0.08570314219297177
TNFRSF4	2266.0	1923	15489	0.12415262444315321	0.14629737232874943	0.13653707182942945
SDF4	8114.0	5289	15489	0.34146813867906256	0.5238556394860869	0.42124372803112026
B3GALT6	1008.0	924	15489	0.059655239202014335	0.06507844276583381	0.0630484516281656
C1QTNF12	129.0	126	15489	0.008134805345729227	0.008328491187294208	0.008294000674861574
AL162741.1	5.0	5	15489	0.000322809735941636	0.000322809735941636	0.0003227576440890299
UBE2J2	2840.0	2414	15489	0.15585254051262187	0.18335593001484926	0.16835441042408908
LINC01786	14.0	14	15489	0.0009038672606365808	0.0009038672606365808	0.0009034590186033742
SCNN1D	454.0	433	15489	0.027955323132545676	0.02931112402350055	0.028889766859606515
ACAP3	2478.0	2088	15489	0.1348053457292272	0.15998450513267481	0.1484066473848133
PUSL1	776.0	722	15489	0.04661372586997224	0.05010007101814191	0.04888546535969303
INTS11	6351.0	4648	15489	0.3000839305313448	0.41003292659306606	0.3436130563110825
AL139287.1	0.0	0	15489	0.0	0.0	0.0
CPTP	1903.0	1647	15489	0.1063335270191749	0.12286138549938666	0.11588023581323188
TAS1R3	354.0	330	15489	0.021305442572147976	0.02285492930466783	0.02259766782728405
DVL1	2929.0	2432	15489	0.15701465556201175	0.18910194331461036	0.17319835273355352
MXRA8	3659.0	2862	15489	0.18477629285299244	0.23623216476208922	0.21206817696464084
AURKAIP1	10587.0	6513	15489	0.42049196203757505	0.6835173348828201	0.5208852564966712
CCNL2	9113.0	5828	15489	0.37626702821357094	0.5883530247272257	0.4626976458809715
MRPL20-AS1	929.0	861	15489	0.05558783652914972	0.05997804893795597	0.05824819936045267
MRPL20	8963.0	5705	15489	0.3683259087094067	0.5786687326489767	0.4565819176008572
AL391244.2	128.0	125	15489	0.0080702433985409	0.008263929240105881	0.008229969940087015
ANKRD65	573.0	526	15489	0.03395958422106011	0.03699399573891148	0.036326139200648706
AL391244.1	0.0	0	15489	0.0	0.0	0.0
TMEM88B	0.0	0	15489	0.0	0.0	0.0
LINC01770	16.0	16	15489	0.0010329911550132351	0.0010329911550132351	0.0010324579867905163
VWA1	5475.0	3907	15489	0.25224352766479435	0.3534766608560914	0.30267658637429806
ATAD3C	1529.0	1332	15489	0.08599651365485184	0.0987152172509523	0.09414151286174385
ATAD3B	2127.0	1841	15489	0.11885854477371037	0.13732326166957196	0.1286774854147024
ATAD3A	1420.0	1293	15489	0.08347859771450707	0.09167796500742463	0.08771592999067035
TMEM240	204.0	200	15489	0.01291238943766544	0.013170637226418749	0.01308465849096196
SSU72	7279.0	4992	15489	0.3222932403641294	0.4699464135838337	0.38522594678187483
AL645728.1	62.0	58	15489	0.0037445929369229777	0.004002840725676286	0.0039948506735787955
FNDC10	704.0	656	15489	0.04235263735554264	0.04545161082058235	0.044448955525711986
AL691432.4	63.0	59	15489	0.003809154884111305	0.004067402672864613	0.0040591531524615115
AL691432.2	867.0	801	15489	0.051714119697850086	0.055975208212279685	0.054464707936774125
MIB2	4314.0	3460	15489	0.2233843372716121	0.2785202401704435	0.24570334680912168
MMP23B	624.0	576	15489	0.037187681580476466	0.04028665504551617	0.03949630502581024
CDK11B	252.0	245	15489	0.015817677061140165	0.016269610691458453	0.01613867880706265
FO704657.1	108.0	105	15489	0.006779004454774356	0.006972690296339338	0.006948493504066662
SLC35E2B	2948.0	2360	15489	0.1523661953644522	0.19032862031118858	0.17422942052263196
CDK11A	1032.0	966	15489	0.062366840983924074	0.06662792949835367	0.06450220438283238
SLC35E2A	2162.0	1908	15489	0.1231841952353283	0.1395829298211634	0.13066234443252017
NADK	2741.0	2336	15489	0.15081670863193233	0.17696429724320487	0.16293849412494993
GNB1	8918.0	5654	15489	0.36503324940280196	0.5757634450255019	0.4547398818357327
AL109917.1	68.0	67	15489	0.004325650461617922	0.004390212408806249	0.004380603539362686
CALML6	47.0	47	15489	0.0030344115178513784	0.0030344115178513784	0.003029816983347348
TMEM52	70.0	66	15489	0.004261088514429595	0.004519336303182904	0.004509154767203941
CFAP74	11.0	11	15489	0.0007101814190715992	0.0007101814190715992	0.0007099293595791873
AL391845.2	11.0	11	15489	0.0007101814190715992	0.0007101814190715992	0.0007099293595791873
GABRD	102.0	99	15489	0.006391632771644393	0.0065853186132093745	0.006563730128792747
AL391845.1	10.0	9	15489	0.0005810575246949448	0.000645619471883272	0.0006454111492919597
PRKCZ	2076.0	1811	15489	0.11692168635806056	0.13403060236296727	0.1257781911521686
AL590822.2	3.0	3	15489	0.0001936858415649816	0.0001936858415649816	0.0001936670868840086
PRKCZ-AS1	55.0	55	15489	0.003550907095357996	0.003550907095357996	0.003544617509517214
FAAP20	6757.0	4737	15489	0.30582994383110595	0.4362450771515269	0.3620321226042158
AL590822.1	15.0	15	15489	0.000968429207824908	0.000968429207824908	0.000967960582788668
SKI	1032.0	973	15489	0.06281877461424236	0.06662792949835367	0.06450220438283238
AL590822.3	205.0	196	15489	0.012654141648912131	0.013235199173607076	0.013148379139659725
MORN1	1048.0	978	15489	0.06314158435018401	0.0676609206533669	0.06547020010243758
AL589739.1	17.0	17	15489	0.0010975531022015623	0.0010975531022015623	0.0010969512311455269
AL513477.2	86.0	84	15489	0.005423203563819485	0.005552327458196139	0.005536970107895091
RER1	7543.0	5215	15489	0.3366905545871263	0.4869907676415521	0.396754458744253
PEX10	1462.0	1321	15489	0.08528633223578024	0.09438956678933437	0.0901967345707275
PLCH2	532.0	504	15489	0.03253922138291691	0.03434695590419007	0.03377026709895549
AL139246.1	6.0	6	15489	0.0003873716831299632	0.0003873716831299632	0.0003872966740898113
AL139246.4	0.0	0	15489	0.0	0.0	0.0
PANK4	997.0	927	15489	0.05984892504357931	0.06436826134676221	0.06238144132541402
HES5	20.0	20	15489	0.001291238943766544	0.001291238943766544	0.0012904060116940479
AL139246.5	432.0	406	15489	0.026212150558460844	0.02789076118535735	0.027508897948245858
TNFRSF14-AS1	1028.0	950	15489	0.06133384982891084	0.06636968170960036	0.06426005897333152
TNFRSF14	7224.0	4897	15489	0.3161598553812383	0.4663955064884757	0.38280735322365755
AL139246.3	88.0	86	15489	0.005552327458196139	0.0056814513525727936	0.005665372778847061
PRXL2B	839.0	778	15489	0.05022919491251856	0.054167473691006524	0.05275133094192192
MMEL1	80.0	77	15489	0.004971269933501194	0.005164955775066176	0.005151663141915722
AL831784.1	1.0	1	15489	6.45619471883272e-05	6.45619471883272e-05	6.455986315551382e-05
TTC34	148.0	141	15489	0.009103234553554135	0.009555168183872425	0.009509806295751471
AC242022.2	8.0	8	15489	0.0005164955775066176	0.0005164955775066176	0.0005163622395761509
AC242022.1	0.0	0	15489	0.0	0.0	0.0
AL592464.2	0.0	0	15489	0.0	0.0	0.0
AL592464.3	0.0	0	15489	0.0	0.0	0.0
AL592464.1	0.0	0	15489	0.0	0.0	0.0
AL589702.1	0.0	0	15489	0.0	0.0	0.0
ACTRT2	0.0	0	15489	0.0	0.0	0.0
PRDM16-DT	1721.0	1503	15489	0.09703660662405578	0.1111111111111111	0.1053605156578263
PRDM16	967.0	905	15489	0.058428562205436116	0.0624314029311124	0.060560057785034295
AL008733.1	1.0	1	15489	6.45619471883272e-05	6.45619471883272e-05	6.455986315551382e-05
AL590438.1	12.0	12	15489	0.0007747433662599264	0.0007747433662599264	0.0007744434075355009
AL354743.2	4.0	4	15489	0.0002582477887533088	0.0002582477887533088	0.00025821444853301275
AL354743.1	6.0	6	15489	0.0003873716831299632	0.0003873716831299632	0.0003872966740898113
ARHGEF16	863.0	791	15489	0.05106850022596682	0.05571696042352638	0.054220119455672185
AL512413.1	18.0	18	15489	0.0011621150493898896	0.0011621150493898896	0.001161440316390203
MEGF6	1473.0	1314	15489	0.08483439860546194	0.09509974820840597	0.09084545337388655
AL513320.1	3.0	3	15489	0.0001936858415649816	0.0001936858415649816	0.0001936670868840086
TPRG1L	2862.0	2433	15489	0.15707921750920006	0.18477629285299244	0.16955397436291575
WRAP73	1366.0	1255	15489	0.08102524372135064	0.08819161985925496	0.0845172541204023
TP73	140.0	136	15489	0.008780424817612499	0.009038672606365808	0.008998068294434778
AL136528.1	1.0	1	15489	6.45619471883272e-05	6.45619471883272e-05	6.455986315551382e-05
AL136528.2	2.0	2	15489	0.0001291238943766544	0.0001291238943766544	0.00012911555860416213
CCDC27	0.0	0	15489	0.0	0.0	0.0
SMIM1	2918.0	2392	15489	0.15443217767447867	0.18839176189553877	0.17260093248496328
LRRC47	2433.0	2098	15489	0.13545096520111047	0.15707921750920006	0.145898913896406
AL365330.1	33.0	32	15489	0.0020659823100264703	0.0021305442572147975	0.002128277866325331
CEP104	1044.0	963	15489	0.06217315514235909	0.0674026728646136	0.06522828900358624
DFFB	352.0	332	15489	0.02143456646652463	0.022725805410291174	0.02247142114109188
C1orf174	879.0	822	15489	0.053069920588804956	0.05674995157853961	0.05519811464364892
LINC01134	15.0	14	15489	0.0009038672606365808	0.000968429207824908	0.000967960582788668
LINC01346	0.0	0	15489	0.0	0.0	0.0
LINC01345	0.0	0	15489	0.0	0.0	0.0
LINC02780	0.0	0	15489	0.0	0.0	0.0
AL805961.1	1.0	1	15489	6.45619471883272e-05	6.45619471883272e-05	6.455986315551382e-05
LINC01777	0.0	0	15489	0.0	0.0	0.0
AL355602.1	0.0	0	15489	0.0	0.0	0.0
Z98747.1	0.0	0	15489	0.0	0.0	0.0
LINC01646	0.0	0	15489	0.0	0.0	0.0
AJAP1	124.0	119	15489	0.007682871715410937	0.008005681451352572	0.007973805993761475
Z98886.1	0.0	0	15489	0.0	0.0	0.0
BX005132.1	0.0	0	15489	0.0	0.0	0.0
LINC02781	0.0	0	15489	0.0	0.0	0.0
LINC02782	0.0	0	15489	0.0	0.0	0.0
AL139823.1	0.0	0	15489	0.0	0.0	0.0
Z98259.3	0.0	0	15489	0.0	0.0	0.0
Z98259.2	0.0	0	15489	0.0	0.0	0.0
Z98259.1	0.0	0	15489	0.0	0.0	0.0
AL365255.1	1.0	1	15489	6.45619471883272e-05	6.45619471883272e-05	6.455986315551382e-05
NPHP4	750.0	711	15489	0.04590354445090064	0.0484214603912454	0.04728566191732878
KCNAB2	2043.0	1754	15489	0.11324165536832591	0.13190005810575248	0.123897687990941
CHD5	7.0	7	15489	0.0004519336303182904	0.0004519336303182904	0.000451831539073004
RPL22	93333.0	12861	15489	0.8303312027890761	6.025760216928142	1.9495834252977193
AL031847.1	77.0	75	15489	0.00484214603912454	0.004971269933501194	0.004958953971574679
RNF207	756.0	711	15489	0.04590354445090064	0.04880883207437536	0.04765507455544188
ICMT	1972.0	1711	15489	0.11046549163922784	0.12731615985538125	0.11983972797436872
LINC00337	8.0	8	15489	0.0005164955775066176	0.0005164955775066176	0.0005163622395761509
HES3	0.0	0	15489	0.0	0.0	0.0
GPR153	414.0	394	15489	0.025437407192200917	0.02672864613596746	0.02637767610815698
ACOT7	938.0	865	15489	0.05584608431790303	0.06055910646265091	0.05879622799344104
AL031848.2	59.0	58	15489	0.0037445929369229777	0.003809154884111305	0.0038019184243549805
HES2	11.0	11	15489	0.0007101814190715992	0.0007101814190715992	0.0007099293595791873
ESPN	24.0	24	15489	0.0015494867325198528	0.0015494867325198528	0.001548287516572368
AL031848.1	0.0	0	15489	0.0	0.0	0.0
TNFRSF25	1808.0	1568	15489	0.10123313319129705	0.11672800051649558	0.11040298149616458
PLEKHG5	477.0	461	15489	0.02976305765381884	0.030796048808832074	0.03033136665798538
NOL9	1130.0	1050	15489	0.06779004454774357	0.07295500032280973	0.07041652457976445
TAS1R1	9.0	8	15489	0.0005164955775066176	0.0005810575246949448	0.0005808887761366913
ZBTB48	2267.0	1965	15489	0.12686422622506294	0.14636193427593777	0.13659339240616708
KLHL21	1572.0	1395	15489	0.09006391632771645	0.10149138098005035	0.09666506242715056
PHF13	622.0	592	15489	0.0382206727354897	0.04015753115113952	0.03937217394322781
THAP3	1561.0	1405	15489	0.09070953579959971	0.10078119956097877	0.09602010916390405
DNAJC11	1551.0	1378	15489	0.08896636322551488	0.10013558008909548	0.09543342683554792
LINC01672	27.0	27	15489	0.0017431725740848344	0.0017431725740848344	0.0017416550120989882
AL591163.1	0.0	0	15489	0.0	0.0	0.0
CAMTA1-DT	71.0	71	15489	0.004583898250371231	0.004583898250371231	0.004573424184623794
CAMTA1	5067.0	3752	15489	0.24223642585060365	0.3271353864032539	0.2830227745643614
AL512330.1	0.0	0	15489	0.0	0.0	0.0
CAMTA1-IT1	9.0	9	15489	0.0005810575246949448	0.0005810575246949448	0.0005808887761366913
Z97987.1	0.0	0	15489	0.0	0.0	0.0
AL365194.1	2.0	2	15489	0.0001291238943766544	0.0001291238943766544	0.00012911555860416213
AL359881.3	4.0	4	15489	0.0002582477887533088	0.0002582477887533088	0.00025821444853301275
AL359881.2	4.0	4	15489	0.0002582477887533088	0.0002582477887533088	0.00025821444853301275
AL359881.1	11.0	11	15489	0.0007101814190715992	0.0007101814190715992	0.0007099293595791873
VAMP3	3039.0	2541	15489	0.1640519078055394	0.19620375750532637	0.179153006824963
Z98884.2	11.0	11	15489	0.0007101814190715992	0.0007101814190715992	0.0007099293595791873
PER3	927.0	831	15489	0.053650978113499906	0.05984892504357931	0.05812637442273728
Z98884.1	5.0	5	15489	0.000322809735941636	0.000322809735941636	0.0003227576440890299
UTS2	249.0	241	15489	0.015559429272386856	0.016075924849893473	0.01594807554716987
TNFRSF9	216.0	204	15489	0.013170637226418749	0.013945380592678676	0.01384903842498812
PARK7	17829.0	8292	15489	0.5353476660856091	1.1510749564206857	0.7659676969219034
AL034417.4	22.0	22	15489	0.0014203628381431984	0.0014203628381431984	0.0014193550769920048
AL034417.3	2.0	2	15489	0.0001291238943766544	0.0001291238943766544	0.00012911555860416213
ERRFI1	5286.0	3116	15489	0.20117502743882756	0.3412744528374976	0.2936202461758901
AL034417.2	118.0	114	15489	0.007360061979469301	0.00761830976822261	0.007589436994794803
LINC01714	11.0	11	15489	0.0007101814190715992	0.0007101814190715992	0.0007099293595791873
AL358876.2	0.0	0	15489	0.0	0.0	0.0
SLC45A1	119.0	117	15489	0.007553747821034283	0.007682871715410937	0.007653508755188338
RERE	4543.0	3586	15489	0.23151914261734133	0.2933049260765705	0.2572009003520663
RERE-AS1	89.0	83	15489	0.0053586416166311575	0.005746013299761121	0.005729567932135035
AL357552.2	0.0	0	15489	0.0	0.0	0.0
ENO1	18763.0	8533	15489	0.550907095357996	1.2113758150945833	0.7936148625983239
ENO1-AS1	138.0	136	15489	0.008780424817612499	0.008909548711989153	0.008870092865542429
CA6	1.0	1	15489	6.45619471883272e-05	6.45619471883272e-05	6.455986315551382e-05
SLC2A7	0.0	0	15489	0.0	0.0	0.0
SLC2A5	397.0	383	15489	0.024727225773129316	0.025631093033765897	0.025308123645318564
GPR157	326.0	310	15489	0.02001420362838143	0.021047194783394667	0.020828762191990414
MIR34AHG	365.0	349	15489	0.022532119568726194	0.023565110723739426	0.02329173984934237
LNCTAM34A	167.0	162	15489	0.010459035444509006	0.010781845180450642	0.010724135528153357
H6PD	2229.0	1949	15489	0.1258312350700497	0.14390858028278133	0.13445097742421888
SPSB1	1416.0	1264	15489	0.08160630124604558	0.09141971721867131	0.08747934159422757
BX323043.1	5.0	5	15489	0.000322809735941636	0.000322809735941636	0.0003227576440890299
LINC02606	49.0	46	15489	0.002969849570663051	0.003163535412228033	0.0031585419626072877
AL928921.1	0.0	0	15489	0.0	0.0	0.0
SLC25A33	796.0	732	15489	0.04725934534185551	0.05139130996190845	0.05011434416257506
TMEM201	436.0	415	15489	0.026793208083155787	0.02814900897411066	0.027760106892605295
PIK3CD	2314.0	1945	15489	0.1255729872812964	0.14939634579378913	0.13923688785710384
PIK3CD-AS1	6.0	6	15489	0.0003873716831299632	0.0003873716831299632	0.0003872966740898113
PIK3CD-AS2	1150.0	1055	15489	0.0681128542836852	0.07424623926657628	0.07161924286774843
CLSTN1	6918.0	4830	15489	0.3118342049196204	0.4466395506488476	0.36924331547741757
CTNNBIP1	1516.0	1358	15489	0.08767512428174834	0.09787591193750403	0.09337732389353702
AL357140.1	5.0	5	15489	0.000322809735941636	0.000322809735941636	0.0003227576440890299
AL357140.4	6.0	6	15489	0.0003873716831299632	0.0003873716831299632	0.0003872966740898113
LZIC	1477.0	1331	15489	0.0859319517076635	0.09535799599715927	0.09108124681992125
AL357140.2	29.0	29	15489	0.0018722964684614889	0.0018722964684614889	0.0018705459061357742
NMNAT1	512.0	493	15489	0.03182903996384531	0.033055716960423524	0.03252112572111586
AL603962.1	0.0	0	15489	0.0	0.0	0.0
RBP7	2010.0	1723	15489	0.11124023500548777	0.12976951384853766	0.1220136418739885
UBE4B	1627.0	1472	15489	0.09503518626121764	0.10504228807540836	0.09988360398894866
KIF1B	1487.0	1329	15489	0.08580282781328685	0.09600361546904254	0.09167048730600556
AL139424.3	1.0	1	15489	6.45619471883272e-05	6.45619471883272e-05	6.455986315551382e-05
AL139424.2	30.0	30	15489	0.001936858415649816	0.001936858415649816	0.0019349851238659695
PGD	3278.0	2688	15489	0.1735425140422235	0.21163406288333655	0.1919699137435138
AL139424.1	2.0	2	15489	0.0001291238943766544	0.0001291238943766544	0.00012911555860416213
CENPS	629.0	594	15489	0.03834979662986636	0.040609464781457806	0.039806565336697824
CORT	158.0	153	15489	0.009877977919814061	0.010200787655755697	0.010149110754298448
DFFA	1311.0	1197	15489	0.07728065078442765	0.08464071276389695	0.08124879184359149
AL354956.1	1.0	1	15489	6.45619471883272e-05	6.45619471883272e-05	6.455986315551382e-05
PEX14	930.0	856	15489	0.055265026793208084	0.060042610885144294	0.058309106264269044
AL139423.2	0.0	0	15489	0.0	0.0	0.0
CASZ1	425.0	400	15489	0.02582477887533088	0.02743882755503906	0.027069130389721335
AL139423.1	2.0	2	15489	0.0001291238943766544	0.0001291238943766544	0.00012911555860416213
C1orf127	47.0	47	15489	0.0030344115178513784	0.0030344115178513784	0.003029816983347348
TARDBP	4648.0	3669	15489	0.2368777842339725	0.3000839305313448	0.26242882433064657
MASP2	2.0	2	15489	0.0001291238943766544	0.0001291238943766544	0.00012911555860416213
AL109811.2	755.0	695	15489	0.044870553295887405	0.04874427012718704	0.04759351525842961
SRM	2747.0	2280	15489	0.14720123958938602	0.1773516689263348	0.16326756778557322
EXOSC10	1677.0	1519	15489	0.09806959777906901	0.10827038543482471	0.10280058873040646
AL109811.1	27.0	27	15489	0.0017431725740848344	0.0017431725740848344	0.0017416550120989882
EXOSC10-AS1	13.0	13	15489	0.0008393053134482536	0.0008393053134482536	0.0008389532936979234
MTOR	1326.0	1219	15489	0.07870101362257086	0.08560914197172187	0.08214125062661118
MTOR-AS1	1.0	1	15489	6.45619471883272e-05	6.45619471883272e-05	6.455986315551382e-05
ANGPTL7	9.0	9	15489	0.0005810575246949448	0.0005810575246949448	0.0005808887761366913
UBIAD1	948.0	883	15489	0.05700819936729292	0.06120472593453419	0.05940479665876662
AL031291.1	1.0	1	15489	6.45619471883272e-05	6.45619471883272e-05	6.455986315551382e-05
DISP3	26.0	24	15489	0.0015494867325198528	0.0016786106268965072	0.001677203334721774
AL590989.1	0.0	0	15489	0.0	0.0	0.0
LINC01647	0.0	0	15489	0.0	0.0	0.0
AL031731.1	1.0	1	15489	6.45619471883272e-05	6.45619471883272e-05	6.455986315551382e-05
FBXO2	1125.0	1036	15489	0.06688617728710698	0.0726321905868681	0.07011561885125804
FBXO44	1911.0	1687	15489	0.10891600490670798	0.12337788107689328	0.11634011165486159
FBXO6	1546.0	1408	15489	0.0909032216411647	0.09981277035315385	0.09513995654730814
MAD2L2	1569.0	1418	15489	0.09154884111304797	0.10129769513848538	0.09648920733129598
DRAXIN	30.0	30	15489	0.001936858415649816	0.001936858415649816	0.0019349851238659695
AGTRAP	3898.0	3088	15489	0.1993672929175544	0.2516624701400994	0.22447264379144866
C1orf167	414.0	391	15489	0.025243721350635934	0.02672864613596746	0.02637767610815698
AL953897.1	0.0	0	15489	0.0	0.0	0.0
MTHFR	2075.0	1834	15489	0.11840661114339208	0.13396604041577895	0.12572125813384927
CLCN6	1073.0	975	15489	0.06294789850861902	0.06927496933307509	0.0669808200458866
NPPA	177.0	155	15489	0.010007101814190716	0.011427464652333914	0.011362664379425047
NPPB	9.0	9	15489	0.0005810575246949448	0.0005810575246949448	0.0005808887761366913
AL021155.5	302.0	260	15489	0.01678610626896507	0.019497708050874814	0.01931006291888437
KIAA2013	3066.0	2563	15489	0.1654722706436826	0.1979469300794112	0.18060919994693916
PLOD1	3808.0	3066	15489	0.1979469300794112	0.24585189489314999	0.21981954884859708
AL096840.2	1.0	1	15489	6.45619471883272e-05	6.45619471883272e-05	6.455986315551382e-05
MFN2	3551.0	2892	15489	0.18671315126864227	0.22925947446574987	0.2064119347975975
MIIP	2467.0	2124	15489	0.13712957582800697	0.1592743237136032	0.14779422635406395
TNFRSF8	71.0	71	15489	0.004583898250371231	0.004583898250371231	0.004573424184623794
AL357835.1	0.0	0	15489	0.0	0.0	0.0
TNFRSF1B	2143.0	1824	15489	0.11776099167150882	0.1383562528245852	0.12958533840488223
VPS13D	2278.0	2026	15489	0.1308025050035509	0.14707211569500936	0.13721270948814723
LINC02766	1.0	1	15489	6.45619471883272e-05	6.45619471883272e-05	6.455986315551382e-05
DHRS3	5684.0	4102	15489	0.26483310736651816	0.3669701078184518	0.3125966905081775
AC254633.1	45.0	45	15489	0.002905287623474724	0.002905287623474724	0.0029010754318338364
AADACL4	2.0	2	15489	0.0001291238943766544	0.0001291238943766544	0.00012911555860416213
AADACL3	0.0	0	15489	0.0	0.0	0.0
C1orf158	68.0	64	15489	0.0041319646200529405	0.004390212408806249	0.004380603539362686
PRAMEF12	0.0	0	15489	0.0	0.0	0.0
PRAMEF1	0.0	0	15489	0.0	0.0	0.0
LINC01784	0.0	0	15489	0.0	0.0	0.0
PRAMEF11	0.0	0	15489	0.0	0.0	0.0
HNRNPCL1	0.0	0	15489	0.0	0.0	0.0
PRAMEF2	0.0	0	15489	0.0	0.0	0.0
PRAMEF4	0.0	0	15489	0.0	0.0	0.0
PRAMEF10	0.0	0	15489	0.0	0.0	0.0
PRAMEF7	0.0	0	15489	0.0	0.0	0.0
PRAMEF6	0.0	0	15489	0.0	0.0	0.0
PRAMEF27	0.0	0	15489	0.0	0.0	0.0
HNRNPCL3	0.0	0	15489	0.0	0.0	0.0
PRAMEF25	0.0	0	15489	0.0	0.0	0.0
HNRNPCL2	0.0	0	15489	0.0	0.0	0.0
AC245056.1	0.0	0	15489	0.0	0.0	0.0
PRAMEF26	0.0	0	15489	0.0	0.0	0.0
HNRNPCL4	0.0	0	15489	0.0	0.0	0.0
PRAMEF9	0.0	0	15489	0.0	0.0	0.0
PRAMEF13	0.0	0	15489	0.0	0.0	0.0
PRAMEF18	0.0	0	15489	0.0	0.0	0.0
PRAMEF5	0.0	0	15489	0.0	0.0	0.0
PRAMEF8	1.0	1	15489	6.45619471883272e-05	6.45619471883272e-05	6.455986315551382e-05
PRAMEF33	0.0	0	15489	0.0	0.0	0.0
PRAMEF15	0.0	0	15489	0.0	0.0	0.0
AC243961.1	0.0	0	15489	0.0	0.0	0.0
PRAMEF14	0.0	0	15489	0.0	0.0	0.0
PRAMEF19	0.0	0	15489	0.0	0.0	0.0
PRAMEF17	0.0	0	15489	0.0	0.0	0.0
PRAMEF20	0.0	0	15489	0.0	0.0	0.0
LRRC38	3.0	3	15489	0.0001936858415649816	0.0001936858415649816	0.0001936670868840086
AL354712.1	0.0	0	15489	0.0	0.0	0.0
PDPN	262.0	247	15489	0.01594680095551682	0.016915230163341725	0.016773760753976633
AL359771.1	0.0	0	15489	0.0	0.0	0.0
PRDM2	2280.0	1966	15489	0.12692878817225128	0.14720123958938602	0.13732527139731607
KAZN	594.0	557	15489	0.03596100458389825	0.03834979662986636	0.037632718947888624
AL357873.1	7.0	7	15489	0.0004519336303182904	0.0004519336303182904	0.000451831539073004
KAZN-AS1	0.0	0	15489	0.0	0.0	0.0
AL031293.1	0.0	0	15489	0.0	0.0	0.0
TMEM51-AS1	47.0	44	15489	0.0028407256762863968	0.0030344115178513784	0.003029816983347348
TMEM51	666.0	620	15489	0.04002840725676286	0.04299825682742592	0.042099504710839834
C1orf195	0.0	0	15489	0.0	0.0	0.0
FHAD1	88.0	85	15489	0.005487765511007812	0.0056814513525727936	0.005665372778847061
AL031283.2	47.0	47	15489	0.0030344115178513784	0.0030344115178513784	0.003029816983347348
