bench	RF	Bayes
ITSNdb_main	0.5425249169435216	0.5638045540796963
ITSNdb_Val	0.7951959544879899	0.7831858407079646
ITSNdb_combined	0.7335663773706205	0.7840628984275395
ITSNdb_no_overlap	0.4308841843088418	0.4106514084507042
Venus_test_top10	0.7790288529204785	0.7375087966220971
Venus_valid_top10	0.7439945092656143	0.7364447494852437
LOSO_mean		0.583030304541029
InDomain_5fold	0.854	0.8176676782337161
