page	title	family	images	tables	headings	definitions	bytes
paper1_k2_panel_overlay_v15.html	Paper 1 v15 K2 Panel Overlay	Paper 1	1	1	5	TCGA-THCA; K2 / PRJEB11591; GSE213647 / Lee 2024; 8-gene mini-index; RAI_8 / thyroid differentiation score; MAPK output score; Cohen's d / Spearman rho / Cox HR	27135
paper1_methods_reproducibility_dossier.html	Paper 1 Fig 8 Methods Reproducibility Dossier	Paper 1	0	15	18	TCGA-THCA; TCGA-THCA HM450; K2 / PRJEB11591; GSE213647 / Lee 2024; GSE286332; GSE250521; GSE76039 / Landa advanced thyroid; 8-gene mini-index; RAI_8 / thyroid differentiation score; MAPK output score; Cohen's d / Spearman rho / Cox HR; PRISM / DepMap	62728
paper1_nature_cancer_board.html	Paper 1 — Nature Cancer Bar Analysis Board	Paper 1	15	12	35	TCGA-THCA; TCGA-THCA HM450; K2 / PRJEB11591; GSE250521; GSE76039 / Landa advanced thyroid; GSE184362 / GSE193581 / GSE241184; Hugo/Riaz melanoma ICI pool; 8-gene mini-index; RAI_8 / thyroid differentiation score; MAPK output score; HLA-II / IFN-gamma module; Cohen's d / Spearman rho / Cox HR; PRISM / DepMap	126159
paper1_paper11_nature_master.html	Paper 1 + Paper 11 — Thyroid → Pan-cancer Nature Master Framing | THCA Hub	Paper 1	17	5	26	TCGA-THCA; TCGA-THCA HM450; K2 / PRJEB11591; GSE213647 / Lee 2024; GSE76039 / Landa advanced thyroid; Hugo/Riaz melanoma ICI pool; AFND / Korean HLA references; 8-gene mini-index; RAI_8 / thyroid differentiation score; MAPK output score; HLA-II / IFN-gamma module; Cohen's d / Spearman rho / Cox HR; PRISM / DepMap; Neoantigen / pMHC / TCR resources	149756
paper1_paper2_braf_axis_takeover_dossier.html	Paper 1/2 BRAF Axis Takeover Dossier · 2026-05-09	Paper 1	7	10	23	TCGA-THCA; TCGA-THCA HM450; K2 / PRJEB11591; GSE213647 / Lee 2024; GSE250521; GSE76039 / Landa advanced thyroid; GSE184362 / GSE193581 / GSE241184; Hugo/Riaz melanoma ICI pool; AFND / Korean HLA references; 8-gene mini-index; RAI_8 / thyroid differentiation score; MAPK output score; Cohen's d / Spearman rho / Cox HR; Neoantigen / pMHC / TCR resources	73271
paper1_reviewer_defense_dashboard.html	Paper 1 · Reviewer Defense Dashboard · Q1 → Q14	Paper 1	0	14	7	TCGA-THCA; TCGA-THCA HM450; K2 / PRJEB11591; GSE213647 / Lee 2024; GSE250521; GSE76039 / Landa advanced thyroid; GSE184362 / GSE193581 / GSE241184; Hugo/Riaz melanoma ICI pool; 8-gene mini-index; RAI_8 / thyroid differentiation score; MAPK output score; HLA-II / IFN-gamma module; Cohen's d / Spearman rho / Cox HR; PRISM / DepMap; Neoantigen / pMHC / TCR resources	69526
paper1_spatial_failure_rescue_v16.html	Paper 1 v16 spatial failure rescue	Paper 1	1	4	9	GSE250521; GSE76039 / Landa advanced thyroid; 8-gene mini-index; RAI_8 / thyroid differentiation score; MAPK output score; Cohen's d / Spearman rho / Cox HR	37417
paper1_spatial_lag_pockets_v18.html	Paper 1 v18 spatial lag pockets	Paper 1	1	4	8	TCGA-THCA; GSE250521; GSE76039 / Landa advanced thyroid; 8-gene mini-index; RAI_8 / thyroid differentiation score; MAPK output score; Cohen's d / Spearman rho / Cox HR	33313
paper1_spatial_signal_decomposition_v17.html	Paper 1 v17 spatial signal decomposition	Paper 1	1	7	10	GSE250521; 8-gene mini-index; RAI_8 / thyroid differentiation score; MAPK output score; Cohen's d / Spearman rho / Cox HR	39293
paper1_synthetic_lethality_dossier.html	Paper 1 Synthetic-Lethality Claim Boundary	Paper 1	4	2	9	GSE250521; GSE76039 / Landa advanced thyroid; Hugo/Riaz melanoma ICI pool; 8-gene mini-index; RAI_8 / thyroid differentiation score; MAPK output score; Cohen's d / Spearman rho / Cox HR; PRISM / DepMap	50693
paper2_cv2_visual_summary.html	Paper 2 Separated Figure Browser	Paper 2	8	4	10	TCGA-THCA; GSE250521; GSE76039 / Landa advanced thyroid; Hugo/Riaz melanoma ICI pool; 8-gene mini-index; RAI_8 / thyroid differentiation score; MAPK output score; Cohen's d / Spearman rho / Cox HR	72131
paper2_gse248205_aitd_pathology_axis.html	Paper 2 GSE248205 AITD Pathology Axis	Paper 2	2	5	11	GSE250521; GSE184362 / GSE193581 / GSE241184; AFND / Korean HLA references; 8-gene mini-index; RAI_8 / thyroid differentiation score; MAPK output score; HLA-II / IFN-gamma module; Cohen's d / Spearman rho / Cox HR	42032
paper2_high_impact_journal_strategy.html	Paper 2 High-Impact Journal Strategy	Paper 2	5	4	10	K2 / PRJEB11591; GSE250521; GSE76039 / Landa advanced thyroid; Hugo/Riaz melanoma ICI pool; 8-gene mini-index; RAI_8 / thyroid differentiation score; MAPK output score; Cohen's d / Spearman rho / Cox HR	51719
paper2_hla.html	Paper 2 HLA — Hashimoto-overlap PTC explanatory statistics pack | THCA Hub	Paper 2	16	10	24	TCGA-THCA; K2 / PRJEB11591; GSE286332; GSE76039 / Landa advanced thyroid; Hugo/Riaz melanoma ICI pool; AFND / Korean HLA references; RAI_8 / thyroid differentiation score; HLA-II / IFN-gamma module; Cohen's d / Spearman rho / Cox HR; Neoantigen / pMHC / TCR resources	86677
paper2_image_dm1.html	Paper 2 — H&E → DM1 image classifier | Public Brief	Paper 2	30	20	26	TCGA-THCA; TCGA-THCA HM450; K2 / PRJEB11591; GSE250521; GSE76039 / Landa advanced thyroid; Hugo/Riaz melanoma ICI pool; AFND / Korean HLA references; 8-gene mini-index; RAI_8 / thyroid differentiation score; MAPK output score; Cohen's d / Spearman rho / Cox HR	171049
paper2_image_dm1_audit_dossier.html	Paper 2 image-DM1 audit dossier	Paper 2	8	18	26	TCGA-THCA; K2 / PRJEB11591; GSE76039 / Landa advanced thyroid; 8-gene mini-index; RAI_8 / thyroid differentiation score; MAPK output score; Cohen's d / Spearman rho / Cox HR	94170
paper2_image_dm1_clinical_business.html	Paper 2 — H&E → DM1 | Clinical workflow & commercial angle (INTERNAL)	Paper 2	12	19	22	TCGA-THCA; TCGA-THCA HM450; K2 / PRJEB11591; GSE286332; GSE250521; Hugo/Riaz melanoma ICI pool; AFND / Korean HLA references; 8-gene mini-index; RAI_8 / thyroid differentiation score; MAPK output score; Cohen's d / Spearman rho / Cox HR; PRISM / DepMap	113976
paper2_image_dm1_conclusion_root.html	Paper 2 image-DM1 결론	Paper 2	1	1	20	TCGA-THCA; K2 / PRJEB11591; 8-gene mini-index; RAI_8 / thyroid differentiation score; MAPK output score; Cohen's d / Spearman rho / Cox HR	40400
paper2_impact_upgrade.html	Paper 2 Impact Upgrade	Operations	5	5	10	TCGA-THCA; K2 / PRJEB11591; GSE250521; GSE76039 / Landa advanced thyroid; Hugo/Riaz melanoma ICI pool; 8-gene mini-index; RAI_8 / thyroid differentiation score; MAPK output score; Cohen's d / Spearman rho / Cox HR	49342
paper2_master_view.html	Paper 2 Isolated Session Master View | THCA Hub	Paper 2	1	10	30	TCGA-THCA; TCGA-THCA HM450; K2 / PRJEB11591; GSE213647 / Lee 2024; GSE286332; GSE76039 / Landa advanced thyroid; GSE184362 / GSE193581 / GSE241184; Hugo/Riaz melanoma ICI pool; AFND / Korean HLA references; 8-gene mini-index; RAI_8 / thyroid differentiation score; MAPK output score; HLA-II / IFN-gamma module; Cohen's d / Spearman rho / Cox HR; Neoantigen / pMHC / TCR resources	60775
paper2_moonshot_editorial_pack.html	Paper 2 Moonshot Editorial Pack	Paper 2	8	8	14	TCGA-THCA; TCGA-THCA HM450; K2 / PRJEB11591; GSE250521; GSE76039 / Landa advanced thyroid; Hugo/Riaz melanoma ICI pool; 8-gene mini-index; RAI_8 / thyroid differentiation score; MAPK output score; Cohen's d / Spearman rho / Cox HR	66038
paper2_path2space_spatial_reanalysis.html	Paper 2 Path2Space-Inspired Spatial Reanalysis	Paper 2	21	18	22	TCGA-THCA; GSE286332; GSE250521; GSE76039 / Landa advanced thyroid; Hugo/Riaz melanoma ICI pool; 8-gene mini-index; RAI_8 / thyroid differentiation score; MAPK output score; Cohen's d / Spearman rho / Cox HR	116304
paper2_pathology_new_finding_scout.html	Pathology Finding Scout	Paper 2	1	1	5	TCGA-THCA; K2 / PRJEB11591; GSE250521; 8-gene mini-index; RAI_8 / thyroid differentiation score; MAPK output score; Cohen's d / Spearman rho / Cox HR; Neoantigen / pMHC / TCR resources	32327
paper2_submission_overview.html	Paper 2 Submission Overview	Paper 2	5	6	11	TCGA-THCA; K2 / PRJEB11591; GSE250521; GSE76039 / Landa advanced thyroid; Hugo/Riaz melanoma ICI pool; AFND / Korean HLA references; 8-gene mini-index; RAI_8 / thyroid differentiation score; MAPK output score; Cohen's d / Spearman rho / Cox HR	55665
paper2a.html	Paper 2A — H&E → DM1 image projection (NO-GO finding) | THCA Hub	Paper 2	11	15	43	TCGA-THCA; GSE286332; GSE250521; GSE76039 / Landa advanced thyroid; Hugo/Riaz melanoma ICI pool; 8-gene mini-index; RAI_8 / thyroid differentiation score; MAPK output score; Cohen's d / Spearman rho / Cox HR	106620
paper2b.html	Paper 2B — Hashimoto-overlap PTC mechanism | THCA Hub	Paper 2	12	28	64	TCGA-THCA; K2 / PRJEB11591; GSE213647 / Lee 2024; GSE286332; GSE250521; GSE76039 / Landa advanced thyroid; Hugo/Riaz melanoma ICI pool; AFND / Korean HLA references; 8-gene mini-index; RAI_8 / thyroid differentiation score; MAPK output score; HLA-II / IFN-gamma module; Cohen's d / Spearman rho / Cox HR	143215
paper3.html	Paper #3 — ICI vulnerability (Track A frozen) | THCA Hub	Paper 3	1	26	50	TCGA-THCA; K2 / PRJEB11591; GSE250521; GSE76039 / Landa advanced thyroid; GSE184362 / GSE193581 / GSE241184; Hugo/Riaz melanoma ICI pool; AFND / Korean HLA references; 8-gene mini-index; RAI_8 / thyroid differentiation score; MAPK output score; HLA-II / IFN-gamma module; Cohen's d / Spearman rho / Cox HR; Neoantigen / pMHC / TCR resources	127292
paper3_ici_status_dossier_2026_05_09.html	Paper 3 ICI Status Dossier — 2026-05-09	Paper 3	8	11	14	TCGA-THCA; GSE76039 / Landa advanced thyroid; Hugo/Riaz melanoma ICI pool; AFND / Korean HLA references; 8-gene mini-index; RAI_8 / thyroid differentiation score; MAPK output score; HLA-II / IFN-gamma module; Cohen's d / Spearman rho / Cox HR	67647
paper4.html	Paper #4 — Korean GD HLA / Pan-Asian (backlog) | THCA Hub	Paper 4	3	20	42	TCGA-THCA; K2 / PRJEB11591; GSE213647 / Lee 2024; GSE286332; GSE76039 / Landa advanced thyroid; AFND / Korean HLA references; RAI_8 / thyroid differentiation score; MAPK output score; Cohen's d / Spearman rho / Cox HR	94471
paper4_gd_hla.html	Paper 4 GD HLA — Pan-Asian Graves backlog registry | THCA Hub	Paper 4	11	12	25	TCGA-THCA; K2 / PRJEB11591; GSE286332; GSE76039 / Landa advanced thyroid; Hugo/Riaz melanoma ICI pool; AFND / Korean HLA references; 8-gene mini-index; RAI_8 / thyroid differentiation score; Cohen's d / Spearman rho / Cox HR	85958
paper5.html	Paper #5 — v17 npj 8-gene RAI biomarker | THCA Hub	Paper 5	58	29	64	TCGA-THCA; TCGA-THCA HM450; K2 / PRJEB11591; GSE250521; GSE76039 / Landa advanced thyroid; Hugo/Riaz melanoma ICI pool; AFND / Korean HLA references; 8-gene mini-index; RAI_8 / thyroid differentiation score; MAPK output score; Cohen's d / Spearman rho / Cox HR	256227
paper6.html	Paper 6 — v15 NeurIPS DIAL · v52 LODO leak finding | THCA Hub	Paper 6 / DIAL	9	20	44	TCGA-THCA; K2 / PRJEB11591; GSE76039 / Landa advanced thyroid; Hugo/Riaz melanoma ICI pool; AFND / Korean HLA references; 8-gene mini-index; RAI_8 / thyroid differentiation score; MAPK output score; HLA-II / IFN-gamma module; Cohen's d / Spearman rho / Cox HR; PRISM / DepMap	106099
paper7.html	Paper 7 — v18 agentic_research framework | THCA Hub	Paper 7	1	21	52	TCGA-THCA; K2 / PRJEB11591; GSE76039 / Landa advanced thyroid; Hugo/Riaz melanoma ICI pool; 8-gene mini-index; RAI_8 / thyroid differentiation score; MAPK output score; Cohen's d / Spearman rho / Cox HR; PRISM / DepMap	108018
paper9.html	Paper 9 — Metabolic Vulnerability Prioritization Map | THCA Hub	Paper 9	1	6	21	TCGA-THCA; K2 / PRJEB11591; GSE76039 / Landa advanced thyroid; Hugo/Riaz melanoma ICI pool; 8-gene mini-index; RAI_8 / thyroid differentiation score; MAPK output score; Cohen's d / Spearman rho / Cox HR; PRISM / DepMap	60424
paper9_first_pass.html	Paper 9 — First-Pass Results | Synthetic-lethal vulnerability map | THCA Hub	Paper 9	4	11	23	TCGA-THCA; TCGA-THCA HM450; K2 / PRJEB11591; GSE76039 / Landa advanced thyroid; AFND / Korean HLA references; 8-gene mini-index; RAI_8 / thyroid differentiation score; MAPK output score; Cohen's d / Spearman rho / Cox HR; PRISM / DepMap	71411
paper9_plan.html	Paper 9 Strategic Plan | Ruppin-style synthetic-lethal vulnerability map | THCA Hub	Paper 9	1	6	30	TCGA-THCA; TCGA-THCA HM450; K2 / PRJEB11591; GSE286332; GSE76039 / Landa advanced thyroid; Hugo/Riaz melanoma ICI pool; AFND / Korean HLA references; 8-gene mini-index; RAI_8 / thyroid differentiation score; MAPK output score; Cohen's d / Spearman rho / Cox HR; PRISM / DepMap	67208
paperB.html	Paper #B — Bioinformatics OUP DIAL framework | THCA Hub	Paper 6 / DIAL	13	8	34	TCGA-THCA; GSE76039 / Landa advanced thyroid; Hugo/Riaz melanoma ICI pool; AFND / Korean HLA references; 8-gene mini-index; RAI_8 / thyroid differentiation score; MAPK output score; Cohen's d / Spearman rho / Cox HR	103656
paperG.html	Paper #G — Genome Medicine multi-omics | THCA Hub	Paper 4	24	10	28	TCGA-THCA; TCGA-THCA HM450; GSE250521; GSE76039 / Landa advanced thyroid; GSE184362 / GSE193581 / GSE241184; Hugo/Riaz melanoma ICI pool; AFND / Korean HLA references; 8-gene mini-index; RAI_8 / thyroid differentiation score; MAPK output score; HLA-II / IFN-gamma module; Cohen's d / Spearman rho / Cox HR; PRISM / DepMap	115472
paperN.html	Paper #N — NeurIPS 2026 DIAL theorem | THCA Hub	Paper 6 / DIAL	6	12	26	TCGA-THCA; K2 / PRJEB11591; GSE213647 / Lee 2024; GSE286332; GSE250521; GSE76039 / Landa advanced thyroid; Hugo/Riaz melanoma ICI pool; 8-gene mini-index; RAI_8 / thyroid differentiation score; MAPK output score; Cohen's d / Spearman rho / Cox HR; PRISM / DepMap	91829
paper_branch_manifest_2026_05_10.html	Paper Branch Manifest 2026-05-10	Other	0	1	3	TCGA-THCA; TCGA-THCA HM450; K2 / PRJEB11591; GSE213647 / Lee 2024; GSE286332; GSE250521; GSE76039 / Landa advanced thyroid; GSE184362 / GSE193581 / GSE241184; Hugo/Riaz melanoma ICI pool; AFND / Korean HLA references; 8-gene mini-index; RAI_8 / thyroid differentiation score; MAPK output score; HLA-II / IFN-gamma module; Cohen's d / Spearman rho / Cox HR; PRISM / DepMap; Neoantigen / pMHC / TCR resources	31587
paper_date_topic_index_2026_05_10.html	Paper Date Topic Index 2026-05-10	Other	0	1	5	TCGA-THCA; GSE286332; GSE250521; Hugo/Riaz melanoma ICI pool; AFND / Korean HLA references; 8-gene mini-index; RAI_8 / thyroid differentiation score; MAPK output score; HLA-II / IFN-gamma module; Cohen's d / Spearman rho / Cox HR; PRISM / DepMap; Neoantigen / pMHC / TCR resources	13314
paper_pdac_g12d.html	PDAC · KRAS G12D-specific aggressive biology + Moffitt × TME paradox | Lumenix Paper	Other	7	4	29	TCGA-THCA; K2 / PRJEB11591; GSE250521; GSE76039 / Landa advanced thyroid; GSE184362 / GSE193581 / GSE241184; Hugo/Riaz melanoma ICI pool; AFND / Korean HLA references; 8-gene mini-index; RAI_8 / thyroid differentiation score; MAPK output score; HLA-II / IFN-gamma module; Cohen's d / Spearman rho / Cox HR; Neoantigen / pMHC / TCR resources	81782
paper_portfolio_roadmap_2026_05_09.html	Paper Portfolio Roadmap — 2026-05-09	Other	0	1	5	TCGA-THCA; TCGA-THCA HM450; K2 / PRJEB11591; GSE213647 / Lee 2024; GSE250521; GSE76039 / Landa advanced thyroid; Hugo/Riaz melanoma ICI pool; AFND / Korean HLA references; 8-gene mini-index; RAI_8 / thyroid differentiation score; MAPK output score; HLA-II / IFN-gamma module; Cohen's d / Spearman rho / Cox HR; PRISM / DepMap; Neoantigen / pMHC / TCR resources	37182
paper_repo_control_room_2026_05_10.html	Paper Repo Control Room 2026-05-10	Other	0	4	12	TCGA-THCA; K2 / PRJEB11591; GSE286332; GSE250521; GSE76039 / Landa advanced thyroid; Hugo/Riaz melanoma ICI pool; AFND / Korean HLA references; 8-gene mini-index; RAI_8 / thyroid differentiation score; MAPK output score; HLA-II / IFN-gamma module; Cohen's d / Spearman rho / Cox HR; PRISM / DepMap; Neoantigen / pMHC / TCR resources	30228
paper_repo_map_2026_05_10.html	Paper Repo Map 2026-05-10	Other	0	3	6	TCGA-THCA; TCGA-THCA HM450; K2 / PRJEB11591; GSE213647 / Lee 2024; GSE286332; GSE250521; GSE76039 / Landa advanced thyroid; GSE184362 / GSE193581 / GSE241184; Hugo/Riaz melanoma ICI pool; AFND / Korean HLA references; 8-gene mini-index; RAI_8 / thyroid differentiation score; MAPK output score; HLA-II / IFN-gamma module; Cohen's d / Spearman rho / Cox HR; PRISM / DepMap; Neoantigen / pMHC / TCR resources	29980
phaseB_drug_platform.html	Phase B Drug Discovery Platform — $10 Taster Ready	Other	0	2	8	K2 / PRJEB11591; GSE286332; GSE76039 / Landa advanced thyroid; Hugo/Riaz melanoma ICI pool; 8-gene mini-index; RAI_8 / thyroid differentiation score; Cohen's d / Spearman rho / Cox HR; PRISM / DepMap; Neoantigen / pMHC / TCR resources	39735
pillar1_v2_spec.html	Pillar I v2 Forest Spec	Paper 2	0	6	17	TCGA-THCA; K2 / PRJEB11591; GSE213647 / Lee 2024; GSE286332; GSE76039 / Landa advanced thyroid; Hugo/Riaz melanoma ICI pool; AFND / Korean HLA references; MAPK output score; HLA-II / IFN-gamma module; Cohen's d / Spearman rho / Cox HR	44751
pmhc_comparison_viewer.html	Lumenix · pMHC Method Comparison Viewer	Neoantigen / Vaccine	0	1	8	TCGA-THCA; GSE76039 / Landa advanced thyroid; AFND / Korean HLA references; 8-gene mini-index; RAI_8 / thyroid differentiation score; MAPK output score; Cohen's d / Spearman rho / Cox HR; Neoantigen / pMHC / TCR resources	31622
portfolio_paper0.html	Paper 0 | npj 8-gene biomarker	Operations	1	0	2	TCGA-THCA; K2 / PRJEB11591; 8-gene mini-index; RAI_8 / thyroid differentiation score; MAPK output score; Cohen's d / Spearman rho / Cox HR	23727
portfolio_paper1.html	Paper 1 | DM1 dark matter	Operations	3	0	2	TCGA-THCA HM450; Hugo/Riaz melanoma ICI pool; 8-gene mini-index; MAPK output score; Cohen's d / Spearman rho / Cox HR	28588
portfolio_paper2.html	Paper 2 | Hashimoto-overlap PTC	Operations	3	0	2	K2 / PRJEB11591; GSE286332; AFND / Korean HLA references; 8-gene mini-index; HLA-II / IFN-gamma module; Cohen's d / Spearman rho / Cox HR	28706
portfolio_paper3.html	Paper 3 | ICI vulnerability	Operations	1	0	2	TCGA-THCA; Hugo/Riaz melanoma ICI pool; AFND / Korean HLA references; 8-gene mini-index; MAPK output score; HLA-II / IFN-gamma module; Cohen's d / Spearman rho / Cox HR	25114
portfolio_paper4.html	Paper 4 | Korean GD HLA	Operations	1	0	2	K2 / PRJEB11591; AFND / Korean HLA references; Cohen's d / Spearman rho / Cox HR	21558
portfolio_paper9.html	Paper 9 | Synthetic-lethal vulnerability map (Ruppin-style)	Operations	0	2	6	TCGA-THCA; TCGA-THCA HM450; GSE286332; GSE76039 / Landa advanced thyroid; Hugo/Riaz melanoma ICI pool; AFND / Korean HLA references; 8-gene mini-index; RAI_8 / thyroid differentiation score; MAPK output score; Cohen's d / Spearman rho / Cox HR; PRISM / DepMap	34663
portfolio_paperB.html	Paper B | Bioinformatics DIAL	Operations	3	0	2	8-gene mini-index; Cohen's d / Spearman rho / Cox HR	26643
portfolio_paperG.html	Paper G | Genome Medicine multi-omics	Operations	3	0	2	GSE184362 / GSE193581 / GSE241184; Hugo/Riaz melanoma ICI pool; 8-gene mini-index; Cohen's d / Spearman rho / Cox HR; PRISM / DepMap	27491
portfolio_paperN.html	Paper N | NeurIPS DIAL theorem	Operations	3	0	2	MAPK output score; Cohen's d / Spearman rho / Cox HR; PRISM / DepMap	26882
project_inventory_2026_05_10.html	Project Inventory 2026-05-10	Other	0	4	7	TCGA-THCA; TCGA-THCA HM450; GSE250521; Hugo/Riaz melanoma ICI pool; 8-gene mini-index; RAI_8 / thyroid differentiation score; MAPK output score; HLA-II / IFN-gamma module; Cohen's d / Spearman rho / Cox HR; PRISM / DepMap; Neoantigen / pMHC / TCR resources	47428
property_scatter.html	Lumenix · Property Scatter	Neoantigen / Vaccine	1	0	2	Hugo/Riaz melanoma ICI pool; 8-gene mini-index; RAI_8 / thyroid differentiation score; Cohen's d / Spearman rho / Cox HR; Neoantigen / pMHC / TCR resources	24993
public_epitopes.html	Lumenix · Public Epitopes	Neoantigen / Vaccine	0	1	2	TCGA-THCA; Hugo/Riaz melanoma ICI pool; AFND / Korean HLA references; 8-gene mini-index; RAI_8 / thyroid differentiation score; MAPK output score; HLA-II / IFN-gamma module; Cohen's d / Spearman rho / Cox HR; Neoantigen / pMHC / TCR resources	29473
reviewer_tour_2026_0509.html	Reviewer Tour 2026-05-09	Other	0	0	2	TCGA-THCA; TCGA-THCA HM450; K2 / PRJEB11591; GSE250521; Hugo/Riaz melanoma ICI pool; AFND / Korean HLA references; 8-gene mini-index; RAI_8 / thyroid differentiation score; MAPK output score; HLA-II / IFN-gamma module; Cohen's d / Spearman rho / Cox HR; PRISM / DepMap; Neoantigen / pMHC / TCR resources	15228
rmsd_validation.html	Lumenix · AF-Multimer vs 1Q94 X-ray RMSD Validation	Neoantigen / Vaccine	0	2	9	TCGA-THCA; GSE76039 / Landa advanced thyroid; AFND / Korean HLA references; 8-gene mini-index; RAI_8 / thyroid differentiation score; MAPK output score; HLA-II / IFN-gamma module; Cohen's d / Spearman rho / Cox HR; PRISM / DepMap; Neoantigen / pMHC / TCR resources	35827
software_method_ledger_2026_05_10.html	Software Method Ledger 2026-05-10	Other	0	1	3	TCGA-THCA; TCGA-THCA HM450; K2 / PRJEB11591; GSE213647 / Lee 2024; GSE286332; GSE250521; GSE76039 / Landa advanced thyroid; GSE184362 / GSE193581 / GSE241184; Hugo/Riaz melanoma ICI pool; AFND / Korean HLA references; 8-gene mini-index; RAI_8 / thyroid differentiation score; MAPK output score; HLA-II / IFN-gamma module; Cohen's d / Spearman rho / Cox HR; PRISM / DepMap; Neoantigen / pMHC / TCR resources	14936
source_atlas_2026_0509.html	Source Atlas 2026-05-09	Operations	0	0	2	TCGA-THCA; TCGA-THCA HM450; K2 / PRJEB11591; GSE213647 / Lee 2024; GSE250521; GSE76039 / Landa advanced thyroid; GSE184362 / GSE193581 / GSE241184; Hugo/Riaz melanoma ICI pool; AFND / Korean HLA references; 8-gene mini-index; RAI_8 / thyroid differentiation score; MAPK output score; HLA-II / IFN-gamma module; Cohen's d / Spearman rho / Cox HR; Neoantigen / pMHC / TCR resources	110673
spatial_drug_cv2_overlay_gallery.html	Spatial Drug Vulnerability · CV2 H&E Overlay Gallery	Spatial / Trajectory	58	5	13	TCGA-THCA; GSE250521; GSE76039 / Landa advanced thyroid; Hugo/Riaz melanoma ICI pool; AFND / Korean HLA references; 8-gene mini-index; RAI_8 / thyroid differentiation score; MAPK output score; Cohen's d / Spearman rho / Cox HR; PRISM / DepMap	167225
spatial_drug_famous_panel.html	Spatial Drug Vulnerability · Famous Drug Panel	Spatial / Trajectory	6	4	8	TCGA-THCA; TCGA-THCA HM450; GSE250521; GSE76039 / Landa advanced thyroid; Hugo/Riaz melanoma ICI pool; AFND / Korean HLA references; 8-gene mini-index; RAI_8 / thyroid differentiation score; MAPK output score; Cohen's d / Spearman rho / Cox HR; PRISM / DepMap	55467
spatial_drug_research_aligned_expansion.html	Research-Aligned Spatial Drug Expansion	Spatial / Trajectory	6	2	4	TCGA-THCA; TCGA-THCA HM450; K2 / PRJEB11591; GSE250521; AFND / Korean HLA references; 8-gene mini-index; RAI_8 / thyroid differentiation score; MAPK output score; HLA-II / IFN-gamma module; Cohen's d / Spearman rho / Cox HR; PRISM / DepMap	43556
spatial_drug_target_celltype_overlap.html	Spatial Drug Vulnerability · Target And Cell-State Overlap	Spatial / Trajectory	9	5	9	TCGA-THCA; TCGA-THCA HM450; GSE250521; GSE76039 / Landa advanced thyroid; AFND / Korean HLA references; 8-gene mini-index; RAI_8 / thyroid differentiation score; MAPK output score; Cohen's d / Spearman rho / Cox HR; PRISM / DepMap; Neoantigen / pMHC / TCR resources	66919
spatial_drug_vulnerability_application.html	Spatial Drug Vulnerability · Application Playbook	Spatial / Trajectory	14	5	9	GSE250521; GSE76039 / Landa advanced thyroid; GSE184362 / GSE193581 / GSE241184; AFND / Korean HLA references; 8-gene mini-index; RAI_8 / thyroid differentiation score; MAPK output score; Cohen's d / Spearman rho / Cox HR; PRISM / DepMap	71805
spatial_drug_vulnerability_pilot.html	Spatial Drug Vulnerability Map · First Pilot Study	Spatial / Trajectory	13	4	12	GSE250521; GSE76039 / Landa advanced thyroid; GSE184362 / GSE193581 / GSE241184; AFND / Korean HLA references; 8-gene mini-index; RAI_8 / thyroid differentiation score; MAPK output score; Cohen's d / Spearman rho / Cox HR; PRISM / DepMap	68415
synthetic_lethality_matrix.html	Lumenix · Synthetic Lethality + ICI Matrix	Other	0	2	13	TCGA-THCA; K2 / PRJEB11591; GSE286332; GSE76039 / Landa advanced thyroid; Hugo/Riaz melanoma ICI pool; AFND / Korean HLA references; 8-gene mini-index; RAI_8 / thyroid differentiation score; MAPK output score; HLA-II / IFN-gamma module; Cohen's d / Spearman rho / Cox HR; PRISM / DepMap; Neoantigen / pMHC / TCR resources	39606
table_atlas_2026_0509.html	Table Atlas 2026-05-09	Operations	0	0	3	TCGA-THCA; K2 / PRJEB11591; GSE213647 / Lee 2024; GSE286332; GSE250521; GSE76039 / Landa advanced thyroid; Hugo/Riaz melanoma ICI pool; AFND / Korean HLA references; 8-gene mini-index; RAI_8 / thyroid differentiation score; MAPK output score; HLA-II / IFN-gamma module; Cohen's d / Spearman rho / Cox HR; Neoantigen / pMHC / TCR resources	580412
tcr_3d_viewer.html	Lumenix · TCR CDR3β 3D viewer · ESMFold	Neoantigen / Vaccine	0	0	1	Hugo/Riaz melanoma ICI pool; AFND / Korean HLA references; 8-gene mini-index; RAI_8 / thyroid differentiation score; HLA-II / IFN-gamma module; Cohen's d / Spearman rho / Cox HR; Neoantigen / pMHC / TCR resources	924484
tcr_clonotype_atlas.html	Lumenix · TCR Clonotype Atlas	Neoantigen / Vaccine	1	3	6	Hugo/Riaz melanoma ICI pool; AFND / Korean HLA references; 8-gene mini-index; RAI_8 / thyroid differentiation score; HLA-II / IFN-gamma module; Cohen's d / Spearman rho / Cox HR; Neoantigen / pMHC / TCR resources	31175
tcr_pmhc_complex.html	Lumenix · TCR-pMHC Complex (5 chains)	Neoantigen / Vaccine	2	4	12	TCGA-THCA; GSE76039 / Landa advanced thyroid; Hugo/Riaz melanoma ICI pool; AFND / Korean HLA references; 8-gene mini-index; RAI_8 / thyroid differentiation score; MAPK output score; HLA-II / IFN-gamma module; Cohen's d / Spearman rho / Cox HR; Neoantigen / pMHC / TCR resources	41669
