champion	comparator	wins	tested_metrics	win_fraction	academic_validation_like_AUPRC_delta	academic_validation_like_AUROC_delta	academic_validation_like_top10_precision_delta	academic_validation_like_top24_precision_delta	industrial_locked_v0_AUPRC_delta	industrial_locked_v0_AUROC_delta	industrial_locked_v0_top10_precision_delta	industrial_locked_v0_top24_precision_delta	academic_low_medium_leakage_AUPRC_delta	academic_low_medium_leakage_AUROC_delta	academic_low_medium_leakage_top10_precision_delta	academic_low_medium_leakage_top24_precision_delta	disposition
NeoICI_GA_RL_combo_v1	BigMHC_IM	10	12	0.8333333333333334	0.5296108430638533	0.1553482317205468	0.4	0.16666666666666669	-0.01515384776254336	-0.01388888888888895	0.0	0.0	0.3129311298876803	0.07199999999999984	0.5	0.25000000000000006	champion wins most tested axes
NeoICI_GA_RL_combo_v1	BigMHC_EL	12	12	1.0	0.5557257045699531	0.26838793664569316	0.5	0.20833333333333334	0.14683937016238363	0.14583333333333331	0.2	0.0	0.38035009839236333	0.2089629629629628	0.4	0.33333333333333337	champion wins most tested axes
NeoICI_GA_RL_combo_v1	CROSS_claimsafe	7	8	0.875	0.01683556811265796	-0.008895638967237995	0.0	0.0					0.06974115779151435	0.016962962962962846	0.10000000000000009	0.04166666666666674	champion wins most tested axes
NeoICI_GA_RL_combo_v1	KG_GA_evolved	0	8	0.0	-0.11443367238821778	-0.016272510305923138	-0.09999999999999998	-0.04166666666666663					-0.07049162431716727	-0.014296296296296473	-0.09999999999999998	-0.08333333333333326	mixed; keep comparator in ensemble
NeoICI_GA_RL_combo_v1	BioDarwin_PanVax_v2	7	12	0.5833333333333334	-0.022990824964509216	0.01063137339986997	-0.09999999999999998	0.0	0.06864492427152286	0.05555555555555558	0.0	0.0	-0.02468692033489217	-0.001777777777777878	0.0	-0.08333333333333326	mixed; keep comparator in ensemble
NeoICI_GA_RL_combo_v1	BioDarwin_mode_bank_v4	4	12	0.3333333333333333	-0.022990824964509216	0.01063137339986997	-0.09999999999999998	0.0	-0.06501139762009323	-0.04166666666666674	-0.09999999999999998	0.0	-0.02468692033489217	-0.001777777777777878	0.0	-0.08333333333333326	mixed; keep comparator in ensemble
NeoICI_GA_RL_combo_v1	BioDarwin_public_anchor_v3	9	12	0.75	0.5444756243774036	0.1852896506834456	0.4	0.16666666666666669	-0.06501139762009323	-0.04166666666666674	-0.09999999999999998	0.0	0.3237447455777021	0.07488888888888878	0.5	0.25000000000000006	champion wins most tested axes
NeoICI_GA_RL_combo_v1	GA_public_feature_adapter	4	4	1.0					0.0475709475709476	0.00694444444444442	0.0	0.0					champion wins most tested axes
NeoICI_GA_RL_combo_v1	NeoICI_claimsafe_combo_v1	10	12	0.8333333333333334	0.1338672270490453	0.03927099153829461	0.20000000000000007	0.041666666666666685	0.03187516991864836	-0.00694444444444442	-0.09999999999999998	0.0	0.1306769415866973	0.03399999999999992	0.10000000000000009	0.20833333333333337	champion wins most tested axes
