term	or	ci_low	ci_high	p	n
Intercept	0.09011428806879392	0.03747485266714484	0.21669424523889055	7.613440806216811e-08	95
panel_z	0.28754794751077517	0.10096405818993778	0.8189431328335798	0.0195952720942198	95
immune	0.2853493479986703	0.09584064965032649	0.8495794915867299	0.024271240314981592	95
stroma	1.943140819514909	0.8526988280528489	4.428053751507037	0.11392874954968478	95
