gene	contrast	cohens_d	auc	median_rair	median_other	p	q_bh
TG	radioresistant vs radiosensitive	-1.1844031821927965	0.19230769230769232	13.527540101454475	14.713828919041	0.014298083798964127	0.05719233519585651
TSHR	radioresistant vs radiosensitive	-1.1008101403406843	0.18461538461538463	7.800577418365495	8.877992871258233	0.012015003224274784	0.09612002579419827
SLC5A5	radioresistant vs radiosensitive	-0.6723147915907886	0.33076923076923076	2.6754906905046174	4.075855438403618	0.1824092981672638	0.3648185963345276
TPO	radioresistant vs radiosensitive	-0.6256553711399314	0.36153846153846153	9.38363726360858	9.417339374582546	0.2777870669053022	0.4444593070484835
NKX2-1	radioresistant vs radiosensitive	-0.012223550502514413	0.5153846153846153	7.51581766392255	7.542618728350654	0.9258828652977943	0.9258828652977943
FOXE1	radioresistant vs radiosensitive	0.301397459175315	0.5692307692307692	8.549907666916955	8.471203406209712	0.5980910784890172	0.6835326611303054
DIO1	radioresistant vs radiosensitive	0.44982410610361595	0.6230769230769231	6.671021264134836	5.584195553709988	0.3364168335882751	0.44855577811770014
PAX8	radioresistant vs radiosensitive	0.7232843854782727	0.6923076923076923	10.864409323140313	10.249532247043277	0.12865542768146412	0.3430811404839043
