testset	in_master	n	n_pos	AUROC	AUROC_lo95	AUROC_hi95
ITSNdb_combined	all	318	135	0.5797004654928152	0.5152982383456273	0.6419226859490331
ITSNdb_no_overlap	False	106	33	0.5550020755500208	0.44024710764587527	0.6731392195767195
ITSNdb_in_master	True	212	102	0.5831996434937612	0.5084838922835687	0.6534740293021993
