cluster_1,,B cell,B cell,B cell,B cell,Malignant cell,Malignant cell,Malignant cell,Malignant cell,Myeloid cell,Myeloid cell,Myeloid cell,Myeloid cell,T cell,T cell,T cell,T cell
SCGB3A1,NOTCH3,0.0,0.0,0.0,0.0,0.0,0.1426822242277017,0.1621825265107971,0.0823795099051615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CXCL8,KDR,0.0,0.0,0.0,0.0,0.0,0.058378652273894306,0.051151788271474964,0.0,0.0,0.0452907667956788,0.038063902793259455,0.0,0.0,0.0,0.0,0.0
CXCL9,FCGR2A,0.0,0.0,0.0,0.0,0.0,0.6784641886625192,0.7892822424472651,0.0,0.0,0.9622723283925084,1.0730903821772544,0.0,0.0,0.3325821112232651,0.44340016500801094,0.0
VEGFD,FLT1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TNF,ICOS,0.0,0.0,0.0,0.0,0.0,0.02436069888217789,0.0688228610411713,0.0,0.0,0.023393992919993178,0.0678561550789866,0.0,0.0,0.0,0.0,0.0
IL6,F3,0.0,0.0,0.0,0.0,1.8629921494829775,0.16629813674339655,0.03454310985932252,0.043618655380136304,1.8646713772724415,0.16797736453286038,0.03622233764878635,0.04529788316960014,0.0,0.0,0.0,0.0
CXCL12,CCR4,0.0,0.0,0.0,0.0,0.0,0.06709320335932112,0.0,0.15332367226729932,0.0,0.114103600317806,0.0,0.2003340692257842,0.0,0.0,0.0,0.0
CCL3,CCR4,0.0,0.0,0.0,0.0,0.0,0.1790360087389106,0.0,0.26526647764688877,0.0,0.2400045368555815,0.0,0.3262350057635597,0.0,0.3230847765841396,0.0,0.4093152454921178
PTN,PTPRB,0.0,0.0,0.0,0.0,0.0,0.01691828859259804,0.012379181495059417,0.0,0.0,0.0,0.0,0.0,0.0,0.05648559709737708,0.051946489999838454,0.0
CCL8,ACKR1,0.0,0.0,0.0,0.0,0.0,0.12146525147804618,0.21260486544957474,0.0,0.0,0.06220776674469664,0.1533473807162252,0.0,0.0,0.0,0.0,0.0
EDN1,ADGRL4,0.0,0.0,0.0,0.0,0.0,0.07557305496531595,0.06586334822902663,0.04498694285681415,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MDK,TSPAN1,0.0,0.0,0.0,0.0,0.0,0.4817776634555047,0.48284216513673794,0.0,0.0,0.18369475600120533,0.18475925768243856,0.0,0.0,0.09193631412998662,0.09300081581121986,0.0
CCL1,ACKR1,0.0,0.0,0.0,0.0,0.0,0.009527187233917246,0.1006668012054458,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IGF1,ITGA6,0.0,0.0,0.0,0.0,0.0,0.35286207134015707,0.07820222953945298,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CCL18,ACKR1,0.0,0.0,0.0,0.0,0.0,0.1166382012066183,0.20777781517814686,0.0,0.0,0.19814871107103163,0.2892883250425602,0.0,0.0,0.04706119539095811,0.13820080936248666,0.0
CXCL3,ACKR1,0.0,0.0,0.0,0.0,0.0,0.06290482078532986,0.15404443475685842,0.0,0.0,0.057227804325877346,0.1483674182974059,0.0,0.0,0.0,0.0,0.0
CXCL5,ACKR1,0.0,0.0,0.0,0.0,0.0,0.32041884380687463,0.41155845777840316,0.0,0.0,0.14964084953490697,0.24078046350643553,0.0,0.0,0.0,0.0,0.0
CXCL9,ACKR1,0.0,0.0,0.0,0.0,0.0,0.610943026328108,0.7020826402996365,0.0,0.0,0.8947511660580972,0.9858907800296257,0.0,0.0,0.2650609488888539,0.35620056286038243,0.0
CXCL10,ACKR1,0.0,1.8603831093826138,1.9515227233541423,0.0,0.0,0.6708841693570653,0.7620237833285939,0.0,0.0,0.49867614702325114,0.5898157609947796,0.0,0.0,0.22109245869698546,0.31223207266851405,0.0
CXCL13,ACKR1,0.0,0.0,0.0,0.0,0.0,0.0647335159900291,0.15587312996155767,0.0,0.0,0.29004143599199506,0.3811810499635236,0.0,0.0,0.0,0.0,0.0
CCL7,ACKR1,0.0,0.0,0.0,0.0,0.0,0.015052733510481323,0.10619234748200987,0.0,0.0,0.01909054311606058,0.11023015708758913,0.0,0.0,0.0,0.0,0.0
SPP1,ITGB6,0.0,0.0,0.0,0.0,0.0,0.04951938171943346,0.05651712064145545,0.0,0.0,0.05009532386930907,0.05709306279133106,0.0,0.0,0.0,0.0,0.0
ANGPTL4,CDH5,0.0,0.0,0.0,0.0,0.0,0.2202167478115147,0.24078286348238978,0.0,0.0,0.09545389068158243,0.11602000635245752,0.0,0.0,0.13292538278807806,0.15349149845895313,0.0
ANGPTL4,CDH11,0.0,0.0,0.0,0.0,0.0,0.20172540930790528,0.18012568700423406,0.2459965938743917,0.0,0.076962552177973,0.055362829874301786,0.12123373674445945,0.0,0.11443404428446863,0.0928343219807974,0.15870522885095506
SLC1A2,GRIA1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SLC1A6,GRIA1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
APOE,TYROBP,0.0,0.0,0.0,0.0,0.0,0.8103011293486388,1.0944414050938285,0.5389402490859176,0.0,1.3323386719847106,1.6164789477299,1.0609777917219891,0.0,0.4944829235317424,0.7786231992769319,0.2231220432690212
CCL20,ACKR4,0.0,0.0,0.0,0.0,0.0,0.010652851017379675,0.0,0.0,0.0,0.015340239921636354,0.0,0.0,0.0,0.0,0.0,0.0
FAM3D,FPR2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HLA-G,KLRD1,0.0,0.0,0.0,0.0,0.0,0.11024730952511985,0.1515143650001513,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FGFR4,MCAM,0.0,0.0,0.0,0.0,0.0,0.1407156977198995,0.06933578068282242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LAIR2,FGFR4,0.0,0.0,0.0,0.0,0.0,0.0039001521313396814,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IL2,DLK1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TNFSF9,FCRL1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DCN,LRP1,0.0,0.0,0.0,0.0,0.0,0.08841598304414347,0.14653185219275516,0.06730058983891445,0.0,0.23603735976735923,0.2941532289159709,0.2149219665621302,0.0,0.0,0.0,0.0
IFNG,MPL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TPO,MPL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HAPLN1,IL1RL1,0.0,0.0,0.0,0.0,0.0,0.0026041452375666807,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SEMA3G,FCGR2A,0.0,0.0,0.0,0.0,0.0,0.08482122765188475,0.1956392814366306,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VCAM1,VCAM1,0.0,0.0,0.0,0.0,0.0,0.12919105333431108,0.17608037437309526,0.0,0.0,0.17608037437309526,0.22296969541187944,0.0,0.0,0.0,0.0,0.0
CCL5,ACKR4,0.0,0.0,0.0,0.0,0.0,0.640108927799975,0.0,0.0,0.0,0.9329514555706163,0.0,0.0,0.0,0.3366098852543392,0.0,0.0
FLT4,FCRL1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CRLF1,LIFR,0.0,0.0,0.0,0.0,0.0,0.01909701197453197,0.014609799071142241,0.0,0.0,0.018482821796323805,0.013995608892934077,0.0,0.0,0.0,0.0,0.0
PCSK9,CD36,0.0,0.0,0.0,0.0,0.0,0.024839745512867946,0.03295505048258493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
THBS1,GP9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EFNB2,FCRL1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VCAN,LDLR,0.0,0.0,0.0,0.0,0.0,0.16393127038089422,0.07052030115906857,0.0,0.0,0.2074976151661908,0.11408664594436514,0.0,0.0,0.0,0.0,0.0
CEACAM5,CEACAM6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CEACAM6,CEACAM5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CCN1,ITGA6,0.0,0.0,0.0,0.0,0.0,0.4953600488341865,0.2207002070334824,0.0,0.0,0.3937728441585159,0.11911300235781176,0.0,0.0,0.4358449281858783,0.16118508638517415,0.0
CCL3L1,CCR4,0.0,0.0,0.0,0.0,0.0,0.04279945575815278,0.0,0.12902992466613097,0.0,0.04315163291399952,0.0,0.1293821018219777,0.0,0.04163733761747927,0.0,0.12786780652545748
CTSG,CXCL12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KDR,FLT1,0.0,0.0,0.0,0.0,0.0,0.09652243479854838,0.08010106578523785,0.08338698475114908,0.0,0.08929557079612904,0.0728742017828185,0.07616012074872974,0.0,0.0,0.0,0.0
KDR,CDH5,0.0,0.0,0.0,0.0,0.0,0.09647524523512818,0.11704136090600326,0.0,0.0,0.08924838123270884,0.10981449690358391,0.0,0.0,0.0,0.0,0.0
CXCL8,MMP9,0.0,0.0,0.0,0.0,0.0,0.060576399736175846,0.4933824496390229,0.05805204280448787,0.0,0.047488514257960336,0.48029456416080735,0.04496415732627236,0.0,0.0,0.0,0.0
CCL22,CCR7,0.0,0.0,0.0,0.0,0.0,0.02167692150188138,0.1476270989948997,0.0,0.0,0.06475859642414697,0.1907087739171653,0.0,0.0,0.057872770007747674,0.183822947500766,0.0
FLT4,KDR,0.0,0.0,0.0,0.0,0.0,0.049996044666990404,0.04276918066457106,0.0,0.0,0.04634598533195709,0.03911912132953775,0.0,0.0,0.0,0.0,0.0
KDR,FLT4,0.0,0.0,0.0,0.0,0.0,0.049996044666990404,0.04634598533195709,0.0,0.0,0.04276918066457106,0.03911912132953775,0.0,0.0,0.0,0.0,0.0
THBS1,MMP2,0.0,0.0,0.0,0.0,0.0,0.2230775674223847,0.2802653747073951,0.0,0.0,0.02968935942604046,0.08687716671105089,0.0,0.0,0.10059589477980282,0.15778370206481326,0.0
NPPA,MME,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
THBS1,MMP9,0.0,0.0,0.0,0.0,0.0,0.24315139324570886,0.6759574431485559,0.24062703631402088,0.0,0.04976318524936464,0.4825692351522117,0.047238828317676666,0.0,0.12066972060312701,0.5534757705059741,0.11814536367143905
SFTPA1,SFTPA2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KDR,PLCG2,0.0,0.0,0.0,0.0,0.0,0.07606730855839336,0.07523963079938642,0.08387146265714912,0.0,0.06884044455597402,0.06801276679696708,0.07664459865472978,0.0,0.0,0.0,0.0
IFNG,TNF,0.0,0.0,0.0,0.0,0.0,0.044852415231191683,0.04388570926900697,0.0,0.0,0.0738963662701347,0.07292966030794999,0.0,0.0,0.05025064747559231,0.0492839415134076,0.0
PRSS3,F2RL3,0.0,0.0,0.0,0.0,0.0,0.0740648824746377,0.0,0.0,0.0,0.04013680345533687,0.0,0.0,0.0,0.0463663745114288,0.0,0.0
CSF1,TNF,0.0,0.0,0.0,0.0,0.0,0.08869674008156107,0.08773003411937637,0.0,0.0,0.1017032813560259,0.10073657539384119,0.0,0.0,0.04593086328845707,0.04496415732627236,0.0
KDR,HSP90AA1,0.0,0.0,0.0,0.0,1.8899112160714848,1.3722817322385612,1.13701088437287,1.3096339264084425,1.8826843520690655,1.3650548682361419,1.1297840203704506,1.302407062406023,0.0,0.0,0.0,0.0
THBS1,ELANE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AREG,MMP9,0.0,0.0,0.0,0.0,0.0,0.22861688477274475,0.6614229346755918,0.22609252784105677,0.0,0.07331236482801423,0.5061184147308613,0.07078800789632625,0.0,0.13062751665451572,0.5634335665573628,0.12810315972282774
IL1RN,IL2RA,0.0,0.0,0.0,0.0,0.0,0.0954907073730688,0.09642961887871065,0.0,0.0,0.13253154721153992,0.13347045871718177,0.0,0.0,0.07428633471122141,0.07522524621686325,0.0
CCL1,ACKR4,0.0,0.0,0.0,0.0,0.0,0.0016818568804927577,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CTSG,F2RL3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PRSS2,F2RL3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PRSS1,F2RL3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
THBS4,CD36,0.0,0.0,0.0,0.0,0.0,0.02480533856632336,0.032920643536040343,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MDK,PTPRB,0.0,0.0,0.0,0.0,0.0,0.4884589493896397,0.4839198422921011,0.0,0.0,0.19037604193534033,0.1858369348378017,0.0,0.0,0.09861760006412164,0.09407849296658301,0.0
CSF2,CSF2,0.0,0.0,0.0,0.0,0.0,0.013969753471629332,0.02653974456247377,0.0,0.0,0.02653974456247377,0.039109735653318205,0.0,0.0,0.0,0.0,0.0
IFNG,IFNG,0.0,0.0,0.0,0.0,0.0,0.0750760721250264,0.10412002316396941,0.08047430436942703,0.0,0.10412002316396941,0.13316397420291243,0.10951825540837004,0.0,0.08047430436942703,0.10951825540837004,0.08587253661382765
IL13,IL13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IL1A,IL1B,0.0,0.0,0.0,0.0,0.0,0.18274258629406923,0.07602460426159746,0.11094907027159093,0.0,0.16069008088038714,0.05397209884791539,0.08889656485790885,0.0,0.0,0.0,0.0
IL1B,IL1B,0.0,0.0,0.0,0.0,0.0,0.22762670880204247,0.1209087267695707,0.15583319277956417,0.0,0.1209087267695707,0.014190744737098956,0.04911521074709242,0.0,0.15583319277956417,0.04911521074709242,0.08403967675708589
IL1RN,IL1B,0.0,0.0,0.0,0.0,0.0,0.17932021613921054,0.07260223410673877,0.10752670011673224,0.0,0.21636105597768165,0.10964307394520989,0.14456753995520336,0.0,0.15811584347736313,0.05139786144489138,0.08632232745488484
IL2,IL2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IL22,IL22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IL6,IL6,0.0,0.0,0.0,0.0,0.0,0.02404805400135567,0.025727281790819498,0.0,0.0,0.025727281790819498,0.02740650958028333,0.0,0.0,0.0,0.0,0.0
CLU,TYROBP,0.0,0.0,0.0,0.0,0.0,0.36002493140780023,0.6441652071529897,0.08866405114507896,0.0,0.4008326450631093,0.6849729208082989,0.12947176480038805,0.0,0.0,0.0,0.0
ICOS,CD40LG,0.0,0.0,0.0,0.0,0.0,0.01845614631944268,0.024615255095454522,0.0,0.0,0.0629183084784361,0.06907741725444794,0.0,0.0,0.0,0.0,0.0
CCL26,CXCR6,0.0,0.0,0.0,0.0,0.0,0.09973990767069832,0.1477889954217737,0.04316012717976672,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VEGFA,MMP9,0.0,0.0,0.0,0.0,0.0,0.09933460869235672,0.5321406585952038,0.09681025176066874,0.0,0.0,0.0,0.0,0.0,0.08493944381414298,0.51774549371699,0.08241508688245501
OSM,CXCL10,0.0,0.0,0.0,0.0,1.8529497714398229,0.6634508314142743,0.4912428090804602,0.21365912075419452,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
THBS1,VCAM1,0.0,0.0,0.0,0.0,0.0,0.26660607886139787,0.31349539990018205,0.0,0.0,0.07321787086505362,0.1201071919038378,0.0,0.0,0.144124406218816,0.19101372725760019,0.0
IFNG,TYMS,0.0,0.0,0.0,0.0,0.0,0.22469330905439372,0.2170116966918843,0.0,0.0,0.25373726009333675,0.24605564773082733,0.0,0.0,0.23009154129879436,0.22240992893628495,0.0
CSF1,VEGFA,0.0,0.0,0.0,0.0,0.0,0.13957612855377274,0.0,0.125180963675559,0.0,0.15258266982823757,0.0,0.13818750495002383,0.0,0.09681025176066874,0.0,0.08241508688245501
VEGFA,CSF1,0.0,0.0,0.0,0.0,0.0,0.13957612855377274,0.15258266982823757,0.09681025176066874,0.0,0.0,0.0,0.0,0.0,0.125180963675559,0.13818750495002383,0.08241508688245501
CSF2,FLT1,0.0,0.0,0.0,0.0,0.0,0.06456421794517803,0.04814284893186748,0.05142876789777872,0.0,0.07713420903602247,0.06071284002271192,0.06399875898862316,0.0,0.0,0.0,0.0
IFNG,CD74,0.0,0.0,0.0,0.0,2.2288722836516244,1.47026277476028,1.9118876795067061,1.0577927019595192,2.2579162346905677,1.4993067257992228,1.940931630545649,1.086836652998462,2.234270515896025,1.4756610070046805,1.9172859117511067,1.0631909342039199
CCL1,CCR7,0.0,0.0,0.0,0.0,0.0,0.014839214414583012,0.14078939190760134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IL6,IL17A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IL10,PTGS2,0.0,0.0,0.0,0.0,0.0,0.006050410082326483,0.0,0.0,0.0,0.009679230836349785,0.0,0.0,0.0,0.0,0.0,0.0
CXCL1,CXCR6,0.0,0.0,0.0,0.0,0.0,0.15313734185600408,0.20118642960707944,0.09655756136507247,0.0,0.15093906009961897,0.19898814785069432,0.09435927960868735,0.0,0.0,0.0,0.0
VWF,THBS1,0.0,0.0,0.0,0.0,0.0,0.409518753614523,0.21613054561817877,0.28703708097194114,0.0,0.4081913651779196,0.21480315718157536,0.28570969253533773,0.0,0.2430421342091436,0.049653926212799376,0.12056046156656175
XCL2,CCR7,0.0,0.0,0.0,0.0,0.0,0.033824645072102706,0.15977482256512104,0.0,0.0,0.03879436150065269,0.16474453899367103,0.0,0.0,0.0,0.0,0.0
XCL1,CCR4,0.0,0.0,0.0,0.0,0.0,0.008728954998906115,0.0,0.0949594239068843,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CSF2,PLAU,0.0,0.0,0.0,0.0,0.0,0.2080522909185064,0.14159727823358978,0.14180318656516328,0.0,0.22062228200935086,0.15416726932443423,0.15437317765600772,0.0,0.0,0.0,0.0
STC1,TNF,0.0,0.0,0.0,0.0,0.0,0.023263919164327004,0.022297213202142292,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CSF2,CD1A,0.0,0.0,0.0,0.0,0.0,0.007604831306340691,0.0,0.0,0.0,0.020174822397185127,0.0,0.0,0.0,0.0,0.0,0.0
CSF2,MMP9,0.0,0.0,0.0,0.0,0.0,0.04812571778728123,0.48093176769012824,0.045601360855593256,0.0,0.06069570887812567,0.4935017587809727,0.05817135194643769,0.0,0.0,0.0,0.0
IFNG,PTGS2,0.0,0.0,0.0,0.0,0.0,0.040017763674391464,0.0,0.0,0.0,0.06906171471333447,0.0,0.0,0.0,0.04541599591879209,0.0,0.0
CXCL8,CCR6,0.0,0.0,0.0,0.0,0.0,0.021744592899859243,0.0,0.0,0.0,0.008656707421643733,0.0,0.0,0.0,0.0,0.0,0.0
CTSG,THBD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CCL2,TNF,0.0,0.0,0.0,0.0,0.0,0.1166969661216867,0.115730260159502,0.0,0.0,0.17109462599784292,0.17012792003565821,0.0,0.0,0.04647968298933394,0.04551297702714923,0.0
IL13,CXCL12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IL10,VEGFA,0.0,0.0,0.0,0.0,0.0,0.06176445011133837,0.0,0.04736928523312464,0.0,0.06539327086536166,0.0,0.05099810598714794,0.0,0.0,0.0,0.0
PPBP,CCR4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CXCL2,CXCR6,0.0,0.0,0.0,0.0,0.0,0.16931052489435203,0.2173596126454274,0.11273074440342043,0.0,0.12579681279272945,0.17384590054380483,0.06921703230179785,0.0,0.14066662722856618,0.18871571497964154,0.08408684673763457
CXCL13,CCR6,0.0,0.0,0.0,0.0,0.0,0.05762756330486514,0.0,0.0,0.0,0.28293548330683105,0.0,0.0,0.0,0.0,0.0,0.0
IL2,CXCL12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IL6,VEGFA,0.0,0.0,0.0,0.0,0.0,0.07021779464156798,0.0,0.05582262976335425,0.0,0.07189702243103181,0.0,0.057501857552818086,0.0,0.0,0.0,0.0
CCL8,CCR4,0.0,0.0,0.0,0.0,0.0,0.11286425894094053,0.0,0.19909472784891874,0.0,0.05360677420759098,0.0,0.13983724311556917,0.0,0.0,0.0,0.0
CD40LG,C3,0.0,0.0,0.0,0.0,0.0,0.09193003204759893,0.11180599033672904,0.08683474936740626,0.0,0.09808914082361078,0.11796509911274089,0.09299385814341811,0.0,0.0,0.0,0.0
CXCL14,CCR7,0.0,0.0,0.0,0.0,0.0,0.016070119087504536,0.14202029658052287,0.0,0.0,0.0,0.0,0.0,0.0,0.059170905242943744,0.18512108273596206,0.0
CXCL11,CCR6,0.0,0.0,0.0,0.0,0.0,0.4783327456942358,0.0,0.0,0.0,0.3252461266057036,0.0,0.0,0.0,0.2509192213596565,0.0,0.0
CXCL11,CXCR6,0.0,0.0,0.0,0.0,0.0,0.5739189056267063,0.6219679933777817,0.5173391251357747,0.0,0.42083228653817417,0.46888137428924953,0.3642525060472426,0.0,0.34650538129212705,0.3945544690432024,0.28992560080119545
CXCL12,CCR6,0.0,0.0,0.0,0.0,0.0,0.0685882432112628,0.0,0.0,0.0,0.11559864016974769,0.0,0.0,0.0,0.0,0.0,0.0
CXCL9,CCR4,0.0,0.0,0.0,0.0,0.0,0.6023420337910024,0.0,0.6885725026989805,0.0,0.8861501735209916,0.0,0.9723806424289697,0.0,0.25645995635174823,0.0,0.34269042525972643
IL2,IDO1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CCL1,CXCR6,0.0,0.0,0.0,0.0,0.0,0.0980073944812238,0.14605648223229917,0.04142761399029219,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CCL11,PIK3C2G,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IL1B,PLAUR,0.0,0.0,0.0,0.0,0.0,0.23295759027712198,0.15319320751396548,0.0,0.0,0.12623960824465022,0.04647522548149372,0.0,0.0,0.16116407425464369,0.08139969149148718,0.0
CCL7,CCR7,0.0,0.0,0.0,0.0,0.0,0.020364760691147087,0.1463149381841654,0.0,0.0,0.024402570296726343,0.15035274778974467,0.0,0.0,0.0,0.0,0.0
XCL1,CCR7,0.0,0.0,0.0,0.0,0.0,0.02264197471667754,0.14859215220969588,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CSF3,MMP9,0.0,0.0,0.0,0.0,0.0,0.1580658015599528,0.5908718514627999,0.15554144462826483,0.0,0.08496566584505198,0.517771715747899,0.08244130891336401,0.0,0.12529761255237193,0.5581036624552189,0.12277325562068395
IL1B,CSF1,0.0,0.0,0.0,0.0,0.0,0.19519571531390384,0.20820225658836866,0.15242983852079983,0.0,0.08847773328143207,0.1014842745558969,0.04571185648832807,0.0,0.12340219929142554,0.13640874056589036,0.08063632249832153
CSF2,CDH11,0.0,0.0,0.0,0.0,0.0,0.046025689878148396,0.024425967574477177,0.09029687444463483,0.0,0.05859568096899283,0.03699595866532161,0.10286686553547927,0.0,0.0,0.0,0.0
ADIPOQ,TNF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TNF,CDK6,0.0,0.0,0.0,0.0,0.0,0.08740316948465279,0.04599591710926287,0.0,0.0,0.08643646352246809,0.045029211147078155,0.0,0.0,0.0,0.0,0.0
CCL4,CCR7,0.0,0.0,0.0,0.0,0.0,0.32257046879554824,0.4485206462885666,0.0,0.0,0.31190674950722475,0.43785692700024303,0.0,0.0,0.21522719298574017,0.3411773704787585,0.0
CXCL1,CCR7,0.0,0.0,0.0,0.0,0.0,0.0699691617893633,0.19591933928238162,0.0,0.0,0.06777088003297818,0.1937210575259965,0.0,0.0,0.0,0.0,0.0
CCL13,CCR6,0.0,0.0,0.0,0.0,0.0,0.044263000507858453,0.0,0.0,0.0,0.058476922959274015,0.0,0.0,0.0,0.03995524270579415,0.0,0.0
CXCL8,CCR7,0.0,0.0,0.0,0.0,0.0,0.03416257276568897,0.1601127502587073,0.0,0.0,0.021074687287473467,0.1470248647804918,0.0,0.0,0.0,0.0,0.0
IFNG,PIGR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CALCA,CDH11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CCL15,CCR6,0.0,0.0,0.0,0.0,0.0,0.003946298176957616,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CSF3,TNF,0.0,0.0,0.0,0.0,0.0,0.12423933967716473,0.12327263371498003,0.0,0.0,0.0511392039622639,0.05017249800007919,0.0,0.0,0.09147115066958383,0.09050444470739913,0.0
CXCL2,CCR7,0.0,0.0,0.0,0.0,0.0,0.08614234482771124,0.21209252232072956,0.0,0.0,0.042628632726088675,0.168578810219107,0.0,0.0,0.05749844716192539,0.18344862465494371,0.0
CXCL12,MMP13,0.0,0.0,0.0,0.0,0.0,0.06658909220828832,0.0,0.0,0.0,0.1135994891667732,0.0,0.0,0.0,0.0,0.0,0.0
CXCL12,CXCR6,0.0,0.0,0.0,0.0,0.0,0.16417440314373333,0.2122234908948087,0.10759462265280173,0.0,0.2111848001022182,0.2592338878532936,0.15460501961128661,0.0,0.0,0.0,0.0
PPBP,CXCR6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IL22,MMP1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
