dataset	sample_id	IFNG_TIS	CYTOLYTIC	MHC1_CORE	MHC2_CORE	ANTIGEN_PROCESSING	TLS_CABRITA	CXCL13_AXIS	T_CELL_EXHAUSTION	TREG	M2_TAM	MDSC_LIKE	STROMAL_EXCLUSION	IFN_GAMMA_RESPONSE	DEDIFFERENTIATED_EPI	source_file
GSE29265	GSM723320	0.14401296637057698	0.10228812598021077	-1.1060526877104642	-1.1814284026400366	0.32111070843128553	-0.6481715689310006	0.13245788076113363	-0.06752482472931491	0.17164504033021022	0.3413653723410009	1.4116680293017514	-0.4890412505426267	-0.20549619864855792	-1.4921369035676928	/home/seungho/personal/THCA_data_analysis/project/results/p_external_expression_validation/GSE29265_expression_gene_log.tsv.gz
GSE29265	GSM723321	0.919257762134982	1.758436949963031	-0.004104507784007171	1.0400437757641776	0.41945286779945173	1.0221781629957245	0.8135159397700201	0.8728904627976162	-0.17159739480778335	1.5679587622652584	2.522174615453607	2.710534964614727	0.668638856889012	2.6373631628068863	/home/seungho/personal/THCA_data_analysis/project/results/p_external_expression_validation/GSE29265_expression_gene_log.tsv.gz
GSE29265	GSM723322	-0.32952931212942504	-0.11407889176469334	-0.6126407198433405	0.4936613171115256	-0.0818829633206248	-0.732679307962091	-1.0058406586626312	-0.6502676884980109	-0.40898106588005445	1.2771489098540156	0.6750271367110549	0.5252710025022049	-0.4114556252862185	1.4539576194245742	/home/seungho/personal/THCA_data_analysis/project/results/p_external_expression_validation/GSE29265_expression_gene_log.tsv.gz
GSE29265	GSM723323	-1.5140886224303103	-1.0048539233113842	-2.2692996753433876	-2.382739863531171	-2.0805113053433537	-0.9843178922392224	-1.133039484099005	-0.8554484296049071	-0.7345137107138434	-1.484734656589838	-1.0056377838478145	-2.1026068937476943	-1.722278356353341	-1.6387120520993128	/home/seungho/personal/THCA_data_analysis/project/results/p_external_expression_validation/GSE29265_expression_gene_log.tsv.gz
GSE29265	GSM723324	-0.550600165447626	0.3275572516769671	0.05418731596197423	0.21714598030462584	0.33898063769240167	-0.9561601879387667	-0.5548172356474861	-0.3901291606161164	-0.9372156299843571	0.8298069645087631	0.42119224019805784	1.6741867111659818	-0.3424846117872005	2.471295203775571	/home/seungho/personal/THCA_data_analysis/project/results/p_external_expression_validation/GSE29265_expression_gene_log.tsv.gz
GSE29265	GSM723325	-0.8998539442712926	-0.47581210721391426	0.23766671811237497	-1.0392255782476474	-0.294799267953239	-1.1270190642725684	0.9686117759402982	0.14193444936298097	-1.8617917947704616	-0.5793722183236175	-1.461742770224885	1.773490503306438	-0.11110152096711087	2.0481385456073027	/home/seungho/personal/THCA_data_analysis/project/results/p_external_expression_validation/GSE29265_expression_gene_log.tsv.gz
GSE29265	GSM723326	-0.5211722873878454	-0.18941877281881928	-0.4201201913094775	0.2083884593319987	0.03460552257614678	-0.5593666115581463	-0.2771659954666835	-0.25299822185914905	-0.3439306863501902	0.6340374903896732	2.7136846289551664	-0.09081512231010036	-0.7125741460437657	-1.0666527811900053	/home/seungho/personal/THCA_data_analysis/project/results/p_external_expression_validation/GSE29265_expression_gene_log.tsv.gz
GSE29265	GSM723327	3.303297502806163	4.323593130327792	2.0731614469977173	2.122389557685437	3.15274198084236	0.05680744540628677	1.5420036634042698	3.7242404164985183	2.3171694871968276	3.315871336031155	1.496828821783675	1.4825167502646694	2.4450586342815197	1.414167171709196	/home/seungho/personal/THCA_data_analysis/project/results/p_external_expression_validation/GSE29265_expression_gene_log.tsv.gz
GSE29265	GSM723328	1.2155491311566429	1.7964199412031028	0.8221922491199684	0.4535426887416608	1.9811047732142808	0.3046341412391167	1.1620442080819426	2.013289419612955	2.4968638663280935	1.99178069927198	1.6432653338698475	2.0284630143175684	0.8184773194491353	1.576919116854162	/home/seungho/personal/THCA_data_analysis/project/results/p_external_expression_validation/GSE29265_expression_gene_log.tsv.gz
GSE29265	GSM723329	1.0080478989856378	1.1868250519772061	0.4354529003882069	1.0957973207449976	0.4944583494371014	1.6751747808556654	1.4476243909643558	0.8985497328912242	0.7532847261730465	-0.29220086982969073	1.0326377020389377	-0.25748452551179024	1.0167662029155178	-0.6189925705898635	/home/seungho/personal/THCA_data_analysis/project/results/p_external_expression_validation/GSE29265_expression_gene_log.tsv.gz
