Name	Term	ES	NES	NOM p-val	FDR q-val	FWER p-val	Tag %	Gene %	Lead_genes	geneset_db
prerank	Hematopoietic cell lineage	0.8033325270350911	2.021097124303212	0.0	0.0	0.0	54/94	10.57%	GP1BA;HLA-DOB;CR2;HLA-DMB;HLA-DOA;CSF2RA;CD22;HLA-DPB1;CD8A;HLA-DMA;CD1E;CD37;HLA-DRA;CR1;ITGA4;CD1A;MS4A1;IL9R;HLA-DRB1;CD8B2;CD2;HLA-DQA1;CD8B;CD1C;IL7R;CD3G;CD3E;CD7;CD3D;CD5;CD4;HLA-DQA2;CD1B;CD1D;ITGAM;FCER2;CSF3R;HLA-DPA1;FLT3;TNF;HLA-DQB1;CD19;IL4R;CR1L;IL6R;CSF1R;CD38;FLT3LG;ANPEP;IL3RA;ITGA6;CD33;IL2RA;FCGR1A	KEGG_2021_Human
prerank	Toxoplasmosis	0.7337358668603318	1.861195529605427	0.0	0.0	0.0	50/110	12.26%	HLA-DOB;PIK3R6;HLA-DMB;HLA-DOA;PIK3CG;PIK3R5;CIITA;HLA-DPB1;BIRC3;HLA-DMA;HLA-DRA;CCR5;ALOX5;HLA-DRB1;HLA-DQA1;CASP8;IL10RA;HLA-DQA2;TGFB1;IRAK1;HLA-DPA1;TNF;JAK2;HLA-DQB1;CASP3;IL12B;JAK1;IFNG;CD40LG;TYK2;TLR2;HSPA6;IKBKB;IL10RB;LAMB3;ITGA6;CD40;IL10;LY96;IRAK4;LAMA3;NFKB1;MAP3K7;MAP2K6;SOCS1;TAB2;BIRC2;MAP2K3;IKBKG;GNAI2	KEGG_2021_Human
prerank	Viral myocarditis	0.7810656190993646	1.8763007599033446	0.0	0.0	0.0	32/57	10.17%	HLA-DOB;HLA-DMB;HLA-DOA;HLA-DPB1;ITGAL;HLA-DMA;HLA-DRA;HLA-DRB1;HLA-DQA1;ITGB2;CASP8;RAC2;CD86;HLA-DQA2;HLA-C;CD28;HLA-F;HLA-DPA1;HLA-A;HLA-DQB1;CASP3;BID;CD80;CD40LG;FYN;ACTB;PRF1;HLA-B;ICAM1;MYH7;CD40;HLA-E	KEGG_2021_Human
prerank	Asthma	0.8556406445614293	1.880592568330654	0.0	0.0	0.0	16/24	11.55%	HLA-DOB;HLA-DMB;HLA-DOA;HLA-DPB1;HLA-DMA;HLA-DRA;HLA-DRB1;HLA-DQA1;HLA-DQA2;HLA-DPA1;TNF;HLA-DQB1;CD40LG;CD40;IL10;FCER1G	KEGG_2021_Human
prerank	Osteoclast differentiation	0.7349458472228461	1.880794373260111	0.0	0.0	0.0	63/124	13.48%	ACP5;PLCG2;TNFSF11;BTK;SIRPG;RELB;LCK;NFKB2;CYBA;NCF4;LCP2;BLNK;NFATC2;MAP3K14;SPI1;IFNAR2;PIK3CD;TGFB1;NCF1;CAMK4;TNF;LILRB4;JAK1;NFATC1;TREM2;CYLD;IFNG;LILRB1;GRB2;FYN;PPP3CC;FCGR2B;CSF1R;TYK2;FCGR2C;FCGR3A;TYROBP;PIK3CA;IKBKB;LILRA4;CREB1;TGFBR1;GAB2;SIRPB1;MAP2K1;OSCAR;LILRA2;FCGR1A;NFKB1;MAP3K7;MAP2K6;SOCS1;TAB2;PPP3R1;LILRA5;FCGR3B;PPP3CA;IKBKG;TEC;NCF2;PPP3CB;TRAF2;FCGR2A	KEGG_2021_Human
prerank	NF-kappa B signaling pathway	0.7473876646235741	1.8841110840382016	0.0	0.0	0.0	46/102	12.11%	CCL19;PRKCB;PLCG2;TNFAIP3;TNFSF11;TRAF5;BIRC3;BTK;TRAF1;RELB;LCK;NFKB2;ZAP70;CARD11;TRAF3;BLNK;TNFRSF13C;MAP3K14;CCL4;LTB;PARP1;IRAK1;BCL2A1;TNF;LAT;MALT1;CYLD;VCAM1;CD40LG;LYN;ATM;LTA;IKBKB;ICAM1;CD40;CXCL12;TNFSF13B;LY96;EDAR;IRAK4;NFKB1;MAP3K7;TAB2;BIRC2;CCL4L2;IKBKG	KEGG_2021_Human
prerank	B cell receptor signaling pathway	0.7627593494141353	1.8848612252825432	0.0	0.0	0.0	44/78	12.93%	CD79B;CR2;CD22;PRKCB;PLCG2;INPP5D;BTK;CD72;PTPN6;NFKBIE;VAV1;CARD11;RAC2;BLNK;NFATC2;CD79A;PIK3CD;PIK3AP1;DAPP1;CD19;LILRB4;MALT1;NFATC3;NFATC1;LILRB1;RASGRP3;GRB2;LYN;PPP3CC;FCGR2B;NRAS;PIK3CA;IKBKB;LILRA4;MAP2K1;LILRA2;KRAS;NFKB1;PPP3R1;LILRA5;PPP3CA;IKBKG;SOS1;PPP3CB	KEGG_2021_Human
prerank	Epstein-Barr virus infection	0.7275152005105685	1.8888500510106054	0.0	0.0	0.0	86/186	13.28%	HLA-DOB;CR2;HLA-DMB;E2F2;HLA-DOA;HLA-DPB1;PLCG2;TNFAIP3;TRAF5;ITGAL;HLA-DMA;BTK;HLA-DRA;RELB;NFKB2;RUNX3;HLA-DRB1;NFKBIE;HLA-DQA1;CASP8;CD3G;CD3E;TRAF3;CD3D;E2F1;BLNK;MAP3K14;IFNAR2;JAK3;HLA-DQA2;PIK3CD;IKBKE;HLA-C;CD247;HLA-F;IRAK1;FCER2;HLA-DPA1;TNF;CCNE2;HLA-A;CCNA2;HLA-DQB1;FAS;CASP3;CD19;JAK1;BID;TP53;LYN;RB1;TYK2;HLA-B;BAX;ENTPD1;TLR2;CDK6;TAPBP;PIK3CA;USP7;IKBKB;ICAM1;DDB2;RBPJ;TAP1;CD40;B2M;HLA-E;APAF1;IRAK4;BAK1;NFKB1;MAP3K7;MAP2K6;CD58;TAB2;CCNE1;TAP2;IRF3;SKP2;MAP2K3;IKBKG;TBK1;HLA-G;ADRM1;TRAF2	KEGG_2021_Human
prerank	Staphylococcus aureus infection	0.7863606170030331	1.9069643633737592	0.0	0.0	0.0	38/64	15.55%	HLA-DOB;HLA-DMB;HLA-DOA;HLA-DPB1;ITGAL;HLA-DMA;HLA-DRA;HLA-DRB1;HLA-DQA1;ITGB2;PTAFR;SELPLG;HLA-DQA2;FPR1;ITGAM;HLA-DPA1;HLA-DQB1;C2;FCGR2B;FCGR2C;FCGR3A;ICAM1;FPR3;CFB;IL10;FCGR1A;C1QA;FCGR3B;CFI;C3;C3AR1;SELP;FCGR2A;C1QC;C1QB;KRT13;FPR2;C5AR1	KEGG_2021_Human
prerank	Type I diabetes mellitus	0.8204274770122431	1.916549065582918	0.0	0.0	0.0	25/39	6.64%	HLA-DOB;HLA-DMB;HLA-DOA;HLA-DPB1;HLA-DMA;HLA-DRA;HLA-DRB1;HLA-DQA1;CD86;HLA-DQA2;HLA-C;CD28;HLA-F;HLA-DPA1;FASLG;TNF;HLA-A;HLA-DQB1;FAS;IL12B;IFNG;CD80;LTA;PRF1;HLA-B	KEGG_2021_Human
prerank	T cell receptor signaling pathway	0.7520924188212713	1.9220165773781899	0.0	0.0	0.0	52/103	12.20%	PDCD1;CD8A;RASGRP1;LCK;PTPRC;CD8B2;PTPN6;NFKBIE;CD8B;VAV1;ZAP70;ITK;LCP2;CARD11;CD3G;CD3E;CD3D;NFATC2;CD4;MAP3K14;PIK3CD;CD247;GRAP2;ICOS;CD28;CTLA4;TNF;LAT;MALT1;NFATC3;NFATC1;IFNG;GRB2;CD40LG;FYN;PPP3CC;NRAS;PAK2;PIK3CA;IKBKB;CBLB;IL10;MAP2K1;KRAS;NFKB1;MAP3K7;MAP3K8;PPP3R1;PPP3CA;IKBKG;TEC;SOS1	KEGG_2021_Human
prerank	Inflammatory bowel disease	0.7880483915062121	1.9268762770989525	0.0	0.0	0.0	33/60	11.12%	HLA-DOB;HLA-DMB;HLA-DOA;IL21R;HLA-DPB1;IL21;HLA-DMA;HLA-DRA;HLA-DRB1;HLA-DQA1;IL2RG;IL12RB1;IL18;HLA-DQA2;TBX21;STAT4;TGFB1;IL23A;NOD2;HLA-DPA1;TNF;HLA-DQB1;IL12B;IL4R;NFATC1;IFNG;FOXP3;TLR2;IL12RB2;IL18RAP;IL10;NFKB1;GATA3	KEGG_2021_Human
prerank	Th17 cell differentiation	0.7564507969800707	1.9290132091625027	0.0	0.0	0.0	56/101	12.11%	HLA-DOB;HLA-DMB;HLA-DOA;IL21R;HLA-DPB1;IL21;IL2RB;HLA-DMA;IRF4;HLA-DRA;LCK;HLA-DRB1;NFKBIE;HLA-DQA1;ZAP70;IL2RG;IL27RA;IL12RB1;CD3G;CD3E;CD3D;NFATC2;CD4;JAK3;HLA-DQA2;TBX21;CD247;TGFB1;IL23A;HLA-DPA1;JAK2;LAT;HLA-DQB1;JAK1;IL4R;NFATC3;RUNX1;NFATC1;IFNG;IL6R;FOXP3;STAT5A;PPP3CC;TYK2;IKBKB;STAT5B;TGFBR1;IL2RA;MTOR;NFKB1;GATA3;HIF1A;AHR;PPP3R1;PPP3CA;IKBKG	KEGG_2021_Human
prerank	Rheumatoid arthritis	0.774303574172789	1.9305775349302259	0.0	0.0	0.0	33/86	9.81%	HLA-DOB;CCL5;HLA-DMB;HLA-DOA;ACP5;HLA-DPB1;TNFSF11;ITGAL;HLA-DMA;HLA-DRA;HLA-DRB1;HLA-DQA1;ITGB2;IL18;CD86;HLA-DQA2;LTB;TGFB1;IL23A;CD28;CTLA4;HLA-DPA1;TNF;TCIRG1;HLA-DQB1;IFNG;CD80;TLR2;ATP6V0D2;ATP6V0A2;ICAM1;CXCL12;TNFSF13B	KEGG_2021_Human
