gene	baseMean	log2FoldChange	stat	pvalue	padj
APRT	2294.1525625556005	0.23421550611927366	2.5924210184982335	0.009530306151464557	0.027853974728395754
SLC25A10	521.8949519515846	-0.4590687923703262	-2.592326142646015	0.009532935082930964	0.027858615574886163
CEP164	2770.45108500378	-0.1657795930044669	-2.592245914629655	0.009535158639577185	0.02786207088830372
BBC3	192.2675670249757	0.5700263684141464	2.5922021988171875	0.009536370438229866	0.02786256937733718
TSGA10	633.6448380506171	-0.4323440510904649	-2.5921330549330954	0.009538287381279797	0.027865127764524822
LOC107987129	7.245451191849573	-1.4619779097484267	-2.5919440968523695	0.00954352780240109	0.027877393733462846
FAM71F2	397.0386211048028	-0.5282843340406196	-2.5914955788232485	0.009555976944536543	0.027910711966360826
RPL23AP82	253.75511479701086	-0.2715649355018691	-2.591203275941147	0.009564097944318523	0.0279313828429514
TPTE2P1	1292.6882266375944	-1.126290509457712	-2.591092080321548	0.00956718888815913	0.027934382807121298
RIC8B	1846.780137496622	-0.2738633052451511	-2.591091214985148	0.009567212945712507	0.027934382807121298
CADPS	20.36123197828797	2.579827878638047	2.5908232656668146	0.009574664903631472	0.02795309107802511
RNF145	3261.107510030023	0.20586733033680465	2.5901168789819953	0.009594335087264358	0.02800746230339197
PPBP	10.872326155714454	-3.05862010875346	-2.5899583600400993	0.00959875418397678	0.028017306060560493
DSP	10126.398186955723	-0.5462427554532941	-2.589248088734883	0.00961857699515923	0.028072103870701384
GLI3	1146.2965600257353	-0.4539773280780149	-2.5889247073541086	0.009627614262614468	0.02809541523092292
LINC01102	5.4120664622557495	3.1788293569772903	2.588844267855439	0.00962986341299521	0.028098914505697507
FLVCR1	639.1266752805252	0.3494789332749098	2.5886294523048217	0.009635872117380165	0.028113381799072527
LOC105370921	10.146192503056179	2.0408733360712286	2.5885881543067164	0.00963702766562967	0.028113688033604055
ELMO2	2403.366769050866	0.16207261239619442	2.5884223681615692	0.009641667726968508	0.0281241583141135
HOXB-AS1	55.654959696924905	1.011093946352175	2.5883377620198997	0.009644036470902314	0.028128001739656232
LOC107985876	124.61659003944666	0.7529989501359051	2.5882988436959513	0.009645126253278707	0.028128114487547755
LOC100996318	22.654992115949668	-0.5519340016124485	-2.58779545101186	0.009659232041688481	0.02816618169724134
LOC107985200	47.535072997931955	-0.7776000624558292	-2.587354044220764	0.009671616025819089	0.02819723243117299
LOC105377449	106.96562631198853	-0.33444772461724365	-2.5873407967944173	0.009671987910528283	0.02819723243117299
NDUFAF3	1885.1908080460105	-0.24686759644488138	-2.5872847704087825	0.009673560836686714	0.028198745968380876
ABCC2	91.59868054731419	0.6697509356575552	2.587033732675382	0.009680611455768517	0.02821622509055283
TRNQ	148.4087072799815	-0.6390405411145629	-2.5869204800625125	0.009683793755787469	0.02822242658515276
POSTN	736.2249499962664	-1.0352575915054552	-2.586770095608604	0.009688020869498413	0.028231671400171788
CHST2	1404.3974147347008	0.4693282474976149	2.586440488005678	0.00969729146919998	0.02825560972515151
CYP7B1	1536.3985965275206	-0.33246977889954255	-2.5861484248295126	0.009705512694782016	0.028276485542990393
LOC105372485	95.07834891270772	-0.522901214017378	-2.586078391202299	0.009707484980009529	0.02827915284836218
DCAF4L1	41.03980914921076	0.7083158132508383	2.5857317890904947	0.009717251239912985	0.02830452195276711
TSKU	2045.0166415897668	-0.5019973104439254	-2.585544727653645	0.009722525736052718	0.028316803297428247
LOC105377442	207.98047750363364	-0.8627298231700529	-2.585341515016755	0.009728258532761677	0.028330416621689246
PPARGC1A	1715.599751396311	-0.5555083438583389	-2.5851968747437493	0.009732340789801269	0.02833922084168465
OPLAH	519.9888501858599	-0.5451996742600084	-2.584838247345106	0.00974246910255543	0.02836562650248975
SAPCD1	8.194037903645231	0.9140417189387301	2.5847847770728123	0.00974398000816519	0.028366939188261584
NHEJ1	550.8994878348126	0.27308476604820175	2.5845904786259166	0.009749472043669029	0.028379840301162102
MARS1	5006.059424152714	0.31105105030924096	2.5838629744058097	0.009770060173448537	0.028436677207035334
COA7	780.4926232925424	-0.25567096437609144	-2.5837894555877647	0.009772142885874772	0.028439645853834575
BCL10	835.0327801896486	0.3079221399636613	2.583097533784738	0.009791763712073001	0.028493649079499077
LOC107985368	4.581448125083858	-1.6601894979183482	-2.58278162054465	0.009800733731667392	0.02851665050118728
ARPC4-TTLL3	189.43186787917955	1.6042566011607915	2.5826432149890994	0.009804665916148541	0.02852499020614644
CHRNA4	211.90862518744993	-0.7712459706110639	-2.5824877085639257	0.009809085623664764	0.02853034389143788
C16orf89	13595.431052768665	-0.5425920344559544	-2.582484761168102	0.00980916940986833	0.02853034389143788
ADAM29	1.8659749667987404	4.3678997683037	2.582465936254006	0.009809704564466367	0.02853034389143788
SLC2A13	178.07266359628235	0.34304647374739733	2.582154628367641	0.00981855819747253	0.028552990367785795
AMER2	6.797403853613747	2.0547824381222424	2.582057090879376	0.009821333639749493	0.028557958078854334
HOMEZ	1119.0295861079974	-0.29954290031846176	-2.581939305421672	0.009824686172541766	0.0285646025616273
KLHL42	1561.3385712262404	0.28038998789406006	2.581368220498568	0.00984095545102845	0.028608796074907256
CYP51A1	1987.1343506414607	-0.3480482704965417	-2.5810334196635076	0.009850504539193445	0.028633445738520162
RNU2-6P	2.5627476251527366	3.4168775899732493	2.5808512695394925	0.009855703236968731	0.02864544570666702
LOC107984507	1.771823070617336	4.291825177935249	2.580653030611483	0.009861363898914313	0.02865878561413412
SELENOW	5450.27973199721	-0.38497820522592974	-2.5801875791669735	0.009874666133120115	0.028693810578726286
RNA5S6	9.674996979595404	1.2454728343399386	2.5801306125175474	0.00987629529250501	0.028693810578726286
RNU5A-1	2.562621762463034	3.051184048739637	2.5801033153112907	0.009877076035883217	0.028693810578726286
ARNTL	734.9419844746526	0.6522273838321687	2.5800485000811846	0.009878644004458278	0.028693810578726286
POGLUT2	191.01186978984867	-0.3510715760546859	-2.580043845322693	0.009878777162249823	0.028693810578726286
LOC285889	22.097888653505976	-1.0870455578849894	-2.579908394918124	0.009882652666629608	0.028701951959953145
PSMB3	2893.541168641798	0.23702315506307586	2.579741543846595	0.009887428468280652	0.02871270600229954
SLC30A5	3027.501637300959	-0.1857053804107417	-2.5787999617095783	0.00991441806899228	0.02878795871595415
PCYOX1	7324.595766086358	-0.41153730613558615	-2.578389475350444	0.009926204819051791	0.02881905619592339
OXLD1	813.4096086217475	0.23213948274174728	2.5782270581812408	0.009930871929059852	0.028826840584878055
PCDHAC1	36.938084934643186	1.3444143673556792	2.5782211936785853	0.009931040484005635	0.028826840584878055
LOC105372484	59.61434730925172	-0.9174347144696515	-2.578112008157984	0.009934179111492938	0.028832823538346097
LOC105375426	4.142096982514575	1.7092298490163278	2.578014440841812	0.009936984511733027	0.028837838144884047
ZNF573	88.59730299845917	0.6679967661830662	2.576898737983318	0.009969115070267489	0.028927946137536107
EDA2R	423.4610763643731	-0.4518996302921616	-2.5766761805071585	0.0099755354498567	0.028942670179015764
GOLT1A	20.63571596334139	-1.0189943947781879	-2.5766478713535865	0.009976352381586001	0.028942670179015764
SLC38A7	1395.3717141626034	-0.2901611979918238	-2.5764778819404106	0.009981259106448679	0.028953766253503162
KIAA1755	397.70033361910436	0.7257633201508876	2.5763361145758257	0.009985352848907692	0.02896250186828201
ZFP41	943.2631110289705	-0.2790350949415225	-2.576231896935965	0.009988363241243027	0.028968093674614007
CCM2L	458.91792706343244	-0.42955304578782955	-2.576082150817121	0.009992690167704705	0.028977502046789973
ACADS	1345.4793839538515	-0.4989990847843215	-2.5760011990903116	0.00999502996969216	0.02898114660190294
FREM2	1477.3075366193464	-0.4461906823262505	-2.5758481927661356	0.009999453746834827	0.02899083231476706
MAP2	1637.4877136878977	-0.5744544231909287	-2.5757912113671746	0.01000110166036392	0.028992468901672463
BICRAL	2228.703347290803	0.23041162859673947	2.575723629726611	0.010003056448584582	0.028994994645160685
LINC01736	3.1124956869551603	3.398006664010129	2.5756389012910215	0.01000550768590265	0.02899895869974601
WDR31	487.54805428027856	-0.3630886890012001	-2.5753098202172375	0.010015033246042391	0.029023423182163135
STX17-AS1	51.85086956233318	-0.5377925672367083	-2.5748269845351994	0.010029023996876016	0.029058964635947957
SLC25A5-AS1	187.14811797307138	-0.38474485852816886	-2.5748116279094857	0.010029469259253188	0.029058964635947957
ZNF793	1062.401743539037	-0.2639017847986649	-2.5746204282599012	0.010035014530357008	0.029071252260791793
GEMIN8	1646.8039965747998	-0.20218270381649137	-2.574538757295158	0.010037384026084143	0.029071252260791793
PSMA7	3789.0458436341223	0.24340095811776083	2.5745162674048374	0.010038036606164178	0.029071252260791793
MYSM1	2121.7667049604847	0.3591443937050861	2.5745156089322343	0.01003805571336757	0.029071252260791793
C17orf49	1228.4251692614694	0.37347300547009754	2.57442653357183	0.010040640752790308	0.029075592094434437
LOC107987288	1.8169454904432578	4.324732496966739	2.5741140423365265	0.010049714191608352	0.029098718001237776
EFL1	879.9632912163629	0.18999465835371515	2.5740743224159486	0.01005086801493223	0.029098910319115708
RUVBL1	1242.474388709089	0.25658545144622014	2.5739623964718916	0.010054119984493815	0.029105176415518658
PRPS2	1671.9517588276296	0.1913583935880319	2.573790961914404	0.010059102773019217	0.02911645107690581
FBXW5	4724.201055850178	0.234885295273573	2.573472752625801	0.010068357435803144	0.029140087062739795
TEX264	2436.897589986076	-0.24487985768830486	-2.572897057704579	0.010085119970468261	0.02918544505350175
CNOT8	2997.6652286200606	0.2446270837535529	2.572646120593358	0.01009243429135685	0.029203453896702994
LOC728485	66.07140240194036	-0.9154798692640683	-2.5724266383658128	0.01009883563689173	0.02921881734708863
KLHDC3	3878.998878095619	-0.12427967446798373	-2.5723500823102	0.010101069295641873	0.02921990550829003
CDK5RAP1	1426.5154343552717	0.133179111993335	2.572324485303266	0.010101816231864643	0.02921990550829003
ANKRD42	1022.0451089293781	-0.23977786485291366	-2.572265463573939	0.01010353870925919	0.02921990550829003
ACSL1	4080.8496782657626	-0.29096246150720706	-2.5722640682061058	0.010103579434536908	0.02921990550829003
ZNF736	1212.1763002931477	0.299534048915185	2.5720680656715786	0.010109301427179387	0.02923329437987037
SIGMAR1	1903.2364875799035	-0.20701170585876133	-2.5712856207982178	0.010132172464587369	0.029296265278482763
FOXD4L4	2.8964213275132957	1.469601193486581	2.57119967842142	0.01013468738536207	0.029300371049296565
STEAP2	560.5916933906793	-0.5096611432729277	-2.5708991345736654	0.010143486532516016	0.029322642282610844
PINK1-AS	1343.0502351480159	-0.3357866505242042	-2.570809778795255	0.010146103950269904	0.029326517137628894
EPPIN	11.049636261745512	-1.3247293089087062	-2.57076590986059	0.010147389183248878	0.029326517137628894
LOC105370447	334.3079833004637	0.3272542882420498	2.5707411488022855	0.010148114674680252	0.029326517137628894
CXCL14	1736.345158367616	1.0772893962315893	2.5703054345370364	0.010160888527954364	0.029360260987804643
DDX11L2	69.78743572188858	1.106024870699258	2.5702423096654576	0.010162740349201393	0.02936244134578161
COL18A1	7812.049710822013	-0.4865059601627898	-2.5701543293543843	0.010165321826935175	0.029366729147013416
C12orf60	104.26775980400264	-0.38902241929508496	-2.569838027427135	0.010174607435316126	0.02939038158128881
MAGEE1	412.50880358070305	-0.25216623155331774	-2.5696824990583065	0.010179176017437721	0.02940040477351683
HTRA3	1723.2930282401642	-0.954356996787413	-2.5690786043808176	0.010196932494076199	0.029447989818225332
DUS1L	3126.3459676996004	0.1624016546564947	2.5690473549477524	0.010197852079428032	0.029447989818225332
ZGPAT	1724.175564999541	0.20139745270378376	2.568712490057731	0.010207710872774799	0.029473278264507297
LOC653698	26.35058694083957	-0.5196922413218127	-2.5686742788620927	0.010208836391871149	0.029473347917409857
AKT1S1	1917.5576502737576	-0.20469825401481756	-2.5685181877523653	0.010213435237039593	0.029483444114690345
HIF1AN	2985.74724894488	0.18119129495012382	2.5681605935599667	0.010223977833613639	0.029510694297001507
MOB1B	1887.2524169936635	0.2092766362826911	2.567835675817757	0.010233565461557667	0.02953518245807627
RAB1B	9106.58997595722	-0.20706258343981745	-2.567657392100621	0.010238829632783953	0.029546763139807124
CCND1	6240.514692448667	-0.4252950693049605	-2.56762500108219	0.010239786298900272	0.029546763139807124
CPOX	883.7960754239198	0.1978274545610896	2.567329927591123	0.010248504935306657	0.029568732298523574
RPS3AP21	234.56797852302458	0.3160257374487719	2.5672482916834625	0.01025091822581574	0.029572506654035057
NIT2	1629.4691688304304	-0.1426526987918654	-2.5671488984463475	0.010253857134776459	0.02957779637022939
C1GALT1C1L	45.241722121921384	-0.7217843063652484	-2.56680369879517	0.010264069997375624	0.029604064790878605
H2AC13	4.9212532905259945	2.278626008889718	2.5667322002130213	0.010266186441572046	0.029606978033890285
LRFN1	140.0386501408862	0.548203491148726	2.5663485483957023	0.01027754963346915	0.02963575942871924
LOC105379176	5.476948683348567	1.701185801161736	2.566320484350577	0.01027838128766604	0.02963575942871924
NT5E	2388.3668812662854	-0.6381375717613561	-2.566104088740316	0.010284796000099858	0.02965106022006811
LOC101060187	34.05110885779756	-0.8006521670239548	-2.565936384002995	0.010289769797657196	0.029662204005742387
NTRK1	11.582967982831997	1.8150054259788713	2.5656800561701805	0.010297376121407005	0.02968093332710593
LOC105370324	4.325026638879095	2.555055833142551	2.56539148641091	0.010305945186418261	0.02969891702813897
H2BC11	21.500578700996822	0.891450428377186	2.5653582991721273	0.010306931086669417	0.02969891702813897
EFCAB11	457.1455107699385	-0.3170267662163615	-2.5653578380885977	0.010306944784765569	0.02969891702813897
COX19	1205.895105229386	0.15113712126295026	2.5652697698644236	0.010309561455981078	0.029703258458446773
SPIN1	5775.981743890317	-0.28446857343369775	-2.564514931040398	0.010332013387420878	0.029764740902937098
KRTAP29-1	1.8530518093583526	3.631542974101862	2.564030184256962	0.01034645463439924	0.029803135200917506
HINT3	1696.2727066718064	-0.238714306014885	-2.5639460766262414	0.010348962139761234	0.029807149592079498
ANGPTL2	1038.4346933012232	-0.5243462015149175	-2.5638355286892827	0.010352258733950707	0.02981343561348697
BNIP3P1	46.692597791606396	-0.4059706896015662	-2.563450792161954	0.010363739054468168	0.029843286032235898
ANO5	552.8656122781213	-0.5486690957517666	-2.563405074033681	0.01036510401042618	0.02984400509134975
FAM247C	86.59040942991965	-0.6455462004030073	-2.5632141529001067	0.010370805862219617	0.0298572097765462
GCLM	1241.3475410968756	-0.2804444506654941	-2.562935857738378	0.010379122135298027	0.029877937644209897
PLAAT3	1561.8665374016225	-0.45193743993800306	-2.562824881536905	0.010382440083342178	0.029884274134692558
XAGE1B	1.3596074100557798	3.90941880492332	2.5627300593729974	0.010385275808370323	
SPHK1	503.20875481626314	0.5345655559911241	2.5623739361674565	0.010395932084857623	0.029917947252147397
LOC728613	563.2280251172466	-0.25166333174959893	-2.562359145744357	0.01039637486912252	0.029917947252147397
LOC105375730	203.37552723204783	-0.6848283651590302	-2.561798625592767	0.010413167662130535	0.02996305017619496
LOC107985334	36.64161398180814	-0.9641423012016589	-2.56157725782831	0.010419806331281797	0.029978928870562402
FBP2	9.589823999682267	3.288330413347275	2.5613552084062423	0.010426469225824148	0.02999487384251281
LOC105369352	168.27116764386503	-0.6113709472368793	-2.5612100038046535	0.010430828336884539	0.030004188573044207
OCIAD2	1596.5236587121829	-0.2132781907697759	-2.560658494369428	0.010447399691025863	0.03004862593850517
TM4SF1	2686.829840859711	-0.529926692366229	-2.560316825083891	0.010457677667652349	0.0300749443778714
LINC02773	16.415137727562197	1.1074553008092896	2.5602796027047052	0.010458797921542274	0.0300749443778714
BCKDHA	3316.6834074233207	-0.3078512523085826	-2.5601728972906646	0.010462009945716232	0.030080948334303897
ANKRD13C	1207.586561182953	0.1437551718752988	2.560100167940498	0.010464199732401317	0.030084012122803958
LOC107984917	6.540923393598369	1.6667399562803737	2.5600495382808144	0.010465724366712736	0.030085163181140056
NOP2	2052.699949225951	0.23577289181644828	2.5599961276925876	0.010467332958617521	0.03008655531392104
LOC101929552	8.554287478828893	-1.0032211730809	-2.55993797672952	0.010469084568739347	0.030088358184885075
TNFAIP8L1	630.8511017931222	0.549263621829999	2.5595815858730124	0.010479825391012358	0.030115993069532936
LOC105375896	7.466945314343994	2.384476756758965	2.5592569881884937	0.010489616567777306	0.030140893305456967
ATRX	2623.292155177456	0.28243264311142113	2.5591888610886455	0.010491672589134738	0.030143564363887224
NFASC	1057.3739469400875	0.49836025660689093	2.558945459985093	0.010499021168489168	0.030161439234435868
KIAA0825	156.84786714487106	-0.2567068328812732	-2.5587433285327137	0.010505127245947803	0.03017574120884105
WDR59	3458.0026410509977	-0.2001700233465979	-2.5582322395465917	0.010520580545647824	0.03021688691655423
COA8	1084.4216379447744	-0.27361880233600744	-2.5581706849061865	0.01052244307704709	0.030218992996542193
FAM27C	22.916290796217325	-0.760317558268952	-2.558021894139326	0.010526946426348093	0.030228681872419248
PHF20	1661.3813235041405	0.22639497545391785	2.5579117390011383	0.010530281521639737	0.03023501432608148
TET2	1095.2184077541672	0.3201421514861454	2.5576094204129	0.010539439454346506	0.030258062418014427
BLOC1S2	1407.0726941783787	0.2600469889990531	2.557270578295784	0.010549712189020424	0.030284305747499095
CEP112	598.057201027695	-0.27515739571103653	-2.5568826098947004	0.01056148522963453	0.030313176972079726
KRR1	2124.2549927196555	0.09846148001065692	2.556864495428257	0.01056203520506993	0.030313176972079726
RBX1P2	40.51570124359824	-0.4976639145180841	-2.556091634635549	0.010585523863436419	0.030377331751802527
C2orf91	2.538684936026041	2.2936470242859524	2.5558320091138444	0.010593424778132637	0.030396745342357857
CALY	9.190038542962533	1.9956914967527806	2.5556980878264697	0.010597502316152219	0.030405185159240206
LOC107985573	9.125523688364622	1.858683510867813	2.5556515366589836	0.010598919999166023	0.030405992621964275
ZC3HAV1L	957.8252786918014	-0.5277299269165548	-2.5554186708920748	0.010606014294637638	0.030423083130507362
PSMB2	3292.623034348444	0.22599528076863182	2.5550647680269134	0.010616804092411074	0.03045076929398932
CYP4F24P	91.09018236901547	1.2343272062446968	2.554902369686695	0.010621758563118654	0.030461714623197425
GPR137C	84.87204486906494	-0.5026806230948965	-2.5548325203270834	0.010623890169223278	0.030464562894172195
EIF3G	6127.56039918445	0.16523459826722273	2.5547342126493215	0.01062689088770605	0.030469902513126954
LINC00673	11.426947170392944	1.2500696211953106	2.554630438953781	0.01063005926727669	0.030475721661916026
LOC105372319	38.95189068871679	-1.1560061468494005	-2.5541435149073934	0.01064493707125864	0.03051510616249397
SPNS1	1940.462002919728	-0.18535209065127262	-2.5534748056070256	0.010665399440936087	0.030570191856915292
MKX	57.49568730806964	-1.1299015323170662	-2.5534293259866563	0.010666792377623621	0.030570191856915292
IGHVIII-11-1	1.7478531740313394	4.274112039633706	2.5534035991924537	0.010667580402088005	0.030570191856915292
SLC25A13	1097.4433131212654	-0.19506825415192766	-2.5533589283223908	0.010668948815973753	0.03057083952408798
SLC30A7	1418.981179255925	0.2676568894013609	2.553289921618089	0.01067106302234215	0.030573623819901065
PROX2	10.99492300477946	2.2864443644750065	2.5532353441472697	0.010672735414091451	0.030575141813626725
ZNF396	473.74768541991375	-0.3543452953132618	-2.5525290702616754	0.010694398464916334	0.030633922385052567
HCFC1R1	1067.0475435071048	-0.38103474448506175	-2.5524802730038214	0.010695896632451863	0.030634934591074803
SGMS1	2230.1675111318036	-0.26505708156015495	-2.5522734170260204	0.010702249572270912	0.03064985001647791
PRR14	2116.567173736383	0.18323357486275565	2.55206169114595	0.010708755550391297	0.030659258612843788
SNRNP70	16534.629582865782	-0.2056652928566829	-2.5520577745431066	0.010708875934091441	0.030659258612843788
MORN1	1117.2688497323186	-0.5135097097935106	-2.5520546496976086	0.010708971982595324	0.030659258612843788
RNF150	982.669564440915	-0.342603129158974	-2.551871512167453	0.010714602426432336	0.0306720968048063
UMAD1	1112.558851817751	-0.2350807626772432	-2.551699668139442	0.010719888052410406	0.03068394526500187
LOC101927243	5.004097428233191	2.642792733394779	2.5516387572573835	0.010721762122546098	0.030686027208484873
TUT4	2873.442492650696	0.2698079437932791	2.551349113886449	0.010730677685764417	0.030708259530644398
C21orf62	2.966546915547492	4.3351111275898875	2.550508920839806	0.010756577118500794	0.030775874803751782
TTC12	1669.615105264639	-0.3399506546935049	-2.5505080085500564	0.010756605270534021	0.030775874803751782
LSMEM2	14.86199945528054	-1.408911163426365	-2.550157909824847	0.010767413682977166	0.03080350546894045
NUDT7	356.61863313820635	-0.29392509222840973	-2.5501024170777096	0.010769127767363953	0.030805115879707044
UBAP1L	1498.538301888255	-0.3209054876026102	-2.550032684157506	0.010771282052426938	0.030807985006727753
WDR4	388.5840382743213	0.3194095219433598	2.549782301582824	0.010779020372331973	0.030826823251427122
SRGAP1	1276.6447052795093	-0.35710325715054614	-2.5496381386852542	0.010783478110241204	0.03083627636568226
DLGAP1-AS2	55.81093895661918	0.5452329085723708	2.549510564397054	0.010787424269678367	0.03084426471381484
PEX12	656.8584647268859	-0.250828045738132	-2.5493993459057087	0.010790865554936266	0.030850807932702402
PDZD2	258.4771118852068	-0.37110243517052893	-2.5491108003079948	0.010799798186835392	0.030873047695728566
POLDIP2	3631.3947832421527	-0.19063187662938222	-2.5488069496778016	0.010809211728242868	0.030896657321916165
SYTL3	2444.83962761728	-0.4956004465931582	-2.5486778654713453	0.010813213069726149	0.030903622211220023
POLR2J4	1476.1620616020546	-0.24273130707894855	-2.5486538357567965	0.010813958086168323	0.030903622211220023
POU5F1	47.61419655285814	0.7914183904705658	2.5485884363624876	0.01081598595782454	0.030906116842646523
C17orf80	1667.2208395205655	-0.1322558007677255	-2.548255109871652	0.010826326831586004	0.030931653739171453
KIR2DL4	22.9637203065234	2.0930724223438997	2.5482258592618123	0.010827234700105343	0.030931653739171453
ABCB7	1118.5746663920436	0.17909084593574467	2.5479942714195767	0.010834425018521594	0.030948891278355876
LOC105374848	229.26117967064263	0.7956343093434299	2.547905839545834	0.010837171762971217	0.030953433277522657
E2F6P1	39.03759370843423	-0.3815157772829968	-2.547710432356773	0.010843243416862674	0.030966181783544763
NMB	615.1123358707611	-0.7697467606707964	-2.547687713379485	0.010843949532645664	0.030966181783544763
RCN1	4552.912643338745	-0.2358281664170095	-2.5475233423856007	0.01084905947294742	0.03097556822606145
FAM47C	4.818257095989644	-1.6690193881549917	-2.5474987615701754	0.010849823821514249	0.03097556822606145
PRADC1	494.96898320633693	-0.4114686027244503	-2.5474702924287893	0.010850709138680869	0.03097556822606145
SHANK2	2139.51403895999	-0.647048626433351	-2.5470666233671606	0.010863269121262233	0.03100811537973092
PICART1	49.27709491006978	-0.5357769301813082	-2.5469948667925824	0.010865503147225682	0.031009932225014934
MIR6826	2.2663345416307723	2.059631591289579	2.546971739630724	0.010866223261358932	0.031009932225014934
RPLP0	45007.26704979627	0.17286252077283637	2.5466931562050155	0.010874900891571697	0.03103138706104272
MISP3	215.77572831447958	-0.5234069566133774	-2.5464911202877043	0.010881197986392354	0.031041448156599576
IRS4	459.9538246553108	-0.905564511162708	-2.5464708455226304	0.010881830093112721	0.031041448156599576
MGA	1924.162946861853	0.28515833314400824	2.5464683861994484	0.010881906769695839	0.031041448156599576
POU2F1	1381.4371886345211	0.3189897537220087	2.5460824791815253	0.010893944499240308	0.031072474397747882
MIR4668	3.531280553434104	1.774271019796476	2.5459891614041505	0.010896857168930327	0.0310774696622163
MED26	540.3038939046367	0.2029220237546129	2.5452625059747866	0.010919561500587158	0.031138903000395603
FAM193B	4433.543219294668	0.2875782065923486	2.5451659006111984	0.010922583096810504	0.031144200710777736
INTS4P2	29.33285944533293	0.4755651358697899	2.5451079555868006	0.01092439584197645	0.031146050791741937
H2AC20	31.66902911920272	0.8660852109968987	2.5450555196823466	0.010926036470933239	0.031147409818064714
SNORD2	17.999382037173504	0.9520452997170032	2.544988612141007	0.010928130210381047	0.031150060122475162
FLCN	3590.80500964164	-0.2328066594149216	-2.544486606023185	0.010943850878099504	0.031191548567253462
HERPUD2	1972.3272589311064	0.18706533878648138	2.543995598839766	0.010959246544489213	0.03123210197343252
NUTM2E	189.78019179620532	-0.3543336265947076	-2.543951026456539	0.010960645076324327	0.031232761393082634
DENND5B-AS1	1.538189008846453	3.3489405046333576	2.543794691104958	0.010965551608830181	0.03124341578495482
SF3B3	6467.427360612968	0.18151791272916518	2.5432277707395063	0.010983360589723221	0.03129082608123
FAM157C	9.19752474722339	1.3176326910572977	2.542981812418078	0.010991095004075377	0.031309527603689276
SMC5	2219.433278847143	0.23390890389269176	2.542935188775486	0.01099256167835692	0.0313103725931699
LOC105378231	2.2789333862379615	3.587725327317098	2.5426964686651927	0.01100007399783455	0.03132843552384553
GAREM2	225.052755660139	0.3283702060477487	2.5425477641840084	0.011004755907279017	0.03133795576468091
RHOT1	2125.0899711734332	-0.16400002325013666	-2.542515914805398	0.011005758904202958	0.03133795576468091
RPL21P80	23.05521359126666	0.641444831243842	2.5424156678541627	0.011008916399714463	0.03134361132634951
C17orf75	1182.4072524365818	-0.20285311050445934	-2.5423084644302207	0.01101229389501746	0.03134989198198587
CD14	1518.7555488794183	0.9114398218999696	2.5422371881574386	0.011014539997712602	0.031352950785957796
LOC102724238	66.89283731185748	0.4064073023036713	2.542100228783915	0.011018857090106507	0.0313619033962189
LOC107985767	16.700986935492267	-0.57514367030749	-2.5419390111928735	0.011023940751398469	0.031373035680891524
ZNF580	2589.7743109313533	-0.21597759360690938	-2.5415486259276157	0.011036259371826387	0.03140475338048428
ZBED6CL	617.929529618949	0.38225756863133803	2.541238876259124	0.011046042233250371	0.031429249352661344
CCT6B	204.2809037800954	-0.3753346214385155	-2.541145100743175	0.011049005475685518	0.031434338350982825
SNORA6	18.742684244502577	0.7225362685553619	2.541000803686824	0.011053566543855569	0.03144397158643298
LOC107987126	34.63955886733424	-0.7716851972642783	-2.5402988639984256	0.011075777939102908	0.03150380714821363
LOC107986160	23.89120871789316	-0.7313609801275579	-2.539872985041765	0.011089273294791464	0.03153884082990962
SMIM10L1	1157.6591992040514	-0.19459825066234454	-2.5396469738895453	0.01109644112240883	0.031555872947466555
LOC107985014	146.83380482915473	0.5044800720914953	2.539510980719458	0.011100756058981231	0.031564789303829326
EIF3F	6523.310135549692	0.20097331836587892	2.5394476165366346	0.011102767054447451	0.0315671532487265
LOC107984749	102.84165038741529	-0.4696895779982321	-2.5393223572899783	0.011106743372019591	0.031575103860113064
SOAT2	17.760864593955716	1.3646206725284624	2.539269631209609	0.011108417524058365	0.03157650870446164
LLGL2	3967.0591936077126	-0.3361710690216445	-2.538823579350291	0.011122589480059647	0.031613435420753705
MTMR9	911.5897170802511	0.25287294717171316	2.5386166482786803	0.011129169544241396	0.03162877835640397
NIPA1	1250.0069359880924	0.259970313072787	2.5385609500389235	0.011130941246206297	0.031630454258094985
ARHGAP33	2247.3028739608985	-0.41261776873312267	-2.5384760174319467	0.01113364334468581	0.03163223974658391
KANK3	726.5375358976328	-0.4498388829687133	-2.5384668916225146	0.011133933713493045	0.03163223974658391
BLMH	1462.6720308265083	0.25490922828859014	2.538296085373463	0.011139369739231192	0.03164432422737013
LOC105373628	432.6160763883962	-1.1572215982392984	-2.5382066100628555	0.011142218293026265	0.031645138880335356
LMNTD1	17.46399777920443	-1.362844751921572	-2.5381807497052664	0.011143041709033297	0.031645138880335356
SETX	6107.6898306895355	0.308996968884633	2.5381756475320336	0.011143204172997013	0.031645138880335356
FAM240A	13.256082499667958	-0.9741772675072804	-2.5381277332133765	0.011144729968681147	0.03164611353585606
LOC107987099	63.96755272393696	0.7118747189443281	2.538062308341491	0.01114681367453991	0.031648672035086256
LOC110091777	9.136486055567849	-1.3391847536839923	-2.537921469497307	0.01115130040173148	0.03165805206347703
NTSR1	7.379865668116376	2.908209579110845	2.537683815477814	0.011158875023741376	0.031676195569674256
