analysis	n	events	logrank_p	univariate_HR	univariate_p	multivariate_HR	multivariate_p
R6_1_DM1_vs_DM2_full	499	16	0.36296243557770047	0.687056767754642	0.43914608646627473	0.7120991487375112	0.5267386721653635
R6_2_DM1_vs_DM2_advanced	145	10	0.7852645973123378	0.8267519347668735	0.7995843548832504	0.8642210847522086	0.8497166722967908
R6_3_DM1_vs_DM2_age45plus	264	14	0.6231979017558561	0.7836009574647164	0.6574791610039629	0.6927861661325845	0.5246608670754652
