sampleId	TG	TPO	TSHR	SLC5A5	INS	GAD2	MOG	CHRNA1	CRYAA	GFAP	MYOG
GTEx_thyroid_donor_0427	3444.0	673.0	169.7	26.32	0.05071	0.00641	0.0	0.08105	0.0	0.1347	0.0
GTEx_thyroid_donor_0428	4705.0	607.1	208.4	0.4346	0.0	0.0	0.05507	0.0	0.0	1.19	0.1356
GTEx_thyroid_donor_0429	5673.0	653.1	94.07	13.76	0.3832	0.0	0.1932	0.03062	0.0	1.35	0.0973
GTEx_thyroid_donor_0430	9175.0	1073.0	161.7	42.7	0.0	0.0	0.4113	0.0	0.0	0.4316	0.02713
GTEx_thyroid_donor_0431	7740.0	3572.0	321.8	2.076	0.0	0.0	0.05946	0.1123	0.0	0.4548	0.4393
GTEx_thyroid_donor_0432	6958.0	2366.0	214.0	11.99	0.0	0.0	0.02384	0.01386	0.0	0.3407	0.0
GTEx_thyroid_donor_0433	14590.0	2619.0	257.3	2.737	0.7333	0.0	0.0	0.0	0.0	0.2679	0.0
GTEx_thyroid_donor_0434	12730.0	928.5	177.6	4.643	0.0	0.0	0.02603	0.0	0.0	0.2987	0.0
GTEx_thyroid_donor_0435	13730.0	2196.0	329.7	270.5	0.0	0.0	0.0	0.0	0.0	0.3482	0.0
GTEx_thyroid_donor_0436	7923.0	2177.0	172.9	1.159	0.0	0.0	0.0	0.0	0.0	0.1739	0.0
GTEx_thyroid_donor_0437	2352.0	438.6	147.7	4.57	0.0	0.0	0.03553	0.05163	0.0	2.718	0.1312
GTEx_thyroid_donor_0438	7691.0	460.2	179.2	1.174	0.0	0.0	0.01458	0.0	0.0	1.245	0.0
GTEx_thyroid_donor_0439	3366.0	930.3	127.3	0.4002	0.0	0.06656	0.1087	0.02106	0.0	0.2771	0.0
GTEx_thyroid_donor_0440	6446.0	2000.0	169.6	12.95	0.2494	0.0	0.0	0.07973	0.02823	0.3382	0.03167
GTEx_thyroid_donor_0441	9901.0	816.2	197.5	18.4	0.0	0.0	0.09874	0.1148	0.0	0.6625	0.1216
GTEx_thyroid_donor_0442	13400.0	2234.0	322.8	53.31	0.0	0.02778	0.08065	0.09376	0.0	0.9172	0.07448
GTEx_thyroid_donor_0443	5959.0	558.8	160.3	0.2621	0.0	0.01173	0.02555	0.0297	0.0	1.702	0.09436
GTEx_thyroid_donor_0444	8821.0	2436.0	298.5	7.723	0.0	0.0	0.04743	0.0	0.0	0.4774	0.0
GTEx_thyroid_donor_0445	6965.0	2064.0	286.4	3.368	0.0	0.05561	0.03027	0.01759	0.0	0.1706	0.0
GTEx_thyroid_donor_0446	4549.0	1645.0	193.1	122.2	0.0	0.0	0.08944	0.01733	0.0	0.174	0.0
GTEx_thyroid_donor_0447	11350.0	735.1	195.2	4.324	0.5087	0.0	0.0	0.06776	0.0	0.2346	0.0
GTEx_thyroid_donor_0448	7666.0	1982.0	274.2	54.18	1.52	0.0	0.01742	0.0	0.0	0.3015	0.0
GTEx_thyroid_donor_0449	9559.0	1339.0	176.5	0.6714	0.0	0.0	0.03957	0.023	0.0	0.669	0.1462
GTEx_thyroid_donor_0450	1954.0	116.9	60.15	0.6115	0.9075	0.0	0.02627	0.07634	0.0	0.1798	0.0
GTEx_thyroid_donor_0451	3712.0	1162.0	231.0	3.284	0.0	0.0	0.0658	0.0	0.0	1.02	0.0
GTEx_thyroid_donor_0452	7254.0	2321.0	193.4	3.906	0.0	0.0	0.05076	0.0	0.0	0.4598	0.0
GTEx_thyroid_donor_0453	2215.0	496.6	176.9	6.696	0.0	0.0	0.0713	0.1105	0.0	0.2775	0.0
GTEx_thyroid_donor_0454	7654.0	640.7	266.5	4.563	1.482	0.0	0.05094	0.01481	0.0	0.6665	0.0
GTEx_thyroid_donor_0455	6801.0	523.3	264.9	18.94	0.7188	0.0	0.02824	0.0	0.0	0.6252	0.0
GTEx_thyroid_donor_0456	7627.0	2723.0	266.1	2.09	0.8271	0.01229	0.01338	0.0	0.0	0.3824	0.0
GTEx_thyroid_donor_0457	8158.0	1947.0	204.1	60.02	1.408	0.0	0.06732	0.0	0.0	0.3659	0.0
GTEx_thyroid_donor_0458	13980.0	1481.0	376.3	169.5	0.4523	0.0	0.04145	0.0	0.03413	0.2503	0.03828
GTEx_thyroid_donor_0459	6598.0	840.6	195.0	2.246	0.0	0.0	0.06831	0.02647	0.0	0.3392	0.0
GTEx_thyroid_donor_0460	5383.0	399.6	213.7	4.318	0.439	0.0	0.0	0.02339	0.0	0.332	0.03715
GTEx_thyroid_donor_0461	5199.0	1390.0	164.5	2.029	0.04871	0.0	0.04018	0.03114	0.0	0.4098	0.04947
GTEx_thyroid_donor_0462	1134.0	446.4	139.1	13.1	0.0	0.01281	0.02789	0.01621	0.0	1.179	0.0
GTEx_thyroid_donor_0463	5688.0	950.0	268.7	36.53	0.0	0.0	0.0	0.0	0.0	0.3232	0.0
GTEx_thyroid_donor_0464	4141.0	734.3	159.7	7.503	0.05369	0.0	0.0	0.0429	0.0	0.2972	0.05453
GTEx_thyroid_donor_0465	4196.0	317.6	140.6	1.312	0.0	0.0	0.05421	0.0105	0.0	0.3783	0.0
GTEx_thyroid_donor_0466	11190.0	1616.0	246.7	2.786	0.2485	0.0	0.0	0.0	0.01875	0.275	0.0
GTEx_thyroid_donor_0467	4336.0	467.8	166.0	20.92	1.518	0.05162	0.5138	0.1027	0.0	5.791	0.02965
GTEx_thyroid_donor_0468	4925.0	1853.0	212.5	18.22	0.0	0.08818	0.2432	0.05207	0.0	1.896	0.0
GTEx_thyroid_donor_0469	5689.0	1034.0	176.6	0.8117	0.2494	0.0	0.0	0.0	0.0	1.077	0.0
GTEx_thyroid_donor_0470	8276.0	2038.0	223.3	48.21	0.0	0.02393	0.1823	0.04542	0.02144	2.244	0.04811
GTEx_thyroid_donor_0471	90.69	18.22	6.768	0.4042	0.0	0.1438	0.2419	0.04135	0.02343	8.884	0.05256
GTEx_thyroid_donor_0472	13970.0	2218.0	207.6	0.4398	0.0	0.0	0.06193	0.0	0.0437	0.8512	0.0
GTEx_thyroid_donor_0473	7281.0	2649.0	196.1	276.3	0.5681	0.00957	0.04166	0.01211	0.0	0.8889	0.0
GTEx_thyroid_donor_0474	10870.0	600.4	208.5	0.9552	0.0	0.01986	0.2162	0.05026	0.0	2.837	0.03992
GTEx_thyroid_donor_0475	7692.0	1022.0	373.9	3.285	0.0	0.03414	0.1611	0.2737	0.0	1.521	0.1373
GTEx_thyroid_donor_0476	4524.0	430.2	159.3	0.6808	0.0	0.1294	0.2465	0.0	0.02899	7.832	0.0
GTEx_thyroid_donor_0477	5137.0	1760.0	121.9	1.046	0.1555	0.01309	0.5843	0.04142	0.0	5.708	0.05264
GTEx_thyroid_donor_0478	6795.0	1745.0	193.6	3.417	1.024	0.03078	0.2279	0.02337	0.04414	3.108	0.0
GTEx_thyroid_donor_0479	5839.0	451.1	147.4	0.1828	0.0	0.0	0.0	0.0	0.0	0.2398	0.0
GTEx_thyroid_donor_0480	7527.0	1001.0	98.91	3.022	0.483	0.0	0.08854	0.02573	0.0	0.8198	0.0
GTEx_thyroid_donor_0481	11510.0	1156.0	235.4	16.06	0.0	0.0	0.1083	0.04897	0.01982	1.851	0.06668
GTEx_thyroid_donor_0482	4735.0	891.2	184.6	0.3314	0.0	0.00742	0.1131	0.06573	0.0	4.442	0.179
GTEx_thyroid_donor_0483	3720.0	1546.0	277.9	1.944	0.0	0.04403	0.02876	0.02229	0.0	1.625	0.0
GTEx_thyroid_donor_0484	4757.0	1848.0	196.4	1.021	0.0	0.04245	0.2509	0.00768	0.0	7.197	0.0
GTEx_thyroid_donor_0485	7795.0	3073.0	244.4	29.85	0.0	0.0	0.03919	0.0	0.0	1.893	0.0
GTEx_thyroid_donor_0486	13470.0	2704.0	203.0	39.22	1.938	0.04195	0.09134	0.115	0.02506	7.85	0.1968
GTEx_thyroid_donor_0487	9420.0	383.3	157.0	2.6	0.1863	0.04705	0.1366	0.09924	0.0	4.433	0.06306
GTEx_thyroid_donor_0488	2247.0	2373.0	254.2	0.64	0.0	0.2523	0.4971	0.3954	0.0	5.329	0.2416
GTEx_thyroid_donor_0489	9244.0	2769.0	204.8	2.762	0.0	0.0999	0.2175	0.06896	0.03255	3.67	0.0
GTEx_thyroid_donor_0490	5682.0	2877.0	213.3	15.34	0.08246	0.125	0.136	0.03954	0.0	4.747	0.0
GTEx_thyroid_donor_0491	10360.0	1039.0	215.5	432.1	0.0	0.1178	0.5291	0.0	0.0264	9.437	0.0
GTEx_thyroid_donor_0492	7317.0	722.2	250.7	76.04	1.459	0.08813	0.3489	0.09125	0.05744	6.622	0.0
GTEx_thyroid_donor_0493	5127.0	1227.0	191.7	6.77	0.0	0.03133	0.2388	0.0	0.0	5.939	0.0
GTEx_thyroid_donor_0494	7825.0	2576.0	153.1	7.33	0.0	0.04437	0.207	0.00802	0.0	3.611	0.0
GTEx_thyroid_donor_0495	5985.0	338.7	108.1	3.836	0.0	0.1198	0.07449	0.0	0.03066	3.051	0.0
GTEx_thyroid_donor_0496	4582.0	892.6	189.0	2.748	0.0	0.0	0.0	0.0	0.0	0.4298	0.0
GTEx_thyroid_donor_0497	6284.0	1806.0	177.2	297.3	0.1205	0.02029	0.03314	0.1605	0.0	2.335	0.0612
GTEx_thyroid_donor_0498	4630.0	1896.0	139.5	3.498	0.0	0.03689	0.1124	0.01867	0.0	2.658	0.02966
GTEx_thyroid_donor_0499	6845.0	1483.0	192.7	1.517	0.0	0.01558	0.1131	0.06572	0.01861	6.713	0.2923
GTEx_thyroid_donor_0500	2859.0	386.4	338.8	0.9494	0.589	0.04251	0.162	0.0269	0.0	1.798	0.1282
GTEx_thyroid_donor_0501	13260.0	1073.0	305.4	8.637	0.04012	0.0	0.2317	0.1283	0.01816	10.09	0.1223
GTEx_thyroid_donor_0502	7480.0	2483.0	173.7	116.2	0.0	0.0	0.0	0.0	0.0	0.35	0.0
GTEx_thyroid_donor_0503	5224.0	404.1	177.5	1.082	0.0	0.04061	0.04421	0.1542	0.0	2.234	0.08165
GTEx_thyroid_donor_0504	8352.0	2011.0	279.0	31.94	0.0	0.05069	0.309	0.03849	0.0	2.941	0.0
GTEx_thyroid_donor_0505	7776.0	1245.0	275.5	46.99	3.086	0.07086	1.157	1.076	0.0	19.35	0.2849
GTEx_thyroid_donor_0506	6650.0	349.3	143.8	0.9952	0.3528	0.03565	0.0388	0.1917	0.0	3.562	0.0
GTEx_thyroid_donor_0507	8487.0	2310.0	243.4	98.29	0.174	0.01099	0.0	0.04171	0.0	1.81	0.0
GTEx_thyroid_donor_0508	8491.0	448.2	334.6	28.47	0.0	0.04195	0.2283	0.05309	0.0	2.151	0.1265
GTEx_thyroid_donor_0509	3026.0	1370.0	120.5	2.511	0.0	0.07693	1.005	0.0	0.0	6.9	0.0
GTEx_thyroid_donor_0510	984.8	292.4	167.0	5.731	0.0	0.03041	0.2207	0.0	0.03634	0.933	0.0
GTEx_thyroid_donor_0511	11460.0	3341.0	273.4	9.252	1.528	0.0193	0.0	0.0	0.0	1.413	0.07761
GTEx_thyroid_donor_0512	4976.0	499.7	218.6	4.489	0.0	0.09702	0.7091	0.0	0.0	15.43	0.0
GTEx_thyroid_donor_0513	8413.0	772.8	244.9	17.47	0.05858	0.0148	0.1128	0.00936	0.0	1.329	0.0595
GTEx_thyroid_donor_0514	8345.0	297.3	156.8	8.602	0.0	0.03688	0.02007	0.04667	0.03305	1.22	0.0
GTEx_thyroid_donor_0515	3801.0	359.4	110.4	3.861	0.0	0.01464	0.2072	0.01853	0.0	4.241	0.05887
GTEx_thyroid_donor_0516	7873.0	3530.0	252.7	13.11	0.0	0.05856	0.6375	0.0	0.0	7.288	0.3924
GTEx_thyroid_donor_0517	3110.0	90.54	180.9	0.8876	0.0	0.09116	0.2316	0.03846	0.1634	5.553	0.2444
GTEx_thyroid_donor_0518	2089.0	1458.0	81.13	17.85	0.0	0.07521	0.1365	0.1745	0.04494	6.801	0.4032
GTEx_thyroid_donor_0519	12800.0	1625.0	252.2	28.53	0.1044	0.0	0.287	0.03336	0.0	3.431	0.0
GTEx_thyroid_donor_0520	5923.0	1358.0	186.4	0.6091	0.06683	0.0	0.2573	0.0	0.0	2.079	0.2036
GTEx_thyroid_donor_0521	4425.0	1267.0	283.8	32.43	0.0	0.01677	0.06087	0.01415	0.0	0.7939	0.06745
GTEx_thyroid_donor_0522	3738.0	525.3	161.5	4.209	0.0	0.01521	0.53	0.0	0.0	5.894	0.3059
GTEx_thyroid_donor_0523	15030.0	3585.0	246.6	5.547	0.0	0.01227	0.06681	0.01553	0.0	1.711	0.0
GTEx_thyroid_donor_0524	11350.0	538.1	241.8	44.3	0.0	0.1175	0.5115	0.1635	0.08422	3.408	0.09447
GTEx_thyroid_donor_0525	4316.0	568.6	180.5	2.111	0.0	0.0	0.3181	0.02175	0.0	2.711	0.0
GTEx_thyroid_donor_0526	7646.0	2413.0	153.0	7.035	3.487	0.0	0.0	0.0	0.0	0.3547	0.0
GTEx_thyroid_donor_0527	5151.0	450.7	240.1	22.74	0.0	0.03379	0.09196	0.1497	0.03028	1.844	0.1019
GTEx_thyroid_donor_0528	12250.0	1094.0	475.7	14.7	0.0	0.02445	0.1597	0.05414	0.02191	0.8035	0.0983
GTEx_thyroid_donor_0529	6507.0	939.1	199.1	4.32	0.4611	0.0	0.0	0.06142	0.0	0.5105	0.07806
GTEx_thyroid_donor_0530	16970.0	2145.0	221.2	1.538	0.1575	0.2188	1.299	0.1007	0.0	11.42	0.0
GTEx_thyroid_donor_0531	9705.0	1987.0	181.4	2.971	0.0	0.191	0.5909	0.07633	0.03604	6.273	0.1213
GTEx_thyroid_donor_0532	13380.0	1067.0	335.3	7.721	0.5512	0.1392	0.3583	0.03204	0.02269	3.034	0.0
GTEx_thyroid_donor_0533	10100.0	2720.0	322.9	1.43	0.6278	0.02974	0.1942	0.2634	0.0	1.816	0.1196
GTEx_thyroid_donor_0534	9607.0	1071.0	239.5	7.018	0.0	0.06119	0.1832	0.03872	0.0	1.803	0.06151
GTEx_thyroid_donor_0535	17990.0	3913.0	321.9	0.4189	0.1347	0.07371	0.1481	0.02153	0.0	2.455	0.0456
GTEx_thyroid_donor_0536	8174.0	5395.0	289.9	24.06	0.0	0.00679	0.05173	0.1031	0.0	1.877	0.1365
GTEx_thyroid_donor_0537	8480.0	3043.0	229.5	1.797	0.0	0.0	0.0756	0.02197	0.0	1.875	0.0349
GTEx_thyroid_donor_0538	1409.0	282.2	85.45	0.6856	0.0	0.00407	0.08865	0.05153	0.0146	0.9492	0.03274
GTEx_thyroid_donor_0539	6092.0	608.3	202.8	6.979	0.0	0.03693	0.1608	0.257	0.0	1.721	0.07424
GTEx_thyroid_donor_0540	3205.0	508.4	93.13	3.097	0.0	0.3154	0.8502	0.7983	0.0	15.77	1.148
GTEx_thyroid_donor_0541	8264.0	2045.0	195.6	0.7061	0.1808	0.0	0.0	0.01926	0.0	0.2668	0.0
GTEx_thyroid_donor_0542	7626.0	1287.0	327.3	18.19	0.0	0.0559	0.01217	0.04952	0.02004	2.019	0.2922
GTEx_thyroid_donor_0543	11820.0	871.8	403.4	9.087	0.0	0.0	0.01631	0.01896	0.0	0.5056	0.0
GTEx_thyroid_donor_0544	7358.0	2474.0	276.0	1.874	0.3478	0.0	0.0	0.08338	0.02624	0.3978	0.02944
GTEx_thyroid_donor_0545	10320.0	1554.0	285.9	0.9245	0.5979	0.01888	0.0411	0.04778	0.0	0.5378	0.0
GTEx_thyroid_donor_0546	11910.0	3743.0	442.1	78.85	1.788	0.1552	0.6759	0.25	0.05059	16.46	0.3972
GTEx_thyroid_donor_0547	2888.0	206.9	174.0	1.048	1.191	0.0	0.01819	0.07403	0.0	0.7324	0.0336
GTEx_thyroid_donor_0548	10090.0	1244.0	157.2	0.5598	0.0	0.0044	0.00958	0.01671	0.01578	0.6174	0.03541
GTEx_thyroid_donor_0549	10710.0	1092.0	400.5	24.57	0.2711	0.03424	0.1193	0.06932	0.0	1.951	0.05507
GTEx_thyroid_donor_0550	6793.0	417.5	173.0	1.145	0.464	0.01465	0.1276	0.03708	0.02626	3.403	0.0
GTEx_thyroid_donor_0551	4317.0	1244.0	118.8	0.2624	0.4534	0.0	0.0	0.1288	0.0	0.2231	0.05117
GTEx_thyroid_donor_0552	8635.0	341.7	179.2	1.259	0.0	0.0	0.02703	0.07857	0.0	0.6748	0.2496
GTEx_thyroid_donor_0553	2168.0	663.7	95.43	0.7156	0.06466	0.0	0.1422	0.07235	0.0	1.517	0.0
GTEx_thyroid_donor_0554	9424.0	1092.0	237.8	9.307	0.1963	0.0062	0.02699	0.0	0.0	0.4618	0.0
GTEx_thyroid_donor_0555	9196.0	1280.0	282.8	35.82	0.0	0.0	0.0	0.0	0.0	0.133	0.02652
GTEx_thyroid_donor_0556	7650.0	1824.0	166.6	30.91	0.0	0.0	0.0	0.0856	0.0	0.0494	0.0
GTEx_thyroid_donor_0557	11870.0	3409.0	262.4	3.366	0.09486	0.02396	0.1043	0.0	0.0	0.4568	0.04817
GTEx_thyroid_donor_0558	10930.0	930.3	244.5	2.349	0.2627	0.0	0.05779	0.01679	0.0	1.303	0.0
GTEx_thyroid_donor_0559	12840.0	1935.0	224.2	9.968	0.1025	0.03885	0.08459	0.0	0.0	0.7265	0.02604
GTEx_thyroid_donor_0560	10910.0	970.0	212.9	12.53	0.7145	0.00902	0.09824	0.02284	0.0	1.653	0.1089
GTEx_thyroid_donor_0561	12220.0	1445.0	310.5	56.73	0.2137	0.02699	0.05876	0.00854	0.0	1.017	0.1085
GTEx_thyroid_donor_0562	11180.0	685.5	196.3	5.583	0.04603	0.02325	0.02531	0.01471	0.0	0.4433	0.02338
GTEx_thyroid_donor_0563	2172.0	597.0	121.6	0.8959	0.9048	0.0	0.2022	0.6056	0.0	1.703	1.551
GTEx_thyroid_donor_0564	4442.0	1310.0	206.7	45.55	0.0	0.06142	0.08358	0.03886	0.02752	0.8883	0.0
GTEx_thyroid_donor_0565	6006.0	924.6	239.0	38.17	0.6469	0.02228	0.2102	0.0282	0.0	0.97	0.02986
GTEx_thyroid_donor_0566	10320.0	1673.0	180.1	4.862	0.2724	0.0172	0.3558	0.09797	0.0	4.78	0.06917
GTEx_thyroid_donor_0567	6732.0	3110.0	243.2	2.766	0.2524	0.04782	0.1967	0.06724	0.0	1.961	0.0641
GTEx_thyroid_donor_0568	12540.0	2402.0	165.2	5.813	0.07925	0.005	0.1417	0.03167	0.03588	1.662	0.04025
GTEx_thyroid_donor_0569	13260.0	2618.0	280.6	4.78	0.0	0.00634	0.04139	0.02406	0.0	0.7721	0.0
GTEx_thyroid_donor_0570	5597.0	1149.0	337.4	1.731	0.1057	0.0	0.05812	0.06757	0.0	1.34	0.0
GTEx_thyroid_donor_0571	4302.0	212.9	211.5	4.273	0.3596	0.03407	0.07417	0.07185	0.02035	2.155	0.04566
GTEx_thyroid_donor_0572	2867.0	394.1	134.0	3.094	0.3033	0.01916	0.2502	0.02424	0.0	1.561	0.07702
GTEx_thyroid_donor_0573	7949.0	1344.0	194.5	1.794	0.0	0.03141	0.171	0.0	0.05629	2.209	0.0
GTEx_thyroid_donor_0574	6446.0	2884.0	290.9	2.514	0.3248	0.0	0.1637	0.03461	0.0	0.3775	0.0
GTEx_thyroid_donor_0575	3036.0	343.3	150.2	0.8213	0.5161	0.04346	0.3075	0.0275	0.0	2.685	0.04368
GTEx_thyroid_donor_0576	6227.0	814.1	248.2	0.8123	0.0	0.0155	0.06749	0.0	0.0	2.187	0.06233
GTEx_thyroid_donor_0577	8585.0	1396.0	271.7	0.5731	1.056	0.03812	0.166	0.03618	0.0	2.598	0.0
GTEx_thyroid_donor_0578	3274.0	599.4	224.7	1.433	0.0	0.0	0.1413	0.07037	0.0	3.436	0.07453
GTEx_thyroid_donor_0579	7782.0	776.9	204.0	2.481	0.5335	0.0	0.04192	0.08527	0.0	0.2362	0.03871
GTEx_thyroid_donor_0580	6454.0	1676.0	202.9	14.73	0.0	0.02162	0.1648	0.0	0.0	3.876	0.0
GTEx_thyroid_donor_0581	9122.0	1897.0	303.0	31.39	0.1818	0.04594	0.175	0.0436	0.0	3.322	0.0
GTEx_thyroid_donor_0582	16360.0	2171.0	244.6	8.803	0.0	0.01898	0.1446	0.04803	0.0	4.133	0.0
GTEx_thyroid_donor_0583	8657.0	832.3	325.3	2.944	0.1317	0.01663	0.05432	0.03158	0.0	0.8675	0.0
GTEx_thyroid_donor_0584	5582.0	511.8	214.6	7.511	1.813	0.0	0.01558	0.0	0.0	0.2571	0.0
GTEx_thyroid_donor_0585	7703.0	2458.0	174.0	3.455	0.0	0.0	0.071	0.05503	0.0	0.2477	0.0
GTEx_thyroid_donor_0586	10820.0	4081.0	265.4	45.46	0.1662	0.0	0.0457	0.0	0.0	0.8555	0.0
GTEx_thyroid_donor_0587	1836.0	418.4	111.3	1.724	2.842	0.0	0.0	0.0	0.02925	1.151	0.0
GTEx_thyroid_donor_0588	9727.0	593.8	233.2	5.686	2.88	0.01775	0.03863	0.02246	0.0	0.6377	0.107
GTEx_thyroid_donor_0589	0.5938	2.821	0.1466	0.04819	0.9438	0.0	0.03053	1.571	0.0	0.338	16.21
GTEx_thyroid_donor_0590	10250.0	689.1	194.8	19.7	1.503	0.0	0.3099	0.1081	0.0	3.568	0.07632
GTEx_thyroid_donor_0591	11650.0	2396.0	290.8	2.201	1.822	0.0	0.0	0.00971	0.0	0.2824	0.0
GTEx_thyroid_donor_0592	4655.0	1141.0	158.8	1.71	0.5254	0.00948	0.04128	0.012	0.0	0.4071	0.0
GTEx_thyroid_donor_0593	5779.0	1337.0	189.4	3.742	2.061	0.00566	0.04927	0.04296	0.0	1.656	0.0
GTEx_thyroid_donor_0594	9291.0	3366.0	180.5	0.647	0.5559	0.0	0.05559	0.02423	0.02288	0.9174	0.07699
GTEx_thyroid_donor_0595	7568.0	691.6	200.0	2.011	0.0	0.0	0.0	0.112	0.0	0.612	0.0
GTEx_thyroid_donor_0596	13670.0	2011.0	258.6	2.534	0.1517	0.0	0.0	0.08889	0.02289	0.5093	0.05135
GTEx_thyroid_donor_0597	3430.0	176.3	196.2	2.474	0.563	0.01778	0.0	0.06749	0.0	0.3532	0.0
GTEx_thyroid_donor_0598	5851.0	1529.0	267.3	5.195	1.308	0.0	0.02665	0.04647	0.0	0.2951	0.04922
GTEx_thyroid_donor_0599	14960.0	5981.0	317.7	1.325	39.79	0.01205	0.01312	0.07625	0.0	0.1743	0.09692
GTEx_thyroid_donor_0600	6513.0	1267.0	270.9	2.0	0.3452	0.00671	0.05842	0.03396	0.0	0.8554	0.01349
GTEx_thyroid_donor_0601	8333.0	1487.0	124.6	11.82	0.8005	0.0	0.02001	0.0	0.01647	0.7009	0.0
GTEx_thyroid_donor_0602	13850.0	2168.0	285.7	1.102	0.0	0.00879	0.01913	0.02224	0.0	1.248	0.07067
GTEx_thyroid_donor_0603	6497.0	3627.0	228.3	14.39	0.0	0.0	0.0	0.01634	0.0	0.1434	0.0
GTEx_thyroid_donor_0604	2389.0	410.4	97.89	20.47	0.2201	0.01853	0.04035	0.1407	0.0	1.08	0.0
GTEx_thyroid_donor_0605	10150.0	2181.0	211.9	0.05183	0.273	0.0	0.00938	0.01636	0.0	0.238	0.06932
GTEx_thyroid_donor_0606	6482.0	450.6	217.9	7.219	0.09152	0.01156	0.1007	0.00731	0.0	2.664	0.04648
GTEx_thyroid_donor_0607	3373.0	230.6	173.8	25.66	0.1766	0.0	0.0	0.01412	0.0	0.1906	0.02243
GTEx_thyroid_donor_0608	10220.0	3121.0	217.1	0.5927	0.0	0.0	0.1541	0.1567	0.0	0.7986	0.1423
GTEx_thyroid_donor_0609	13890.0	1788.0	309.5	4.51	0.0	0.02401	0.05227	0.0	0.0	1.01	0.0
GTEx_thyroid_donor_0610	4585.0	595.0	129.4	1.509	1.752	0.02603	0.17	0.0	0.0	0.9581	0.05233
GTEx_thyroid_donor_0611	4763.0	924.4	157.1	2.02	0.8783	0.03328	0.2174	0.01404	0.0	2.722	0.0
GTEx_thyroid_donor_0612	6923.0	548.0	121.0	5.73	0.4376	0.01842	0.04011	0.0	0.0	1.211	0.07409
GTEx_thyroid_donor_0613	8191.0	1101.0	217.6	8.903	0.7494	0.0	0.0	0.04492	0.0	1.628	0.0
GTEx_thyroid_donor_0614	6010.0	423.3	172.9	5.849	0.0	0.01356	0.4577	0.0	0.0	1.943	0.0
GTEx_thyroid_donor_0615	6894.0	1277.0	340.7	25.13	0.0	0.0	0.06756	0.05497	0.0	0.3644	0.0
GTEx_thyroid_donor_0616	7932.0	909.8	208.7	0.6206	0.0	0.00737	0.01605	0.02799	0.02642	0.7172	0.0
GTEx_thyroid_donor_0617	3869.0	383.8	181.5	37.32	0.0	0.1171	0.538	0.0	0.09324	8.492	0.1046
GTEx_thyroid_donor_0618	4074.0	768.4	76.7	0.9634	0.6457	0.0	0.08878	0.0258	0.0	2.055	0.0
GTEx_thyroid_donor_0619	12110.0	1741.0	202.4	1.534	0.2034	0.01285	0.02797	0.00813	0.0	2.5	0.0
GTEx_thyroid_donor_0620	6666.0	1219.0	151.1	1.902	0.0	0.1538	0.3794	0.0	0.0	3.908	0.0
GTEx_thyroid_donor_0621	10230.0	1753.0	150.1	1.145	1.998	0.03028	0.3736	0.0	0.0	2.283	0.0
GTEx_thyroid_donor_0622	6615.0	1202.0	220.8	2.838	0.8632	0.03354	0.05477	0.04245	0.0	2.918	0.0
GTEx_thyroid_donor_0623	3980.0	1417.0	51.39	1.247	0.6612	0.0	0.02797	0.0569	0.0	1.65	0.02583
GTEx_thyroid_donor_0624	14300.0	3179.0	175.9	1.242	0.6261	0.0	0.03689	0.1001	0.0	0.9258	0.0
GTEx_thyroid_donor_0625	11630.0	2409.0	202.0	1.589	0.5548	0.01401	0.01526	0.08867	0.02512	2.475	0.05635
GTEx_thyroid_donor_0626	8832.0	1095.0	197.5	2.256	1.023	0.01361	0.1185	0.06887	0.0	1.503	0.05471
GTEx_thyroid_donor_0627	8542.0	676.9	181.2	0.5575	1.049	0.00662	0.1153	0.0	0.02374	3.14	0.0
GTEx_thyroid_donor_0628	8558.0	2322.0	180.2	0.4495	0.2526	0.00638	0.02779	0.04845	0.0	0.3524	0.02566
GTEx_thyroid_donor_0629	6648.0	1017.0	268.4	0.5004	0.2745	0.02427	0.03775	0.1141	0.0	0.9026	0.02788
GTEx_thyroid_donor_0630	6055.0	1566.0	134.6	1.259	0.06012	0.00759	0.0248	0.01922	0.0	0.4492	0.0
GTEx_thyroid_donor_0631	4391.0	670.5	147.9	1.213	0.0	0.02911	1.616	0.00921	0.0	40.78	0.0
GTEx_thyroid_donor_0632	6553.0	917.4	172.2	1.011	0.1434	0.0	0.1971	0.04584	0.0	4.357	0.0
GTEx_thyroid_donor_0633	9137.0	3327.0	244.2	3.055	0.0	0.0	0.0	0.0	0.0	0.4634	0.0773
GTEx_thyroid_donor_0634	12020.0	2894.0	201.3	2.394	0.7478	0.0	0.03427	0.0	0.0	0.4277	0.0
GTEx_thyroid_donor_0635	7631.0	1162.0	274.0	49.48	0.5234	0.01653	0.108	0.02092	0.05925	1.137	0.0
GTEx_thyroid_donor_0636	9262.0	2832.0	229.9	44.84	0.3764	0.02377	0.0	0.02005	0.0	0.8403	0.06372
GTEx_thyroid_donor_0637	3806.0	3192.0	229.0	123.3	0.0	0.02977	0.4699	0.0	0.0	4.918	0.08977
GTEx_thyroid_donor_0638	11050.0	1958.0	139.1	2.527	0.0	0.07415	0.1345	0.0	0.0	5.513	0.04969
GTEx_thyroid_donor_0639	5486.0	756.8	165.9	6.829	0.1793	0.0	0.0	0.0	0.0	0.5062	0.0
