sampleId	gene	TPM
GTEx_thyroid_donor_0126	GAD2	0.0
GTEx_thyroid_donor_0127	GAD2	0.02063
GTEx_thyroid_donor_0128	GAD2	0.01937
GTEx_thyroid_donor_0129	GAD2	0.0
GTEx_thyroid_donor_0130	GAD2	0.0
GTEx_thyroid_donor_0131	GAD2	0.0
GTEx_thyroid_donor_0132	GAD2	0.01815
GTEx_thyroid_donor_0133	GAD2	0.03862
GTEx_thyroid_donor_0134	GAD2	0.0
GTEx_thyroid_donor_0135	GAD2	0.0
GTEx_thyroid_donor_0136	GAD2	0.02165
GTEx_thyroid_donor_0137	GAD2	0.01362
GTEx_thyroid_donor_0138	GAD2	0.0164
GTEx_thyroid_donor_0139	GAD2	0.0458
GTEx_thyroid_donor_0140	GAD2	0.01139
GTEx_thyroid_donor_0141	GAD2	0.02071
GTEx_thyroid_donor_0142	GAD2	0.0
GTEx_thyroid_donor_0143	GAD2	0.0
GTEx_thyroid_donor_0144	GAD2	0.0
GTEx_thyroid_donor_0145	GAD2	0.04229
GTEx_thyroid_donor_0146	GAD2	0.01866
GTEx_thyroid_donor_0147	GAD2	0.01891
GTEx_thyroid_donor_0148	GAD2	0.0
GTEx_thyroid_donor_0149	GAD2	0.00843
GTEx_thyroid_donor_0150	GAD2	0.04115
GTEx_thyroid_donor_0151	GAD2	0.00843
GTEx_thyroid_donor_0152	GAD2	0.03485
GTEx_thyroid_donor_0153	GAD2	0.0
GTEx_thyroid_donor_0154	GAD2	0.0
GTEx_thyroid_donor_0155	GAD2	0.0
GTEx_thyroid_donor_0156	GAD2	0.03016
GTEx_thyroid_donor_0157	GAD2	0.0
GTEx_thyroid_donor_0158	GAD2	0.01073
GTEx_thyroid_donor_0159	GAD2	0.01708
GTEx_thyroid_donor_0160	GAD2	0.0
GTEx_thyroid_donor_0161	GAD2	0.05753
GTEx_thyroid_donor_0162	GAD2	0.0
GTEx_thyroid_donor_0163	GAD2	0.0
GTEx_thyroid_donor_0164	GAD2	0.0
GTEx_thyroid_donor_0165	GAD2	0.0
GTEx_thyroid_donor_0166	GAD2	0.0
GTEx_thyroid_donor_0167	GAD2	0.03067
GTEx_thyroid_donor_0168	GAD2	0.01563
GTEx_thyroid_donor_0169	GAD2	0.0
GTEx_thyroid_donor_0170	GAD2	0.00554
GTEx_thyroid_donor_0171	GAD2	0.0
GTEx_thyroid_donor_0172	GAD2	0.01852
GTEx_thyroid_donor_0173	GAD2	0.02226
GTEx_thyroid_donor_0174	GAD2	0.0
GTEx_thyroid_donor_0175	GAD2	0.0
GTEx_thyroid_donor_0176	GAD2	0.0
GTEx_thyroid_donor_0177	GAD2	0.01357
GTEx_thyroid_donor_0178	GAD2	0.0
GTEx_thyroid_donor_0179	GAD2	0.0
GTEx_thyroid_donor_0180	GAD2	0.03349
GTEx_thyroid_donor_0181	GAD2	0.0
GTEx_thyroid_donor_0182	GAD2	0.01343
GTEx_thyroid_donor_0183	GAD2	0.0
GTEx_thyroid_donor_0184	GAD2	0.02151
GTEx_thyroid_donor_0185	GAD2	0.01746
GTEx_thyroid_donor_0186	GAD2	0.01059
GTEx_thyroid_donor_0187	GAD2	0.0
GTEx_thyroid_donor_0188	GAD2	0.0
GTEx_thyroid_donor_0189	GAD2	0.0
GTEx_thyroid_donor_0190	GAD2	0.0
GTEx_thyroid_donor_0191	GAD2	0.01195
GTEx_thyroid_donor_0192	GAD2	0.0
GTEx_thyroid_donor_0193	GAD2	0.01316
GTEx_thyroid_donor_0194	GAD2	0.01061
GTEx_thyroid_donor_0195	GAD2	0.03832
GTEx_thyroid_donor_0196	GAD2	0.0
GTEx_thyroid_donor_0197	GAD2	0.02044
GTEx_thyroid_donor_0198	GAD2	0.0
GTEx_thyroid_donor_0199	GAD2	0.0187
GTEx_thyroid_donor_0200	GAD2	0.00931
GTEx_thyroid_donor_0201	GAD2	0.04151
GTEx_thyroid_donor_0202	GAD2	0.0
GTEx_thyroid_donor_0203	GAD2	0.06355
GTEx_thyroid_donor_0204	GAD2	0.00903
GTEx_thyroid_donor_0205	GAD2	0.0
GTEx_thyroid_donor_0206	GAD2	0.0
GTEx_thyroid_donor_0207	GAD2	0.04362
GTEx_thyroid_donor_0208	GAD2	0.01418
GTEx_thyroid_donor_0209	GAD2	0.0
GTEx_thyroid_donor_0210	GAD2	0.0
GTEx_thyroid_donor_0211	GAD2	0.05231
GTEx_thyroid_donor_0212	GAD2	0.03946
GTEx_thyroid_donor_0213	GAD2	0.03455
GTEx_thyroid_donor_0214	GAD2	0.0
GTEx_thyroid_donor_0215	GAD2	0.01644
GTEx_thyroid_donor_0216	GAD2	0.0
GTEx_thyroid_donor_0217	GAD2	0.02078
GTEx_thyroid_donor_0218	GAD2	0.2355
GTEx_thyroid_donor_0219	GAD2	0.0
GTEx_thyroid_donor_0220	GAD2	0.0
GTEx_thyroid_donor_0221	GAD2	0.0
GTEx_thyroid_donor_0222	GAD2	0.01105
GTEx_thyroid_donor_0223	GAD2	0.0
GTEx_thyroid_donor_0224	GAD2	0.02076
GTEx_thyroid_donor_0225	GAD2	0.02704
GTEx_thyroid_donor_0226	GAD2	0.0
GTEx_thyroid_donor_0227	GAD2	0.0
GTEx_thyroid_donor_0228	GAD2	0.0
GTEx_thyroid_donor_0229	GAD2	0.02447
GTEx_thyroid_donor_0230	GAD2	0.0
GTEx_thyroid_donor_0231	GAD2	0.02622
GTEx_thyroid_donor_0232	GAD2	0.0157
GTEx_thyroid_donor_0233	GAD2	0.08221
GTEx_thyroid_donor_0234	GAD2	0.01203
GTEx_thyroid_donor_0235	GAD2	0.09607
GTEx_thyroid_donor_0236	GAD2	0.0
GTEx_thyroid_donor_0237	GAD2	0.0
GTEx_thyroid_donor_0238	GAD2	0.0
GTEx_thyroid_donor_0239	GAD2	0.01183
GTEx_thyroid_donor_0240	GAD2	0.0
GTEx_thyroid_donor_0241	GAD2	0.0
GTEx_thyroid_donor_0242	GAD2	0.04395
GTEx_thyroid_donor_0243	GAD2	0.0
GTEx_thyroid_donor_0244	GAD2	0.0
GTEx_thyroid_donor_0245	GAD2	0.02679
GTEx_thyroid_donor_0246	GAD2	0.0
GTEx_thyroid_donor_0247	GAD2	0.01548
GTEx_thyroid_donor_0248	GAD2	0.0
GTEx_thyroid_donor_0249	GAD2	0.0
GTEx_thyroid_donor_0250	GAD2	0.0
GTEx_thyroid_donor_0251	GAD2	0.00708
GTEx_thyroid_donor_0252	GAD2	0.02911
GTEx_thyroid_donor_0253	GAD2	0.0
GTEx_thyroid_donor_0254	GAD2	0.0
GTEx_thyroid_donor_0255	GAD2	0.0
GTEx_thyroid_donor_0256	GAD2	0.0
GTEx_thyroid_donor_0257	GAD2	0.00953
GTEx_thyroid_donor_0258	GAD2	0.0
GTEx_thyroid_donor_0259	GAD2	0.1416
GTEx_thyroid_donor_0260	GAD2	0.00745
GTEx_thyroid_donor_0261	GAD2	0.0
GTEx_thyroid_donor_0262	GAD2	0.0
GTEx_thyroid_donor_0263	GAD2	0.02379
GTEx_thyroid_donor_0264	GAD2	0.03072
GTEx_thyroid_donor_0265	GAD2	0.0399
GTEx_thyroid_donor_0266	GAD2	0.0
GTEx_thyroid_donor_0267	GAD2	0.0
GTEx_thyroid_donor_0268	GAD2	0.00601
GTEx_thyroid_donor_0269	GAD2	0.0
GTEx_thyroid_donor_0270	GAD2	0.02255
GTEx_thyroid_donor_0271	GAD2	0.00752
GTEx_thyroid_donor_0272	GAD2	0.01176
GTEx_thyroid_donor_0273	GAD2	0.0
GTEx_thyroid_donor_0274	GAD2	0.01287
GTEx_thyroid_donor_0275	GAD2	0.01257
GTEx_thyroid_donor_0276	GAD2	0.00478
GTEx_thyroid_donor_0277	GAD2	0.00532
GTEx_thyroid_donor_0278	GAD2	0.0
GTEx_thyroid_donor_0279	GAD2	0.0198
GTEx_thyroid_donor_0280	GAD2	0.0
GTEx_thyroid_donor_0281	GAD2	0.01485
GTEx_thyroid_donor_0282	GAD2	0.01845
GTEx_thyroid_donor_0283	GAD2	0.00522
GTEx_thyroid_donor_0284	GAD2	0.04789
GTEx_thyroid_donor_0285	GAD2	0.01563
GTEx_thyroid_donor_0286	GAD2	0.03437
GTEx_thyroid_donor_0287	GAD2	0.0
GTEx_thyroid_donor_0288	GAD2	0.0093
GTEx_thyroid_donor_0289	GAD2	0.03431
GTEx_thyroid_donor_0290	GAD2	0.0
GTEx_thyroid_donor_0291	GAD2	0.01435
GTEx_thyroid_donor_0292	GAD2	0.05531
GTEx_thyroid_donor_0293	GAD2	0.03201
GTEx_thyroid_donor_0294	GAD2	0.0
GTEx_thyroid_donor_0295	GAD2	0.0
GTEx_thyroid_donor_0296	GAD2	0.03246
GTEx_thyroid_donor_0297	GAD2	0.01771
GTEx_thyroid_donor_0298	GAD2	0.01945
GTEx_thyroid_donor_0299	GAD2	0.03942
GTEx_thyroid_donor_0300	GAD2	0.04243
GTEx_thyroid_donor_0301	GAD2	0.0
GTEx_thyroid_donor_0302	GAD2	0.01813
GTEx_thyroid_donor_0303	GAD2	0.07279
GTEx_thyroid_donor_0304	GAD2	0.01252
GTEx_thyroid_donor_0305	GAD2	0.01773
GTEx_thyroid_donor_0306	GAD2	0.0
GTEx_thyroid_donor_0307	GAD2	0.0
GTEx_thyroid_donor_0308	GAD2	0.01342
GTEx_thyroid_donor_0309	GAD2	0.0
GTEx_thyroid_donor_0310	GAD2	0.01463
GTEx_thyroid_donor_0311	GAD2	0.0
GTEx_thyroid_donor_0312	GAD2	0.04518
GTEx_thyroid_donor_0313	GAD2	0.02214
GTEx_thyroid_donor_0314	GAD2	0.01896
GTEx_thyroid_donor_0315	GAD2	0.06764
GTEx_thyroid_donor_0316	GAD2	0.0122
GTEx_thyroid_donor_0317	GAD2	0.00907
GTEx_thyroid_donor_0318	GAD2	0.01086
GTEx_thyroid_donor_0319	GAD2	0.01881
GTEx_thyroid_donor_0320	GAD2	0.02372
GTEx_thyroid_donor_0321	GAD2	0.2071
GTEx_thyroid_donor_0322	GAD2	0.1021
GTEx_thyroid_donor_0323	GAD2	0.0
GTEx_thyroid_donor_0324	GAD2	0.01435
GTEx_thyroid_donor_0325	GAD2	0.08377
GTEx_thyroid_donor_0326	GAD2	0.0
GTEx_thyroid_donor_0327	GAD2	0.0
GTEx_thyroid_donor_0328	GAD2	0.0
GTEx_thyroid_donor_0329	GAD2	0.01403
GTEx_thyroid_donor_0330	GAD2	0.0
GTEx_thyroid_donor_0331	GAD2	0.0
GTEx_thyroid_donor_0332	GAD2	0.0
GTEx_thyroid_donor_0333	GAD2	0.0
GTEx_thyroid_donor_0334	GAD2	0.0
GTEx_thyroid_donor_0335	GAD2	0.01532
GTEx_thyroid_donor_0336	GAD2	0.04299
GTEx_thyroid_donor_0337	GAD2	0.0
GTEx_thyroid_donor_0338	GAD2	0.0197
GTEx_thyroid_donor_0339	GAD2	0.0
GTEx_thyroid_donor_0340	GAD2	0.0
GTEx_thyroid_donor_0341	GAD2	0.2017
GTEx_thyroid_donor_0342	GAD2	0.00379
GTEx_thyroid_donor_0343	GAD2	0.1854
GTEx_thyroid_donor_0344	GAD2	0.01602
GTEx_thyroid_donor_0345	GAD2	0.0669
GTEx_thyroid_donor_0346	GAD2	0.0
GTEx_thyroid_donor_0347	GAD2	0.0
GTEx_thyroid_donor_0348	GAD2	0.0
GTEx_thyroid_donor_0349	GAD2	0.01625
GTEx_thyroid_donor_0350	GAD2	0.0
GTEx_thyroid_donor_0351	GAD2	0.02098
GTEx_thyroid_donor_0352	GAD2	0.01192
GTEx_thyroid_donor_0353	GAD2	0.0
GTEx_thyroid_donor_0354	GAD2	0.0509
GTEx_thyroid_donor_0355	GAD2	0.0
GTEx_thyroid_donor_0356	GAD2	0.0
GTEx_thyroid_donor_0357	GAD2	0.0
GTEx_thyroid_donor_0358	GAD2	0.0
GTEx_thyroid_donor_0359	GAD2	0.0
GTEx_thyroid_donor_0360	GAD2	0.02765
GTEx_thyroid_donor_0361	GAD2	0.0
GTEx_thyroid_donor_0362	GAD2	0.0
GTEx_thyroid_donor_0363	GAD2	0.0
GTEx_thyroid_donor_0364	GAD2	0.01773
GTEx_thyroid_donor_0365	GAD2	0.284
GTEx_thyroid_donor_0366	GAD2	0.01153
GTEx_thyroid_donor_0367	GAD2	0.07235
GTEx_thyroid_donor_0368	GAD2	0.01695
GTEx_thyroid_donor_0369	GAD2	0.0
GTEx_thyroid_donor_0370	GAD2	0.01528
GTEx_thyroid_donor_0371	GAD2	0.01495
GTEx_thyroid_donor_0372	GAD2	0.01277
GTEx_thyroid_donor_0373	GAD2	0.0
GTEx_thyroid_donor_0374	GAD2	0.02715
GTEx_thyroid_donor_0375	GAD2	0.03239
GTEx_thyroid_donor_0376	GAD2	0.1565
GTEx_thyroid_donor_0377	GAD2	0.04178
GTEx_thyroid_donor_0378	GAD2	0.0
GTEx_thyroid_donor_0379	GAD2	0.0
GTEx_thyroid_donor_0380	GAD2	0.0
GTEx_thyroid_donor_0381	GAD2	0.01677
GTEx_thyroid_donor_0382	GAD2	0.0059
GTEx_thyroid_donor_0383	GAD2	0.0
GTEx_thyroid_donor_0384	GAD2	0.0
GTEx_thyroid_donor_0385	GAD2	0.0
GTEx_thyroid_donor_0386	GAD2	0.0
GTEx_thyroid_donor_0387	GAD2	0.0
GTEx_thyroid_donor_0388	GAD2	0.00671
GTEx_thyroid_donor_0389	GAD2	0.0
GTEx_thyroid_donor_0390	GAD2	0.0
GTEx_thyroid_donor_0391	GAD2	0.01533
GTEx_thyroid_donor_0392	GAD2	0.0
GTEx_thyroid_donor_0393	GAD2	0.04819
GTEx_thyroid_donor_0394	GAD2	0.0
GTEx_thyroid_donor_0395	GAD2	0.0
GTEx_thyroid_donor_0396	GAD2	0.015
GTEx_thyroid_donor_0397	GAD2	0.01375
GTEx_thyroid_donor_0398	GAD2	0.0
GTEx_thyroid_donor_0399	GAD2	0.0
GTEx_thyroid_donor_0400	GAD2	0.0
GTEx_thyroid_donor_0401	GAD2	0.0
GTEx_thyroid_donor_0402	GAD2	0.0
GTEx_thyroid_donor_0403	GAD2	0.0
GTEx_thyroid_donor_0404	GAD2	0.01158
GTEx_thyroid_donor_0405	GAD2	0.01231
GTEx_thyroid_donor_0406	GAD2	0.00976
GTEx_thyroid_donor_0407	GAD2	0.0
GTEx_thyroid_donor_0408	GAD2	0.0
GTEx_thyroid_donor_0409	GAD2	0.00597
GTEx_thyroid_donor_0410	GAD2	0.0
GTEx_thyroid_donor_0411	GAD2	0.0
GTEx_thyroid_donor_0412	GAD2	0.01215
GTEx_thyroid_donor_0413	GAD2	0.02647
GTEx_thyroid_donor_0414	GAD2	0.0
GTEx_thyroid_donor_0415	GAD2	0.0
GTEx_thyroid_donor_0416	GAD2	0.0
GTEx_thyroid_donor_0417	GAD2	0.0
GTEx_thyroid_donor_0418	GAD2	0.0
GTEx_thyroid_donor_0419	GAD2	0.0
GTEx_thyroid_donor_0420	GAD2	0.0
GTEx_thyroid_donor_0421	GAD2	0.0
GTEx_thyroid_donor_0422	GAD2	0.0
GTEx_thyroid_donor_0423	GAD2	0.03839
GTEx_thyroid_donor_0424	GAD2	0.0
GTEx_thyroid_donor_0425	GAD2	0.0
GTEx_thyroid_donor_0426	GAD2	0.0
GTEx_thyroid_donor_0427	GAD2	0.00641
GTEx_thyroid_donor_0428	GAD2	0.0
GTEx_thyroid_donor_0429	GAD2	0.0
GTEx_thyroid_donor_0430	GAD2	0.0
GTEx_thyroid_donor_0431	GAD2	0.0
GTEx_thyroid_donor_0432	GAD2	0.0
GTEx_thyroid_donor_0433	GAD2	0.0
GTEx_thyroid_donor_0434	GAD2	0.0
GTEx_thyroid_donor_0435	GAD2	0.0
GTEx_thyroid_donor_0436	GAD2	0.0
GTEx_thyroid_donor_0437	GAD2	0.0
GTEx_thyroid_donor_0438	GAD2	0.0
GTEx_thyroid_donor_0439	GAD2	0.06656
GTEx_thyroid_donor_0440	GAD2	0.0
GTEx_thyroid_donor_0441	GAD2	0.0
GTEx_thyroid_donor_0442	GAD2	0.02778
GTEx_thyroid_donor_0443	GAD2	0.01173
GTEx_thyroid_donor_0444	GAD2	0.0
GTEx_thyroid_donor_0445	GAD2	0.05561
GTEx_thyroid_donor_0446	GAD2	0.0
GTEx_thyroid_donor_0447	GAD2	0.0
GTEx_thyroid_donor_0448	GAD2	0.0
GTEx_thyroid_donor_0449	GAD2	0.0
GTEx_thyroid_donor_0450	GAD2	0.0
GTEx_thyroid_donor_0451	GAD2	0.0
GTEx_thyroid_donor_0452	GAD2	0.0
GTEx_thyroid_donor_0453	GAD2	0.0
GTEx_thyroid_donor_0454	GAD2	0.0
GTEx_thyroid_donor_0455	GAD2	0.0
GTEx_thyroid_donor_0456	GAD2	0.01229
GTEx_thyroid_donor_0457	GAD2	0.0
GTEx_thyroid_donor_0458	GAD2	0.0
GTEx_thyroid_donor_0459	GAD2	0.0
GTEx_thyroid_donor_0460	GAD2	0.0
GTEx_thyroid_donor_0461	GAD2	0.0
GTEx_thyroid_donor_0462	GAD2	0.01281
GTEx_thyroid_donor_0463	GAD2	0.0
GTEx_thyroid_donor_0464	GAD2	0.0
GTEx_thyroid_donor_0465	GAD2	0.0
GTEx_thyroid_donor_0466	GAD2	0.0
GTEx_thyroid_donor_0467	GAD2	0.05162
GTEx_thyroid_donor_0468	GAD2	0.08818
GTEx_thyroid_donor_0469	GAD2	0.0
GTEx_thyroid_donor_0470	GAD2	0.02393
GTEx_thyroid_donor_0471	GAD2	0.1438
GTEx_thyroid_donor_0472	GAD2	0.0
GTEx_thyroid_donor_0473	GAD2	0.00957
GTEx_thyroid_donor_0474	GAD2	0.01986
GTEx_thyroid_donor_0475	GAD2	0.03414
GTEx_thyroid_donor_0476	GAD2	0.1294
GTEx_thyroid_donor_0477	GAD2	0.01309
GTEx_thyroid_donor_0478	GAD2	0.03078
GTEx_thyroid_donor_0479	GAD2	0.0
GTEx_thyroid_donor_0480	GAD2	0.0
GTEx_thyroid_donor_0481	GAD2	0.0
GTEx_thyroid_donor_0482	GAD2	0.00742
GTEx_thyroid_donor_0483	GAD2	0.04403
GTEx_thyroid_donor_0484	GAD2	0.04245
GTEx_thyroid_donor_0485	GAD2	0.0
GTEx_thyroid_donor_0486	GAD2	0.04195
GTEx_thyroid_donor_0487	GAD2	0.04705
GTEx_thyroid_donor_0488	GAD2	0.2523
GTEx_thyroid_donor_0489	GAD2	0.0999
GTEx_thyroid_donor_0490	GAD2	0.125
GTEx_thyroid_donor_0491	GAD2	0.1178
GTEx_thyroid_donor_0492	GAD2	0.08813
GTEx_thyroid_donor_0493	GAD2	0.03133
GTEx_thyroid_donor_0494	GAD2	0.04437
GTEx_thyroid_donor_0495	GAD2	0.1198
GTEx_thyroid_donor_0496	GAD2	0.0
GTEx_thyroid_donor_0497	GAD2	0.02029
GTEx_thyroid_donor_0498	GAD2	0.03689
GTEx_thyroid_donor_0499	GAD2	0.01558
GTEx_thyroid_donor_0500	GAD2	0.04251
GTEx_thyroid_donor_0501	GAD2	0.0
GTEx_thyroid_donor_0502	GAD2	0.0
GTEx_thyroid_donor_0503	GAD2	0.04061
GTEx_thyroid_donor_0504	GAD2	0.05069
GTEx_thyroid_donor_0505	GAD2	0.07086
GTEx_thyroid_donor_0506	GAD2	0.03565
GTEx_thyroid_donor_0507	GAD2	0.01099
GTEx_thyroid_donor_0508	GAD2	0.04195
GTEx_thyroid_donor_0509	GAD2	0.07693
GTEx_thyroid_donor_0510	GAD2	0.03041
GTEx_thyroid_donor_0511	GAD2	0.0193
GTEx_thyroid_donor_0512	GAD2	0.09702
GTEx_thyroid_donor_0513	GAD2	0.0148
GTEx_thyroid_donor_0514	GAD2	0.03688
GTEx_thyroid_donor_0515	GAD2	0.01464
GTEx_thyroid_donor_0516	GAD2	0.05856
GTEx_thyroid_donor_0517	GAD2	0.09116
GTEx_thyroid_donor_0518	GAD2	0.07521
GTEx_thyroid_donor_0519	GAD2	0.0
GTEx_thyroid_donor_0520	GAD2	0.0
GTEx_thyroid_donor_0521	GAD2	0.01677
GTEx_thyroid_donor_0522	GAD2	0.01521
GTEx_thyroid_donor_0523	GAD2	0.01227
GTEx_thyroid_donor_0524	GAD2	0.1175
GTEx_thyroid_donor_0525	GAD2	0.0
GTEx_thyroid_donor_0526	GAD2	0.0
GTEx_thyroid_donor_0527	GAD2	0.03379
GTEx_thyroid_donor_0528	GAD2	0.02445
GTEx_thyroid_donor_0529	GAD2	0.0
GTEx_thyroid_donor_0530	GAD2	0.2188
GTEx_thyroid_donor_0531	GAD2	0.191
GTEx_thyroid_donor_0532	GAD2	0.1392
GTEx_thyroid_donor_0533	GAD2	0.02974
GTEx_thyroid_donor_0534	GAD2	0.06119
GTEx_thyroid_donor_0535	GAD2	0.07371
GTEx_thyroid_donor_0536	GAD2	0.00679
GTEx_thyroid_donor_0537	GAD2	0.0
GTEx_thyroid_donor_0538	GAD2	0.00407
GTEx_thyroid_donor_0539	GAD2	0.03693
GTEx_thyroid_donor_0540	GAD2	0.3154
GTEx_thyroid_donor_0541	GAD2	0.0
GTEx_thyroid_donor_0542	GAD2	0.0559
GTEx_thyroid_donor_0543	GAD2	0.0
GTEx_thyroid_donor_0544	GAD2	0.0
GTEx_thyroid_donor_0545	GAD2	0.01888
GTEx_thyroid_donor_0546	GAD2	0.1552
GTEx_thyroid_donor_0547	GAD2	0.0
GTEx_thyroid_donor_0548	GAD2	0.0044
GTEx_thyroid_donor_0549	GAD2	0.03424
GTEx_thyroid_donor_0550	GAD2	0.01465
GTEx_thyroid_donor_0551	GAD2	0.0
GTEx_thyroid_donor_0552	GAD2	0.0
GTEx_thyroid_donor_0553	GAD2	0.0
GTEx_thyroid_donor_0554	GAD2	0.0062
GTEx_thyroid_donor_0555	GAD2	0.0
GTEx_thyroid_donor_0556	GAD2	0.0
GTEx_thyroid_donor_0557	GAD2	0.02396
GTEx_thyroid_donor_0558	GAD2	0.0
GTEx_thyroid_donor_0559	GAD2	0.03885
GTEx_thyroid_donor_0560	GAD2	0.00902
GTEx_thyroid_donor_0561	GAD2	0.02699
GTEx_thyroid_donor_0562	GAD2	0.02325
GTEx_thyroid_donor_0563	GAD2	0.0
GTEx_thyroid_donor_0564	GAD2	0.06142
GTEx_thyroid_donor_0565	GAD2	0.02228
GTEx_thyroid_donor_0566	GAD2	0.0172
GTEx_thyroid_donor_0567	GAD2	0.04782
GTEx_thyroid_donor_0568	GAD2	0.005
GTEx_thyroid_donor_0569	GAD2	0.00634
GTEx_thyroid_donor_0570	GAD2	0.0
GTEx_thyroid_donor_0571	GAD2	0.03407
GTEx_thyroid_donor_0572	GAD2	0.01916
GTEx_thyroid_donor_0573	GAD2	0.03141
GTEx_thyroid_donor_0574	GAD2	0.0
GTEx_thyroid_donor_0575	GAD2	0.04346
GTEx_thyroid_donor_0576	GAD2	0.0155
GTEx_thyroid_donor_0577	GAD2	0.03812
GTEx_thyroid_donor_0578	GAD2	0.0
GTEx_thyroid_donor_0579	GAD2	0.0
GTEx_thyroid_donor_0580	GAD2	0.02162
GTEx_thyroid_donor_0581	GAD2	0.04594
GTEx_thyroid_donor_0582	GAD2	0.01898
GTEx_thyroid_donor_0583	GAD2	0.01663
GTEx_thyroid_donor_0584	GAD2	0.0
GTEx_thyroid_donor_0585	GAD2	0.0
GTEx_thyroid_donor_0586	GAD2	0.0
GTEx_thyroid_donor_0587	GAD2	0.0
GTEx_thyroid_donor_0588	GAD2	0.01775
GTEx_thyroid_donor_0589	GAD2	0.0
GTEx_thyroid_donor_0590	GAD2	0.0
GTEx_thyroid_donor_0591	GAD2	0.0
GTEx_thyroid_donor_0592	GAD2	0.00948
GTEx_thyroid_donor_0593	GAD2	0.00566
GTEx_thyroid_donor_0594	GAD2	0.0
GTEx_thyroid_donor_0595	GAD2	0.0
GTEx_thyroid_donor_0596	GAD2	0.0
GTEx_thyroid_donor_0597	GAD2	0.01778
GTEx_thyroid_donor_0598	GAD2	0.0
GTEx_thyroid_donor_0599	GAD2	0.01205
GTEx_thyroid_donor_0600	GAD2	0.00671
GTEx_thyroid_donor_0601	GAD2	0.0
GTEx_thyroid_donor_0602	GAD2	0.00879
GTEx_thyroid_donor_0603	GAD2	0.0
GTEx_thyroid_donor_0604	GAD2	0.01853
GTEx_thyroid_donor_0605	GAD2	0.0
GTEx_thyroid_donor_0606	GAD2	0.01156
GTEx_thyroid_donor_0607	GAD2	0.0
GTEx_thyroid_donor_0608	GAD2	0.0
GTEx_thyroid_donor_0609	GAD2	0.02401
GTEx_thyroid_donor_0610	GAD2	0.02603
GTEx_thyroid_donor_0611	GAD2	0.03328
GTEx_thyroid_donor_0612	GAD2	0.01842
GTEx_thyroid_donor_0613	GAD2	0.0
GTEx_thyroid_donor_0614	GAD2	0.01356
GTEx_thyroid_donor_0615	GAD2	0.0
GTEx_thyroid_donor_0616	GAD2	0.00737
GTEx_thyroid_donor_0617	GAD2	0.1171
GTEx_thyroid_donor_0618	GAD2	0.0
GTEx_thyroid_donor_0619	GAD2	0.01285
GTEx_thyroid_donor_0620	GAD2	0.1538
GTEx_thyroid_donor_0621	GAD2	0.03028
GTEx_thyroid_donor_0622	GAD2	0.03354
GTEx_thyroid_donor_0623	GAD2	0.0
GTEx_thyroid_donor_0624	GAD2	0.0
GTEx_thyroid_donor_0625	GAD2	0.01401
GTEx_thyroid_donor_0626	GAD2	0.01361
GTEx_thyroid_donor_0627	GAD2	0.00662
GTEx_thyroid_donor_0628	GAD2	0.00638
GTEx_thyroid_donor_0629	GAD2	0.02427
GTEx_thyroid_donor_0630	GAD2	0.00759
GTEx_thyroid_donor_0631	GAD2	0.02911
GTEx_thyroid_donor_0632	GAD2	0.0
GTEx_thyroid_donor_0633	GAD2	0.0
GTEx_thyroid_donor_0634	GAD2	0.0
GTEx_thyroid_donor_0635	GAD2	0.01653
GTEx_thyroid_donor_0636	GAD2	0.02377
GTEx_thyroid_donor_0637	GAD2	0.02977
GTEx_thyroid_donor_0638	GAD2	0.07415
GTEx_thyroid_donor_0639	GAD2	0.0
GTEx_thyroid_donor_0640	GAD2	0.00832
GTEx_thyroid_donor_0641	GAD2	0.0
GTEx_thyroid_donor_0642	GAD2	0.04121
GTEx_thyroid_donor_0643	GAD2	0.0
GTEx_thyroid_donor_0644	GAD2	0.0
GTEx_thyroid_donor_0645	GAD2	0.0
GTEx_thyroid_donor_0646	GAD2	0.0
GTEx_thyroid_donor_0647	GAD2	0.0
GTEx_thyroid_donor_0648	GAD2	0.01071
GTEx_thyroid_donor_0649	GAD2	0.0
GTEx_thyroid_donor_0650	GAD2	0.02915
GTEx_thyroid_donor_0651	GAD2	0.0
GTEx_thyroid_donor_0652	GAD2	0.01712
GTEx_thyroid_donor_0000	MOG	0.04289
GTEx_thyroid_donor_0001	MOG	0.03451
GTEx_thyroid_donor_0002	MOG	0.01405
GTEx_thyroid_donor_0003	MOG	0.0
GTEx_thyroid_donor_0004	MOG	0.0
GTEx_thyroid_donor_0005	MOG	0.04471
GTEx_thyroid_donor_0006	MOG	0.2125
GTEx_thyroid_donor_0007	MOG	0.07463
GTEx_thyroid_donor_0008	MOG	0.02611
GTEx_thyroid_donor_0009	MOG	0.03469
GTEx_thyroid_donor_0010	MOG	0.04543
GTEx_thyroid_donor_0011	MOG	0.0
GTEx_thyroid_donor_0012	MOG	0.05996
GTEx_thyroid_donor_0013	MOG	0.1519
GTEx_thyroid_donor_0014	MOG	0.02382
GTEx_thyroid_donor_0015	MOG	0.01559
GTEx_thyroid_donor_0016	MOG	0.04812
GTEx_thyroid_donor_0017	MOG	0.07936
GTEx_thyroid_donor_0018	MOG	0.0711
GTEx_thyroid_donor_0019	MOG	0.1055
GTEx_thyroid_donor_0020	MOG	0.01894
