median	tissueSiteDetailId	ontologyId	datasetId	gencodeId	geneSymbol	unit	gene
0.255288	Adipose_Subcutaneous	UBERON:0002190	gtex_v8	ENSG00000160224.16	AIRE	TPM	AIRE
0.15770399999999998	Adipose_Visceral_Omentum	UBERON:0010414	gtex_v8	ENSG00000160224.16	AIRE	TPM	AIRE
0.035228800000000005	Adrenal_Gland	UBERON:0002369	gtex_v8	ENSG00000160224.16	AIRE	TPM	AIRE
0.0708283	Artery_Aorta	UBERON:0001496	gtex_v8	ENSG00000160224.16	AIRE	TPM	AIRE
0.147781	Artery_Coronary	UBERON:0001621	gtex_v8	ENSG00000160224.16	AIRE	TPM	AIRE
0.0479609	Artery_Tibial	UBERON:0007610	gtex_v8	ENSG00000160224.16	AIRE	TPM	AIRE
0.21043800000000001	Bladder	UBERON:0001255	gtex_v8	ENSG00000160224.16	AIRE	TPM	AIRE
0.487196	Brain_Amygdala	UBERON:0001876	gtex_v8	ENSG00000160224.16	AIRE	TPM	AIRE
1.6906900000000002	Brain_Anterior_cingulate_cortex_BA24	UBERON:0009835	gtex_v8	ENSG00000160224.16	AIRE	TPM	AIRE
0.834599	Brain_Caudate_basal_ganglia	UBERON:0001873	gtex_v8	ENSG00000160224.16	AIRE	TPM	AIRE
0.06847189999999999	Brain_Cerebellar_Hemisphere	UBERON:0002037	gtex_v8	ENSG00000160224.16	AIRE	TPM	AIRE
0.14502	Brain_Cerebellum	UBERON:0002037	gtex_v8	ENSG00000160224.16	AIRE	TPM	AIRE
1.38286	Brain_Cortex	UBERON:0001870	gtex_v8	ENSG00000160224.16	AIRE	TPM	AIRE
1.30457	Brain_Frontal_Cortex_BA9	UBERON:0009834	gtex_v8	ENSG00000160224.16	AIRE	TPM	AIRE
0.5465810000000001	Brain_Hippocampus	UBERON:0001954	gtex_v8	ENSG00000160224.16	AIRE	TPM	AIRE
4.01706	Brain_Hypothalamus	UBERON:0001898	gtex_v8	ENSG00000160224.16	AIRE	TPM	AIRE
1.15205	Brain_Nucleus_accumbens_basal_ganglia	UBERON:0001882	gtex_v8	ENSG00000160224.16	AIRE	TPM	AIRE
0.57372	Brain_Putamen_basal_ganglia	UBERON:0001874	gtex_v8	ENSG00000160224.16	AIRE	TPM	AIRE
0.49190100000000003	Brain_Spinal_cord_cervical_c-1	UBERON:0006469	gtex_v8	ENSG00000160224.16	AIRE	TPM	AIRE
0.8485889999999999	Brain_Substantia_nigra	UBERON:0002038	gtex_v8	ENSG00000160224.16	AIRE	TPM	AIRE
0.200457	Breast_Mammary_Tissue	UBERON:0008367	gtex_v8	ENSG00000160224.16	AIRE	TPM	AIRE
0.0267741	Cells_Cultured_fibroblasts	EFO:0002009	gtex_v8	ENSG00000160224.16	AIRE	TPM	AIRE
0.0364515	Cells_EBV-transformed_lymphocytes	EFO:0000572	gtex_v8	ENSG00000160224.16	AIRE	TPM	AIRE
0.348698	Cervix_Ectocervix	UBERON:0012249	gtex_v8	ENSG00000160224.16	AIRE	TPM	AIRE
0.488022	Cervix_Endocervix	UBERON:0000458	gtex_v8	ENSG00000160224.16	AIRE	TPM	AIRE
0.173381	Colon_Sigmoid	UBERON:0001159	gtex_v8	ENSG00000160224.16	AIRE	TPM	AIRE
0.18846500000000002	Colon_Transverse	UBERON:0001157	gtex_v8	ENSG00000160224.16	AIRE	TPM	AIRE
0.059812300000000006	Esophagus_Gastroesophageal_Junction	UBERON:0004550	gtex_v8	ENSG00000160224.16	AIRE	TPM	AIRE
0.0880148	Esophagus_Mucosa	UBERON:0006920	gtex_v8	ENSG00000160224.16	AIRE	TPM	AIRE
0.049373099999999996	Esophagus_Muscularis	UBERON:0004648	gtex_v8	ENSG00000160224.16	AIRE	TPM	AIRE
0.056295000000000005	Fallopian_Tube	UBERON:0003889	gtex_v8	ENSG00000160224.16	AIRE	TPM	AIRE
0.154275	Heart_Atrial_Appendage	UBERON:0006631	gtex_v8	ENSG00000160224.16	AIRE	TPM	AIRE
0.0520391	Heart_Left_Ventricle	UBERON:0006566	gtex_v8	ENSG00000160224.16	AIRE	TPM	AIRE
0.287119	Kidney_Cortex	UBERON:0001225	gtex_v8	ENSG00000160224.16	AIRE	TPM	AIRE
0.6048100000000001	Kidney_Medulla	UBERON:0001293	gtex_v8	ENSG00000160224.16	AIRE	TPM	AIRE
0.00848615	Liver	UBERON:0001114	gtex_v8	ENSG00000160224.16	AIRE	TPM	AIRE
0.0530461	Lung	UBERON:0008952	gtex_v8	ENSG00000160224.16	AIRE	TPM	AIRE
0.09097369999999999	Minor_Salivary_Gland	UBERON:0006330	gtex_v8	ENSG00000160224.16	AIRE	TPM	AIRE
0.018382	Muscle_Skeletal	UBERON:0011907	gtex_v8	ENSG00000160224.16	AIRE	TPM	AIRE
0.779275	Nerve_Tibial	UBERON:0001323	gtex_v8	ENSG00000160224.16	AIRE	TPM	AIRE
0.021812099999999997	Ovary	UBERON:0000992	gtex_v8	ENSG00000160224.16	AIRE	TPM	AIRE
0.0137373	Pancreas	UBERON:0001150	gtex_v8	ENSG00000160224.16	AIRE	TPM	AIRE
0.45509799999999995	Pituitary	UBERON:0000007	gtex_v8	ENSG00000160224.16	AIRE	TPM	AIRE
0.296113	Prostate	UBERON:0002367	gtex_v8	ENSG00000160224.16	AIRE	TPM	AIRE
0.756532	Skin_Not_Sun_Exposed_Suprapubic	UBERON:0036149	gtex_v8	ENSG00000160224.16	AIRE	TPM	AIRE
0.569186	Skin_Sun_Exposed_Lower_leg	UBERON:0004264	gtex_v8	ENSG00000160224.16	AIRE	TPM	AIRE
0.592345	Small_Intestine_Terminal_Ileum	UBERON:0001211	gtex_v8	ENSG00000160224.16	AIRE	TPM	AIRE
0.0973684	Spleen	UBERON:0002106	gtex_v8	ENSG00000160224.16	AIRE	TPM	AIRE
0.11253699999999998	Stomach	UBERON:0000945	gtex_v8	ENSG00000160224.16	AIRE	TPM	AIRE
0.5248430000000001	Testis	UBERON:0000473	gtex_v8	ENSG00000160224.16	AIRE	TPM	AIRE
0.21394699999999997	Thyroid	UBERON:0002046	gtex_v8	ENSG00000160224.16	AIRE	TPM	AIRE
0.0784184	Uterus	UBERON:0000995	gtex_v8	ENSG00000160224.16	AIRE	TPM	AIRE
0.290779	Vagina	UBERON:0000996	gtex_v8	ENSG00000160224.16	AIRE	TPM	AIRE
0.05722530000000001	Whole_Blood	UBERON:0013756	gtex_v8	ENSG00000160224.16	AIRE	TPM	AIRE
1477.3	Adipose_Subcutaneous	UBERON:0002190	gtex_v8	ENSG00000019582.14	CD74	TPM	CD74
855.46	Adipose_Visceral_Omentum	UBERON:0010414	gtex_v8	ENSG00000019582.14	CD74	TPM	CD74
571.515	Adrenal_Gland	UBERON:0002369	gtex_v8	ENSG00000019582.14	CD74	TPM	CD74
763.051	Artery_Aorta	UBERON:0001496	gtex_v8	ENSG00000019582.14	CD74	TPM	CD74
994.44	Artery_Coronary	UBERON:0001621	gtex_v8	ENSG00000019582.14	CD74	TPM	CD74
500.37800000000004	Artery_Tibial	UBERON:0007610	gtex_v8	ENSG00000019582.14	CD74	TPM	CD74
463.119	Bladder	UBERON:0001255	gtex_v8	ENSG00000019582.14	CD74	TPM	CD74
122.512	Brain_Amygdala	UBERON:0001876	gtex_v8	ENSG00000019582.14	CD74	TPM	CD74
62.3266	Brain_Anterior_cingulate_cortex_BA24	UBERON:0009835	gtex_v8	ENSG00000019582.14	CD74	TPM	CD74
103.205	Brain_Caudate_basal_ganglia	UBERON:0001873	gtex_v8	ENSG00000019582.14	CD74	TPM	CD74
54.7785	Brain_Cerebellar_Hemisphere	UBERON:0002037	gtex_v8	ENSG00000019582.14	CD74	TPM	CD74
36.6498	Brain_Cerebellum	UBERON:0002037	gtex_v8	ENSG00000019582.14	CD74	TPM	CD74
55.8576	Brain_Cortex	UBERON:0001870	gtex_v8	ENSG00000019582.14	CD74	TPM	CD74
64.6859	Brain_Frontal_Cortex_BA9	UBERON:0009834	gtex_v8	ENSG00000019582.14	CD74	TPM	CD74
123.557	Brain_Hippocampus	UBERON:0001954	gtex_v8	ENSG00000019582.14	CD74	TPM	CD74
195.826	Brain_Hypothalamus	UBERON:0001898	gtex_v8	ENSG00000019582.14	CD74	TPM	CD74
78.0155	Brain_Nucleus_accumbens_basal_ganglia	UBERON:0001882	gtex_v8	ENSG00000019582.14	CD74	TPM	CD74
76.4295	Brain_Putamen_basal_ganglia	UBERON:0001874	gtex_v8	ENSG00000019582.14	CD74	TPM	CD74
683.064	Brain_Spinal_cord_cervical_c-1	UBERON:0006469	gtex_v8	ENSG00000019582.14	CD74	TPM	CD74
240.46200000000002	Brain_Substantia_nigra	UBERON:0002038	gtex_v8	ENSG00000019582.14	CD74	TPM	CD74
1034.33	Breast_Mammary_Tissue	UBERON:0008367	gtex_v8	ENSG00000019582.14	CD74	TPM	CD74
2.0338700000000003	Cells_Cultured_fibroblasts	EFO:0002009	gtex_v8	ENSG00000019582.14	CD74	TPM	CD74
4390.47	Cells_EBV-transformed_lymphocytes	EFO:0000572	gtex_v8	ENSG00000019582.14	CD74	TPM	CD74
425.07199999999995	Cervix_Ectocervix	UBERON:0012249	gtex_v8	ENSG00000019582.14	CD74	TPM	CD74
1161.27	Cervix_Endocervix	UBERON:0000458	gtex_v8	ENSG00000019582.14	CD74	TPM	CD74
337.30300000000005	Colon_Sigmoid	UBERON:0001159	gtex_v8	ENSG00000019582.14	CD74	TPM	CD74
433.055	Colon_Transverse	UBERON:0001157	gtex_v8	ENSG00000019582.14	CD74	TPM	CD74
390.806	Esophagus_Gastroesophageal_Junction	UBERON:0004550	gtex_v8	ENSG00000019582.14	CD74	TPM	CD74
289.969	Esophagus_Mucosa	UBERON:0006920	gtex_v8	ENSG00000019582.14	CD74	TPM	CD74
387.662	Esophagus_Muscularis	UBERON:0004648	gtex_v8	ENSG00000019582.14	CD74	TPM	CD74
756.3919999999999	Fallopian_Tube	UBERON:0003889	gtex_v8	ENSG00000019582.14	CD74	TPM	CD74
196.453	Heart_Atrial_Appendage	UBERON:0006631	gtex_v8	ENSG00000019582.14	CD74	TPM	CD74
148.175	Heart_Left_Ventricle	UBERON:0006566	gtex_v8	ENSG00000019582.14	CD74	TPM	CD74
605.797	Kidney_Cortex	UBERON:0001225	gtex_v8	ENSG00000019582.14	CD74	TPM	CD74
778.4730000000001	Kidney_Medulla	UBERON:0001293	gtex_v8	ENSG00000019582.14	CD74	TPM	CD74
112.796	Liver	UBERON:0001114	gtex_v8	ENSG00000019582.14	CD74	TPM	CD74
2389.07	Lung	UBERON:0008952	gtex_v8	ENSG00000019582.14	CD74	TPM	CD74
529.11	Minor_Salivary_Gland	UBERON:0006330	gtex_v8	ENSG00000019582.14	CD74	TPM	CD74
101.198	Muscle_Skeletal	UBERON:0011907	gtex_v8	ENSG00000019582.14	CD74	TPM	CD74
1541.37	Nerve_Tibial	UBERON:0001323	gtex_v8	ENSG00000019582.14	CD74	TPM	CD74
220.33900000000003	Ovary	UBERON:0000992	gtex_v8	ENSG00000019582.14	CD74	TPM	CD74
89.6111	Pancreas	UBERON:0001150	gtex_v8	ENSG00000019582.14	CD74	TPM	CD74
368.699	Pituitary	UBERON:0000007	gtex_v8	ENSG00000019582.14	CD74	TPM	CD74
543.168	Prostate	UBERON:0002367	gtex_v8	ENSG00000019582.14	CD74	TPM	CD74
467.60699999999997	Skin_Not_Sun_Exposed_Suprapubic	UBERON:0036149	gtex_v8	ENSG00000019582.14	CD74	TPM	CD74
521.714	Skin_Sun_Exposed_Lower_leg	UBERON:0004264	gtex_v8	ENSG00000019582.14	CD74	TPM	CD74
1574.44	Small_Intestine_Terminal_Ileum	UBERON:0001211	gtex_v8	ENSG00000019582.14	CD74	TPM	CD74
3415.21	Spleen	UBERON:0002106	gtex_v8	ENSG00000019582.14	CD74	TPM	CD74
329.00300000000004	Stomach	UBERON:0000945	gtex_v8	ENSG00000019582.14	CD74	TPM	CD74
98.8603	Testis	UBERON:0000473	gtex_v8	ENSG00000019582.14	CD74	TPM	CD74
901.7189999999999	Thyroid	UBERON:0002046	gtex_v8	ENSG00000019582.14	CD74	TPM	CD74
658.799	Uterus	UBERON:0000995	gtex_v8	ENSG00000019582.14	CD74	TPM	CD74
472.125	Vagina	UBERON:0000996	gtex_v8	ENSG00000019582.14	CD74	TPM	CD74
891.9580000000001	Whole_Blood	UBERON:0013756	gtex_v8	ENSG00000019582.14	CD74	TPM	CD74
0.0752623	Adipose_Subcutaneous	UBERON:0002190	gtex_v8	ENSG00000138435.15	CHRNA1	TPM	CHRNA1
0.0280228	Adipose_Visceral_Omentum	UBERON:0010414	gtex_v8	ENSG00000138435.15	CHRNA1	TPM	CHRNA1
0.0	Adrenal_Gland	UBERON:0002369	gtex_v8	ENSG00000138435.15	CHRNA1	TPM	CHRNA1
0.019218	Artery_Aorta	UBERON:0001496	gtex_v8	ENSG00000138435.15	CHRNA1	TPM	CHRNA1
0.0262365	Artery_Coronary	UBERON:0001621	gtex_v8	ENSG00000138435.15	CHRNA1	TPM	CHRNA1
0.0196278	Artery_Tibial	UBERON:0007610	gtex_v8	ENSG00000138435.15	CHRNA1	TPM	CHRNA1
0.0082845	Bladder	UBERON:0001255	gtex_v8	ENSG00000138435.15	CHRNA1	TPM	CHRNA1
0.11448299999999999	Brain_Amygdala	UBERON:0001876	gtex_v8	ENSG00000138435.15	CHRNA1	TPM	CHRNA1
0.14996500000000001	Brain_Anterior_cingulate_cortex_BA24	UBERON:0009835	gtex_v8	ENSG00000138435.15	CHRNA1	TPM	CHRNA1
0.13047999999999998	Brain_Caudate_basal_ganglia	UBERON:0001873	gtex_v8	ENSG00000138435.15	CHRNA1	TPM	CHRNA1
0.0157781	Brain_Cerebellar_Hemisphere	UBERON:0002037	gtex_v8	ENSG00000138435.15	CHRNA1	TPM	CHRNA1
0.013272899999999999	Brain_Cerebellum	UBERON:0002037	gtex_v8	ENSG00000138435.15	CHRNA1	TPM	CHRNA1
