cluster_1,,B cell,B cell,B cell,B cell,B cell,B cell,B cell,Endothelial cell,Endothelial cell,Endothelial cell,Endothelial cell,Endothelial cell,Endothelial cell,Endothelial cell,Fibroblast,Fibroblast,Fibroblast,Fibroblast,Fibroblast,Fibroblast,Fibroblast,Malignant cell,Malignant cell,Malignant cell,Malignant cell,Malignant cell,Malignant cell,Malignant cell,Myeloid cell,Myeloid cell,Myeloid cell,Myeloid cell,Myeloid cell,Myeloid cell,Myeloid cell,NK cell,NK cell,NK cell,NK cell,NK cell,NK cell,NK cell,T cell,T cell,T cell,T cell,T cell,T cell,T cell
cluster_2,,B cell,Endothelial cell,Fibroblast,Malignant cell,Myeloid cell,NK cell,T cell,B cell,Endothelial cell,Fibroblast,Malignant cell,Myeloid cell,NK cell,T cell,B cell,Endothelial cell,Fibroblast,Malignant cell,Myeloid cell,NK cell,T cell,B cell,Endothelial cell,Fibroblast,Malignant cell,Myeloid cell,NK cell,T cell,B cell,Endothelial cell,Fibroblast,Malignant cell,Myeloid cell,NK cell,T cell,B cell,Endothelial cell,Fibroblast,Malignant cell,Myeloid cell,NK cell,T cell,B cell,Endothelial cell,Fibroblast,Malignant cell,Myeloid cell,NK cell,T cell
source,target,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ANGPTL4,CDH11,0.09964963369560936,0.12234647957795938,0.3154127749981405,0.15060060398774602,0.23578312043572455,0.0,0.17863679539715555,0.13053629279926543,0.15323313868161545,0.3462994341017966,0.18148726309140206,0.2666697795393806,0.0,0.2095234545008116,0.1554734742796116,0.17817032016196166,0.37123661558214277,0.20642444457174827,0.29160696101972683,0.0,0.2344606359811578,0.14027262853444492,0.16296947441679493,0.35603576983697605,0.19122359882658158,0.2764061152745601,0.0,0.2192597902359911,0.11809509991959677,0.1407919458019468,0.3338582412221279,0.1690460702117334,0.25422858665971193,0.0,0.19708226162114295,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13790758362082803,0.16060442950317805,0.35367072492335916,0.1888585539129647,0.2740410703609432,0.0,0.2168947453223742
SLC1A2,GRIA1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0009588326418122682,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003682495948831358,0.0,0.0,0.0
SLC1A6,GRIA1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
APOE,TYROBP,0.774222621734995,0.7720345300150057,0.9477476955816282,0.7659408614801012,1.205445404449075,0.0,0.8662241761059255,1.0324299529360623,1.0302418612160729,1.2059550267826955,1.0241481926811684,1.4636527356501423,0.0,1.1244315073069928,1.2928692948365401,1.2906812031165507,1.466394368683173,1.2845875345816462,1.7240920775506199,0.0,1.3848708492074706,1.4612452418575912,1.4590571501376017,1.6347703157042242,1.4529634816026973,1.892468024571671,0.0,1.5532467962285217,1.0218889663552835,1.019700874635294,1.1954140402019167,1.0136072061003896,1.4531117490693635,0.0,1.113890520726214,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8529361372259077,0.8507480455059183,1.0264612110725408,0.8446543769710139,1.2841589199399877,0.0,0.9449376915968382
CCL20,ACKR4,0.0096745580217264,0.017957627215718964,0.008338116052023989,0.005224448063029401,0.0,0.0,0.014270237399111431,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010417070994872036,0.0187001401888646,0.009080629025169627,0.005966961036175038,0.0,0.0,0.015012750372257067,0.011522769705709559,0.01980583889970212,0.010186327736007148,0.00707265974701256,0.0,0.0,0.01611844908309459,0.017638027885534466,0.02592109707952703,0.016301585915832056,0.013187917926837468,0.0,0.0,0.022233707262919497,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008960083298707263,0.017243152492699827,0.0076236413290048525,0.0045099733400102635,0.0,0.0,0.013555762676092294
FAM3D,FPR2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008496137342739555,0.007365670776572376,0.0,0.0,0.008359718257763032,0.0,0.0,0.0025174901355527845,0.0013870235693856062,0.0,0.0,0.0023810710505762613,0.0,0.0,0.0021787907625499614,0.001048324196382783,0.0,0.0,0.002042371677573438,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0034907223257525854,0.002360255759585407,0.0,0.0,0.003354303240776062
HLA-G,KLRD1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00824108715786746,0.006191321059743352,0.003562495127455618,0.003627501028434227,0.010910288855955024,0.0,0.007009067209871957,0.013650242268686788,0.01160047617056268,0.008971650238274946,0.009036656139253557,0.01631944396677435,0.0,0.012418222320691286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008986157097219416,0.00693639099909531,0.004307565066807575,0.004372570967786185,0.011655358795306981,0.0,0.007754137149223915
FGFR4,MCAM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15524156894302152,0.41452390112046616,0.2414678293035145,0.2087253841267281,0.04991769559682804,0.0,0.3117886874550702,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1556001825566241,0.41488251473406873,0.24182644291711708,0.20908399774033068,0.05027630921043062,0.0,0.3121473010686728
LAIR2,FGFR4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0025182472776997555,0.0,0.0,0.0028768608913023372,0.0,0.0,0.0,0.0014990295556976297,0.0,0.0,0.0018576431693002114,0.0,0.0,0.0,0.028397781035201082,0.0,0.0,0.028756394648803665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IL2,DLK1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TNFSF9,FCRL1,0.01643667332012288,0.0,0.01458792984114653,0.0,0.0,0.0,0.016830941737869493,0.0615709738272744,0.0,0.05972223034829805,0.0,0.0,0.0,0.061965242245021014,0.023600999916676392,0.0,0.02175225643770004,0.0,0.0,0.0,0.023995268334423007,0.01171703467395397,0.0,0.009868291194977622,0.0,0.0,0.0,0.012111303091700587,0.020775665159182468,0.0,0.018926921680206116,0.0,0.0,0.0,0.021169933576929083,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.024041479444115568,0.0,0.022192735965139217,0.0,0.0,0.0,0.024435747861862183
DCN,LRP1,0.9583658544469054,1.103994211545657,1.552023705884496,1.0654856959327803,1.2259233755492611,0.0,1.285087089551961,1.3236868193511815,1.469315176449933,1.917344670788772,1.4308066608370564,1.5912443404535372,0.0,1.6504080544562372,1.7954099405286177,1.9410382976273692,2.389067791966208,1.9025297820144926,2.0629674616309734,0.0,2.1221311756336734,0.937583100637116,1.0832114577358676,1.5312409520747066,1.044702942122991,1.2051406217394718,0.0,1.2643043357421717,1.3143228730478733,1.4599512301466249,1.9079807244854639,1.4214427145337483,1.581880394150229,0.0,1.641044108152929,0.8505415653225279,0.9961699224212794,1.4441994167601184,0.9576614068084028,1.1180990864248836,0.0,1.1772628004275836,1.6196030861557633,1.7652314432545149,2.213260937593354,1.7267229276416383,1.887160607258119,0.0,1.946324321260819
IFNG,MPL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TPO,MPL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HAPLN1,IL1RL1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012845466367980658,0.0,0.030237691163054387,0.020694843192270253,0.012618905334048474,0.0,0.019983876948399933,0.009900211186079972,0.0,0.0272924359811537,0.017749588010369566,0.009673650152147788,0.0,0.017038621766499246,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010470011093722241,0.0,0.027862235888795973,0.01831938791801184,0.010243450059790058,0.0,0.01760842167414152
SEMA3G,FCGR2A,0.0753108335890039,0.07001047808420614,0.1389028222525392,0.0759619805269644,0.29085262169888454,0.0,0.09371776212707521,0.11200922845962002,0.10670887295482229,0.17560121712315532,0.11266037539758053,0.32755101656950064,0.0,0.13041615699769135,0.10660987867412942,0.10130952316933167,0.17020186733766474,0.10726102561208993,0.32215166678401,0.0,0.12501680721220074,0.09593530451825114,0.09063494901345337,0.15952729318178643,0.09658645145621164,0.3114770926281317,0.0,0.11434223305632243,0.1245177710249954,0.11921741552019763,0.1881097596885307,0.1251689179629559,0.340059559134876,0.0,0.1429246995630667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11780948575763873,0.11250913025284098,0.18140147442117405,0.11846063269559924,0.33335127386751934,0.0,0.13621641429571005
VCAM1,VCAM1,0.18848481904851258,0.4181069375113013,0.19641302221360077,0.125215646261894,0.10408672784870063,0.0,0.19402607212770795,0.4181069375113013,0.64772905597409,0.4260351406763895,0.3548377647246827,0.33370884631148934,0.0,0.4236481905904967,0.19641302221360077,0.4260351406763895,0.20434122537868896,0.13314384942698218,0.11201493101378882,0.0,0.20195427529279614,0.125215646261894,0.3548377647246827,0.13314384942698218,0.061946473475275425,0.04081755506208205,0.0,0.13075689934108936,0.10408672784870063,0.33370884631148934,0.11201493101378882,0.04081755506208205,0.01968863664888868,0.0,0.109627980927896,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19402607212770795,0.4236481905904967,0.20195427529279614,0.13075689934108936,0.109627980927896,0.0,0.19956732520690332
CCL5,ACKR4,0.14365527958330448,0.15193834877729703,0.14231883761360206,0.13920516962460747,0.0,0.0,0.14825095896068952,0.10512899448334152,0.11341206367733409,0.10379255251363911,0.10067888452464453,0.0,0.0,0.10972467386072655,0.16290137355892909,0.17118444275292163,0.16156493158922666,0.15845126360023207,0.0,0.0,0.16749705293631412,0.05631947635309109,0.06460254554708365,0.05498303438338868,0.051869366394394094,0.0,0.0,0.06091515573047612,0.29234936621391466,0.30063243540790724,0.29101292424421227,0.2878992562552177,0.0,0.0,0.2969450455912997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12141393325624675,0.12969700245023932,0.12007749128654434,0.11696382329754976,0.0,0.0,0.12600961263363178
FLT4,FCRL1,0.029329690728744452,0.0,0.0274809472497681,0.0,0.0,0.0,0.029723959146491067,0.025996757540161473,0.0,0.024148014061185122,0.0,0.0,0.0,0.026391025957908088,0.03292869855472823,0.0,0.03107995507575188,0.0,0.0,0.0,0.033322966972474846,0.036077163110536305,0.0,0.03422841963155995,0.0,0.0,0.0,0.036471431528282916,0.04650259768014236,0.0,0.04465385420116601,0.0,0.0,0.0,0.04689686609788897,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.035326544764937476,0.0,0.033477801285961124,0.0,0.0,0.0,0.03572081318268409
CRLF1,LIFR,0.1509748009869652,0.4957807236078164,0.1267041219930899,0.09701878563125318,0.08205641386623938,0.0,0.17266636149893982,0.2602164154986742,0.6050223381195253,0.23594573650479886,0.20626040014296215,0.19129802837794835,0.0,0.28190797601064876,0.31089212256780585,0.655698045188657,0.28662144357393055,0.25693610721209387,0.24197373544708004,0.0,0.3325836830797805,0.20284491614975986,0.547650838770611,0.17857423715588455,0.14888890079404785,0.13392652902903404,0.0,0.22453647666173449,0.16289852065420363,0.5077044432750548,0.1386278416603283,0.10894250529849159,0.09398013353347778,0.0,0.18459008116617823,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2446781785711688,0.58948410119202,0.22040749957729347,0.19072216321545676,0.17575979145044296,0.0,0.26636973908314343
PCSK9,CD36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
THBS1,GP9,0.0,0.1859990661022268,0.0,0.0,0.0,0.0,0.0,0.0,0.400434267173693,0.0,0.0,0.0,0.0,0.0,0.0,0.43724691341259264,0.0,0.0,0.0,0.0,0.0,0.0,0.19631145556659127,0.0,0.0,0.0,0.0,0.0,0.0,0.2744125952930331,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3291067593809025,0.0,0.0,0.0,0.0,0.0
EFNB2,FCRL1,0.029325568001635754,0.0,0.027476824522659402,0.0,0.0,0.0,0.02971983641938237,0.13932664955978516,0.0,0.13747790608080881,0.0,0.0,0.0,0.13972091797753178,0.05442903704391234,0.0,0.05258029356493599,0.0,0.0,0.0,0.05482330546165895,0.06150706794415868,0.0,0.05965832446518233,0.0,0.0,0.0,0.06190133636190529,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06261063308310201,0.0,0.06076188960412566,0.0,0.0,0.0,0.06300490150084863
VCAN,LDLR,0.14546509271990643,0.28475500694680334,0.19593674412119066,0.17154526568682527,0.16937633097402113,0.0,0.19710762153074757,0.172292151964156,0.31158206619105294,0.22276380336544027,0.19837232493107484,0.1962033902182707,0.0,0.22393468077499712,0.39316384876176613,0.5324537629886631,0.4436355001630504,0.41924402172868497,0.41707508701588086,0.0,0.44480637757260727,0.14483119953115406,0.284121113758051,0.19530285093243832,0.1709113724980729,0.16874243778526876,0.0,0.19647372834199517,0.14618249096139505,0.285472405188292,0.1966541423626793,0.17226266392831388,0.17009372921550975,0.0,0.19782501977223615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24542425793687123,0.38471417216376813,0.29589590933815546,0.27150443090379006,0.26933549619098596,0.0,0.29706678674771236
CEACAM5,CEACAM6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CEACAM6,CEACAM5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CCN1,ITGA6,0.44764416757291253,0.6543498061843922,0.4770375170725755,0.4669996643959574,0.385952250212239,0.0,0.4783116493119342,0.6537482667996573,0.860453905411137,0.6831416162993202,0.6731037636227021,0.5920563494389838,0.0,0.6844157485386789,0.8710392199985878,1.0777448586100675,0.9004325694982508,0.8903947168216326,0.8093473026379143,0.0,0.9017067017376095,0.5979867005323133,0.804692339143793,0.6273800500319763,0.6173421973553581,0.5362947831716398,0.0,0.628654182271335,0.5287125435222862,0.735418182133766,0.5581058930219492,0.5480680403453311,0.4670206261616127,0.0,0.5593800252613079,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.661142634111867,0.8678482727233467,0.69053598361153,0.6804981309349118,0.5994507167511935,0.0,0.6918101158508887
CCL3L1,CCR4,0.0,0.0,0.0,0.0,0.0,0.0,0.05223224044147333,0.0,0.0,0.0,0.0,0.0,0.0,0.054934398645425216,0.0,0.0,0.0,0.0,0.0,0.0,0.08276490148282667,0.0,0.0,0.0,0.0,0.0,0.0,0.06559727067940416,0.0,0.0,0.0,0.0,0.0,0.0,0.10418076324247127,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.056354365257116464
CTSG,CXCL12,0.3550230773696064,0.7688383526952776,0.6255314524817062,0.2539831997709011,0.5217934749371098,0.0,0.5213314885188863,0.3759738324923769,0.789789107818048,0.6464822076044766,0.2749339548936716,0.5427442300598803,0.0,0.5422822436416568,0.37710335970327075,0.7909186350289418,0.6476117348153704,0.27606348210456544,0.543873757270774,0.0,0.5434117708525505,0.3375507486207356,0.7513660239464066,0.6080591237328352,0.23651087102203025,0.5043211461882389,0.0,0.5038591597700154,0.37698643628032796,0.7908017116059991,0.6474948113924277,0.27594655868162266,0.5437568338478314,0.0,0.5432948474296078,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3672702377847177,0.7810855131103888,0.6377786128968174,0.26623036018601237,0.534040635352221,0.0,0.5335786489339975
KDR,FLT1,0.15193259172195936,0.317806985987195,0.1526759910354722,0.22757731317290483,0.09617289134288048,0.0,0.11908027395681342,0.19485063097426442,0.3607250252395,0.19559403028777725,0.2704953524252099,0.13909093059518554,0.0,0.16199831320911845,0.16139448493091518,0.3272688791961508,0.16213788424442804,0.23703920638186068,0.10563478455183634,0.0,0.12854216716576924,0.2000017870866862,0.3658761813519218,0.20074518640019903,0.2756465085376317,0.14424208670760733,0.0,0.16714946932154023,0.1325545853319232,0.2984289795971588,0.13329798464543607,0.20819930678286871,0.07679488495284437,0.0,0.09970226756677728,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1365341674190502,0.3024085616842858,0.13727756673256303,0.2121788888699957,0.08077446703997133,0.0,0.10368184965390426
KDR,CDH5,0.1601506706571927,0.32400720522951315,0.14658978637963532,0.14685882558976307,0.08257459301762235,0.0,0.14605564487743486,0.20306870990949777,0.3669252444818182,0.18950782563194038,0.18977686484206813,0.1254926322699274,0.0,0.18897368412973992,0.16961256386614854,0.33346909843846895,0.15605167958859117,0.1563207187987189,0.09203648622657819,0.0,0.15551753808639068,0.20821986602191955,0.37207640059423996,0.19465898174436216,0.1949280209544899,0.1306437883823492,0.0,0.1941248402421617,0.14077266426715657,0.304629198839477,0.1272117799895992,0.12748081919972692,0.06319658662758622,0.0,0.1266776384873987,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14475224635428355,0.308608780926604,0.13119136207672616,0.1314604012868539,0.06717616871471319,0.0,0.1306572205745257
CXCL8,MMP9,0.09037840398993806,0.0427713972217313,0.04264972155109793,0.04010706365542472,0.0999897714505401,0.0,0.04483671493974714,0.13073820232960648,0.08313119556139974,0.08300951989076637,0.08046686199509315,0.14034956979020852,0.0,0.08519651327941558,0.13197645394278712,0.08436944717458035,0.08424777150394698,0.08170511360827376,0.14158782140338916,0.0,0.08643476489259619,0.10907005055890207,0.061463043790695296,0.06134136812006193,0.05879871022438872,0.1186814180195041,0.0,0.06352836150871115,0.10668872806951521,0.059081721301308454,0.05896004563067509,0.05641738773500188,0.11630009553011725,0.0,0.061147039019324306,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1253297729427931,0.07772276617458634,0.07760109050395297,0.07505843260827977,0.13494114040339514,0.0,0.07978808389260218
CCL22,CCR7,0.07083144261889214,0.04614965278576355,0.038727904333560756,0.03225554242664684,0.07019911813295773,0.0,0.03585180634062722,0.07528668184164151,0.050604892008512925,0.04318314355631013,0.036710781649396215,0.07465435735570711,0.0,0.040307045563376595,0.07079224264174723,0.04611045280861864,0.038688704356415846,0.03221634244950193,0.07015991815581282,0.0,0.03581260636348231,0.0635364589698784,0.03885466913674981,0.03143292068454701,0.0249605587776331,0.06290413448394398,0.0,0.028556822691613484,0.09757303475002815,0.07289124491689955,0.06546949646469676,0.05899713455778285,0.09694071026409373,0.0,0.06259339847176323,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07670172918184229,0.052019939348713684,0.04459819089651089,0.03812582898959698,0.07606940469590787,0.0,0.04172209290357737
FLT4,KDR,0.07703784564985847,0.11995588490216351,0.08649973885881429,0.1251070410145853,0.05765983925982233,0.0,0.0616394213469493,0.07370491246127547,0.11662295171358053,0.08316680567023133,0.12177410782600231,0.05432690607123935,0.0,0.058306488158366324,0.08063685347584224,0.12355489272814729,0.09009874668479807,0.12870604884056908,0.061258847085806103,0.0,0.06523842917293309,0.08378531803165032,0.12670335728395538,0.09324721124060614,0.13185451339637716,0.06440731164161417,0.0,0.06838689372874115,0.09421075260125636,0.13712879185356142,0.10367264581021221,0.1422799479659832,0.07483274621122024,0.0,0.07881232829834721,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08303469968605148,0.12595273893835654,0.09249659289500732,0.13110389505077832,0.06365669329601535,0.0,0.06763627538314232
KDR,FLT4,0.07703784564985847,0.07370491246127547,0.08063685347584224,0.08378531803165032,0.09421075260125636,0.0,0.08303469968605148,0.11995588490216351,0.11662295171358053,0.12355489272814729,0.12670335728395538,0.13712879185356142,0.0,0.12595273893835654,0.08649973885881429,0.08316680567023133,0.09009874668479807,0.09324721124060614,0.10367264581021221,0.0,0.09249659289500732,0.1251070410145853,0.12177410782600231,0.12870604884056908,0.13185451339637716,0.1422799479659832,0.0,0.13110389505077832,0.05765983925982233,0.05432690607123935,0.061258847085806103,0.06440731164161417,0.07483274621122024,0.0,0.06365669329601535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0616394213469493,0.058306488158366324,0.06523842917293309,0.06838689372874115,0.07881232829834721,0.0,0.06763627538314232
THBS1,MMP2,0.3574322683967813,0.509805248664953,0.7827541334221103,0.4039991026552033,0.6706657156004864,0.0,0.6447263034574107,0.5718674694682475,0.7242404497364192,0.9971893344935765,0.6184343037266695,0.8851009166719526,0.0,0.8591615045288769,0.6086801157071472,0.7610530959753188,1.034001980732476,0.6552469499655691,0.9219135629108522,0.0,0.8959741507677765,0.3677446578611458,0.5201176381293174,0.7930665228864747,0.41431149211956775,0.6809781050648509,0.0,0.6550386929217751,0.4458457975875876,0.5982187778557593,0.8711676626129166,0.4924126318460096,0.7590792447912926,0.0,0.7331398326482169,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.500539961675457,0.6529129419436287,0.925861826700786,0.547106795933879,0.8137734088791622,0.0,0.7878339967360863
NPPA,MME,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0017523011096065863,0.013219741186527112,0.014612701896971713,0.006825605344927389,0.039759286727515566,0.0,0.015774145655896795,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
THBS1,MMP9,0.24538380832132634,0.19777680155311958,0.1976551258824862,0.195112467986813,0.2549951757819284,0.0,0.19984211927113543,0.4598190093927925,0.4122120026245858,0.4120903269539524,0.4095476690582792,0.4694303768533946,0.0,0.4142773203426016,0.4966316556316922,0.4490246488634854,0.44890297319285205,0.44636031529717884,0.5062430230922942,0.0,0.45108996658150124,0.2556961977856908,0.20808919101748405,0.20796751534685068,0.20542485745117747,0.26530756524629284,0.0,0.2101545087354999,0.3337973375121326,0.28619033074392586,0.2860686550732925,0.2835259971776193,0.3434087049727347,0.0,0.2882556484619417,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.388491501600002,0.3408844948317953,0.3407628191611619,0.3382201612654887,0.3981028690606041,0.0,0.3429498125498111
SFTPA1,SFTPA2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00825991435681294,0.0098675661017806,0.0,0.0,0.0,0.0,0.0,0.014104884757477364,0.015712536502445026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0020252560266359877,0.0036329077716036476,0.0,0.0,0.0
KDR,PLCG2,0.08882201065982345,0.1331856733226445,0.087692398756089,0.06878996720169528,0.07961491035667803,0.0,0.08330156150994042,0.1317400499121285,0.17610371257494956,0.13061043800839406,0.11170800645400032,0.12253294960898307,0.0,0.12621960076224548,0.09828390386877929,0.14264756653160032,0.09715429196504483,0.07825186041065112,0.08907680356563386,0.0,0.09276345471889624,0.1368912060245503,0.18125486868737134,0.13576159412081584,0.1168591625664221,0.12768410572140487,0.0,0.13137075687466726,0.06944400426978732,0.11380766693260835,0.06831439236605286,0.04941196081165915,0.06023690396664189,0.0,0.06392355511990427,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07342358635691429,0.11778724901973534,0.07229397445317984,0.053391542898786115,0.06421648605376887,0.0,0.06790313720703126
IFNG,TNF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003120157459187905,0.0,0.008376416266265238,0.003500956633659915,0.0,0.0,0.004472583436516236,0.0020135314374081412,0.0,0.007269790244485474,0.002394330611880151,0.0,0.0,0.0033659574147364723,0.013460425018871805,0.0,0.01871668382594914,0.013841224193343816,0.0,0.0,0.014812850996200137,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005289664700886695,0.0,0.010545923507964029,0.005670463875358706,0.0,0.0,0.006642090678215027
PRSS3,F2RL3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011910694495089445,0.007888073055709112,0.04025700509427896,0.04870536983115182,0.0,0.0,0.009936081940996565,0.011458900425951175,0.007436278986570841,0.03980521102514068,0.04825357576201354,0.0,0.0,0.009484287871858295,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
