cluster_1,,B cell,B cell,B cell,B cell,B cell,B cell,B cell,Endothelial cell,Endothelial cell,Endothelial cell,Endothelial cell,Endothelial cell,Endothelial cell,Endothelial cell,Fibroblast,Fibroblast,Fibroblast,Fibroblast,Fibroblast,Fibroblast,Fibroblast,Malignant cell,Malignant cell,Malignant cell,Malignant cell,Malignant cell,Malignant cell,Malignant cell,Myeloid cell,Myeloid cell,Myeloid cell,Myeloid cell,Myeloid cell,Myeloid cell,Myeloid cell,NK cell,NK cell,NK cell,NK cell,NK cell,NK cell,NK cell,T cell,T cell,T cell,T cell,T cell,T cell,T cell
CSF3,PLAUR,0.608,0.788,0.148,0.57,0.17,,0.186,0.0,0.0,0.0,0.0,0.0,,0.0,0.49,0.748,0.004,0.378,0.114,,0.028,1.0,1.0,1.0,1.0,0.666,,0.998,0.734,0.85,0.492,0.724,0.382,,0.516,,,,,,,,0.026,0.186,0.0,0.002,0.026,,0.0
ADIPOQ,WIF1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IL1B,MMP1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CSF2,MMP1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCL15,CCR7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.078,0.042,0.072,0.012,,0.06,,,,,,,,,,,,,,
CCL23,CCR4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VEGFD,PDGFRB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CSF2,FCER2,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
IL12B,TNF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,
IGFBP3,MMP14,1.0,1.0,0.36,1.0,1.0,,1.0,1.0,0.974,0.176,0.976,0.996,,1.0,1.0,0.86,0.0,0.308,0.934,,0.994,1.0,0.812,0.0,0.062,0.916,,0.988,1.0,0.99,0.584,0.99,0.996,,1.0,,,,,,,,1.0,0.98,0.0,0.994,0.988,,1.0
THBS2,ITGB6,,,1.0,1.0,,,,,,1.0,1.0,,,,,,0.0,0.0,,,,,,1.0,1.0,,,,,,0.956,0.922,,,,,,,,,,,,,0.774,0.306,,,
CCL23,CCR7,0.0,0.058,0.02,0.062,0.014,,0.022,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.192,0.252,0.81,0.034,,0.454,0.0,0.396,0.986,1.0,0.072,,0.994,0.082,0.376,0.558,0.662,0.146,,0.584,,,,,,,,0.0,0.356,0.812,0.996,0.074,,0.854
SPP1,PLAU,0.368,0.272,0.004,0.0,0.77,,0.512,0.018,0.026,0.0,0.0,0.29,,0.03,1.0,0.932,0.886,0.004,1.0,,1.0,1.0,0.966,0.986,0.002,1.0,,1.0,0.556,0.464,0.178,0.048,0.836,,0.67,,,,,,,,1.0,0.862,0.642,0.0,0.99,,1.0
VEGFA,FLT4,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,0.996,,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.99,0.992,0.992,0.99,0.964,,0.992,,,,,,,,1.0,1.0,1.0,1.0,1.0,,1.0
LAMA4,ITGB6,,,1.0,0.958,,,,,,0.012,0.002,,,,,,0.0,0.0,,,,,,1.0,1.0,,,,,,0.73,0.586,,,,,,,,,,,,,0.0,0.0,,,
CCL11,CXCR6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.018,0.054,,,0.002,,0.086,,,,,,,,,,,,,,
CCL19,CCR6,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.004,0.0,0.0,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,,1.0,0.016,0.022,0.004,0.016,0.008,,0.004,,,,,,,,0.0,0.0,0.0,0.0,0.0,,0.0
IL1A,CXCL12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TNF,MMP13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PPBP,CCR7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CXCL12,GZMB,0.936,0.958,0.962,,0.364,,0.968,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,,0.0,,0.0,1.0,1.0,1.0,,1.0,,1.0,0.04,0.05,0.046,,0.008,,0.044,,,,,,,,0.0,0.0,0.0,,0.0,,0.0
IGF1,PDGFRA,0.968,0.7,0.002,1.0,0.92,,0.228,0.796,0.532,0.002,0.974,0.772,,0.14,0.0,0.0,0.0,0.0,0.104,,0.0,1.0,0.99,0.0,1.0,1.0,,0.996,0.876,0.694,0.07,0.982,0.836,,0.392,,,,,,,,0.09,0.036,0.0,0.294,0.29,,0.0
IFNG,CSF1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.514,0.024,0.0,0.998,0.528,,0.0,,,,,,,,,,,,,,
VEGFD,PDGFRA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SST,F3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IL12B,GZMB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.058,0.0,,0.0,,0.002,,,,,,,,,,,,,,
TNF,CHI3L1,,,,,,,,,,,,,,,0.436,0.656,0.0,0.916,0.422,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCL5,CCR7,0.0,0.006,0.004,0.012,0.004,,0.008,0.124,0.358,0.47,0.55,0.15,,0.51,0.0,0.0,0.0,0.0,0.0,,0.0,0.968,1.0,1.0,1.0,0.808,,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,,,,0.0,0.056,0.022,0.082,0.006,,0.044
IFNG,IDO1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.088,,,0.002,,,,,,,,,,,,,,,,
IL2,GZMB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IGF1,VEGFA,1.0,1.0,1.0,0.0,0.996,,1.0,1.0,1.0,1.0,0.0,0.972,,1.0,0.92,0.908,0.27,0.0,0.722,,1.0,1.0,1.0,1.0,0.0,1.0,,1.0,1.0,1.0,1.0,0.01,0.992,,1.0,,,,,,,,0.996,0.982,0.946,0.0,0.884,,1.0
CCL11,CCR4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CXCL13,CCR7,0.0,0.024,0.0,0.0,0.004,,0.0,,,,,,,,,,,,,,,,,,,,,,0.006,0.168,0.156,0.264,0.038,,0.244,,,,,,,,,,,,,,
FGF7,PLAU,0.984,0.852,0.674,0.094,0.988,,0.994,0.484,0.376,0.132,0.014,0.784,,0.544,0.148,0.136,0.0,0.0,0.68,,0.162,1.0,1.0,1.0,1.0,1.0,,1.0,0.66,0.558,0.358,0.136,0.85,,0.716,,,,,,,,0.174,0.178,0.0,0.0,0.692,,0.226
CCL5,TNFRSF4,0.002,0.046,0.008,0.018,0.006,,0.0,0.18,0.516,0.452,0.558,0.12,,0.438,0.0,0.004,0.0,0.0,0.002,,0.0,0.992,1.0,1.0,1.0,0.548,,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,,,,0.0,0.174,0.014,0.11,0.018,,0.028
IL6,KDR,0.894,0.34,0.794,0.184,0.904,,0.976,0.0,0.0,0.0,0.0,0.0,,0.0,0.006,0.0,0.0,0.0,0.224,,0.002,1.0,1.0,1.0,1.0,1.0,,1.0,0.254,0.112,0.19,0.054,0.394,,0.352,0.05,0.038,0.046,0.034,0.052,,0.052,0.124,0.004,0.004,0.0,0.412,,0.264
IFNG,CXCL12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.942,0.0,0.0,1.0,0.036,,0.0,,,,,,,,,,,,,,
DCN,VEGFA,1.0,1.0,1.0,1.0,1.0,,1.0,0.776,0.856,0.602,0.008,0.736,,0.852,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,,1.0,0.728,0.784,0.598,0.062,0.75,,0.806,0.906,0.92,0.894,0.79,0.908,,0.918,0.0,0.0,0.0,0.0,0.0,,0.0
IL1B,CXCL10,,0.1,0.14,0.212,0.0,,0.082,,0.064,0.076,0.102,0.0,,0.058,,0.164,0.378,0.676,0.0,,0.228,,0.228,0.712,0.982,0.002,,0.49,,0.168,0.256,0.298,0.004,,0.21,,,,,,,,,0.248,0.58,0.834,0.0,,0.46
XCL1,CCR6,0.676,0.55,0.012,0.864,0.214,,0.006,,,,,,,,,,,,,,,,,,,,,,0.204,0.246,0.018,0.17,0.116,,0.024,,,,,,,,0.644,0.53,0.0,0.87,0.206,,0.002
THBS4,ITGA6,1.0,0.402,1.0,1.0,1.0,,1.0,0.996,0.046,0.982,0.992,1.0,,0.988,0.0,0.0,0.0,0.0,0.004,,0.0,1.0,0.002,1.0,1.0,1.0,,1.0,0.962,0.098,0.91,0.95,1.0,,0.904,0.128,0.054,0.11,0.118,0.156,,0.11,0.0,0.0,0.0,0.0,0.3,,0.0
TNF,CDH11,,,,,,,,,,,,,,,1.0,0.992,0.0,1.0,0.178,,0.786,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IL6,CCR7,0.096,0.446,0.574,0.7,0.146,,0.652,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,,1.0,0.036,0.102,0.13,0.152,0.048,,0.138,0.034,0.036,0.038,0.046,0.03,,0.04,0.0,0.0,0.0,0.0,0.0,,0.0
CXCL3,CCR7,,,,,,,,0.004,0.146,0.182,0.412,0.028,,0.282,0.0,0.21,0.386,0.97,0.04,,0.618,0.0,0.232,0.448,1.0,0.046,,0.688,0.014,0.188,0.238,0.382,0.056,,0.316,,,,,,,,0.0,0.194,0.22,0.788,0.036,,0.42
IFNG,CXCL10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.052,0.048,0.072,0.0,,0.038,,,,,,,,,,,,,,
S100A8,MMP1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FGF7,SFTPA2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADIPOQ,CXCL12,0.954,0.0,0.0,1.0,0.044,,0.0,0.984,0.0,0.0,1.0,0.062,,0.0,0.924,0.0,0.0,1.0,0.034,,0.0,,,,,,,,0.974,0.0,0.0,1.0,0.068,,0.0,,,,,,,,0.932,0.0,0.0,1.0,0.034,,0.0
SAA1,F3,0.866,0.14,0.0,0.14,0.138,,0.002,0.954,0.336,0.024,0.552,0.274,,0.1,0.938,0.112,0.0,0.038,0.132,,0.0,1.0,0.846,0.144,1.0,0.702,,0.858,0.976,0.562,0.232,0.742,0.508,,0.382,,,,,,,,0.968,0.18,0.0,0.138,0.166,,0.0
IL6,CXCL12,0.954,0.0,0.0,1.0,0.058,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.36,0.0,0.0,1.0,0.006,,0.0,1.0,0.0,0.0,1.0,0.322,,0.076,0.488,0.0,0.0,0.978,0.034,,0.0,0.06,0.002,0.012,0.086,0.02,,0.022,0.59,0.0,0.0,1.0,0.012,,0.0
CCL21,CXCR6,0.0,0.0,,,0.0,,0.0,0.0,0.0,,,0.0,,0.0,0.0,0.0,,,0.0,,0.0,1.0,1.0,,,1.0,,1.0,0.104,0.128,,,0.068,,0.154,,,,,,,,0.0,0.0,,,0.0,,0.0
CCL14,CXCR6,0.0,0.0,,,0.0,,0.0,0.0,0.0,,,0.0,,0.0,0.02,0.09,,,0.006,,0.172,1.0,1.0,,,1.0,,1.0,0.156,0.176,,,0.086,,0.206,0.096,0.108,,,0.084,,0.112,0.0,0.0,,,0.0,,0.0
CCL11,CCR7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.004,0.1,0.094,0.154,0.032,,0.112,,,,,,,,,,,,,,
CXCL12,CCR7,0.794,0.918,0.972,0.984,0.754,,0.972,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,,1.0,0.02,0.036,0.05,0.06,0.024,,0.054,,,,,,,,0.0,0.0,0.0,0.0,0.0,,0.0
CCL17,CCR7,0.992,1.0,1.0,1.0,0.988,,1.0,0.646,0.82,0.872,0.904,0.664,,0.88,0.0,0.0,0.0,0.0,0.0,,0.0,0.966,1.0,1.0,1.0,0.846,,1.0,0.102,0.202,0.234,0.288,0.116,,0.256,,,,,,,,0.002,0.066,0.078,0.202,0.02,,0.118
CCL3L1,CXCR6,0.446,0.65,,,0.052,,0.804,0.398,0.528,,,0.098,,0.646,0.0,0.014,,,0.002,,0.004,0.004,0.18,,,0.004,,0.494,0.066,0.106,,,0.018,,0.126,,,,,,,,0.242,0.57,,,0.016,,0.862
CXCL6,CCR6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.35,0.338,0.018,0.108,0.14,,0.016,,,,,,,,,,,,,,
IL1A,C3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IL6,CSF1,0.758,0.108,0.072,0.944,0.646,,0.128,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.078,,0.0,1.0,0.922,1.0,1.0,1.0,,1.0,0.194,0.04,0.04,0.28,0.234,,0.05,0.046,0.034,0.03,0.05,0.046,,0.032,0.038,0.0,0.0,0.03,0.174,,0.0
IL6,GZMB,0.358,0.51,0.526,,0.01,,0.51,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,,0.0,,0.0,1.0,1.0,1.0,,0.922,,1.0,0.102,0.122,0.118,,0.022,,0.12,0.036,0.038,0.04,,0.028,,0.038,0.0,0.0,0.0,,0.0,,0.0
IL1A,MMP9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAA1,PTGS2,0.028,0.01,0.0,0.158,0.572,,0.0,0.23,0.052,0.106,0.564,0.76,,0.06,0.016,0.002,0.0,0.05,0.602,,0.0,0.936,0.298,0.94,1.0,1.0,,0.696,0.472,0.214,0.374,0.758,0.848,,0.338,,,,,,,,0.038,0.01,0.0,0.174,0.686,,0.0
FGFR4,PLAU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TNF,PLAU,,,,,,,,,,,,,,,0.998,0.86,0.632,0.0,0.996,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CSF2,CSF1,,,,,,,,,,,,,,,,,,,,,,0.702,0.038,0.0,1.0,0.584,,0.0,,,,,,,,,,,,,,,,,,,,,
CXCL5,CCR4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VWF,ITGA6,0.0,0.0,0.0,0.0,0.02,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.202,0.0,0.006,0.02,0.856,,0.012,1.0,0.05,1.0,1.0,1.0,,1.0,0.484,0.014,0.362,0.392,0.728,,0.358,0.51,0.336,0.49,0.5,0.584,,0.484,0.004,0.0,0.0,0.0,0.294,,0.0
CXCL8,CCR4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IL2,PRF1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RELN,ITGA6,,,,,,,,0.802,0.0,0.212,0.458,0.992,,0.248,0.972,0.0,0.562,0.966,1.0,,0.536,0.944,0.0,0.39,0.946,1.0,,0.41,0.902,0.0,0.444,0.644,1.0,,0.452,,,,,,,,0.698,0.0,0.022,0.048,0.99,,0.042
FGF7,VEGFA,1.0,0.998,1.0,0.0,0.978,,1.0,0.996,0.984,0.92,0.0,0.904,,1.0,0.996,0.974,0.952,0.0,0.862,,1.0,1.0,1.0,1.0,0.0,1.0,,1.0,0.996,0.99,0.93,0.006,0.938,,1.0,,,,,,,,0.988,0.978,0.922,0.0,0.87,,1.0
CCL2,PTGS2,0.914,0.584,0.866,0.994,0.984,,0.816,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.146,,0.0,1.0,1.0,1.0,1.0,1.0,,1.0,0.064,0.014,0.04,0.114,0.22,,0.028,,,,,,,,0.0,0.0,0.0,0.0,0.002,,0.0
NR0B2,TNF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CXCL13,CCR4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IL13,VEGFA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S100A9,MMP1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IL2,CES1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CXCL3,CCR6,,,,,,,,0.498,0.462,0.052,0.496,0.218,,0.03,0.836,0.676,0.004,0.988,0.27,,0.012,0.876,0.698,0.008,1.0,0.274,,0.014,0.456,0.47,0.128,0.426,0.226,,0.114,,,,,,,,0.688,0.586,0.006,0.924,0.208,,0.01
CXCL11,CCR4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TNF,MMP9,,,,,,,,,,,,,,,0.0,0.454,0.412,0.754,0.012,,0.266,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CXCL9,CXCR6,0.0,0.04,,,0.002,,0.034,,,,,,,,0.0,0.066,,,0.004,,0.104,0.006,0.172,,,0.004,,0.534,0.0,0.0,,,0.0,,0.002,,,,,,,,,,,,,,
CXCL10,CCR4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IL10,F3,1.0,0.406,0.0,0.998,0.34,,0.032,,,,,,,,,,,,,,,,,,,,,,1.0,0.356,0.0,0.922,0.3,,0.034,,,,,,,,,,,,,,
OSM,PLAT,1.0,0.0,0.0,0.978,0.984,,0.676,0.994,0.0,0.0,0.496,0.946,,0.294,1.0,0.0,0.0,0.678,0.964,,0.266,1.0,0.0,0.0,1.0,0.994,,0.834,0.986,0.0,0.01,0.378,0.934,,0.256,,,,,,,,1.0,0.0,0.0,0.978,0.988,,0.602
CCL23,KDR,0.738,0.07,0.422,0.0,0.818,,0.986,0.0,0.0,0.0,0.0,0.014,,0.0,0.966,0.162,0.964,0.0,0.912,,1.0,0.998,0.324,1.0,0.0,0.96,,1.0,0.956,0.294,0.914,0.16,0.926,,1.0,,,,,,,,0.986,0.266,0.998,0.0,0.944,,1.0
IFNG,HSP90AA1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.888,0.012,0.0,0.98,,1.0,,,,,,,,,,,,,,
CCL19,CCR4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XCL2,CCR6,0.318,0.326,0.0,0.234,0.14,,0.0,,,,,,,,0.736,0.592,0.0,0.964,0.23,,0.002,,,,,,,,0.002,0.016,0.0,0.0,0.004,,0.0,,,,,,,,,,,,,,
IL2,TNFRSF4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CXCL5,CCR7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAA1,HMOX1,,,0.0,0.042,0.008,,0.008,,,0.106,0.382,0.058,,0.238,,,0.0,0.0,0.002,,0.0,,,1.0,1.0,0.284,,1.0,,,0.396,0.608,0.244,,0.514,,,,,,,,,,0.0,0.016,0.006,,0.004
IFNG,IL17A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCL20,CCR7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.004,0.148,0.164,0.234,0.036,,0.188,,,,,,,,,,,,,,
CXCL5,CXCR6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCL15,CCR4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCL15,CXCR6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.008,0.018,,,0.002,,0.04,,,,,,,,,,,,,,
CCL19,CXCR6,0.0,0.0,,,0.0,,0.0,0.0,0.0,,,0.0,,0.0,0.0,0.0,,,0.0,,0.0,1.0,1.0,,,1.0,,1.0,0.0,0.002,,,0.0,,0.008,,,,,,,,0.0,0.0,,,0.0,,0.0
IL6,DCN,1.0,0.254,0.0,1.0,0.334,0.85,0.0,0.0,0.0,0.0,0.0,0.0,0.314,0.0,1.0,0.036,0.0,1.0,0.122,0.818,0.0,1.0,0.648,0.0,1.0,0.606,0.894,0.0,1.0,0.102,0.0,1.0,0.202,0.82,0.0,0.232,0.026,0.0,0.268,0.032,0.456,0.002,1.0,0.056,0.0,1.0,0.156,0.826,0.0
CXCL13,CXCR6,0.0,0.002,,,0.002,,0.0,,,,,,,,,,,,,,,,,,,,,,0.052,0.104,,,0.008,,0.148,,,,,,,,,,,,,,
IL2,TNFRSF18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCL18,CCR4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADIPOQ,F3,1.0,0.348,0.0,0.83,0.304,,0.022,1.0,0.588,0.042,0.994,0.476,,0.248,0.998,0.25,0.0,0.598,0.232,,0.002,,,,,,,,1.0,0.568,0.084,0.972,0.474,,0.27,,,,,,,,0.998,0.282,0.0,0.672,0.25,,0.002
CCL11,CCR6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.392,0.376,0.03,0.188,0.162,,0.036,,,,,,,,,,,,,,
IFNG,MMP13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCL23,CXCR6,0.0,0.014,,,0.002,,0.012,0.0,0.0,,,0.0,,0.0,0.004,0.088,,,0.002,,0.162,0.044,0.396,,,0.012,,0.978,0.228,0.354,,,0.052,,0.518,,,,,,,,0.03,0.304,,,0.008,,0.76
CSF2,HDC,,,,,,,,,,,,,,,,,,,,,,0.13,0.274,0.004,,,,0.006,,,,,,,,,,,,,,,,,,,,,
TNF,VCAM1,,,,,,,,,,,,,,,0.036,0.0,0.0,1.0,0.976,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM,LDLR,1.0,0.0,0.076,0.982,0.634,,0.088,0.956,0.0,0.032,0.454,0.476,,0.02,0.986,0.0,0.0,0.59,0.48,,0.0,1.0,0.0,0.102,1.0,0.702,,0.122,0.914,0.002,0.042,0.352,0.476,,0.044,,,,,,,,1.0,0.0,0.022,0.986,0.618,,0.038
CSF3,MPL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IL11,LIFR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IL6,LIFR,0.246,0.0,0.622,0.962,0.896,,0.048,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.31,,0.0,1.0,0.0,1.0,1.0,1.0,,1.0,0.072,0.0,0.144,0.314,0.42,,0.03,0.038,0.002,0.046,0.05,0.06,,0.032,0.0,0.0,0.0,0.122,0.47,,0.0
OSM,IL13RA2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LEP,MPL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IL11,IL13RA2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IL6,IL13RA2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IL13,LIFR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GAS1,PTCH1,1.0,0.994,0.992,0.998,0.712,,0.978,0.906,0.756,0.584,0.628,0.338,,0.55,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,1.0,1.0,1.0,0.844,,1.0,0.696,0.59,0.42,0.46,0.286,,0.386,,,,,,,,0.344,0.164,0.002,0.0,0.03,,0.0
LEP,KDR,,,,,,,,,,,,,,,0.932,0.12,0.886,0.0,0.888,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GDF15,TTN,,,,,,,1.0,,,,,,,0.994,,,,,,,0.27,,,,,,,0.0,,,,,,,0.986,,,,,,,,,,,,,,1.0
S100A8,MDM2,,,,,,,,0.478,0.896,0.092,0.0,0.666,,0.976,0.984,1.0,0.982,0.0,0.94,,1.0,0.996,1.0,1.0,0.0,0.962,,1.0,0.934,0.992,0.792,0.0,0.914,,1.0,,,,,,,,0.99,1.0,0.994,0.0,0.954,,1.0
VEGFA,MDM2,1.0,1.0,1.0,0.998,1.0,,1.0,1.0,1.0,1.0,0.986,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,0.0,0.128,0.0,0.0,0.134,,0.0,1.0,1.0,0.998,0.902,1.0,,1.0,,,,,,,,1.0,1.0,1.0,1.0,1.0,,1.0
SHH,MDM2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CSF3,ACE,0.986,0.206,0.074,0.318,0.7,,0.784,0.0,0.0,0.0,0.0,0.0,,0.0,0.998,0.142,0.0,0.078,0.638,,0.778,1.0,0.84,0.998,1.0,0.996,,1.0,0.98,0.468,0.406,0.61,0.798,,0.836,,,,,,,,0.73,0.018,0.0,0.0,0.292,,0.064
NTS,GRIA1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IFNG,GRIA1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TNF,GRIA1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VCAM1,CDH5,0.086,0.0,0.14,0.128,0.86,,0.142,0.0,0.0,0.0,0.0,0.0,,0.0,0.02,0.0,0.004,0.0,0.828,,0.022,0.96,0.0,1.0,1.0,1.0,,1.0,0.908,0.006,0.986,0.992,1.0,,0.986,,,,,,,,0.02,0.0,0.014,0.01,0.83,,0.036
TNF,CDH5,,,,,,,,,,,,,,,0.214,0.0,0.536,0.604,0.978,,0.522,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IL1B,CDH5,0.164,0.0,0.4,0.372,0.968,,0.414,0.094,0.0,0.174,0.154,0.932,,0.192,0.272,0.0,0.678,0.774,0.98,,0.616,0.316,0.0,0.796,0.924,0.992,,0.742,0.202,0.0,0.348,0.344,0.932,,0.37,,,,,,,,0.308,0.0,0.748,0.872,0.988,,0.738
ANGPT2,CDH5,0.326,0.0,0.774,0.848,0.99,,0.724,0.334,0.0,0.678,0.692,0.986,,0.666,0.128,0.0,0.226,0.138,0.952,,0.274,0.354,0.0,0.852,0.952,0.994,,0.794,,,,,,,,,,,,,,,0.33,0.0,0.788,0.884,0.986,,0.756
