sample_id	stage	n_spots	HT13_pseudobulk_mean	HT13_breadth_frac	CXCL13_mean_log1p	CD79A_mean_log1p	HLA_DRA_mean_log1p	DM1_like_mean	RAI_8_mean	Epithelial_mean	TLS_coverage_pct	n_TLS_spots	LR_CXCL13_CCR6_rho	LR_CXCL13_CCR7_rho	LR_CD79A_MS4A1_rho	MoranI_HT13_z	MoranI_HT13_z_p	MoranI_CXCL13	MoranI_CXCL13_p	MoranI_TLS_like	MoranI_TLS_p	HT_axis_class	DM_surrogate
GSM7980869_LPTC-2	LPTC	4071	0.5963740930646264	0.22328666175386883	0.006697432603687048	0.07897815108299255	2.127403497695923	2.0263529521002965e-08	-2.0263529521002965e-08	1.9677878881907418e-08	0.09825595676737901	4	-0.5654354873670451	-0.6419237445957908	-0.6131801085691613	0.30632495083494754	0.01	-0.0029758985026578535	0.29			HIGH_HT	DM1_like
GSM7980868_LPTC-1	LPTC	1520	0.578309416027668	0.3888157894736842	0.001836727955378592	0.005509214475750923	1.9596258401870728	3.301783735309982e-08	-3.301783735309982e-08	4.6428880295934505e-08	0.0	0	-0.3820553114541168			0.38961626791107695	0.01	-0.0011794912382143746	0.47			HIGH_HT	DM1_like
GSM7980870_LPTC-3	LPTC	3336	0.5532157470633348	0.18375299760191846	0.0031744793523103	0.012310265563428402	1.9942576885223389	8.576208188060264e-09	-8.576208188060264e-09	1.1434943658628072e-08	0.0	0	-0.27953437516096796	-0.6509234199975438	-0.5596544027735085	0.2184811515466146	0.01	-0.0014818584761593606	0.43			HIGH_HT	DM1_like
GSM7980871_LPTC-4	LPTC	4707	0.33843110385127007	0.13023157000212449	0.001236277399584651	0.03666646406054497	1.2176661491394043	-5.8756226550826796e-09	5.8756226550826796e-09	7.5370053309598e-08	0.08497981729339282	4	-0.489404421549227	-0.4546670392158597	-0.44411252844134774	0.328916919578202	0.01	-0.0015450398440846175	0.02			LOW_HT	DM2_like
GSM7980864_PTC-1	PTC	2262	0.6116961765891085	0.2917771883289125	0.06339695304632187	0.26226741075515747	2.2106568813323975	-1.0540166961447994e-08	1.0540166961447994e-08	3.0777286497141176e-08	2.8735632183908044	65	-0.7366441102702718	-0.6492794050734156	-0.09813653229001876	0.6121167306104036	0.01	0.2656607631254945	0.01	0.427052040661508	0.01	HIGH_HT	DM2_like
GSM7980865_PTC-2	PTC	4947	0.48930866066187334	0.22215484131797048	0.0005319308838807046	0.036859750747680664	1.4931548833847046	2.891674677485412e-09	-2.891674677485412e-09	7.711132354870642e-08	0.0	0	-0.2865789077164509	-0.028252257347845124	-0.5271466921654172	0.3262334179891506	0.01	-0.0003826019013318663	0.45			LOW_HT	DM1_like
GSM7980866_PTC-3	PTC	4516	0.3967268702153188	0.1379539415411869	0.004509699996560812	0.033743735402822495	1.3299413919448853	-6.588715706357107e-08	6.588715706357107e-08	-1.6049435558329606e-08	0.24357838795394152	11	-0.6730247977177016	-0.8545151130503034	-0.6872685819962665	0.4440394034549462	0.01	0.03854654608562594	0.01	0.08865233915178423	0.01	LOW_HT	DM2_like
GSM7980867_PTC-4	PTC	4498	0.2535153637962559	0.026678523788350377	0.000971888774074614	0.004493636079132557	0.9308322072029114	-1.9081968005707495e-08	1.9081968005707495e-08	-1.3569398937818278e-08	0.0	0	-0.35322620068215616		-0.7498396840983395	0.21689544851164178	0.01	-0.0003553468423212182	0.45			LOW_HT	DM2_like
