classifier	dial_gene	dial_pathway	auc_post_gene	auc_post_pathway
GradientBoosting	0.3338102038599273	0.0	0.1661897961400727	0.917803730340508
LogReg_elasticnet	0.4921737083676591	0.0	0.0078262916323408	0.9582095555380243
LogReg_l2	0.4939978816052724	0.0	0.0060021183947275	0.9642024593036715
RandomForest	0.3234998422196845	0.0	0.1765001577803154	0.9767270801459338
XGBoost	0.0132894350559409	0.0	0.4867105649440591	0.9048285626342588
