gene	beta_subtype	pvalue_naive	fdr_naive	pvalue_LMM	fdr_LMM	status
BMP4	1.0759750597998274	1.8745507414804216e-13	1.1523877509100952e-12	6.501882874157293e-13	2.0297241022343262e-12	same
PTPN13	0.2204036969979725	0.0012473775766929603	0.0026041285525949067	0.02775160662806555	0.03866921499498219	same
EPS8	0.6810585200776982	1.0556662159222172e-09	4.6031957089631565e-09	2.0368715993376097e-13	6.641972606535684e-13	same
CACNA1I	-0.4369219805528834	0.10873551861858918	0.13457366165666979	0.003668510998492694	0.00565546402645328	gained_with_LMM
KLHL36	-0.0984582751077985	0.08823879248778269	0.11181638509568338	0.0351322213126903	0.04812633056532918	gained_with_LMM
ABCA3	-0.2504594156932856	0.47124916879238626	0.5124130142722576	5.2774292246804535e-05	9.554790388679154e-05	gained_with_LMM
ARCN1	0.12478023880781164	0.0021512569935506097	0.004251496034684999	0.0017482013555493653	0.002789683014174519	same
FLOT2	-0.10235146791705417	0.08477318498735927	0.10799131845523474	0.0035773838641775624	0.005523495415611265	gained_with_LMM
IKZF2	0.08502320453421691	0.013052109408078444	0.020695733733739605	0.36551223154818313	0.4164590560746485	lost_with_LMM
CDC37	-0.1072094299794263	0.09284176790310936	0.11697828799215794	0.006581523978097205	0.009873288893021751	gained_with_LMM
DCAF7	-0.04015760007665322	0.03938145616296514	0.05444440944188728	0.37434845011731666	0.42555716193707843	same
SAMD4A	0.5224782942972311	4.933607488907523e-07	1.7230293907709626e-06	2.6363396264183716e-07	5.727023084181835e-07	same
OAZ1	-0.11013703059355133	0.0990244695912643	0.12388382350867093	0.011037114772828689	0.016136132708813873	gained_with_LMM
LSM14A	0.011304208308215345	0.016119428793213954	0.024991362470099154	0.7421951002153978	0.7768964761501024	lost_with_LMM
CENPB	0.05740660106741921	0.007637092897749271	0.01315228398005041	0.13900098373124467	0.17203092045946122	lost_with_LMM
RHOBTB3	0.08909612361293381	0.009211248957827283	0.015335042660089815	0.2840822240043487	0.3307127171179845	lost_with_LMM
PLEKHB2	-0.03596133361846998	0.04300419224161319	0.058882965187055936	0.5386522374878575	0.5889055074575702	same
KIF1A	-1.787449213705915	2.852317763700789e-34	9.949945687328334e-33	1.2553023694367663e-39	1.776371277504858e-38	same
MEF2D	-0.014809783816163546	0.025685368989608375	0.03726117358260402	0.7127112269027351	0.7515408368042901	lost_with_LMM
MYL12A	0.27475192915451835	6.987027714596321e-05	0.00018484200303164872	2.832422596802687e-13	9.097717120351243e-13	same
ARHGEF17	0.1311277533220659	0.0023229363550143468	0.004536985068387396	0.015177645734343248	0.02188031581116278	same
SCD	1.3973423079666454	1.5628579583036327e-24	2.5903723065806067e-23	5.255377530372535e-31	4.745473781080641e-30	same
HES1	-1.0073314435570144	5.969176784158903e-05	0.0001603180873095498	1.2357474030247368e-38	1.6699289230064012e-37	same
HGSNAT	0.1858971764634845	0.0006490575449918165	0.0014509483122022724	5.264485728642756e-05	9.537111827251371e-05	same
RGS16	-1.1783819185031785	2.5642905590457045e-08	1.005604140802237e-07	1.5911851210639802e-24	9.88313739791292e-24	same
ROR2	-0.054401913935103394	0.9319253215711892	0.9419424396639106	0.7421266430467021	0.7768964761501024	same
ATF4	0.016226170079538707	0.0206816758319109	0.03103446362377655	0.7948647064710934	0.8234095716206078	lost_with_LMM
KIAA1109	-0.299059972635687	0.7285655788425859	0.7576071877045955	7.62882243678022e-05	0.00013655410089702063	gained_with_LMM
SMARCC2	0.31491534047033964	5.7828194978390146e-05	0.00015545213703868318	2.5333699293751343e-05	4.7176348777935464e-05	same
ZER1	-0.0342246826228526	0.032699963284533846	0.04614293972417758	0.31318304214849346	0.3616432357372904	lost_with_LMM
YY1	-0.2816829961408966	0.5056812880406104	0.5448410282012844	5.628215859251819e-19	2.5699615795670405e-18	gained_with_LMM
RRAGD	-0.4297788287623469	0.2698154921508725	0.30533627931068186	0.0011309012981921844	0.0018438608122698659	gained_with_LMM
MAGED1	-0.029890823821371686	0.03447569440347956	0.04819528574577758	0.5261062427922829	0.5764494990419462	lost_with_LMM
PENK	-0.19780057593303046	0.02212059932455634	0.03279063168273186	0.18136199556168597	0.21912444087195246	lost_with_LMM
TMEM127	0.14671154781520956	0.001228510671388963	0.002571899521400481	2.3732550864778796e-07	5.170490384483397e-07	same
PARP4	0.876971513237818	9.273454536905043e-14	5.856918654887396e-13	1.2897544980028867e-29	1.0838273092461233e-28	same
PAPOLA	-0.13930947535590096	0.13299756026457965	0.16075450475170788	0.00012278479698078543	0.00021591699351838	gained_with_LMM
MAP2K2	-0.09902629287027524	0.08895489074230306	0.11245877464260817	0.03737260567869615	0.050893244228819086	same
TNFRSF1A	0.4903364267142838	1.503960005731745e-07	5.52249696107128e-07	1.8892206045458388e-27	1.378993142004262e-26	same
COL16A1	0.8394169697119812	5.727929145903405e-13	3.3627764065969115e-12	7.1344582863381e-27	5.0718897770176064e-26	same
FRAS1	0.49973052706860394	2.813443640772806e-05	7.888159740484503e-05	0.0004802923177977422	0.0008099364549708975	same
COX7A1	-0.8434444598567488	2.506590867190465e-06	7.991256749810196e-06	1.5900393929496e-07	3.5100207349880797e-07	same
ANXA6	-0.5523986434223791	0.2718748853357468	0.3074348496069507	2.025490075598943e-17	8.267306431016094e-17	gained_with_LMM
PLOD1	-0.4664169067135787	0.636726800404929	0.6707094105389	1.3327743154950603e-27	9.799811143346032e-27	gained_with_LMM
CEBPD	-0.18092493944679958	0.543560037209023	0.5805197976600459	0.12904639685033018	0.16090573173357878	same
CNOT1	0.15411541221032918	0.007329292031464648	0.012709754967857772	0.1722563257623032	0.20921820942789862	lost_with_LMM
FSTL3	1.6611742155140063	1.5807710446209237e-35	6.323084178483694e-34	1.6303177620421863e-63	7.192578361950823e-62	same
EIF3E	0.06807569955024556	0.006102412650852958	0.010751356189357856	0.052585305002098244	0.06986532994078598	lost_with_LMM
ACAA2	0.37338970028715035	1.6835202215139653e-05	4.837701785959671e-05	6.856882115937213e-06	1.3436085139001724e-05	same
SETX	-0.10620014122776063	0.12497552803486735	0.15216176302946513	0.13500100210985175	0.16756433857242667	same
TNFAIP2	0.7100017510561261	4.583517709232135e-09	1.8992476695713266e-08	6.364678585012764e-09	1.5612457690137605e-08	same
GPRC5B	0.6077265488286369	7.1065357012756345e-09	2.9045786244995782e-08	3.901602241257502e-16	1.4797480055338188e-15	same
TMEM259	-0.053389500414884335	0.046320129923935874	0.06269703537210293	0.2151810602350347	0.257291024593505	same
MXRA7	-0.3666923798330792	0.9802628466979603	0.9835413177571508	1.4871153900208045e-08	3.5605316600657726e-08	gained_with_LMM
DSC2	1.870692175693094	1.7198021055545128e-44	1.779105626435703e-42	4.183279637337109e-81	4.482085325718331e-79	same
KPNB1	0.0013070306734965268	0.018943719372838442	0.028760707549855935	0.969760712661209	0.9775813635697671	lost_with_LMM
HNRNPD	0.0565964608456065	0.007161874915424023	0.012433810617055596	0.055267997714733764	0.07317034119338098	lost_with_LMM
KIF5A	-0.8337614070828464	6.464483971267283e-08	2.445580316998972e-07	2.1602204542212547e-07	4.720073825683732e-07	same
SPIN1	0.04741371006812357	0.011569657493731655	0.01864069413598011	0.41275622496251774	0.4651647914679013	lost_with_LMM
FRMD4B	-0.8188152577498636	0.003557061161493597	0.006669489677800494	2.515902121902671e-19	1.1683755984068131e-18	same
PSG1	1.0385286990167233	1.7540631674437563e-08	7.006910122944432e-08	1.9752799391298412e-11	5.6652388311563324e-11	same
CTNNAL1	0.7168507459580554	1.0089283672355649e-10	4.81205898522527e-10	1.2021031617701278e-22	6.722777373937151e-22	same
SERPINH1	0.2920040438990102	7.24178359020622e-05	0.00019107608417430662	1.3813086245615798e-06	2.834422622219384e-06	same
RAC1	0.18599764395753277	0.0005258146002019557	0.0011995770346812677	1.902391684499217e-12	5.782345545590325e-12	same
ANKLE2	0.5465371574229008	2.032445716672475e-08	8.09472900059366e-08	1.7973580402773091e-47	3.4787574973109208e-46	same
PRKCD	0.12357580477884805	0.0021422707564021093	0.004244922238577495	0.0005329364958818302	0.0008961936589941091	same
PTGS2	1.6075573449901044	2.5816025776524774e-26	4.870948259721655e-25	9.95376151055104e-29	7.837607488622866e-28	same
TRIM8	0.31408060874231797	2.4771741016890495e-05	6.997666953923868e-05	6.750789343584514e-22	3.603624204760417e-21	same
CDON	-1.5601049566229097	1.4503961241210129e-19	1.4552469472786081e-18	2.2551036502491777e-27	1.642065764744547e-26	same
THNSL2	-0.2629102025467347	0.9637846071034981	0.9702529601713068	0.03559176090469741	0.048622624186745095	gained_with_LMM
TENM4	0.6752939993879067	2.478130816499946e-07	8.88218930645142e-07	3.432190072888606e-06	6.878136418614441e-06	same
PRDX6	0.13219401725798685	0.0018130415960113384	0.0036602454831992028	0.00024140202663569258	0.0004162103907511941	same
KDELR2	-0.02600682806074293	0.029172459538560336	0.04177440506715084	0.4674138836292252	0.5189643415572449	lost_with_LMM
ILVBL	-0.3836444722041263	0.986515473841678	0.9891532157503456	4.946531905862919e-12	1.4634709780659526e-11	gained_with_LMM
BNC2	1.4357932960378414	6.904464925363634e-19	6.5756808812986995e-18	5.838947169605066e-21	2.948963216972255e-20	same
JAK3	1.9101551705266884	3.430916879849558e-42	2.781824497175317e-40	7.287074903777332e-56	2.0056169459937608e-54	same
DRAP1	0.05706228549380588	0.010721956786089053	0.01750080583879124	0.3686044665289865	0.41942939629899206	lost_with_LMM
RBPMS	0.3748828090890616	5.518404383467097e-06	1.6910330082125934e-05	1.036529680214378e-18	4.6067985787305686e-18	same
CCL5	0.9561119836476355	1.9873778482102367e-10	9.229308892617198e-10	1.0324583995108505e-09	2.6495938396343468e-09	same
TCF25	0.11773414509977152	0.002450729840953691	0.004749476435956765	0.0014015625883055777	0.002259370104737632	same
SERINC3	-0.05207265350854891	0.04381442096727959	0.059801302503111366	0.18625321996814748	0.22485298185289432	same
AOX1	-0.3549307347534755	0.01493295925891986	0.0232842400087108	0.03335439820014525	0.04587684234712859	same
KIF5B	0.11528145510291482	0.003043365007708125	0.005793207501982472	0.021693750893833436	0.030727692484183333	same
DSG2	0.5790054316448927	2.0789886664441065e-08	8.260882118320954e-08	2.2132009323086992e-15	8.018843957640214e-15	same
WASL	0.1937976855869689	0.0005579751835372147	0.0012681254171300334	1.5360733647023092e-05	2.9221433697570878e-05	same
PPARD	-0.1826995425437793	0.21207732557260794	0.24442258037565265	2.4463492249483047e-06	4.952123937142317e-06	gained_with_LMM
AP1M2	0.03128539190767612	0.01426154404913187	0.022353517318388513	0.560245904635422	0.6072029313245181	lost_with_LMM
EIF3D	0.4309117763551269	1.186028954707754e-06	3.949042024554119e-06	2.9621292922894764e-20	1.4544006345120178e-19	same
TIPARP	1.19912173191714	3.8649339647907695e-20	4.111631877436989e-19	2.0584969299240973e-32	1.9856883568399654e-31	same
CORO1B	-0.016312949254851553	0.025832112075174635	0.03743784358720961	0.6766609803131187	0.7175620151782808	lost_with_LMM
OPCML	0.693945672383988	0.0008580815359283756	0.0018653946433225556	1.0565650913804923e-05	2.0370792250266563e-05	same
STT3A	-0.2660729962773906	0.45702889161984095	0.49821463476000105	4.033397069636873e-10	1.0660961417542396e-09	gained_with_LMM
DDAH2	0.4215478887760728	2.033840550415683e-06	6.553728948707893e-06	2.1625273260137265e-13	7.028799542839848e-13	same
USF2	-0.05562351224445928	0.046630737312352365	0.06307133090038643	0.17832150018103632	0.21579850768177047	same
PFKL	0.13288017634016136	0.001845526770302679	0.0037208201014166916	0.0004405191666510144	0.000743701463113699	same
MAVS	-0.10533481097155294	0.08798322134806057	0.11155945225874121	0.006358368859904767	0.009551881111524437	gained_with_LMM
SRSF3	0.024076753355752444	0.01330698249330162	0.021055352046363322	0.5099527854149897	0.5614159105486125	lost_with_LMM
ASH1L	0.16379635426387923	0.0022419053873910587	0.004404529248312492	0.04561587745601046	0.061284206165710425	lost_with_LMM
APLNR	0.23041527756439653	0.004378470143039843	0.008028979479901912	0.08076271985011753	0.10452465899497523	lost_with_LMM
TRAC	1.3686376090518724	4.254330030578683e-18	3.8098477885779245e-17	6.283626949518934e-19	2.860528201601943e-18	same
GLYR1	-0.08714336943324189	0.06964607671248944	0.09050426650168497	0.023454451024113306	0.03309659128520222	gained_with_LMM
SLC1A5	1.4527637713830512	3.485326934511e-25	6.04391953961445e-24	8.629986724290426e-31	7.705345289545024e-30	same
CCAR2	0.057239132195934676	0.007088826341801092	0.01232125088377942	0.046028695794015785	0.06178348428726951	lost_with_LMM
FXYD5	0.5711942870820129	3.484442529565576e-07	1.2327037250821613e-06	9.981618449703907e-07	2.075180550873993e-06	same
SPAG9	-0.14952155628929192	0.18063743363066942	0.21127185219961336	0.017938965236357202	0.025627093194796006	gained_with_LMM
TRIM58	-1.6194275994192728	4.316998967495056e-19	4.191261133490345e-18	4.5645406596582554e-34	4.855894318785378e-33	same
CXCL8	1.3713805158451788	3.212811642584986e-17	2.6848008155306287e-16	1.1210874857843992e-18	4.960564096391147e-18	same
ID3	-0.7314267112590167	0.011386989619675002	0.01837551093034593	3.1495373939898045e-11	8.888628581344697e-11	same
DUSP2	1.6642077886159878	5.817432131467888e-26	1.0641644142929063e-24	8.081671193164728e-30	6.907411276209169e-29	same
ITPK1	0.43768626286538875	1.5112616701689942e-06	4.960377473202388e-06	2.896935127730648e-12	8.716956251947786e-12	same
TM9SF2	-0.02490467501377723	0.03275983663531959	0.04620569342076106	0.6222034137145509	0.6659330150351954	lost_with_LMM
TPMT	-0.8300276673792284	0.006811899110888757	0.011881219379457136	2.450495441195239e-40	3.586090889554008e-39	same
UBE2D3	-0.04928535237466155	0.038570332052845005	0.05342151253856649	0.0722390008533049	0.09410204192788307	same
FGFR2	0.04412424479536956	0.028364705648367836	0.0408517124076349	0.6585793757546381	0.7008235312799234	lost_with_LMM
AOC1	-0.5694465622471439	0.00022340572227150878	0.000539193215458187	0.0006158236180251829	0.0010286586047191253	same
TINAGL1	0.5771931809838453	2.5922178871779348e-08	1.0125851121788809e-07	1.0026390041033391e-14	3.5387258968353143e-14	same
SYT13	-0.6551293318610762	0.00018937523654782165	0.0004618908208483455	8.894435272489058e-05	0.00015845193478305922	same
TAX1BP1	0.11661035102439382	0.0026039951910263115	0.005023784934455907	0.0029664997341910873	0.0046472580692288575	same
SIK1	0.31110831647200216	0.4516492680653139	0.4927082924348879	0.04065635787449996	0.05508991581910564	same
MYO6	0.5542627187639284	5.7976299230363754e-08	2.2016316163429272e-07	1.3815154781310363e-13	4.574554563347802e-13	same
SEMA3F	0.0028211838921645433	0.03551090450829976	0.049550099313906644	0.9728726633643078	0.9797307788160199	lost_with_LMM
CIC	0.28846653765344943	6.470601653384373e-05	0.00017239613641343798	1.1811180655933188e-09	3.0130562897788745e-09	same
HDGF	0.3221984858700792	2.0769207069141257e-05	5.934059162611787e-05	4.751579333196022e-29	3.8319188170935657e-28	same
MKNK2	-0.10355587725385046	0.09232261013384081	0.11647091270038791	0.03312920744373606	0.04561157518641955	gained_with_LMM
CWH43	-1.03341833181015	7.610359255771202e-11	3.682431897953807e-10	1.356397054470746e-10	3.6825259397395816e-10	same
DAG1	0.4049290901780232	2.6342913452466066e-06	8.336365016603185e-06	4.169308528788912e-20	2.0338090384336157e-19	same
MAP3K5	1.4928749978658011	2.6105898407753635e-29	6.367292294574058e-28	1.4617718935774764e-61	5.770152211490039e-60	same
NEU1	-0.4104692724334539	0.8612005939443198	0.878776116269714	1.495876482177371e-11	4.319181372985672e-11	gained_with_LMM
IL6	0.8069259076129959	6.372254124965651e-05	0.0001702294067221456	3.157485780904814e-07	6.829457348748697e-07	same
AMFR	-0.008968343278287829	0.023482350364383803	0.03454980436152595	0.8285828710007681	0.8542091453616166	lost_with_LMM
ARPP19	0.11852857882302933	0.002461149734709955	0.0047665908354615006	0.0013635439590170642	0.0022016317960447756	same
PAX9	-0.2781295439406961	0.06866748866723331	0.08952736462481527	0.10160560444578093	0.12894112239312303	same
BCL2	-1.0684610525050056	5.9363134665192445e-06	1.8080142537622062e-05	1.8732350918948486e-24	1.1587021186978445e-23	same
IKZF3	1.3711401971565904	2.545357050289694e-22	3.277283755737803e-21	4.967013288073052e-26	3.3485482840941925e-25	same
PHGDH	-0.6170612710032463	0.04814731267098712	0.06506393604187448	4.50752695893818e-07	9.652091989160985e-07	gained_with_LMM
FBXO7	0.3349670734522232	2.507624903422683e-05	7.070370968297038e-05	1.0067983935277143e-08	2.4456641138325043e-08	same
TNFRSF21	1.7628362953490715	1.7662920564696645e-37	8.410914554617451e-36	2.233336893882436e-58	7.052642822786641e-57	same
SORL1	0.7679330444288548	1.8767073415220088e-10	8.76966047440191e-10	1.503374402807994e-12	4.606867424335018e-12	same
RAC2	1.797882342606233	7.742451414874076e-36	3.2260214228641983e-34	2.818630992903806e-44	4.8319388449779526e-43	same
NAV2	0.5391060859974761	1.7334208396254153e-07	6.318666487091429e-07	6.475729224128652e-10	1.6893206671639962e-09	same
PPP1R15A	0.19090574402064975	0.002194452957626147	0.0043226256552058055	0.053488636732713805	0.07097121194079674	lost_with_LMM
KHDRBS1	0.15337239170632683	0.0011075460786245156	0.0023431863440575083	2.609770497308794e-09	6.508155853637889e-09	same
AKAP12	-0.2872208446704241	0.7635151268166049	0.7903883300378933	0.03971377179396171	0.053910097457866575	same
ALCAM	0.2462127371671753	0.00024424725106292794	0.0005852569913648433	7.566605173414662e-05	0.00013560224325115882	same
ETV4	0.3808215818380224	9.164261878741114e-05	0.0002362876530958676	0.0015808614794243167	0.002532079251613962	same
ENSA	-0.16574604641265694	0.16766270097075917	0.19740506393731455	1.500974938615111e-07	3.318293895243429e-07	gained_with_LMM
TPR	0.16877311729839403	0.0013754246002196226	0.0028437448660640022	0.008919171077078562	0.013200549201398957	same
POLDIP3	0.3345270881906064	2.2055899644984087e-05	6.271819804260878e-05	7.656370314427667e-11	2.1130736838346824e-10	same
DPT	0.4528907308394549	0.03028350294134605	0.04313889307884052	0.006588723692496146	0.009873288893021751	same
SMAD3	0.3358313198020538	2.9212111340557218e-05	8.167412303976854e-05	2.3239413189824084e-07	5.066732526851181e-07	same
CCT7	0.08899821855402663	0.004062851512085098	0.007528316833407281	0.0030606839164772867	0.004784810708406389	same
SEMA3E	0.536453575260977	0.0006573895435630476	0.0014673873740246599	0.0014242599371203574	0.0022947259996568595	same
STAT2	0.4755161556615932	3.6214491605510757e-07	1.2781585272533208e-06	7.386826284239951e-22	3.911644451395142e-21	same
EMILIN2	0.7409111440772048	3.564528664627006e-10	1.617789106487295e-09	5.483013186080707e-13	1.7224125191876567e-12	same
STEAP4	0.8692621811266632	6.158368441607398e-12	3.293245155939785e-11	5.559629903884687e-14	1.8824931954462821e-13	same
TGFB1	0.21640992161852235	0.0008553892054931314	0.0018608902222475665	0.0111754329932077	0.016330394047551437	same
PDIA6	-0.5462024847779505	0.23088819136391436	0.26417413199532536	5.0457849130048304e-09	1.2438253688590379e-08	gained_with_LMM
ORAI2	-0.1366786875575095	0.13838879806710436	0.16619951729436072	0.007869609848372108	0.011687539378770458	gained_with_LMM
PTBP1	0.037753218419916475	0.009794428513608568	0.016144662385069068	0.1433877323951047	0.177094770352126	lost_with_LMM
NUDC	-0.13265089113520373	0.12480167782775976	0.15201178785354416	0.0026450381775222328	0.004156686502130276	gained_with_LMM
NID2	0.3830249190747464	0.00019258727547569258	0.0004689625214505501	0.003921854502886548	0.006021292825058673	same
SLCO4C1	-0.6125294766900621	0.000709326159459831	0.0015683323745953892	0.00027775785266072437	0.00047615631884695604	same
USP34	0.24949397818625554	0.002032199098407997	0.004075265571673791	0.045446484381257486	0.0610839843834106	lost_with_LMM
LRRN3	0.3744377426251381	0.00610318653015881	0.010751356189357856	0.023948427978610395	0.03369853843144052	same
OLFML2A	0.4741051459012494	1.872765462951962e-06	6.054198694887808e-06	4.927335278467841e-07	1.0528494184760342e-06	same
PHF3	0.15859401561381403	0.001520335546956504	0.0031112104517668775	0.006774073888075746	0.010135771403604608	same
AKAP9	0.2140751445406507	0.0007855460331491411	0.0017252109073553612	0.007712322607561338	0.011476670546966277	same
HADHA	-0.2804910771057671	0.4747293554486136	0.5158232764744081	1.3117527542903496e-18	5.795667544729085e-18	gained_with_LMM
UST	-1.22828404205428	5.031738036743791e-08	1.9205107010472487e-07	1.5970499083119678e-34	1.717257965926847e-33	same
ABAT	-0.702719798511	0.03317606599649248	0.04661742294589108	1.0692483136655897e-13	3.5602052619276014e-13	same
BMP1	0.5541979009967177	4.486435533871885e-08	1.7233427146754997e-07	7.119526468562924e-18	3.0040196069885755e-17	same
ARID1A	-0.0900576544561828	0.08639593813390435	0.10973235156719435	0.13355275053577556	0.16597276371471695	same
AAK1	-0.5921438949381617	0.20398992330675558	0.23628176444797946	7.611445298008917e-18	3.202571654141199e-17	gained_with_LMM
F3	0.2002593312854442	0.011342800023205394	0.018324394221656534	0.15380649672340055	0.18895147017616776	lost_with_LMM
GNL1	0.1572151749590936	0.0012264029490274997	0.0025692799211469966	0.0001944315772034293	0.0003375548215337314	same
SLC38A1	-0.3387016773874032	0.9296699294486233	0.9409614670532624	0.001383904879455093	0.0022333053460813763	gained_with_LMM
MAG	0.766742054688442	1.581563230376175e-06	5.179792239223281e-06	4.030498131694398e-06	8.050262579948865e-06	same
ABR	0.5541392661872799	5.0189675542957755e-08	1.9180767723423345e-07	1.381855619678408e-16	5.362958420485413e-16	same
PCBP2	-0.07957011898087796	0.06043693548358282	0.07980229157163224	0.022198148741212974	0.031397664414728396	gained_with_LMM
MORF4L1	0.2689806020769001	9.337810894408448e-05	0.00024004655255548707	5.4300949611104485e-14	1.8407101563086266e-13	same
SLC22A17	-0.3859292344681782	0.7759028803064668	0.8021049761955205	8.705813834271399e-05	0.00015518384731321567	gained_with_LMM
PDAP1	-0.03801776768045687	0.033507206115687686	0.04697271885376778	0.24042554442242525	0.2841909508539306	lost_with_LMM
GTF3C1	-0.7256552011737325	0.04608437756336921	0.06244495604792576	4.7987528540500685e-36	5.60165702807401e-35	gained_with_LMM
MICAL2	1.4980381438572001	3.0950377981497397e-28	6.877861773666087e-27	4.289671502263316e-48	8.814393497801335e-47	same
PDS5A	0.127002312179909	0.0023190656792061613	0.004532375920272628	0.0045614123736810895	0.006956907534846604	same
IPO5	0.1963718006238493	0.0005915901537423152	0.001333411315722724	5.227152389503054e-05	9.480929364273981e-05	same
EDNRB	-0.9774358242907244	7.294848716980754e-06	2.199451874466559e-05	3.831333113184806e-12	1.1414100635108658e-11	same
TOP2B	0.23534285861069998	0.0002566579250066606	0.0006115756751548703	2.7837455278000482e-06	5.608620942511849e-06	same
NYNRIN	0.15478182688358272	0.006870849476038402	0.01197012103839443	0.1689556981341147	0.2056255961064276	lost_with_LMM
GFPT1	-0.21160037340212914	0.34840984866512775	0.38669239585474774	0.003710508196819773	0.005708474148953497	gained_with_LMM
ARHGDIB	0.06318650308785248	0.01591234902649266	0.024708616500765	0.47792341449568887	0.5300444523057548	lost_with_LMM
TOB2	-0.02506655941712232	0.0347915820455487	0.04861021418507035	0.6587741194031279	0.7008235312799234	lost_with_LMM
BRINP1	1.6873025259729593	5.587271581062485e-26	1.028332192833586e-24	2.1135176785173822e-29	1.746708825220977e-28	same
LRP5	0.04461956488323491	0.012207794777161633	0.019522059878190244	0.44575124525142407	0.4980460840798034	lost_with_LMM
MRC1	1.7166930237887736	2.2387611350108351e-29	5.550647442175624e-28	8.813031630176518e-33	8.725773891263879e-32	same
PFKFB2	-0.9371710607299066	0.00036427716442305984	0.000848471656264891	2.580565850056216e-21	1.3301885825032041e-20	same
SMG5	0.15627514105513443	0.0012242816360027785	0.0025666281677207093	7.749757354269902e-05	0.00013863608862736855	same
LPL	0.29674906376779225	0.007775851530999721	0.013307218820878017	0.060375093436667186	0.07958052737697784	lost_with_LMM
PPP2CB	0.18108655162357867	0.0007797303767629877	0.0017136931357428302	4.582021905953982e-05	8.346123690262263e-05	same
WASF2	0.2543039339352419	0.00014719603964025215	0.0003655530785767851	1.2936962757286972e-09	3.294642467899908e-09	same
PODXL	-0.4668775381256694	0.46573881293699354	0.5066049451816463	1.3811184449794443e-06	2.834422622219384e-06	gained_with_LMM
MGAT1	-0.30565498141380604	0.5775117088508868	0.6135039399974009	8.33336289780311e-15	2.955093226171316e-14	gained_with_LMM
COX7C	-0.28839030237919	0.5414590818447372	0.5786880105216287	2.498057799451796e-08	5.863985444722526e-08	gained_with_LMM
GNB2	0.07007813080523906	0.006551954390380988	0.011474526077725023	0.10624902920320622	0.13449244202937496	lost_with_LMM
ZFAND5	0.09299308673507403	0.004504350818878439	0.008239666132094705	0.04477009739642466	0.060282895955688504	lost_with_LMM
GRB2	0.12178734791449028	0.0021815008579852105	0.0043041879972375895	1.2881963054277844e-05	2.464661298650098e-05	same
XIAP	0.06828147863706205	0.006807233889713714	0.011879989336324108	0.12050306156846681	0.15119581125278145	lost_with_LMM
NCSTN	0.18030804358381766	0.000771347112702196	0.001696511244946179	1.8860042190425835e-05	3.556261883801226e-05	same
SUN1	0.09171404533677749	0.00475853343375753	0.008662378823587736	0.06044988264275456	0.07964411415382683	lost_with_LMM
SEC62	-0.49536414839808934	0.5735401505637878	0.6097166731719927	1.6762481220559899e-28	1.3027835145512875e-27	gained_with_LMM
RAB2A	-0.07905357346883855	0.05744246765996676	0.07623144727826417	0.005346533775407062	0.008104902135533696	gained_with_LMM
RAB14	0.17555488071648187	0.0008314321100456281	0.0018140336946450067	1.1960155093764927e-05	2.297084845153315e-05	same
NOX5	-0.6017498576540236	6.332513872157133e-05	0.00016931855273147415	0.0002991636471960488	0.0005113908499077757	same
PRDX3	-0.20522565163592923	0.2578316264744751	0.2924366273812572	1.067048103006871e-06	2.2137927448275332e-06	gained_with_LMM
WDR6	-0.08314132103835559	0.07051496207928085	0.09141957054357933	0.09372997090275997	0.11935055717668927	same
ACTN1	0.8657189555329451	2.982933517261977e-13	1.8005634913050162e-12	3.20810173262234e-36	3.7594942179168043e-35	same
CTDSP1	-0.15274343245931035	0.14534063959659954	0.17350653354150364	1.734117426629309e-05	3.2801716771046196e-05	gained_with_LMM
LIMK1	0.3213009050084086	3.729945546859837e-05	0.00010332259132575725	1.0959842131827337e-08	2.651574709313065e-08	same
EPHB3	1.9584580265555136	4.392301699189193e-42	3.467606604623047e-40	2.879593995733543e-55	7.853438170182389e-54	same
SLC1A1	-1.0166693476967321	6.045234458966571e-07	2.084563606540197e-06	2.1805436488429885e-11	6.230124710979967e-11	same
MLF2	-0.14433381389409636	0.131786297843079	0.15954757608120942	3.594640341144229e-05	6.607794744750421e-05	gained_with_LMM
CD34	-0.5453621827154076	0.23139719210326165	0.26455471658147295	3.0688474914446727e-08	7.170204419263254e-08	gained_with_LMM
GALE	1.030550508574761	4.11772598006299e-15	2.866166575449877e-14	6.85960039588638e-20	3.287348432533409e-19	same
PEG10	1.1975065642032918	1.9239810271805664e-17	1.6258994595892108e-16	2.5744048283028803e-19	1.1936962109596044e-18	same
CAPRIN1	0.29104061875280635	6.327213681747934e-05	0.00016931855273147415	1.9048326972168576e-11	5.468419226459878e-11	same
OMD	0.8824138366897192	2.074976665338697e-06	6.679109437785506e-06	1.0101589943152845e-07	2.2751328700794698e-07	same
MT2A	-0.6172037343586724	0.0723528742496716	0.0936808902671622	7.610557349749965e-08	1.7244465293995388e-07	gained_with_LMM
YME1L1	0.009703372455223978	0.01847520089547183	0.02814172014548554	0.8363251937649567	0.8598271354677417	lost_with_LMM
EFCAB14	0.03216876233781014	0.01296343812048468	0.020598683454159977	0.49537711278912366	0.5467738551756331	lost_with_LMM
HNRNPF	0.36236233130014733	8.715323440393197e-06	2.6067767020119232e-05	8.02491594145418e-27	5.691429745712184e-26	same
SCG5	0.036913018658829705	0.21879475363531037	0.2515846151421737	0.8139999152203596	0.8414636213468796	same
