Name	Adipogenesis	Allograft Rejection	Androgen Response	Angiogenesis	Apical Junction	Apical Surface	Apoptosis	Bile Acid Metabolism	Cholesterol Homeostasis	Coagulation	Complement	DNA Repair	E2F Targets	Epithelial Mesenchymal Transition	Estrogen Response Early	Estrogen Response Late	Fatty Acid Metabolism	G2-M Checkpoint	Glycolysis	Hedgehog Signaling	Hypoxia	IL-2/STAT5 Signaling	IL-6/JAK/STAT3 Signaling	Inflammatory Response	Interferon Alpha Response	Interferon Gamma Response	KRAS Signaling Dn	KRAS Signaling Up	Mitotic Spindle	Myc Targets V1	Myc Targets V2	Myogenesis	Notch Signaling	Oxidative Phosphorylation	PI3K/AKT/mTOR  Signaling	Pancreas Beta Cells	Pperoxisome	Protein Secretion	Reactive Oxygen Species Pathway	Spermatogenesis	TGF-beta Signaling	TNF-alpha Signaling via NF-kB	UV Response Dn	UV Response Up	Unfolded Protein Response	Wnt-beta Catenin Signaling	Xenobiotic Metabolism	heme Metabolism	mTORC1 Signaling	p53 Pathway
TCGA-DJ-A2Q6-01A	0.3267226584867774	0.04366751231475795	0.42900947124859223	0.4002315619413686	0.32552084722186003	0.14305496168456472	0.3834361010674839	0.053039831545179605	0.22327491890003762	0.2661347931902186	0.21027641505386702	0.22077470447981637	0.12097598436421493	0.452972032080666	0.2422835951528612	0.18713729879281193	0.22799437710906006	0.16709941526045588	0.2622041522303154	0.21736244952967534	0.2858295747225628	0.2272076529683648	0.11741599310368538	0.043450317113031114	0.22330917896422503	0.1921720316237046	-0.29396895363600406	0.11599594434693414	0.34666324451072156	0.492994756901489	0.1469969993741949	0.14330603373966622	0.3396812272661777	0.3296470787310603	0.3175739396755044	-0.12909754839231583	0.2298619594308532	0.545703381608992	0.3984995745451225	-0.22836568236559193	0.5906995103322373	0.2619107589510602	0.3931159453631665	0.23716255795412255	0.35331773937483707	0.25427404925715286	0.09197495750916833	0.2277870902232459	0.33846570081108396	0.28348972764655267
TCGA-DJ-A2QA-01A	0.3719536691590761	0.0003797842396589956	0.3311828669118653	0.31784402203858486	0.2970712100492803	0.16934031046939563	0.3722346974731755	0.07065465916593666	0.30686939637190463	0.2545435235129896	0.16661717125448022	0.3209255550117706	0.10239892982254571	0.35230909297073343	0.226608340467253	0.2337688306827775	0.27234559991663454	0.1250730696031435	0.29229089756510085	0.1604183971882662	0.2698643176926863	0.2084676414744059	0.07276879872772676	-0.01334227398880078	0.25881561956223126	0.1634438694296733	-0.25011544444755435	0.07936803340448428	0.24603280629894034	0.5390935296101302	0.24301241131653922	0.19349941726477912	0.34740830820054674	0.49808119759091507	0.2784040709131439	-0.11765710416994245	0.275620177185055	0.4240709945252407	0.49194566989303123	-0.23581859792797824	0.4829338190673088	0.2250071837744902	0.29000515620748335	0.2906898588378888	0.3746775880559439	0.26284091116651326	0.11600645548513124	0.2106117462477976	0.34982875322582774	0.32581683578475074
TCGA-EL-A3GR-01A	0.3170259208079992	0.054288857129720175	0.43691401328889745	0.4224070287634811	0.3338959770959744	0.17384438406073482	0.42087931089797825	0.0640336415129402	0.26980427078994934	0.274011831498607	0.22582079293245277	0.20051665694548576	0.09547604731386893	0.44391515959954236	0.28985939063254007	0.23990384822352548	0.20357285787265017	0.15100473446979915	0.2637041271905206	0.228168843566825	0.3214797239267713	0.2736452868821471	0.15326110905499954	0.10674251240161986	0.18002685604847926	0.1973233319734215	-0.2669582213291645	0.15743294831286056	0.35780460524052315	0.46187013205172417	0.11159436757670076	0.1499134520425709	0.32925241824021906	0.3031401417172275	0.31203430040001895	-0.12041917108120119	0.21000628720640888	0.543909564183091	0.38949177366731536	-0.24806873730277612	0.6508053997854548	0.41518578227423447	0.43672419496469567	0.24426229410123357	0.3460121979199288	0.2464731971925109	0.1101905718946723	0.23295793423039915	0.32633666494431385	0.345921451122681
TCGA-EL-A3T7-01A	0.3417955358373605	0.02946280536670864	0.39926223406476097	0.291014783609569	0.3248926895856026	0.16252951582906836	0.3908947490279258	0.07902558054223223	0.302036589662222	0.27144611397131707	0.1994873960914595	0.23969609221845128	0.10792426431845363	0.37124126960182285	0.277958468883317	0.256179614936626	0.2474873381738811	0.1457194825683887	0.2865067660155346	0.1820080115426855	0.29445171663448344	0.23152867005841712	0.12357937904185574	0.06133443774444049	0.23058482378430836	0.1904505084256219	-0.24542735605533816	0.10490997735107521	0.32074600775743634	0.49782178789661974	0.17316201103393053	0.12994441944824772	0.2903960991494229	0.3500761417949007	0.2950309511375423	-0.17939009729418182	0.2447722976725958	0.5337465657720952	0.4315263001853678	-0.22108574195204794	0.5825867406801285	0.334386679560696	0.35670121224747875	0.26493133703120775	0.3603320208771908	0.2431435688294438	0.127207291778166	0.22614314720501566	0.35373265719036867	0.3417526998746391
TCGA-EL-A3T7-11A	0.34750510553421127	-0.0795241010068637	0.41130503300868326	0.20829342077807206	0.24739304015266522	0.17204448940004316	0.3349078119819125	0.11753282028823796	0.2393861310278685	0.1487393356614416	0.0965825643574806	0.2319884677726537	0.08664004118170769	0.26242511815088465	0.2598133411447784	0.1862217375720863	0.2705881997897126	0.13041618281272108	0.2288925208369684	0.17714932502262004	0.273192051181703	0.16812977715769176	0.017661298272370864	-0.0689012935233873	0.1253412696805713	0.0697769686084025	-0.2586857011739117	0.030946838042080115	0.3190973155091666	0.4724547798185328	0.11641344931554942	0.13867190037052052	0.294488284983325	0.40073808093647045	0.29294149247768286	-0.13638222111102968	0.23378615191678082	0.5299116641802099	0.45764605910683837	-0.2106568054519118	0.5267433332674605	0.2306666179060766	0.39052385310763965	0.2330135834323781	0.3799489540320561	0.22028639524878518	0.09598749446071296	0.25249551155066974	0.31637555147943064	0.2425241440040974
TCGA-FE-A230-01A	0.29577578112657593	0.13621495142637172	0.4177742572971244	0.2196432535583412	0.33028895818042847	0.17224866144873244	0.37832868132446373	0.07114218018735877	0.24535374645118388	0.22114786399550698	0.20362509191465214	0.22888242701755865	0.14527203239817696	0.3085808499086578	0.279078165497468	0.20245588526225647	0.21818876317499025	0.1876951194451898	0.26206600191272056	0.22456734187491822	0.2621644142834277	0.2529406612231502	0.18410754525907144	0.09586829381693841	0.34837784741217687	0.3064298285602131	-0.27992242698168285	0.10303249033361936	0.35607830830835396	0.48929793304360797	0.16849486533844873	0.09142764834396755	0.28894375889117146	0.32836631223769436	0.33202935470583766	-0.10229511740696531	0.21382711459041004	0.5395389321982674	0.4171434406946984	-0.2250958756738579	0.5481506102811748	0.27131319272929794	0.35816973549325054	0.2370386195680789	0.3664531373359737	0.21044521107006414	0.10198722278596367	0.24369876129115037	0.3480681621025634	0.30798851067947147
TCGA-EM-A3FO-01A	0.30558154799247506	0.010390083036534234	0.34613066652348823	0.23893949935257083	0.2935602492426772	0.15811947789484052	0.39687803832846674	0.017673058087778717	0.2927859414095271	0.21899118340498727	0.17992422154203613	0.2790290721643724	0.1337029947266082	0.30606244282447664	0.27284883867472126	0.2533930035173979	0.2105745633493961	0.16394612844498732	0.2773001658880768	0.1757885600498299	0.28426142951271177	0.2291573258493644	0.09018997852015934	0.03352069422004162	0.15940770600495113	0.1291609982122456	-0.2524004269491113	0.08852982757814143	0.2861006893540935	0.5267979922189383	0.1504555747066046	0.10426100478913221	0.3082961337280612	0.4056910761627765	0.30850898857057196	-0.14833770912826966	0.2332156932489477	0.5235154649829838	0.4301597334197126	-0.22464809431188043	0.6047118098854934	0.31289470175426726	0.35297767264770435	0.2782522036062911	0.34456254752120996	0.24680052843416642	0.0956544733740733	0.2142881140398569	0.32826313319432876	0.35942203687066027
TCGA-DJ-A3VB-01A	0.3627305097945857	0.111948979092827	0.38510957710534166	0.33670602138905764	0.31979801023996657	0.1607789017459286	0.41455728961856664	0.07124889574122592	0.28938543468242955	0.26478969037984845	0.2102609874518125	0.28910872551441485	0.12174670049674322	0.3667773994482493	0.2641172306325727	0.24121911507999777	0.272148880711016	0.13872045225683188	0.3007656871711914	0.17459412150320094	0.2992656775168141	0.2694727544590779	0.1604907685632387	0.0828664690160054	0.43641492213788463	0.3252669190709653	-0.27746831734085337	0.1424210315049472	0.27984914562391083	0.535162787534476	0.19384324552916224	0.13517374270925045	0.3108625304674479	0.4487748566780366	0.3137647928205388	-0.10640670723117175	0.2557379203005491	0.5298128306657972	0.4846243819450958	-0.24697428651904074	0.5663187884178505	0.3156460191304117	0.3241634288180939	0.2847305276592782	0.36630303048491425	0.2154130537526244	0.14178082976183684	0.2379406410873714	0.37252138956292735	0.3592538653052247
TCGA-BJ-A28X-01A	0.30108190378744515	0.21407944924781247	0.40626621005694846	0.38342791676189864	0.3472510015896359	0.1769411243532286	0.41436224537985716	0.05520983909670649	0.21827576379561334	0.27205704919408114	0.2688482219612483	0.2260913545811942	0.14669046934577684	0.44107217491087053	0.24103206436232952	0.19708561464478921	0.21978822043523813	0.18537953623741235	0.2553725928221532	0.19702418448438672	0.2747281756805917	0.2852916290483661	0.2291471908060923	0.14560283424011752	0.3590967181101218	0.340852432938901	-0.3087704614329123	0.1727973052692353	0.3475321647911859	0.49706270300204597	0.13259487477850115	0.11268631645817676	0.3180749951229507	0.3390944824651369	0.3375157131349669	-0.12523614465918265	0.22153282450359352	0.532942179071241	0.42927738974840385	-0.24265341859279085	0.5440078210767993	0.27991116684142886	0.3689789940260633	0.2347858456214461	0.35993313257619186	0.24209431680923504	0.10971398440970667	0.23878304025975255	0.356987699455701	0.29466451611294425
TCGA-DJ-A2QB-01A	0.4160282108843567	-0.02845919797678367	0.41696197868795365	0.2715386350406708	0.24484148490483285	0.1725559986348825	0.31856947890926035	0.10986187050783121	0.25701165346846305	0.15224979453102078	0.1289648274602266	0.23950665492944376	0.0957974910071868	0.21506316716037613	0.24929412193320635	0.1830382006173728	0.32191104439380014	0.14784472830716822	0.27245631802868664	0.16181125961537907	0.2774458115803176	0.20988065773927245	0.06027298295241654	-0.04410145237644675	0.08647225211808872	0.04928673096087309	-0.3082478657251043	0.040136162588659936	0.29671344577927056	0.5071410321859059	0.17020848472232378	0.14988783015083157	0.26242306172382723	0.5193523178802733	0.35854451754928235	-0.06836725344003321	0.2514967990031481	0.5540793075103386	0.4766913932654096	-0.19817706300056465	0.5117594088602166	0.15261847228051884	0.32841972071130915	0.2557284639221783	0.4111502998538116	0.22370262012343725	0.14897744867315968	0.27318997086787805	0.40177241715226625	0.27274167574635844
