gene	old_significant	new_padj	new_log2FC	new_significant	in_both	old_only	new_only	is_druggable_target
HIGD1C	False	0.0704106	-0.416808	False	False	False	False	False
HIGD2A	True	9.58943e-07	-0.461052	False	False	True	False	False
HIGD2AP1	False		-0.242045	False	False	False	False	False
HIGD2AP2	False	0.165113	-0.512016	False	False	False	False	False
HIGD2B	False	8.48492e-11	-1.50578	True	False	False	True	False
HIKESHI	False	0.019768	0.135063	False	False	False	False	False
HIKESHIP1	False	0.00227642	-1.18038	True	False	False	True	False
HIKESHIP2	False	0.00739065	0.289421	False	False	False	False	False
HIKESHIP3	False		0.0352201	False	False	False	False	False
HILPDA	False	0.000806174	0.240788	False	False	False	False	False
HINFP	False	0.0694834	-0.0675661	False	False	False	False	False
HINT1	False	1.05939e-05	-0.248904	False	False	False	False	False
HINT1P1	False	0.0549439	-0.502271	False	False	False	False	False
HINT1P2	False		0.0761392	False	False	False	False	False
HINT2	False	0.0082614	-0.335612	False	False	False	False	False
HINT2P1	False	0.614295	0.338972	False	False	False	False	False
HINT3	False	0.08947	0.110024	False	False	False	False	False
HIP1	False	0.0275021	-0.198416	False	False	False	False	False
HIP1R	False	0.000226012	0.185572	False	False	False	False	False
HIPK1	False	0.00104131	-0.254782	False	False	False	False	False
HIPK1-AS1	False	6.30596e-16	-0.972077	False	False	False	False	False
HIPK2	False	1.73182e-10	0.516904	False	False	False	False	False
HIPK3	False	0.403877	0.0647082	False	False	False	False	False
HIPK4	False	3.60812e-05	0.512828	False	False	False	False	False
HIRA	False	0.00279103	-0.299265	False	False	False	False	False
HIRAP1	False	3.95359e-15	4.97026	True	False	False	True	False
HIRIP3	False	0.518417	-0.042284	False	False	False	False	False
HIVEP1	False	1.48225e-14	0.668017	False	False	False	False	False
HIVEP2	True	4.57528e-08	0.409165	False	False	True	False	False
HIVEP3	False	7.8085e-07	-0.326338	False	False	False	False	False
HJURP	False	0.0258663	0.392661	False	False	False	False	False
HJV	False	0.538133	-0.2484	False	False	False	False	False
HK1	True	2.66134e-12	-0.443411	False	False	True	False	False
HK2	False	0.0282377	0.265833	False	False	False	False	False
HK2P1	False	0.826913	0.0681601	False	False	False	False	False
HK3	True	8.2086e-16	1.55049	True	True	False	False	False
HKDC1	False	5.65779e-08	-1.2133	True	False	False	True	False
HLA-A	True	1.26836e-17	1.01661	True	True	False	False	False
HLA-B	True	8.28146e-43	1.73289	True	True	False	False	False
HLA-C	True	2.76256e-33	1.37821	True	True	False	False	False
HLA-DMA	True	4.22482e-17	1.23502	True	True	False	False	False
HLA-DMB	False	0.910718	-0.0163804	False	False	False	False	False
HLA-DOA	False	1.72606e-33	2.50176	True	False	False	True	False
HLA-DOB	True	5.19893e-17	1.76796	True	True	False	False	False
HLA-DPA1	True	1.26897e-31	2.0987	True	True	False	False	False
HLA-DPA2	False		0.272075	False	False	False	False	False
HLA-DPA3	False	0.000127863	1.33898	True	False	False	True	False
HLA-DPB1	True	1.33892e-19	1.47888	True	True	False	False	False
HLA-DPB2	False	1.738e-06	1.28801	True	False	False	True	False
HLA-DQA1	True	1.61106e-22	1.88944	True	True	False	False	False
HLA-DQA2	False	2.94611e-28	2.68932	True	False	False	True	False
HLA-DQB1	True	6.45207e-15	1.47687	True	True	False	False	False
HLA-DQB1-AS1	False	1.82249e-06	0.961132	False	False	False	False	False
HLA-DQB2	True	1.3275e-33	2.55866	True	True	False	False	False
HLA-DRA	False	1.65638e-30	1.89373	True	False	False	True	False
HLA-DRB1	True	6.33515e-23	1.6419	True	True	False	False	False
HLA-DRB5	False	2.35442e-16	1.64224	True	False	False	True	False
HLA-DRB6	True	1.8429e-20	1.80386	True	True	False	False	False
HLA-DRB9	False	2.14506e-11	1.45667	True	False	False	True	False
HLA-E	True	8.77942e-14	0.562848	False	False	True	False	False
HLA-F	True	2.09525e-22	1.30946	True	True	False	False	False
HLA-F-AS1	False	0.579521	0.0759294	False	False	False	False	False
HLA-G	False	1.32882e-58	3.93713	True	False	False	True	False
HLA-H	False	5.87605e-30	1.41114	True	False	False	True	False
HLA-J	False	0.206699	0.190469	False	False	False	False	False
HLA-K	False	0.0461282	0.339267	False	False	False	False	False
HLA-L	False	3.55599e-25	1.53723	True	False	False	True	False
HLA-N	False		0.274113	False	False	False	False	False
HLA-P	False	1.2857e-11	2.74359	True	False	False	True	False
HLA-S	False	1.18263e-05	1.32203	True	False	False	True	False
HLA-T	False	0.140041	-0.290789	False	False	False	False	False
HLA-U	False	1.18286e-10	1.443	True	False	False	True	False
HLA-V	False	3.33924e-07	1.11056	True	False	False	True	False
HLA-W	False	2.72415e-06	0.715337	False	False	False	False	False
HLA-Z	False	0.507831	-0.318068	False	False	False	False	False
HLCS	False	2.32109e-08	-0.29462	False	False	False	False	False
HLCS-IT1	False	0.67197	-0.142214	False	False	False	False	False
HLF	True	2.4106e-27	-2.04903	True	True	False	False	False
HLTF	False	0.0397796	-0.310497	False	False	False	False	False
HLTF-AS1	False		-0.181429	False	False	False	False	False
HLX	True	1.41098e-07	-0.791981	False	False	True	False	False
HLX-AS1	False	0.650403	0.154533	False	False	False	False	False
HM13	False	7.99552e-10	-0.359159	False	False	False	False	False
HM13-AS1	False	4.44689e-26	-1.41279	True	False	False	True	False
HM13-IT1	False	0.011268	-0.330567	False	False	False	False	False
HMBOX1	True	1.10547e-16	-0.421888	False	False	True	False	False
HMBOX1-IT1	False	0.866138	-0.117081	False	False	False	False	False
HMBS	True	4.41999e-50	-0.988198	False	False	True	False	False
HMCES	True	4.4336e-12	0.337387	False	False	True	False	False
HMCN1	False	8.79542e-05	0.713462	False	False	False	False	False
HMCN2	False	0.441775	-0.168015	False	False	False	False	False
HMG20A	False	0.054166	0.175848	False	False	False	False	False
HMG20B	False	0.18057	-0.0977209	False	False	False	False	False
HMGA1	True	1.20302e-38	1.15817	True	True	False	False	False
HMGA1P1	False	1.41868e-06	1.27218	True	False	False	True	False
HMGA1P2	False	0.0752249	-0.283798	False	False	False	False	False
HMGA1P3	False	0.135442	0.238455	False	False	False	False	False
HMGA1P4	False	6.69982e-25	-1.11575	True	False	False	True	False
HMGA1P5	False		0.08344	False	False	False	False	False
HMGA1P6	False		0.0761392	False	False	False	False	False
HMGA1P8	False	0.392382	0.162523	False	False	False	False	False
HMGA2	False	2.34568e-08	1.0738	True	False	False	True	False
HMGA2-AS1	False	4.65561e-05	0.64183	False	False	False	False	False
HMGB1	False	6.65396e-13	0.234859	False	False	False	False	False
HMGB1P1	False	4.79905e-24	-1.24382	True	False	False	True	False
HMGB1P10	False	7.07081e-05	0.419941	False	False	False	False	False
HMGB1P11	False	0.974318	0.0145924	False	False	False	False	False
HMGB1P12	False		0.0968537	False	False	False	False	False
HMGB1P13	False		0.106192	False	False	False	False	False
HMGB1P14	False	0.0485225	-0.267465	False	False	False	False	False
HMGB1P15	False		0.0579725	False	False	False	False	False
HMGB1P16	False	0.919229	0.0715548	False	False	False	False	False
HMGB1P17	False		0.351876	False	False	False	False	False
HMGB1P19	False	0.608474	0.267491	False	False	False	False	False
HMGB1P20	False	0.0897059	0.28826	False	False	False	False	False
HMGB1P21	False	0.737147	0.143959	False	False	False	False	False
HMGB1P23	False	0.100294	-0.995296	False	False	False	False	False
HMGB1P24	False	0.261436	0.255163	False	False	False	False	False
HMGB1P25	False		-0.0523905	False	False	False	False	False
HMGB1P26	False	0.378948	0.394057	False	False	False	False	False
HMGB1P27	False	0.911632	0.0430478	False	False	False	False	False
HMGB1P28	False	0.979542	0.0228254	False	False	False	False	False
HMGB1P29	False	0.0365332	1.0034	True	False	False	True	False
HMGB1P3	False	0.400262	0.280356	False	False	False	False	False
HMGB1P31	False	6.5994e-06	-0.432488	False	False	False	False	False
HMGB1P33	False		-0.412003	False	False	False	False	False
HMGB1P36	False		0.0476151	False	False	False	False	False
HMGB1P37	False	0.112637	0.256132	False	False	False	False	False
HMGB1P38	False		-0.201125	False	False	False	False	False
HMGB1P39	False	0.185332	0.519197	False	False	False	False	False
HMGB1P4	False	0.734194	0.0978512	False	False	False	False	False
HMGB1P40	False	0.343671	0.270124	False	False	False	False	False
HMGB1P41	False	0.983359	0.00557603	False	False	False	False	False
HMGB1P42	False		-0.0119807	False	False	False	False	False
HMGB1P44	False	0.657245	0.409944	False	False	False	False	False
HMGB1P45	False		0.215026	False	False	False	False	False
HMGB1P47	False		-0.231687	False	False	False	False	False
HMGB1P48	False		-0.181939	False	False	False	False	False
HMGB1P49	False	0.99351	-0.0028967	False	False	False	False	False
HMGB1P5	False	1.44675e-05	0.361742	False	False	False	False	False
HMGB1P50	False		0.480406	False	False	False	False	False
HMGB1P51	False	0.185656	-0.537696	False	False	False	False	False
HMGB1P6	False	0.000335786	0.281617	False	False	False	False	False
HMGB1P7	False		0.00312993	False	False	False	False	False
HMGB1P8	False	0.364257	0.142125	False	False	False	False	False
HMGB1P9	False	0.185613	0.593009	False	False	False	False	False
HMGB2	False	6.25344e-05	0.30122	False	False	False	False	False
HMGB2P1	False	0.0612547	0.385323	False	False	False	False	False
HMGB3	False	0.147454	0.152911	False	False	False	False	False
HMGB3P1	False	0.0487946	-0.864168	False	False	False	False	False
HMGB3P10	False	0.234208	-0.234022	False	False	False	False	False
HMGB3P11	False		0.0377675	False	False	False	False	False
HMGB3P13	False		0.00618628	False	False	False	False	False
HMGB3P14	False	0.422722	-0.22555	False	False	False	False	False
HMGB3P17	False		-0.0119808	False	False	False	False	False
HMGB3P18	False		-0.0715765	False	False	False	False	False
HMGB3P19	False		-0.113005	False	False	False	False	False
HMGB3P2	False	0.852917	-0.137285	False	False	False	False	False
HMGB3P20	False		0.156959	False	False	False	False	False
HMGB3P21	False		0.016034	False	False	False	False	False
HMGB3P22	False	0.0794839	-0.23552	False	False	False	False	False
HMGB3P24	False	0.790645	-0.0340956	False	False	False	False	False
HMGB3P26	False		-0.102139	False	False	False	False	False
HMGB3P27	False		0.0471055	False	False	False	False	False
HMGB3P3	False		-0.102139	False	False	False	False	False
HMGB3P30	False		0.0875155	False	False	False	False	False
HMGB3P31	False		0.175126	False	False	False	False	False
HMGB3P32	False	2.03941e-06	1.35181	True	False	False	True	False
HMGB3P4	False	0.803724	0.0695231	False	False	False	False	False
HMGB3P5	False	0.322281	-0.621417	False	False	False	False	False
HMGB3P6	False	0.371586	0.413542	False	False	False	False	False
HMGB3P7	False	0.00328513	1.3342	True	False	False	True	False
HMGB3P9	False	0.456005	-0.275156	False	False	False	False	False
HMGCL	True	1.66983e-05	-0.239471	False	False	True	False	False
HMGCLL1	False	0.053118	-0.381133	False	False	False	False	False
HMGCR	True	4.4483e-15	-0.514642	False	False	True	False	False
HMGCS1	False	0.0172064	-0.212829	False	False	False	False	False
HMGCS2	False	0.00171937	-1.42284	True	False	False	True	False
HMGN1	False	0.153996	0.0584576	False	False	False	False	False
HMGN1P1	False	0.0246817	-0.417149	False	False	False	False	False
HMGN1P10	False		-0.291793	False	False	False	False	False
HMGN1P11	False		0.143036	False	False	False	False	False
HMGN1P12	False	0.988225	0.00839336	False	False	False	False	False
HMGN1P13	False	0.875199	0.121812	False	False	False	False	False
HMGN1P14	False		-0.084481	False	False	False	False	False
HMGN1P15	False	0.774293	-0.187543	False	False	False	False	False
HMGN1P16	False		0.0973633	False	False	False	False	False
HMGN1P17	False	1.60245e-05	1.40058	True	False	False	True	False
HMGN1P2	False	0.477983	-0.346467	False	False	False	False	False
HMGN1P20	False		-0.22184	False	False	False	False	False
HMGN1P24	False	0.735098	-0.116951	False	False	False	False	False
HMGN1P26	False	0.899447	0.0912503	False	False	False	False	False
HMGN1P28	False	0.922895	-0.0418278	False	False	False	False	False
HMGN1P30	False	0.430228	0.283368	False	False	False	False	False
HMGN1P33	False		0.146602	False	False	False	False	False
HMGN1P34	False		0.00771475	False	False	False	False	False
HMGN1P35	False	0.676522	0.084499	False	False	False	False	False
HMGN1P36	False	0.0962774	0.153872	False	False	False	False	False
HMGN1P37	False	0.00547356	0.31141	False	False	False	False	False
HMGN1P38	False	0.0419204	0.29664	False	False	False	False	False
HMGN1P4	False	0.0153815	0.477057	False	False	False	False	False
HMGN1P5	False	0.936026	0.0710454	False	False	False	False	False
HMGN1P7	False	0.00133775	1.11415	True	False	False	True	False
HMGN1P8	False	0.392563	-0.207461	False	False	False	False	False
HMGN1P9	False		-0.0342235	False	False	False	False	False
HMGN2	False	0.00161638	-0.144611	False	False	False	False	False
HMGN2P10	False	0.0900131	-0.440946	False	False	False	False	False
HMGN2P11	False	0.823119	-0.128966	False	False	False	False	False
HMGN2P13	False	0.772109	0.124352	False	False	False	False	False
HMGN2P15	False	0.00253736	-0.345899	False	False	False	False	False
HMGN2P16	False		-0.00315208	False	False	False	False	False
HMGN2P17	False	0.860613	-0.0248015	False	False	False	False	False
HMGN2P18	False	0.146246	-0.364719	False	False	False	False	False
HMGN2P19	False	0.000250098	-0.705046	False	False	False	False	False
HMGN2P2	False	0.659173	-0.227953	False	False	False	False	False
HMGN2P20	False	0.749847	-0.122499	False	False	False	False	False
HMGN2P21	False	0.221479	-0.253676	False	False	False	False	False
HMGN2P22	False	0.921601	-0.0673324	False	False	False	False	False
HMGN2P23	False	0.850028	0.0975324	False	False	False	False	False
HMGN2P24	False	0.425409	-0.293414	False	False	False	False	False
HMGN2P25	False	0.539011	0.207629	False	False	False	False	False
HMGN2P27	False	0.544579	-0.159431	False	False	False	False	False
HMGN2P28	False	0.0854681	-0.276766	False	False	False	False	False
HMGN2P3	False	0.936583	0.0178071	False	False	False	False	False
HMGN2P30	False	0.391979	-0.295611	False	False	False	False	False
HMGN2P31	False	0.40282	-0.207556	False	False	False	False	False
HMGN2P32	False	0.586908	0.283972	False	False	False	False	False
HMGN2P34	False		0.0766486	False	False	False	False	False
HMGN2P35	False	0.895379	-0.0626066	False	False	False	False	False
HMGN2P36	False	0.520875	0.315711	False	False	False	False	False
HMGN2P38	False	0.456523	0.279861	False	False	False	False	False
HMGN2P39	False		0.0875154	False	False	False	False	False
HMGN2P4	False	0.229376	-0.149795	False	False	False	False	False
HMGN2P40	False	0.698353	-0.109323	False	False	False	False	False
HMGN2P41	False	0.984957	-0.00372899	False	False	False	False	False
HMGN2P46	False	5.28852e-09	0.764124	False	False	False	False	False
HMGN2P5	False	0.720003	-0.0474022	False	False	False	False	False
HMGN2P6	False	0.0403397	-0.277597	False	False	False	False	False
HMGN2P7	False	0.43836	-0.175809	False	False	False	False	False
HMGN2P8	False	0.727103	0.0802752	False	False	False	False	False
HMGN2P9	False		-0.134229	False	False	False	False	False
HMGN3	False	0.0453758	-0.138343	False	False	False	False	False
HMGN3-AS1	False	0.00675974	-0.163239	False	False	False	False	False
HMGN3P1	False	0.935074	-0.0308901	False	False	False	False	False
HMGN4	True	4.73617e-16	0.274378	False	False	True	False	False
HMGN5	True	8.67494e-24	-0.794093	False	False	True	False	False
HMGXB3	False	6.43348e-08	0.274221	False	False	False	False	False
HMGXB4	True	1.01525e-18	0.534074	False	False	True	False	False
HMHB1	False	0.728631	0.166673	False	False	False	False	False
HMMR	False	0.00083844	0.4436	False	False	False	False	False
HMMR-AS1	False		-0.123872	False	False	False	False	False
HMOX1	True	0.000142225	0.652543	False	False	True	False	False
HMOX2	False	1.5451e-05	-0.242815	False	False	False	False	False
HMSD	False	1.20301e-20	-1.35285	True	False	False	True	False
HMX1	False	0.685484	0.246777	False	False	False	False	False
HMX2	False		0.0652727	False	False	False	False	False
HMX3	False	0.22182	0.580493	False	False	False	False	False
HNF1A	False	0.991862	-0.00526571	False	False	False	False	False
HNF1A-AS1	False	0.0974769	-0.493824	False	False	False	False	False
HNF1B	False	3.58676e-13	2.15779	True	False	False	True	False
HNF4A	False	0.0724525	-0.968566	False	False	False	False	False
HNF4A-AS1	False		0.00720527	False	False	False	False	False
HNF4G	False	0.95475	-0.0280889	False	False	False	False	False
HNMT	True	1.98025e-27	1.27074	True	True	False	False	False
HNRNPA0	False	6.94657e-13	0.209903	False	False	False	False	False
HNRNPA1	False	2.25425e-18	0.305231	False	False	False	False	False
HNRNPA1L2	False	3.02637e-08	-0.320803	False	False	False	False	False
HNRNPA1P1	False	0.115165	-0.419099	False	False	False	False	False
HNRNPA1P10	False	0.443047	0.105596	False	False	False	False	False
HNRNPA1P11	False	0.159214	0.703339	False	False	False	False	False
HNRNPA1P12	False	0.0121643	0.301057	False	False	False	False	False
HNRNPA1P13	False	0.42303	0.405359	False	False	False	False	False
HNRNPA1P14	False	0.743718	-0.0627045	False	False	False	False	False
HNRNPA1P15	False	4.35759e-24	-1.75505	True	False	False	True	False
HNRNPA1P16	False	0.0954503	-0.155528	False	False	False	False	False
HNRNPA1P17	False		-0.0435619	False	False	False	False	False
HNRNPA1P18	False		-0.0218284	False	False	False	False	False
HNRNPA1P19	False		-0.0564659	False	False	False	False	False
HNRNPA1P2	False	0.50562	0.168061	False	False	False	False	False
HNRNPA1P20	False	0.922799	0.0416083	False	False	False	False	False
HNRNPA1P21	False	4.07951e-16	1.8435	True	False	False	True	False
HNRNPA1P22	False	0.498877	0.184396	False	False	False	False	False
HNRNPA1P23	False	0.168324	0.416924	False	False	False	False	False
HNRNPA1P24	False	0.4438	0.457654	False	False	False	False	False
HNRNPA1P25	False	0.708797	0.100456	False	False	False	False	False
HNRNPA1P26	False	0.0838277	0.36377	False	False	False	False	False
HNRNPA1P27	False	0.00851091	0.629836	False	False	False	False	False
HNRNPA1P28	False	0.941127	0.0192735	False	False	False	False	False
HNRNPA1P29	False		0.166297	False	False	False	False	False
HNRNPA1P3	False	0.992421	-0.00722719	False	False	False	False	False
HNRNPA1P30	False	0.895379	-0.0384127	False	False	False	False	False
HNRNPA1P31	False		0.117568	False	False	False	False	False
HNRNPA1P32	False	0.872116	-0.065051	False	False	False	False	False
HNRNPA1P33	False	7.41872e-07	-1.03305	True	False	False	True	False
HNRNPA1P34	False	0.64348	0.152706	False	False	False	False	False
HNRNPA1P35	False	0.0163863	0.27502	False	False	False	False	False
HNRNPA1P36	False	0.651301	0.0947017	False	False	False	False	False
HNRNPA1P37	False	0.255409	0.341772	False	False	False	False	False
HNRNPA1P38	False	0.244824	0.148619	False	False	False	False	False
HNRNPA1P39	False	0.699698	0.0789348	False	False	False	False	False
HNRNPA1P4	False	0.000699907	0.3824	False	False	False	False	False
HNRNPA1P40	False	0.023886	0.44045	False	False	False	False	False
HNRNPA1P41	False	0.000280862	0.719022	False	False	False	False	False
HNRNPA1P42	False	0.364257	0.316804	False	False	False	False	False
HNRNPA1P43	False	0.505519	0.207689	False	False	False	False	False
HNRNPA1P44	False	0.0294806	0.459147	False	False	False	False	False
HNRNPA1P45	False	0.731962	0.104294	False	False	False	False	False
HNRNPA1P46	False	0.84329	0.105217	False	False	False	False	False
HNRNPA1P47	False	0.826183	-0.0814599	False	False	False	False	False
HNRNPA1P48	False	0.00513502	0.217408	False	False	False	False	False
HNRNPA1P49	False	0.37972	0.173452	False	False	False	False	False
HNRNPA1P5	False	0.521381	-0.230291	False	False	False	False	False
HNRNPA1P50	False	0.503955	0.134148	False	False	False	False	False
HNRNPA1P51	False	0.54735	0.183878	False	False	False	False	False
HNRNPA1P52	False	0.670585	0.09938	False	False	False	False	False
HNRNPA1P53	False	0.480241	-0.145958	False	False	False	False	False
HNRNPA1P54	False	0.617067	-0.110476	False	False	False	False	False
HNRNPA1P55	False	0.119071	0.417781	False	False	False	False	False
HNRNPA1P56	False	0.524033	0.216922	False	False	False	False	False
HNRNPA1P57	False	0.680321	0.118868	False	False	False	False	False
HNRNPA1P58	False	0.54669	0.295506	False	False	False	False	False
HNRNPA1P59	False	0.0567079	-0.303527	False	False	False	False	False
HNRNPA1P6	False	0.46195	0.144949	False	False	False	False	False
HNRNPA1P60	False	0.170618	0.501566	False	False	False	False	False
HNRNPA1P61	False	0.488012	-0.179496	False	False	False	False	False
HNRNPA1P62	False	0.9246	0.031956	False	False	False	False	False
HNRNPA1P63	False	0.27757	0.403974	False	False	False	False	False
HNRNPA1P64	False	0.279846	0.314347	False	False	False	False	False
HNRNPA1P65	False	0.965125	0.0316544	False	False	False	False	False
HNRNPA1P66	False	0.00338005	-0.928919	False	False	False	False	False
HNRNPA1P67	False	0.856644	0.0517963	False	False	False	False	False
HNRNPA1P68	False	0.668964	0.143585	False	False	False	False	False
HNRNPA1P69	False	0.857524	0.0797268	False	False	False	False	False
HNRNPA1P7	False	0.00223513	0.327882	False	False	False	False	False
HNRNPA1P71	False	0.798609	-0.112202	False	False	False	False	False
HNRNPA1P72	False	0.969798	0.0321638	False	False	False	False	False
HNRNPA1P73	False		0.32437	False	False	False	False	False
HNRNPA1P74	False		-0.153925	False	False	False	False	False
HNRNPA1P76	False	0.472588	-0.244579	False	False	False	False	False
HNRNPA1P8	False	0.00447689	0.391983	False	False	False	False	False
HNRNPA1P9	False	0.714244	-0.139617	False	False	False	False	False
HNRNPA2B1	False	0.887952	-0.00552606	False	False	False	False	False
HNRNPA3	False	1.14516e-13	-0.178857	False	False	False	False	False
HNRNPA3P1	False	0.396863	0.172812	False	False	False	False	False
HNRNPA3P10	False	0.0230542	-0.277058	False	False	False	False	False
HNRNPA3P11	False	0.0767385	0.422202	False	False	False	False	False
HNRNPA3P12	False	0.321902	-0.138198	False	False	False	False	False
HNRNPA3P13	False	0.904091	-0.0467172	False	False	False	False	False
HNRNPA3P14	False	0.147018	-0.520873	False	False	False	False	False
HNRNPA3P15	False	0.429708	0.384273	False	False	False	False	False
HNRNPA3P16	False		-0.582981	False	False	False	False	False
HNRNPA3P2	False	0.834472	0.11536	False	False	False	False	False
HNRNPA3P3	False	0.083612	-0.242078	False	False	False	False	False
HNRNPA3P4	False	0.244432	0.434479	False	False	False	False	False
HNRNPA3P5	False	0.631813	-0.061379	False	False	False	False	False
HNRNPA3P6	False	0.207036	-0.130015	False	False	False	False	False
HNRNPA3P7	False	0.861696	-0.0594955	False	False	False	False	False
HNRNPA3P8	False	0.946716	0.0394647	False	False	False	False	False
HNRNPA3P9	False	0.00800082	-0.487226	False	False	False	False	False
HNRNPAB	False	1.19464e-07	0.255301	False	False	False	False	False
HNRNPABP1	False	0.457404	0.268658	False	False	False	False	False
HNRNPC	True	8.4432e-15	0.271164	False	False	True	False	False
HNRNPCL1	False	0.275413	0.340069	False	False	False	False	False
HNRNPCL2	False	0.953603	-0.031507	False	False	False	False	False
HNRNPCL3	False		-0.0647855	False	False	False	False	False
HNRNPCL4	False		-0.0332047	False	False	False	False	False
HNRNPCP10	False		0.242023	False	False	False	False	False
HNRNPCP2	True	2.07546e-05	0.336788	False	False	True	False	False
HNRNPCP3	False	0.159972	0.493474	False	False	False	False	False
HNRNPCP4	False	0.512565	0.130299	False	False	False	False	False
HNRNPCP6	False	0.651149	0.10002	False	False	False	False	False
HNRNPCP7	False	0.00681201	-0.271844	False	False	False	False	False
HNRNPCP8	False	0.293216	-0.21576	False	False	False	False	False
HNRNPCP9	False	0.647628	-0.376178	False	False	False	False	False
HNRNPD	False	0.0112248	0.0796652	False	False	False	False	False
HNRNPDL	True	1.27003e-07	0.169861	False	False	True	False	False
HNRNPDLP2	False		-0.0860092	False	False	False	False	False
HNRNPDLP4	False	0.000241498	-0.897066	False	False	False	False	False
HNRNPDP1	False	0.514216	0.176719	False	False	False	False	False
HNRNPF	True	5.53573e-32	0.426906	False	False	True	False	False
HNRNPFP1	False	0.0328597	-1.10329	True	False	False	True	False
HNRNPH1	False	0.0168462	-0.129233	False	False	False	False	False
HNRNPH1P1	False	0.0124905	-0.475528	False	False	False	False	False
HNRNPH1P2	False		-0.18143	False	False	False	False	False
HNRNPH1P3	False	0.297603	0.493342	False	False	False	False	False
HNRNPH2	False	1.78605e-05	0.146116	False	False	False	False	False
HNRNPH3	False	0.998049	0.00010855	False	False	False	False	False
HNRNPH3P1	False		-0.0415236	False	False	False	False	False
HNRNPK	False	2.04991e-05	0.111538	False	False	False	False	False
HNRNPKP1	False	0.313437	0.101176	False	False	False	False	False
HNRNPKP2	False	0.0193406	0.251587	False	False	False	False	False
HNRNPKP3	False	0.53654	-0.250338	False	False	False	False	False
HNRNPKP4	False	0.664095	0.0597874	False	False	False	False	False
HNRNPKP5	False	0.103498	0.573441	False	False	False	False	False
HNRNPL	False	0.208685	-0.0362246	False	False	False	False	False
HNRNPLL	False	0.944715	-0.00385032	False	False	False	False	False
HNRNPLP1	False	0.220525	0.28344	False	False	False	False	False
HNRNPLP2	False	3.44093e-28	-1.2366	True	False	False	True	False
HNRNPM	False	0.226303	0.064847	False	False	False	False	False
HNRNPMP1	False	0.781579	-0.0717491	False	False	False	False	False
HNRNPR	True	4.52304e-06	0.20022	False	False	True	False	False
HNRNPRP1	False	0.926536	0.0393238	False	False	False	False	False
HNRNPRP2	False		-0.091781	False	False	False	False	False
HNRNPU	False	1.70955e-09	0.180004	False	False	False	False	False
HNRNPUL1	False	1.5313e-10	0.213927	False	False	False	False	False
HNRNPUL2	False	0.00560829	0.139032	False	False	False	False	False
HNRNPUP1	False	0.586602	0.0926183	False	False	False	False	False
HOATZ	False	1.56763e-05	-0.824433	False	False	False	False	False
HOGA1	False	4.16874e-27	-2.15233	True	False	False	True	False
HOMER1	False	2.69757e-06	-0.38201	False	False	False	False	False
HOMER2	False	0.799894	0.0222152	False	False	False	False	False
HOMER2P1	False	0.670193	0.360705	False	False	False	False	False
HOMER2P2	False		0.19584	False	False	False	False	False
HOMER3	False	0.963594	0.00498359	False	False	False	False	False
HOMER3-AS1	False	0.45428	-0.096596	False	False	False	False	False
HOMEZ	False	0.203137	0.0571107	False	False	False	False	False
HOOK1	False	0.700035	-0.0348638	False	False	False	False	False
HOOK2	False	7.06479e-08	-0.348962	False	False	False	False	False
HOOK3	False	5.56607e-10	0.392762	False	False	False	False	False
HOPX	False	0.138143	0.183387	False	False	False	False	False
HORMAD1	False	0.0324587	0.590837	False	False	False	False	False
HORMAD2	False	3.23514e-17	1.76911	True	False	False	True	False
HORMAD2-AS1	False	0.019896	0.805352	False	False	False	False	False
HOTAIR	False	0.518664	0.48461	False	False	False	False	False
HOTAIRM1	False	0.0256583	0.411553	False	False	False	False	False
HOTTIP	False	0.758239	0.249833	False	False	False	False	False
HOXA-AS2	False	0.661807	0.0785345	False	False	False	False	False
HOXA-AS3	False	0.671124	0.205858	False	False	False	False	False
HOXA1	False	4.11867e-05	0.788894	False	False	False	False	False
HOXA10	False	0.168868	0.330025	False	False	False	False	False
HOXA10-AS	False		0.047615	False	False	False	False	False
HOXA11	False	0.000281623	1.06078	True	False	False	True	False
HOXA11-AS	False	0.00462131	1.29629	True	False	False	True	False
HOXA13	False	0.0897266	-0.446762	False	False	False	False	False
HOXA2	False	0.460344	0.144491	False	False	False	False	False
HOXA3	False	0.00240708	0.531539	False	False	False	False	False
HOXA4	False	0.681217	0.111505	False	False	False	False	False
HOXA5	False	0.161981	0.307105	False	False	False	False	False
HOXA6	False	0.80539	0.144441	False	False	False	False	False
HOXA7	False	0.0809307	0.582748	False	False	False	False	False
HOXA9	False	0.81522	0.0778955	False	False	False	False	False
HOXB-AS1	False	0.000239969	0.603252	False	False	False	False	False
HOXB-AS2	False	0.0372879	0.60871	False	False	False	False	False
HOXB-AS3	False	0.0596607	0.559193	False	False	False	False	False
HOXB-AS4	False		0.391267	False	False	False	False	False
HOXB1	False		-0.0342235	False	False	False	False	False
HOXB13	False	0.538716	0.496844	False	False	False	False	False
HOXB2	False	4.91382e-07	0.71168	False	False	False	False	False
HOXB3	False	0.000152335	0.557443	False	False	False	False	False
HOXB4	False	2.51548e-10	0.929967	False	False	False	False	False
HOXB5	False	0.360328	-0.192896	False	False	False	False	False
HOXB6	False	0.266328	0.220105	False	False	False	False	False
HOXB7	False	0.459457	0.154882	False	False	False	False	False
HOXB8	False	0.632765	-0.19852	False	False	False	False	False
