classifier	auc_pre_orig	auc_post_centered	dial_centered	dial_v5p1	delta
LogReg_l2	0.9939978816052724	0.9926738849005531	0.0	0.4939978816052724	0.4939978816052724
LogReg_elasticnet	0.9943509473931976	0.9927621513475344	0.0	0.4921737083676591	0.4921737083676591
RandomForest	0.9956160997999294	0.9503793032317805	0.0	0.3234998422196845	0.3234998422196845
GradientBoosting	0.7498158690785499	0.7449688125220666	0.0	0.3338102038599273	0.3338102038599273
XGBoost	0.7814972996286988	0.8838090237407643	0.0	0.0132894350559409	0.0132894350559409
