task	dataset	feature_set	model	n_samples	median_feature_count	cv_auc	cv_auc_boot_lo	cv_auc_boot_hi	cv_pr_auc	cv_balanced_accuracy	cv_f1	cv_mcc	cv_brier	cv_youden_threshold	wall_seconds	backend
BRAF_like_vs_RAS_like	TCGA-THCA	TierA67_clean	pennylane_VQC (lightning.qubit)	333	16	0.7323775388291518	0.6560157569750725	0.8079375785905638	0.9216150631136637	0.658004778972521	0.6666666666666666	0.23342655874783186	0.2704137140101582	0.3348193682136142	21.013	pennylane_VQC (lightning.qubit)
