feature	importance
SLC5A8	0.17027808296893215
DIO2	0.09611677486580812
DUOX1	0.09319228126190153
SLC5A5	0.09302240908297521
DIO1	0.08141449482214493
NKX2-1	0.0665188926401191
TPO	0.061967231012213714
FOXE1	0.047869657419477525
SLC26A4	0.04356837966875632
PAX8	0.04334586031488383
THRB	0.04209969930886156
GLIS3	0.038188770101428106
DUOX2	0.036081935114145966
TG	0.03442049572165043
TSHR	0.02839185302524681
THRA	0.023523182671454555
