lambda	bio_cv_auc	ident_auc	lodo_mean_auc	top_shap_genes	runtime_sec
0.0	0.916944807479642	1.0	0.9340426166531929	CST6;TACSTD2;DIO1;TPO;SLC34A2;CHI3L1;LAMB3;SERPINA1;KDM5D;COL1A1	44.06
0.1	0.9286392882276063	1.0	0.9460651366586375	CST6;TACSTD2;RPS4Y1;DDX3Y;CHI3L1;DIO1;IL1RL1;LAMB3;TMPRSS6;MT1G	20.47
0.3	0.9136372775711269	1.0	0.9252609931440607	CST6;SLIT1;COL1A1;DDX3Y;PCSK2;IL1RL1;FN1;CXCL14;KDM5D;TACSTD2	39.55
1.0	0.91658540263396	1.0	0.9389796913256745	CST6;CCL21;DIO1;TACSTD2;CTSB;CXCL14;COL1A1;TPO;SEMA3D;IL1RL1	20.49
3.0	0.8865989745651955	1.0	0.9057023507809576	IGHG1;DCSTAMP;DDX3Y;FN1;MT1G;SLC34A2;CRLF1;TACSTD2;TG;CLDN16	16.93
