feature	coef
SLC5A8	0.31768571208422913
DIO2	0.2342735225243089
DUOX1	0.1645216633746274
NKX2-1	0.11229670580267162
DIO1	0.09506233231698652
TG	0.07712512553309582
FOXE1	0.07565022339657809
SLC26A4	0.053617007226621174
DUOX2	0.049032284792020805
TPO	-0.0036963737227879933
THRA	-0.033214351339888336
PAX8	-0.03597807500476237
THRB	-0.06372859268886195
GLIS3	-0.08692518983550059
SLC5A5	-0.15824565866198428
TSHR	-0.2096492555932543
