feature	importance
SLC5A8	0.1102949585586077
TPO	0.09220101974334562
DIO2	0.0847443494521709
SLC26A4	0.08170800865500913
DIO1	0.07934141996491025
DUOX1	0.07644965702681807
TG	0.0673103727692895
DUOX2	0.06379624699287119
SLC5A5	0.054571438029263196
FOXE1	0.04407420958095259
THRB	0.04371088414389526
GLIS3	0.0420610160992912
THRA	0.040477580208509945
NKX2-1	0.040419593323836975
PAX8	0.03993841054180238
TSHR	0.038900834909426224
