task	dataset	feature_set	model	n_samples	median_feature_count	cv_auc	cv_auc_boot_lo	cv_auc_boot_hi	cv_pr_auc	cv_balanced_accuracy	cv_f1	cv_mcc	cv_brier	cv_youden_threshold	cv_balanced_accuracy_at_youden	wall_seconds	backend	final_fit_seconds
BRAF_like_vs_RAS_like	TCGA-THCA	TDS16	MLP_torch	333	16	0.9903756803398379	0.9816888104646045	0.9967588291640137	0.9981647780138366	0.9336917562724014	0.978494623655914	0.8673835125448028	0.030601774682513665	0.9199935793876648	0.9578853046594982	6.578	torch	1.907
BRAF_like_vs_RAS_like	TCGA-THCA	TierA67	MLP_torch	333	66	0.9998672507633082	0.9993972999035681	1.0	0.9999744894705291	0.9982078853046594	0.9982046678635548	0.989090046575439	0.004073298525347733	0.5023458003997803	0.9982078853046594	3.713	torch	0.652
BRAF_like_vs_RAS_like	TCGA-THCA	TierA67_clean	MLP_torch	333	54	1.0	0.9999999999999999	1.0	1.0	0.9982078853046594	0.9982046678635548	0.989090046575439	0.00306049968413191	0.049214694648981094	1.0	3.417	torch	0.804
BRAF_like_vs_RAS_like	TCGA-THCA	variance_top50	MLP_torch	333	50	0.9999336253816541	0.9996554662791988	1.0	0.9999871991807476	0.9982078853046594	0.9982046678635548	0.989090046575439	0.0035008396744418213	0.5553722977638245	0.9982078853046594	3.972	torch	0.572
