task	dataset	feature_set	model	n_samples	auc	auc_boot_lo	auc_boot_hi	pr_auc	balanced_accuracy	balanced_accuracy_at_youden	f1	mcc	brier	cv_youden_threshold_applied	status
BRAF_like_vs_RAS_like	GSE27155	TierA67_clean	pennylane_VQC (lightning.qubit)	72	0.28395061728395066	0.153870513254644	0.4063563712522046	0.40137430982618033	0.4444444444444445	0.5	0.6078431372549019	-0.20100756305184242	0.25469489909031073	0.3348193682136142	ok
BRAF_like_vs_RAS_like	GSE126698	TierA67_clean	pennylane_VQC (lightning.qubit)	12	0.19444444444444442	0.0	0.5	0.3988395863395864	0.41666666666666663	0.3333333333333333	0.2222222222222222	-0.19245008972987526	0.33032537762452896	0.3348193682136142	ok
