feature	coef
SLC5A8	0.8816644258263155
DIO2	0.6226350024388569
DUOX1	0.43074587089436434
NKX2-1	0.2643887358666438
DUOX2	0.20893572518450607
TG	0.19796029912679802
FOXE1	0.17980752606870357
DIO1	0.16792099188019582
SLC26A4	0.1587770123498055
TPO	0.0
PAX8	-0.06738232322263418
THRA	-0.08380212513185109
THRB	-0.19724416368015413
GLIS3	-0.2335070294931197
SLC5A5	-0.40591526074936557
TSHR	-0.5769339056844075
