gene	log2FC_tcga	cohens_d_tcga	fdr_tcga	replication_rate	novelty_score
TMC8	1.5358578007793464	1.4129767490462823	4.516379861486587e-19	1	25.921354533267003
DEPTOR	-1.2476419399180365	-1.2018264579686047	2.777669534968884e-22	1	25.906955020700956
DDX60	0.965545455371486	1.2610266358661988	3.0130288110945635e-21	1	25.877523452779627
USP2	-0.9969711961669803	-1.3550959025939202	9.155811130929904e-20	1	25.798726624341395
BTN3A2	0.7919400447605076	0.943181476873555	2.304382701432689e-14	2	25.725171774236642
ME1	-1.1122543819536657	-1.4264387831098453	9.344229237278703e-19	1	25.717916012490782
SNIP1	0.3128544716128423	1.0108830786156418	1.9648736247856603e-13	2	25.689906030491585
BCL3	0.8232396461452023	1.193056086607541	3.028897122306475e-22	1	25.673034476289367
FAM20A	2.155196137488475	1.351097026960443	1.0306918930359873e-19	1	25.653105148410464
DEGS1	0.45834871225877993	1.075787829826139	1.28270633503037e-12	2	25.5862639788777
CTSE	2.1522924276362163	1.1788354075137017	2.0290996923790914e-22	1	25.57211885418431
STOML1	-0.5329829966507713	-1.279519253318059	1.0872743886352942e-20	1	25.543888413923426
WASF1	0.6909078393437174	1.0256564931273118	3.569409994028115e-13	2	25.53352057742953
OGFRL1	0.5888669765948293	0.9873853981111979	1.214244454881171e-13	2	25.50553506970205
IKZF3	1.5838573449647644	1.3565944252818338	1.6215691010254626e-19	1	25.490496805257738
LOXL1	1.1434360554837295	1.2238711419073165	1.506686179234556e-21	1	25.48341700699446
OAS3	0.7595914327020035	0.8502690734928784	1.0351383861543684e-15	2	25.482566829846427
ADCY9	-0.7378170594029934	-1.3396267416025203	1.0809225370055532e-19	1	25.40763597823049
PSMB8	0.9029305876542235	1.3291104746463922	7.995545988312569e-20	1	25.382224592217803
CRLF1	2.8095946648366255	1.2104065519772556	1.078155874813186e-21	1	25.3789796248109
PTPN7	1.049756079691587	0.8812720659250837	4.040754336232724e-15	2	25.3692451494493
PALLD	0.6688586217413688	0.9740027002447557	9.64107715591235e-14	2	25.354993704212514
CH25H	1.311777432614107	1.0876678164614164	4.9271815418834376e-24	1	25.35071042713232
GPER1	-1.0854846561024516	-1.1885547283691957	4.854887533487992e-22	1	25.33264252276413
PCDH9	1.1581037163902392	1.12212718830022	2.94748525022184e-23	1	25.28214088153012
CD40	1.016801264325692	1.0772402170620043	1.887312576508515e-12	2	25.25946506641668
EIF2B2	-0.6362298583659642	-1.4051585823019026	1.0657963252611905e-18	1	25.253967815783867
RCC2	0.5616743132590001	1.3405234035016687	1.5901482647336005e-19	1	25.199912823062313
MXRA5	1.1885400354646816	1.2276856816957311	3.311603878829625e-21	1	25.142955639355858
CBFB	0.547011293203223	1.3863074366349475	7.305016142244187e-19	1	25.142596831860125
ZNF714	1.2380495577410278	1.2436894375553342	6.2758218636854355e-21	1	25.125423679041944
MFAP2	1.5841988606659856	1.347407665890486	2.2569117081323817e-19	1	25.124417410937482
CAMSAP1	0.6034742514092493	1.210998326471918	2.050453699599087e-21	1	25.053315067617763
CAP1	0.3431292547207283	1.1210488185315464	7.09509870091473e-12	2	24.99723973412913
BAIAP2	0.6998654850162485	1.3470838376340764	2.8299754182673e-19	1	24.986003791365288
OLR1	1.1802798952073332	0.961589104405425	1.0970096060476498e-13	2	24.92398489079065
LAPTM5	1.0272087252454778	0.9555647917925298	9.206703218157124e-14	2	24.913286219476497
BNIP1	-0.4548796323613882	-1.2662211372243175	2.2308711215715133e-20	1	24.88317699007469
IL2RG	1.0706029216973616	0.8745251277093189	6.895673268364177e-15	2	24.76904108279106
NDUFB2	-0.718323496406855	-1.2237819697448098	5.944301198496515e-21	1	24.752090754187996
POU2F3	1.185087056176001	1.4173366809331225	3.601290084689097e-18	1	24.72337177276048
PHLDA2	1.1006578311697135	1.0507049414557106	1.7896885003268484e-12	2	24.685729568504314
SDF2L1	-1.1751898598852835	-1.26774140783604	3.789263551300867e-20	1	24.621370264305554
SH3BGRL3	0.7744593436177603	1.2681996186209732	4.253158081772272e-20	1	24.5666606563042
TPM3	0.4575477024724046	1.3377819482455122	4.795766820721165e-19	1	24.50701739639334
NEDD9	0.7822045115957774	0.8795268420723372	1.190640548884366e-14	2	24.493449313109235
EMP1	0.9958933221312769	1.2176760807798572	7.720085105564067e-21	1	24.490361511062513
CLEC7A	0.8572931505699755	0.9361111672916865	8.648385203181226e-14	2	24.456962004199486
LDHA	0.6625117524299116	1.35619739940165	9.453237625992101e-19	1	24.44467075005967
VLDLR	-1.1131270413747933	-1.180938916878372	2.138110519002018e-21	1	24.409971806391866
TRIM21	0.5725306679013937	1.2609715871872638	4.5096477288488005e-20	1	24.39457648811627
MCF2L-AS1	-0.5512571385621341	-1.3368886683577865	5.729146331784352e-19	1	24.387402881859618
NELL2	2.711412012862592	1.3930999090691127	3.2141280206779767e-18	1	24.3694087058515
MAP3K14	0.7203954480686341	1.2238891549182032	1.302619008384291e-20	1	24.337259313879848
DSP	0.9666094252496276	1.1916914282842688	3.957868415990585e-21	1	24.31353042268281
MAPK10	-0.7596810634528435	-1.141035795204722	5.045346171639505e-22	1	24.300763738248786
MILR1	0.9488671161147546	1.1282111541548092	2.980614036297721e-22	1	24.285528362463822
IGSF6	1.1328287507148103	1.1979405165708652	6.182900169391505e-21	1	24.20894961408653
NCKAP1L	1.0305633498789577	0.9109376997218824	5.1641801869258244e-14	2	24.207255905243827
BEX1	-1.398891331865363	-0.9494765311556939	1.884420575597741e-13	2	24.16384001272655
DR1	0.3257898600209064	1.0049429022720608	9.977684476524313e-13	2	24.12057971374656
ZFYVE19	0.5929017514438906	1.197453512794018	7.498280939219605e-21	1	24.09879779766951
NDRG2	-0.7330052948293204	-1.2033649701000355	9.426175325293716e-21	1	24.098183146266404
MICB	0.6596783639547055	1.0260449122863065	3.324308317103601e-24	1	24.089788934212017
PTPN14	0.6047425499633299	0.9271141168016239	1.0437207110135539e-13	2	24.070507500389947
CDC14B	-0.5788801403041512	-0.9183153863297497	8.222837119280309e-14	2	24.032273827964488
ATP10A	1.195044831766038	1.2743773482338692	1.4229951166787617e-19	1	24.017930661437344
PHKB	-0.6053536029179618	-1.2877577669616072	2.319879573376066e-19	1	23.996766612149344
IL1R2	0.8275188367139742	0.95586172291595	8.050688951034999e-26	1	23.986553658426466
NETO2	-1.001307484170372	-1.2996570395138864	4.3254982317370613e-19	1	23.866854905569028
RNF150	-1.2635948102484669	-1.2190203527715495	3.3559522848290024e-20	1	23.739426921008107
NRCAM	1.0086256129378928	1.0575630878852973	6.161062898699656e-12	2	23.711292789829447
DZIP1	0.9930799181386614	1.031062507906133	1.0706428681988634e-23	1	23.68387221692872
CADM1	0.7726827035290791	0.9730489694329277	7.137789641253113e-13	2	23.638154561086836
PRKD3	0.4875904113690419	0.9817085150385014	9.29466279025135e-13	2	23.623374976628888
NDUFA5	-0.5051356412402814	-1.2163796822438067	3.9636787564152583e-20	1	23.600078843470232
IDS	0.7190460785545456	0.9319411153250359	2.2473414066256506e-13	2	23.574999298345453
SLC25A38	-0.6741848685669307	-1.3679711797468377	6.071797722190453e-18	1	23.55192575141815
KDM5B	0.5802828564869369	1.242242050968633	1.1527924196818122e-19	1	23.525889140306077
LYPD5	0.6180162149177444	1.217560740482463	5.0162776685849425e-20	1	23.49845770883589
SULT1A1	-0.9872363615901687	-1.1527438048757899	4.3398267500176334e-21	1	23.472777551258496
PTPRO	0.7917206667997887	1.1122346926895732	9.82516682118316e-22	1	23.365448338767074
HLA-C	1.0444266707600907	1.2047842910685247	4.0420153201777803e-20	1	23.36486613387961
NEB	-2.049588873024847	-1.360376789113637	6.900170525468023e-18	1	23.34561677058143
MAML2	0.8741189210434825	1.3551952527088655	6.188768242171802e-18	1	23.320736268497377
CD37	1.0085711716204733	0.8836065072027013	6.675030089707974e-14	2	23.28399772781993
CTTN	0.4618776357616765	1.2951423249492362	1.1948775572679382e-18	1	23.212417035740504
WDFY4	1.1770395660204058	1.126416332715257	3.306523706634901e-21	1	23.069714288082203
DNMT1	0.47931857854697046	1.0125243264191894	4.244039861211861e-12	2	23.029299895923717
SSPN	1.1036069757422178	1.362828003587062	1.3071258981140732e-17	1	23.009555424480297
GPD1L	-0.7293906211191139	-1.1914794419140873	5.463018093377471e-20	1	22.950953009248714
HEBP1	-0.4746106942525756	-1.0255461242469197	6.521542055006485e-12	2	22.94279939562039
COL6A3	1.0944032429752397	0.7650664106469492	1.0239714819404429e-15	2	22.936250524844283
NDUFA8	-0.48336407822718996	-1.23721260307651	2.9576110693364222e-19	1	22.92438524002211
SERPING1	1.2591706911161875	1.2913679301679906	1.7796136258452466e-18	1	22.921360133121805
DTX3L	0.5599811283295537	1.272580923669031	1.028375425120239e-18	1	22.8909926173525
PAFAH2	-0.5197432909637749	-1.3303577046705461	6.324871772317479e-18	1	22.880753349556063
IL2RA	0.8769662800286372	1.0472881830297824	1.4919342643028033e-22	1	22.85837403136596
KLHL23	-0.8173318536291081	-1.239759003110089	3.6692654308745015e-19	1	22.855479000565357
LTB	1.5206249625997768	1.033344183574165	7.7507434285546e-23	1	22.8479184331684
ALDH9A1	-0.6446781976546792	-1.2251209844958766	2.304590602205663e-19	1	22.833077448657964
CAPN2	0.5380622521913878	1.230518699650895	2.8792654065684223e-19	1	22.814700573887656
RAB27A	0.9804142892021162	1.0754375116539052	2.5817517256896997e-11	2	22.773648698254377
GNAI1	-1.0617276979545478	-1.3239875793231137	6.416644445675548e-18	1	22.762910696021773
TAF1D	0.5044370820298436	1.2516495397784952	6.750550775465745e-19	1	22.743299217481887
ME3	0.6631978965973411	0.9755998708052028	2.2646451182989825e-12	2	22.721720687699463
TRABD2A	1.2337956454364662	1.3306627829464117	8.67504394708154e-18	1	22.703406883416697
TSN	0.4548486968724337	1.326209236012097	7.614356505691395e-18	1	22.702536146705697
BHLHE41	1.1888620822004343	1.3104329114888198	5.096230934644883e-18	1	22.660989909882126
IRF8	0.9937591230609408	0.8560511915861845	5.813367259350913e-14	2	22.660654774124716
TMEM63B	0.6779026654026428	1.2366325839634755	4.931464528958456e-19	1	22.63906250055094
CD33	0.576699076072497	0.8768291308342389	1.2536586800960049e-13	2	22.625384440092738
CETP	-1.099724301998676	-1.2131039569584432	2.3360276858334556e-19	1	22.601973079843326
RIC8B	-0.6180719149830844	-1.2045772879750591	1.8302190037472682e-19	1	22.57076324687663
GATM	-1.045885100640822	-0.8930964651922775	2.3866737064378253e-13	2	22.545696822455625
LPIN2	0.40490815895302656	0.9830305135740698	3.553965415497846e-12	2	22.509996571499645
PARP14	0.8478473630358527	1.332226964362479	1.2746152677877925e-17	1	22.507469493938185
NFS1	-0.3320094544232379	-1.051780377143603	2.209642647130532e-11	2	22.414865959825185
AJAP1	1.1253844920715885	1.031291781766384	1.9580062945256946e-22	1	22.387473732616275
TMEM116	-0.697834954322829	-1.3871887077258347	7.974359170783712e-17	1	22.331385809904774
HDHD3	-0.39618776393569455	-0.848750045473311	7.667195747057502e-14	2	22.26333064724297
SNX30	0.7071333389598964	1.291467336109983	6.071797722190453e-18	1	22.234783349802093
LIPG	-1.352603187765415	-1.109982857183314	1.1824503177345202e-20	1	22.11886936979811
FAM3A	-0.3670787166370735	-0.8808677598333768	2.78910772855226e-13	2	22.11776973308149
CHIT1	1.8575708837300766	0.9147820208380537	8.301921485557777e-13	2	22.102636387515858
MYO1D	0.8969560984809846	1.36602416601831	6.648986732203458e-17	1	22.098506972574853
TGFA	1.0076464381948531	0.9931441225488246	7.498806054258291e-12	2	22.097472375984296
CLEC2D	0.8590091871789438	1.1605721873083998	1.1565777011716065e-19	1	21.977552625810034
LMO4	0.4824714054147057	0.9944559355767407	9.934349630795884e-12	2	21.883719983346918
PAK6	-0.5178862744625352	-1.2497599478565422	3.3361667342022038e-18	1	21.841744983684197
ZFP36L1	0.9871683780974383	1.2692267414074858	6.407000212775048e-18	1	21.82225358025577
BAD	-0.5923021831633601	-1.1376978347555184	6.800379562136388e-20	1	21.80678552905417
CD2	1.1524618240004283	0.8690422358853477	3.035545190478242e-13	2	21.75693000843491
KLF12	0.8379596135230631	1.2003599154906368	7.553778195815479e-19	1	21.75272525540423
ATG10	-0.4763554738258744	-1.2241981761906076	1.7247688153680265e-18	1	21.74576164601801
KIAA1614	-0.6973549860831447	-1.2206633585170352	1.5341952589876299e-18	1	21.74504277146453
AACS	-0.5011112692461905	-1.3233736354983567	3.9890897128961046e-17	1	21.702171253639943
C2orf88	-0.9074015722190834	-1.3010947916609925	2.1583607455338832e-17	1	21.6838844180732
MAP3K6	0.6275975146159123	1.1699917614054278	2.9333609355952145e-19	1	21.683029677384997
REL	0.613100974578269	0.8069186027425601	3.91122879721421e-14	2	21.63782376207159
GTF3C1	-0.6812370316497622	-1.2865611047591967	1.527628553062549e-17	1	21.634788679016445
FLT1	-1.0311983731600352	-1.0442466421176937	1.9670184922460725e-21	1	21.622371004643124
SMIM7	-0.46066454833241277	-1.2202994841920907	2.225791537324539e-18	1	21.541355575389897
PDE4DIP	0.5120093445166853	1.0067713319464555	2.190517427359649e-11	2	21.46326396775989
UAP1	0.5541918467631239	1.2402988499775587	5.185373697263621e-18	1	21.438838412695837
PTPRK	0.5943806138193723	1.1479259678804183	3.07135360268665e-19	1	21.25117483520052
KLHL3	-1.1164679514906326	-1.2443002971131805	8.48952008308523e-18	1	21.24159578089141
CDIP1	-0.7391125851452163	-1.2984896844635618	4.379334815977987e-17	1	21.241462769776525
DPY19L2	-1.1236812804911094	-1.145647690068227	3.1781926590304276e-19	1	21.191984502038014
TMEM63A	0.5831321974611976	1.2310410133324854	6.123048930320369e-18	1	21.18994868822212
APOBEC3G	0.7444211213095837	0.9633977222391042	1.0431321194556891e-11	2	21.15941377463998
PSMB10	0.5027468423957213	0.863796267676769	5.904940918666435e-13	2	21.12635672072971
PMAIP1	1.0869032695518808	1.0214268547348742	2.096482965553449e-21	1	21.121584063231417
RAD51B	0.3909643459676322	1.3028348573816158	6.178258036582472e-17	1	21.11782472744956
SYNE1	-1.1025411735057125	-1.098284458320505	6.040164450649234e-20	1	21.107875448855133
SLC24A3	-1.1314693177851884	-1.1646492707513003	7.638478522759144e-19	1	21.099942846551087
TRPC6	-0.888434678764825	-1.076153450911783	2.622952143387835e-20	1	21.07238631977475
HLA-DRB1	1.5207258241102553	1.1574917470734323	6.401289210193146e-19	1	21.059095276174173
PRKCQ	-0.5468650509388935	-0.8584629992821683	5.45794883830555e-13	2	21.054612939127107
BNC2	1.2346426058376074	0.9205384537472932	3.709587611827668e-12	2	21.044750614978142
SHF	0.970884209575658	1.3065513432368139	8.031901053188898e-17	1	21.029181204890083
NT5E	1.4435594002188035	1.1855182018532118	1.9558010789791887e-18	1	20.993956920927165
HCK	1.1319247071001226	1.081471768271516	4.2065292089158484e-20	1	20.95467927243054
INPPL1	-0.39916964154456647	-1.1501996661840908	6.069319497461366e-19	1	20.953026290967447
LIPA	0.608778270616483	0.8786481269221863	1.2264550173802238e-12	2	20.931767878956727
TLR5	0.49039105128408744	0.9657750939837461	1.478404390501129e-11	2	20.919087895999397
HLA-DRA	1.6777854622684742	1.2071841326731845	4.788067593743458e-18	1	20.908235699158745
DGKA	0.7949817881736623	1.119981853438635	2.190710919222336e-19	1	20.89820611411251
DSE	0.4896502627013386	0.8407171219876266	3.732807984911995e-13	2	20.896804840224796
CNNM2	-0.5204764835809224	-1.2829718076387682	5.612635101252336e-17	1	20.8493608359738
CCL2	1.0737131436781313	0.881486281961386	1.5056620530074878e-12	2	20.842342051770054
GATA3	1.2136560300485364	1.2839706926676504	6.25684123212986e-17	1	20.805005121236352
ARL4D	-0.7586290722636653	-1.1209576520272375	2.811669273886458e-19	1	20.794925493896727
ITGB7	1.090161541412531	1.0645565621259396	3.132900531233907e-20	1	20.763168028248558
MYO1E	0.42600705323485855	0.8787232362526795	1.5939728319991152e-12	2	20.733508300390824
CD36	-1.6805060088833046	-1.1195780947282032	3.05768761472255e-19	1	20.728548301927795
VEGFB	-0.5560381212962522	-1.219770511383752	1.0493491269518388e-17	1	20.71058108768415
COASY	-0.29518995475097043	-0.9437682054370946	1.078010667997542e-11	2	20.701323308576768
IL27RA	0.856829405814187	1.201418831658312	5.9554823080719965e-18	1	20.694539166574188
HSPH1	0.6572586434265917	1.2581905786323513	3.594441751657906e-17	1	20.690149580900727
BHLHE40	1.1876962475753672	1.2030136005716316	7.49080230286894e-18	1	20.602175328802783
LEPROTL1	0.3289338368690098	1.0191391583316047	7.822628271710939e-11	2	20.600160059552973
RGS16	-1.1495339490666519	-1.2015829035052081	7.181858753524304e-18	1	20.599652691304485
NLK	-0.34190313756449786	-1.0045702603576705	5.634974188568052e-11	2	20.591898322482926
EML1	-0.815474857597613	-1.0968631400185567	1.7067131528626767e-19	1	20.585751326493778
UBE2O	-0.5217973657371164	-1.2685504801539262	6.212333645708876e-17	1	20.559074440293074
ZSCAN5A	-0.3762432663661168	-1.146660349496795	1.1870194801031899e-18	1	20.554508431003953
HLA-DQA1	1.834451751830013	1.181817723560809	4.32091481174892e-18	1	20.521584392280054
C2CD2	-0.43794839800003427	-1.0988791492815488	2.2748644779001823e-19	1	20.486452848054014
NPAS3	0.6451545193957511	0.9846342460963781	4.1482532000827106e-11	2	20.445210831309524
COL1A2	1.183203198853188	0.762964500975023	4.055760334125603e-14	2	20.435130894709786
PPIF	-0.8672624472787591	-1.3760993487079174	1.4290530981195659e-15	1	20.42812827541737
L3MBTL4	-0.7910408823078301	-1.1107071432720983	4.151137376062163e-19	1	20.416833101819424
CWH43	-1.3160371626090266	-0.9203603965034144	8.28921171705719e-12	2	20.39792311089421
PRPSAP1	-0.5332303511719676	-1.2350311842546968	3.0503484416453184e-17	1	20.39734345541859
OSGIN2	0.5539204563799291	1.1561348826942313	2.318617828337253e-18	1	20.388173703815124
PDHA1	-0.5166013881829219	-1.3633137382043656	1.1132457704108952e-15	1	20.386187849372615
LIN7A	-1.1151401467397806	-1.3386600456256377	5.97861420028877e-16	1	20.378956629997084
MRPS33	-0.544064225137614	-1.310667106186793	2.9997554725799893e-16	1	20.345372962921235
XPR1	0.8051661986939385	1.1416496062598118	1.5364994891483808e-18	1	20.336738248601453
MED20	-0.35968374436162254	-1.0777461906658654	1.488948468095279e-19	1	20.290857219822946
HES1	-0.8673651952743953	-1.1924110555920813	1.1751750414000834e-17	1	20.187396878392697
RHOBTB1	-0.8995237500041813	-1.2443496835413914	6.215866217574358e-17	1	20.166551082323807
CCM2	0.5712075337118208	1.1580632441921264	3.855326803959362e-18	1	20.166442463521978
ARL6IP5	0.41427020851090735	1.0014657471399873	8.723387698486349e-11	2	20.148118474868024
RAD51D	-0.3945837790315414	-1.2163501288864234	2.8845759876231473e-17	1	20.11833141059372
ROCK1	0.5123269663525356	0.8723846117961589	3.0423074432261876e-12	2	20.094152785535652
IGF2R	0.5533324778127717	0.8968090581644135	6.433013875415887e-12	2	20.07343052452536
NDUFC2	-0.542442609373218	-1.1716641146265598	7.616134522679326e-18	1	20.05685726642316
PPP1R13B	-0.43410485176478897	-0.9197958038578308	1.2684210072962046e-11	2	20.045545152835363
BTN3A3	0.6016030575158999	0.8683215346096489	2.922566686750516e-12	2	20.030850262038726
PSMB9	1.146867443668314	1.0872060248618052	3.860467960075275e-19	1	20.01911598172033
PRR15L	-1.2057303009206874	-1.1198853283558021	1.3973922669566583e-18	1	19.995196038449212
VCAM1	0.883626954292704	0.8080885971455094	4.345397680722321e-13	2	19.979134752977345
NCAM1	-1.7873748485637586	-1.0714244014626384	2.429508199222085e-19	1	19.94400983994619
CHST2	1.2492562729167442	1.2199832601738168	4.9531584581019585e-17	1	19.891970744492554
KRT10	-0.6913117668706175	-1.1428277962674938	4.112185219530238e-18	1	19.869121019171
PRKD2	0.45292825735735676	1.2013675751223498	2.9379082018407537e-17	1	19.86096283366026
TAP1	1.0406640756249868	1.098931453940188	8.738850262648446e-19	1	19.84510388443578
COPZ1	-0.34755761573647526	-1.2307746995104643	7.68772847553775e-17	1	19.832952080098835
CTNNAL1	0.7634132573093417	1.157103429973518	7.278484608906514e-18	1	19.830391178694693
HSPB7	-1.8153844315622143	-1.2615316517644626	1.972885916207628e-16	1	19.812225949382274
TBKBP1	-0.5676466024268265	-1.1312027255593702	3.1009548635346958e-18	1	19.805668073268325
YWHAH	0.5623186465548073	1.186969812542338	2.0684412430212546e-17	1	19.803827876743345
CMTM3	0.8784473834970337	1.236577212052256	9.711140287048931e-17	1	19.800976738828304
DGKH	0.6595629442449291	1.0818277726434729	5.72735202770267e-19	1	19.734752125118764
NET1	0.8077086103026279	1.1677875941882407	1.2691322391854282e-17	1	19.731515054987465
COQ9	-0.5979879259974048	-1.3026957211705483	7.672378688452898e-16	1	19.69033697468758
PHF20L1	-0.5796006576029988	-1.2173569245877036	7.05626457921679e-17	1	19.662049240299446
CCR5	0.9087210566743202	0.837187938249994	1.811611175753331e-12	2	19.660412722226308
CYP27B1	-1.057617353061456	-1.3378553224184973	2.1716153914366968e-15	1	19.61726302619054
SLC33A1	-0.5234078864892062	-1.2451105613842064	1.8651367429824268e-16	1	19.584704258233476
SLC7A6	-0.5236356862339999	-0.8625183048344106	4.559203733933365e-12	2	19.563831669925143
BICC1	1.0134505286783744	1.0926043004838208	1.2523381523782978e-18	1	19.560106355702345
LY86	0.7181641649214847	0.8610751815739598	4.618567975606782e-12	2	19.521422801039257
FCGBP	-1.3544640640089565	-1.1932630734823044	4.393987001766992e-17	1	19.518372620044733
ARHGAP18	0.6902570909243826	1.173918677457072	2.3741086755066882e-17	1	19.515810354870293
JOSD1	0.5776381543396942	1.2740798070625505	5.069245571561464e-16	1	19.487122850563324
IL13RA1	0.5294814535883878	1.2570159261711427	3.167502920929241e-16	1	19.48284554501175
COX7B	-0.6311618182749417	-1.3318291194365655	2.4908735231459062e-15	1	19.449564087495496
TRIM59	0.6311893409518992	1.2338613402578045	1.8137278164662915e-16	1	19.422739309406776
FCER1G	0.9409346053307157	0.8591860295633184	5.159658676032355e-12	2	19.395916740869453
STAT5A	0.527251659610581	1.2563214451942086	3.6652931822819847e-16	1	19.392441241947992
NFYC	-0.3876974906148529	-1.186118808723764	4.58753283880704e-17	1	19.379308232247123
UNC93B1	0.6343025682816803	1.2354095553228523	2.422997195019275e-16	1	19.291719625834155
GPX3	-0.8094136950103916	-0.835029020477275	2.910285905924205e-12	2	19.265897018519976
FKBP1A	-0.5028091763567266	-1.2350741872808821	2.573768780347784e-16	1	19.254103169624155
MREG	0.5581504765703209	0.9518284134570869	7.728106856931843e-11	2	19.249638641298404
ZHX2	0.5749597714283317	0.954407448311626	8.29826937662657e-11	2	19.24278677827107
CAST	0.588977630874095	1.0828000948024061	1.7440371213297745e-18	1	19.228845145023918
FZD4	-0.6744235446134139	-1.009093947824156	8.919312569970024e-20	1	19.222905308780184
BACH1	0.6242293648444708	1.1383705264422428	1.377339942909134e-17	1	19.194018611247124
SORCS2	1.7755016829221195	1.3031541192178522	1.951538395827342e-15	1	19.168905673896287
TCTA	-0.45685110293145925	-1.080887827661822	1.845054687668463e-18	1	19.168454744857186
TIAM1	1.2021359345271092	0.9260642978274218	4.858496046839751e-11	2	19.101924837998638
SAMD9	0.6610255173265704	0.8194951096431483	2.2414537588481576e-12	2	19.093367744207903
MAP2K6	-0.8698256833010789	-1.1187184206643153	8.827936152097717e-18	1	19.07878148005157
F11R	0.484732586371055	1.2793106364404017	1.2221101542915556e-15	1	19.07821834599594
DUSP2	1.4071342275233132	1.0693519372007982	1.6259370119940798e-18	1	19.022590700646575
SLC45A3	0.5250191726602693	0.9707809752260541	2.5861120822335927e-20	1	19.015029314169862
ADM2	-1.4014904369407573	-1.1734021489094406	6.322683971843292e-17	1	19.008057019729968
TRAK2	0.5465256118598001	0.8463690637545409	5.9788099270746736e-12	2	18.99825213757498
PRNP	0.7124796102867998	1.2582611800425865	7.982302964680372e-16	1	18.997065978127047
KL	0.647228264760213	0.7855498358557182	8.213889071332281e-13	2	18.987448360321697
ETFDH	-0.41587711384159975	-0.951483670821387	1.0727740448703798e-10	2	18.971617198804086
PGP	-0.5157323174446091	-1.1196980168631068	1.2605588948598841e-17	1	18.92226593683658
MRPS11	-0.4451398472869652	-1.28006099981386	1.6854219622941605e-15	1	18.91071409755819
IVD	-0.5661803537771872	-1.2103192609876143	2.470004553854559e-16	1	18.88981852044616
GOT2	-0.4829064929184588	-1.3436157342213415	8.824573992862745e-15	1	18.883587012463973
ITGB1BP1	0.36831439419324674	0.9319202173848395	7.742973975954917e-11	2	18.845462482776234
FAM189A1	-1.3370840334351368	-1.0959301944706317	7.099781929173086e-18	1	18.793838391661062
SASH3	0.8875872306043888	0.7899826422507965	1.3096803803018634e-12	2	18.77446627333707
SERPINF1	1.278158567592635	1.0029410510627936	1.919548635548692e-19	1	18.771847946819687
HLA-DPA1	1.6119360758151462	1.1146115251404984	1.5914618109674633e-17	1	18.723471532990043
C1R	1.5268236307228387	1.0527987476978053	1.6587676168753366e-18	1	18.718987508543744
FRMPD2	-1.0125329653059525	-1.3314255987018515	8.786652697823965e-15	1	18.71475326420285
TEAD1	0.6690368490368188	1.1396071676994255	3.8371462405532394e-17	1	18.707781747799693
CALR	-0.8018993147439435	-1.2430030512178134	9.931347030497086e-16	1	18.648764637395566
HK3	1.0110440804255534	1.0017852707359545	2.490737202589548e-19	1	18.636884683777573
APOM	-0.4923092827653839	-1.1259409601816062	2.842341595821868e-17	1	18.630183627210855
SEC14L2	0.8072141873475167	1.0188592793198634	5.450398472431617e-19	1	18.608009546719344
SYBU	-0.9946708224196965	-1.1075479182784345	1.68119798769619e-17	1	18.5784309103475
COX6C	-0.6060432683937833	-1.1299849023071553	3.810855117896045e-17	1	18.553196756421936
SAMD4A	0.8092802621932442	0.8773205881037284	2.674171333668365e-11	2	18.551489127071886
CD82	0.6923436231395508	1.0848489059159951	8.016151362750265e-18	1	18.5466138790746
WDR72	-1.3337927727486107	-1.0504300101187405	2.2894007848027027e-18	1	18.52987757938505
BMP8A	-2.7750851419437024	-1.252658751801603	1.6444500420903017e-15	1	18.51928107629032
CD300LF	0.769552384487952	1.0095013619063926	4.800451188937318e-19	1	18.492770710689303
STK17A	0.6271754196805763	1.0943685645845946	1.2764138560868408e-17	1	18.48827182125639
BCL2A1	0.9089451599606697	1.0068235641999677	4.435376586745921e-19	1	18.478302848388743
ST7	-0.4208665245415535	-1.1947176597027653	3.705330255551358e-16	1	18.435894985445834
SHANK2	-1.029372832037569	-1.0410365304308704	2.2006892351093676e-18	1	18.382041407395242
ANO6	0.8562903543631979	1.032533832660205	1.669103353908551e-18	1	18.355887525900897
RAB11FIP1	1.269398826148473	1.0698721045209107	6.971048975601081e-18	1	18.355476732107224
TDRKH	0.6054066643207907	1.2051476313270406	5.964498950804463e-16	1	18.347680972556958
PARP9	0.6638585109545581	1.159283292351255	1.577468748463496e-16	1	18.319040071246313
C1S	1.8901118733795328	1.0840189937105926	1.2852196829330498e-17	1	18.31018935619605
TLE6	-0.820187101884188	-1.1102290091508016	3.3192699521724897e-17	1	18.295416574367845
C11orf95	0.5688317447661335	0.8905621184198463	5.969528016257692e-11	2	18.210321074210334
ADAM12	1.147327392964721	0.8478723307968022	3.574594731285312e-22	1	18.184125571905657
CST2	1.264966321625176	0.9121795492634834	1.1824503177345202e-20	1	18.177199910239853
SELP	0.8440176499336167	0.8512000060154722	2.1131395098588697e-11	2	18.173242411482114
PRRG1	0.7860700208899383	1.0695366463994327	1.0406744629957789e-17	1	18.163604071294973
SCARB2	0.38471486875714334	0.9360837851355683	2.156406775809089e-10	2	18.096875931829768
RNF139	0.48562357219375496	1.2503710898566145	3.568890541590863e-15	1	18.06469477301913
RTN4	0.5006401563007756	1.2572402361852553	4.697574703780182e-15	1	18.013896899475046
