stratum	panel	attn_metric	n	spearman_rho	spearman_p	pearson_r	pearson_p
BRAF_cPTC	HT13	attn_top10_mass	41	-0.2193379790940767	0.16824630810921726	-0.2849931745788608	0.07090690480922615
BRAF_cPTC	HT13	attn_max	41	-0.2623693379790941	0.09747811804987581	-0.2431249171617149	0.12559612834522701
BRAF_cPTC	HT13	attn_entropy_ratio_vs_uniform	41	0.2207317073170732	0.1654911567835879	0.27385849141635765	0.0831637513887356
BRAF_cPTC	HT13	attn_effective_n	41	0.2207317073170732	0.1654911567835879	0.29061066515517076	0.06528862464244525
BRAF_cPTC	MAPK9	attn_top10_mass	41	0.06637630662020907	0.6800995863762876	0.061498435086141834	0.7024864550504905
BRAF_cPTC	MAPK9	attn_max	41	0.006271777003484322	0.9689562624854111	0.03770371153004689	0.814954990259226
BRAF_cPTC	MAPK9	attn_entropy_ratio_vs_uniform	41	-0.06184668989547039	0.7008796305069184	-0.058119072093302596	0.718144063213645
BRAF_cPTC	MAPK9	attn_effective_n	41	-0.06184668989547039	0.7008796305069184	-0.04392923443728266	0.7850706505466898
BRAF_cPTC	FA12	attn_top10_mass	41	0.22648083623693382	0.15447071309664906	0.23550706704111862	0.1382643266983901
BRAF_cPTC	FA12	attn_max	41	0.2066202090592335	0.19492762043295406	0.19887770114144518	0.2125610955981389
BRAF_cPTC	FA12	attn_entropy_ratio_vs_uniform	41	-0.23919860627177705	0.13201223589503533	-0.21551544866126726	0.17597226708039354
BRAF_cPTC	FA12	attn_effective_n	41	-0.23919860627177705	0.13201223589503533	-0.28868219829650676	0.0671761535335458
BRAF_cPTC	TDS8	attn_top10_mass	41	0.3263066202090593	0.03732975167161136	0.32913512570083103	0.03561812668319973
BRAF_cPTC	TDS8	attn_max	41	0.3627177700348433	0.019769237942428998	0.35511131296021115	0.022707267098671623
BRAF_cPTC	TDS8	attn_entropy_ratio_vs_uniform	41	-0.30017421602787464	0.05654049131446524	-0.3117854929123613	0.04720714630867344
BRAF_cPTC	TDS8	attn_effective_n	41	-0.30017421602787464	0.05654049131446524	-0.33114505920806836	0.03444137260754426
BRAF_cPTC	TLS11	attn_top10_mass	41	-0.15243902439024393	0.3413624780124406	-0.2058527421098776	0.19662795799834115
BRAF_cPTC	TLS11	attn_max	41	-0.18780487804878052	0.23965589024325015	-0.16078997944881096	0.31524734519705994
BRAF_cPTC	TLS11	attn_entropy_ratio_vs_uniform	41	0.16080139372822302	0.31521253777561237	0.19299146119797633	0.22668693389953315
BRAF_cPTC	TLS11	attn_effective_n	41	0.16080139372822302	0.31521253777561237	0.21561664691708127	0.17576450885543105
RAS_FVPTC	HT13	attn_top10_mass	16	0.047058823529411764	0.8626036946668733	-0.12428381366435706	0.6465258288793279
RAS_FVPTC	HT13	attn_max	16	-0.008823529411764706	0.9741279946623942	-0.09043676918008861	0.7390690746815758
RAS_FVPTC	HT13	attn_entropy_ratio_vs_uniform	16	0.0411764705882353	0.8796536149318311	0.12126112698404411	0.6546181079150462
RAS_FVPTC	HT13	attn_effective_n	16	0.0411764705882353	0.8796536149318311	0.21156838645317488	0.43152054484307883
RAS_FVPTC	MAPK9	attn_top10_mass	16	-0.3970588235294118	0.12780600908826178	-0.4196186524428884	0.10565439144711859
RAS_FVPTC	MAPK9	attn_max	16	-0.4264705882352941	0.09949911193753977	-0.4126570476083906	0.11217778812910176
RAS_FVPTC	MAPK9	attn_entropy_ratio_vs_uniform	16	0.42352941176470593	0.10210932208599749	0.34241753425677435	0.19420547669007296
RAS_FVPTC	MAPK9	attn_effective_n	16	0.42352941176470593	0.10210932208599749	0.4521980304242159	0.07864970760249917
RAS_FVPTC	FA12	attn_top10_mass	16	-0.09117647058823529	0.7370049501736591	-0.053064689075381935	0.8452542886947442
RAS_FVPTC	FA12	attn_max	16	-0.07941176470588236	0.7700253190398251	-0.07328220945244136	0.787381074357559
RAS_FVPTC	FA12	attn_entropy_ratio_vs_uniform	16	0.09705882352941177	0.7206513082372035	-0.02509882836383398	0.9264873924142805
RAS_FVPTC	FA12	attn_effective_n	16	0.09705882352941177	0.7206513082372035	0.00877675152637225	0.9742651125631726
RAS_FVPTC	TDS8	attn_top10_mass	16	0.28823529411764703	0.2789844597370832	0.2045883398128187	0.44721591406102484
RAS_FVPTC	TDS8	attn_max	16	0.3529411764705882	0.17995865788498175	0.24057792458379113	0.36943291142285617
RAS_FVPTC	TDS8	attn_entropy_ratio_vs_uniform	16	-0.16176470588235295	0.5494831434036931	-0.25494425383149766	0.34062524596485944
RAS_FVPTC	TDS8	attn_effective_n	16	-0.16176470588235295	0.5494831434036931	-0.1865451619032079	0.4890863210678137
RAS_FVPTC	TLS11	attn_top10_mass	16	0.24705882352941175	0.35627504151257744	0.10721092084645975	0.692695889266294
RAS_FVPTC	TLS11	attn_max	16	0.2323529411764706	0.386511349907985	0.14141322230052097	0.6013875069418342
RAS_FVPTC	TLS11	attn_entropy_ratio_vs_uniform	16	-0.09705882352941177	0.7206513082372035	-0.1300080546809949	0.6313029086648898
RAS_FVPTC	TLS11	attn_effective_n	16	-0.09705882352941177	0.7206513082372035	-0.01863869029989923	0.9453778146427821
