target	drug_id	drug_name	max_phase	first_approval	indication_class	withdrawn_flag	oral	parenteral	pchembl_value	mechanism_of_action	original_indication	chembl_target_id	usan_stem	source
GABRB2	CHEMBL190461	cannabidiol	4.0	2018		False	True	False	6.89			CHEMBL1920		chembl
