dataset	source	accession	local_path	file_name	file_size_bytes	md5	data_type	sample_count_observed	patient_count_observed_if_known	has_expression	has_clinical	has_response_label	has_survival	notes
IMvigor210	research-pub.gene.com (Mariathasan 2018)	NCT02108652/NCT02951767 (R package, EGAS00001002556)	raw/IMvigor210/IMvigor210CoreBiologies/inst/tables/SupplementaryTableS6.csv	SupplementaryTableS6.csv	3076	44a7301173645cb5f4610a5a140321d5	other	348	347	False	False	True	True	
IMvigor210	research-pub.gene.com (Mariathasan 2018)	NCT02108652/NCT02951767 (R package, EGAS00001002556)	raw/IMvigor210/IMvigor210CoreBiologies/inst/tables/SupplementaryTableS6.xlsx	SupplementaryTableS6.xlsx	76145	1e650b7f38eff29406d43f1f5a9d400d	other	348	347	False	False	True	True	
IMvigor210	research-pub.gene.com (Mariathasan 2018)	NCT02108652/NCT02951767 (R package, EGAS00001002556)	raw/IMvigor210/IMvigor210CoreBiologies/inst/tables/SupplementaryTableS7.xlsx	SupplementaryTableS7.xlsx	29635	1527b0974c257d5393284daf1632c79d	other	348	347	False	False	True	True	
IMvigor210	research-pub.gene.com (Mariathasan 2018)	NCT02108652/NCT02951767 (R package, EGAS00001002556)	raw/IMvigor210/IMvigor210CoreBiologies/inst/tables/SupplementaryTableS8.xlsx	SupplementaryTableS8.xlsx	27845	e8bce0285fc45998888d07b6a2709fed	other	348	347	False	False	True	True	
IMvigor210	research-pub.gene.com (Mariathasan 2018)	NCT02108652/NCT02951767 (R package, EGAS00001002556)	raw/IMvigor210/IMvigor210CoreBiologies/inst/tables/SupplementaryTableS9.xlsx	SupplementaryTableS9.xlsx	158428	762967db842ba2f42745209ddc77cf43	other	348	347	False	False	True	True	
IMvigor210	research-pub.gene.com (Mariathasan 2018)	NCT02108652/NCT02951767 (R package, EGAS00001002556)	raw/IMvigor210/IMvigor210CoreBiologies/inst/tables/heatmap_features.csv	heatmap_features.csv	1282	a5ddf038c42a66a1a1a69e3de033bd3f	other	348	347	False	False	True	True	
IMvigor210	research-pub.gene.com (Mariathasan 2018)	NCT02108652/NCT02951767 (R package, EGAS00001002556)	raw/IMvigor210/IMvigor210CoreBiologies/man/any_mutation.Rd	any_mutation.Rd	774	174f3e044112e6a4d38be80d619ba5c0	mutation	348	347	False	False	True	True	
IMvigor210	research-pub.gene.com (Mariathasan 2018)	NCT02108652/NCT02951767 (R package, EGAS00001002556)	raw/IMvigor210/IMvigor210CoreBiologies/man/cds.Rd	cds.Rd	3182	d7e7afdd31d5be73fec7b5957bfe04af	other	348	347	False	False	True	True	
IMvigor210	research-pub.gene.com (Mariathasan 2018)	NCT02108652/NCT02951767 (R package, EGAS00001002556)	raw/IMvigor210/IMvigor210CoreBiologies/man/color_palettes.Rd	color_palettes.Rd	393	e1528a6de5a4d025855399fb4752830c	other	348	347	False	False	True	True	
IMvigor210	research-pub.gene.com (Mariathasan 2018)	NCT02108652/NCT02951767 (R package, EGAS00001002556)	raw/IMvigor210/IMvigor210CoreBiologies/man/dat19.Rd	dat19.Rd	1018	ca63d8da79fa7fe6b330a2b8b1a97ec9	other	348	347	False	False	True	True	
IMvigor210	research-pub.gene.com (Mariathasan 2018)	NCT02108652/NCT02951767 (R package, EGAS00001002556)	raw/IMvigor210/IMvigor210CoreBiologies/man/dat25.Rd	dat25.Rd	939	bf1b51d6eb08cf900ef335696dd09d8e	other	348	347	False	False	True	True	
IMvigor210	research-pub.gene.com (Mariathasan 2018)	NCT02108652/NCT02951767 (R package, EGAS00001002556)	raw/IMvigor210/IMvigor210CoreBiologies/man/dat57.Rd	dat57.Rd	974	dd4025e9ab616eedd10e65d08a7c7a49	other	348	347	False	False	True	True	
IMvigor210	research-pub.gene.com (Mariathasan 2018)	NCT02108652/NCT02951767 (R package, EGAS00001002556)	raw/IMvigor210/IMvigor210CoreBiologies/man/filterForVoom.Rd	filterForVoom.Rd	769	aa9dc644c69989c133a1a20a5b41130d	other	348	347	False	False	True	True	
IMvigor210	research-pub.gene.com (Mariathasan 2018)	NCT02108652/NCT02951767 (R package, EGAS00001002556)	raw/IMvigor210/IMvigor210CoreBiologies/man/filterNvoom.Rd	filterNvoom.Rd	929	9aa566286cbd4c005b8e06efd94a4c9d	other	348	347	False	False	True	True	
IMvigor210	research-pub.gene.com (Mariathasan 2018)	NCT02108652/NCT02951767 (R package, EGAS00001002556)	raw/IMvigor210/IMvigor210CoreBiologies/man/fmone.Rd	fmone.Rd	2069	7372f93592f61738307c35d3fd6056cb	other	348	347	False	False	True	True	
IMvigor210	research-pub.gene.com (Mariathasan 2018)	NCT02108652/NCT02951767 (R package, EGAS00001002556)	raw/IMvigor210/IMvigor210CoreBiologies/man/getHRandCIfromCoxph.Rd	getHRandCIfromCoxph.Rd	579	684eaa243cd57204c3623f638bb89ea2	other	348	347	False	False	True	True	
IMvigor210	research-pub.gene.com (Mariathasan 2018)	NCT02108652/NCT02951767 (R package, EGAS00001002556)	raw/IMvigor210/IMvigor210CoreBiologies/man/getPfromAnova.Rd	getPfromAnova.Rd	744	d1f4176556620e61d4492256be4d95f0	other	348	347	False	False	True	True	
IMvigor210	research-pub.gene.com (Mariathasan 2018)	NCT02108652/NCT02951767 (R package, EGAS00001002556)	raw/IMvigor210/IMvigor210CoreBiologies/man/gsScore.Rd	gsScore.Rd	800	adc2fc9e8d9e14332f1e1b4e347198e9	other	348	347	False	False	True	True	
IMvigor210	research-pub.gene.com (Mariathasan 2018)	NCT02108652/NCT02951767 (R package, EGAS00001002556)	raw/IMvigor210/IMvigor210CoreBiologies/man/human2mouse.Rd	human2mouse.Rd	1049	81f2d3ac5c39642d7daa3cf0b6c63c63	other	348	347	False	False	True	True	
IMvigor210	research-pub.gene.com (Mariathasan 2018)	NCT02108652/NCT02951767 (R package, EGAS00001002556)	raw/IMvigor210/IMvigor210CoreBiologies/man/human_gene_signatures.Rd	human_gene_signatures.Rd	1654	aef880264b6dc310cbb164e2a8514f44	other	348	347	False	False	True	True	
IMvigor210	research-pub.gene.com (Mariathasan 2018)	NCT02108652/NCT02951767 (R package, EGAS00001002556)	raw/IMvigor210/IMvigor210CoreBiologies/man/limitRange.Rd	limitRange.Rd	538	e7b34482cc5334f4b20d6ccca30e4f8a	other	348	347	False	False	True	True	
IMvigor210	research-pub.gene.com (Mariathasan 2018)	NCT02108652/NCT02951767 (R package, EGAS00001002556)	raw/IMvigor210/IMvigor210CoreBiologies/man/matrix4signature.Rd	matrix4signature.Rd	1581	3ec34c55140d848a2e8019c8a8d10f75	other	348	347	False	False	True	True	
IMvigor210	research-pub.gene.com (Mariathasan 2018)	NCT02108652/NCT02951767 (R package, EGAS00001002556)	raw/IMvigor210/IMvigor210CoreBiologies/man/mySimpleVoom.Rd	mySimpleVoom.Rd	659	b85be4583b9ac3b1b4ebdc02e8e81adb	other	348	347	False	False	True	True	
IMvigor210	research-pub.gene.com (Mariathasan 2018)	NCT02108652/NCT02951767 (R package, EGAS00001002556)	raw/IMvigor210/IMvigor210CoreBiologies/man/pLevel.Rd	pLevel.Rd	546	d1587a64b2cbbb04f132b77b18a681f5	other	348	347	False	False	True	True	
IMvigor210	research-pub.gene.com (Mariathasan 2018)	NCT02108652/NCT02951767 (R package, EGAS00001002556)	raw/IMvigor210/IMvigor210CoreBiologies/man/plotSurvival2.Rd	plotSurvival2.Rd	2154	01294dccaa743e0a10ef9ecbb393518b	other	348	347	False	False	True	True	
IMvigor210	research-pub.gene.com (Mariathasan 2018)	NCT02108652/NCT02951767 (R package, EGAS00001002556)	raw/IMvigor210/IMvigor210CoreBiologies/man/score.signatures.DB.mouse.Rd	score.signatures.DB.mouse.Rd	1536	c6e5eabcc62985fec9986f0fda36c57c	other	348	347	False	False	True	True	
IMvigor210	research-pub.gene.com (Mariathasan 2018)	NCT02108652/NCT02951767 (R package, EGAS00001002556)	raw/IMvigor210/IMvigor210CoreBiologies/vignettes/index.Rmd	index.Rmd	10798	c610cb59e12c1bf0f143d9c1b005b109	other	348	347	False	False	True	True	
IMvigor210	research-pub.gene.com (Mariathasan 2018)	NCT02108652/NCT02951767 (R package, EGAS00001002556)	raw/IMvigor210/IMvigor210CoreBiologies/vignettes/index.html	index.html	786950	752cd8d673dca33fb4895bf7d5c0e5bb	other	348	347	False	False	True	True	
IMvigor210	research-pub.gene.com (Mariathasan 2018)	NCT02108652/NCT02951767 (R package, EGAS00001002556)	raw/IMvigor210/IMvigor210CoreBiologies_1.0.0.tar.gz	IMvigor210CoreBiologies_1.0.0.tar.gz	122127298	856ceb9c87a6e8997244f6f2f992a6c2	other	348	347	False	False	True	True	
IMvigor210	research-pub.gene.com (Mariathasan 2018)	NCT02108652/NCT02951767 (R package, EGAS00001002556)	raw/IMvigor210/extracted/counts.tsv	counts.tsv	34096507	a671be3f8c0f434122cf8f339fb2a2d5	expression	348	347	True	False	True	True	
IMvigor210	research-pub.gene.com (Mariathasan 2018)	NCT02108652/NCT02951767 (R package, EGAS00001002556)	raw/IMvigor210/extracted/feature_annotation.tsv	feature_annotation.tsv	1340713	f2005ee358191dd9509721a31dfc1d30	other	348	347	False	False	True	True	
IMvigor210	research-pub.gene.com (Mariathasan 2018)	NCT02108652/NCT02951767 (R package, EGAS00001002556)	raw/IMvigor210/extracted/human_gene_signatures.tsv	human_gene_signatures.tsv	10152	03207edf33c4b861b53e04a337f622f9	other	348	347	False	False	True	True	
IMvigor210	research-pub.gene.com (Mariathasan 2018)	NCT02108652/NCT02951767 (R package, EGAS00001002556)	raw/IMvigor210/extracted/sample_phenotype.tsv	sample_phenotype.tsv	62828	56e3f2d139158803e8162afb31856212	phenotype	348	347	False	True	True	True	
gide_PRJEB23709	ENA + GEO substitute	PRJEB23709 (Gide 2019 — FASTQ-only); substitute GSE115821 (MGH melanoma ICB)	raw/gide_PRJEB23709/GSE115821_MGH_counts.csv.gz	GSE115821_MGH_counts.csv.gz	6063556	36f24eec71d17aa39e9c13db8094b268	expression	37	8	True	False	True	False	
gide_PRJEB23709	ENA + GEO substitute	PRJEB23709 (Gide 2019 — FASTQ-only); substitute GSE115821 (MGH melanoma ICB)	raw/gide_PRJEB23709/GSE115821_family.soft.gz	GSE115821_family.soft.gz	4376	4f7b2beef05b6a715aae5445fcb948b8	phenotype	37	8	False	True	True	False	
riaz_GSE91061	GEO	GSE91061 (Riaz 2017 melanoma anti-PD-1)	raw/riaz_GSE91061/GSE91061_BMS038109Sample.hg19KnownGene.fpkm.csv.gz	GSE91061_BMS038109Sample.hg19KnownGene.fpkm.csv.gz	16354905	449ad2f0251716e581ed0de4f4cfbf8d	expression	109	65	True	False	True	False	
riaz_GSE91061	GEO	GSE91061 (Riaz 2017 melanoma anti-PD-1)	raw/riaz_GSE91061/GSE91061_BMS038109Sample.hg19KnownGene.raw.csv.gz	GSE91061_BMS038109Sample.hg19KnownGene.raw.csv.gz	3591833	804ff683bbe246f733f951467b8a0c8a	other	109	65	False	False	True	False	
riaz_GSE91061	GEO	GSE91061 (Riaz 2017 melanoma anti-PD-1)	raw/riaz_GSE91061/GSE91061_BMS038109Sample.hg19KnownGene.rld.csv.gz	GSE91061_BMS038109Sample.hg19KnownGene.rld.csv.gz	19253751	78a5f05c0b72acb6c22665b72b25c86f	other	109	65	False	False	True	False	
riaz_GSE91061	GEO	GSE91061 (Riaz 2017 melanoma anti-PD-1)	raw/riaz_GSE91061/GSE91061_BMS038109Sample_Cytolytic_Score_20161026.txt.gz	GSE91061_BMS038109Sample_Cytolytic_Score_20161026.txt.gz	1825	f34b26afe1c88a4608b54264611fe819	other	109	65	False	False	True	False	
riaz_GSE91061	GEO	GSE91061 (Riaz 2017 melanoma anti-PD-1)	raw/riaz_GSE91061/GSE91061_series_matrix.txt.gz	GSE91061_series_matrix.txt.gz	5771	a6338ff81f2feb4bd95f4cfe18fa44ab	phenotype	109	65	False	True	True	False	
gide_PRJEB23709	ENA	PRJEB23709	(NOT DOWNLOADED)	gide_PRJEB23709_FASTQ_only			fastq (skipped)	91	91	False	False	False	False	Gide 2019 has FASTQ-only on ENA; processed RNA-seq matrix not in ENA analysis API. Sprint-budget skipped; substituted with GSE115821 (MGH melanoma ICB) as additional independent cohort.
