cluster_1,,Malignant cell,Malignant cell,Myeloid cell,Myeloid cell
CCL17,ACKR1,0.0,0.0,0.0,0.0
CCL2,ACKR1,0.11574190477641157,0.0,0.3871136101985999,0.0
CCL5,ACKR1,0.2300206180095377,0.0,0.45954548447380744,0.0
CXCL8,ACKR1,0.015067620234116496,0.0,0.24006251721630772,0.0
PPBP,ACKR1,0.0,0.0,0.0,0.0
CXCL1,ACKR1,0.005490054289129933,0.0,0.0,0.0
CXCL2,ACKR1,0.004672302593362028,0.0,0.0,0.0
CXCL13,ACKR4,0.0141772134547497,0.03537128654642182,0.0,0.0
CCL5,CCR4,0.23001119109653376,0.0,0.4595360575608035,0.0
DEFB1,CCR6,0.0006172040617295779,0.0,0.0,0.0
CCL23,FPR2,0.006866333075445827,0.03289404658890895,0.02773640027037324,0.05376411378383636
DCN,KDR,0.055214436776811184,0.0,0.11165214738421822,0.0
GREM1,KDR,0.0912022041948888,0.0,0.06274041345887565,0.0
APOE,LDLR,0.7762658428065455,0.770599447584796,1.609827411864797,1.6041610166430473
MDK,LRP1,1.0271207560281588,1.119058859174404,0.7124289011886813,0.8043670043349266
DLK1,NOTCH3,0.0,0.0,0.0,0.0
DLL4,NOTCH3,0.12488322060793398,0.0592272863855723,0.11689602375807487,0.0512400895357132
DLL1,NOTCH4,0.04393338574377518,0.02804539406025802,0.0869634877610547,0.07107549607753753
JAG1,NOTCH4,0.31378149875271477,0.2978935070691976,0.1785792406368596,0.16269124895334242
DLK1,NOTCH4,0.0,0.0,0.0,0.0
TNFSF14,TNFRSF6B,0.01170630294258442,0.0,0.0,0.0
SCT,RAMP2,0.07471416408715227,0.053894860484746586,0.0,0.0
SCT,RAMP3,0.010059102111762535,0.0,0.0,0.0
SCT,TSHR,0.0,0.0,0.0,0.0
COMP,CD36,0.0,0.0,0.0,0.0
CCL2,ACKR4,0.11720680532841708,0.13840087842008922,0.3885785107506054,0.40977258384227755
CCL13,ACKR4,0.031653066864670766,0.05284713995634288,0.1367705767048138,0.15796464979648592
CXCL6,ACKR1,0.0002953851078697645,0.0,0.0,0.0
CEACAM6,STAB1,0.0,0.0,0.0,0.0
THBS1,ITGA6,0.19687142597267454,0.13201377841809905,0.17774635030478148,0.11288870275020599
THBS1,CD36,0.11764216554379478,0.0,0.09851708987590173,0.0
VWF,SCARA5,0.0,0.0,0.0,0.0
FGF7,FGFR4,0.002360262434575811,0.0,0.0,0.0
PTH2,TSHR,0.0,0.0,0.0,0.0
TFF2,MUC6,0.0,0.0,0.0,0.0
TFF1,MUC5AC,0.0,0.0,0.0,0.0
S100A1,RYR2,0.0,0.0,0.0,0.0
SCGB3A1,MARCO,0.002836059702619272,0.0,0.0,0.0
ANGPTL4,GPIHBP1,0.12626204141580416,0.0,0.43375258186564986,0.0
ANGPTL4,TIE1,0.2172347069952075,0.3205091303537012,0.5247252474450532,0.6279996708035469
IGF1,INSR,0.06861927043496267,0.04249457747558123,0.10057889918763765,0.07445420622825621
PCSK9,LDLR,0.05500785924128906,0.04934146401953949,0.0,0.0
CXCL11,ACKR1,0.00614564915313105,0.0,0.0,0.0
ANGPT2,TIE1,0.14917631426041056,0.25245073761890424,0.1346319357776109,0.23790635913610458
CALCA,TSHR,0.0,0.0,0.0,0.0
THBS2,NOTCH4,0.11349978659147064,0.09761179490795349,0.07574955631974763,0.05986156463623046
THBS2,ITGA6,0.16406082240303876,0.09920317484846328,0.12631059213131574,0.06145294457674026
THBS2,CD36,0.08483156197415902,0.0,0.047081331702436,0.0
S100A8,CD36,0.02612669530083569,0.0,0.11727718541261056,0.0
S100A12,CD36,0.009233291764425092,0.0,0.0,0.0
S100A9,CD36,0.217839908536956,0.0,0.6334644986116539,0.0
CALCB,TSHR,0.0,0.0,0.0,0.0
MDK,ITGA6,0.8215083440755332,0.7566506965209577,0.5068164892360558,0.44195884168148036
ADM,TSHR,0.0,0.0,0.0,0.0
CGA,RAMP3,0.010132270207840192,0.0,0.0,0.0
CXCL8,CD79A,0.01758495817674309,0.0,0.2425798551589343,0.0
PTH2,RAMP3,0.0,0.0,0.0,0.0
APOE,LRP1,1.015722703426836,1.107660806573081,1.8492842724850873,1.9412223756313325
PCSK9,LRP1,0.2944647198615793,0.3864028230078245,0.0,0.0
THBS1,LRP1,0.4024838379253,0.49442194107154525,0.38335876225740695,0.4752968654036522
VWF,LRP1,0.4483922529875455,0.5403303561337908,0.4167447259953716,0.5086828291416168
CGA,RAMP2,0.07478733218322993,0.05396802858082424,0.0,0.0
CCL11,ACKR4,0.0,0.0,0.0,0.0
CCL7,ACKR4,0.003663112266621628,0.02485718535829375,0.0,0.0
CCL8,ACKR4,0.03771031571611124,0.058904388807783356,0.026975509990526978,0.0481695830821991
S100A9,CD68,0.6847434618749062,1.0767518119457566,1.1003680519496042,1.4923764020204544
S100A8,CD68,0.4930302486387859,0.8850385987096362,0.5841807387505608,0.9761890888214111
PTH2,RAMP2,0.0,0.0,0.0,0.0
TNF,FLT4,0.03677770388118974,0.11811536764558393,0.0,0.0
THBS2,NOTCH3,0.1702579711347097,0.10460203691234801,0.13250774086298667,0.066851806640625
SCGB3A1,NOTCH3,0.09567368758494332,0.03001775336258164,0.0,0.0
CXCL8,KDR,0.0522974242544707,0.0,0.2772923212366619,0.0
CXCL9,FCGR2A,0.32099028198079693,0.7187356141192953,0.34890605507616224,0.7466513872146607
VEGFD,FLT1,0.0,0.0,0.0,0.0
TNF,ICOS,0.003520467696095164,0.0,0.0,0.0
IL6,F3,0.09508835692201469,0.19440258381290512,0.0,0.0
CXCL12,CCR4,0.1655663267416217,0.0,0.026982742398144813,0.0
CCL3,CCR4,0.05228911797168609,0.0,0.2440431995681544,0.0
PTN,PTPRB,0.055799185915218236,0.0,0.0418830455255982,0.0
CCL8,ACKR1,0.03624541516410572,0.0,0.02551060943852146,0.0
EDN1,ADGRL4,0.04536369475313479,0.0798649955413713,0.0,0.0
MDK,TSPAN1,0.7413882694208865,0.0,0.4266964145814092,0.0
CCL1,ACKR1,0.0,0.0,0.0,0.0
IGF1,ITGA6,0.10735222503015672,0.04249457747558123,0.1393118537828317,0.07445420622825621
CCL18,ACKR1,0.08992342008965715,0.0,0.3750784951354094,0.0
CXCL3,ACKR1,0.022885718288664342,0.0,0.021590873887641027,0.0
CXCL5,ACKR1,0.00883699611319584,0.0,0.02551060943852146,0.0
CXCL9,ACKR1,0.07448256312690855,0.0,0.1023983362222739,0.0
CXCL10,ACKR1,0.06188320276494502,0.0,0.05047783880482395,0.0
CXCL13,ACKR1,0.012712312902744181,0.0,0.0,0.0
CCL7,ACKR1,0.002198211714616109,0.0,0.0,0.0
SPP1,ITGB6,0.0,0.0,0.0,0.0
ANGPTL4,CDH5,0.185166400626607,0.215585400755179,0.49265694107645275,0.5230759412050248
ANGPTL4,CDH11,0.225822757955,0.14770805894829042,0.5333132984048458,0.4551985993981361
SLC1A2,GRIA1,0.0,0.0,0.0,0.0
SLC1A6,GRIA1,0.0,0.0,0.0,0.0
APOE,TYROBP,1.206326266906781,1.701262674129653,2.0398878359650325,2.5348242431879044
CCL20,ACKR4,0.008823814061322915,0.030017887152995033,0.0,0.0
FAM3D,FPR2,0.0035658825598171525,0.029593596073280277,0.0,0.0
HLA-G,KLRD1,0.00991886177098507,0.0,0.0,0.0
FGFR4,MCAM,0.09213492478701285,0.02325499466418628,0.0,0.0
LAIR2,FGFR4,0.0069291840459455405,0.0,0.0,0.0
IL2,DLK1,0.0,0.0,0.0,0.0
TNFSF9,FCRL1,0.0,0.0,0.0,0.0
DCN,LRP1,0.31130933454508813,0.40324743769133337,0.3677470451524951,0.4596851482987404
IFNG,MPL,0.0,0.0,0.0,0.0
TPO,MPL,0.0,0.0,0.0,0.0
HAPLN1,IL1RL1,0.012253542879884248,0.0,0.055930072013670284,0.0
SEMA3G,FCGR2A,0.24922687293467946,0.6469722050731779,0.0,0.0
VCAM1,VCAM1,0.07506626056337268,0.0833743577535148,0.0833743577535148,0.09168245494365693
CCL5,ACKR4,0.2314855185615432,0.2526795916532153,0.46101038502581293,0.4822044581174851
FLT4,FCRL1,0.0,0.0,0.0,0.0
CRLF1,LIFR,0.056287933439293836,0.07898059925128036,0.0,0.0
PCSK9,CD36,0.00962304748007409,0.0,0.0,0.0
THBS1,GP9,0.0,0.0,0.0,0.0
EFNB2,FCRL1,0.0,0.0,0.0,0.0
VCAN,LDLR,0.16214301323831487,0.15647661801656532,0.19628326812843444,0.19061687290668486
CEACAM5,CEACAM6,0.0,0.0,0.0,0.0
CEACAM6,CEACAM5,0.0,0.0,0.0,0.0
CCN1,ITGA6,0.37238187897397745,0.30752423141940194,0.18364106042832046,0.11878341287374497
CCL3L1,CCR4,0.01652258138786851,0.0,0.13445996776139935,0.0
CTSG,CXCL12,0.18114708132768995,0.04256349698421305,0.0,0.0
KDR,FLT1,0.13843804538656954,0.06274041345887565,0.0,0.0
KDR,CDH5,0.09787039952682161,0.1282893996553936,0.0,0.0
CXCL8,MMP9,0.04778758130741001,0.0,0.2727824782896012,0.0
CCL22,CCR7,0.0014492917012753953,0.0,0.0,0.0
FLT4,KDR,0.07401795474399624,0.0,0.15535561850839044,0.0
KDR,FLT4,0.07401795474399624,0.15535561850839044,0.0,0.0
THBS1,MMP2,0.1916499666125045,0.24951659592965758,0.17252489094461143,0.23039152026176452
NPPA,MME,0.0,0.0,0.0,0.0
THBS1,MMP9,0.1418790972099624,0.0,0.12275402154206934,0.0
SFTPA1,SFTPA2,0.0,0.0,0.0,0.0
KDR,PLCG2,0.046533030430623866,0.0,0.0,0.0
IFNG,TNF,0.003657322374654068,0.0,0.0,0.0
PRSS3,F2RL3,0.1353476793406396,0.19010500831865954,0.22446285272554756,0.2792201817035675
CSF1,TNF,0.05991480984649327,0.0,0.05139344846662123,0.0
KDR,HSP90AA1,1.128933146188971,1.0594721238928355,0.0,0.0
THBS1,ELANE,0.10911983240472094,0.0,0.08999475673682789,0.0
AREG,MMP9,0.05124911968379491,0.0,0.0,0.0
IL1RN,IL2RA,0.043826578040436735,0.11995270214211785,0.21678569899221,0.29291182309389113
CCL1,ACKR4,0.0,0.0,0.0,0.0
CTSG,F2RL3,0.025773358152639342,0.08053068713065928,0.0,0.0
PRSS2,F2RL3,0.011709554189114301,0.06646688316713424,0.0,0.0
PRSS1,F2RL3,0.0,0.0,0.0,0.0
THBS4,CD36,0.011183036781482115,0.0,0.0,0.0
MDK,PTPRB,0.7470979838730902,0.0,0.43240612903361286,0.0
CSF2,CSF2,0.0007355203545663314,0.0,0.0,0.0
IFNG,IFNG,0.00700792688749208,0.0,0.0,0.0
IL13,IL13,0.0,0.0,0.0,0.0
IL1A,IL1B,0.0,0.0,0.0,0.0
IL1B,IL1B,0.04503270025433849,0.0,0.0,0.0
IL1RN,IL1B,0.02884094048959731,0.0,0.20180006144137058,0.0
IL2,IL2,0.00035677042753336815,0.0,0.0,0.0
IL22,IL22,0.0,0.0,0.0,0.0
IL6,IL6,0.022673847030068982,0.0,0.0,0.0
CLU,TYROBP,0.5905580710987361,1.0854944783216083,0.5821625882242867,1.0770989954471588
ICOS,CD40LG,0.003912845405638403,0.0,0.0,0.0
CCL26,CXCR6,0.04735224737024396,0.10074250821664717,0.1272891617705554,0.18067942261695863
VEGFA,MMP9,0.27154937806446167,0.0,0.6174747904705972,0.0
OSM,CXCL10,0.0657034149771518,0.05429805101703073,0.0,0.0
THBS1,VCAM1,0.1465284606449949,0.154836557835137,0.12740338497710185,0.13571148216724396
IFNG,TYMS,0.3219424840698769,0.14102449426363892,0.0,0.0
CSF1,VEGFA,0.29842706213339304,0.6443524745395286,0.289905700753521,0.6358311131596566
VEGFA,CSF1,0.29842706213339304,0.289905700753521,0.6443524745395286,0.6358311131596566
CSF2,FLT1,0.10141219577013817,0.025714563842444298,0.0,0.0
IFNG,CD74,0.989222867288329,1.5771523446769615,0.0,0.0
CCL1,CCR7,0.0,0.0,0.0,0.0
IL6,IL17A,0.0,0.0,0.0,0.0
IL10,PTGS2,0.006443279406285893,0.0,0.0,0.0
CXCL1,CXCR6,0.02221662600650172,0.07560688685290493,0.0,0.0
VWF,THBS1,0.2638990757888626,0.24477400012096956,0.2322515487966887,0.21312647312879562
XCL2,CCR7,0.019717483861634334,0.0,0.02404867589732714,0.0
XCL1,CCR4,0.006846845288738414,0.0,0.0,0.0
CSF2,PLAU,0.21528520970186188,0.32762183945956697,0.0,0.0
STC1,TNF,0.09215350296466265,0.0,0.14598367726262648,0.0
CSF2,CD1A,0.0,0.0,0.0,0.0
CSF2,MMP9,0.03325152702393701,0.0,0.0,0.0
IFNG,PTGS2,0.00825405304917336,0.0,0.0,0.0
CXCL8,CCR6,0.01534495195159995,0.0,0.24033984893379118,0.0
CTSG,THBD,0.13942481875234625,0.2014805381071264,0.0,0.0
CCL2,TNF,0.11573145793395927,0.0,0.3871031633561476,0.0
IL13,CXCL12,0.0,0.0,0.0,0.0
IL10,VEGFA,0.24035880101866636,0.5862842134248019,0.0,0.0
PPBP,CCR4,0.0,0.0,0.0,0.0
CXCL2,CXCR6,0.021398874310733812,0.07478913515713702,0.0,0.0
CXCL13,CCR6,0.012989644620227636,0.0,0.0,0.0
IL2,CXCL12,0.16559033309503196,0.027006748751555076,0.0,0.0
IL6,VEGFA,0.2500025347328423,0.5959279471389778,0.0,0.0
CCL8,CCR4,0.03623598825110182,0.0,0.025501182525517554,0.0
CD40LG,C3,0.004168785262152247,0.0,0.0,0.0
CXCL14,CCR7,0.0,0.0,0.0,0.0
CXCL11,CCR6,0.006422980870614504,0.0,0.0,0.0
CXCL11,CXCR6,0.022872220870502835,0.07626248171690604,0.0,0.0
CXCL12,CCR6,0.16585308537210908,0.0,0.02726950102863217,0.0
CXCL9,CCR4,0.07447313621390465,0.0,0.10238890930927,0.0
IL2,IDO1,0.005868641024861255,0.0,0.0,0.0
CCL1,CXCR6,0.0,0.0,0.0,0.0
CCL11,PIK3C2G,0.0,0.0,0.0,0.0
IL1B,PLAUR,0.741009587561914,0.7782230418691126,0.0,0.0
CCL7,CCR7,0.0032603024215449613,0.0,0.0,0.0
XCL1,CCR7,0.00791836290867117,0.0,0.0,0.0
CSF3,MMP9,0.03504869573091143,0.0,0.0,0.0
IL1B,CSF1,0.08227780104275448,0.07375643966288245,0.0,0.0
CSF2,CDH11,0.10150090723878327,0.02338620823207366,0.0,0.0
ADIPOQ,TNF,0.0,0.0,0.0,0.0
TNF,CDK6,0.07092653303727979,0.0,0.0,0.0
CCL4,CCR7,0.12631424564075056,0.0,0.20177535742780275,0.0
CXCL1,CCR7,0.006552144996058785,0.0,0.0,0.0
CCL13,CCR6,0.0304654980301487,0.0,0.13558300787029173,0.0
CXCL8,CCR7,0.016129710941045348,0.0,0.24112460792323656,0.0
IFNG,PIGR,0.0,0.0,0.0,0.0
CALCA,CDH11,0.0,0.0,0.0,0.0
CCL15,CCR6,0.0008126162616900226,0.0,0.0,0.0
CSF3,TNF,0.0023182878151656234,0.0,0.0,0.0
CXCL2,CCR7,0.00573439330029088,0.0,0.0,0.0
CXCL12,MMP13,0.16730423262406402,0.0,0.028720648280587128,0.0
CXCL12,CXCR6,0.1823023253719974,0.2356925862184006,0.0437187410285205,0.0971090018749237
PPBP,CXCR6,0.0,0.0,0.0,0.0
IL22,MMP1,0.0,0.0,0.0,0.0
CD40LG,PTGS2,0.0052958262458785875,0.0,0.0,0.0
CCL5,MMP9,0.2627405790828312,0.0,0.49226544554710094,0.0
RELN,ITGB6,0.0,0.0,0.0,0.0
IFNG,CTSL,0.2838378641858447,0.6754451693029303,0.0,0.0
CCL17,CCR6,0.0,0.0,0.0,0.0
IFNG,CTSK,0.011860158310626177,0.0,0.0,0.0
CCL13,CXCR6,0.046914738030037026,0.10030499887644023,0.15203224787018005,0.20542250871658324
IFNG,CD40LG,0.004049700084197307,0.0,0.0,0.0
TNF,PTGS2,0.004903448536335349,0.0,0.0,0.0
IL1A,ITGA6,0.0,0.0,0.0,0.0
IL6,NOTCH3,0.1054101678560714,0.039754233633709724,0.0,0.0
IL1B,PTGS2,0.027266439732596567,0.0,0.0,0.0
IFNG,TPO,0.0,0.0,0.0,0.0
IGF1,HMOX1,0.1342974272409187,0.22925004244664676,0.1662570559935937,0.26120967119932176
SAA1,MMP9,0.03300645857734905,0.0,0.0,0.0
CXCL11,CCR7,0.007207739860059903,0.0,0.0,0.0
CCL4,CXCR6,0.1419787266511935,0.19536898749759668,0.2174398384382457,0.2708300992846489
CCL2,CXCR6,0.13246847649378335,0.18585873734018654,0.4038401819159717,0.4572304427623749
COMP,ITGA6,0.0,0.0,0.0,0.0
CXCL3,CXCR6,0.039612290006036124,0.09300255085243933,0.03831744560501281,0.09170770645141602
CCL20,CXCR6,0.024085485226689178,0.07747574607309238,0.0,0.0
CCL18,CCR6,0.0902007518071406,0.0,0.37535582685289287,0.0
IFNG,KLRD1,0.012988590319137409,0.0,0.0,0.0
FLT4,FLT1,0.13766878054313672,0.06197114861544284,0.2190064443075309,0.14330881237983703
CCL3,CXCR6,0.06902511660206177,0.12241537744846498,0.2607791981985301,0.3141694590449333
CXCL2,CCR6,0.004949634310845482,0.0,0.0,0.0
CSF2,CEACAM5,0.0,0.0,0.0,0.0
FGF7,SFTPA1,0.0,0.0,0.0,0.0
VEGFA,PDGFRB,0.571401878321933,0.6342409423692933,0.9173272907280685,0.9801663547754288
CCL1,CCR4,0.0,0.0,0.0,0.0
IL1B,MMP9,0.055400116973823084,0.0,0.0,0.0
CCL3L1,CCR6,0.016809340018355868,0.0,0.13474672639188673,0.0
CCL14,CCR6,0.0037372102284564655,0.0,0.0,0.0
CCL2,VEGFA,0.35424371022085904,0.7001691226269946,0.6256154156430473,0.9715408280491828
XCL1,CXCR6,0.023582843919114103,0.0769731047655173,0.0,0.0
XCL2,CCR4,0.01864596624170158,0.0,0.022977158277394386,0.0
IL17A,TNF,0.0,0.0,0.0,0.0
CCL18,CXCR6,0.10664999180702893,0.16004025265343214,0.3918050668527812,0.4451953276991844
TPSAB1,MMP2,0.10464353579160665,0.16251016510875976,0.12907924269164742,0.1869458720088005
CCL13,CCR7,0.0312502570195941,0.0,0.13636776685973712,0.0
IFNG,LOX,0.3122909263581093,0.4301491976709265,0.0,0.0
IL17A,MMP9,0.0,0.0,0.0,0.0
CXCL10,CXCR6,0.0786097744823168,0.13200003532872,0.06720441052219574,0.12059467136859894
CCL20,CCR4,0.007349486596313491,0.0,0.0,0.0
CCL7,CXCR6,0.018924783431987894,0.0723150442783911,0.0,0.0
CD40LG,VEGFA,0.23921134785825907,0.5851367602643947,0.0,0.0
CSF3,BIRC3,0.012373788405989062,0.0,0.0,0.0
XCL2,CXCR6,0.035381964872077266,0.08877222571848047,0.039713156907770074,0.09310341775417327
IL20,PTGS2,0.0,0.0,0.0,0.0
IL6,MMP9,0.04422069036168833,0.0,0.0,0.0
CCL8,CXCR6,0.0529719868814775,0.10636224772788071,0.04223718115589324,0.09562744200229645
CCL21,CCR4,0.6879283218169937,0.0,0.9709346561125537,0.0
IL12B,CXCL9,0.0,0.0,0.0,0.0
NPPA,TNF,0.0,0.0,0.0,0.0
IL1B,MMP3,0.03109462746065792,0.0,0.0,0.0
CCL7,CCR4,0.002188784801612205,0.0,0.0,0.0
CCL14,CCR7,0.004521969217901864,0.0,0.0,0.0
PPBP,CCR6,0.0,0.0,0.0,0.0
TNF,CXCL10,0.06187275592249273,0.050467391962371655,0.0,0.0
IL6,HMOX1,0.12615822133516244,0.2211108365408905,0.0,0.0
CCL22,CCR6,0.0006645327118299971,0.0,0.0,0.0
CCL2,F3,0.19932953241003143,0.2986437593009219,0.4707012378322198,0.5700154647231102
MDK,VEGFA,0.9722978596839751,1.3182232720901106,0.6576060048444977,1.0035314172506333
IL2,FCER2,0.00046909761902414295,0.0,0.0,0.0
LEP,FLT1,0.10119291599828363,0.025495284070589763,0.0,0.0
CXCL14,CCR6,0.0,0.0,0.0,0.0
SPARC,MMP14,1.406717825045059,1.5573650340313203,1.2697252771282403,1.420372486114502
IL10,CD14,0.3046377700430351,0.5046659684787989,0.0,0.0
IL1A,CSF1,0.0,0.0,0.0,0.0
IL2,HSP90AA1,1.0917179216090231,1.0222568993128878,0.0,0.0
CCL5,CCR6,0.23029794972702114,0.0,0.4598228161912909,0.0
CCL2,CCR6,0.11601923649389502,0.0,0.38739094191608336,0.0
CSF2,MMP14,0.4261771039349333,0.5768243129211948,0.0,0.0
PI3,TNF,0.0010844638893724155,0.0,0.0,0.0
OSM,PTGS2,0.008734107590994428,0.0,0.0,0.0
FGF7,PDGFRA,0.6733482479586651,0.5118602165056266,0.0,0.0
CCL13,CCR4,0.030178739399661342,0.0,0.13529624923980435,0.0
COL6A3,ITGA6,1.048413008701202,0.9835553611466265,1.0058753155037752,0.9410176679491996
CCL3,CCR7,0.05336063559161885,0.0,0.24511471718808717,0.0
COMP,ITGB6,0.0,0.0,0.0,0.0
IGFBP2,CD24,0.09716990379203853,0.0,0.1648489622365681,0.0
IL6,PTGS2,0.01608701312046181,0.0,0.0,0.0
IFNG,CXCL9,0.07782272079729427,0.10573849389265962,0.0,0.0
CSF3,CXCL12,0.16757687676552288,0.028993292422045985,0.0,0.0
IGF1,FLT4,0.05610047437107245,0.13743813813546665,0.08806010312374743,0.16939776688814162
IL1B,PTGDS,0.024735719760998965,0.0,0.0,0.0
FGFR4,MMP9,0.033315982093802154,0.0,0.0,0.0
CXCL9,CCR7,0.0755446538338374,0.0,0.10346042692920275,0.0
IGF1,PDGFRB,0.3522123965249159,0.4150514605722762,0.3841720252775909,0.4470110893249512
S100B,BIRC3,0.02863006388119923,0.0,0.03322730757652196,0.0
VEGFA,PDGFRA,0.9100858119890455,0.748597780536007,1.256011224395181,1.0945231929421424
IL17A,CXCL12,0.0,0.0,0.0,0.0
COL6A3,ITGB6,0.0,0.0,0.0,0.0
OLR1,MMP3,0.0,0.0,0.0,0.0
CD160,KLRD1,0.015343953906786806,0.0,0.0,0.0
CCL22,CXCR6,0.017113772711718326,0.07050403355812153,0.0,0.0
CXCL1,CCR4,0.00548062737612603,0.0,0.0,0.0
LAMA3,ITGB6,0.0,0.0,0.0,0.0
