cluster_1,,B cell,B cell,B cell,B cell,B cell,Fibroblast,Fibroblast,Fibroblast,Fibroblast,Fibroblast,Malignant cell,Malignant cell,Malignant cell,Malignant cell,Malignant cell,Myeloid cell,Myeloid cell,Myeloid cell,Myeloid cell,Myeloid cell,T cell,T cell,T cell,T cell,T cell
cluster_2,,B cell,Fibroblast,Malignant cell,Myeloid cell,T cell,B cell,Fibroblast,Malignant cell,Myeloid cell,T cell,B cell,Fibroblast,Malignant cell,Myeloid cell,T cell,B cell,Fibroblast,Malignant cell,Myeloid cell,T cell,B cell,Fibroblast,Malignant cell,Myeloid cell,T cell
source,target,,,,,,,,,,,,,,,,,,,,,,,,,
CCL2,MMP14,0.2283284011232944,0.2854430963711086,0.17529189229773812,0.31955701064571007,0.0,0.2844190033051424,0.3415336985529566,0.23138249447958614,0.3756476128275581,0.0,0.15296682366894798,0.2100815189167622,0.0999303148433917,0.24419543319136366,0.0,0.5296866561218823,0.5868013513696964,0.47665014729632593,0.6209152656442979,0.0,0.0,0.0,0.0,0.0,0.0
TNFSF9,TNFRSF9,0.0,0.0,0.0,0.0,0.0,0.0,0.008768583002265977,0.0032708997825801897,0.0,0.0,0.0,0.009784004172215883,0.004286320952530096,0.0,0.0,0.0,0.0438229783654256,0.03832529514573981,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SHH,PTCH1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005400705874331005,0.0023286823542032287,0.03628061328087893,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IHH,PTCH1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005440991058368734,0.0023689675382409583,0.03632089846491666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
JAG1,NOTCH3,0.2166654572232079,0.32080292228230917,0.2566086490658913,0.24369639625290235,0.46669787610500174,0.27838879789559895,0.3825262629547002,0.31833198973828236,0.30541973692529345,0.5284212167773927,0.26484397444655394,0.3689814395056552,0.30478716628923735,0.2918749134762484,0.5148763933283478,0.0,0.0,0.0,0.0,0.0,0.39329602641653727,0.49743349147563853,0.4332392182592207,0.4203269654462317,0.6433284452983311
HLA-DRB5,CTSL,0.3857175448468624,0.4282699175685294,0.5533344027479994,0.997337846703523,0.0,0.35773714150036107,0.4002895142220281,0.5253539994014981,0.9693574433570217,0.0,0.3003867007977984,0.34293907351946545,0.4680035586989354,0.912007002654459,0.0,0.4906248904607411,0.5331772631824081,0.6582417483618781,1.1022451923174017,0.0,0.0,0.0,0.0,0.0,0.0
HLA-DQA2,CTSL,0.07706311185851353,0.11961548458018058,0.24467996975965056,0.6886834137151742,0.0,0.0,0.0,0.0,0.0,0.0,0.06796589084490769,0.11051826356657474,0.2355827487460447,0.6795861927015683,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HLA-DRB1,CTSL,0.9246204568229559,0.9671728295446229,1.092237314724093,1.5362407586796165,0.0,0.8892654509450694,0.9318178236667364,1.0568823088462063,1.50088575280173,0.0,0.5150755669318251,0.5576279396534921,0.6826924248329621,1.1266958687884858,0.0,1.5759275010684493,1.6184798737901165,1.7435443589695865,2.18754780292511,0.0,0.7375966747298496,0.7801490474515166,0.9052135326309866,1.34921697658651,0.0
IL2,IL2RA,0.025708404661134908,0.011759927616082314,0.0077911665710078196,0.16954555418333989,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HLA-DQB2,CTSL,0.07396109550053837,0.11651346822220542,0.2415779534016754,0.685581397357199,0.0,0.0697153976542751,0.11226777037594216,0.23733225555541215,0.6813356995109358,0.0,0.07267489585729581,0.11522726857896286,0.24029175375843284,0.6842951977139564,0.0,0.18121853456081807,0.2237709072824851,0.3488353924619551,0.7928388364174788,0.0,0.0,0.0,0.0,0.0,0.0
HLA-DRA,CTSL,1.2447486233165246,1.2873009960381918,1.4123654812176616,1.8563689251731854,0.0,1.1313180109658787,1.173870383687546,1.2989348688670157,1.7429383128225395,0.0,0.6774702129155222,0.7200225856371892,0.8450870708166592,1.289090514772183,0.0,1.8767241045237122,1.9192764772453794,2.044340962424849,2.488344406380373,0.0,0.7691706855788486,0.8117230583005156,0.9367875434799856,1.380790987435509,0.0
IL1RN,IL1R2,0.012808114972733358,0.0,0.008947550004599637,0.0,0.0,0.007286918571959702,0.0,0.0034263536038259797,0.0,0.0,0.021663843201172612,0.0,0.01780327823303889,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
