cluster_1,,B cell,B cell,B cell,B cell,B cell,Fibroblast,Fibroblast,Fibroblast,Fibroblast,Fibroblast,Malignant cell,Malignant cell,Malignant cell,Malignant cell,Malignant cell,Myeloid cell,Myeloid cell,Myeloid cell,Myeloid cell,Myeloid cell,T cell,T cell,T cell,T cell,T cell
cluster_2,,B cell,Fibroblast,Malignant cell,Myeloid cell,T cell,B cell,Fibroblast,Malignant cell,Myeloid cell,T cell,B cell,Fibroblast,Malignant cell,Myeloid cell,T cell,B cell,Fibroblast,Malignant cell,Myeloid cell,T cell,B cell,Fibroblast,Malignant cell,Myeloid cell,T cell
CSF1,TNF,,,,0.096,,,,,0.0,,,,,0.002,,,,,0.064,,,,,,
KDR,HSP90AA1,1.0,1.0,0.002,1.0,0.996,1.0,1.0,0.0,1.0,0.996,1.0,1.0,0.0,1.0,0.994,,,,,,,,,,
THBS1,ELANE,,,,,,,,,,,,,,,,,,,,,,,,,
AREG,MMP9,,,,,,,,,,,,,,,,,,,,,,,,,
IL1RN,IL2RA,0.146,,,0.0,,,,,,,0.002,,,0.0,,,,,,,,,,,
CCL1,ACKR4,,,,,,,,,,,,,,,,,,,,,,,,,
CTSG,F2RL3,,,,,,,,,,,,,,,,,,,,,,,,,
PRSS2,F2RL3,,,,,,,,,,,,0.004,0.78,,,,,,,,,,,,
PRSS1,F2RL3,,,,,,,,,,,,,,,,,,,,,,,,,
THBS4,CD36,0.002,0.072,0.0,0.018,,0.008,0.062,0.0,0.024,,0.372,0.998,1.0,0.082,,,,,,,,,,,
MDK,PTPRB,1.0,1.0,1.0,,,0.356,0.366,0.098,,,0.878,0.956,0.002,,,0.39,0.382,0.32,,,,,,,
CSF2,CSF2,,,,,,,,,,,,,0.002,0.086,,,,0.086,0.092,,,,,,
IHH,GAS1,,,,,,,,,,,,,,,,,,,,,,,,,
IFNG,IFNG,,,,,,,,,,,,,,,,,,,0.008,,,,,,
IL13,IL13,,,,,,,,,,,,,,,,,,,,,,,,,
IL1A,IL1B,,,,,,,,,,,,,,,,,,,,,,,,,
IL1B,IL1B,,,,,,,,,,,,,,,,,,,0.026,,,,,,
IL1RN,IL1B,,,,0.188,,,,,,,,,,0.018,,,,,,,,,,,
IL2,IL2,,,,,,,,,,,,,,,,,,,,,,,,,
IL22,IL22,,,,,,,,,,,,,,,,,,,,,,,,,
IL6,IL6,,,,,,,0.0,,,,,,,,,,,,,,,,,,
CLU,TYROBP,1.0,1.0,1.0,0.044,,1.0,1.0,1.0,0.0,,0.0,0.0,0.0,0.0,,1.0,1.0,1.0,0.008,,1.0,1.0,1.0,0.986,
ICOS,CD40LG,,,,,,,,,,,,,,,,,,,,,,,,,
CCL26,CXCR6,0.002,,,,,,,,,,,,,,,0.034,,,,,,,,,
VEGFA,MMP9,1.0,1.0,1.0,0.002,,1.0,1.0,1.0,0.002,,0.004,0.0,0.0,0.0,,0.99,0.988,0.996,0.01,,,,,,
OSM,CXCL10,,,,,,,,,,,,,,,,,,,,,,,,,
THBS1,VCAM1,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,1.0,0.0,1.0,0.268,,0.118,0.034,0.162,0.06,,0.01,0.0,0.01,0.0,
IFNG,TYMS,,,,,,,,,,,,,,,,,0.994,0.006,0.084,,,,,,
CSF1,VEGFA,1.0,1.0,0.29,0.996,,1.0,1.0,0.0,0.97,,1.0,1.0,0.0,0.996,,1.0,1.0,0.084,0.932,,,,,,
VEGFA,CSF1,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,,0.29,0.0,0.0,0.084,,0.996,0.97,0.996,0.932,,,,,,
CSF2,FLT1,,,,,,,,,,,1.0,1.0,0.0,0.808,,0.804,0.45,0.076,0.54,,,,,,
IFNG,CD74,,,,,,,,,,,,,,,,0.0,0.0,1.0,0.0,0.994,,,,,
CCL1,CCR7,,,,,,,,,,,,,,,,,,,,,,,,,
IL6,IL17A,,,,,,,,,,,,,,,,,,,,,,,,,
IL10,PTGS2,,,,,,,,,,,,,,,,,,0.0,,,,,,,
CXCL1,CXCR6,,,,,,,,,,,,,,,,0.016,,,,,,,,,
VWF,THBS1,0.0,0.0,1.0,0.392,0.016,0.0,0.0,1.0,0.222,0.01,0.0,0.0,1.0,0.128,0.01,0.066,0.0,1.0,0.798,0.112,,,,,
XCL2,CCR7,0.05,,,0.0,,,,,,,,,,,,0.11,,,0.0,,,,,,
XCL1,CCR4,,,,,,,,,,,,,,,,,,,,,,,,,
CSF2,PLAU,,,,,,,,,,,1.0,0.998,0.0,0.258,,1.0,0.682,0.068,0.186,,,,,,
STC1,TNF,,,,,,,,,0.0,,,,,0.002,,,,,0.02,,,,,,
CSF2,CD1A,,,,,,,,,,,,,,,,,,,,,,,,,
CSF2,MMP9,,,,,,,,,,,0.18,0.104,0.918,0.0,,0.066,0.072,0.098,0.0,,,,,,
IFNG,PTGS2,,,,,,,,,,,,,,,,,,0.008,,,,,,,
CXCL8,CCR6,,,,,,,,,,,0.022,,0.642,0.078,,0.018,,0.03,0.016,,,,,,
CTSG,THBD,,,,,,,,,,,,,,,,,,,,,,,,,
CCL2,TNF,,,,0.0,,,,,0.0,,,,,0.012,,,,,0.0,,,,,,
IL13,CXCL12,,,,,,,,,,,,,,,,,,,,,,,,,
IL10,VEGFA,,,,,,,,,,,,,,,,1.0,1.0,0.0,0.924,,,,,,
PPBP,CCR4,,,,,,,,,,,,,,,,,,,,,,,,,
CXCL2,CXCR6,,,,,,0.168,,,,,0.004,,,,,0.358,,,,,,,,,
CXCL13,CCR6,0.0,,0.0,0.008,,,,,,,,,,,,,,,,,,,,,
IL2,CXCL12,,,,,,,,,,,,,,,,,,,,,,,,,
IL6,VEGFA,,,,,,1.0,1.0,0.0,0.982,,,,,,,,,,,,,,,,
CCL8,CCR4,,,,,,,,,,,,,,,,,,,,,,,,,
CD40LG,C3,,,,,,,,,,,,,,,,,,,,,,,,,
CXCL14,CCR7,0.998,,,0.452,,0.0,,,0.0,,0.226,,,0.0,,0.254,,,0.056,,,,,,
CXCL11,CCR6,0.008,,0.08,0.048,,,,,,,,,,,,0.0,,0.004,0.002,,,,,,
CXCL11,CXCR6,0.004,,,,,,,,,,,,,,,0.0,,,,,,,,,
CXCL12,CCR6,0.0,,0.0,0.0,,0.0,,0.0,0.0,,1.0,,1.0,0.174,,0.0,,0.0,0.0,,0.004,,0.004,0.002,
CXCL9,CCR4,,,,,,,,,,,,,,,,,,,,,,,,,
IL2,IDO1,,,,,,,,,,,,,,,,,,,,,,,,,
CCL1,CXCR6,,,,,,,,,,,,,,,,,,,,,,,,,
CCL11,PIK3C2G,,,,,,,,,,,,,,,,,,,,,,,,,
IL1B,PLAUR,,,,,,,,,,,,,,,,0.266,0.046,0.022,0.0,,,,,,
CCL7,CCR7,,,,,,,,,,,,,,,,,,,,,,,,,
XCL1,CCR7,0.008,,,0.0,,,,,,,,,,,,0.0,,,0.0,,,,,,
CSF3,MMP9,,,,,,,,,,,,,,,,,,,,,,,,,
IL1B,CSF1,,,,,,,,,,,,,,,,0.512,0.004,0.03,0.104,,,,,,
CSF2,CDH11,,,,,,,,,,,0.0,0.0,1.0,0.044,,0.0,0.0,0.388,0.028,,,,,,
ADIPOQ,TNF,,,,,,,,,,,,,,,,,,,,,,,,,
TNF,CDK6,,,,,,,,,,,,,,,,0.038,0.0,0.002,0.024,0.002,,,,,
CCL4,CCR7,0.012,,,0.0,,0.0,,,0.0,,0.244,,,0.0,,0.0,,,0.0,,,,,,
CXCL1,CCR7,,,,,,,,,,,,,,,,0.022,,,0.0,,,,,,
CCL13,CCR6,0.026,,0.118,0.036,,0.022,,0.232,0.048,,0.03,,0.982,0.086,,0.0,,0.004,0.0,,,,,,
CXCL8,CCR7,,,,,,,,,,,0.104,,,0.0,,0.022,,,0.0,,,,,,
IFNG,PIGR,,,,,,,,,,,,,,,,,,0.008,,,,,,,
CALCA,CDH11,,,,,,,,,,,,,,,,,,,,,,,,,
CCL15,CCR6,,,,,,,,,,,,,,,,,,,,,,,,,
CSF3,TNF,,,,,,,,,,,,,,,,,,,,,,,,,
CXCL2,CCR7,,,,,,0.386,,,0.0,,0.054,,,0.0,,0.406,,,0.016,,,,,,
CXCL12,MMP13,,,,,,,,,,,,,,,,,,,,,,,,,
CXCL12,CXCR6,0.0,,,,,0.0,,,,,1.0,,,,,0.0,,,,,0.004,,,,
PPBP,CXCR6,,,,,,,,,,,,,,,,,,,,,,,,,
IL22,MMP1,,,,,,,,,,,,,,,,,,,,,,,,,
CD40LG,PTGS2,,,,,,,,,,,,,,,,,,,,,,,,,
CCL5,MMP9,0.0,0.0,0.0,0.0,,0.004,0.0,0.002,0.0,,0.472,0.626,1.0,0.0,,0.0,0.0,0.0,0.0,,,,,,
RELN,ITGB6,,,,,,,,,,,,,,,,,,,,,,,,,
IFNG,CTSL,,,,,,,,,,,,,,,,1.0,1.0,0.006,0.0,,,,,,
CCL17,CCR6,0.012,,0.06,0.034,,0.0,,0.0,0.032,,,,,,,0.0,,0.0,0.0,,,,,,
IFNG,CTSK,,,,,,,,,,,,,,,,0.0,0.0,0.01,0.0,,,,,,
CCL13,CXCR6,0.016,,,,,0.022,,,,,0.016,,,,,0.0,,,,,,,,,
IFNG,CD40LG,,,,,,,,,,,,,,,,,,,,,,,,,
TNF,PTGS2,,,,,,,,,,,,,,,,,,0.002,,,,,,,
IL1A,ITGA6,,,,,,,,,,,,,,,,,,,,,,,,,
IL6,NOTCH3,,,,,,0.872,0.0,0.0,0.494,0.052,,,,,,,,,,,,,,,
IL1B,PTGS2,,,,,,,,,,,,,,,,,,0.016,,,,,,,
IFNG,TPO,,,,,,,,,,,,,,,,0.002,0.898,0.008,0.39,,,,,,
IGF1,HMOX1,0.022,0.0,0.002,0.0,,0.156,0.018,0.374,0.0,,0.272,0.034,1.0,0.0,,0.046,0.022,0.076,0.0,,,,,,
SAA1,MMP9,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,
CXCL11,CCR7,0.02,,,0.0,,,,,,,,,,,,0.0,,,0.0,,,,,,
CCL4,CXCR6,0.01,,,,,0.0,,,,,0.034,,,,,0.0,,,,,,,,,
CCL2,CXCR6,0.0,,,,,0.0,,,,,0.65,,,,,0.0,,,,,,,,,
COMP,ITGA6,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,1.0,1.0,1.0,1.0,,0.014,0.008,0.008,0.002,,0.23,0.21,0.184,0.126,
CXCL3,CXCR6,,,,,,,,,,,,,,,,,,,,,,,,,
CCL20,CXCR6,,,,,,,,,,,,,,,,,,,,,,,,,
CCL18,CCR6,0.974,,1.0,0.802,,0.114,,0.428,0.088,,0.036,,0.92,0.086,,0.0,,0.0,0.0,,,,,,
IFNG,KLRD1,,,,,,,,,,,,,,,,0.008,,,0.022,0.0,,,,,
FLT4,FLT1,1.0,1.0,0.83,0.914,,1.0,1.0,0.974,0.916,,1.0,1.0,0.0,0.804,,,,,,,,,,,
CCL3,CXCR6,0.108,,,,,0.0,,,,,0.02,,,,,0.0,,,,,,,,,
CXCL2,CCR6,,,,,,0.204,,0.668,0.11,,0.016,,0.058,0.064,,0.362,,0.454,0.278,,,,,,
CSF2,CEACAM5,,,,,,,,,,,,,,,,,,,,,,,,,
FGF7,SFTPA1,,,0.0,,,,,0.0,,,,,,,,,,,,,,,,,
VEGFA,PDGFRB,1.0,0.996,1.0,0.998,0.814,1.0,0.934,1.0,0.992,0.66,0.012,0.0,0.0,0.112,0.074,0.954,0.594,1.0,0.866,0.612,,,,,
CCL1,CCR4,,,,,,,,,,,,,,,,,,,,,,,,,
IL1B,MMP9,,,,,,,,,,,,,,,,0.032,0.016,0.03,0.0,,,,,,
CCL3L1,CCR6,0.03,,0.196,0.058,,,,,,,,,,,,0.004,,0.006,0.006,,,,,,
CCL14,CCR6,0.482,,0.772,0.266,,0.958,,1.0,0.638,,0.004,,0.0,0.054,,0.538,,0.664,0.468,,,,,,
CCL2,VEGFA,1.0,1.0,0.0,0.898,,1.0,1.0,0.0,0.74,,1.0,1.0,0.0,1.0,,0.014,0.004,0.0,0.02,,,,,,
XCL1,CXCR6,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,
XCL2,CCR4,,,,,,,,,,,,,,,,,,,,,,,,,
IL17A,TNF,,,,,,,,,,,,,,,,,,,,,,,,,
CCL18,CXCR6,0.982,,,,,0.096,,,,,0.016,,,,,0.0,,,,,,,,,
TPSAB1,MMP2,,,,,,,,,,,,,,,,,,,,,,,,,
CCL13,CCR7,0.062,,,0.0,,0.074,,,0.0,,0.156,,,0.0,,0.0,,,0.0,,,,,,
IFNG,LOX,,,,,,,,,,,,,,,,0.002,0.0,0.008,0.22,,,,,,
IL17A,MMP9,,,,,,,,,,,,,,,,,,,,,,,,,
CXCL10,CXCR6,0.0,,,,,,,,,,0.018,,,,,0.0,,,,,,,,,
CCL20,CCR4,,,,,,,,,,,,,,,,,,,,,,,,,
CCL7,CXCR6,,,,,,,,,,,,,,,,,,,,,,,,,
CD40LG,VEGFA,,,,,,,,,,,,,,,,,,,,,,,,,
CSF3,BIRC3,,,,,,,,,,,,,,,,,,,,,,,,,
XCL2,CXCR6,0.012,,,,,,,,,,,,,,,0.064,,,,,,,,,
IL20,PTGS2,,,,,,,,,,,,,,,,,,,,,,,,,
IL6,MMP9,,,,,,0.012,0.0,0.0,0.0,,,,,,,,,,,,,,,,
CCL8,CXCR6,,,,,,,,,,,,,,,,0.0,,,,,,,,,
CCL21,CCR4,,,,,,,,,,,,,,,,,,,,,,,,,
IL12B,CXCL9,,,,,,,,,,,,,,,,,,,,,,,,,
NPPA,TNF,,,,,,,,,,,,,,,,,,,,,,,,,
IL1B,MMP3,,,,,,,,,,,,,,,,,,,,,,,,,
CCL7,CCR4,,,,,,,,,,,,,,,,,,,,,,,,,
CCL14,CCR7,0.602,,,0.002,,0.99,,,0.002,,0.034,,,0.0,,0.624,,,0.074,,,,,,
PPBP,CCR6,,,,,,,,,,,,,,,,,,,,,,,,,
TNF,CXCL10,,,,,,,,,,,,,,,,0.0,,0.002,0.0,,,,,,
IL6,HMOX1,,,,,,0.046,0.0,0.0,0.0,,,,,,,,,,,,,,,,
CCL22,CCR6,0.0,,0.0,0.008,,,,,,,,,,,,0.0,,0.0,0.0,,,,,,
CCL2,F3,0.612,0.07,0.0,,,0.014,0.0,0.0,,,1.0,1.0,1.0,,,0.0,0.0,0.0,,,,,,,
MDK,VEGFA,1.0,1.0,1.0,1.0,,1.0,1.0,0.01,0.972,,1.0,1.0,0.0,0.988,,0.974,0.932,0.246,0.858,,,,,,
IL2,FCER2,,,,,,,,,,,,,,,,,,,,,,,,,
LEP,FLT1,,,,,,,,,,,,,,,,,,,,,,,,,
CXCL14,CCR6,0.998,,0.998,0.99,,0.0,,0.0,0.004,,0.076,,0.942,0.098,,0.24,,0.276,0.192,,,,,,
SPARC,MMP14,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,1.0,0.418,1.0,0.238,,0.012,0.006,0.026,0.01,,0.0,0.0,0.0,0.0,
IL10,CD14,,,,,,,,,,,,,,,,0.0,0.0,0.008,0.0,,,,,,
IL1A,CSF1,,,,,,,,,,,,,,,,,,,,,,,,,
IL2,HSP90AA1,,,,,,,,,,,,,,,,,,,,,,,,,
CCL5,CCR6,0.0,,0.0,0.0,,0.0,,0.0,0.006,,0.222,,1.0,0.154,,0.0,,0.0,0.0,,,,,,
CCL2,CCR6,0.0,,0.0,0.0,,0.0,,0.0,0.0,,0.686,,1.0,0.17,,0.0,,0.0,0.0,,,,,,
CSF2,MMP14,,,,,,,,,,,0.014,0.0,1.0,0.022,,0.02,0.0,0.142,0.01,,,,,,
PI3,TNF,,,,,,,,,,,,,,,,,,,,,,,,,
OSM,PTGS2,,,,,,,,,,,,,,,,,,,,,,,,,
FGF7,PDGFRA,0.0,0.0,0.13,0.056,,0.0,0.0,0.0,0.036,,,,,,,,,,,,,,,,
CCL13,CCR4,,,,,,,,,,,,,,,,,,,,,,,,,
COL6A3,ITGA6,0.91,0.66,0.306,0.06,,0.0,0.0,0.0,0.0,,1.0,1.0,1.0,0.096,,0.006,0.002,0.002,0.002,,,,,,
CCL3,CCR7,0.256,,,0.0,,0.032,,,0.0,,0.164,,,0.0,,0.0,,,0.0,,,,,,
COMP,ITGB6,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,1.0,1.0,1.0,0.708,,0.008,0.012,0.008,0.002,,0.212,0.234,0.18,0.082,
IGFBP2,CD24,1.0,1.0,0.0,1.0,,0.982,0.864,0.0,0.808,,1.0,1.0,0.0,1.0,,1.0,1.0,0.03,0.994,,0.952,0.852,0.016,0.898,
IL6,PTGS2,,,,,,,,0.0,,,,,,,,,,,,,,,,,
IFNG,CXCL9,,,,,,,,,,,,,,,,0.0,0.008,0.008,0.0,,,,,,
CSF3,CXCL12,,,,,,,,,,,,,,,,,,,,,,,,,
IGF1,FLT4,0.192,0.128,0.0,,,0.792,0.926,0.076,,,0.97,1.0,0.274,,,0.158,0.144,0.06,,,,,,,
IL1B,PTGDS,,,,,,,,,,,,,,,,0.0,0.014,0.03,0.138,,,,,,
FGFR4,MMP9,,,,,,,,,,,,,,,,,,,,,,,,,
CXCL9,CCR7,0.0,,,0.0,,0.03,,,0.0,,0.848,,,0.0,,0.0,,,0.0,,,,,,
IGF1,PDGFRB,0.01,0.0,0.048,0.092,0.072,0.06,0.0,0.984,0.164,0.098,0.09,0.0,1.0,0.182,0.106,0.026,0.0,0.116,0.082,0.074,,,,,
S100B,BIRC3,0.024,0.084,0.102,0.01,,0.004,0.032,0.02,0.004,,0.158,0.428,1.0,0.016,,0.002,0.002,0.004,0.002,,,,,,
VEGFA,PDGFRA,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,,0.0,0.0,0.0,0.054,,0.744,0.738,1.0,0.936,,,,,,
IL17A,CXCL12,,,,,,,,,,,,,,,,,,,,,,,,,
COL6A3,ITGB6,0.756,0.928,0.28,0.014,,0.0,0.0,0.0,0.0,,0.998,1.0,1.0,0.03,,0.002,0.006,0.002,0.0,,,,,,
OLR1,MMP3,,,,,,,,,,,,,,,,,,,,,,,,,
CD160,KLRD1,,,,,,,,,,,,,,,,,,,,,,,,,
CCL22,CXCR6,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,
CXCL1,CCR4,,,,,,,,,,,,,,,,,,,,,,,,,
LAMA3,ITGB6,0.832,0.992,0.008,0.006,,,,,,,,,,,,,,,,,,,,,
IL2,TNFRSF9,,,,,,,,,,,,,,,,,,,,,,,,,
TNF,INSR,,,,,,,,,,,,,,,,1.0,1.0,0.0,0.796,,,,,,
IL6,TSHR,,,,,,1.0,1.0,0.0,0.994,,,,,,,,,,,,,,,,
CXCL6,CXCR6,,,,,,,,,,,,,,,,,,,,,,,,,
LEP,F3,,,,,,,,,,,,,,,,,,,,,,,,,
CCL1,CCR6,,,,,,,,,,,,,,,,,,,,,,,,,
CCL2,CCR7,0.0,,,0.0,,0.0,,,0.0,,1.0,,,0.0,,0.0,,,0.0,,,,,,
CCL26,CCR4,,,,,,,,,,,,,,,,,,,,,,,,,
CXCL9,CCR6,0.0,,0.0,0.0,,0.014,,0.064,0.034,,0.264,,1.0,0.162,,0.0,,0.0,0.0,,,,,,
CCL8,CCR7,,,,,,,,,,,,,,,,0.0,,,0.0,,,,,,
CD40LG,F3,,,,,,,,,,,,,,,,,,,,,,,,,
CXCL10,CCR7,0.0,,,0.0,,,,,,,0.164,,,0.0,,0.0,,,0.0,,,,,,
FGF7,PDGFRB,0.018,0.0,0.124,0.12,0.08,0.006,0.0,0.0,0.086,0.072,,,,,,,,,,,,,,,
CCL17,CXCR6,0.01,,,,,0.0,,,,,,,,,,0.0,,,,,,,,,
CXCL12,MMP9,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.954,1.0,1.0,0.0,,0.0,0.0,0.0,0.0,,0.004,0.004,0.004,0.0,
CXCL3,CCR4,,,,,,,,,,,,,,,,,,,,,,,,,
IGF1,FLT1,0.924,0.696,0.0,0.596,,1.0,0.996,0.028,0.772,,1.0,1.0,0.002,0.836,,0.734,0.334,0.052,0.54,,,,,,
IL13,MUC5AC,,,,,,,,,,,,,,,,,,,,,,,,,
CXCL14,CCR4,,,,,,,,,,,,,,,,,,,,,,,,,
OSM,F3,,,,,,,,,,,,,,,,,,,,,,,,,
CCL4,CCR6,0.008,,0.012,0.016,,0.0,,0.0,0.012,,0.074,,1.0,0.102,,0.0,,0.0,0.0,,,,,,
HLA-G,KLRC2,,,,,,,,,,,,,,,,,,,,,,,,,
CSF2,TNF,,,,,,,,,,,,,,0.002,,,,,0.018,,,,,,
IGF1,FGFR2,0.98,1.0,0.0,,,1.0,1.0,0.002,,,1.0,1.0,0.0,,,0.896,1.0,0.042,,,,,,,
CCL3,CCR6,0.12,,0.474,0.094,,0.012,,0.058,0.036,,0.044,,0.996,0.09,,0.0,,0.0,0.0,,,,,,
IFNG,CCR6,,,,,,,,,,,,,,,,0.006,,0.008,0.022,,,,,,
CXCL6,CCR7,,,,,,,,,,,,,,,,,,,,,,,,,
CCL4,CCR4,,,,,,,,,,,,,,,,,,,,,,,,,
CCL23,CCR6,,,,,,,,,,,,,,,,,,,,,,,,,
CCL14,CCR4,,,,,,,,,,,,,,,,,,,,,,,,,
OSM,ADAMTS4,,,,,,,,,,,,,,,,,,,,,,,,,
ADM,HMOX1,0.982,0.958,1.0,0.0,,1.0,0.998,1.0,0.0,,0.134,0.01,0.062,0.0,,0.49,0.392,0.632,0.0,,,,,,
CCL8,CCR6,,,,,,,,,,,,,,,,0.0,,0.0,0.0,,,,,,
IL6,INSR,,,,,,1.0,1.0,0.0,0.862,,,,,,,,,,,,,,,,
CCL3L1,CCR7,0.084,,,0.0,,,,,,,,,,,,0.004,,,0.0,,,,,,
DKK1,LRP1,,,,,,,,,,,,,,,,,,,,,,,,,
IGF1,KDR,0.24,0.074,0.0,,,0.854,0.758,0.082,,,0.966,0.972,0.406,,,0.166,0.108,0.06,,,,,,,
CXCL6,CCR4,,,,,,,,,,,,,,,,,,,,,,,,,
CCL21,CXCL10,0.0,,0.0,0.0,,0.0,,0.042,0.0,,0.0,,1.0,0.008,,0.0,,0.0,0.0,,,,,,
CCL26,CCR6,0.004,,0.014,0.024,,,,,,,,,,,,0.042,,0.062,0.032,,,,,,
CCL7,CCR6,,,,,,,,,,,,,,,,,,,,,,,,,
IL10,CSF1,,,,,,,,,,,,,,,,0.026,0.0,0.006,0.04,,,,,,
THBS1,ITGB6,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,1.0,1.0,1.0,0.114,,0.186,0.208,0.138,0.028,,0.01,0.012,0.01,0.0,
PRSS1,PRSS2,,,,,,,,,,,,,,,,,,,,,,,,,
IL17F,CXCL10,,,,,,,,,,,,,,,,,,,,,,,,,
VEGFA,CDH5,1.0,1.0,1.0,,,1.0,1.0,1.0,,,0.264,0.04,0.0,,,0.998,0.994,0.994,,,,,,,
THBS4,ITGB6,0.328,0.632,0.0,0.004,,0.364,0.774,0.0,0.004,,0.96,1.0,0.498,0.012,,,,,,,,,,,
TNF,MUC5AC,,,,,,,,,,,,,,,,,,,,,,,,,
CCL5,CXCR6,0.0,,,,,0.0,,,,,0.148,,,,,0.0,,,,,,,,,
CCL18,CCR7,0.992,,,0.006,,0.242,,,0.0,,0.162,,,0.0,,0.0,,,0.0,,,,,,
IL2,C3,,,,,,,,,,,,,,,,,,,,,,,,,
CSF2,CD1C,,,,,,,,,,,,,,0.0,,,,,0.002,,,,,,
IL1A,PLAU,,,,,,,,,,,,,,,,,,,,,,,,,
CXCL5,CCR6,,,,,,,,,,,,,,,,0.01,,0.016,0.02,,,,,,
CCN1,IL17A,,,,,,,,,,,,,,,,,,,,,,,,,
CCL21,CCR6,0.0,,0.0,0.0,,0.01,,0.042,0.016,,0.296,,1.0,0.16,,0.0,,0.0,0.0,,,,,,
CXCL10,CCR6,0.0,,0.0,0.002,,,,,,,0.034,,0.996,0.086,,0.0,,0.0,0.0,,,,,,
CSF2,CPE,,,,,,,,,,,1.0,1.0,0.0,1.0,0.994,1.0,1.0,0.012,1.0,0.988,,,,,
IL1B,LDLR,,,,,,,,,,,,,,,,0.2,0.086,0.02,0.212,,,,,,
SPP1,ITGA6,0.986,0.908,0.716,0.104,,0.712,0.262,0.03,0.034,,0.998,0.98,0.692,0.076,,0.0,0.0,0.0,0.0,,,,,,
CXCL2,CCR4,,,,,,,,,,,,,,,,,,,,,,,,,
VWF,ITGB6,0.996,0.998,0.996,0.268,,0.996,1.0,0.976,0.076,,0.848,0.998,0.0,0.006,,0.994,0.998,0.986,0.8,,,,,,
EDN1,MMP1,,0.006,,0.0,,,,,,,,,,,,,,,,,,,,,
VEGFA,VCAM1,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,,0.004,0.0,0.0,0.016,,0.986,0.82,0.998,0.88,,,,,,
S100B,TNF,,,,0.0,,,,,0.0,,,,,0.002,,,,,0.002,,,,,,
IL13,PTGS2,,,,,,,,,,,,,,,,,,,,,,,,,
CCL26,CCR7,0.006,,,0.0,,,,,,,,,,,,0.052,,,0.002,,,,,,
CD40LG,VCAM1,,,,,,,,,,,,,,,,,,,,,,,,,
TNF,F3,,,,,,,,,,,,,,,,0.956,0.402,0.002,,,,,,,
IL17A,PTGS2,,,,,,,,,,,,,,,,,,,,,,,,,
CXCL1,CCR6,,,,,,,,,,,,,,,,0.02,,0.022,0.018,,,,,,
CXCL14,CXCR6,0.998,,,,,0.0,,,,,0.028,,,,,0.244,,,,,,,,,
IFNG,VCAM1,,,,,,,,,,,,,,,,0.018,0.0,0.008,0.018,,,,,,
TNF,PIGR,,,,,,,,,,,,,,,,,,0.002,,,,,,,
CCL5,CXCL12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.054,0.0,0.002,0.0,0.0,1.0,0.0,0.004,0.0,0.0,0.0,0.0,0.0,,,,,
IL10,DCN,,,,,,,,,,,,,,,,0.0,0.0,1.0,0.0,0.002,,,,,
CXCL8,CXCR6,,,,,,,,,,,0.012,,,,,0.012,,,,,,,,,
EDN1,MCAM,1.0,0.002,0.034,0.364,,,,,,,,,,,,,,,,,,,,,
IL1B,VEGFA,,,,,,,,,,,,,,,,1.0,1.0,0.002,0.982,,,,,,
CSF3,PLAUR,,,,,,,,,,,,,,,,,,,,,,,,,
ADIPOQ,WIF1,,,,,,,,,,,,,,,,,,,,,,,,,
IL1B,MMP1,,,,,,,,,,,,,,,,,0.012,,0.0,,,,,,
CSF2,MMP1,,,,,,,,,,,,0.0,,0.0,,,0.068,,0.002,,,,,,
CCL15,CCR7,,,,,,,,,,,,,,,,,,,,,,,,,
CCL23,CCR4,,,,,,,,,,,,,,,,,,,,,,,,,
VEGFD,PDGFRB,,,,,,,,,,,,,,,,,,,,,,,,,
CSF2,FCER2,,,,,,,,,,,,,,,,,,,,,,,,,
IL12B,TNF,,,,,,,,,,,,,,,,,,,,,,,,,
IGFBP3,MMP14,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.6,0.0,1.0,0.06,,0.01,0.0,0.04,0.004,,0.078,0.032,0.116,0.02,
THBS2,ITGB6,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,1.0,1.0,1.0,0.248,,0.006,0.006,0.004,0.0,,0.0,0.0,0.0,0.0,
CCL23,CCR7,,,,,,,,,,,,,,,,,,,,,,,,,
SPP1,PLAU,1.0,0.994,0.608,0.336,,1.0,0.878,0.004,0.19,,1.0,1.0,0.006,0.274,,0.0,0.0,0.0,0.0,,,,,,
