contrast	endpoint	scope	left_out	method	k	pooled_logHR	pooled_SE	pooled_HR	ci_lo	ci_hi	p	I2	tau2	Q	Q_df	Q_p
DM2_vs_notDM	PFI	TCGA driver subcohorts	TCGA_BRAF_like	single	1	-1.7854935036374073	1.3215638767886735	0.16771427297001326	0.012579193928328508	2.2360794752130597	0.17668071860494955				0	
DM2_vs_notDM	PFI	TCGA driver subcohorts	TCGA_RAS_like	single	1	1.5421601327807988	0.6119832137599928	4.6746772960759415	1.4087391361792831	15.512174867034293	0.011737530139366131				0	
DM1xTERT_comutant_vs_others_UNADJ	OS	TCGA_full + Landa	TCGA_full_primary_S3	single	1	2.5477311791558397	0.5712362668937844	12.778079696323875	4.170886776263603	39.14738747041094	8.194798600770235e-06				0	
DM1xTERT_comutant_vs_others_UNADJ	OS	TCGA_full + Landa	Landa_GSE76039_PDTC_ATC	single	1	3.693267817406937	0.8064045836092242	40.175920250386	8.270904518928402	195.15454014387566	4.651556450990469e-06				0	
DM1xTERT_comutant_vs_others_ADJ	OS	TCGA_full + Landa	TCGA_full_primary_S3	single	1	1.3764096277828641	0.7419795231286025	3.9606558402681413	0.9251091810982507	16.956695496662817	0.06358898806277656				0	
DM1xTERT_comutant_vs_others_ADJ	OS	TCGA_full + Landa	Landa_GSE76039_PDTC_ATC	single	1	3.669202783083199	0.898189843595	39.22062604699082	6.7448755471135815	228.06314168037994	4.405626341085521e-05				0	
