fpr	tpr	model
0.00909090909090909	0.5856079404466501	RandomForest
0.00909090909090909	0.6029776674937966	RandomForest
0.00909090909090909	0.6228287841191067	RandomForest
0.00909090909090909	0.652605459057072	RandomForest
0.01818181818181818	0.6600496277915633	RandomForest
0.01818181818181818	0.6674937965260546	RandomForest
0.01818181818181818	0.6774193548387096	RandomForest
0.01818181818181818	0.6923076923076923	RandomForest
0.01818181818181818	0.7295285359801489	RandomForest
0.01818181818181818	0.7344913151364765	RandomForest
0.01818181818181818	0.7518610421836228	RandomForest
0.01818181818181818	0.7568238213399504	RandomForest
0.01818181818181818	0.7741935483870968	RandomForest
0.01818181818181818	0.7791563275434243	RandomForest
0.01818181818181818	0.7866004962779156	RandomForest
0.01818181818181818	0.8014888337468983	RandomForest
0.01818181818181818	0.8039702233250621	RandomForest
0.01818181818181818	0.8089330024813896	RandomForest
0.01818181818181818	0.8114143920595533	RandomForest
0.01818181818181818	0.8213399503722084	RandomForest
0.01818181818181818	0.826302729528536	RandomForest
0.01818181818181818	0.8287841191066998	RandomForest
0.02727272727272727	0.8312655086848635	RandomForest
0.02727272727272727	0.8387096774193549	RandomForest
0.03636363636363636	0.8387096774193549	RandomForest
0.03636363636363636	0.8461538461538461	RandomForest
0.03636363636363636	0.8560794044665012	RandomForest
0.03636363636363636	0.858560794044665	RandomForest
0.03636363636363636	0.8635235732009926	RandomForest
0.03636363636363636	0.8734491315136477	RandomForest
0.03636363636363636	0.8784119106699751	RandomForest
0.03636363636363636	0.8808933002481389	RandomForest
0.03636363636363636	0.8858560794044665	RandomForest
0.03636363636363636	0.890818858560794	RandomForest
0.045454545454545456	0.8933002481389578	RandomForest
0.05454545454545454	0.8933002481389578	RandomForest
0.06363636363636363	0.8957816377171216	RandomForest
0.06363636363636363	0.9007444168734491	RandomForest
0.06363636363636363	0.9057071960297767	RandomForest
0.07272727272727272	0.9057071960297767	RandomForest
0.08181818181818182	0.9081885856079405	RandomForest
0.08181818181818182	0.913151364764268	RandomForest
0.08181818181818182	0.9181141439205955	RandomForest
0.08181818181818182	0.9379652605459057	RandomForest
0.09090909090909091	0.9404466501240695	RandomForest
0.09090909090909091	0.9429280397022333	RandomForest
0.09090909090909091	0.9478908188585607	RandomForest
0.09090909090909091	0.9503722084367245	RandomForest
0.10909090909090909	0.9503722084367245	RandomForest
0.11818181818181818	0.9503722084367245	RandomForest
0.11818181818181818	0.9528535980148883	RandomForest
0.13636363636363635	0.9528535980148883	RandomForest
0.13636363636363635	0.9578163771712159	RandomForest
0.14545454545454545	0.9578163771712159	RandomForest
0.14545454545454545	0.9652605459057072	RandomForest
0.15454545454545454	0.9652605459057072	RandomForest
0.15454545454545454	0.967741935483871	RandomForest
0.16363636363636364	0.9702233250620348	RandomForest
0.17272727272727273	0.9702233250620348	RandomForest
0.17272727272727273	0.9727047146401985	RandomForest
0.18181818181818182	0.9727047146401985	RandomForest
0.18181818181818182	0.9751861042183623	RandomForest
0.2	0.9751861042183623	RandomForest
0.23636363636363636	0.9751861042183623	RandomForest
0.23636363636363636	0.9776674937965261	RandomForest
0.23636363636363636	0.9826302729528535	RandomForest
0.3	0.9826302729528535	RandomForest
0.3	0.9851116625310173	RandomForest
0.3090909090909091	0.9851116625310173	RandomForest
0.3181818181818182	0.9875930521091811	RandomForest
0.33636363636363636	0.9875930521091811	RandomForest
0.34545454545454546	0.9875930521091811	RandomForest
0.36363636363636365	0.9875930521091811	RandomForest
0.37272727272727274	0.9900744416873449	RandomForest
0.4090909090909091	0.9900744416873449	RandomForest
0.42727272727272725	0.9900744416873449	RandomForest
0.45454545454545453	0.9900744416873449	RandomForest
0.4727272727272727	0.9900744416873449	RandomForest
0.5	0.9900744416873449	RandomForest
0.5	0.9925558312655087	RandomForest
0.5363636363636364	0.9925558312655087	RandomForest
0.5454545454545454	0.9925558312655087	RandomForest
0.5454545454545454	0.9950372208436724	RandomForest
0.5818181818181818	0.9950372208436724	RandomForest
0.5909090909090909	0.9950372208436724	RandomForest
0.6090909090909091	0.9950372208436724	RandomForest
0.6181818181818182	0.9950372208436724	RandomForest
0.6363636363636364	0.9950372208436724	RandomForest
0.6454545454545455	0.9950372208436724	RandomForest
0.6727272727272727	0.9950372208436724	RandomForest
0.7363636363636363	0.9950372208436724	RandomForest
0.7727272727272727	0.9950372208436724	RandomForest
0.7909090909090909	0.9950372208436724	RandomForest
0.8	0.9950372208436724	RandomForest
0.8090909090909091	1.0	RandomForest
0.8181818181818182	1.0	RandomForest
0.8545454545454545	1.0	RandomForest
0.9090909090909091	1.0	RandomForest
0.9363636363636364	1.0	RandomForest
0.9727272727272728	1.0	RandomForest
1.0	1.0	RandomForest
