fpr	tpr	model
0.0	0.0	LogReg
0.0	0.0024813895781637717	LogReg
0.0	0.23325062034739455	LogReg
0.00909090909090909	0.23325062034739455	LogReg
0.00909090909090909	0.3349875930521092	LogReg
0.01818181818181818	0.3349875930521092	LogReg
0.01818181818181818	0.5831265508684863	LogReg
0.02727272727272727	0.5831265508684863	LogReg
0.02727272727272727	0.5930521091811415	LogReg
0.03636363636363636	0.5930521091811415	LogReg
0.03636363636363636	0.7196029776674938	LogReg
0.045454545454545456	0.7196029776674938	LogReg
0.045454545454545456	0.826302729528536	LogReg
0.05454545454545454	0.826302729528536	LogReg
0.05454545454545454	0.8709677419354839	LogReg
0.06363636363636363	0.8709677419354839	LogReg
0.06363636363636363	0.8933002481389578	LogReg
0.08181818181818182	0.8933002481389578	LogReg
0.08181818181818182	0.9007444168734491	LogReg
0.09090909090909091	0.9007444168734491	LogReg
0.09090909090909091	0.9057071960297767	LogReg
0.11818181818181818	0.9057071960297767	LogReg
0.11818181818181818	0.9081885856079405	LogReg
0.12727272727272726	0.9081885856079405	LogReg
0.12727272727272726	0.9106699751861043	LogReg
0.13636363636363635	0.9106699751861043	LogReg
0.13636363636363635	0.9280397022332506	LogReg
0.14545454545454545	0.9280397022332506	LogReg
0.14545454545454545	0.9354838709677419	LogReg
0.15454545454545454	0.9354838709677419	LogReg
0.15454545454545454	0.9379652605459057	LogReg
0.16363636363636364	0.9379652605459057	LogReg
0.16363636363636364	0.9429280397022333	LogReg
0.18181818181818182	0.9429280397022333	LogReg
0.18181818181818182	0.9478908188585607	LogReg
0.19090909090909092	0.9478908188585607	LogReg
0.19090909090909092	0.9528535980148883	LogReg
0.24545454545454545	0.9528535980148883	LogReg
0.24545454545454545	0.9602977667493796	LogReg
0.2545454545454545	0.9602977667493796	LogReg
0.2545454545454545	0.9627791563275434	LogReg
0.2636363636363636	0.9627791563275434	LogReg
0.2636363636363636	0.9652605459057072	LogReg
0.2727272727272727	0.9652605459057072	LogReg
0.2727272727272727	0.967741935483871	LogReg
0.3	0.967741935483871	LogReg
0.3	0.9702233250620348	LogReg
0.3090909090909091	0.9702233250620348	LogReg
0.3090909090909091	0.9727047146401985	LogReg
0.32727272727272727	0.9727047146401985	LogReg
0.32727272727272727	0.9776674937965261	LogReg
0.35454545454545455	0.9776674937965261	LogReg
0.35454545454545455	0.9801488833746899	LogReg
0.37272727272727274	0.9801488833746899	LogReg
0.37272727272727274	0.9826302729528535	LogReg
0.41818181818181815	0.9826302729528535	LogReg
0.41818181818181815	0.9851116625310173	LogReg
0.44545454545454544	0.9851116625310173	LogReg
0.44545454545454544	0.9875930521091811	LogReg
0.45454545454545453	0.9875930521091811	LogReg
0.45454545454545453	0.9900744416873449	LogReg
0.4636363636363636	0.9900744416873449	LogReg
0.4636363636363636	0.9925558312655087	LogReg
0.6727272727272727	0.9925558312655087	LogReg
0.6727272727272727	0.9950372208436724	LogReg
0.8545454545454545	0.9950372208436724	LogReg
0.8545454545454545	0.9975186104218362	LogReg
0.9181818181818182	0.9975186104218362	LogReg
0.9181818181818182	1.0	LogReg
1.0	1.0	LogReg
0.0	0.0	RandomForest
0.0	0.2853598014888337	RandomForest
0.0	0.4143920595533499	RandomForest
0.0	0.4739454094292804	RandomForest
0.0	0.5409429280397022	RandomForest
