feature	coef	exp(coef)	se(coef)	p	coef lower 95%	coef upper 95%	exp(coef) lower 95%	exp(coef) upper 95%
cluster_bin	-0.19332585773049973	0.8242133540825152	0.875405010514069	0.8252157580972888	-1.9090881502239825	1.522436434762983	0.14821547524372874	4.583378705434425
age	0.17431018695058717	1.1904247627844338	0.04847458892473999	0.00032326140245989184	0.0793017384927126	0.26931863540846174	1.0825309140414698	1.3090721913518382
stage_ord	0.7925187407037746	2.2089532056267815	0.6701853015784958	0.23699279706853024	-0.5210203133581917	2.106057794765741	0.5939142600678012	8.215789033406596
