sample_id	cluster_use	cytolytic_score_z	Hallmark_Interferon_Gamma_z	Hallmark_Inflammatory_Response_z	hot_cold_composite
TCGA-ET-A3DT-01A	DM1	1.635346701107048	1.8487393310700928	0.8186694347158219	1.4342518222976544
TCGA-CE-A13K-01A	DM1	0.21709334171312994	-0.2163650579235983	0.9072588629947538	0.30266238226142844
TCGA-DJ-A2Q9-01A	DM1	0.6216708940071033	0.9673359688151001	1.5567020461112673	1.048569636311157
TCGA-BJ-A190-01A	DM2	-1.3719761884436497	-1.2703917412658448	-1.1942211119183483	-1.2788630138759476
TCGA-DE-A3KN-01A	DM1	0.1433452044740282	-0.7105844287510896	1.9381029998690054	0.4569545918639813
TCGA-EM-A3AL-01A	DM2	-0.4235512167979226	-0.6747775687930477	-1.2533403604957265	-0.7838897153622323
TCGA-EM-A1YC-01A	DM2	-0.76346038111319	-1.8446854555575694	-1.1053377263334039	-1.2378278543347212
TCGA-BJ-A0Z5-01A	DM1	-0.16433134440388664	-0.2867780384441523	-0.4078780522130361	-0.28632914502035833
TCGA-DO-A1JZ-01A	DM1	-1.249369095710829	-1.1540274822605094	-0.46108970230717927	-0.9548287600928392
TCGA-EM-A3AO-01A	DM1	0.8608781862182607	1.6356621194995367	0.19856692222223335	0.8983690759800101
TCGA-EM-A1CW-01A	DM2	0.7219699121351242	0.9813280847017778	-0.5099593385584427	0.39777955275948645
TCGA-DJ-A3VM-01A	DM2	-0.9097638210232859	-0.9914674490776079	-0.2004664973776404	-0.7005659224928448
TCGA-EM-A2CL-01A	DM2	-0.9113639686951874	-1.2084171166405548	-0.8162218132906863	-0.9786676328754762
TCGA-ET-A40T-01A	DM1	0.5669413548434561	0.7829379936400974	0.7842574917356139	0.7113789467397225
TCGA-BJ-A0ZF-01A	DM2	-0.6362347612025828	-0.8893273936408767	-0.4919196250980265	-0.672493926647162
TCGA-ET-A25L-01A	DM1	-0.6393812367942312	-0.25840167665358016	0.45177583865831905	-0.14866902492983078
TCGA-EM-A3FN-01A	DM2	-0.6365953591833776	-1.3278688359809812	-1.3863396287000316	-1.1169346079547968
TCGA-EM-A1YA-01A	DM2	-0.7993619516231518	-1.1296399778643738	-0.19230105586984966	-0.707100995119125
TCGA-E3-A3E0-01A	DM1	0.2334565855031754	0.6561488977599295	0.5736484486721766	0.48775131064509375
TCGA-BJ-A0ZC-01A	DM2	-0.3114592310027943	-0.0284413246437991	-1.1114826879138722	-0.4837944145201552
TCGA-EM-A2CU-01A	DM1	0.9497292462202024	0.2001998850124423	0.3742805389982897	0.5080698900769781
TCGA-DJ-A3V3-01A	DM1	0.9300197547849975	0.5453359030046463	0.19180962688097028	0.5557217615568714
TCGA-BJ-A45K-01A	DM2	-0.7165099011652951	-1.0090435115763356	-1.179510510681677	-0.9683546411411026
TCGA-FY-A3R6-01A	DM1	1.7073293990226286	1.6268005823329952	1.1425840604420257	1.4922380139325497
TCGA-IM-A41Z-01A	DM2	0.7058528367929737	0.7836637332588743	-0.40093101897478445	0.36286185035902124
TCGA-EL-A3CX-01A	DM1	-0.7918002978244197	-0.05031326425442893	-0.005907990292937762	-0.2826738507905955
TCGA-EM-A1YB-01A	DM2	-0.8218728817106364	-1.1841347375568296	-0.9583441680656294	-0.9881172624443652
TCGA-ET-A3DV-01A	DM2	-1.7399941136839543	-0.36897003391629274	-1.0635142023837303	-1.0574927833279923
TCGA-BJ-A28V-01A	DM2	-1.035354315459692	-1.407563318415146	-1.2412014406764111	-1.228039691517083
TCGA-EM-A3FP-01A	DM2	0.5500758731382345	0.13206975330960455	-0.5130300752326462	0.05637185040506428
TCGA-EM-A22N-01A	DM2	-0.3272559939497701	-1.0396793207441686	-1.2176591089869826	-0.8615314745603072
TCGA-DJ-A3VL-01A	DM1	1.3620424152167223	0.49381055259526513	-0.8105667904934409	0.34842872577284884
TCGA-EM-A3FL-01A	DM2	-0.8207025510205935	-0.7456894147915931	-1.2050060393751	-0.9237993350624288
TCGA-EM-A2OY-01A	DM2	-0.9449407037026487	-1.5921060001655174	-1.453372334965697	-1.3301396796112879
TCGA-EM-A3AJ-01A	DM1	1.757702637078721	0.978772928331146	-0.05332560285059763	0.8943833208530898
TCGA-FE-A238-01A	DM1	-0.17105253064956102	0.6126379910952787	0.2519195902873765	0.23116835024436475
TCGA-DJ-A2Q1-01A	DM1	0.003444672720047138	0.09830903390868762	2.4121412677353713	0.8379649914547019
TCGA-EM-A1YE-01A	DM2	-0.37859170983777984	-0.5384118392408616	-1.114747355952756	-0.6772503016771325
TCGA-ET-A25N-01A	DM1	-0.5588381179291229	-0.3992596900713947	2.335376505278419	0.45909289909263373
TCGA-E8-A438-01A	DM1	-0.3146965017900894	-0.782058472336409	-0.5374540934252056	-0.544736355850568
TCGA-ET-A3DQ-01A	DM1	0.9712724560302591	0.7318174345893045	1.2527465979339436	0.9852788295178359
TCGA-J8-A3O1-01A	DM1	-1.1499634558224954	-0.6421801620688764	0.34196309000624203	-0.4833935092950432
TCGA-FE-A239-01A	DM2	-1.3461421484700378	-1.5294038136521348	-1.2733809467065744	-1.3829756362762489
TCGA-DE-A4M8-01A	DM1	2.1209039838669943	1.749102996665791	0.6982408416420469	1.5227492740582775
TCGA-BJ-A28W-01A	DM1	2.4011325440788776	1.525829714914961	-0.6181643885052022	1.102932623496212
TCGA-BJ-A28T-01A	DM1	1.8437359883550168	2.058636806223165	0.19336813398630318	1.3652469761881616
TCGA-EM-A3FQ-06A	DM1	-0.03619457291529644	-0.5206886498224503	-0.06514625432497635	-0.20734315902090772
TCGA-DJ-A4V0-01A	DM1	1.6397897559422687	1.4964024693067755	0.18874907023341006	1.1083137651608181
TCGA-EL-A3H2-01A	DM2	0.28746928829604224	-0.8179640793850992	-0.8955446255526199	-0.4753464722138923
TCGA-EM-A2CO-01A	DM2	-1.0224249838410193	-1.7135035585060083	-0.9694296749318962	-1.2351194057596413
TCGA-EL-A3ZM-01A	DM1	-0.7022335678071513	0.8120738082545166	-0.016631457599650675	0.031069594282571538
TCGA-FE-A3PA-01A	DM1	-0.01701894382811095	-0.441128207269856	-0.2677005504160857	-0.24194923383801759
TCGA-ET-A25P-01A	DM1	-0.4845945335203144	-0.8268585681903411	-0.8314987975817956	-0.7143172997641504
TCGA-BJ-A191-01A	DM2	0.20892989426033398	0.6969212040841758	-0.3649801096808581	0.1802903295545506
TCGA-EM-A3O9-01A	DM2	-0.27377789070701936	-0.5087736347133736	-0.8991690733291944	-0.5605735329165291
TCGA-DJ-A3UV-01A	DM1	0.24189254612344063	0.8954417755566081	0.13011884004710345	0.422484387242384
TCGA-FE-A3PD-01A	DM1	0.6243713923591695	0.8903231715215967	0.9048892389013073	0.8065279342606911
TCGA-ET-A3BN-01A	DM1	-1.3318892337863542	-0.5624213817517155	2.1357504260630185	0.08047993684164956
TCGA-BJ-A45E-01A	DM1	2.94114709575287	1.9537269616642834	-0.15481196011392845	1.580020699101075
TCGA-EL-A3D5-01A	DM2	-0.2698392723867734	-0.8424896964379365	-0.9062060478451011	-0.6728450055566038
TCGA-EL-A3CW-01A	DM1	1.0347122473916814	0.4296495041193908	1.2812480154159327	0.915203255642335
TCGA-KS-A41J-01A	DM1	0.5330820801745437	0.5180375637550579	0.6288843104203539	0.5600013181166518
TCGA-BJ-A0ZA-01A	DM2	-0.14634255882338218	-0.41904742047303367	-0.07312281069612189	-0.21283759666417926
TCGA-KS-A41L-01A	DM2	-1.161949895859732	-1.3344209905847217	-1.256471850072922	-1.250947578839125
TCGA-BJ-A28S-01A	DM2	-0.8575018688383097	-1.1527540601315576	-0.8944152325724658	-0.968223720514111
TCGA-BJ-A28Z-01A	DM1	2.018668745738665	1.755715240043722	0.8833893254393672	1.5525911037405846
TCGA-DJ-A3US-01A	DM1	1.1925880531348816	1.3674810586330728	0.14133200962530887	0.900467040464421
TCGA-DE-A2OL-01A	DM2	-1.4898023529390756	-1.505114224671403	-1.1169803294731195	-1.3706323023611995
TCGA-FK-A3S3-01A	DM1	-0.10519855649819933	-0.03252261856771617	-0.5132880864136403	-0.21700308715985195
TCGA-ET-A39T-01A	DM1	-0.3620257406869237	0.016563626205492836	-0.4092060877269364	-0.2515560674027891
TCGA-DE-A69K-01A	DM1	-0.30226344561382545	0.45273726206813975	1.0088046023025166	0.3864261395856103
TCGA-ET-A25M-01A	DM1	-0.6544583845857697	-0.5126143621260808	0.6762817132040841	-0.16359701116925543
TCGA-DJ-A4V5-01A	DM1	0.6682377331143851	1.0600066272356632	2.159725336091807	1.2959898988139518
TCGA-DE-A4M9-01A	DM2	-1.5433775841987265	-1.1121415224226967	-0.26826345037634364	-0.9745941856659223
TCGA-ET-A39N-01A	DM2	0.04651855915689184	-0.5992434227487171	-0.9543467666017373	-0.5023572100645208
TCGA-E8-A416-01A	DM2	0.09695548620934173	-0.044769986402164966	0.7509864178546005	0.26772397255392577
TCGA-KS-A4ID-01A	DM1	1.067297412853589	1.6562228149917348	0.20829541422306017	0.9772718806894612
TCGA-DJ-A13U-01A	DM1	-0.6135665205435602	0.20521909633546526	0.3158651490830026	-0.030827425041697443
TCGA-EL-A3T2-01A	DM2	-0.9366973661938534	-0.6547008064864607	-0.09717900034091391	-0.5628590576737426
TCGA-DE-A4MA-01A	DM1	-0.6293427836563068	-0.37528574555979105	-0.40094362253698945	-0.4685240505843624
TCGA-DJ-A2Q0-01A	DM2	-0.791288326627728	-0.8835522772469524	-1.124213844108142	-0.9330181493276074
TCGA-EL-A3T6-01A	DM1	1.3051333425982412	1.8786220772720663	0.8736385677570805	1.3524646625424628
TCGA-EM-A3O8-01A	DM2	-1.0729536658967462	-1.2291268449924255	-1.0640297376332812	-1.1220367495074843
TCGA-DJ-A2Q2-01A	DM2	0.038736247539211656	0.12380725539618037	0.3408014828378092	0.1677816619244004
TCGA-BJ-A0ZG-01A	DM2	0.10441437922150369	-0.2734249486637236	-0.21784719982543496	-0.12895258975588494
TCGA-EM-A2OW-01A	DM2	-0.6017985014286454	-0.4752599454484846	-0.5599516387636161	-0.5456700285469154
TCGA-BJ-A3F0-01A	DM2	0.010194176810148555	-0.5402248897145643	-1.2862150645749213	-0.605415259159779
TCGA-EL-A3CY-01A	DM1	1.6801896325228423	1.3411569613753735	3.1851024339908105	2.0688163426296753
TCGA-EM-A3AQ-01A	DM1	0.06727110417570725	-0.4187438531470505	0.36002804070428707	0.002851763910981279
TCGA-J8-A4HW-06A	DM1	0.7268528690919285	0.18650767201282156	1.1491303802369124	0.6874969737805542
TCGA-J8-A4HW-01A	DM1	-1.02324859638956	-0.6483583050367983	-0.13105559805763897	-0.600887499827999
TCGA-BJ-A291-01A	DM2	-0.6160048929325843	0.04318966111741437	-1.0208765031809037	-0.5312305783320245
TCGA-CE-A3MD-01A	DM1	0.4266270262089753	1.3766288781908536	0.32641969607954513	0.709891866826458
TCGA-EL-A3ZN-01A	DM1	-0.1849575400636612	-0.10433168507205974	0.33689594933962164	0.015868908067966907
TCGA-BJ-A2N9-01A	DM2	0.8276931029453267	0.7896116317525776	-1.2353957437057883	0.12730299699737202
TCGA-DJ-A4UP-01A	DM1	1.0398142798446246	0.890153663431318	1.3711027631978767	1.1003569021579398
TCGA-E8-A44M-01A	DM1	2.176006012519633	2.5484432184040164	-0.07653003792212285	1.5493063976671755
TCGA-EM-A3O6-01A	DM2	-0.3748808233655476	-0.7294827553793365	-1.0279919815118812	-0.7107851867522551
TCGA-EM-A4FH-01A	DM2	-0.5570860888185666	-0.8608295153241652	-1.0320587658929778	-0.8166581233452366
TCGA-FY-A40N-01A	DM2	0.32432154825586273	0.7280694823699193	-0.39425551340232323	0.21937850574115292
TCGA-FY-A3WA-01A	DM2	-0.48551246805035037	-0.16181993607818723	-0.031835862017705614	-0.2263894220487477
TCGA-ET-A2MX-01A	DM1	-1.2105153846005543	-0.6158019760926638	-8.808056007141832e-05	-0.6088018137510965
TCGA-FY-A3I5-01B	DM2	-0.381979541153434	-0.0842487709031248	0.5582975091126857	0.03068973235204231
TCGA-EM-A2OV-01A	DM2	-0.32187022665818527	-0.4768913516295941	-1.320579630416024	-0.7064470695679345
TCGA-EM-A3AI-01A	DM2	-1.200634830333207	-1.1172869383241604	-1.150942979126264	-1.1562882492612105
TCGA-FY-A4B0-01A	DM2	-0.5107841357979793	-0.6480096866046545	0.5291238776867054	-0.2098899815719761
TCGA-FY-A40M-01A	DM1	-0.9838955734709449	-0.9112316756995789	-0.5409368442604386	-0.8120213644769875
TCGA-ET-A4KN-01A	DM1	1.389434644163475	0.8497328250239937	-1.0134396476524195	0.40857594051168306
TCGA-ET-A40P-01A	DM1	0.3835736817886004	0.3176057372359031	0.7648215131282727	0.48866697738425874
TCGA-FE-A22Z-01A	DM1	-1.0272689041455605	-0.7822668292605496	0.5384936211451684	-0.4236807040869805
TCGA-FK-A3SG-01A	DM1	-0.7687277111150076	0.23038725336549346	2.1542684478055167	0.5386426633520008
TCGA-EM-A22Q-01A	DM1	-0.36625676298463644	-1.2842333736610212	-1.9533681010474957	-1.2012860792310511
TCGA-DE-A4MC-01A	DM1	0.31800577000964414	0.9174133184375951	0.5922957322111636	0.6092382735528009
TCGA-DJ-A13S-01A	DM2	-0.9589203630656685	-0.8189998408730609	-0.8892443878935692	-0.8890548639440995
TCGA-EM-A3SY-01A	DM2	-0.5683968354222994	-0.6498894926727609	-1.0272757739283997	-0.7485207006744866
TCGA-EL-A3TB-01A	DM1	-0.18576944104659393	0.2598118283333663	0.5050001176536475	0.1930141683134733
TCGA-BJ-A45C-01A	DM2	-0.7862785426718075	-0.775705108433055	-1.3223913908581006	-0.9614583473209878
TCGA-DJ-A2PX-01A	DM1	1.644821726400618	1.1309692346968094	-0.10905251000181662	0.8889128170318702
TCGA-EL-A3ZS-01A	DM1	0.8855418009748088	1.6401576777909874	0.6351085557141255	1.0536026781599739
