sample_id	cluster_use	cytolytic_score_z	Hallmark_Interferon_Gamma_z	Hallmark_Inflammatory_Response_z	hot_cold_composite
TCGA-FK-A3SE-01A	DM1	-1.1626037381970633	-0.38911339989796173	1.7455661354906125	0.06461633246519582
TCGA-FY-A2QD-01A	DM2	-1.3961713508852602	-0.7846609464093869	-1.1306344834370452	-1.1038222602438974
TCGA-EL-A4KD-01A	DM1	0.31191736608767595	-0.29136855544841134	0.9166649727876823	0.312404594475649
TCGA-BJ-A192-01A	DM2	-0.7632677864537791	-0.6939848489573041	-0.5997118858172645	-0.6856548404094492
TCGA-ET-A40S-01A	DM1	0.9629856990537794	0.8384010917199078	0.9918378752098663	0.9310748886611845
TCGA-ET-A39L-01A	DM1	0.0990395282352879	-0.2765023913097461	-0.24784479503373263	-0.14176921936939693
TCGA-KS-A4IB-01A	DM1	-0.7566642643201399	-0.5182488567430358	-0.8131180230954658	-0.6960103813862138
TCGA-DJ-A2PO-01A	DM1	1.2082818714260162	0.884086074878588	0.2876456534417151	0.7933378665821064
TCGA-EM-A2CJ-01A	DM2	-1.2675482178420088	-0.9201795546450214	-0.9822760426695019	-1.0566679383855107
TCGA-DJ-A1QL-01A	DM2	0.11665106762553193	-0.8623580466935089	-1.0285992150719239	-0.5914353980466336
TCGA-EM-A1CS-01A	DM1	-0.5929870860136731	-0.5162968003781456	-0.38990116681462916	-0.49972835106881597
TCGA-CE-A484-01A	DM1	-0.4788113229366877	-0.509585334454227	-0.19483283889002886	-0.3944098320936478
TCGA-EL-A3ZP-01A	DM1	1.4972129510333845	1.5639153827994747	0.9658166234104054	1.3423149857477548
TCGA-BJ-A0YZ-01A	DM2	-0.7748587116105541	-1.0432273312283875	-1.1190801609492733	-0.9790554012627384
TCGA-FY-A3NM-01A	DM2	-0.984965926614439	-1.194077572607673	-1.145062802201508	-1.1080354338078733
TCGA-BJ-A3PR-01A	DM1	2.481675518637666	2.055930313324263	0.6852522103675972	1.7409526807765088
TCGA-EL-A3CO-01A	DM1	1.1120536470245084	0.9647108555434128	2.677410032916088	1.5847248451613367
TCGA-CE-A482-01A	DM1	-0.46868459267156887	-0.0681793310479303	0.5587712968590822	0.00730245771319434
TCGA-EM-A3FQ-01A	DM1	0.7028156929214023	0.8919276190776977	1.774364573335229	1.1230359617781096
TCGA-EL-A3GO-01A	DM2	0.13953902177773245	0.1859875691924786	0.06055641973443108	0.12869433690154738
TCGA-DJ-A3UZ-01A	DM1	0.7296076367025062	0.6799249718959989	0.36502941926184207	0.5915206759534489
TCGA-E8-A432-01A	DM1	-0.20027615937695847	-0.040195365929887705	0.7347566787041891	0.16476171779911433
TCGA-DJ-A4UT-01A	DM1	1.573626572804997	1.6379406099900005	0.8309225175449472	1.3474965667799816
TCGA-ET-A40R-01A	DM1	0.05192330463506314	0.2969924418779519	1.0938828095354185	0.4809328520161445
TCGA-EM-A3FR-01A	DM2	-0.5389265365776954	0.2077640488523064	-0.030859857690766768	-0.1206741151387186
TCGA-DJ-A4UQ-01A	DM1	0.044143013496734475	-0.29703195873467175	0.6330153974275105	0.1267088173965244
TCGA-ET-A4KQ-01A	DM2	-0.6154558828799782	-1.0316287915489615	-0.7621222451414771	-0.8030689731901389
TCGA-CE-A481-01A	DM1	0.7907353277665135	0.8527374214547047	0.3235474702359939	0.6556734064857374
TCGA-EM-A2CP-01A	DM1	2.2937560584646595	2.111452011347503	-0.48164831246290424	1.3078532524497526
TCGA-EL-A3H3-01A	DM1	0.8458298968310833	1.0201749077015734	0.1786288762512609	0.6815445602613058
TCGA-EL-A3CS-01A	DM1	-1.179248862391195	-0.5841955633737743	0.6452792719162348	-0.37272171794957815
TCGA-FK-A3SD-01A	DM2	-1.5283404315351483	-1.1095098340501575	-1.2770652159024518	-1.3049718271625859
TCGA-DJ-A13W-01A	DM1	-0.6779266785360599	-1.9528271564622812	-1.6730094002415017	-1.4345877450799476
TCGA-DJ-A13R-01A	DM1	2.3334392010781118	0.9342937285746818	-1.436104474714161	0.6105428183128775
TCGA-EL-A3ZK-01A	DM1	-0.2483791624116758	0.7297347815674354	2.2612942843908725	0.9142166345155441
TCGA-ET-A3DS-01A	DM2	-0.4983197040298501	-0.38284649858342085	-0.4261418846137348	-0.43576936240900194
TCGA-EL-A3D4-01A	DM1	-0.295354272737713	-0.6947871494161236	-0.04965307617216137	-0.34659816610866595
TCGA-EM-A3AN-01A	DM1	-0.29796657652269304	-0.3159968304086754	-0.09489739844952573	-0.23628693512696472
TCGA-DE-A0Y2-01A	DM1	-1.0880629413226874	-0.08980649426276355	1.0113407231498779	-0.055509570811857735
TCGA-CE-A27D-01A	DM1	1.771940830031743	2.174610369772428	-0.001951434720207961	1.314866588361321
TCGA-BJ-A0Z0-01A	DM2	-1.1926180464330265	-0.8977669155114106	-1.3393991462836092	-1.143261369409349
TCGA-FK-A4UB-01A	DM1	-0.631865151891977	-0.3572303954038391	-0.17555324459512806	-0.388216263963648
TCGA-H2-A421-01A	DM1	0.9054493935360538	1.3237182834720946	0.4415758028972505	0.8902478266351329
TCGA-CE-A483-01A	DM1	-0.5776249329282012	-0.06354625531195253	0.22314704051239967	-0.13934138257591802
TCGA-FY-A76V-01A	DM1	-0.2532449016204638	-0.7382832710186751	0.5704766473704364	-0.14035050842290087
TCGA-DO-A2HM-01B	DM1	1.6545163650678112	1.8672231500064687	1.7358492890715937	1.7525296013819578
TCGA-EL-A3T0-01A	DM1	0.031328573432755684	-0.030312380074957516	1.7131598162243973	0.5713920031940651
TCGA-BJ-A0ZJ-01A	DM1	1.3185190984093587	0.9177666367018231	0.21763089043494271	0.8179722085153749
TCGA-EL-A3T9-01A	DM1	-1.1840398753673262	-0.5854748127611367	2.131358687767045	0.12061466654619409
TCGA-EM-A1YD-01A	DM2	-0.24165708765399635	0.10135572948589436	0.8866035360347216	0.24876739262220657
TCGA-EL-A3H1-01A	DM2	-1.0809657738110554	-0.7621683623365113	-0.43056790113615523	-0.757900679094574
TCGA-DJ-A3VK-01A	DM1	0.3065099693240666	-0.3624284864024942	-0.43890989694010096	-0.16494280467284286
TCGA-EM-A4FR-01A	DM1	-0.8536509915052617	-1.0849164903069517	-0.9925460402219695	-0.977037840678061
TCGA-EL-A3ZR-01A	DM2	-1.110155709851932	-1.156990087864346	-0.9369978934810314	-1.0680478970657699
TCGA-EM-A2P1-06A	DM1	1.249615024725713	1.3047953191630917	0.5679082695721	1.0407728711536348
TCGA-ET-A39R-01A	DM1	1.7905692896113528	2.601430978462993	0.4920533038186449	1.6280178572976638
TCGA-ET-A3DR-01A	DM1	-1.187006012770876	-0.7689699685857614	0.9044953744034863	-0.35049353565105035
TCGA-ET-A2N3-01B	DM2	-0.8802961884968196	-1.1103776007346589	-1.219112465338665	-1.069928751523381
TCGA-CE-A485-01A	DM1	0.284120327849119	0.21641913412705613	1.395084838505956	0.6318747668273771
