depmap_id	cell_line	v14_prediction	mutation_label	compound	broad_id	dose_uM	moa	phase	logfold_change
ACH-000903	FTC-133	RAS_like	other	clonazepam	BRD-K38183498-001-02-0	2.5	GABA benzodiazepine site receptor agonist	Launched	-0.905412259101
ACH-000903	FTC-133	RAS_like	other	ezetimibe	BRD-K42260897-001-07-6	2.48	cholesterol inhibitor, Niemann-Pick C1-like 1 protein antagonist	Launched	0.759669545008
ACH-000903	FTC-133	RAS_like	other	ezetimibe	BRD-K42260897-001-09-2	2.5	cholesterol inhibitor, Niemann-Pick C1-like 1 protein antagonist	Launched	-0.448194975232
ACH-000903	FTC-133	RAS_like	other	zolpidem	BRD-K44876623-001-03-7	2.5	benzodiazepine receptor agonist	Launched	0.285294454652
ACH-000903	FTC-133	RAS_like	other	etomidate	BRD-K55055802-001-10-2	2.5	GABA receptor modulator	Launched	-0.226360539348
ACH-000903	FTC-133	RAS_like	other	indomethacin	BRD-K57222227-001-30-1	2.5	cyclooxygenase inhibitor	Launched	-0.14862467007
ACH-000903	FTC-133	RAS_like	other	atorvastatin	BRD-K69726342-238-02-4	2.5	HMGCR inhibitor	Launched	-1.92798246898
ACH-000903	FTC-133	RAS_like	other	baicalein	BRD-K72327355-001-14-7	2.5	lipoxygenase inhibitor	Preclinical	-0.904087754032
ACH-000903	FTC-133	RAS_like	other	propofol	BRD-K82255054-001-15-9	2.5	benzodiazepine receptor agonist	Launched	0.175259242302
ACH-000903	FTC-133	RAS_like	other	rosuvastatin	BRD-K82941592-238-04-5	2.5	HMGCR inhibitor	Launched	-0.0591182625674
ACH-000903	FTC-133	RAS_like	other	quercetin	BRD-K97399794-001-15-3	2.5	polar auxin transport inhibitor	Launched	-0.053922387842
ACH-000903	FTC-133	RAS_like	other	flumazenil	BRD-K98769987-001-23-7	2.5	benzodiazepine receptor antagonist	Launched	-0.0582485278689
ACH-000903	FTC-133	RAS_like	other	topotecan	BRD-K55696337-003-24-4	2.50001813	topoisomerase inhibitor	Launched	-1.48353703864
ACH-000903	FTC-133	RAS_like	other	gabexate	BRD-K59256312-066-15-7	2.431061328	serine protease inhibitor	Launched	-0.921174871217
ACH-000903	FTC-133	RAS_like	other	resveratrol	BRD-K80738081-001-46-8	2.500037854	cytochrome P450 inhibitor, SIRT activator	Launched	-0.241933128989
ACH-001306	8305C	BRAF_like	BRAF	pomalidomide	BRD-A12994259-001-02-1	2.5	angiogenesis inhibitor, tumor necrosis factor production inhibitor	Launched	-0.855734241403
ACH-001306	8305C	BRAF_like	BRAF	lenalidomide	BRD-A17883755-001-06-1	2.5	anticancer agent	Launched	-0.214354904899
ACH-001306	8305C	BRAF_like	BRAF	thalidomide	BRD-A93255169-001-28-3	2.5	tumor necrosis factor production inhibitor	Launched	-0.608538325024
ACH-001306	8305C	BRAF_like	BRAF	luteolin	BRD-K05236810-001-19-0	2.5	glucosidase inhibitor	Phase 2	0.528324588708
ACH-001306	8305C	BRAF_like	BRAF	nafamostat	BRD-K06674495-334-03-2	2.5	serine protease inhibitor	Launched	0.438367677392
ACH-001306	8305C	BRAF_like	BRAF	irinotecan	BRD-K08547377-394-03-5	2.5	topoisomerase inhibitor	Launched	-3.06877657737
ACH-001306	8305C	BRAF_like	BRAF	kaempferol	BRD-K12807006-001-18-5	2.5	bone resorption inhibitor, estrogen-related receptor inverse agonist	Preclinical	-0.399007374365
ACH-001306	8305C	BRAF_like	BRAF	diazepam	BRD-K16508793-001-05-9	2.5	benzodiazepine receptor agonist	Launched	0.499671448295
ACH-001306	8305C	BRAF_like	BRAF	simvastatin	BRD-K22134346-001-22-3	2.5	HMGCR inhibitor	Launched	-0.899283065481
ACH-001306	8305C	BRAF_like	BRAF	simvastatin	BRD-K22134346-001-24-9	2.42	HMGCR inhibitor	Launched	-2.61386001278
ACH-001306	8305C	BRAF_like	BRAF	clonazepam	BRD-K38183498-001-02-0	2.5	GABA benzodiazepine site receptor agonist	Launched	0.0738347398934
ACH-001306	8305C	BRAF_like	BRAF	ezetimibe	BRD-K42260897-001-07-6	2.48	cholesterol inhibitor, Niemann-Pick C1-like 1 protein antagonist	Launched	-0.365684724242
ACH-001306	8305C	BRAF_like	BRAF	ezetimibe	BRD-K42260897-001-09-2	2.5	cholesterol inhibitor, Niemann-Pick C1-like 1 protein antagonist	Launched	-0.149386800981
ACH-001306	8305C	BRAF_like	BRAF	zolpidem	BRD-K44876623-001-03-7	2.5	benzodiazepine receptor agonist	Launched	0.199399178513
ACH-001306	8305C	BRAF_like	BRAF	etomidate	BRD-K55055802-001-10-2	2.5	GABA receptor modulator	Launched	0.617161390349
ACH-001306	8305C	BRAF_like	BRAF	indomethacin	BRD-K57222227-001-30-1	2.5	cyclooxygenase inhibitor	Launched	-0.314216557386
ACH-001306	8305C	BRAF_like	BRAF	atorvastatin	BRD-K69726342-238-02-4	2.5	HMGCR inhibitor	Launched	-0.558750389798
ACH-001306	8305C	BRAF_like	BRAF	baicalein	BRD-K72327355-001-14-7	2.5	lipoxygenase inhibitor	Preclinical	-0.511890553318
ACH-001306	8305C	BRAF_like	BRAF	propofol	BRD-K82255054-001-15-9	2.5	benzodiazepine receptor agonist	Launched	-0.336865981453
ACH-001306	8305C	BRAF_like	BRAF	rosuvastatin	BRD-K82941592-238-04-5	2.5	HMGCR inhibitor	Launched	-0.534444058216
ACH-001306	8305C	BRAF_like	BRAF	quercetin	BRD-K97399794-001-15-3	2.5	polar auxin transport inhibitor	Launched	0.227558596646
ACH-001306	8305C	BRAF_like	BRAF	flumazenil	BRD-K98769987-001-23-7	2.5	benzodiazepine receptor antagonist	Launched	-0.011557888365
ACH-001306	8305C	BRAF_like	BRAF	topotecan	BRD-K55696337-003-24-4	2.50001813	topoisomerase inhibitor	Launched	-2.83382514643
ACH-001306	8305C	BRAF_like	BRAF	gabexate	BRD-K59256312-066-15-7	2.431061328	serine protease inhibitor	Launched	-0.0634408140862
ACH-001306	8305C	BRAF_like	BRAF	resveratrol	BRD-K80738081-001-46-8	2.500037854	cytochrome P450 inhibitor, SIRT activator	Launched	-0.0750410165324
ACH-001307	8505C	BRAF_like	BRAF	pomalidomide	BRD-A12994259-001-02-1	2.5	angiogenesis inhibitor, tumor necrosis factor production inhibitor	Launched	-1.24298071632
ACH-001307	8505C	BRAF_like	BRAF	lenalidomide	BRD-A17883755-001-06-1	2.5	anticancer agent	Launched	-0.152274762726
ACH-001307	8505C	BRAF_like	BRAF	thalidomide	BRD-A93255169-001-28-3	2.5	tumor necrosis factor production inhibitor	Launched	0.449878844628
ACH-001307	8505C	BRAF_like	BRAF	luteolin	BRD-K05236810-001-19-0	2.5	glucosidase inhibitor	Phase 2	0.713086978126
ACH-001307	8505C	BRAF_like	BRAF	nafamostat	BRD-K06674495-334-03-2	2.5	serine protease inhibitor	Launched	0.519120818615
ACH-001307	8505C	BRAF_like	BRAF	irinotecan	BRD-K08547377-394-03-5	2.5	topoisomerase inhibitor	Launched	-2.70871964813
ACH-001307	8505C	BRAF_like	BRAF	kaempferol	BRD-K12807006-001-18-5	2.5	bone resorption inhibitor, estrogen-related receptor inverse agonist	Preclinical	-0.66093603484
ACH-001307	8505C	BRAF_like	BRAF	diazepam	BRD-K16508793-001-05-9	2.5	benzodiazepine receptor agonist	Launched	0.555697919207
ACH-001307	8505C	BRAF_like	BRAF	simvastatin	BRD-K22134346-001-22-3	2.5	HMGCR inhibitor	Launched	-1.33582987976
ACH-001307	8505C	BRAF_like	BRAF	simvastatin	BRD-K22134346-001-24-9	2.42	HMGCR inhibitor	Launched	-2.54254944125
ACH-001307	8505C	BRAF_like	BRAF	clonazepam	BRD-K38183498-001-02-0	2.5	GABA benzodiazepine site receptor agonist	Launched	0.787579660621
ACH-001307	8505C	BRAF_like	BRAF	ezetimibe	BRD-K42260897-001-07-6	2.48	cholesterol inhibitor, Niemann-Pick C1-like 1 protein antagonist	Launched	-0.131496358203
ACH-001307	8505C	BRAF_like	BRAF	ezetimibe	BRD-K42260897-001-09-2	2.5	cholesterol inhibitor, Niemann-Pick C1-like 1 protein antagonist	Launched	-0.349667094432
ACH-001307	8505C	BRAF_like	BRAF	zolpidem	BRD-K44876623-001-03-7	2.5	benzodiazepine receptor agonist	Launched	0.0196160015082
ACH-001307	8505C	BRAF_like	BRAF	etomidate	BRD-K55055802-001-10-2	2.5	GABA receptor modulator	Launched	0.328442144911
ACH-001307	8505C	BRAF_like	BRAF	indomethacin	BRD-K57222227-001-30-1	2.5	cyclooxygenase inhibitor	Launched	-0.309517300123
ACH-001307	8505C	BRAF_like	BRAF	atorvastatin	BRD-K69726342-238-02-4	2.5	HMGCR inhibitor	Launched	-2.1724633322
ACH-001307	8505C	BRAF_like	BRAF	baicalein	BRD-K72327355-001-14-7	2.5	lipoxygenase inhibitor	Preclinical	-0.421135570349
ACH-001307	8505C	BRAF_like	BRAF	propofol	BRD-K82255054-001-15-9	2.5	benzodiazepine receptor agonist	Launched	0.302419712173
ACH-001307	8505C	BRAF_like	BRAF	rosuvastatin	BRD-K82941592-238-04-5	2.5	HMGCR inhibitor	Launched	-0.237137475651
ACH-001307	8505C	BRAF_like	BRAF	quercetin	BRD-K97399794-001-15-3	2.5	polar auxin transport inhibitor	Launched	0.158741410119
ACH-001307	8505C	BRAF_like	BRAF	flumazenil	BRD-K98769987-001-23-7	2.5	benzodiazepine receptor antagonist	Launched	-0.470023897527
ACH-001307	8505C	BRAF_like	BRAF	topotecan	BRD-K55696337-003-24-4	2.50001813	topoisomerase inhibitor	Launched	-2.57183639977
ACH-001307	8505C	BRAF_like	BRAF	gabexate	BRD-K59256312-066-15-7	2.431061328	serine protease inhibitor	Launched	0.143176550398
ACH-001307	8505C	BRAF_like	BRAF	resveratrol	BRD-K80738081-001-46-8	2.500037854	cytochrome P450 inhibitor, SIRT activator	Launched	-0.274800591674
ACH-001321	TT	RAS_like	other	pomalidomide	BRD-A12994259-001-02-1	2.5	angiogenesis inhibitor, tumor necrosis factor production inhibitor	Launched	-0.890443485497
ACH-001321	TT	RAS_like	other	lenalidomide	BRD-A17883755-001-06-1	2.5	anticancer agent	Launched	-0.654522967064
ACH-001321	TT	RAS_like	other	thalidomide	BRD-A93255169-001-28-3	2.5	tumor necrosis factor production inhibitor	Launched	0.344589746037
ACH-001321	TT	RAS_like	other	luteolin	BRD-K05236810-001-19-0	2.5	glucosidase inhibitor	Phase 2	0.210780621983
ACH-001321	TT	RAS_like	other	nafamostat	BRD-K06674495-334-03-2	2.5	serine protease inhibitor	Launched	0.126192320489
ACH-001321	TT	RAS_like	other	irinotecan	BRD-K08547377-394-03-5	2.5	topoisomerase inhibitor	Launched	-1.09985390523
ACH-001321	TT	RAS_like	other	kaempferol	BRD-K12807006-001-18-5	2.5	bone resorption inhibitor, estrogen-related receptor inverse agonist	Preclinical	-0.00549418183574
ACH-001321	TT	RAS_like	other	diazepam	BRD-K16508793-001-05-9	2.5	benzodiazepine receptor agonist	Launched	0.111749156981
ACH-001321	TT	RAS_like	other	simvastatin	BRD-K22134346-001-22-3	2.5	HMGCR inhibitor	Launched	0.69268681486
ACH-001321	TT	RAS_like	other	simvastatin	BRD-K22134346-001-24-9	2.42	HMGCR inhibitor	Launched	-0.558942286127
ACH-001321	TT	RAS_like	other	clonazepam	BRD-K38183498-001-02-0	2.5	GABA benzodiazepine site receptor agonist	Launched	-0.436562348423
ACH-001321	TT	RAS_like	other	ezetimibe	BRD-K42260897-001-07-6	2.48	cholesterol inhibitor, Niemann-Pick C1-like 1 protein antagonist	Launched	0.303889509321
ACH-001321	TT	RAS_like	other	ezetimibe	BRD-K42260897-001-09-2	2.5	cholesterol inhibitor, Niemann-Pick C1-like 1 protein antagonist	Launched	0.27390842456
ACH-001321	TT	RAS_like	other	zolpidem	BRD-K44876623-001-03-7	2.5	benzodiazepine receptor agonist	Launched	0.12508938654
ACH-001321	TT	RAS_like	other	etomidate	BRD-K55055802-001-10-2	2.5	GABA receptor modulator	Launched	-0.32792787493
ACH-001321	TT	RAS_like	other	indomethacin	BRD-K57222227-001-30-1	2.5	cyclooxygenase inhibitor	Launched	-0.97899503108
ACH-001321	TT	RAS_like	other	atorvastatin	BRD-K69726342-238-02-4	2.5	HMGCR inhibitor	Launched	-0.0627104839554
ACH-001321	TT	RAS_like	other	baicalein	BRD-K72327355-001-14-7	2.5	lipoxygenase inhibitor	Preclinical	-0.708760861047
ACH-001321	TT	RAS_like	other	propofol	BRD-K82255054-001-15-9	2.5	benzodiazepine receptor agonist	Launched	-0.531255773949
ACH-001321	TT	RAS_like	other	rosuvastatin	BRD-K82941592-238-04-5	2.5	HMGCR inhibitor	Launched	-0.686875125563
ACH-001321	TT	RAS_like	other	quercetin	BRD-K97399794-001-15-3	2.5	polar auxin transport inhibitor	Launched	-0.0708054736376
ACH-001321	TT	RAS_like	other	flumazenil	BRD-K98769987-001-23-7	2.5	benzodiazepine receptor antagonist	Launched	-0.108219103098
ACH-001321	TT	RAS_like	other	topotecan	BRD-K55696337-003-24-4	2.50001813	topoisomerase inhibitor	Launched	-0.678589948348
ACH-001321	TT	RAS_like	other	gabexate	BRD-K59256312-066-15-7	2.431061328	serine protease inhibitor	Launched	-0.221510135194
ACH-001321	TT	RAS_like	other	resveratrol	BRD-K80738081-001-46-8	2.500037854	cytochrome P450 inhibitor, SIRT activator	Launched	-0.220454978909
