sample	DM1_like	TF_collapse	RAI_8	lineage
TCGA-DD-AACC-01	1.4228137780408765	-1.0135159439670907	-1.4228137780408765	liver hepatocellular carcinoma
TCGA-DD-AACD-01	1.2287962394772318	-0.9158435826525559	-1.2287962394772318	liver hepatocellular carcinoma
TCGA-DD-AACE-01	1.3967120374169777	-1.0608581670508699	-1.3967120374169777	liver hepatocellular carcinoma
TCGA-DD-AACF-01	1.418879877348684	-0.953068908042823	-1.418879877348684	liver hepatocellular carcinoma
TCGA-DD-AACG-01	1.3717860156472588	-0.8683124030114535	-1.3717860156472588	liver hepatocellular carcinoma
TCGA-DD-AACH-01	1.6395158560712628	-1.0214729060226841	-1.6395158560712628	liver hepatocellular carcinoma
TCGA-DD-AACI-01	1.4087014098069441	-0.9951077542107067	-1.4087014098069441	liver hepatocellular carcinoma
TCGA-DD-AACJ-01	1.1116554166484793	-0.8193478701934209	-1.1116554166484793	liver hepatocellular carcinoma
TCGA-DD-AACK-01	1.254821828369913	-0.938379744909537	-1.254821828369913	liver hepatocellular carcinoma
TCGA-DD-AACL-01	1.5053261481156428	-1.0935286347734334	-1.5053261481156428	liver hepatocellular carcinoma
TCGA-DD-AACN-01	1.360929268608262	-0.7494403211351159	-1.360929268608262	liver hepatocellular carcinoma
TCGA-DD-AACO-01	1.2042932947828566	-0.9035762708784982	-1.2042932947828566	liver hepatocellular carcinoma
TCGA-DD-AACP-01	1.4017181774658225	-0.9627721633075909	-1.4017181774658225	liver hepatocellular carcinoma
TCGA-DD-AACQ-01	1.17226713694628	-0.7923657499729486	-1.17226713694628	liver hepatocellular carcinoma
TCGA-DD-AACS-01	1.2834758489113405	-0.8485835663492598	-1.2834758489113405	liver hepatocellular carcinoma
TCGA-DD-AACT-01	1.2978754463485844	-0.9411005724437952	-1.2978754463485844	liver hepatocellular carcinoma
TCGA-DD-AACU-01	1.3763446412632923	-1.0288821345086583	-1.3763446412632923	liver hepatocellular carcinoma
TCGA-DD-AACV-01	1.2255599185750161	-0.9277542676643246	-1.2255599185750161	liver hepatocellular carcinoma
TCGA-DD-AACW-01	1.438967349777832	-0.9499307750181331	-1.438967349777832	liver hepatocellular carcinoma
TCGA-DD-AACX-01	1.3433394323593597	-1.0516732971991638	-1.3433394323593597	liver hepatocellular carcinoma
TCGA-DD-AACY-01	1.3590177307902311	-0.8663782710885036	-1.3590177307902311	liver hepatocellular carcinoma
TCGA-DD-AACZ-01	1.4215098446876535	-0.9361489711755726	-1.4215098446876535	liver hepatocellular carcinoma
TCGA-DD-AAD0-01	1.2161110685330032	-0.8855177683492742	-1.2161110685330032	liver hepatocellular carcinoma
TCGA-DD-AAD1-01	1.420854966214114	-1.1444431473782077	-1.420854966214114	liver hepatocellular carcinoma
TCGA-DD-AAD2-01	1.3767830011381332	-0.9536989928677926	-1.3767830011381332	liver hepatocellular carcinoma
TCGA-DD-AAD3-01	1.372414832169592	-0.9193449058229616	-1.372414832169592	liver hepatocellular carcinoma
TCGA-DD-AAD5-01	1.392644486609735	-1.0641567132148009	-1.392644486609735	liver hepatocellular carcinoma
TCGA-DD-AAD6-01	1.335931088703847	-0.8140879608841751	-1.335931088703847	liver hepatocellular carcinoma
TCGA-DD-AAD8-01	1.3694087887201358	-1.072524329574596	-1.3694087887201358	liver hepatocellular carcinoma
TCGA-DD-AADA-01	1.4988467313891753	-0.9849226682092295	-1.4988467313891753	liver hepatocellular carcinoma
TCGA-DD-AADB-01	1.5148447508284972	-1.106571227162892	-1.5148447508284972	liver hepatocellular carcinoma
TCGA-DD-AADC-01	1.4064370026481965	-0.9785402604120182	-1.4064370026481965	liver hepatocellular carcinoma
TCGA-DD-AADD-01	1.329736980890082	-0.9762774826526034	-1.329736980890082	liver hepatocellular carcinoma
TCGA-DD-AADF-01	1.2186203452606876	-1.112575310032863	-1.2186203452606876	liver hepatocellular carcinoma
TCGA-DD-AADG-01	1.1622901412311135	-1.0163669070789412	-1.1622901412311135	liver hepatocellular carcinoma
TCGA-DD-AADI-01	1.5234127259130361	-0.8978089806090942	-1.5234127259130361	liver hepatocellular carcinoma
TCGA-DD-AADJ-01	1.367566232510081	-0.7902634139082645	-1.367566232510081	liver hepatocellular carcinoma
TCGA-DD-AADK-01	1.2558506239797769	-0.7811024436115562	-1.2558506239797769	liver hepatocellular carcinoma
TCGA-DD-AADL-01	1.2679207210470427	-1.0289909369301378	-1.2679207210470427	liver hepatocellular carcinoma
TCGA-DD-AADM-01	1.3374338057137827	-0.8229600337270605	-1.3374338057137827	liver hepatocellular carcinoma
TCGA-DD-AADN-01	1.3409912392761425	-0.8551103490878058	-1.3409912392761425	liver hepatocellular carcinoma
TCGA-DD-AADO-01	1.397710312346866	-0.9040646053028155	-1.397710312346866	liver hepatocellular carcinoma
TCGA-DD-AADP-01	1.4206419293732038	-0.9666216936109832	-1.4206419293732038	liver hepatocellular carcinoma
TCGA-DD-AADQ-01	1.282304111734401	-0.854000385770253	-1.282304111734401	liver hepatocellular carcinoma
TCGA-DD-AADR-01	1.261557661621526	-1.0219087457536862	-1.261557661621526	liver hepatocellular carcinoma
TCGA-DD-AADS-01	1.3170691466820434	-0.8851212998693632	-1.3170691466820434	liver hepatocellular carcinoma
TCGA-DD-AADU-01	1.0717037133439968	-0.7831176461032632	-1.0717037133439968	liver hepatocellular carcinoma
TCGA-DD-AADV-01	1.3977340768053756	-1.0821146724336745	-1.3977340768053756	liver hepatocellular carcinoma
TCGA-DD-AADW-01	1.5687027487642986	-0.9627847114577083	-1.5687027487642986	liver hepatocellular carcinoma
TCGA-DD-AADY-01	1.3585195088098456	-1.1224390075011124	-1.3585195088098456	liver hepatocellular carcinoma
TCGA-DD-AAE0-01	1.4160332947738077	-0.6054492437037702	-1.4160332947738077	liver hepatocellular carcinoma
TCGA-DD-AAE1-01	1.4346760784100803	-0.8029560057461982	-1.4346760784100803	liver hepatocellular carcinoma
TCGA-DD-AAE2-01	1.3302809763182517	-0.9846266416025582	-1.3302809763182517	liver hepatocellular carcinoma
TCGA-DD-AAE3-01	1.2479449407019267	-0.984103194938651	-1.2479449407019267	liver hepatocellular carcinoma
TCGA-DD-AAE4-01	1.3846780152386027	-1.0694854644164284	-1.3846780152386027	liver hepatocellular carcinoma
TCGA-DD-AAE6-01	1.130818784714898	-0.8603568088276647	-1.130818784714898	liver hepatocellular carcinoma
TCGA-DD-AAE7-01	1.3552255966351394	-0.9653997749532534	-1.3552255966351394	liver hepatocellular carcinoma
TCGA-DD-AAE9-01	0.9963017105131798	-0.900467332474379	-0.9963017105131798	liver hepatocellular carcinoma
TCGA-DD-AAEA-01	1.3057844371696559	-0.9434605240219582	-1.3057844371696559	liver hepatocellular carcinoma
TCGA-DD-AAEB-01	1.0788439193303647	-0.907928880173369	-1.0788439193303647	liver hepatocellular carcinoma
TCGA-DD-AAED-01	1.4005556236499	-0.8852587893767984	-1.4005556236499	liver hepatocellular carcinoma
TCGA-DD-AAEE-01	1.206591660260497	-0.863762650832208	-1.206591660260497	liver hepatocellular carcinoma
TCGA-DD-AAEG-01	1.3541174555227729	-0.9585457558781567	-1.3541174555227729	liver hepatocellular carcinoma
TCGA-DD-AAEH-01	1.4250683466748035	-1.0418616658798292	-1.4250683466748035	liver hepatocellular carcinoma
TCGA-DD-AAEI-01	1.2682790210260386	-0.8857657766144387	-1.2682790210260386	liver hepatocellular carcinoma
TCGA-DD-AAEK-01	1.4399406442549196	-1.22983592412013	-1.4399406442549196	liver hepatocellular carcinoma
TCGA-DD-AAVP-01	0.9861116473688162	-0.5140192509969114	-0.9861116473688162	liver hepatocellular carcinoma
TCGA-DD-AAVQ-01	1.4854526695567412	-0.9974088469889821	-1.4854526695567412	liver hepatocellular carcinoma
TCGA-DD-AAVR-01	1.3734668759186812	-1.0769640722902778	-1.3734668759186812	liver hepatocellular carcinoma
TCGA-DD-AAVS-01	1.4780412133428928	-0.982517023903007	-1.4780412133428928	liver hepatocellular carcinoma
TCGA-DD-AAVU-01	1.1536863908329253	-0.6749274076185809	-1.1536863908329253	liver hepatocellular carcinoma
TCGA-DD-AAVV-01	1.5268547763022746	-1.069869795216184	-1.5268547763022746	liver hepatocellular carcinoma
TCGA-DD-AAVW-01	1.291305104273392	-1.0853434945690292	-1.291305104273392	liver hepatocellular carcinoma
TCGA-DD-AAVX-01	1.2581657114627463	-0.8839307377977009	-1.2581657114627463	liver hepatocellular carcinoma
TCGA-DD-AAVY-01	1.20077815008869	-0.888347807307391	-1.20077815008869	liver hepatocellular carcinoma
TCGA-DD-AAVZ-01	1.4972791466728244	-0.9574707752148479	-1.4972791466728244	liver hepatocellular carcinoma
TCGA-DD-AAW0-01	1.3382244891529784	-1.0943261744866033	-1.3382244891529784	liver hepatocellular carcinoma
TCGA-DD-AAW1-01	1.1635995031660316	-0.9098540713986772	-1.1635995031660316	liver hepatocellular carcinoma
TCGA-DD-AAW2-01	1.2470768674722685	-0.8594348330892938	-1.2470768674722685	liver hepatocellular carcinoma
TCGA-DD-AAW3-01	1.3804837451251757	-1.0500283672792903	-1.3804837451251757	liver hepatocellular carcinoma
TCGA-ED-A459-01	1.3258433006752157	-1.0700731530969898	-1.3258433006752157	liver hepatocellular carcinoma
TCGA-ED-A4XI-01	1.386299313184868	-0.9301400088958547	-1.386299313184868	liver hepatocellular carcinoma
TCGA-ED-A5KG-01	1.7087914029024718	-1.0769748989851085	-1.7087914029024718	liver hepatocellular carcinoma
TCGA-ED-A627-01	1.4645485853050002	-1.1320897601341906	-1.4645485853050002	liver hepatocellular carcinoma
TCGA-ED-A66X-01	1.4741140995905448	-0.8729670459106422	-1.4741140995905448	liver hepatocellular carcinoma
TCGA-ED-A66Y-01	1.400772368911915	-0.7793357881141241	-1.400772368911915	liver hepatocellular carcinoma
TCGA-ED-A7PX-01	1.5978804996380687	-1.0827495552570583	-1.5978804996380687	liver hepatocellular carcinoma
TCGA-ED-A7PY-01	1.205824237770141	-0.5989170227357312	-1.205824237770141	liver hepatocellular carcinoma
TCGA-ED-A7PZ-01	1.2429827414225805	-0.7447202033083276	-1.2429827414225805	liver hepatocellular carcinoma
TCGA-ED-A7XO-01	1.343383539104887	-0.9837824967701373	-1.343383539104887	liver hepatocellular carcinoma
TCGA-ED-A7XP-01	1.3179834493724705	-0.9404605111063082	-1.3179834493724705	liver hepatocellular carcinoma
TCGA-ED-A82E-01	1.5564855669698106	-0.8325898724694976	-1.5564855669698106	liver hepatocellular carcinoma
TCGA-ED-A8O5-01	1.5403526757036954	-0.8991745198517859	-1.5403526757036954	liver hepatocellular carcinoma
TCGA-ED-A8O6-01	1.1941965143226683	-0.6212725786783946	-1.1941965143226683	liver hepatocellular carcinoma
TCGA-ED-A97K-01	1.452035839855979	-0.730567718889042	-1.452035839855979	liver hepatocellular carcinoma
TCGA-EP-A12J-01	1.236990653067413	-1.0000915333726563	-1.236990653067413	liver hepatocellular carcinoma
TCGA-EP-A12J-11	1.3478532665031024	-1.045964679589478	-1.3478532665031024	liver hepatocellular carcinoma
TCGA-EP-A26S-01	1.2161334809657411	-0.9528870567053853	-1.2161334809657411	liver hepatocellular carcinoma
TCGA-EP-A26S-11	1.3136752820391586	-1.0863660367608203	-1.3136752820391586	liver hepatocellular carcinoma
TCGA-EP-A2KA-01	1.5224565523240565	-0.874179950124488	-1.5224565523240565	liver hepatocellular carcinoma
TCGA-EP-A2KB-01	1.3766457900661475	-0.8431116825213654	-1.3766457900661475	liver hepatocellular carcinoma
TCGA-EP-A2KC-01	1.3179075248041872	-0.9169576659883062	-1.3179075248041872	liver hepatocellular carcinoma
TCGA-EP-A3JL-01	1.3419619415565736	-0.9919420005717625	-1.3419619415565736	liver hepatocellular carcinoma
TCGA-EP-A3RK-01	1.3198069285980414	-1.0510835302886743	-1.3198069285980414	liver hepatocellular carcinoma
TCGA-EP-A3RK-11	1.0060227852497685	-0.8786828558621774	-1.0060227852497685	liver hepatocellular carcinoma
TCGA-ES-A2HS-01	1.1275341273022634	-0.7342972717940635	-1.1275341273022634	liver hepatocellular carcinoma
TCGA-ES-A2HT-01	1.370001026356931	-0.8947629785243705	-1.370001026356931	liver hepatocellular carcinoma
TCGA-ES-A2HT-11	1.4005518883171402	-1.100816369416174	-1.4005518883171402	liver hepatocellular carcinoma
TCGA-FV-A23B-01	1.5538062844805194	-1.0063155738808496	-1.5538062844805194	liver hepatocellular carcinoma
TCGA-FV-A23B-11	1.3620838867153091	-1.0826963913632126	-1.3620838867153091	liver hepatocellular carcinoma
TCGA-FV-A2QQ-01	1.3551114784009073	-0.9285460632122706	-1.3551114784009073	liver hepatocellular carcinoma
TCGA-FV-A2QR-01	1.358964151008623	-1.0513952026409399	-1.358964151008623	liver hepatocellular carcinoma
TCGA-FV-A2QR-11	1.4205082499399935	-1.0521778078510116	-1.4205082499399935	liver hepatocellular carcinoma
TCGA-FV-A3I0-01	1.4406514109765114	-0.8903497228489634	-1.4406514109765114	liver hepatocellular carcinoma
TCGA-FV-A3I0-11	1.2942206442932944	-0.8729225791276141	-1.2942206442932944	liver hepatocellular carcinoma
TCGA-FV-A3I1-01	1.4059667538857907	-1.0183092539405145	-1.4059667538857907	liver hepatocellular carcinoma
TCGA-FV-A3I1-11	1.3551237165121168	-0.9504438280995058	-1.3551237165121168	liver hepatocellular carcinoma
TCGA-FV-A3R2-01	1.2168612899820954	-1.0151414524850635	-1.2168612899820954	liver hepatocellular carcinoma
TCGA-FV-A3R2-11	1.3656808685838153	-1.0505749901252084	-1.3656808685838153	liver hepatocellular carcinoma
TCGA-FV-A3R3-01	1.4020517261679966	-1.0623997587019467	-1.4020517261679966	liver hepatocellular carcinoma
TCGA-FV-A495-01	1.3581942700030811	-0.808529855579623	-1.3581942700030811	liver hepatocellular carcinoma
TCGA-FV-A496-01	1.3021953765345176	-0.9506723319895125	-1.3021953765345176	liver hepatocellular carcinoma
TCGA-FV-A4ZP-01	1.241401360637758	-0.7097663254195941	-1.241401360637758	liver hepatocellular carcinoma
TCGA-FV-A4ZQ-01	1.472700945408084	-1.2105908598283766	-1.472700945408084	liver hepatocellular carcinoma
TCGA-G3-A25S-01	1.2960354032115973	-0.7767795723449	-1.2960354032115973	liver hepatocellular carcinoma
TCGA-G3-A25T-01	1.3930583922944917	-0.7260417784336423	-1.3930583922944917	liver hepatocellular carcinoma
TCGA-G3-A25U-01	1.2281450836675463	-1.1137066250182865	-1.2281450836675463	liver hepatocellular carcinoma
TCGA-G3-A25V-01	1.3336425609972835	-1.0105871210532233	-1.3336425609972835	liver hepatocellular carcinoma
TCGA-G3-A25X-01	1.4785879015866064	-1.0461457558054683	-1.4785879015866064	liver hepatocellular carcinoma
TCGA-G3-A25Y-01	1.6128939195248124	-0.9811384486059458	-1.6128939195248124	liver hepatocellular carcinoma
TCGA-G3-A25Z-01	1.303446748602847	-0.7911737699248833	-1.303446748602847	liver hepatocellular carcinoma
TCGA-G3-A3CG-01	1.5557583844360288	-0.9132796502671874	-1.5557583844360288	liver hepatocellular carcinoma
TCGA-G3-A3CH-01	1.3215193302216075	-0.9682463739166547	-1.3215193302216075	liver hepatocellular carcinoma
TCGA-G3-A3CH-11	1.0352609440554543	-0.7673426175486929	-1.0352609440554543	liver hepatocellular carcinoma
TCGA-G3-A3CI-01	1.2833437169839894	-0.9613674551439755	-1.2833437169839894	liver hepatocellular carcinoma
TCGA-G3-A3CJ-01	1.2646794071402585	-0.9214727738085603	-1.2646794071402585	liver hepatocellular carcinoma
TCGA-G3-A3CK-01	1.2881715308569561	-0.9035824882709877	-1.2881715308569561	liver hepatocellular carcinoma
TCGA-G3-A5SI-01	1.301600406634147	-0.8801292191310389	-1.301600406634147	liver hepatocellular carcinoma
TCGA-G3-A5SJ-01	1.4408942912324025	-1.1259390888439313	-1.4408942912324025	liver hepatocellular carcinoma
TCGA-G3-A5SK-01	1.098293640179886	-0.8188500117434614	-1.098293640179886	liver hepatocellular carcinoma
TCGA-G3-A5SL-01	1.2163865203599726	-0.9665813183838144	-1.2163865203599726	liver hepatocellular carcinoma
TCGA-G3-A5SM-01	1.372764071157026	-1.0828913480551428	-1.372764071157026	liver hepatocellular carcinoma
TCGA-G3-A6UC-01	1.3228966744281265	-1.060621198561282	-1.3228966744281265	liver hepatocellular carcinoma
TCGA-G3-A7M5-01	1.209739351527024	-0.8165283033706429	-1.209739351527024	liver hepatocellular carcinoma
TCGA-G3-A7M6-01	1.5787079307984733	-1.0716710055996552	-1.5787079307984733	liver hepatocellular carcinoma
TCGA-G3-A7M7-01	1.334404550740159	-0.9797709623784514	-1.334404550740159	liver hepatocellular carcinoma
TCGA-G3-A7M8-01	1.2857834394149104	-0.8045633500145101	-1.2857834394149104	liver hepatocellular carcinoma
TCGA-G3-A7M9-01	1.4905435896120447	-1.2235080931017435	-1.4905435896120447	liver hepatocellular carcinoma
TCGA-G3-AAUZ-01	1.2746291153447231	-0.9094030371010495	-1.2746291153447231	liver hepatocellular carcinoma
TCGA-G3-AAV0-01	1.2879139722115591	-0.905591406696922	-1.2879139722115591	liver hepatocellular carcinoma
TCGA-G3-AAV1-01	1.317695957633429	-1.0017458522834328	-1.317695957633429	liver hepatocellular carcinoma
TCGA-G3-AAV2-01	1.180815685433919	-0.8968966056657426	-1.180815685433919	liver hepatocellular carcinoma
TCGA-G3-AAV3-01	1.2796722768392175	-1.1042562155302131	-1.2796722768392175	liver hepatocellular carcinoma
TCGA-G3-AAV4-01	1.1889225810109014	-0.8738532097208105	-1.1889225810109014	liver hepatocellular carcinoma
TCGA-G3-AAV5-01	1.403161530576235	-0.9772978161977628	-1.403161530576235	liver hepatocellular carcinoma
TCGA-G3-AAV6-01	1.4493667662741898	-0.8724947084030634	-1.4493667662741898	liver hepatocellular carcinoma
TCGA-G3-AAV7-01	1.5235861989638622	-1.0949381284662119	-1.5235861989638622	liver hepatocellular carcinoma
TCGA-GJ-A3OU-01	1.494370165223878	-1.0969273547017535	-1.494370165223878	liver hepatocellular carcinoma
TCGA-GJ-A6C0-01	1.3874689480131883	-1.1436969512905197	-1.3874689480131883	liver hepatocellular carcinoma
TCGA-GJ-A9DB-01	1.3989845766162994	-1.1787824991011417	-1.3989845766162994	liver hepatocellular carcinoma
TCGA-HP-A5MZ-01	1.3184443257850396	-1.031693047384129	-1.3184443257850396	liver hepatocellular carcinoma
TCGA-HP-A5N0-01	1.2292998089185536	-0.8819032157648805	-1.2292998089185536	liver hepatocellular carcinoma
TCGA-K7-A5RF-01	1.391641981086519	-1.1166529804163865	-1.391641981086519	liver hepatocellular carcinoma
TCGA-K7-A5RG-01	1.29463665054127	-1.2579066841468556	-1.29463665054127	liver hepatocellular carcinoma
TCGA-K7-A6G5-01	1.2596596217215419	-0.9327672247315018	-1.2596596217215419	liver hepatocellular carcinoma
TCGA-K7-AAU7-01	1.4984376249370635	-0.8502683648676135	-1.4984376249370635	liver hepatocellular carcinoma
TCGA-KR-A7K0-01	1.263194796206812	-1.0306949537535472	-1.263194796206812	liver hepatocellular carcinoma
TCGA-KR-A7K2-01	1.3365538116633737	-0.760775027519437	-1.3365538116633737	liver hepatocellular carcinoma
TCGA-KR-A7K7-01	1.3300988199906374	-0.8893971466830521	-1.3300988199906374	liver hepatocellular carcinoma
TCGA-KR-A7K8-01	1.3491399068264687	-1.1658587268235787	-1.3491399068264687	liver hepatocellular carcinoma
TCGA-LG-A6GG-01	1.3726035353019568	-0.8567922700032989	-1.3726035353019568	liver hepatocellular carcinoma
TCGA-LG-A9QC-01	1.3940047833347826	-1.058907479648537	-1.3940047833347826	liver hepatocellular carcinoma
TCGA-LG-A9QD-01	1.2986946505520538	-0.9211671358566894	-1.2986946505520538	liver hepatocellular carcinoma
TCGA-MI-A75C-01	1.1892486543797791	-0.9565870107300358	-1.1892486543797791	liver hepatocellular carcinoma
TCGA-MI-A75E-01	1.3743084859608203	-1.0821568809144502	-1.3743084859608203	liver hepatocellular carcinoma
TCGA-MI-A75G-01	1.2886000103982334	-0.8460010207684219	-1.2886000103982334	liver hepatocellular carcinoma
TCGA-MI-A75H-01	1.275946426500544	-0.9204855457478867	-1.275946426500544	liver hepatocellular carcinoma
TCGA-MI-A75I-01	1.3056237150659662	-1.0071618412309562	-1.3056237150659662	liver hepatocellular carcinoma
TCGA-MR-A520-01	1.2146846104831563	-0.628513809020409	-1.2146846104831563	liver hepatocellular carcinoma
TCGA-MR-A8JO-01	1.4880191907488927	-0.7278820567753033	-1.4880191907488927	liver hepatocellular carcinoma
TCGA-NI-A4U2-01	1.1987089646138662	-1.0399656301295959	-1.1987089646138662	liver hepatocellular carcinoma
TCGA-NI-A8LF-01	1.2170246600346795	-1.0037016574689213	-1.2170246600346795	liver hepatocellular carcinoma
TCGA-O8-A75V-01	1.2589333684578279	-0.9813967080278305	-1.2589333684578279	liver hepatocellular carcinoma
TCGA-PD-A5DF-01	1.4081796445213448	-1.0713684304896363	-1.4081796445213448	liver hepatocellular carcinoma
TCGA-QA-A7B7-01	1.2992926960775586	-1.122916607562574	-1.2992926960775586	liver hepatocellular carcinoma
TCGA-RC-A6M3-01	1.6352551611397494	-0.9839910819825405	-1.6352551611397494	liver hepatocellular carcinoma
TCGA-RC-A6M4-01	1.2083598009965573	-0.9354746898859417	-1.2083598009965573	liver hepatocellular carcinoma
TCGA-RC-A6M5-01	1.3308019837720397	-0.7866233855134456	-1.3308019837720397	liver hepatocellular carcinoma
TCGA-RC-A6M6-01	1.3535823487644494	-1.273688322407681	-1.3535823487644494	liver hepatocellular carcinoma
TCGA-RC-A7S9-01	1.4654216546145094	-0.8657235570246213	-1.4654216546145094	liver hepatocellular carcinoma
TCGA-RC-A7SB-01	1.290696908830978	-1.1125523989756476	-1.290696908830978	liver hepatocellular carcinoma
TCGA-RC-A7SF-01	1.3771136888378708	-1.0142194757511713	-1.3771136888378708	liver hepatocellular carcinoma
TCGA-RC-A7SH-01	1.4614295664074912	-0.9627877140790789	-1.4614295664074912	liver hepatocellular carcinoma
TCGA-RC-A7SK-01	1.2903700547158388	-0.869343554897725	-1.2903700547158388	liver hepatocellular carcinoma
TCGA-RG-A7D4-01	1.4101218270688405	-1.158114906488716	-1.4101218270688405	liver hepatocellular carcinoma
TCGA-T1-A6J8-01	1.2789056199173898	-1.1076321129595528	-1.2789056199173898	liver hepatocellular carcinoma
TCGA-UB-A7MA-01	1.1257588148649362	-0.6294118289960103	-1.1257588148649362	liver hepatocellular carcinoma
TCGA-UB-A7MB-01	1.2190709066453556	-1.0880758282475884	-1.2190709066453556	liver hepatocellular carcinoma
TCGA-UB-A7MC-01	1.3310583124755067	-1.0143395280235632	-1.3310583124755067	liver hepatocellular carcinoma
TCGA-UB-A7MD-01	1.4257393915646777	-1.1377442139904643	-1.4257393915646777	liver hepatocellular carcinoma
TCGA-UB-A7ME-01	1.3458297839497009	-0.9197672367812235	-1.3458297839497009	liver hepatocellular carcinoma
TCGA-UB-A7MF-01	1.575883003904977	-0.9761792485599933	-1.575883003904977	liver hepatocellular carcinoma
TCGA-UB-AA0U-01	1.4748007983287224	-1.2040123460995948	-1.4748007983287224	liver hepatocellular carcinoma
TCGA-UB-AA0V-01	1.430619936881734	-1.0328266651986058	-1.430619936881734	liver hepatocellular carcinoma
TCGA-WJ-A86L-01	1.3658198575666602	-1.024234641424321	-1.3658198575666602	liver hepatocellular carcinoma
TCGA-WQ-A9G7-01	1.4757296988568473	-0.8911383124354315	-1.4757296988568473	liver hepatocellular carcinoma
TCGA-WQ-AB4B-01	1.3073515572178491	-0.8933760473197297	-1.3073515572178491	liver hepatocellular carcinoma
TCGA-WX-AA44-01	1.462051816587293	-0.9889632635424996	-1.462051816587293	liver hepatocellular carcinoma
TCGA-WX-AA46-01	1.245366507922542	-0.9409777607458376	-1.245366507922542	liver hepatocellular carcinoma
TCGA-WX-AA47-01	1.4371366035619322	-0.9458932000491453	-1.4371366035619322	liver hepatocellular carcinoma
TCGA-XR-A8TC-01	1.3938499012052779	-0.9753844965672567	-1.3938499012052779	liver hepatocellular carcinoma
TCGA-XR-A8TD-01	1.4522374056681444	-1.2030706956932486	-1.4522374056681444	liver hepatocellular carcinoma
TCGA-XR-A8TE-01	1.3283895630252096	-1.022474784672172	-1.3283895630252096	liver hepatocellular carcinoma
TCGA-XR-A8TF-01	1.3188197999623337	-0.8694210150462587	-1.3188197999623337	liver hepatocellular carcinoma
TCGA-XR-A8TG-01	1.4976336115421582	-1.035832038025895	-1.4976336115421582	liver hepatocellular carcinoma
TCGA-YA-A8S7-01	1.550545797064451	-1.294515694042815	-1.550545797064451	liver hepatocellular carcinoma
TCGA-ZP-A9CV-01	1.3823998667832038	-0.9770301792576758	-1.3823998667832038	liver hepatocellular carcinoma
TCGA-ZP-A9CY-01	1.3316162567056902	-0.9855004192816976	-1.3316162567056902	liver hepatocellular carcinoma
TCGA-ZP-A9CZ-01	1.384245172147982	-1.1059244787274718	-1.384245172147982	liver hepatocellular carcinoma
TCGA-ZP-A9D0-01	1.2843247038958236	-1.0124033786248003	-1.2843247038958236	liver hepatocellular carcinoma
TCGA-ZP-A9D1-01	1.440328428521115	-1.1661202860184883	-1.440328428521115	liver hepatocellular carcinoma
TCGA-ZP-A9D2-01	1.5223477424738503	-1.0076822862041825	-1.5223477424738503	liver hepatocellular carcinoma
TCGA-ZP-A9D4-01	1.0995504616406409	-0.8118829693430106	-1.0995504616406409	liver hepatocellular carcinoma
TCGA-ZS-A9CD-01	1.3086493866988467	-0.9436749356629551	-1.3086493866988467	liver hepatocellular carcinoma
TCGA-ZS-A9CE-01	1.2966223685062754	-0.9937559272049462	-1.2966223685062754	liver hepatocellular carcinoma
TCGA-ZS-A9CF-01	1.4109238425881876	-0.9867311660494174	-1.4109238425881876	liver hepatocellular carcinoma
TCGA-ZS-A9CF-02	1.293905737986615	-0.9786097764418067	-1.293905737986615	liver hepatocellular carcinoma
TCGA-ZS-A9CG-01	1.1448901867756813	-0.9946193275220997	-1.1448901867756813	liver hepatocellular carcinoma
TCGA-3C-AAAU-01	1.6544846777041249	-1.6458506617264597	-1.6544846777041249	breast invasive carcinoma
TCGA-3C-AALI-01	1.6195014879887242	-1.3792853106668213	-1.6195014879887242	breast invasive carcinoma
TCGA-3C-AALJ-01	1.7854426175454452	-1.5836024919123213	-1.7854426175454452	breast invasive carcinoma
TCGA-3C-AALK-01	1.6585973722540672	-1.6767837469498357	-1.6585973722540672	breast invasive carcinoma
TCGA-4H-AAAK-01	1.6206491879984495	-1.5551677053149635	-1.6206491879984495	breast invasive carcinoma
TCGA-5L-AAT0-01	1.6771922793476939	-1.5441922799149754	-1.6771922793476939	breast invasive carcinoma
TCGA-5L-AAT1-01	1.681402365527817	-1.3412242347361183	-1.681402365527817	breast invasive carcinoma
TCGA-5T-A9QA-01	1.539957380547858	-1.1849678643973056	-1.539957380547858	breast invasive carcinoma
TCGA-A1-A0SB-01	1.6442007886526335	-1.3144759202328482	-1.6442007886526335	breast invasive carcinoma
TCGA-A1-A0SD-01	1.5831948352443679	-1.4140185820787035	-1.5831948352443679	breast invasive carcinoma
TCGA-A1-A0SE-01	1.6714556380769152	-1.4704534439764942	-1.6714556380769152	breast invasive carcinoma
TCGA-A1-A0SF-01	1.5943288372917295	-1.539740915104289	-1.5943288372917295	breast invasive carcinoma
TCGA-A1-A0SG-01	1.4942460645745672	-1.3693444038907974	-1.4942460645745672	breast invasive carcinoma
TCGA-A1-A0SH-01	1.5693678253997296	-1.4094792538464653	-1.5693678253997296	breast invasive carcinoma
TCGA-A1-A0SI-01	1.6509412710847577	-1.8692428687725202	-1.6509412710847577	breast invasive carcinoma
TCGA-A1-A0SJ-01	1.5806401081101837	-1.4359761552048784	-1.5806401081101837	breast invasive carcinoma
TCGA-A1-A0SK-01	1.6287894010262152	-1.2727239537080464	-1.6287894010262152	breast invasive carcinoma
