gene	beta_subtype	pvalue_OLS	pvalue_LMM	fdr_OLS	fdr_LMM	status
AKAP10	-0.246081	0.666546	4.36233e-07	0.711574	1.35176e-06	gained_with_LMM
AKAP11	0.188204	0.000608057	0.00733366	0.00185281	0.0129802	same
AKAP12	-0.287221	0.763515	0.0397138	0.79921	0.0614249	nonsig_both
AKAP13	0.521716	2.28916e-06	1.46492e-10	1.13201e-05	6.43928e-10	same
AKAP17A	-0.194843	0.547476	0.000646875	0.602137	0.00135363	gained_with_LMM
AKAP3	-0.614349	3.69704e-17	1.28822e-18	6.72242e-16	1.11907e-17	same
AKAP4	-0.00497797	0.0143917	0.269739	0.0275282	0.338076	lost_with_LMM
AKAP5	0.0987572	0.506901	0.125003	0.562903	0.171927	nonsig_both
AKAP6	0.0599637	0.0257523	0.410343	0.0424851	0.484827	lost_with_LMM
AKAP7	-0.0206642	0.603142	0.730904	0.654387	0.779781	nonsig_both
AKAP8	-0.109088	0.392517	0.00207314	0.451984	0.00401595	gained_with_LMM
AKAP8L	-0.0601697	0.109301	0.179496	0.147796	0.236646	nonsig_both
AKAP9	0.214075	0.000785546	0.00771232	0.00232194	0.0136031	same
AKIP1	0.00988348	0.0228646	0.77082	0.0384857	0.813547	lost_with_LMM
AKIRIN1	-0.246101	0.785671	1.00942e-05	0.818669	2.69378e-05	gained_with_LMM
AKR1A1	-0.0641988	0.0661284	0.117172	0.0957304	0.162319	nonsig_both
AKR1B1	0.546778	5.64047e-09	4.39567e-09	4.02743e-08	1.68544e-08	same
AKR1B10	0.0371203	0.0542729	0.170201	0.0806108	0.225586	nonsig_both
AKR1C1	-0.933098	2.01112e-14	4.33687e-14	2.72839e-13	2.61912e-13	same
AKR1C3	-0.758117	2.92038e-13	3.27148e-14	3.4543e-12	2.00256e-13	same
AKR1C4	-0.0145074	0.0106527	0.0158708	0.0219579	0.0265686	same
AKR1D1	-0.0253086	0.00788113	0.0530757	0.0171475	0.0796203	lost_with_LMM
AKR7A2	0.0219096	0.0173325	0.595542	0.0313748	0.659398	lost_with_LMM
AKR7A3	-0.113152	0.000597175	0.000621885	0.00182392	0.00130483	same
AKT1	-0.103729	0.118142	0.0145993	0.157982	0.0245699	gained_with_LMM
AKT2	-0.411009	0.553115	4.00423e-14	0.60771	2.42427e-13	gained_with_LMM
AKT3	0.571612	4.12854e-10	7.1322e-23	3.36198e-09	8.479e-22	same
AKTIP	-0.233167	0.50634	9.39277e-11	0.562387	4.20931e-10	gained_with_LMM
ALAD	0.0127661	0.0195007	0.793387	0.0342192	0.832787	lost_with_LMM
ALAS1	-0.325872	0.427918	1.02128e-12	0.486923	5.47581e-12	gained_with_LMM
ALAS2	0.0374471	0.0665756	0.17706	0.0962589	0.233776	nonsig_both
ALB	-0.308463	3.99533e-05	0.000744861	0.00015838	0.0015435	same
ALCAM	0.246213	0.000244247	7.56661e-05	0.000811847	0.000179835	same
ALDH18A1	-0.0484074	0.0507618	0.166195	0.07612	0.221002	nonsig_both
ALDH1A1	-1.25164	2.69712e-05	1.77756e-17	0.0001102	1.40738e-16	same
ALDH1A2	0.130881	0.846583	0.107494	0.872128	0.150083	nonsig_both
ALDH1A3	0.676411	6.40216e-06	1.67935e-05	2.9205e-05	4.37004e-05	same
ALDH1B1	-0.490725	0.00376774	6.6082e-10	0.00917071	2.75381e-09	same
ALDH1L1	-1.02056	2.19165e-20	1.40273e-21	5.67793e-19	1.51952e-20	same
ALDH2	-0.925289	1.61219e-07	9.09696e-30	9.56853e-07	1.78136e-28	same
ALDH3A1	-0.132731	0.000569198	0.0124976	0.00174759	0.021259	same
ALDH3A2	-0.00158004	0.0212273	0.972673	0.0363094	0.978858	lost_with_LMM
ALDH3B1	1.76888	2.87142e-36	7.70427e-58	3.2645e-34	7.45595e-56	same
ALDH3B2	0.375022	0.0211442	1.77361e-10	0.0362145	7.74385e-10	same
ALDH4A1	-0.484119	8.75973e-06	5.70195e-14	3.90773e-05	3.4101e-13	same
ALDH5A1	-0.301461	0.954476	1.12131e-08	0.96386	4.11357e-08	gained_with_LMM
ALDH6A1	-0.697379	3.14708e-05	3.03617e-26	0.000127384	4.61136e-25	same
ALDH7A1	-0.0775773	0.106197	0.179564	0.144032	0.23671	nonsig_both
ALDH8A1	0.0243718	0.045774	0.284272	0.0695219	0.353491	nonsig_both
ALDH9A1	-0.696424	0.0152785	2.91782e-30	0.0286924	5.9216e-29	same
ALDOA	0.0664621	0.209915	0.340559	0.261389	0.413945	nonsig_both
ALDOAP2	-0.00729341	0.0134809	0.246132	0.0263498	0.312468	lost_with_LMM
ALDOB	-0.0371274	0.0138927	0.435308	0.0269072	0.50944	lost_with_LMM
ALDOC	0.778311	1.45797e-08	1.54491e-10	9.97245e-08	6.77814e-10	same
ALG12	-0.126341	0.908705	0.0288708	0.926185	0.045953	gained_with_LMM
ALG13	-0.204381	0.875476	3.85759e-05	0.897472	9.51399e-05	gained_with_LMM
ALG3	-0.18206	0.925818	4.82633e-06	0.941088	1.33988e-05	gained_with_LMM
ALG5	-0.311765	0.176242	2.14204e-14	0.224472	1.32927e-13	gained_with_LMM
ALG6	0.0263914	0.0827105	0.389828	0.11616	0.464241	nonsig_both
ALG8	-0.10388	0.333133	0.00103564	0.392352	0.00210471	gained_with_LMM
ALG9	-0.116042	0.0172084	0.00281152	0.0312032	0.00534202	same
ALK	0.232286	0.128489	0.0647006	0.17007	0.0951934	nonsig_both
ALKBH1	0.00247722	0.14575	0.934034	0.189785	0.948451	nonsig_both
ALKBH4	-0.329709	0.0429978	4.52258e-12	0.0658962	2.28766e-11	gained_with_LMM
ALLC	-0.0099067	0.0133568	0.152789	0.0261851	0.205721	lost_with_LMM
ALMS1	0.186111	7.95835e-05	0.000331593	0.000294819	0.000720934	same
ALOX12	-0.134808	0.000159921	0.0024823	0.000551925	0.00475662	same
ALOX12B	-0.149377	7.23405e-05	1.55966e-05	0.000270641	4.07216e-05	same
ALOX12P2	-0.122721	0.198562	0.216902	0.249293	0.27985	nonsig_both
ALOX15	0.0519287	0.0879246	0.0215702	0.122295	0.035189	gained_with_LMM
ALOX15B	2.29957	3.08699e-31	1.41606e-37	2.25929e-29	4.58068e-36	same
ALOX5	2.90577	6.0473e-33	1.55292e-39	5.05813e-31	5.77292e-38	same
ALOX5AP	1.36252	1.53562e-26	6.10615e-29	7.40002e-25	1.11723e-27	same
ALOXE3	0.0545833	0.179128	0.188383	0.227816	0.247111	nonsig_both
ALPI	-0.0110182	0.0117652	0.251173	0.0237249	0.318212	lost_with_LMM
ALPK1	-0.00494878	0.0829874	0.918635	0.116479	0.936795	nonsig_both
ALPK3	-0.250932	0.438982	0.00360201	0.498447	0.00671648	gained_with_LMM
ALPL	-0.143677	0.964145	0.186407	0.971613	0.244739	nonsig_both
ALPP	-0.0143233	0.0160766	0.639108	0.0298205	0.699369	lost_with_LMM
ALS2CL	0.218354	0.00054623	0.007164	0.00168591	0.0126972	same
ALX1	0.00716214	0.0212315	0.278953	0.0363094	0.347726	lost_with_LMM
ALX3	0.000169006	0.0171632	0.979569	0.0311357	0.983939	lost_with_LMM
ALX4	-0.131503	9.66711e-05	1.1507e-07	0.000352325	3.80534e-07	same
AMACR	-0.283741	2.76019e-09	9.9516e-10	2.04181e-08	4.06039e-09	same
AMBN	0.00732942	0.0214574	0.251097	0.0366171	0.318185	lost_with_LMM
AMBP	-0.16864	0.000132045	0.000167502	0.000465878	0.000379245	same
AMBRA1	0.105642	0.00163781	0.00356653	0.00443851	0.0066588	same
AMD1	-0.118057	0.181652	0.0140379	0.230469	0.0236829	gained_with_LMM
AMELX	-0.00106853	0.0164477	0.797022	0.0302454	0.835628	lost_with_LMM
AMELY	-0.0868976	0.00165965	0.000532602	0.00448804	0.00112764	same
AMFR	-0.00896834	0.0234824	0.828583	0.039362	0.863	lost_with_LMM
AMHR2	-0.0940654	0.000447204	1.20037e-05	0.0014066	3.17084e-05	same
AMIGO2	0.918433	1.11909e-12	3.57657e-12	1.23163e-11	1.8265e-11	same
AMMECR1	0.364555	1.59874e-14	1.99944e-17	2.18706e-13	1.57349e-16	same
AMN	-0.258299	3.00269e-06	4.1967e-06	1.45596e-05	1.17371e-05	same
AMOT	1.33772	2.53966e-27	2.72756e-56	1.33962e-25	2.4569e-54	same
AMOTL2	0.00580971	0.0394347	0.941169	0.0612198	0.954207	nonsig_both
AMPD1	0.279381	0.471166	0.000277161	0.529649	0.000608807	gained_with_LMM
AMPD2	0.0897336	0.00143165	0.0208481	0.00392521	0.0341157	same
AMPD3	0.0229149	0.120403	0.727616	0.160565	0.77684	nonsig_both
AMPH	0.148845	0.914428	0.00922575	0.931288	0.0160549	gained_with_LMM
AMT	-0.106451	0.000932079	5.32475e-07	0.00269897	1.63699e-06	same
AMZ2	-0.149646	0.442046	5.12761e-08	0.501262	1.76032e-07	gained_with_LMM
ANAPC10	-0.109755	0.000217805	0.00241292	0.00073269	0.00462898	same
ANAPC13	-0.525345	0.0801019	1.5164e-41	0.113011	6.25248e-40	gained_with_LMM
ANAPC15	-0.400501	5.00793e-19	9.7482e-23	1.12343e-17	1.14495e-21	same
ANAPC2	-0.126125	0.312185	0.00308371	0.370571	0.00581299	gained_with_LMM
ANAPC5	-0.0702018	0.0637355	0.00225002	0.0928172	0.00433992	gained_with_LMM
ANG	0.426965	3.81669e-06	1.07122e-10	1.81755e-05	4.77684e-10	same
ANGEL1	0.00494049	0.0336733	0.909783	0.0533651	0.929468	nonsig_both
ANGEL2	0.0426546	0.00821076	0.257164	0.0177052	0.324713	lost_with_LMM
ANGPT1	-0.245179	0.0556178	0.0558899	0.0822952	0.083404	nonsig_both
ANGPT2	-0.616443	1.53073e-05	2.98823e-09	6.52525e-05	1.16408e-08	same
ANGPT4	-0.0751498	0.015781	0.270123	0.0293885	0.338485	lost_with_LMM
ANGPTL2	0.533645	5.56704e-09	2.13536e-08	3.97986e-08	7.60033e-08	same
ANGPTL3	0.00532689	0.0212736	0.627035	0.0363552	0.688624	lost_with_LMM
ANGPTL4	1.39037	2.41085e-22	5.10724e-29	7.67147e-21	9.40342e-28	same
ANGPTL7	0.044067	0.107549	0.231089	0.145708	0.296035	nonsig_both
ANK1	0.227517	0.376558	3.31699e-05	0.436066	8.266e-05	gained_with_LMM
ANK2	-0.367027	0.0583037	0.0176903	0.0858463	0.0293835	gained_with_LMM
ANK3	-0.347273	0.468298	0.000139087	0.526931	0.000318356	gained_with_LMM
ANKEF1	-0.777812	8.30828e-16	1.49096e-33	1.30241e-14	3.80373e-32	same
ANKFY1	0.318453	4.92624e-05	0.000158806	0.000190951	0.000360881	same
ANKH	0.982067	1.52222e-12	7.15231e-34	1.65354e-11	1.87368e-32	same
ANKLE2	0.546537	2.03245e-08	1.79736e-47	1.36468e-07	1.00704e-45	same
ANKMY1	0.0625483	0.00463812	0.126499	0.0109678	0.173759	lost_with_LMM
ANKMY2	-0.157824	0.603627	0.000367084	0.654852	0.000793091	gained_with_LMM
ANKRA2	-0.0776756	0.528023	0.0910741	0.582996	0.129207	nonsig_both
ANKRD1	0.0633141	0.219696	0.294457	0.271949	0.364453	nonsig_both
ANKRD10	0.0820126	0.0058176	0.166832	0.0133081	0.221767	lost_with_LMM
ANKRD10-IT1	-0.0138875	0.228525	0.866372	0.281628	0.893628	nonsig_both
ANKRD11	-0.0715318	0.0692026	0.170378	0.0994188	0.225795	nonsig_both
ANKRD12	-0.269602	0.970196	9.02546e-06	0.976324	2.42182e-05	gained_with_LMM
ANKRD17	0.0970199	0.00466916	0.116853	0.01103	0.161915	lost_with_LMM
ANKRD2	0.0139509	0.0514807	0.73511	0.0770795	0.783698	nonsig_both
ANKRD26	-0.0480547	0.478009	0.391463	0.535901	0.465857	nonsig_both
ANKRD27	-0.046743	0.123838	0.274224	0.164583	0.342854	nonsig_both
ANKRD28	0.330487	1.37143e-06	5.39319e-11	7.01753e-06	2.47179e-10	same
ANKRD34C	0.0084214	0.0222252	0.279921	0.0376651	0.348711	lost_with_LMM
ANKRD36	0.191307	0.0610814	0.00357351	0.0893186	0.00666866	gained_with_LMM
ANKRD36B	0.0759134	0.312432	0.174922	0.370754	0.231301	nonsig_both
ANKRD36BP2	0.675245	3.78255e-05	1.01985e-06	0.000150761	3.02723e-06	same
ANKRD40	0.045087	0.0154341	0.437632	0.0288892	0.511853	lost_with_LMM
ANKRD46	-0.750963	1.16e-17	4.59128e-45	2.23047e-16	2.27813e-43	same
ANKRD49	-0.185464	0.080629	0.000162761	0.113659	0.000369222	gained_with_LMM
ANKRD53	-0.133302	0.0176455	0.0608017	0.0317742	0.0900263	lost_with_LMM
ANKRD55	0.0943986	0.206865	0.000166482	0.258213	0.000377006	gained_with_LMM
ANKRD6	-0.0689935	0.683728	0.21208	0.727972	0.274415	nonsig_both
ANKRD7	-0.168951	5.28529e-06	1.95936e-08	2.45306e-05	7.0065e-08	same
ANKS1A	-0.0789114	0.174561	0.151702	0.222608	0.204376	nonsig_both
ANKS1B	-0.316321	0.000273164	0.000488495	0.000898525	0.00103854	same
ANKZF1	-0.0241437	0.0706333	0.649174	0.101152	0.708464	nonsig_both
ANO1	0.0166738	0.0393117	0.833053	0.0610612	0.86673	nonsig_both
ANO10	-0.276633	0.68521	3.42117e-09	0.729371	1.32392e-08	gained_with_LMM
ANO2	-0.375565	9.34395e-11	3.90414e-11	8.1655e-10	1.81275e-10	same
ANO3	-0.384485	1.41536e-10	7.2707e-11	1.21867e-09	3.2898e-10	same
ANP32A	-0.106377	0.10164	0.000611081	0.138509	0.00128308	gained_with_LMM
ANP32B	0.128255	0.00156082	0.00199109	0.00424162	0.00387303	same
ANP32C	-0.00435914	0.014967	0.539424	0.028282	0.608248	lost_with_LMM
ANP32D	-0.0208656	0.00848486	0.00030212	0.0181974	0.000659918	same
ANP32E	0.095979	0.00312771	0.0374501	0.00781261	0.0582315	lost_with_LMM
ANPEP	1.11815	3.6685e-18	2.01061e-18	7.51017e-17	1.71356e-17	same
ANTXR1	-0.230212	0.409696	0.0285019	0.468904	0.0454215	gained_with_LMM
ANXA1	1.474	1.85399e-15	3.94618e-66	2.7798e-14	6.6014e-64	same
ANXA10	0.00577903	0.0203855	0.386031	0.0353195	0.460613	lost_with_LMM
ANXA11	0.299899	6.73653e-05	7.73709e-19	0.000253894	6.86894e-18	same
ANXA13	0.0129942	0.0238549	0.122409	0.0398825	0.168716	lost_with_LMM
ANXA2	1.69933	1.01236e-22	8.27988e-95	3.34879e-21	6.46383e-92	same
ANXA2P1	0.124852	0.334568	1.67216e-15	0.393709	1.12534e-14	gained_with_LMM
ANXA2P2	1.29843	5.60853e-30	8.22299e-61	3.75291e-28	1.02437e-58	same
ANXA2P3	0.0915847	0.132763	3.44552e-16	0.174955	2.44231e-15	gained_with_LMM
ANXA3	2.18206	6.75626e-42	4.56748e-82	1.52146e-39	1.78284e-79	same
ANXA4	0.408525	1.35502e-07	1.02444e-19	8.12458e-07	9.7057e-19	same
ANXA5	0.322538	6.41681e-05	2.10226e-15	0.000242938	1.4043e-14	same
ANXA6	-0.552399	0.271875	2.02549e-17	0.327671	1.59184e-16	gained_with_LMM
ANXA7	-0.0212387	0.0288783	0.492581	0.0468437	0.565336	lost_with_LMM
ANXA9	-0.18387	0.804835	0.00620265	0.835368	0.0110975	gained_with_LMM
AOAH	0.270402	0.0264636	0.00675371	0.0434931	0.01201	same
AOC1	-0.569447	0.000223406	0.000615824	0.000750238	0.00129281	same
AOC2	-0.198365	5.71711e-06	1.7849e-07	2.63158e-05	5.78338e-07	same
AOC3	-0.211514	0.695455	0.0790621	0.739	0.113975	nonsig_both
AOC4P	-0.017381	0.0106871	0.254448	0.0220089	0.3217	lost_with_LMM
AOX1	-0.354931	0.014933	0.0333544	0.0282395	0.0524128	lost_with_LMM
AP1AR	0.0568688	0.00915457	0.227599	0.0193957	0.291947	lost_with_LMM
AP1B1	-0.0224801	0.0293279	0.549482	0.0474874	0.617481	lost_with_LMM
AP1G1	0.00296055	0.0203399	0.943011	0.0352894	0.955574	lost_with_LMM
AP1G2	-0.0135533	0.150715	0.858771	0.195381	0.888515	nonsig_both
AP1M2	0.0312854	0.0142615	0.560246	0.027364	0.626897	lost_with_LMM
AP1S1	-0.0031245	0.0280353	0.946724	0.0456852	0.958262	lost_with_LMM
AP1S2	0.112057	0.00208253	0.0511656	0.00547484	0.0770115	lost_with_LMM
AP2A2	0.00391941	0.0180831	0.877274	0.0323436	0.902396	lost_with_LMM
AP2B1	0.0955601	0.00493098	0.01062	0.0115525	0.0182883	same
AP2M1	0.254038	0.000256162	3.23001e-15	0.000847599	2.1297e-14	same
AP2S1	-0.172226	0.790233	0.00161708	0.822618	0.00318895	gained_with_LMM
AP3B1	-0.0383041	0.0456674	0.389341	0.0693869	0.463804	nonsig_both
AP3B2	-0.212774	0.107142	0.011474	0.145196	0.019652	gained_with_LMM
AP3D1	-0.141957	0.116327	1.85615e-05	0.155964	4.79706e-05	gained_with_LMM
AP3M2	-0.236254	0.187118	1.3814e-08	0.23641	5.02834e-08	gained_with_LMM
AP3S1	0.361533	2.86527e-10	1.38543e-21	2.37623e-09	1.50216e-20	same
AP4E1	0.143777	0.000328117	0.00438343	0.00105935	0.00805808	same
AP4M1	0.161601	6.50245e-05	0.000120695	0.000245863	0.000278216	same
AP4S1	-0.364756	0.00292105	9.79198e-19	0.00737028	8.60196e-18	same
AP5M1	-0.315673	0.24472	8.61979e-15	0.298757	5.53994e-14	gained_with_LMM
AP5S1	-0.228486	0.0828974	2.27578e-11	0.116372	1.08067e-10	gained_with_LMM
APAF1	0.334552	1.20568e-05	0.000198067	5.25828e-05	0.000443642	same
APBA1	-0.0435564	0.395482	0.566351	0.455145	0.632408	nonsig_both
APBA2	-1.22999	1.74229e-27	1.26387e-31	9.31609e-26	2.82981e-30	same
APBA3	-0.0265075	0.16211	0.475733	0.208719	0.549609	nonsig_both
APBB1	0.24553	3.98835e-05	6.68821e-06	0.000158157	1.82264e-05	same
APBB1IP	0.424968	2.22411e-05	8.49057e-05	9.23231e-05	0.000200211	same
APBB2	0.178173	0.000991634	0.00980395	0.00284469	0.0169753	same
APC	-0.123054	0.417515	0.0720729	0.476707	0.104998	nonsig_both
APC2	-0.0328107	0.143639	0.488486	0.187328	0.561793	nonsig_both
APCS	-0.0145684	0.011503	0.0750368	0.0233145	0.108855	lost_with_LMM
APEH	-0.0443318	0.0403852	0.26355	0.0625159	0.33149	nonsig_both
APEX1	0.312272	4.49026e-06	3.08007e-23	2.11169e-05	3.76489e-22	same
APEX2	0.203106	1.41595e-06	6.67651e-14	7.22789e-06	3.9646e-13	same
APH1A	0.110581	0.00295246	0.000340178	0.00743832	0.000739052	same
APH1B	-0.319834	0.485488	3.13152e-09	0.543038	1.21666e-08	gained_with_LMM
API5	0.128291	0.00140941	4.57274e-05	0.00387241	0.000111672	same
APIP	-0.0920698	0.835703	0.0333134	0.862362	0.0523623	nonsig_both
APLNR	0.230415	0.00437847	0.0807627	0.0104423	0.116126	lost_with_LMM
APLP1	-0.813395	2.27407e-14	7.98925e-17	3.06085e-13	5.9779e-16	same
APLP2	0.287498	0.00117138	1.59227e-05	0.00329652	4.1536e-05	same
APMAP	-0.100121	0.0776828	0.036389	0.109956	0.0566718	nonsig_both
APOA1	-0.93179	1.65467e-16	5.54052e-20	2.84109e-15	5.38866e-19	same
APOA2	-0.148413	0.000307581	0.00183715	0.000998549	0.0035945	same
APOA4	-0.146059	4.75989e-05	7.73034e-34	0.000185362	2.02059e-32	same
APOB	0.0777529	0.1757	0.049199	0.223879	0.074386	nonsig_both
APOBEC1	-0.00641472	0.0139696	0.179492	0.0269851	0.236646	lost_with_LMM
APOBEC2	-0.215114	2.70898e-05	4.59914e-05	0.000110607	0.0001122	same
APOBEC3B	0.42882	0.00191007	5.23317e-08	0.00506956	1.79497e-07	same
APOBEC3C	0.40899	4.61199e-08	1.77638e-11	2.93992e-07	8.50076e-11	same
APOBEC3F	0.362172	1.97252e-11	3.88021e-13	1.87182e-10	2.16265e-12	same
APOBEC3G	0.733119	1.18397e-17	1.08355e-20	2.27283e-16	1.10046e-19	same
APOBR	0.898805	7.54653e-18	4.24131e-18	1.49022e-16	3.5174e-17	same
APOC1	1.25282	2.15537e-10	4.85578e-10	1.80669e-09	2.05423e-09	same
APOC3	-0.0376449	0.00952987	0.311888	0.0200386	0.383152	lost_with_LMM
APOD	1.70661	3.99659e-19	8.3958e-20	9.08738e-18	8.01262e-19	same
APOE	1.41535	6.51722e-10	1.07356e-09	5.19868e-09	4.36505e-09	same
APOF	-0.0188151	0.00905838	0.00241181	0.0192197	0.00462837	same
APOH	-0.0192078	0.0150576	0.580837	0.028412	0.645926	lost_with_LMM
APOL1	1.50072	1.02199e-26	3.48931e-56	5.04956e-25	3.11907e-54	same
APOL2	0.945887	1.1533e-19	2.2977e-51	2.77312e-18	1.60155e-49	same
APOL3	0.48014	3.73274e-08	4.05956e-07	2.41094e-07	1.26128e-06	same
APOL5	-0.0237576	0.00847561	0.1616	0.0181809	0.215645	lost_with_LMM
APOL6	1.08333	5.85124e-19	6.98649e-42	1.29524e-17	2.93232e-40	same
APOLD1	-0.728162	0.027115	9.54111e-07	0.044377	2.84364e-06	same
APOM	-0.511585	7.17276e-19	1.18714e-23	1.57585e-17	1.48961e-22	same
APOO	-0.362681	2.2278e-09	1.06015e-17	1.66972e-08	8.56753e-17	same
APOOL	-0.0785051	0.372668	0.295083	0.431988	0.365035	nonsig_both
APP	0.0495049	0.01249	0.457846	0.024861	0.531883	lost_with_LMM
APPBP2	-0.198866	0.609417	7.19907e-05	0.660276	0.000171833	gained_with_LMM
APPL1	-0.0358577	0.054266	0.454826	0.0806108	0.528951	nonsig_both
APPL2	0.123919	0.000813053	0.00862112	0.00239398	0.0150992	same
APRT	-0.206147	0.486939	0.000320048	0.54428	0.00069687	gained_with_LMM
APTX	-0.178797	0.527159	1.02227e-11	0.582197	4.99824e-11	gained_with_LMM
AQP1	0.0780457	0.0154088	0.443248	0.02887	0.517336	lost_with_LMM
AQP2	-0.0105168	0.015321	0.663676	0.0287394	0.720397	lost_with_LMM
AQP3	1.03442	5.55371e-16	6.4713e-21	8.95784e-15	6.66482e-20	same
AQP4	-2.15989	2.52844e-23	7.80963e-32	8.89132e-22	1.78615e-30	same
AQP5	1.0864	5.31408e-09	1.44146e-08	3.81299e-08	5.23722e-08	same
AQP6	0.0339545	0.167094	0.617588	0.214289	0.679631	nonsig_both
AQP8	0.0828464	0.137327	0.0043461	0.180119	0.00799447	gained_with_LMM
AQP9	0.827588	2.73984e-09	3.19219e-17	2.02804e-08	2.46086e-16	same
AQR	-0.0809331	0.115886	0.0564243	0.155485	0.0841371	nonsig_both
AR	-1.40038	1.14983e-21	2.19919e-26	3.34939e-20	3.36195e-25	same
ARAF	0.0624071	0.0056354	0.123121	0.0129622	0.169578	lost_with_LMM
ARAP1	0.512958	1.42168e-07	6.09209e-35	8.49817e-07	1.6945e-33	same
ARAP3	-0.157915	0.862435	0.0345913	0.886354	0.0541675	nonsig_both
ARC	0.205934	0.249089	0.305342	0.303331	0.376216	nonsig_both
ARCN1	0.12478	0.00215126	0.0017482	0.00561802	0.00342848	same
AREG	0.841637	8.21907e-08	9.32868e-09	5.05756e-07	3.46021e-08	same
AREL1	-0.0144505	0.036587	0.728241	0.0573309	0.777294	nonsig_both
ARF3	-0.0875958	0.0595324	0.00288626	0.0874796	0.00547515	gained_with_LMM
ARF4	-0.0941808	0.0929322	0.0286123	0.128194	0.045585	gained_with_LMM
ARF5	0.117689	0.00134375	0.00404158	0.00371641	0.00746362	same
ARF6	0.66745	3.03914e-11	4.24315e-59	2.83122e-10	4.60068e-57	same
ARFGAP1	0.0291101	0.0139298	0.533557	0.0269394	0.603085	lost_with_LMM
ARFGAP2	0.0136299	0.0154183	0.669947	0.0288739	0.726261	lost_with_LMM
ARFGAP3	-0.0220158	0.0547574	0.705626	0.0811966	0.757507	nonsig_both
ARFGEF1	0.199442	0.000393022	0.000936676	0.00124554	0.00191188	same
ARFGEF2	0.161236	0.00225445	0.0357268	0.00585356	0.0557443	lost_with_LMM
ARFIP1	0.0285717	0.0118733	0.428897	0.0238853	0.502791	lost_with_LMM
ARFIP2	-0.20292	0.62042	1.92789e-10	0.670304	8.39866e-10	gained_with_LMM
ARFRP1	0.0445254	0.0113116	0.385935	0.0229964	0.460589	lost_with_LMM
ARG1	-0.0750803	0.00124234	1.06609e-06	0.00347119	3.15969e-06	same
ARG2	-0.50513	0.00437717	7.47747e-05	0.0104423	0.000178042	same
ARGLU1	-0.115143	0.269299	0.178121	0.324935	0.235072	nonsig_both
ARHGAP1	0.330446	2.65647e-05	7.03675e-19	0.000108729	6.28052e-18	same
ARHGAP10	0.859735	1.2263e-28	2.03436e-60	7.18002e-27	2.43085e-58	same
ARHGAP11A	0.0787819	0.434141	0.240083	0.493523	0.305684	nonsig_both
ARHGAP12	0.162328	0.000488495	0.00168482	0.00151933	0.00331249	same
ARHGAP17	0.15515	0.00020315	2.48971e-07	0.000687102	7.93524e-07	same
ARHGAP19	0.977115	3.45206e-16	5.13124e-17	5.71762e-15	3.87157e-16	same
ARHGAP22	-1.13132	6.90572e-31	2.46142e-56	4.87144e-29	2.23436e-54	same
ARHGAP24	-1.67843	6.54259e-29	7.32701e-41	3.9903e-27	2.90845e-39	same
ARHGAP25	0.186747	0.020614	0.0398752	0.0355718	0.0616421	lost_with_LMM
ARHGAP26	0.0859409	0.00418995	0.110784	0.0100624	0.154273	lost_with_LMM
ARHGAP28	-0.277206	0.00814825	0.00638538	0.0175914	0.0113983	same
ARHGAP29	0.52905	2.51914e-08	1.30628e-10	1.6685e-07	5.78101e-10	same
ARHGAP32	0.469228	1.92288e-10	9.52279e-12	1.62577e-09	4.6834e-11	same
ARHGAP33	-0.388411	0.000441117	7.13571e-06	0.00139007	1.93693e-05	same
ARHGAP35	-0.107775	0.0902191	0.0689545	0.124937	0.100819	nonsig_both
ARHGAP4	0.500443	1.77799e-08	7.99856e-08	1.20279e-07	2.69224e-07	same
ARHGAP44	0.723925	1.14727e-16	4.57396e-32	2.01418e-15	1.05435e-30	same
ARHGAP5	0.141178	0.0297396	0.275462	0.0480524	0.344107	lost_with_LMM
ARHGAP6	-0.0261867	0.108944	0.747269	0.147381	0.79377	nonsig_both
ARHGDIA	0.0776719	0.00546531	0.0835799	0.0126505	0.119824	lost_with_LMM
ARHGDIB	0.0631865	0.0159123	0.477923	0.0295789	0.551649	lost_with_LMM
ARHGDIG	0.0347816	0.0487846	0.0788279	0.0735981	0.113704	nonsig_both
ARHGEF10	-0.0888269	0.00167013	0.0261734	0.00451042	0.0419689	same
ARHGEF10L	-0.516935	0.0416895	2.90221e-16	0.0642263	2.07858e-15	gained_with_LMM
ARHGEF11	-0.037033	0.0527438	0.486549	0.078709	0.559949	nonsig_both
ARHGEF12	0.226989	0.00102952	0.000554239	0.00293754	0.00117024	same
ARHGEF15	-0.471637	0.00290438	2.1399e-07	0.00733455	6.86337e-07	same
ARHGEF16	0.00358984	0.0303165	0.936232	0.0488451	0.950518	lost_with_LMM
ARHGEF17	0.131128	0.00232294	0.0151776	0.0060114	0.0254737	same
ARHGEF18	0.274424	6.47639e-08	1.53754e-13	4.02754e-07	8.89993e-13	same
ARHGEF2	0.450786	5.94813e-07	2.94332e-16	3.21721e-06	2.10674e-15	same
ARHGEF26	0.362261	2.69223e-08	2.20767e-09	1.77212e-07	8.7043e-09	same
ARHGEF28	-0.791093	1.59251e-06	1.08039e-10	8.06587e-06	4.8159e-10	same
ARHGEF3	-0.0742392	0.312103	0.18844	0.370512	0.247131	nonsig_both
ARHGEF38	1.77263	2.53404e-24	1.66234e-27	1.02677e-22	2.70362e-26	same
