split_name	fold_id	fusion_method	anchor_method	qk_method	anchor_weight	qk_weight	inner_AUPRC	inner_n	selection_status
repeated_stratified_5x5_internal	rs_12	rule_gate_rf_qk_fallback_train_selected	anchor_rf	qk_quantum_only	0.75	0.25	0.5584731601967093	355	inner_oof_selected;split_rule
repeated_stratified_5x5_internal	rs_13	nested_rf_qk_no_anchor_train_selected	anchor_rf	qk_no_anchor	0.75	0.25	0.4892444455453386	355	inner_oof_selected
repeated_stratified_5x5_internal	rs_13	nested_rf_qk_quantum_only_train_selected	anchor_rf	qk_quantum_only	0.75	0.25	0.5419102088886383	355	inner_oof_selected
repeated_stratified_5x5_internal	rs_13	nested_lr_qk_no_anchor_train_selected	anchor_lr	qk_no_anchor	0.75	0.25	0.5165431721330057	355	inner_oof_selected
repeated_stratified_5x5_internal	rs_13	nested_lr_qk_quantum_only_train_selected	anchor_lr	qk_quantum_only	0.5	0.5	0.5469672958601192	355	inner_oof_selected
repeated_stratified_5x5_internal	rs_13	rule_gate_rf_qk_fallback_train_selected	anchor_rf	qk_quantum_only	0.75	0.25	0.5419102088886383	355	inner_oof_selected;split_rule
repeated_stratified_5x5_internal	rs_14	nested_rf_qk_no_anchor_train_selected	anchor_rf	qk_no_anchor	0.75	0.25	0.41193763563502545	360	inner_oof_selected
repeated_stratified_5x5_internal	rs_14	nested_rf_qk_quantum_only_train_selected	anchor_rf	qk_quantum_only	0.75	0.25	0.4986315934485585	360	inner_oof_selected
repeated_stratified_5x5_internal	rs_14	nested_lr_qk_no_anchor_train_selected	anchor_lr	qk_no_anchor	0.75	0.25	0.39755090324913944	360	inner_oof_selected
repeated_stratified_5x5_internal	rs_14	nested_lr_qk_quantum_only_train_selected	anchor_lr	qk_quantum_only	0.5	0.5	0.4620270656557716	360	inner_oof_selected
repeated_stratified_5x5_internal	rs_14	rule_gate_rf_qk_fallback_train_selected	anchor_rf	qk_quantum_only	0.75	0.25	0.4986315934485585	360	inner_oof_selected;split_rule
repeated_stratified_5x5_internal	rs_15	nested_rf_qk_no_anchor_train_selected	anchor_rf	qk_no_anchor	0.75	0.25	0.48904953126387896	355	inner_oof_selected
repeated_stratified_5x5_internal	rs_15	nested_rf_qk_quantum_only_train_selected	anchor_rf	qk_quantum_only	0.75	0.25	0.510822271831906	355	inner_oof_selected
repeated_stratified_5x5_internal	rs_15	nested_lr_qk_no_anchor_train_selected	anchor_lr	qk_no_anchor	0.5	0.5	0.4491762465189165	355	inner_oof_selected
repeated_stratified_5x5_internal	rs_15	nested_lr_qk_quantum_only_train_selected	anchor_lr	qk_quantum_only	0.5	0.5	0.4668891528753364	355	inner_oof_selected
repeated_stratified_5x5_internal	rs_15	rule_gate_rf_qk_fallback_train_selected	anchor_rf	qk_quantum_only	0.75	0.25	0.510822271831906	355	inner_oof_selected;split_rule
repeated_stratified_5x5_internal	rs_16	nested_rf_qk_no_anchor_train_selected	anchor_rf	qk_no_anchor	0.5	0.5	0.484839505145253	355	inner_oof_selected
repeated_stratified_5x5_internal	rs_16	nested_rf_qk_quantum_only_train_selected	anchor_rf	qk_quantum_only	0.75	0.25	0.507167149270801	355	inner_oof_selected
repeated_stratified_5x5_internal	rs_16	nested_lr_qk_no_anchor_train_selected	anchor_lr	qk_no_anchor	0.5	0.5	0.4792181010232143	355	inner_oof_selected
repeated_stratified_5x5_internal	rs_16	nested_lr_qk_quantum_only_train_selected	anchor_lr	qk_quantum_only	0.5	0.5	0.5258186244074279	355	inner_oof_selected
repeated_stratified_5x5_internal	rs_16	rule_gate_rf_qk_fallback_train_selected	anchor_rf	qk_quantum_only	0.75	0.25	0.507167149270801	355	inner_oof_selected;split_rule
repeated_stratified_5x5_internal	rs_17	nested_rf_qk_no_anchor_train_selected	anchor_rf	qk_no_anchor	0.75	0.25	0.5226446216180766	355	inner_oof_selected
repeated_stratified_5x5_internal	rs_17	nested_rf_qk_quantum_only_train_selected	anchor_rf	qk_quantum_only	0.75	0.25	0.5929512206205484	355	inner_oof_selected
repeated_stratified_5x5_internal	rs_17	nested_lr_qk_no_anchor_train_selected	anchor_lr	qk_no_anchor	0.5	0.5	0.5113605295429893	355	inner_oof_selected
repeated_stratified_5x5_internal	rs_17	nested_lr_qk_quantum_only_train_selected	anchor_lr	qk_quantum_only	0.5	0.5	0.5582097237840242	355	inner_oof_selected
repeated_stratified_5x5_internal	rs_17	rule_gate_rf_qk_fallback_train_selected	anchor_rf	qk_quantum_only	0.75	0.25	0.5929512206205484	355	inner_oof_selected;split_rule
repeated_stratified_5x5_internal	rs_18	nested_rf_qk_no_anchor_train_selected	anchor_rf	qk_no_anchor	0.75	0.25	0.4218145709534583	355	inner_oof_selected
repeated_stratified_5x5_internal	rs_18	nested_rf_qk_quantum_only_train_selected	anchor_rf	qk_quantum_only	0.75	0.25	0.46232374677174515	355	inner_oof_selected
repeated_stratified_5x5_internal	rs_18	nested_lr_qk_no_anchor_train_selected	anchor_lr	qk_no_anchor	0.75	0.25	0.42259523750688	355	inner_oof_selected
repeated_stratified_5x5_internal	rs_18	nested_lr_qk_quantum_only_train_selected	anchor_lr	qk_quantum_only	0.5	0.5	0.4652966803514015	355	inner_oof_selected
repeated_stratified_5x5_internal	rs_18	rule_gate_rf_qk_fallback_train_selected	anchor_rf	qk_quantum_only	0.75	0.25	0.46232374677174515	355	inner_oof_selected;split_rule
repeated_stratified_5x5_internal	rs_19	nested_rf_qk_no_anchor_train_selected	anchor_rf	qk_no_anchor	0.75	0.25	0.44718497391688783	360	inner_oof_selected
repeated_stratified_5x5_internal	rs_19	nested_rf_qk_quantum_only_train_selected	anchor_rf	qk_quantum_only	0.75	0.25	0.5324716312072691	360	inner_oof_selected
repeated_stratified_5x5_internal	rs_19	nested_lr_qk_no_anchor_train_selected	anchor_lr	qk_no_anchor	0.5	0.5	0.47028138542332387	360	inner_oof_selected
repeated_stratified_5x5_internal	rs_19	nested_lr_qk_quantum_only_train_selected	anchor_lr	qk_quantum_only	0.5	0.5	0.5390925786101584	360	inner_oof_selected
repeated_stratified_5x5_internal	rs_19	rule_gate_rf_qk_fallback_train_selected	anchor_rf	qk_quantum_only	0.75	0.25	0.5324716312072691	360	inner_oof_selected;split_rule
repeated_stratified_5x5_internal	rs_20	nested_rf_qk_no_anchor_train_selected	anchor_rf	qk_no_anchor	0.75	0.25	0.5091531350513998	355	inner_oof_selected
repeated_stratified_5x5_internal	rs_20	nested_rf_qk_quantum_only_train_selected	anchor_rf	qk_quantum_only	0.75	0.25	0.544026827009734	355	inner_oof_selected
repeated_stratified_5x5_internal	rs_20	nested_lr_qk_no_anchor_train_selected	anchor_lr	qk_no_anchor	0.5	0.5	0.4619517412662668	355	inner_oof_selected
repeated_stratified_5x5_internal	rs_20	nested_lr_qk_quantum_only_train_selected	anchor_lr	qk_quantum_only	0.5	0.5	0.49748629246866566	355	inner_oof_selected
repeated_stratified_5x5_internal	rs_20	rule_gate_rf_qk_fallback_train_selected	anchor_rf	qk_quantum_only	0.75	0.25	0.544026827009734	355	inner_oof_selected;split_rule
repeated_stratified_5x5_internal	rs_21	nested_rf_qk_no_anchor_train_selected	anchor_rf	qk_no_anchor	0.75	0.25	0.49271661056275096	355	inner_oof_selected
repeated_stratified_5x5_internal	rs_21	nested_rf_qk_quantum_only_train_selected	anchor_rf	qk_quantum_only	0.75	0.25	0.5094554886718625	355	inner_oof_selected
repeated_stratified_5x5_internal	rs_21	nested_lr_qk_no_anchor_train_selected	anchor_lr	qk_no_anchor	0.5	0.5	0.5068346738282914	355	inner_oof_selected
repeated_stratified_5x5_internal	rs_21	nested_lr_qk_quantum_only_train_selected	anchor_lr	qk_quantum_only	0.5	0.5	0.5242041416798066	355	inner_oof_selected
repeated_stratified_5x5_internal	rs_21	rule_gate_rf_qk_fallback_train_selected	anchor_rf	qk_quantum_only	0.75	0.25	0.5094554886718625	355	inner_oof_selected;split_rule
repeated_stratified_5x5_internal	rs_22	nested_rf_qk_no_anchor_train_selected	anchor_rf	qk_no_anchor	0.75	0.25	0.4381212848300352	355	inner_oof_selected
repeated_stratified_5x5_internal	rs_22	nested_rf_qk_quantum_only_train_selected	anchor_rf	qk_quantum_only	0.75	0.25	0.4930948218349337	355	inner_oof_selected
repeated_stratified_5x5_internal	rs_22	nested_lr_qk_no_anchor_train_selected	anchor_lr	qk_no_anchor	0.75	0.25	0.4633693476301939	355	inner_oof_selected
repeated_stratified_5x5_internal	rs_22	nested_lr_qk_quantum_only_train_selected	anchor_lr	qk_quantum_only	0.75	0.25	0.4870673448376482	355	inner_oof_selected
repeated_stratified_5x5_internal	rs_22	rule_gate_rf_qk_fallback_train_selected	anchor_rf	qk_quantum_only	0.75	0.25	0.4930948218349337	355	inner_oof_selected;split_rule
repeated_stratified_5x5_internal	rs_23	nested_rf_qk_no_anchor_train_selected	anchor_rf	qk_no_anchor	0.75	0.25	0.45872292511782753	355	inner_oof_selected
repeated_stratified_5x5_internal	rs_23	nested_rf_qk_quantum_only_train_selected	anchor_rf	qk_quantum_only	0.75	0.25	0.5249464503110004	355	inner_oof_selected
repeated_stratified_5x5_internal	rs_23	nested_lr_qk_no_anchor_train_selected	anchor_lr	qk_no_anchor	0.5	0.5	0.499625033375089	355	inner_oof_selected
repeated_stratified_5x5_internal	rs_23	nested_lr_qk_quantum_only_train_selected	anchor_lr	qk_quantum_only	0.5	0.5	0.5662872666388145	355	inner_oof_selected
repeated_stratified_5x5_internal	rs_23	rule_gate_rf_qk_fallback_train_selected	anchor_rf	qk_quantum_only	0.75	0.25	0.5249464503110004	355	inner_oof_selected;split_rule
repeated_stratified_5x5_internal	rs_24	nested_rf_qk_no_anchor_train_selected	anchor_rf	qk_no_anchor	0.75	0.25	0.4543932303448191	360	inner_oof_selected
repeated_stratified_5x5_internal	rs_24	nested_rf_qk_quantum_only_train_selected	anchor_rf	qk_quantum_only	0.75	0.25	0.5381339685306256	360	inner_oof_selected
repeated_stratified_5x5_internal	rs_24	nested_lr_qk_no_anchor_train_selected	anchor_lr	qk_no_anchor	0.5	0.5	0.41869836814143885	360	inner_oof_selected
repeated_stratified_5x5_internal	rs_24	nested_lr_qk_quantum_only_train_selected	anchor_lr	qk_quantum_only	0.25	0.75	0.49587217559857705	360	inner_oof_selected
repeated_stratified_5x5_internal	rs_24	rule_gate_rf_qk_fallback_train_selected	anchor_rf	qk_quantum_only	0.75	0.25	0.5381339685306256	360	inner_oof_selected;split_rule
source_heldout_CEDAR	CEDAR	nested_rf_qk_no_anchor_train_selected	anchor_rf	qk_no_anchor	0.5	0.5		0	default_no_inner_signal
source_heldout_CEDAR	CEDAR	nested_rf_qk_quantum_only_train_selected	anchor_rf	qk_quantum_only	0.5	0.5		0	default_no_inner_signal
source_heldout_CEDAR	CEDAR	nested_lr_qk_no_anchor_train_selected	anchor_lr	qk_no_anchor	0.5	0.5		0	default_no_inner_signal
source_heldout_CEDAR	CEDAR	nested_lr_qk_quantum_only_train_selected	anchor_lr	qk_quantum_only	0.5	0.5		0	default_no_inner_signal
source_heldout_CEDAR	CEDAR	rule_gate_rf_qk_fallback_train_selected	anchor_rf	qk_no_anchor	0.5	0.5		0	default_no_inner_signal;split_rule
source_heldout_NEPdb	NEPdb	nested_rf_qk_no_anchor_train_selected	anchor_rf	qk_no_anchor	0.5	0.5		0	default_no_inner_signal
source_heldout_NEPdb	NEPdb	nested_rf_qk_quantum_only_train_selected	anchor_rf	qk_quantum_only	0.5	0.5		0	default_no_inner_signal
source_heldout_NEPdb	NEPdb	nested_lr_qk_no_anchor_train_selected	anchor_lr	qk_no_anchor	0.5	0.5		0	default_no_inner_signal
source_heldout_NEPdb	NEPdb	nested_lr_qk_quantum_only_train_selected	anchor_lr	qk_quantum_only	0.5	0.5		0	default_no_inner_signal
source_heldout_NEPdb	NEPdb	rule_gate_rf_qk_fallback_train_selected	anchor_rf	qk_no_anchor	0.5	0.5		0	default_no_inner_signal;split_rule
source_heldout_TESLA_mmc4	TESLA_mmc4	nested_rf_qk_no_anchor_train_selected	anchor_rf	qk_no_anchor	0.5	0.5		0	default_no_inner_signal
source_heldout_TESLA_mmc4	TESLA_mmc4	nested_rf_qk_quantum_only_train_selected	anchor_rf	qk_quantum_only	0.5	0.5		0	default_no_inner_signal
source_heldout_TESLA_mmc4	TESLA_mmc4	nested_lr_qk_no_anchor_train_selected	anchor_lr	qk_no_anchor	0.5	0.5		0	default_no_inner_signal
source_heldout_TESLA_mmc4	TESLA_mmc4	nested_lr_qk_quantum_only_train_selected	anchor_lr	qk_quantum_only	0.5	0.5		0	default_no_inner_signal
source_heldout_TESLA_mmc4	TESLA_mmc4	rule_gate_rf_qk_fallback_train_selected	anchor_rf	qk_no_anchor	0.5	0.5		0	default_no_inner_signal;split_rule
source_heldout_TESLA_mmc7_validation	TESLA_mmc7_validation	nested_rf_qk_no_anchor_train_selected	anchor_rf	qk_no_anchor	0.5	0.5		0	default_no_inner_signal
source_heldout_TESLA_mmc7_validation	TESLA_mmc7_validation	nested_rf_qk_quantum_only_train_selected	anchor_rf	qk_quantum_only	0.5	0.5		0	default_no_inner_signal
source_heldout_TESLA_mmc7_validation	TESLA_mmc7_validation	nested_lr_qk_no_anchor_train_selected	anchor_lr	qk_no_anchor	0.5	0.5		0	default_no_inner_signal
source_heldout_TESLA_mmc7_validation	TESLA_mmc7_validation	nested_lr_qk_quantum_only_train_selected	anchor_lr	qk_quantum_only	0.5	0.5		0	default_no_inner_signal
source_heldout_TESLA_mmc7_validation	TESLA_mmc7_validation	rule_gate_rf_qk_fallback_train_selected	anchor_rf	qk_no_anchor	0.5	0.5		0	default_no_inner_signal;split_rule
study_heldout	study_00	nested_rf_qk_no_anchor_train_selected	anchor_rf	qk_no_anchor	0.5	0.5		0	default_no_inner_signal
study_heldout	study_00	nested_rf_qk_quantum_only_train_selected	anchor_rf	qk_quantum_only	0.5	0.5		0	default_no_inner_signal
study_heldout	study_00	nested_lr_qk_no_anchor_train_selected	anchor_lr	qk_no_anchor	0.5	0.5		0	default_no_inner_signal
study_heldout	study_00	nested_lr_qk_quantum_only_train_selected	anchor_lr	qk_quantum_only	0.5	0.5		0	default_no_inner_signal
study_heldout	study_00	rule_gate_rf_qk_fallback_train_selected	anchor_rf	qk_no_anchor	0.5	0.5		0	default_no_inner_signal;split_rule
study_heldout	study_01	nested_rf_qk_no_anchor_train_selected	anchor_rf	qk_no_anchor	0.5	0.5		9	default_no_inner_signal
study_heldout	study_01	nested_rf_qk_quantum_only_train_selected	anchor_rf	qk_quantum_only	0.5	0.5		9	default_no_inner_signal
study_heldout	study_01	nested_lr_qk_no_anchor_train_selected	anchor_lr	qk_no_anchor	0.5	0.5		9	default_no_inner_signal
study_heldout	study_01	nested_lr_qk_quantum_only_train_selected	anchor_lr	qk_quantum_only	0.5	0.5		9	default_no_inner_signal
study_heldout	study_01	rule_gate_rf_qk_fallback_train_selected	anchor_rf	qk_no_anchor	0.5	0.5		9	default_no_inner_signal;split_rule
