split_name	method	n	n_pos	prevalence	AUPRC	AUROC	Brier	ECE	top5_precision	recall_at_5	enrichment_at_5	top10_precision	recall_at_10	enrichment_at_10	top20_precision	recall_at_20	enrichment_at_20	method_family
exact_peptide_hla_holdout	prespecified_rf_qk_no_anchor_w0.5	89	21	0.23595505617977527	0.5869645960912089	0.7570028011204482	0.18427719438277027	0.18693148476090357	1.0	0.23809523809523808	4.238095238095238	0.7	0.3333333333333333	2.9666666666666663	0.5	0.47619047619047616	2.119047619047619	prespecified_equal_weight
exact_peptide_hla_holdout	prespecified_lr_qk_no_anchor_w0.5	89	21	0.23595505617977527	0.5722661297028351	0.7640056022408963	0.16922587549137844	0.15498335443900238	0.8	0.19047619047619047	3.390476190476191	0.6	0.2857142857142857	2.5428571428571427	0.5	0.47619047619047616	2.119047619047619	prespecified_equal_weight
exact_peptide_hla_holdout	nested_rf_qk_no_anchor_train_selected	89	21	0.23595505617977527	0.5701215485408488	0.7415966386554621	0.1844505003510634	0.19591506270185455	1.0	0.23809523809523808	4.238095238095238	0.6	0.2857142857142857	2.5428571428571427	0.5	0.47619047619047616	2.119047619047619	nested_train_selected_weight
exact_peptide_hla_holdout	rule_gate_rf_qk_fallback_train_selected	89	21	0.23595505617977527	0.5701215485408488	0.7415966386554621	0.1844505003510634	0.19591506270185455	1.0	0.23809523809523808	4.238095238095238	0.6	0.2857142857142857	2.5428571428571427	0.5	0.47619047619047616	2.119047619047619	rule_gate_train_selected
exact_peptide_hla_holdout	nested_rf_qk_quantum_only_train_selected	89	21	0.23595505617977527	0.5536344496457672	0.7661064425770309	0.18136335437810008	0.19830574498498216	0.8	0.19047619047619047	3.390476190476191	0.8	0.38095238095238093	3.390476190476191	0.55	0.5238095238095238	2.330952380952381	nested_train_selected_weight
exact_peptide_hla_holdout	nested_lr_qk_no_anchor_train_selected	89	21	0.23595505617977527	0.5478803835326882	0.7528011204481793	0.17855002403317838	0.17893578831642432	0.6	0.14285714285714285	2.5428571428571427	0.6	0.2857142857142857	2.5428571428571427	0.5	0.47619047619047616	2.119047619047619	nested_train_selected_weight
exact_peptide_hla_holdout	prespecified_lr_qk_quantum_only_w0.5	89	21	0.23595505617977527	0.539897351348199	0.7640056022408963	0.17252859743642335	0.14910697118120383	0.6	0.14285714285714285	2.5428571428571427	0.6	0.2857142857142857	2.5428571428571427	0.45	0.42857142857142855	1.9071428571428573	prespecified_equal_weight
exact_peptide_hla_holdout	anchor_rf	89	21	0.23595505617977527	0.525436253778695	0.714985994397759	0.1783828013956312	0.14892273779518964	0.8	0.19047619047619047	3.390476190476191	0.6	0.2857142857142857	2.5428571428571427	0.45	0.42857142857142855	1.9071428571428573	clean_anchor
exact_peptide_hla_holdout	anchor_lr	89	21	0.23595505617977527	0.5178009114632494	0.6701680672268907	0.2049926275703754	0.19779084261695704	0.6	0.14285714285714285	2.5428571428571427	0.6	0.2857142857142857	2.5428571428571427	0.5	0.47619047619047616	2.119047619047619	clean_anchor
exact_peptide_hla_holdout	prespecified_rf_qk_quantum_only_w0.5	89	21	0.23595505617977527	0.4983550105222275	0.7205882352941178	0.19192385519425062	0.2180660079904159	0.6	0.14285714285714285	2.5428571428571427	0.8	0.38095238095238093	3.390476190476191	0.5	0.47619047619047616	2.119047619047619	prespecified_equal_weight
