split_name	method	n	n_pos	prevalence	AUPRC	anchor_AUPRC	delta_AUPRC_vs_anchor_rf	AUROC	anchor_AUROC	top5_precision	anchor_top5_precision	top10_precision	anchor_top10_precision	delta_top10_precision_vs_anchor_rf	top20_precision	reviewer_interpretation
exact_peptide_hla_holdout	prespecified_rf_qk_no_anchor_w0.5	89	21	0.2359550561797752	0.5869645960912089	0.525436253778695	0.06152834231251392	0.7570028011204482	0.714985994397759	1.0	0.8	0.7	0.6	0.09999999999999998	0.5	foldsafe_fusion_improves_primary_metric
hla_stratified_group_5fold	nested_rf_qk_quantum_only_train_selected	89	21	0.2359550561797752	0.5550392245105422	0.5054898858953569	0.04954933861518529	0.761204481792717	0.7170868347338936	0.6	0.6	0.6	0.6	0.0	0.5	foldsafe_fusion_improves_primary_metric
hla_supertype_heldout	prespecified_lr_qk_quantum_only_w0.5	72	15	0.2083333333333333	0.5449224685043099	0.4778842216998835	0.06703824680442644	0.7672514619883041	0.7473684210526316	0.6	0.4	0.6	0.5	0.09999999999999998	0.4	foldsafe_fusion_improves_primary_metric
near_peptide_cluster_holdout	rule_gate_rf_qk_fallback_train_selected	89	21	0.2359550561797752	0.518668956892469	0.4419260852577136	0.07674287163475535	0.7226890756302521	0.6715686274509804	0.8	0.6	0.7	0.5	0.19999999999999996	0.4	foldsafe_fusion_improves_primary_metric
