split_name	method	n	n_pos	prevalence	AUPRC	AUROC	Brier	ECE	top5_precision	recall_at_5	enrichment_at_5	top10_precision	recall_at_10	enrichment_at_10	top20_precision	recall_at_20	enrichment_at_20
source_heldout_CEDAR	F_topk_diversification_hla_cluster	909	851	0.9361936193619362	0.9499483640691619	0.6131326228777504	0.677496515624771	0.7427315509653494	1.0	0.005875440658049354	1.0681551116333725	0.9	0.010575793184488837	0.9613396004700352	0.95	0.022326674500587545	1.0147473560517037
source_heldout_CEDAR	B_rank_normalization_hla_supertype_train_only	909	851	0.9361936193619362	0.939716311612818	0.5002633818226022	0.26661096681213997	0.3633127512026866	0.8	0.004700352526439483	0.854524089306698	0.9	0.010575793184488837	0.9613396004700352	0.95	0.022326674500587545	1.0147473560517037
source_heldout_CEDAR	C_source_balanced_training	909	851	0.9361936193619362	0.9319293487233248	0.45808176992584787	0.3204588442926321	0.5021036577803603	1.0	0.005875440658049354	1.0681551116333725	1.0	0.011750881316098707	1.0681551116333725	0.95	0.022326674500587545	1.0147473560517037
source_heldout_CEDAR	H_anchor_rf_plus_qk_compact_w0.5	909	851	0.9361936193619362	0.9310141797948435	0.4544754649702176	0.3726240219987561	0.5233970946141965	1.0	0.005875440658049354	1.0681551116333725	0.9	0.010575793184488837	0.9613396004700352	0.95	0.022326674500587545	1.0147473560517037
source_heldout_CEDAR	A_score_standardization_train_only	909	851	0.9361936193619362	0.931005624674988	0.4573321447384416	0.22424687752432604	0.3681256719157097	1.0	0.005875440658049354	1.0681551116333725	0.9	0.010575793184488837	0.9613396004700352	0.95	0.022326674500587545	1.0147473560517037
source_heldout_CEDAR	anchor_rf_retrained_cf	909	851	0.9361936193619362	0.931005624674988	0.4573321447384416	0.29547031065464846	0.47632444227643456	1.0	0.005875440658049354	1.0681551116333725	0.9	0.010575793184488837	0.9613396004700352	0.95	0.022326674500587545	1.0147473560517037
source_heldout_CEDAR	D_positive_class_reweighting	909	851	0.9361936193619362	0.9289186651835575	0.459054256655456	0.09456307264380129	0.13249832673359987	1.0	0.005875440658049354	1.0681551116333725	0.9	0.010575793184488837	0.9613396004700352	0.9	0.021151586368977675	0.9613396004700352
source_heldout_CEDAR	E_pu_style_conservative_ranker	909	851	0.9361936193619362	0.9273862841640237	0.45155800478139313	0.1421211639057382	0.2620696767457507	1.0	0.005875440658049354	1.0681551116333725	0.9	0.010575793184488837	0.9613396004700352	0.95	0.022326674500587545	1.0147473560517037
source_heldout_CEDAR	G_abstention_extreme_ood	909	851	0.9361936193619362	0.9108572854639525	0.3645913529721626	0.6247444405251873	0.721435984774144	0.6	0.0035252643948296123	0.6408930669800235	0.8	0.009400705052878966	0.854524089306698	0.85	0.0199764982373678	0.9079318448883665
source_heldout_NEPdb	F_topk_diversification_hla_cluster	572	151	0.263986013986014	0.2833996790868345	0.5406395998175269	0.2645747073489298	0.25888023952278977	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
