split_name	method	n	n_pos	prevalence	AUPRC	AUROC	Brier	ECE	top5_precision	recall_at_5	enrichment_at_5	top10_precision	recall_at_10	enrichment_at_10	top20_precision	recall_at_20	enrichment_at_20
source_heldout_NEPdb	G_abstention_extreme_ood	572	151	0.263986013986014	0.26553654401449106	0.4606031051894732	0.2588082260092973	0.20939173917758294	0.8	0.026490066225165563	3.0304635761589402	0.4	0.026490066225165563	1.5152317880794701	0.25	0.033112582781456956	0.9470198675496688
source_heldout_NEPdb	E_pu_style_conservative_ranker	572	151	0.263986013986014	0.2347905772617779	0.4757515219203725	0.3964790465928523	0.4386784984552912	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
source_heldout_NEPdb	H_anchor_rf_plus_qk_compact_w0.5	572	151	0.263986013986014	0.23186153758886857	0.4380928410753331	0.30815996526144807	0.2876809866798746	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
source_heldout_NEPdb	D_positive_class_reweighting	572	151	0.263986013986014	0.22577990696010558	0.4519985527992324	0.3552492432532639	0.3814672117029883	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
source_heldout_NEPdb	C_source_balanced_training	572	151	0.263986013986014	0.20922588822769062	0.402007204542952	0.23705938492155845	0.15192324604497587	0.0	0.0	0.0	0.0	0.0	0.0	0.05	0.006622516556291391	0.18940397350993377
source_heldout_NEPdb	A_score_standardization_train_only	572	151	0.263986013986014	0.2092104945577437	0.40221956552516086	0.3277424517066468	0.2586615658499386	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
source_heldout_NEPdb	anchor_rf_retrained_cf	572	151	0.263986013986014	0.2092104945577437	0.40221956552516086	0.28285813275821436	0.24121044212207615	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
source_heldout_NEPdb	B_rank_normalization_hla_supertype_train_only	572	151	0.263986013986014	0.19664859137097623	0.34747762344465244	0.4532942403795135	0.4343839721278765	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
source_heldout_TESLA_mmc4	D_positive_class_reweighting	605	37	0.06115702479338843	0.07845400800432084	0.595974495622383	0.4077254482116156	0.5895023948693644	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
source_heldout_TESLA_mmc4	E_pu_style_conservative_ranker	605	37	0.06115702479338843	0.07657516851550725	0.5879805862200228	0.5172186377215972	0.6761564239582315	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
source_heldout_TESLA_mmc4	A_score_standardization_train_only	605	37	0.06115702479338843	0.07180723748184369	0.5807480015226494	0.292018900654411	0.4683247795604864	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
source_heldout_TESLA_mmc4	anchor_rf_retrained_cf	605	37	0.06115702479338843	0.07180723748184369	0.5807480015226494	0.278430144898832	0.4660290744060262	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
source_heldout_TESLA_mmc4	B_rank_normalization_hla_supertype_train_only	605	37	0.06115702479338843	0.06894546869490212	0.5658545869813475	0.3308688359934745	0.46343223978378345	0.0	0.0	0.0	0.0	0.0	0.0	0.05	0.02702702702702703	0.8175675675675677
source_heldout_TESLA_mmc4	C_source_balanced_training	605	37	0.06115702479338843	0.06712559875434784	0.5522934906737723	0.16307601091691323	0.3183521773556025	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
source_heldout_TESLA_mmc4	F_topk_diversification_hla_cluster	605	37	0.06115702479338843	0.06060466692451834	0.4781594975256947	0.11038581297187203	0.1294907947462845	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
source_heldout_TESLA_mmc4	G_abstention_extreme_ood	605	37	0.06115702479338843	0.05928853771969342	0.4727826417967263	0.2186891204701667	0.3332356975882711	0.0	0.0	0.0	0.0	0.0	0.0	0.05	0.02702702702702703	0.8175675675675677
source_heldout_TESLA_mmc4	H_anchor_rf_plus_qk_compact_w0.5	605	37	0.06115702479338843	0.058240874979199136	0.4785401598781881	0.3302970953037925	0.47282247444777525	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
source_heldout_TESLA_mmc7_validation	B_rank_normalization_hla_supertype_train_only	310	4	0.012903225806451613	0.030207697395197394	0.7524509803921569	0.25160931597698927	0.41545051230722885	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
source_heldout_TESLA_mmc7_validation	E_pu_style_conservative_ranker	310	4	0.012903225806451613	0.015026118162269654	0.4714052287581699	0.4631299299674072	0.6669523976004335	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
source_heldout_TESLA_mmc7_validation	D_positive_class_reweighting	310	4	0.012903225806451613	0.01442130281139569	0.4207516339869281	0.3843696270682133	0.6053526856480772	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
source_heldout_TESLA_mmc7_validation	F_topk_diversification_hla_cluster	310	4	0.012903225806451613	0.013027389320994917	0.4133986928104575	0.07203487058873237	0.10768152826601295	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
source_heldout_TESLA_mmc7_validation	C_source_balanced_training	310	4	0.012903225806451613	0.01209660596549468	0.3047385620915033	0.1730114876508132	0.3949454850414845	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
source_heldout_TESLA_mmc7_validation	A_score_standardization_train_only	310	4	0.012903225806451613	0.011980442139368868	0.3472222222222222	0.2104846494383588	0.41804005170241626	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
source_heldout_TESLA_mmc7_validation	anchor_rf_retrained_cf	310	4	0.012903225806451613	0.011980442139368868	0.3472222222222222	0.2254560710879875	0.45582871229655647	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
source_heldout_TESLA_mmc7_validation	G_abstention_extreme_ood	310	4	0.012903225806451613	0.011719751563122131	0.3276143790849673	0.14107793730582646	0.28841503954313463	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
source_heldout_TESLA_mmc7_validation	H_anchor_rf_plus_qk_compact_w0.5	310	4	0.012903225806451613	0.010445868609921964	0.25326797385620914	0.24295058518238943	0.43067310405926373	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
